gebiedcode;gebiedstype;gebiednaam;opp_ha_gebied;opp_land_ha;opp_water_ha;opp_levend_agrarisch_ha;opp_levend_buurtgroen_ha;opp_levend_gedenkpark_ha;opp_levend_groene_verbinding_ha;opp_levend_landschap_ha;opp_levend_natuurgebied_ha;opp_levend_natuurpark_ha;opp_levend_sportpark_ha;opp_levend_stadsnatuur_ha;opp_levend_stadspark_ha;opp_levend_stadsplantsoen_ha;opp_levend_tuinpark_ha;opp_levend_ziekenhuiscomplex_ha
A07f;buurt;Den Texbuurt;11,2860269518992;9,4263;1,8597;0,0000;0,1581;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;2,8890;0,0000;0,0000
A07g;buurt;Utrechtsebuurt Zuid;6,87862611014893;5,7176;1,1610;0,0000;0,0562;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,1029;0,0000;0,0000
A07h;buurt;Frederikspleinbuurt;15,5992163325001;13,5350;2,0643;0,0000;0,4442;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;2,3207;0,0000;0,0000
A08a;buurt;Weesperbuurt;27,9123298705497;21,2412;6,6712;0,0000;0,6446;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,4536;0,0000;0,0000
A08b;buurt;Sarphatistrook;21,4481130189495;18,1571;3,2910;0,0000;0,9963;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
A08d;buurt;de Plantage;37,7613838046495;33,3981;4,3632;0,0000;0,3966;0,0000;0,0000;0,0000;0,0000;0,0000;0,5278;0,0000;15,4013;0,9221;1,2856;0,0000
A08e;buurt;Alexanderplein e.o.;4,86081195355024;3,9730;0,8878;0,0000;0,6425;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
A09a;buurt;Marine-Etablissement;27,1576740607007;16,7243;10,4334;0,0000;4,0797;0,0000;0,2226;0,0000;0,0000;0,0000;1,4195;0,0000;0,0000;0,0000;0,0000;0,0000
A09b;buurt;Kattenburg;12,0705538914992;8,8485;3,2221;0,0000;2,2025;0,0000;0,2418;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
A09c;buurt;Wittenburg;18,0470684045511;12,3533;5,6938;0,0000;1,0000;0,0000;0,2380;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
A09d;buurt;Oostenburg;24,7469963172499;20,2429;4,5041;0,0000;0,8671;0,0000;0,1845;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,6986;0,0000;0,0000
A09e;buurt;Czaar Peterbuurt;10,77001666445;10,3717;0,3983;0,0000;0,2904;0,0000;0,1067;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,2438;0,0000;0,0000
A09f;buurt;Het Funen;9,18020944819967;7,4248;1,7554;0,0000;1,0053;0,0000;0,0364;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0910;0,0000;0,0000
A09h;buurt;Kazernebuurt;6,6044956468006;5,4506;1,1539;0,0000;0,6444;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
A09i;buurt;Kadijken;21,8292172996497;16,8699;4,9594;0,0000;0,6485;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
B10a;buurt;Coenhaven/Mercuriushaven;302,24120961855;145,0536;157,1876;0,0000;19,3229;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,2419;0,0000
B10b;buurt;Alfa-driehoek;40,6259062850495;38,5562;2,0697;0,0000;7,1624;0,0000;4,5887;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
B10c;buurt;Petroleumhaven;321,71822474615;193,3356;128,3826;0,0000;22,1326;0,0000;5,9018;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
B10d;buurt;Westhaven Noord;569,602853576053;381,4889;188,1140;0,0471;43,2418;0,0000;15,0236;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
B10e;buurt;Vervoerscentrum;70,0347770996487;67,5658;2,4690;0,0000;13,7983;0,0000;9,4257;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
B10f;buurt;Amerikahaven;1012,1416956957;693,9205;318,2212;27,1377;98,1172;0,0000;29,8205;0,0000;0,0000;0,6387;0,0000;0,6619;0,0000;0,0165;0,0000;0,0000
B10g;buurt;Afrikahaven;535,79516536945;413,9852;121,8099;45,1818;32,0428;0,0000;42,7949;15,0303;0,0003;1,0546;59,8881;7,2380;0,0000;2,1209;0,0000;0,0000
B10h;buurt;Westhaven Zuid;46,9961448210976;41,9008;5,0953;0,0000;4,9442;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
E12a;buurt;Houthavens West;66,3447375750009;34,5220;31,8227;0,0000;1,5407;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;3,1123;0,0000;4,0455;0,0000
E12b;buurt;Houthavens Oost;25,624615998749;1,9061;23,7185;0,0000;0,0570;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,9892;0,0000;0,0000
E13a;buurt;Zeeheldenbuurt;10,3336470070001;9,0232;1,3104;0,0000;0,2189;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
E13b;buurt;Spaarndammerbuurt Noordoost;11,1765731999503;9,9901;1,1865;0,0000;0,2377;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
E13c;buurt;Spaarndammerbuurt Zuidoost;5,67279309359962;4,8573;0,8155;0,0000;0,5035;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
E13d;buurt;Spaarndammerbuurt Zuidwest;7,57877780260031;7,5738;0,0050;0,0000;0,4903;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,3087;0,0000;0,0000
E13e;buurt;Spaarndammerbuurt Midden;5,73439356364962;5,7344;0,0000;0,0000;0,0587;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,2978;0,0000;0,0000
E13f;buurt;Spaarndammerbuurt Noordwest;11,9158558435997;11,7489;0,1670;0,0000;0,7863;0,0000;0,0133;0,0000;0,0000;0,0000;0,0000;0,0000;1,6015;0,0000;0,2930;0,0000
E13g;buurt;Westergasfabriek;25,5129022842497;22,3277;3,1852;0,0000;0,1644;0,0000;0,7333;0,0000;0,0000;0,0000;0,4436;0,0000;22,0668;0,0000;0,0000;0,0000
E13h;buurt;Overbraker Binnenpolder;63,1229733682989;58,7421;4,3809;0,0000;3,8288;5,0730;11,3260;0,0000;0,0000;0,0000;4,2018;8,1380;18,1997;0,0000;1,5998;0,0000
E14a;buurt;De Wittenbuurt Noord;7,46460927464988;6,1752;1,2894;0,0000;0,0496;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0791;0,0000;0,0000
E14b;buurt;De Wittenbuurt Zuid;4,63095418865036;3,4980;1,1330;0,0000;0,2302;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
E14c;buurt;Staatsliedenbuurt Noordoost;6,81562964705073;5,9143;0,9013;0,0000;0,3311;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,1293;0,0000;0,0000
E14d;buurt;Fannius Scholtenbuurt;11,1013885548008;10,4474;0,6540;0,0000;0,0486;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
E14e;buurt;Westerstaatsman;10,0221712990999;9,8660;0,1562;0,0000;0,3297;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
E14f;buurt;Buyskade e.o.;13,0482296516998;11,1884;1,8598;0,0000;0,5702;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
E15a;buurt;Ecowijk;6,58499379300004;6,2598;0,3252;0,0000;1,5345;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
E15b;buurt;Markthallen;28,3051400724497;25,6856;2,6195;0,0000;0,5240;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
E15c;buurt;Bedrijvencentrum Westerkwartier;15,1776327449496;13,6231;1,5545;0,0000;0,7375;3,1289;0,1267;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
E15d;buurt;Marcanti;7,18651915159961;5,7585;1,4281;0,0000;1,0934;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
E16a;buurt;Frederik Hendrikbuurt Noord;21,2353383649498;18,2177;3,0176;0,0000;0,2454;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;2,7645;0,0000;0,0000
E16b;buurt;Frederik Hendrikbuurt Zuidoost;12,4670031937498;11,3861;1,0809;0,0000;0,0864;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0141;0,0000;0,0000
E16c;buurt;Frederik Hendrikbuurt Zuidwest;8,41958057350055;6,2293;2,1902;0,0000;0,7668;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
E17a;buurt;Da Costabuurt Noord;25,8521641044513;21,5921;4,2600;0,0000;0,1381;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,8101;0,0000;0,0000
E18a;buurt;Bellamybuurt Noord;11,0050266854993;9,4968;1,5082;0,0000;0,3893;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
E18b;buurt;Bellamybuurt Zuid;16,3782748637499;15,5724;0,8058;0,0000;0,2973;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
E19a;buurt;Da Costabuurt Zuid;8,8419679178988;7,2580;1,5840;0,0000;0,0016;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
E19b;buurt;Borgerbuurt;12,4841227217502;11,4831;1,0010;0,0000;0,2462;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
E19c;buurt;Lootsbuurt;7,43901441264972;6,3390;1,1000;0,0000;0,0192;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
E20a;buurt;Helmersbuurt Oost;11,2518004860007;10,4056;0,8462;0,0000;0,0276;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
E20b;buurt;WG-terrein;16,78238149065;16,2158;0,5666;0,0000;1,5198;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
E20c;buurt;Cremerbuurt Oost;6,89432070434979;6,6506;0,2437;0,0000;0,0010;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
E21a;buurt;Cremerbuurt West;20,6009813092509;19,3806;1,2204;0,0000;0,2916;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
E21b;buurt;Vondelparkbuurt West;10,2611027647489;10,0565;0,2046;0,0000;0,0150;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,2695;0,0000;0,0000;0,0000
E22a;buurt;Vondelparkbuurt Oost;13,0121709180996;12,5503;0,4619;0,0000;0,0014;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,4005;1,2950;0,0000;0,0000
E22b;buurt;Vondelparkbuurt Midden;9,10924542480067;9,0892;0,0200;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,4116;0,0000;0,0451;0,0000;0,0000;0,0000
E36a;buurt;Woon- en Groengebied Sloterdijk;53,2142173535994;48,8170;4,3972;0,0000;1,1955;0,1625;11,9131;0,0000;0,0000;0,0000;0,0000;1,6824;3,0222;0,0000;32,4265;0,0000
E36b;buurt;Bedrijventerrein Sloterdijk I;68,1354375882498;67,6524;0,4830;0,0000;8,0703;0,0000;5,4794;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
E37a;buurt;Bedrijventerrein Landlust;14,0034846000998;10,8976;3,1058;0,0000;0,7359;0,0000;0,1781;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
E37c;buurt;Bosleeuw;34,2857709518;34,1464;0,1393;0,0000;2,5685;0,0000;2,2154;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,6656;0,0000;0,0000
E37d;buurt;Landlust Zuid;21,6843943757003;19,9590;1,7254;0,0000;1,0083;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,4129;0,0000;0,0000
E37e;buurt;Erasmusparkbuurt Oost;9,06921642684935;8,2932;0,7760;0,0000;0,5497;0,0000;0,0000;0,0000;0,0000;0,0000;1,0386;0,0000;0,0000;0,0000;0,0000;0,0000
E37f;buurt;Gibraltarbuurt;20,0000301636013;19,3938;0,6062;0,0000;1,7138;0,0000;0,4215;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
E37g;buurt;Landlust Noord;9,80425755719954;9,8043;0,0000;0,0000;0,5501;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
E38c;buurt;Erasmusparkbuurt West;33,6226465325002;29,4938;4,1289;0,0000;0,9950;0,0000;1,1796;0,0000;0,0000;0,0000;0,0000;0,0000;10,6073;2,3340;0,0000;0,0000
E38d;buurt;Robert Scottbuurt Oost;6,88659495945035;6,6305;0,2561;0,0000;0,1105;0,0000;0,0201;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
E39a;buurt;Robert Scottbuurt West;14,8490789631496;14,0306;0,8185;0,0000;2,3828;0,0000;0,1266;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
E39b;buurt;Laan van Spartaan;16,5770958005996;15,0325;1,5446;0,0000;1,3071;0,0000;1,9787;0,0000;0,0000;0,0000;2,1132;0,0000;0,0000;0,0000;0,0000;0,0000
E39c;buurt;Kolenkitbuurt Zuid;12,7922660081994;11,7829;1,0094;0,0000;0,9286;0,0000;0,8676;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
E39d;buurt;Kolenkitbuurt Noord;29,8885065684519;28,7975;1,0910;0,0000;3,8465;0,0000;2,7446;0,0000;0,0000;0,0000;2,7380;0,0000;0,0000;0,0000;0,0000;0,0000
E40a;buurt;Geuzenhofbuurt;9,36732154505051;8,1518;1,2155;0,0000;1,4927;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
E40b;buurt;Trompbuurt;12,30836682265;12,3084;0,0000;0,0000;0,3500;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
E40c;buurt;Pieter van der Doesbuurt;7,4978656800507;7,0803;0,4175;0,0000;0,0746;0,0000;0,1971;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
E41a;buurt;John Franklinbuurt;7,49138488549956;7,0698;0,4216;0,0000;0,1099;0,0000;0,1921;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
E41b;buurt;Jan Maijenbuurt;7,83710290324998;7,8371;0,0000;0,0000;0,1322;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
E41d;buurt;Mercatorpark;9,8159806057999;9,5847;0,2313;0,0000;1,0962;0,0000;0,7776;0,0000;0,0000;0,0000;1,7719;0,0000;0,0000;0,0000;0,0000;0,0000
E42a;buurt;Balboaplein e.o.;12,0096809583505;11,6599;0,3498;0,0000;0,1870;0,0000;0,1507;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
E42b;buurt;Columbusplein e.o.;15,51026782275;14,5459;0,9643;0,0000;0,2145;0,0000;0,2186;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
E42c;buurt;Orteliusbuurt Midden;6,0909418436006;6,0909;0,0000;0,0000;0,0132;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0161;0,0000;0,0000;0,0000
E42d;buurt;Orteliusbuurt Zuid;8,36037394569996;7,6985;0,6618;0,0000;0,1458;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,4259;0,0000;0,0000;0,0000
E43a;buurt;Paramariboplein e.o.;17,1293283291497;15,5078;1,6215;0,0000;0,2065;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
E43b;buurt;Postjeskade e.o.;17,55183912385;15,9996;1,5522;0,0000;0,7332;0,0000;0,8030;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,3908;0,0000;0,0000
E75a;buurt;Kortenaerkwartier;9,95008507865049;9,6302;0,3199;0,0000;0,0623;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,3810;0,0000
E75b;buurt;Filips van Almondekwartier;4,5051989171498;4,1566;0,3486;0,0000;0,0227;0,0000;0,1463;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
E75c;buurt;De Wester Quartier;7,74963269250002;7,1364;0,6133;0,0000;0,0075;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
E75d;buurt;Van Brakelkwartier;5,35964709644993;4,4887;0,8709;0,0000;0,0281;0,0000;0,2126;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
F11a;buurt;Sloterdijk II;46,1971140498495;46,1796;0,0175;0,0000;9,1184;0,0000;2,1612;0,0000;0,0000;0,0000;0,0000;0,0000;4,2203;0,0000;0,0000;0,0000
F11c;buurt;Sloterdijk III Oost;79,5174058510978;75,4037;4,1137;5,2897;16,7219;0,0000;11,1774;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;3,2657;0,0000;0,0000
F11d;buurt;Sloterdijk III West;211,435108634952;197,7204;13,7147;14,6221;26,1526;0,0000;29,6879;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;4,6365;0,0000;0,0000
F11e;buurt;De Heining;112,559555687349;93,4577;19,1019;62,0664;2,7284;0,0000;1,9862;0,0000;0,3524;73,1105;0,0000;65,9009;0,0000;36,9755;0,0000;0,0000
