OBJECTID,BORNAME,ELEMENTNUMMER,BEHEERGROEP,AANLEGJAAR,SCHOUWVAK,PEILGEBIED,OPPERVLAK,AMBITIENIVEAU,STRUCTUURGEBIED,BESCHOEIING,BEHEERDER,EIGENAAR,ONDERHOUDSPLOEG,FUNCTIE,AANWIJINGEN_UITVOERING,STRUCTUURNIVEAU,BEGROTINGSPOST,BESTEMMING,OPMERKINGEN,EXTRA_INFORMATIE_1,EXTRA_INFORMATIE_2,EXTRA_INFORMATIE_3,GROENGEBIEDCODE,GROENGEBIEDNAAM,GEMEENTE,WOONPLAATS,BUURT,WIJK,STRAAT,STRAATCODE,LIGGING,BEHEEROBJECTSOORT,BEHEEROBJECTOMSCHRIJVING,LAATSTE_MUTATIE,Shape__Area,Shape__Length
665,wateren,11252,Water niet maaien,,,,11986.76,C (matig) - R- (sober),,,HH-schap Delfland,,,,,Perceel 2,,,,01.24.0004.0789,2 zijdig maaien,,01.24.0004,Aart van der Leeuwbuurt,Delft,Delft,Aart van der Leeuwbuurt,24 Voorhof,Martinus Nijhofflaan,3328,Binnen de bebouwde kom,wtr,01.24.0004.wr11252,"12 january   2022, 14:45:37",31561.9470214844,3085.109717117
666,wateren,11253,Water niet maaien,,,,2154.2,C (matig) - R- (sober),,,HH-schap Delfland,,,,,Perceel 2,,,,01.24.0005.1803,2 zijdig maaien,,01.24.0005,Roland Holstbuurt,Delft,Delft,Roland Holstbuurt,24 Voorhof,Martinus Nijhofflaan,3328,Binnen de bebouwde kom,wtr,01.24.0005.wr11253,"12 january   2022, 14:45:37",5673.22216796875,661.251795002345
667,wateren,11386,Water niet maaien,,,,731.25,C (matig) - R- (sober),,,HH-schap Delfland,,,,,Perceel 2,,,,01.23.0003.2934,1 zijdig maaien,Louis,01.23.0003,Vogelbuurt-west,Delft,Delft,Vogelbuurt-West,23 Tanthof-Oost,Tanthofdreef,6742,Binnen de bebouwde kom,wtr,01.23.0003.wr11386,"24 may       2022, 11:52:22",1924.69458007813,610.120187342496
668,wateren,11390,Water niet maaien,,,,247,C (matig) - R- (sober),,,HH-schap Delfland,,,,,Perceel 2,,,,01.26.0000.0325,2 zijdig maaien,,01.26.0000,Abtswoude,Delft,Delft,Abtswoude,26 Abtswoude,Rijksstraatweg,0097,Binnen de bebouwde kom,wtr,01.26.0000.wr11390,"12 january   2022, 14:45:37",650.084228515625,340.978166147073
669,wateren,11460,Water niet maaien,,,,1506.61,C (matig) - R- (sober),,,HH-schap Delfland,,,,,Perceel 2,,,,01.23.0003.2759,2 zijdig maaien,,01.23.0003,Vogelbuurt-west,Delft,Delft,Vogelbuurt-West,23 Tanthof-Oost,Tanthofdreef,6742,Binnen de bebouwde kom,wtr,01.23.0003.wr11460,"12 january   2022, 14:45:37",3965.75830078125,602.915101302998
670,wateren,3947,Greppel,,,,12.09,C (matig) - R- (sober),,,BOR,Gemeente Delft,,,,Perceel 1,,,,,,,01.16.0002,De Grote Plas,Delft,Delft,De Grote Plas,16 Delftse Hout,Middelweg,6254,Binnen de bebouwde kom,wtr,01.16.0002.wr3947,"12 january   2022, 14:44:25",31.887451171875,41.9921378972998
671,wateren,3948,Greppel,,,,81.88,C (matig) - R- (sober),,,BOR,Gemeente Delft,,,,Perceel 1,,,,,,,01.16.0002,De Grote Plas,Delft,Delft,De Grote Plas,16 Delftse Hout,Middelweg,6254,Binnen de bebouwde kom,wtr,01.16.0002.wr3948,"12 january   2022, 14:44:25",215.909912109375,268.724142247176
672,wateren,3952,Greppel,,,,28.05,C (matig) - R- (sober),,,BOR,Gemeente Delft,,,,Perceel 1,,,,,,,01.16.0002,De Grote Plas,Delft,Delft,De Grote Plas,16 Delftse Hout,Middelweg,6254,Binnen de bebouwde kom,wtr,01.16.0002.wr3952,"12 january   2022, 14:44:25",73.97119140625,93.8385300869418
673,wateren,3950,Greppel,,,,19.22,C (matig) - R- (sober),,,BOR,Gemeente Delft,,,,Perceel 1,,,,,,,01.16.0002,De Grote Plas,Delft,Delft,De Grote Plas,16 Delftse Hout,Middelweg,6254,Binnen de bebouwde kom,wtr,01.16.0002.wr3950,"12 january   2022, 14:44:25",50.6796875,65.1802491785492
674,wateren,3953,Greppel,,,,29.17,C (matig) - R- (sober),,,BOR,Gemeente Delft,,,,Perceel 1,,,,,,,01.16.0002,De Grote Plas,Delft,Delft,De Grote Plas,16 Delftse Hout,Middelweg,6254,Binnen de bebouwde kom,wtr,01.16.0002.wr3953,"12 january   2022, 14:44:25",76.910888671875,97.4637681140266
675,wateren,3951,Greppel,,,,66.19,C (matig) - R- (sober),,,BOR,Gemeente Delft,,,,Perceel 1,,,,,,,01.16.0002,De Grote Plas,Delft,Delft,De Grote Plas,16 Delftse Hout,Middelweg,6254,Binnen de bebouwde kom,wtr,01.16.0002.wr3951,"12 january   2022, 14:44:25",174.534423828125,217.689200625573
676,wateren,3954,Greppel,,,,63.43,C (matig) - R- (sober),,,BOR,Gemeente Delft,,,,Perceel 1,,,,,,,01.16.0002,De Grote Plas,Delft,Delft,De Grote Plas,16 Delftse Hout,Middelweg,6254,Binnen de bebouwde kom,wtr,01.16.0002.wr3954,"12 january   2022, 14:44:25",167.2666015625,208.645946927257
677,wateren,12089,Greppel,,,,27.09,C (matig) - R- (sober),,,BOR,Gemeente Delft,,,,Perceel 1,,,,,,,01.16.0002,De Grote Plas,Delft,Delft,De Grote Plas,16 Delftse Hout,Middelweg,6254,Binnen de bebouwde kom,wtr,01.16.0002.wr12089,"12 january   2022, 14:44:25",71.428955078125,90.7663831321075
678,wateren,3955,Greppel,,,,81.23,C (matig) - R- (sober),,,BOR,Gemeente Delft,,,,Perceel 1,,,,,,,01.16.0002,De Grote Plas,Delft,Delft,De Grote Plas,16 Delftse Hout,Middelweg,6254,Binnen de bebouwde kom,wtr,01.16.0002.wr3955,"12 january   2022, 14:44:25",214.19921875,266.078103674222
679,wateren,3960,Greppel,,,,6.12,C (matig) - R- (sober),,,BOR,Gemeente Delft,,,,Perceel 1,,,,,,,01.16.0002,De Grote Plas,Delft,Delft,De Grote Plas,16 Delftse Hout,Middelweg,6254,Binnen de bebouwde kom,wtr,01.16.0002.wr3960,"12 january   2022, 14:44:25",16.141845703125,22.5969119384473
680,wateren,3959,Greppel,,,,42.47,C (matig) - R- (sober),,,BOR,Gemeente Delft,,,,Perceel 1,,,,,,,01.16.0002,De Grote Plas,Delft,Delft,De Grote Plas,16 Delftse Hout,Middelweg,6254,Binnen de bebouwde kom,wtr,01.16.0002.wr3959,"12 january   2022, 14:44:25",111.983642578125,140.448704807656
681,wateren,12153,Greppel,,,,3.92,C (matig) - R- (sober),,,BOR,Gemeente Delft,,,,Perceel 1,,,,,,,01.16.0002,De Grote Plas,Delft,Delft,De Grote Plas,16 Delftse Hout,Middelweg,6254,Binnen de bebouwde kom,wtr,01.16.0002.wr12153,"12 january   2022, 14:44:25",10.336181640625,15.509140809461
682,wateren,3958,Greppel,,,,53.75,C (matig) - R- (sober),,,BOR,Gemeente Delft,,,,Perceel 1,,,,,,,01.16.0002,De Grote Plas,Delft,Delft,De Grote Plas,16 Delftse Hout,Middelweg,6254,Binnen de bebouwde kom,wtr,01.16.0002.wr3958,"12 january   2022, 14:44:25",141.737060546875,177.240206626258
683,wateren,12154,Greppel,,,,19.63,C (matig) - R- (sober),,,BOR,Gemeente Delft,,,,Perceel 1,,,,,,,01.16.0002,De Grote Plas,Delft,Delft,De Grote Plas,16 Delftse Hout,Middelweg,6254,Binnen de bebouwde kom,wtr,01.16.0002.wr12154,"12 january   2022, 14:44:25",51.767578125,65.2883509627855
684,wateren,3963,Greppel,,,,5.21,C (matig) - R- (sober),,,BOR,Gemeente Delft,,,,Perceel 1,,,,,,,01.16.0002,De Grote Plas,Delft,Delft,De Grote Plas,16 Delftse Hout,Middelweg,6254,Binnen de bebouwde kom,wtr,01.16.0002.wr3963,"12 january   2022, 14:44:25",13.73876953125,19.6606336105175
685,wateren,11257,Water niet maaien,,,,4114.29,C (matig) - R- (sober),,,HH-schap Delfland,,,,,Perceel 2,,,,01.24.0007.1411,2 zijdig maaien,,01.24.0007,Multatulibuurt,Delft,Delft,Multatulibuurt,24 Voorhof,Martinus Nijhofflaan,3328,Binnen de bebouwde kom,wtr,01.24.0007.wr11257,"12 january   2022, 14:45:37",10835.9255371094,1361.35986235062
686,wateren,11327,Water niet maaien,,,,1494.03,C (matig) - R- (sober),,,HH-schap Delfland,,,,,Perceel 2,,,,01.22.0000.0384,2 zijdig maaien,,01.22.0000,Bedrijventerrein Tanthof-west,Delft,Delft,Bedrijventerrein Tanthof-West,22 Tanthof-West,Straat van Ormoes,9824,Binnen de bebouwde kom,wtr,01.22.0000.wr11327,"12 january   2022, 14:45:37",3932.67236328125,1399.91231154671
687,wateren,11328,Water niet maaien,,,,436.48,C (matig) - R- (sober),,,HH-schap Delfland,,,,,Perceel 2,,,,01.22.0000.0384,2 zijdig maaien,,01.22.0000,Bedrijventerrein Tanthof-west,Delft,Delft,Bedrijventerrein Tanthof-West,22 Tanthof-West,Straat van Ormoes,9824,Binnen de bebouwde kom,wtr,01.22.0000.wr11328,"12 january   2022, 14:45:37",1149.01098632813,218.319729475408
688,wateren,11393,Water niet maaien,,,,82.7,C (matig) - R- (sober),,,HH-schap Delfland,,,,,Perceel 2,,,,01.23.0003.2934,2 zijdig maaien,,01.23.0003,Vogelbuurt-west,Delft,Delft,Vogelbuurt-West,23 Tanthof-Oost,Tanthofdreef,6742,Binnen de bebouwde kom,wtr,01.23.0003.wr11393,"12 january   2022, 14:45:37",217.66259765625,154.012616244423
689,wateren,11394,Water niet maaien,,,,53.4,C (matig) - R- (sober),,,HH-schap Delfland,,,,,Perceel 2,,,,01.23.0003.2934,2 zijdig maaien,Louis,01.23.0003,Vogelbuurt-west,Delft,Delft,Vogelbuurt-West,23 Tanthof-Oost,Tanthofdreef,6742,Binnen de bebouwde kom,wtr,01.23.0003.wr11394,"12 january   2022, 14:45:37",140.555419921875,91.3564710372573
690,wateren,11402,Water niet maaien,,,,80.67,C (matig) - R- (sober),,,HH-schap Delfland,,,,,Perceel 2,,,,01.22.0003.2489,1 zijdig maaien,,01.22.0003,Latijns Amerikabuurt,Delft,Delft,Latijns Amerikabuurt,22 Tanthof-West,Straat van Ormoes,9824,Binnen de bebouwde kom,wtr,01.22.0003.wr11402,"12 january   2022, 14:45:37",212.36767578125,132.153513068378
691,wateren,11434,Water niet maaien,,,,8205.61,C (matig) - R- (sober),,,HH-schap Delfland,,,,,Perceel 2,,,,01.23.0004.2119,2 zijdig maaien,,01.23.0004,Vogelbuurt-oost,Delft,Delft,Vogelbuurt-Oost,23 Tanthof-Oost,Tanthofdreef,6742,Binnen de bebouwde kom,wtr,01.23.0004.wr11434,"12 january   2022, 14:45:37",21603.7565917969,3272.9942583595
692,wateren,11260,Water niet maaien,,,,452.03,C (matig) - R- (sober),,,HH-schap Delfland,,,,,Perceel 2,,,,01.24.0008.0181,2 zijdig maaien,,01.24.0008,Bedrijventerrein Vulcanusweg,Delft,Delft,Bedrijventerrein Vulcanusweg,24 Voorhof,Martinus Nijhofflaan,3328,Binnen de bebouwde kom,wtr,01.24.0008.wr11260,"12 january   2022, 14:45:37",1190.52612304688,178.599012690693
693,wateren,11331,Water niet maaien,,,,328.52,C (matig) - R- (sober),,,HH-schap Delfland,,,,,Perceel 2,,,,01.22.0002.2270,2 zijdig maaien,,01.22.0002,Afrikabuurt-Oost,Delft,Delft,Afrikabuurt-Oost,22 Tanthof-West,Straat van Ormoes,9824,Binnen de bebouwde kom,wtr,01.22.0002.wr11331,"12 january   2022, 14:45:37",864.802001953125,393.646049684721
694,wateren,11405,Water niet maaien,,,,1319.68,C (matig) - R- (sober),,,HH-schap Delfland,,,,,Perceel 2,,,,01.23.0001.2300,2 zijdig maaien,,01.23.0001,Boerderijbuurt,Delft,Delft,Boerderijbuurt,23 Tanthof-Oost,Tanthofdreef,6742,Binnen de bebouwde kom,wtr,01.23.0001.wr11405,"12 january   2022, 14:45:37",3474.22216796875,628.574909048787
695,wateren,11398,Water niet maaien,,,,285.75,C (matig) - R- (sober),,,HH-schap Delfland,,,,,Perceel 2,,,,01.22.0004.2404,2 zijdig maaien,Louis - Eigendomsgrenzen,01.22.0004,Aziëbuurt,Delft,Delft,Aziëbuurt,22 Tanthof-West,Tanthofdreef,6742,Binnen de bebouwde kom,wtr,01.22.0004.wr11398,"12 january   2022, 14:45:37",752.173828125,251.978479393603
696,wateren,11399,Water niet maaien,,,,275.66,C (matig) - R- (sober),,,HH-schap Delfland,,,,,Perceel 2,,,,01.22.0004.2404,1 zijdig maaien,Louis - Eigendomsgrenzen,01.22.0004,Aziëbuurt,Delft,Delft,Aziëbuurt,22 Tanthof-West,Tanthofdreef,6742,Binnen de bebouwde kom,wtr,01.22.0004.wr11399,"12 january   2022, 14:45:37",725.625732421875,489.936930132025
697,wateren,11403,Water niet maaien,,,,947.78,C (matig) - R- (sober),,,HH-schap Delfland,,,,,Perceel 2,,,,01.22.0003.2479,2 zijdig maaien,,01.22.0003,Latijns Amerikabuurt,Delft,Delft,Latijns Amerikabuurt,22 Tanthof-West,Straat van Ormoes,9824,Binnen de bebouwde kom,wtr,01.22.0003.wr11403,"12 january   2022, 14:45:37",2495.171875,416.408898076385
698,wateren,11461,Water niet maaien,,,,1069.26,C (matig) - R- (sober),,,HH-schap Delfland,,,,,Perceel 2,,,,01.23.0003.2757,2 zijdig maaien,,01.23.0003,Vogelbuurt-west,Delft,Delft,Vogelbuurt-West,23 Tanthof-Oost,Tanthofdreef,6742,Binnen de bebouwde kom,wtr,01.23.0003.wr11461,"12 january   2022, 14:45:37",2814.6171875,433.490127755813
699,wateren,11284,Water niet maaien,,,,3753.7,C (matig) - R- (sober),,,HH-schap Delfland,,,,,Perceel 2,,,,01.14.0007.0223,2 zijdig maaien,,01.14.0007,Molenbuurt,Delft,Delft,Molenbuurt,14 Voordijkshoorn,Polderpad,9148,Binnen de bebouwde kom,wtr,01.14.0007.wr11284,"12 january   2022, 14:45:37",9888.01147460938,1225.65010882317
700,wateren,11333,Water niet maaien,,,,2844.22,C (matig) - R- (sober),,,HH-schap Delfland,,,,,Perceel 2,,,,01.22.0002.2270,2 zijdig maaien,,01.22.0002,Afrikabuurt-Oost,Delft,Delft,Afrikabuurt-Oost,22 Tanthof-West,Straat van Ormoes,9824,Binnen de bebouwde kom,wtr,01.22.0002.wr11333,"12 january   2022, 14:45:37",7487.22314453125,1480.4205878542
701,wateren,11339,Water niet maaien,,,,225.34,C (matig) - R- (sober),,,HH-schap Delfland,,,,,Perceel 2,,,,01.22.0003.2482,2 zijdig maaien,,01.22.0003,Latijns Amerikabuurt,Delft,Delft,Latijns Amerikabuurt,22 Tanthof-West,Straat van Ormoes,9824,Binnen de bebouwde kom,wtr,01.22.0003.wr11339,"12 january   2022, 14:45:37",593.176513671875,131.819841294628
702,wateren,11370,Water niet maaien,,,,520.59,C (matig) - R- (sober),,,HH-schap Delfland,,,,,Perceel 2,,,,01.22.0004.2919,2 zijdig maaien,,01.22.0004,Aziëbuurt,Delft,Delft,Aziëbuurt,22 Tanthof-West,Tanthofdreef,6742,Binnen de bebouwde kom,wtr,01.22.0004.wr11370,"12 january   2022, 14:45:37",1370.27026367188,230.619527938946
703,wateren,11375,Water niet maaien,,,,335,C (matig) - R- (sober),,,HH-schap Delfland,,,,,Perceel 2,,,,01.22.0004.2380,2 zijdig maaien,,01.22.0004,Aziëbuurt,Delft,Delft,Aziëbuurt,22 Tanthof-West,Tanthofdreef,6742,Binnen de bebouwde kom,wtr,01.22.0004.wr11375,"12 january   2022, 14:45:37",881.712646484375,632.381794897231
704,wateren,11462,Water niet maaien,,,,1277.17,C (matig) - R- (sober),,,HH-schap Delfland,,,,,Perceel 2,,,,01.23.0004.2133,2 zijdig maaien,,01.23.0004,Vogelbuurt-oost,Delft,Delft,Vogelbuurt-Oost,23 Tanthof-Oost,Tanthofdreef,6742,Binnen de bebouwde kom,wtr,01.23.0004.wr11462,"12 january   2022, 14:45:37",3361.912109375,584.877657263975
705,wateren,11463,Water niet maaien,,,,310.59,C (matig) - R- (sober),,,HH-schap Delfland,,,,,Perceel 2,,,,01.23.0003.3024,2 zijdig maaien,,01.23.0003,Vogelbuurt-west,Delft,Delft,Vogelbuurt-West,23 Tanthof-Oost,Tanthofdreef,6742,Binnen de bebouwde kom,wtr,01.23.0003.wr11463,"12 january   2022, 14:45:37",817.49755859375,217.683472086283
706,wateren,11478,Water niet maaien,,,,873.16,C (matig) - R- (sober),,,HH-schap Delfland,,,,,Perceel 2,,,,01.23.0000.1331,2 zijdig maaien,,01.23.0000,Bedrijventerrein Tanthof-oost,Delft,Delft,Bedrijventerrein Tanthof-Oost,23 Tanthof-Oost,Tanthofdreef,6742,Binnen de bebouwde kom,wtr,01.23.0000.wr11478,"12 january   2022, 14:45:37",2298.39233398438,825.57888092078
707,wateren,11285,Water niet maaien,,,,4101.35,C (matig) - R- (sober),,,HH-schap Delfland,,,,,Perceel 2,,,,01.14.0007.0223,2 zijdig maaien,,01.14.0007,Molenbuurt,Delft,Delft,Molenbuurt,14 Voordijkshoorn,Polderpad,9148,Binnen de bebouwde kom,wtr,01.14.0007.wr11285,"12 january   2022, 14:45:37",10803.4438476563,1082.10573841568
708,wateren,11286,Water niet maaien,,,,1138.21,C (matig) - R- (sober),,,HH-schap Delfland,,,,,Perceel 2,,,,01.14.0007.0205,2 zijdig maaien,,01.14.0007,Molenbuurt,Delft,Delft,Molenbuurt,14 Voordijkshoorn,Polderpad,9148,Binnen de bebouwde kom,wtr,01.14.0007.wr11286,"12 january   2022, 14:45:37",2998.41381835938,408.230957473302
709,wateren,11287,Water niet maaien,,,,2834.84,C (matig) - R- (sober),,,HH-schap Delfland,,,,,Perceel 2,,,,01.14.0007.0192,2 zijdig maaien,,01.14.0007,Molenbuurt,Delft,Delft,Molenbuurt,14 Voordijkshoorn,Polderpad,9148,Binnen de bebouwde kom,wtr,01.14.0007.wr11287,"12 january   2022, 14:45:37",7468.32958984375,1165.60476740466
710,wateren,11288,Water niet maaien,,,,388.48,C (matig) - R- (sober),,,HH-schap Delfland,,,,,Perceel 2,,,,01.25.0000.0374,1 zijdig maaien,,01.25.0000,Reinier de Graaf,Delft,Delft,Reinier de Graafbuurt,25 Buitenhof,Prinses Beatrixlaan,4324,Binnen de bebouwde kom,wtr,01.25.0000.wr11288,"12 january   2022, 14:45:37",1023.11450195313,315.505472515484
711,wateren,11315,Water niet maaien,,,,2616.62,C (matig) - R- (sober),,,HH-schap Delfland,,,,,Perceel 2,,,,01.25.0008.0850,2 zijdig maaien,,01.25.0008,Vrijheidsbuurt,Delft,Delft,Vrijheidsbuurt,25 Buitenhof,Prinses Beatrixlaan,4324,Binnen de bebouwde kom,wtr,01.25.0008.wr11315,"12 january   2022, 14:45:37",6890.6474609375,905.281138903029
712,wateren,11377,Water niet maaien,,,,525.08,C (matig) - R- (sober),,,HH-schap Delfland,,,,,Perceel 2,,,,01.22.0004.2873,2 zijdig maaien,,01.22.0004,Aziëbuurt,Delft,Delft,Aziëbuurt,22 Tanthof-West,Tanthofdreef,6742,Binnen de bebouwde kom,wtr,01.22.0004.wr11377,"12 january   2022, 14:45:37",1382.00927734375,347.557462310245
713,wateren,11379,Water niet maaien,,,,607.45,C (matig) - R- (sober),,,HH-schap Delfland,,,,,Perceel 2,,,,01.22.0004.2367,2 zijdig maaien,,01.22.0004,Aziëbuurt,Delft,Delft,Aziëbuurt,22 Tanthof-West,Tanthofdreef,6742,Binnen de bebouwde kom,wtr,01.22.0004.wr11379,"12 january   2022, 14:45:37",1598.7998046875,431.986510486422
714,wateren,11485,Water niet maaien,,,,63.59,C (matig) - R- (sober),,,HH-schap Delfland,,,,,Perceel 2,,,,01.27.0003.0781,2 zijdig maaien,,01.27.0003,Bedrijventerrein Schieweg-zuid,Delft,Delft,Bedrijventerrein Schieweg-Zuid,27 Schieweg,Rijnweg,9871,Binnen de bebouwde kom,wtr,01.27.0003.wr11485,"12 january   2022, 14:45:37",167.380126953125,69.9779694591635
715,wateren,11289,Water niet maaien,,,,40.53,C (matig) - R- (sober),,,HH-schap Delfland,,,,,Perceel 2,,,,01.25.0000.0374,1 zijdig maaien,,01.25.0000,Reinier de Graaf,Delft,Delft,Reinier de Graafbuurt,25 Buitenhof,Prinses Beatrixlaan,4324,Binnen de bebouwde kom,wtr,01.25.0000.wr11289,"12 january   2022, 14:45:37",106.747314453125,137.058375553098
716,wateren,11316,Water niet maaien,,,,10209.52,C (matig) - R- (sober),,,HH-schap Delfland,,,,,Perceel 2,,,,01.25.0008.0850,2 zijdig maaien,,01.25.0008,Vrijheidsbuurt,Delft,Delft,Vrijheidsbuurt,25 Buitenhof,Prinses Beatrixlaan,4324,Binnen de bebouwde kom,wtr,01.25.0008.wr11316,"12 january   2022, 14:45:37",26881.5378417969,2527.27734012182
717,wateren,11318,Water niet maaien,,,,1948.02,C (matig) - R- (sober),,,HH-schap Delfland,,,,,Perceel 2,,,,01.25.0007.1896,2 zijdig maaien,,01.25.0007,Verzetstrijdersbuurt,Delft,Delft,,25 Buitenhof,Koetlaan,2836,Binnen de bebouwde kom,wtr,01.25.0007.wr11318,"12 january   2022, 14:45:37",5128.98974609375,372.552377095371
718,wateren,11406,Water niet maaien,,,,188.76,C (matig) - R- (sober),,,HH-schap Delfland,,,,,Perceel 2,,,,01.23.0001.2301,1 zijdig maaien,,01.23.0001,Boerderijbuurt,Delft,Delft,Boerderijbuurt,23 Tanthof-Oost,Tanthofdreef,6742,Binnen de bebouwde kom,wtr,01.23.0001.wr11406,"12 january   2022, 14:45:37",496.879638671875,286.495148504818
719,wateren,11408,Water niet maaien,,,,264.52,C (matig) - R- (sober),,,HH-schap Delfland,,,,,Perceel 2,,,,01.23.0001.2301,2 zijdig maaien,,01.23.0001,Boerderijbuurt,Delft,Delft,Boerderijbuurt,23 Tanthof-Oost,Tanthofdreef,6742,Binnen de bebouwde kom,wtr,01.23.0001.wr11408,"12 january   2022, 14:45:37",696.300537109375,294.345265745854
720,wateren,11421,Water niet maaien,,,,218.68,C (matig) - R- (sober),,,HH-schap Delfland,,,,,Perceel 2,,,,01.23.0001.2301,2 zijdig maaien,,01.23.0001,Boerderijbuurt,Delft,Delft,Boerderijbuurt,23 Tanthof-Oost,Tanthofdreef,6742,Binnen de bebouwde kom,wtr,01.23.0001.wr11421,"12 january   2022, 14:45:37",575.706787109375,283.47707748943
721,wateren,11466,Water niet maaien,,,,471.39,C (matig) - R- (sober),,,HH-schap Delfland,,,,,Perceel 2,,,,01.23.0003.3024,2 zijdig maaien,,01.23.0003,Vogelbuurt-west,Delft,Delft,Vogelbuurt-West,23 Tanthof-Oost,Tanthofdreef,6742,Binnen de bebouwde kom,wtr,01.23.0003.wr11466,"12 january   2022, 14:45:37",1240.74145507813,295.33968447945
722,wateren,11267,Water niet maaien,,,,2985.22,C (matig) - R- (sober),,,HH-schap Delfland,,,,,Perceel 2,,,,01.27.0002.0145,1 zijdig maaien,,01.27.0002,Bedrijventerrein Schieweg-noord,Delft,Delft,Bedrijventerrein Schieweg-Noord,27 Schieweg,Rijnweg,9871,Binnen de bebouwde kom,wtr,01.27.0002.wr11267,"12 january   2022, 14:45:37",7861.46240234375,1405.20026925609
723,wateren,11849,Water niet maaien,,,,3417.78,C (matig) - R- (sober),,,HH-schap Delfland,,,,,Perceel 1,,,Uitzoeken,,2 zijdig maaien,,01.28.0006,Professorenbuurt,Delft,Delft,Professorenbuurt,28 Wippolder,Jan de Oudeweg,2461,Binnen de bebouwde kom,wtr,01.28.0006.wr11849,"12 january   2022, 14:44:24",9005.52563476563,1489.83162285333
724,wateren,11320,Water niet maaien,,,,3281.02,C (matig) - R- (sober),,,HH-schap Delfland,,,,,Perceel 2,,,,01.25.0007.1896,2 zijdig maaien,,01.25.0007,Verzetstrijdersbuurt,Delft,Delft,,25 Buitenhof,Koetlaan,2836,Binnen de bebouwde kom,wtr,01.25.0007.wr11320,"12 january   2022, 14:45:37",8637.84155273438,506.249810599165
725,wateren,11427,Water niet maaien,,,,751.54,C (matig) - R- (sober),,,HH-schap Delfland,,,,,Perceel 2,,,,01.23.0000.1569,2 zijdig maaien,,01.23.0000,Bedrijventerrein Tanthof-oost,Delft,Delft,Bedrijventerrein Tanthof-Oost,23 Tanthof-Oost,Tanthofdreef,6742,Binnen de bebouwde kom,wtr,01.23.0000.wr11427,"12 january   2022, 14:45:37",1978.74194335938,281.163848710851
726,wateren,11741,Water niet maaien,,,,847.69,C (matig) - R- (sober),,,HH-schap Delfland,Gemeente Delft,,,,Perceel 1,,,,,2 zijdig maaien,,01.28.0008,Pauwmolen,Delft,Delft,Pauwmolen,28 Wippolder,Michiel de Ruyterweg,3417,Binnen de bebouwde kom,wtr,01.28.0008.wr11741,"12 january   2022, 14:44:25",2234.06469726563,485.945831178914
727,wateren,11270,Water niet maaien,,,,525.43,C (matig) - R- (sober),,,HH-schap Delfland,,,,,Perceel 1,,,,01.16.0002.5263,2 zijdig maaien,,01.16.0002,De Grote Plas,Delft,Delft,De Grote Plas,16 Delftse Hout,Middelweg,6254,Binnen de bebouwde kom,wtr,01.16.0002.wr11270,"12 january   2022, 14:44:24",1384.98559570313,397.608042073632
728,wateren,11271,Water 1x maaien,,,,1962.9,C (matig) - R- (sober),,,BOR,,,,,Perceel 1,,,,01.16.0002.5274,1 zijdig maaien,,01.16.0002,De Grote Plas,Delft,Delft,De Grote Plas,16 Delftse Hout,Middelweg,6254,Binnen de bebouwde kom,wtr,01.16.0002.wr11271,"12 january   2022, 14:44:24",5175.32836914063,914.765996466283
729,wateren,11272,Water 1x maaien,,,,585.19,C (matig) - R- (sober),,,BOR,,,,,Perceel 1,,,,01.16.0000.1292,1 zijdig maaien,,01.16.0000,De Bras,Delft,Delft,De Bras,16 Delftse Hout,Middelweg,6254,Binnen de bebouwde kom,wtr,01.16.0000.wr11272,"12 january   2022, 14:44:24",1543.28295898438,793.449905112699
730,wateren,11273,Water niet maaien,,,,15961.95,C (matig) - R- (sober),,,HH-schap Delfland,HH-schap Delfland,,,,Perceel 1,,,Uitzoeken,01.16.0001.2231,2 zijdig maaien,Louis - Eigendomsgrenzen,01.16.0001,Bedrijventerrein Ypenburgsepoort,Delft,Delft,Bedrijventerrein Ypenburgsepoort,16 Delftse Hout,Middelweg,6254,Binnen de bebouwde kom,wtr,01.16.0001.wr11273,"12 january   2022, 14:44:24",42097.9943847656,4509.21897407518
731,wateren,11275,Water niet maaien,,,,1703.26,C (matig) - R- (sober),,,HH-schap Delfland,,,,,Perceel 2,,,,01.25.0002.0817,2 zijdig maaien,,01.25.0002,Juniusstraat,Delft,Delft,Juniusbuurt,25 Buitenhof,Prinses Beatrixlaan,4324,Binnen de bebouwde kom,wtr,01.25.0002.wr11275,"12 january   2022, 14:45:37",4486.26489257813,537.767476692471
732,wateren,11325,Water niet maaien,,,,3697.69,C (matig) - R- (sober),,,HH-schap Delfland,,,,,Perceel 2,,,,01.22.0000.0414,2 zijdig maaien,,01.22.0000,Bedrijventerrein Tanthof-west,Delft,Delft,Bedrijventerrein Tanthof-West,22 Tanthof-West,Straat van Ormoes,9824,Binnen de bebouwde kom,wtr,01.22.0000.wr11325,"12 january   2022, 14:45:37",9734.33129882813,1249.60674713924
733,wateren,11357,Water niet maaien,,,,704.1,C (matig) - R- (sober),,,HH-schap Delfland,,,,,Perceel 2,,,,01.22.0004.2875,2 zijdig maaien,,01.22.0004,Aziëbuurt,Delft,Delft,Aziëbuurt,22 Tanthof-West,Tanthofdreef,6742,Binnen de bebouwde kom,wtr,01.22.0004.wr11357,"12 january   2022, 14:45:37",1853.1181640625,370.076600941989
