FID,VLAKNR,LOCATIE,STOFGROEP,STOFFEN,CONTOUR_OPMERKING,DIEPTE_VERONTREINIGING,DIEPTE_GRONDWATER,GEVAL,BESLUIT,RAPPORTNUMMER,GEOMETRIE
MIL_WAT_GWVERONT.fid-36cc8544_1861f90ef02_-54bf,90,Zwaluwstraat e.o.,Anorganische Verbindingen,Chloride,"Contour door medewerker gemeente ingeschat, op basis van informatie rapport. Exacte grenzen verontreiniging niet bekend.","Aangetroffen op 3,5-5,5 m-mv, verticaal niet afgeperkt","3,64-3,93 m-mv",Nee,-,4095 (VO 1),"POLYGON ((186521.843639822 428530.862117287, 186517.028213487 428532.55545402, 186514.064874203 428532.767121112, 186511.948203287 428532.343786928, 186511.419035557 428531.497118562, 186511.260285239 428530.121282466, 186512.054036832 428528.851279916, 186513.959040657 428527.792944458, 186518.615716674 428526.522941908, 186523.113642372 428525.464606449, 186524.912812651 428525.200022585, 186526.606149385 428525.623356768, 186527.505734524 428526.628775453, 186527.558651297 428528.427945733, 186527.135317114 428529.697948283, 186522.954892053 428530.650450195, 186521.843639822 428530.862117287))"
MIL_WAT_GWVERONT.fid-36cc8544_1861f90ef02_-54be,36,Houtlaan 3,Metalen,Lood,"Contour door medewerker gemeente ingeschat, op basis van informatie rapport. Exacte grenzen verontreiniging niet bekend.",Onbekend,"15,72 m-mv",Mogelijk,-,226 (OO1),"POLYGON ((188021.318876192 425383.720240069, 188017.191367904 425383.402739432, 188014.810113123 425381.338985288, 188014.016361529 425378.48147955, 188015.762615036 425375.147722857, 188018.302620136 425373.083968713, 188021.318876192 425372.448967438, 188023.858881292 425374.195220944, 188026.398886392 425376.893976363, 188026.398886392 425380.386483375, 188024.017631611 425383.243989113, 188023.223880017 425383.402739432, 188021.318876192 425383.720240069))"
MIL_WAT_GWVERONT.fid-36cc8544_1861f90ef02_-54bd,2,Ambachtsweg 004,VOCL,"2,3,4,6-Tetrachloorfenol, Pentachloorfenol, Arseen",S-contour overgenomen uit rapport,"Aangetroffen op 2-4 m-mv, niet in diepte afgeperkt","1,5-2 m-mv",Ja,-,752 (NO 2) 3944 (evaluatierapport uitvoering bodemsanering fase 1 en 2),"POLYGON ((184587.468702177 428427.016251973, 184572.387421896 428398.441194598, 184566.83116074 428357.959863317, 184567.624912333 428330.97230913, 184584.293695802 428290.490977848, 184603.343734052 428260.328417286, 184642.237562146 428218.259582817, 184697.800173708 428173.809493567, 184739.869008177 428151.584448942, 184768.444065552 428141.265678223, 184811.306651615 428135.709417067, 184847.819224927 428142.059429817, 184880.363040271 428154.759455317, 184903.38183649 428174.603245161, 184910.525600833 428198.415792974, 184908.144346052 428225.403347161, 184898.619326927 428245.247137005, 184869.250517958 428282.553461911, 184797.019122927 428347.641092598, 184747.806524115 428384.153665911, 184697.006422115 428417.491232848, 184666.050109958 428433.366264724, 184639.062555771 428443.685035442, 184607.312492021 428441.303780661, 184587.468702177 428427.016251973))"
MIL_WAT_GWVERONT.fid-36cc8544_1861f90ef02_-54bc,17,"Dr de Blecourtstraat 49, Dr de Blecourtstraat b, Bedrijfsweg 001 en 002",VOCL,"Tetrachlooretheen (PER), cis-1,2-Dichlooretheen Pentachloorfenol","Contour door medewerker gemeente ingeschat, op basis van informatie rapport. Exacte grenzen verontreiniging niet bekend.","Aangetroffen op 3,5-7,8 m-mv Niet in de diepte afgeperkt!","2-2,5 m-mv",Mogelijk,-,498 (VO 1) 4096 (MO 1) 538 (VO 1) 2162 (VO 2) 1142 (VO 2),"POLYGON ((184629.205185463 428175.916518899, 184549.830026088 428141.520616503, 184481.038221296 428025.103716086, 184443.996480255 427898.103461086, 184443.996480255 427749.936496919, 184462.517350775 427662.623821607, 184512.788285046 427593.832016815, 184613.330153588 427532.977727961, 184650.37189463 427517.102696086, 184721.809538067 427530.331889315, 184772.080472338 427562.081953065, 184795.893020151 427654.686305669, 184846.163954421 427765.811528795, 184912.309920567 427824.019979003, 185004.914273171 427855.770042753, 185052.539368796 427882.228429211, 185057.831046088 427924.561847544, 185044.601852859 427972.186943169, 185028.726820984 427993.353652336, 184922.89327515 427988.061975044, 184854.101470359 428003.937006919, 184817.059729317 428040.978747961, 184785.309665567 428088.603843586, 184748.267924525 428125.645584628, 184690.059474317 428165.333164315, 184629.205185463 428175.916518899))"
MIL_WAT_GWVERONT.fid-36cc8544_1861f90ef02_-54bb,91,Nijverheidsweg + Handelsweg,VOCL,"Benzeen, Minerale Olie (totaal), Tetrachlooretheen (PER), Chroom, 1,1,1-Trichloorethaan","Contour door medewerker gemeente ingeschat, op basis van beschikbare informatie. Exacte grenzen verontreiniging niet bekend.",,,Mogelijk,-,,"POLYGON ((185231.154620384 429610.731604258, 185128.579518314 429571.919403475, 185081.450417363 429466.572001349, 185103.62881781 429361.224599223, 185125.807218258 429341.818498831, 185153.530218817 429352.907699055, 185175.708619265 429363.996899279, 185192.342419601 429369.54149939, 185203.431619824 429347.363098943, 185222.837720216 429330.729298607, 185253.333020832 429330.729298607, 185281.056021391 429336.273898719, 185306.006721895 429319.640098383, 185247.78842072 429230.926496593, 185225.610020272 429230.926496593, 185192.342419601 429172.708195418, 185175.708619265 429128.351394522, 185120.262618146 429086.766893683, 185017.687516076 428925.973490438, 184973.33071518 428851.121388927, 184978.875315292 428784.586187584, 185028.776716299 428743.001686745, 185081.450417363 428740.229386689, 185123.034918202 428806.764588032, 185145.213318649 428898.250489878, 185170.164019153 428970.330291333, 185189.570119545 429028.548592508, 185269.966821167 429106.172994075, 185325.412822286 429156.074395082, 185347.591222734 429239.243396761, 185394.720323685 429286.372497712, 185439.077124581 429336.273898719, 185441.849424637 429427.759800566, 185364.22502307 429541.42410286, 185311.551322007 429591.325503867, 185272.739121223 429613.503904314, 185231.154620384 429610.731604258))"
MIL_WAT_GWVERONT.fid-36cc8544_1861f90ef02_-54ba,91,Nijverheidsweg + Handelsweg,VOCL,"Benzeen, Minerale Olie (totaal), Tetrachlooretheen (PER), Chroom, 1,1,1-Trichloorethaan","Contour door medewerker gemeente ingeschat, op basis van beschikbare informatie. Exacte grenzen verontreiniging niet bekend.",,,Mogelijk,-,,"POLYGON ((184928.973914285 429083.994593627, 184843.03261255 429075.677693459, 184809.765011879 429034.09319262, 184804.220411767 428984.191791613, 184829.171112271 428939.834990718, 184879.072513278 428914.884290214, 184920.657014117 428931.51809055, 184965.013815012 428986.964091669, 184981.647615348 429028.548592508, 184967.786115068 429067.360793291, 184956.696914845 429086.766893683, 184928.973914285 429083.994593627))"
MIL_WAT_GWVERONT.fid-36cc8544_1861f90ef02_-54b9,59,Oostkanaaldijk (groenstrook),BTEXN,"Minerale Olie (totaal), Xylenen (som)","Contour door medewerker gemeente ingeschat, op basis van informatie rapport. Exacte grenzen verontreiniging niet bekend.","Aangetroffen op 1,2-3,8 m-mv, niet in diepte afgeperkt","2,3-2,45 m-mv",Mogelijk,-,2399 (VO 1),"POLYGON ((184704.98740115 428790.045594785, 184660.008144171 428710.67043541, 184646.778950942 428663.045339785, 184657.362305525 428626.003598744, 184689.112369275 428599.545212285, 184731.445787608 428610.128566869, 184768.48752865 428649.816146556, 184776.425044588 428673.628694369, 184781.716721879 428700.087080827, 184755.258335421 428721.253789994, 184731.445787608 428776.816401556, 184715.570755733 428800.628949369, 184704.98740115 428790.045594785))"
MIL_WAT_GWVERONT.fid-36cc8544_1861f90ef02_-54b8,33,Groenestraat 336,VOCL,Tetrachlooretheen (PER),"Contour door medewerker gemeente ingeschat, op basis van informatie rapport. Exacte grenzen verontreiniging niet bekend.","Aangetroffen op 20-60 m-mv, niet in diepte afgeperkt (zie kaartje bijlage 4 rapport 4438)",16-17 m-mv,Ja,-,3654 (NO 4) 4438 (SP 1),"POLYGON ((186209.056495285 427752.370684816, 186063.535369764 427781.47490992, 185952.410146639 427744.433168878, 185870.389148618 427670.349686795, 185835.993246222 427598.912043358, 185867.743309972 427522.182722628, 185968.285178514 427426.932531378, 186216.994011222 427270.828051274, 186373.098491326 427194.098730545, 186542.43216466 427175.577860024, 186587.411421639 427194.098730545, 186584.765582993 427239.077987524, 186560.953035181 427291.994760441, 186537.140487368 427336.97401742, 186529.20297143 427350.203210649, 186209.056495285 427752.370684816))"
MIL_WAT_GWVERONT.fid-36cc8544_1861f90ef02_-54b7,52,Nieuwe marktstraat/stieltjesstraat,Anorganische Verbindingen,"Minerale Olie, Cyanide","Contour door medewerker gemeente ingeschat, op basis van informatie rapport. Exacte grenzen verontreiniging niet bekend.",16-24 m-mv,"16-18,5 m-mv ",Ja,-,3627 (SO 4) 4358 (SP 2),"POLYGON ((187296.606401406 428844.788418333, 187204.002048802 428791.871645417, 187156.376953177 428688.683938229, 187151.085275885 428566.975360521, 187169.606146406 428471.725169271, 187206.647887448 428418.808396354, 187256.918821719 428424.100073646, 187344.231497031 428445.266782813, 187381.273238073 428482.308523854, 187426.252495052 428585.496231042, 187439.481688281 428728.371517917, 187423.606656406 428813.038354583, 187373.335722135 428852.725934271, 187296.606401406 428844.788418333))"
MIL_WAT_GWVERONT.fid-36cc8544_1861f90ef02_-54b6,52,Nieuwe marktstraat/stieltjesstraat,Anorganische Verbindingen,"Minerale Olie, Cyanide","Contour door medewerker gemeente ingeschat, op basis van informatie rapport. Exacte grenzen verontreiniging niet bekend.",16-24 m-mv,"16-18,5 m-mv ",Ja,-,3627 (SO 4) 4358 (SP 2),"POLYGON ((187156.376953177 428521.996103542, 187129.918566719 428521.996103542, 187119.335212135 428500.829394375, 187127.272728073 428474.371007917, 187148.43943724 428471.725169271, 187169.606146406 428487.600201146, 187182.835339635 428506.121071667, 187156.376953177 428521.996103542))"
MIL_WAT_GWVERONT.fid-36cc8544_1861f90ef02_-54b5,75,Voorstadlaan 15,BTEXN,"Benzeen, Ethylbenzeen, Tolueen, Xylenen (som), Minerale Olie",S-contour overgenomen uit rapport,6-11 m-mv,"6,2-6,7 m-mv",Ja,-,1920 (VO 1) 2258 (VO 2) 1881 (NO) 4522 (actualisatie bodemonderzoek voorstadslaan 13-15),"POLYGON ((187086.498693876 429003.91974308, 187078.640553098 429001.776613777, 187074.782920352 428996.918854023, 187073.639918057 428991.489593122, 187075.3544215 428984.774454639, 187079.354929532 428980.059570172, 187084.92706572 428977.773565582, 187089.784825474 428978.059316155, 187096.071338097 428980.059570172, 187101.500598998 428984.631579352, 187104.215229448 428989.489339105, 187104.643855309 428992.346844843, 187104.500980022 428995.775851728, 187101.357723711 428999.204858613, 187096.928589818 429001.919489064, 187090.070576048 429004.062618367, 187086.498693876 429003.91974308))"
MIL_WAT_GWVERONT.fid-36cc8544_1861f90ef02_-54b4,43,Marialaan 134,BTEXN,"Benzeen, Xylenen (som)",Contour overgenomen uit rapport,3-8 m-mv,"2,9 m-mv",Ja,-,2754 (VO 2) 2723 (SP 2) 2768 (AO),"POLYGON ((186239.741826786 428652.448250945, 186233.580197747 428653.316086021, 186232.58218741 428652.62181796, 186231.063476027 428649.75796221, 186231.454001811 428641.773879513, 186231.757744088 428640.428735145, 186236.834579281 428638.64967324, 186236.834579281 428637.434704133, 186237.485455588 428636.219735027, 186244.558311456 428633.225704016, 186247.248600191 428633.529446292, 186250.155847696 428635.785817489, 186250.89350751 428640.081601115, 186247.639125976 428646.937498214, 186239.741826786 428652.448250945))"
MIL_WAT_GWVERONT.fid-36cc8544_1861f90ef02_-54b3,43,Marialaan 134,BTEXN,"Benzeen, Xylenen (som)",Contour overgenomen uit rapport,3-8 m-mv,"2,9 m-mv",Ja,-,2754 (VO 2) 2723 (SP 2) 2768 (AO),"POLYGON ((186255.840167442 428640.211776376, 186254.495023075 428639.647683577, 186252.629177662 428637.998796933, 186251.067074525 428635.351899951, 186250.589765233 428632.314477186, 186250.936899264 428630.405240019, 186252.802744677 428629.016703898, 186255.362858151 428628.062085314, 186258.313497408 428628.105477068, 186259.528466515 428628.58278636, 186261.394311928 428629.450621436, 186263.216765587 428631.533425618, 186263.997817155 428633.572838046, 186264.561909954 428636.089559766, 186263.911033647 428637.998796933, 186261.958404727 428639.387333054, 186260.005775806 428639.994817607, 186255.840167442 428640.211776376))"
MIL_WAT_GWVERONT.fid-36cc8544_1861f90ef02_-54b2,92,Eerste oude heselaan 9,Metalen,Kwik,"Contour door medewerker gemeente ingeschat, op basis van beschikbare informatie. Exacte grenzen verontreiniging niet bekend.",,,Mogelijk,-,,"POLYGON ((186994.071388108 428579.176247417, 186970.258840296 428568.592892833, 186967.61300165 428542.134506375, 186972.904678941 428534.196990437, 186991.425549462 428536.842829083, 186996.717226754 428552.717860958, 187002.008904046 428563.301215542, 186996.717226754 428573.884570125, 186994.071388108 428579.176247417))"
MIL_WAT_GWVERONT.fid-36cc8544_1861f90ef02_-54b1,94,"Kwaliteitsbepaling diep grondwater. Groot aantal straten, contour beslaat heel gebied!",VOCL,Tetrachlooretheen (PER),"Contour door medewerker gemeente ingeschat, op basis van beschikbare informatie. Exacte grenzen verontreiniging niet bekend. Een vervolg op het nader onderzoek om verontreiniging in westdelijk richting af te perken wordt begin 2010 uitgevoerd.",,,Mogelijk,-,"Tauw: Nijmegen, aanvullend onderzoek CKW in diep grondwater. Onderdeel verontreinigingsituatie PER. Laatste resultaten van december 2009. In februari 2010 is er een rapportage hierover beschikbaar.","POLYGON ((188819.487968452 428637.303573222, 188761.300646816 428596.572448077, 188720.569521672 428525.292979074, 188700.203959099 428462.741608316, 188658.018150914 428385.643407149, 188583.829315829 428321.63735335, 188352.534712328 428208.172076161, 188071.780885438 428061.249089032, 187953.951559126 427950.693177925, 187953.951559126 427828.499802491, 188023.776345089 427732.490721793, 188160.516550932 427626.298859808, 188332.169149756 427579.7490025, 188550.371605888 427579.7490025, 188736.571035121 427672.848717116, 188925.679830436 427763.039065651, 189051.783330393 427810.575393029, 189200.614925163 427918.690151026, 189274.033776643 427971.971550425, 189329.596388206 428106.909321363, 189321.658872268 428263.013801467, 189252.867067477 428371.493185946, 189144.387682997 428487.910086363, 189038.554137164 428569.931084383, 188940.226660845 428630.030158018, 188889.312754414 428638.758256263, 188819.487968452 428637.303573222))"
MIL_WAT_GWVERONT.fid-36cc8544_1861f90ef02_-54b0,95,Winselingseweg 12-14,Natronloog,Natronloog,"Hele perceel verdacht, contour beslaat hele perceel. Exacte grenzen verontreiniging niet bekend.",,,Mogelijk,-,3683 (NUO),"POLYGON ((186137.119597701 429952.780881226, 186059.005268199 430002.843103448, 186012.827183908 430011.906091954, 185970.101666667 429922.139348659, 185966.649099617 429893.655670498, 186070.226111111 429845.319731801, 186160.855996169 429814.246628352, 186229.475766283 429793.531226054, 186251.054310345 429838.846168582, 186255.370019157 429867.761417624, 186191.497528736 429913.939501916, 186137.119597701 429952.780881226))"
MIL_WAT_GWVERONT.fid-36cc8544_1861f90ef02_-54af,96,"Brabantse Poort, Zwanenveld 80. Zwanenveld 80e straat, winkelcentrum",VOCL,Tetrachlooretheen (PER),"Contour door medewerker gemeente ingeschat, op basis van beschikbare informatie. Exacte grenzen verontreiniging niet bekend.",,,Mogelijk,-,,"POLYGON ((183195.073598594 426283.620934271, 183078.656698177 426325.954352604, 182991.344022865 426331.246029896, 182959.593959115 426294.204288854, 182956.948120469 426265.10006375, 182980.760668281 426220.120806771, 183033.677441198 426183.079065729, 183086.594214115 426153.974840625, 183160.677696198 426124.870615521, 183205.656953177 426119.578938229, 183263.865403385 426135.453970104, 183300.907144427 426161.912356562, 183300.907144427 426193.662420312, 183250.636210156 426246.579193229, 183195.073598594 426283.620934271))"
MIL_WAT_GWVERONT.fid-36cc8544_1861f90ef02_-54ae,97,Weurtseweg 460,Minerale Olie,Minerale Olie,Contour overgenomen uit rapport,,,Ja,-,4528 (Onderzoek i.k.v. herbestemming en herinrichting) 2874 (evaluatie sanering 2),"POLYGON ((185578.054882066 429925.38375, 185571.403243711 429920.949324429, 185568.077424533 429916.514898859, 185568.077424533 429909.863260503, 185569.186030925 429906.537441326, 185571.403243711 429904.32022854, 185573.620456496 429902.103015755, 185582.489307637 429902.103015755, 185585.815126814 429904.32022854, 185590.249552385 429905.428834933, 185590.249552385 429912.080473289, 185590.249552385 429915.406292466, 185590.249552385 429922.057930822, 185578.054882066 429925.38375))"
MIL_WAT_GWVERONT.fid-36cc8544_1861f90ef02_-54ad,97,Weurtseweg 460,Minerale Olie,Minerale Olie,Contour overgenomen uit rapport,,,Ja,-,4528 (Onderzoek i.k.v. herbestemming en herinrichting) 2874 (evaluatie sanering 2),"POLYGON ((185558.099966999 429842.238270554, 185551.448328644 429838.912451377, 185547.013903073 429832.260813021, 185547.013903073 429827.826387451, 185545.905296681 429823.39196188, 185549.231115858 429818.95753631, 185551.448328644 429816.740323525, 185556.991360607 429816.740323525, 185565.860211747 429821.174749095, 185568.077424533 429826.717781058, 185568.077424533 429838.912451377, 185558.099966999 429842.238270554))"
MIL_WAT_GWVERONT.fid-36cc8544_1861f90ef02_-54ac,97,Weurtseweg 460,Minerale Olie,Minerale Olie,Contour overgenomen uit rapport,,,Ja,-,4528 (Onderzoek i.k.v. herbestemming en herinrichting) 2874 (evaluatie sanering 2),"POLYGON ((185490.895436888 430345.797482345, 185472.850817323 430356.050107098, 185463.828507541 430360.971366979, 185459.31735265 430359.741052009, 185457.266827699 430355.640002107, 185457.67693269 430351.949057196, 185481.873127106 430334.314542622, 185491.305541878 430326.52254781, 185501.968271621 430322.421497909, 185506.889531502 430324.061917869, 185510.170371423 430326.52254781, 185511.400686393 430331.443807691, 185508.529951462 430333.904437632, 185490.895436888 430345.797482345))"
MIL_WAT_GWVERONT.fid-36cc8544_1861f90ef02_-54ab,97,Weurtseweg 460,Minerale Olie,Minerale Olie,Contour overgenomen uit rapport,,,Ja,-,4528 (Onderzoek i.k.v. herbestemming en herinrichting) 2874 (evaluatie sanering 2),"POLYGON ((185773.282415927 430216.023842175, 185721.06943609 430238.518762342, 185707.86140957 430239.757014828, 185677.936974486 430242.64627063, 185673.396715369 430241.201642729, 185652.965549346 430207.7688256, 185647.599788572 430195.386300738, 185651.933672274 430183.21015129, 185665.141698794 430171.034001842, 185682.064482773 430159.064227808, 185694.034256807 430155.143094935, 185807.953485542 430134.299178083, 185816.414877531 430139.252188028, 185819.923259576 430156.381347421, 185797.221963994 430194.148048252, 185781.331057087 430211.483583059, 185773.282415927 430216.023842175))"
MIL_WAT_GWVERONT.fid-36cc8544_1861f90ef02_-54aa,98,Tunnelstraat/Eerste oude Heselaan,Minerale Olie,Minerale Olie,"Contour door medewerker gemeente ingeschat, op basis van beschikbare informatie. Exacte grenzen verontreiniging niet bekend.",,,Mogelijk,-,,"POLYGON ((186857.590509556 428352.83724427, 186854.018627384 428363.552890786, 186850.446745212 428368.315400348, 186843.302980868 428365.934145567, 186842.112353478 428359.981008614, 186842.112353478 428354.027871661, 186842.112353478 428348.074734708, 186839.731098696 428339.740342973, 186839.731098696 428336.168460801, 186844.493608259 428330.215323848, 186851.637372603 428329.024696458, 186854.018627384 428338.549715583, 186858.781136946 428348.074734708, 186857.590509556 428352.83724427))"
MIL_WAT_GWVERONT.fid-36cc8544_1861f90ef02_-54a9,98,Tunnelstraat/Eerste oude Heselaan,Minerale Olie,Minerale Olie,"Contour door medewerker gemeente ingeschat, op basis van beschikbare informatie. Exacte grenzen verontreiniging niet bekend.",,,Mogelijk,-,,"POLYGON ((186919.503133868 428317.118422551, 186911.168742134 428323.071559504, 186905.215605181 428321.880932114, 186904.02497779 428315.927795161, 186900.453095618 428309.974658208, 186898.071840837 428305.212148645, 186900.453095618 428299.259011692, 186907.596859962 428298.068384301, 186915.931251696 428295.68712952, 186920.693761259 428298.068384301, 186925.456270821 428307.593403426, 186926.646898212 428312.355912989, 186923.07501604 428314.73716777, 186919.503133868 428317.118422551))"
MIL_WAT_GWVERONT.fid-36cc8544_1861f90ef02_-54a8,100,Nieuwe Dukenburgseweg 20,VOCL,"Fluoride, VOCL",Contour overgenomen uit rapport,3-8 m-mv,2-4 m-mv,Ja,-,2996 (NO 3),"POLYGON ((184376.310447648 426018.807025827, 184362.340419598 426025.792039852, 184351.862898561 426024.627870848, 184346.04205354 426016.478687819, 184333.236194494 425992.031138732, 184328.579518477 425959.434406615, 184334.400363498 425953.613561594, 184361.176250594 425957.106068607, 184378.638785656 425972.240265661, 184384.459630677 425985.046124707, 184386.787968686 426003.672828773, 184384.459630677 426011.822011803, 184376.310447648 426018.807025827))"
MIL_WAT_GWVERONT.fid-36cc8544_1861f90ef02_-54a7,24,Gerstweg 02,VOCL,"Trichlooretheen, cis-1,2-Dichlooretheen, Tetrachlooretheen (PER)","Contour door medewerker gemeente ingeschat, op basis van informatie rapport. Exacte grenzen verontreiniging niet bekend.",Cis: 3-63 m-mv Tri: 3-53 m-mv ,5 m-mv,Ja,-,833 (NO 2) 4333 (OO2),"POLYGON ((184620.785938523 426330.804318944, 184581.204192381 426321.490966911, 184560.249150306 426304.028431848, 184543.950784248 426264.446685707, 184538.129939227 426200.417390477, 184595.174220431 426100.298856119, 184690.636078773 426003.672828773, 184761.650388027 425980.38944869, 184815.202162219 425981.553617694, 184896.693992511 426014.150349811, 184931.619062636 426032.777053877, 184861.768922386 426044.418743919, 184800.067965165 426064.20961699, 184755.829543006 426093.313842094, 184703.441937819 426135.223926244, 184659.203515661 426188.775700436, 184624.278445536 426251.640826661, 184604.487572465 426281.909220769, 184604.487572465 426313.341783882, 184620.785938523 426330.804318944))"
MIL_WAT_GWVERONT.fid-36cc8544_1861f90ef02_-54a6,100,Nieuwe Dukenburgseweg 20,VOCL,"Fluoride, VOCL",Contour overgenomen uit rapport,3-8 m-mv,2-4 m-mv,Ja,-,2996 (NO 3),"POLYGON ((184578.875854373 425870.957562298, 184571.890840348 425865.136717278, 184563.741657319 425855.823365244, 184560.249150306 425848.838351219, 184555.59247429 425843.017506198, 184554.428305286 425837.196661177, 184554.428305286 425825.554971136, 184555.59247429 425816.241619102, 184563.741657319 425816.241619102, 184611.47258649 425853.495027236, 184625.44261454 425862.808379269, 184627.770952548 425873.285900307, 184623.114276531 425877.942576323, 184614.965093502 425882.59925234, 184588.189206406 425875.614238315, 184578.875854373 425870.957562298))"
MIL_WAT_GWVERONT.fid-36cc8544_1861f90ef02_-54a5,19,"Dr Jan Berendsstraat 24, De Ruyterstraat",VOCL,Tetrachlooretheen (PER),"Contour door medewerker gemeente ingeschat, op basis van informatie rapport. Exacte grenzen verontreiniging niet bekend.",20-30 m-mv,20-22 m-mv,Ja,-,2562 (OO1) 3862 (NO 1) 799 (VO 1) 197 (OO1) 1996 (NO 3),"POLYGON ((187152.539498567 428128.219058658, 187199.033417587 428106.673096186, 187236.455352408 428063.58117124, 187273.877287229 428001.211279871, 187327.175194399 427922.965416154, 187387.277089718 427859.461526761, 187383.875095643 427926.367410229, 187362.872474965 427973.500092983, 187344.869203696 428018.508271157, 187309.392169135 428074.106608902, 187288.623503939 428108.066866444, 187253.264323412 428137.647566324, 187224.670892572 428151.414773765, 187197.899419562 428153.167015206, 187167.28147289 428145.229029031, 187152.539498567 428128.219058658))"
MIL_WAT_GWVERONT.fid-36cc8544_1861f90ef02_-54a4,19,"Dr Jan Berendsstraat 24, De Ruyterstraat",VOCL,Tetrachlooretheen (PER),"Contour door medewerker gemeente ingeschat, op basis van informatie rapport. Exacte grenzen verontreiniging niet bekend.",20-30 m-mv,20-22 m-mv,Ja,-,2562 (OO1) 3862 (NO 1) 799 (VO 1) 197 (OO1) 1996 (NO 3),"POLYGON ((187497.637777499 427657.882037858, 187538.461706395 427657.882037858, 187565.677658992 427674.211609416, 187574.749643191 427729.550713031, 187583.82162739 427794.868999264, 187585.63602423 427856.558491817, 187582.91442897 427901.918412813, 187578.378436871 427910.083198592, 187541.183301655 427912.804793852, 187494.91618224 427903.732809652, 187479.493809101 427894.660825453, 187471.329023322 427862.001682337, 187451.370658084 427796.683396104, 187447.741864404 427789.425808744, 187484.936999621 427747.694681429, 187507.616960118 427716.849935152, 187516.688944317 427702.334760433, 187506.709761698 427672.397212576, 187497.637777499 427657.882037858))"
MIL_WAT_GWVERONT.fid-36cc8544_1861f90ef02_-54a3,48,Mercuriusstraat 07,VOCL,"Trichlooretheen, cis-1,2-Dichlooretheen",S-contour gedeeltelijk overgenomen en gedeeltelijk door medewerker gemeente ingeschat op basis van informatie rapport,4-22 m-mv,"4,1-4,25 m-mv",Ja,-,2225 (NO 1) 437 (VO 1) 4057 (VO 2) 2373 (VO 2) 436 (VO 1) 3198 (overig 2),"POLYGON ((185679.178010868 429284.668654731, 185721.52230033 429246.927005428, 185799.767183032 429232.198556919, 185889.058402115 429222.993276601, 185996.760181834 429229.436972824, 186053.832919805 429265.337566064, 186123.793050221 429330.69505632, 186158.773115429 429427.350499658, 186138.521498729 429529.529111186, 186092.49509714 429560.827064267, 185999.521765929 429585.681321125, 185807.131407286 429616.058746174, 185686.542235122 429606.853465857, 185592.64837588 429565.429704426, 185563.191478862 429516.641718741, 185577.919927371 429448.522644389, 185679.178010868 429284.668654731))"
MIL_WAT_GWVERONT.fid-36cc8544_1861f90ef02_-54a2,62,Pastoor van Laakstraat 92,VOCL,"Vinylchloride, Trichlooretheen, cis-1,2-Dichlooretheen, trans-1,2-Dichlooretheen, 1,2-Dichlooretheen (cis en trans)","Contour door medewerker gemeente ingeschat, op basis van informatie rapport. Exacte grenzen verontreiniging niet bekend.",3-120 m-mv,3 m-mv,Ja,-,4197 (gefaseerd deel SP PvLs 92 te Lent),"POLYGON ((187323.598719426 432108.044032968, 187250.917531825 432131.909497553, 187172.812375 432131.909497553, 187135.929384277 432109.128826812, 187092.537630485 432058.143516107, 187063.248196676 431993.05588542, 187054.569845917 431912.781140905, 187077.350516658 431799.962581047, 187114.233507381 431657.854587379, 187171.727581155 431546.120821366, 187257.426294893 431466.930870696, 187347.464184011 431397.504064629, 187422.314959302 431344.349166234, 187484.148208455 431316.14452627, 187563.338159125 431296.618237064, 187623.001820588 431300.957412443, 187663.139192845 431317.229320115, 187701.106977413 431359.536280061, 187733.650792757 431408.352003077, 187756.431463497 431490.796335281, 187762.940226566 431562.392729037, 187755.346669653 431607.954070519, 187734.735586602 431676.296082741, 187697.852595879 431753.316445721, 187642.528109794 431828.167221011, 187600.221149847 431898.678820923, 187530.794343781 431972.444802369, 187460.282743869 432032.108463832, 187323.598719426 432108.044032968))"
MIL_WAT_GWVERONT.fid-36cc8544_1861f90ef02_-54a1,99,Ambachtsweg 02,Minerale Olie,Minerale Olie,Contour overgenomen uit rapport,Tot 4 m-mv,,Mogelijk,-,Rapport Arcadis,"POLYGON ((185016.138912229 428450.39130572, 185006.671991124 428453.17569428, 184996.648192308 428449.834428008, 184993.306926036 428442.595017751, 184992.750048323 428433.684974359, 184994.977559172 428428.673074951, 185001.660091716 428426.445564103, 185015.582034517 428423.661175542, 185027.833344181 428430.343708087, 185033.402121302 428437.583118343, 185030.617732742 428444.265650888, 185024.492077909 428446.493161736, 185016.138912229 428450.39130572))"
MIL_WAT_GWVERONT.fid-36cc8544_1861f90ef02_-54a0,99,Ambachtsweg 02,Minerale Olie,Minerale Olie,Contour overgenomen uit rapport,Tot 4 m-mv,,Mogelijk,-,Rapport Arcadis,"POLYGON ((184845.734332347 428472.666414201, 184834.596778107 428473.223291913, 184829.028000986 428473.223291913, 184824.57297929 428469.325147929, 184824.57297929 428463.199493097, 184825.129857002 428459.858226824, 184825.129857002 428457.073838264, 184827.35736785 428454.846327416, 184830.698634122 428452.061938856, 184832.92614497 428452.061938856, 184840.722432939 428451.505061144, 184847.961843195 428452.618816568, 184854.64437574 428459.301349112, 184852.416864892 428468.768270217, 184845.734332347 428472.666414201))"
