FID,ZAAKNUMMER,STATUS,LAT,LON,BEGINDATUM,EINDDATUM,DATASETNAAM,CATEGORIE,AANTAL_STEMMEN,DESCRIPTION,MEDIA1,MEDIA2,MEDIA3,GEOM
MELDINGEN_OPENBARE_RUIMTE.fid-214b96d3_1861f3a11df_-328e,0014ESUITE443712023,open,53.2111,6.5778,2023-01-31 19:16:04.899951,null,Melding Openbare Ruimte,Afval; Grofvuil,1,hbis+7E5BY+IXkTq/5ZZjUNIzR73Lr5JEL3rcNChMmqh6Yzah8Ion50bX8nLXG2p7dudNpx4/YQ4LG9SAU/ldeePz3zDg4xNcrZcRishGsmfBeyxiDQaguD93ATDjT3jSO/04FWRb5m/iys5p89DiRftA4KgwvtQ6qIZ7a3MX4xhl+SuCfqNSilNuphoBxoVJ148TRwCmQRECyANXBbEvgmlxlPfv4VUB5biI3ddNdT8tiSqWs8eGvg9ZAoCmxaCuGo6GINrvp1Z6j5H+5f5TWoQocCcKTvKZXC2YK/J5zyTFr8RIiDuh81PkwCqvUeiJiehiXGK+6YOWZaBOXfLqwhQDjEiZCM0Og74pNxe65c+0fL3uqavf9iM9VAaMabn,63d95ae4e90aa304769b236f,null,null,POINT (234536.655 581152.259)
MELDINGEN_OPENBARE_RUIMTE.fid-214b96d3_1861f3a11df_-328d,0014ESUITE443692023,open,53.1906,6.5795,2023-01-31 19:15:07.144057,null,Openbare Verlichting,Openbare verlichting; Lamp brandt niet,1,QalTBE4Llj3sBCW6Jto7eQ==,null,null,null,POINT (234694.262 578874.44)
MELDINGEN_OPENBARE_RUIMTE.fid-214b96d3_1861f3a11df_-328c,0014ESUITE443662023,open,53.1901,6.5782,2023-01-31 19:13:50.948882,null,Openbare Verlichting,Openbare verlichting; Lamp brandt niet,1,U7lgbc8vEMyU07xNUpY7vA==,null,null,null,POINT (234607.101 578822.266)
MELDINGEN_OPENBARE_RUIMTE.fid-214b96d3_1861f3a11df_-328b,0014ESUITE443642023,open,53.2108,6.5761,2023-01-31 19:13:33.380096,null,Melding Openbare Ruimte,Wegen; Kapot / verzakt / opgedrukt,1,JBmbxfIjmVh1u9+EFSimIE1gu6ttKW0tVkhttydtoHNFK7yrI313kKJysXTkTSGoWAiGs0yYS4k3Lsgr3rieQd33AONPvNKt6EPwueYEmpiywauvmVwZFbdCFkysg21LMoU1Nf3RvwFH2BXzI9h1xrlrgCTEwDXf0SfX/jiu0AmV6ZDJK3Bm4dQNuV7AOdu91FJ0ikI8dCCFQ6pECRhqfUArhp6ArmBytuuBqmMBzv+LD8ARwCu4VC5FT9mbhaVoCjfsmkS22O1LSvuyF0nBQ2TX0o4IsAB7WnvQYdQBTOrCsElzvJfey1H7ohkY57M2VkoVdqjkvGtl7CYmPW7Udbb5QnSPBwGDPbRHnAwgpToTXVVDHAHIuG8LOcIDsGNeAc6jUlci1RoDVrdIADTCwgk99eu2EqpbpxtQc6GCyo4dTrubigNf/Hk4pkcfoRBS7c1YlfVyZs8YLsppBzwgqynxH3mNhDwTnCmRFJGsbwplGzLmbibc3JpDrBoeGcEivTAoZLtBiKIAUd9GFODpdy0pFfTxJ0Rc7zfKGJSlXeQ=,63d95a4ce90aa304769b2367,63d95a4ce90aa304769b2363,63d95a4de90aa304769b236b,POINT (234429.808 581118.429)
MELDINGEN_OPENBARE_RUIMTE.fid-214b96d3_1861f3a11df_-328a,0014ESUITE443622023,open,53.191,6.5793,2023-01-31 19:13:14.455285,null,Openbare Verlichting,Openbare verlichting; Lamp brandt niet,1,5q9MreVXX+YBxfyBBhEuZ6R22/K9WyPvn0LQefSs66TzzbAUbRuqOPeNfRtb9p87,null,null,null,POINT (234675.234 578918.327)
MELDINGEN_OPENBARE_RUIMTE.fid-214b96d3_1861f3a11df_-3289,0014ESUITE443532023,closed,53.1931,6.5768,2023-01-31 19:01:41.168704,2023-02-01 21:11:01.224,Melding Openbare Ruimte,Afval; Grijs huisvuil container,1,dmvo6fE8My85zhgI+RIAmd1vm05Bb7j3/BoMTmAOLlR6HiMZVFgAtQZltpj1Rlu+A5sMA1xd8cDmi8WCClzJhjsmYPI+7Frv/E/0mvsea5nVlPPwuLUjXryAj+/+Pnha0eHieLz7/Ympx43ExBujPGnIkjGLGWAFv0+i44rn3H9R1MJHha8C0rurOP48lE5yXpZgz6B/SykX8yZEwKA/FaRNdAJPLAjUMYG2NZmqxmNTXNDWgPC+c8NMJyhULF7GQzoVHbtZ8/GqBoff9fOomKVQoJp0Eqczx0EfWT6MbqNQXuyxlPWe9I29VQco/vD32JqidnjoyhRpSz6ZCfhGmg2bFnfh5pqvpHofpG1IncnCMibXFxsFTsOW1nEw0LjF0EoQvDSiG08wbScAIHlswfDvD9V9xpF8eIHhNrVGsNckF4zNPnIW6+R3wmA9CLATmWN6CyFCDzNIEnwaOlUI70RfthRKdBq6aGUhXAVzTS6/UK39I7rWh++u9VfeY4wfbzBW/8XmsLe607jiJbgmrAog/gxQtZuaQAvyrHSLbZ4NHMTslEafSgyqPirWPBYd,null,null,null,POINT (234504.336 579151.209)
MELDINGEN_OPENBARE_RUIMTE.fid-214b96d3_1861f3a11df_-3288,0014ESUITE443412023,open,53.2309,6.5531,2023-01-31 18:40:29.183373,null,Melding Openbare Ruimte,Groen; Onkruid,1,nODakjZj0KD7DivjJnlTjC2TfmugJCJjCgQ3jKJUdTyaa6JXi7qeIVYVnKhMxAidIkPZ+5qNACKQxrvlEhw+Nv+NjMcP96EjSUWHlrVXTjjeU4p6YjuTEP/4RF0rpYex5cWZxhhlm7bN6yGdbcS74WsCGgKJOwIFVjwsHxagDPoYTQ6CqWp8xAh0ay1H9uX+VulALMoCkKFVr14eARbOkWRzlxo67dgINyQC/WKqs/ggYBKlFXYE11wYRGe4jd42kSX3EZIxOn5xfEsc9Ed0BSgV5UDRVRVZb3PikofpHiWC2ykz9xz29jZHZDVcImfDeWlrrfBXT2SWhYqkxqyGDqVusZ6V5ISOu7P4qYVb7oY4lYQhPRGny24mHCDqKIF7,63d9528ce90aa304769b235e,null,null,POINT (232851.632 583328.251)
MELDINGEN_OPENBARE_RUIMTE.fid-214b96d3_1861f3a11df_-3287,0014ESUITE443372023,open,53.2309,6.5531,2023-01-31 18:35:15.555349,null,Melding Openbare Ruimte,Vervuiling openbare ruimte; Fiets,1,Fudu/nx6ZNsWDHJZ1lRjUb41WxPe1vuCHchASDlUJIE4ktoat6gXp6x9a289zogj6d674SNK42Xczv7JMClPYJ62YHwwSGu8Uc4nXWCRfdPOOEVbzi6NwYM5Om7IkA2o,63d95153e90aa304769b2355,null,null,POINT (232852.152 583331.223)
MELDINGEN_OPENBARE_RUIMTE.fid-214b96d3_1861f3a11df_-3286,0014ESUITE462022023,closed,53.2016,6.5741,2023-02-01 16:50:55.491518,2023-02-02 21:10:42.712,Melding Openbare Ruimte,Afval; Grijs huisvuil container,1,+E873u09B+/R1H0XogGnwzuv4gZfpNEtif103fm0uyIDpIh5ERlual+N2eWC0XaAnl2VYep4hNgd2VmoVDtPI6SG85OBtso2Q8AkZeMkC+pCBXEDvLqbDTkOe/hU4Xrg3JWB8yQ5HKhRQ4Z+7TV1WwHThAneQ841TtKijCG4jgd6EhFt7S2/qBpDstQw+JIl,null,null,null,POINT (234310.935 580091.547)
MELDINGEN_OPENBARE_RUIMTE.fid-214b96d3_1861f3a11df_-3285,0014ESUITE461682023,open,53.2304,6.5864,2023-02-01 16:37:24.885097,null,Melding Openbare Ruimte,Containers; Storing,1,wFyMjdjMYlSXgw3UytdmDOp39Zck723muB6g5fG/VpE=,null,null,null,POINT (235080.247 583307.571)
MELDINGEN_OPENBARE_RUIMTE.fid-214b96d3_1861f3a11df_-3284,0014ESUITE461592023,closed,53.2384,6.6137,2023-02-01 16:35:43.262658,2023-02-02 21:10:41.853,Melding Openbare Ruimte,Afval; Grofvuil,1,2NzNPniQza0wc/Ia1mV0Gg==,63da86cee90aa304769b26b9,null,null,POINT (236886.352 584234.547)
MELDINGEN_OPENBARE_RUIMTE.fid-214b96d3_1861f3a11df_-3283,0014ESUITE460962023,open,53.2207,6.59,2023-02-01 16:14:07.191996,null,Melding Openbare Ruimte,Water & Riolering; Water op straat,1,gQdyn96lmvn22Sk6P3AuL4g48JfPLw50wUD8NY13HDT339cu9cPFA49uTfiPfF8Q,63da81bee90aa304769b2690,null,null,POINT (235339.934 582232.184)
MELDINGEN_OPENBARE_RUIMTE.fid-214b96d3_1861f3a11df_-3282,0014ESUITE460732023,closed,53.2344,6.6264,2023-02-01 16:07:17.407055,2023-02-02 21:10:40.659,Melding Openbare Ruimte,Afval; Prullenbak,1,3ls+FPkU4zPI0Mw7J38lo4xKxuxp9l/+bNunhshOQ8TWpL7zr1sp+I8ZH5VXm61dfnqevbJtvAWnruD2QMx6kYW6j6BRUtEHJmF0Wm7hiZ0=,63da8024e90aa304769b2689,null,null,POINT (237738.933 583799.453)
MELDINGEN_OPENBARE_RUIMTE.fid-214b96d3_1861f3a11df_-3281,0014ESUITE460642023,closed,53.1837,6.6117,2023-02-01 16:04:42.859954,2023-02-02 21:10:40.163,Melding Openbare Ruimte,Bomen; Boom kapot / scheef / gevaarlijk,2,jUE6eE+POmeiSSq6sw15oi7sVVv9R8geOHZzOHTXy1I1VlgOy5Yan0sX09X9e4PheBakwmtx+MP9nUIvAf3F6cq7iw8BSVs3lhIrAfzp5HP4bwKG1pYrootcCP7ViSrT,null,null,null,POINT (236854.141 578144.672)
MELDINGEN_OPENBARE_RUIMTE.fid-214b96d3_1861f3a11df_-3280,0014ESUITE460622023,open,53.2213,6.593,2023-02-01 16:04:21.351329,null,Melding Openbare Ruimte,Afval; Grofvuil,1,/c03fxZOJL40UnY8FzttYXedFkqi1xjqsFHBvxky/eMOeE+t1XS9PpoKng9IPHGmPAmH/uU81EyfvnzJhqIzjWtspB4znlzkR+tDOVNUTsGfC6UuddQnxDeIYskFykS03FnBRGtUEiyreJRtbamnh/gppfHFCN9xdZLVoYbnUqfG8+C9VyQGGuaJswfYFvLte5sCtkenqbxg00+kdJUyjtRb8IdiDck/1ziMLnC1J5OZqEuJoCRweifIdDW/9DVSnmlfc5awXvx/7bGnSIRo42dIwr/6YODG4iuAMTr3Vn6w4MhLk6kReJXvx18+Nb1tL6oo2XivGie7Alb8Edkkm89SXJvtgSuC8z3ihoUh6cqzK0CLQJdaTsOMAjx3v+YvJMBzbYqiEkCS7LpqJ4irW3Q7UzYyqjKeIAaeCf5gQXc=,null,null,null,POINT (235534.05 582304.261)
MELDINGEN_OPENBARE_RUIMTE.fid-214b96d3_1861f3a11df_-327f,0014ESUITE460542023,open,53.2224,6.6488,2023-02-01 16:02:30.307837,null,Melding Openbare Ruimte,Openbare verlichting; Overig,1,4cmXdiW5QYx+Y6lBq6/H2lav0jLtkjK6w7DSidsQvD7yupYd4vCxOrjtV8RorPt1My9J6ojCSNbuGmlrmAwSmfpTAD79p+JcyWMNc9idRuA9WEp7Hlw8DTZSsWuhQNpD,null,null,null,POINT (239262.244 582487.708)
MELDINGEN_OPENBARE_RUIMTE.fid-214b96d3_1861f3a11df_-327e,0014ESUITE460402023,closed,53.2239,6.6475,2023-02-01 16:00:00.141008,2023-02-02 21:10:39.003,Melding Openbare Ruimte,Verkeer; Aanvraag nieuwe verkeersituatie,1,AnGdjfLpCevCXkL3pT+TiuAv4GD7OSl7KgIMiowMI2wg4c5lapPtvXPVvYK0hRzIC1hNu4D69kykfleS7HKn2nwtW95DVjba5cn4ZCRvHhGxr0ziOiHAnh3JaZ31I5hYg1NkYvTl7wbkpnnTJXsA7XZGwjEj2F8jswkNrL0SP78uiEz8vQPLQlMDkP1oZ4zgYcWJL/PzEnFQcMD+gg5lx6qIicc4ep68QKGmsN5+1JY=,null,null,null,POINT (239170.247 582662.273)
MELDINGEN_OPENBARE_RUIMTE.fid-214b96d3_1861f3a11df_-327d,0014ESUITE460292023,open,53.2294,6.5667,2023-02-01 15:52:54.034809,null,Melding Openbare Ruimte,Bushokje; Bank,1,EI3jQrcUoCYeaDjUZvgGFPhqW0J5W4qGCUCzA32VZjzEPnXW5M5e9cEzKXwa33GQ7ePVv4FmWCYjlBNMePGpqwFg/iha8UXdpXH07YZAAAJBuzdVmNH9YhX4ZjEoSA+eaQDFJUVFaAFpzq1kcAGrPHdfDBGJqnepHxOvHK1KLvKL53VIPABQhKhLDfWNzOazGPOEBVVhrtqjFBPiFKTJh3P38Ov0+UQxmckchYpVSv0=,null,null,null,POINT (233762.65 583181.203)
MELDINGEN_OPENBARE_RUIMTE.fid-214b96d3_1861f3a11df_-327c,0014ESUITE460242023,closed,53.2018,6.5745,2023-02-01 15:50:59.203973,2023-02-02 21:10:38.217,Melding Openbare Ruimte,Afval; Grijs huisvuil container,1,iaAlBTOSygJJ8nH/efFyq00bWJtOCEAPxMmyzKHRWaYjN3q1rwJjTf0o3yaaWhbYDn8OI7TsN7/8t6O6w+/yT2yTpHOwp/siyMuwUq/pLSVhfpsbfJ/flk94eO0SXXIa9Wp5TwW6OMCmOtEiGx9NaMxbH+eXYFIZ/bqXuqbTWd1WDtWU/NoUkjN5RWfZZ6ry92VpWK3vNTa9mxR47hFigLDwqJ2Z6cHx8LOE8hitFCc=,null,null,null,POINT (234335.584 580116.664)
MELDINGEN_OPENBARE_RUIMTE.fid-214b96d3_1861f3a11df_-327b,0014ESUITE459652023,closed,53.2117,6.5582,2023-02-01 15:30:40.03763,2023-02-02 21:10:37.727,Containers - Huisvuil,Containers; Zak(ken) naast de container,1,bpN/2CeSJ6VFYtxjRqloh5bTqAII7FVKfkjTROW6sc0=,null,null,null,POINT (233227.211 581200.488)
MELDINGEN_OPENBARE_RUIMTE.fid-214b96d3_1861f3a11df_-327a,0014ESUITE459442023,closed,53.2277,6.5414,2023-02-01 15:21:36.386632,2023-02-02 21:10:37.245,Melding Openbare Ruimte,Vervuiling openbare ruimte; Zwerfvuil,1,b/eS7bQDQrFxboPa90Z0R3ImZNqxuBX3pMvFcXPNuJ299UF0xCgpmt1XH3rfySEh,63da756fe90aa304769b264f,63da756fe90aa304769b2655,null,POINT (232080.791 582959.378)
MELDINGEN_OPENBARE_RUIMTE.fid-214b96d3_1861f3a11df_-3279,0014ESUITE459392023,closed,53.2431,6.5916,2023-02-01 15:19:14.88135,2023-02-02 21:10:36.752,Melding Openbare Ruimte,Bomen; Boom kapot / scheef / gevaarlijk,1,SCs7efD+JJqO/LWQwI0BB9gXSpalIy7P/ve+XQ7NcENpVf+482LRhgnJ92A4OPXoG0YIkDXnq0EzA4BPHKBhvlaF+Fl5wceormBhDjayjuVkgNd1J4qVLSbLgJI6i6Fphx/IkSlAiz54vwH9nwquLHkpMXIr5hBYA27Z9Kyd1jALugyGOnNdVOMyg9MWZB8xYAJB6qtMDlr63ojocCl7gA==,null,null,null,POINT (235400.105 584729.012)
MELDINGEN_OPENBARE_RUIMTE.fid-214b96d3_1861f3a11df_-3278,0014ESUITE459352023,open,53.2397,6.5969,2023-02-01 15:17:31.794427,null,Openbare Verlichting,Openbare verlichting; Scheve lantaarnpaal,1,2NzNPniQza0wc/Ia1mV0Gg==,null,null,null,POINT (235759.023 584361.675)
MELDINGEN_OPENBARE_RUIMTE.fid-214b96d3_1861f3a11df_-3277,0014ESUITE459032023,closed,53.2258,6.5864,2023-02-01 15:05:56.228962,2023-02-01 21:11:38.523,Containers - Huisvuil,Containers; Zak(ken) naast de container,1,DmGAYqvZsLkRxl3nC205dPwANwqhEMrJliNmoc9lmaCS83h9TnHmLOCdWdppPb2l6IcTOatnKeiYZGI4MZnBLG0OMQiXWwAKEBmQmxtfFIE=,null,null,null,POINT (235086.259 582798.311)
MELDINGEN_OPENBARE_RUIMTE.fid-214b96d3_1861f3a11df_-3276,0014ESUITE458882023,open,53.2249,6.5655,2023-02-01 14:59:34.113061,null,Melding Openbare Ruimte,Afval; Grijs huisvuil container,1,19hKq8ae0048/r2wEnIcPMFbxPa9mqJnZvtDjdjg8DPGg6j4ys1IPKU80zBAtdDbKcngxEl0qoUkYlDfxxUioO5svrXoTL5ZFeeE9rPJ0Jv6rVUzRStQn8/NCD0ybb+vWM1LHsBdq1Vwob/OZVQ345uTBb8/BIFgujszMDmGsmU=,null,null,null,POINT (233696.181 582674.605)
MELDINGEN_OPENBARE_RUIMTE.fid-214b96d3_1861f3a11df_-3275,0014ESUITE458042023,closed,53.2046,6.5662,2023-02-01 14:31:41.676291,2023-02-02 21:10:35.625,Melding Openbare Ruimte,Vervuiling openbare ruimte; Winkelwagentjes,1,6PZjpvTiQtplx2wyWy61rp00a0HXjusCKaO0BpgPrlNq0LD+gj4E17UcWfwVIy86XOtjau3U0eH7e3ajGPad1+ec1w28M1ORmmp8CB1ihwBG1D5z2yfsKlSfOOMzMHW/t3Pl7n4b0o0Py2xIygVNhQXZOdCJ0nXBWjWcmxNRbvXyNgrt64IyGQ6LcWtndykwn5cIj9SmoFleIYhoLv4iwflSMgI3lQoFJe8512mSGMw=,63da69bce90aa304769b2624,null,null,POINT (233774.243 580414.215)
MELDINGEN_OPENBARE_RUIMTE.fid-214b96d3_1861f3a11df_-3274,0014ESUITE457842023,open,53.2412,6.6013,2023-02-01 14:24:49.867058,null,Openbare Verlichting,Openbare verlichting; Scheve lantaarnpaal,1,zTah8lGiaYul7/YVMGCTrQ==,null,null,null,POINT (236055.243 584526.164)
MELDINGEN_OPENBARE_RUIMTE.fid-214b96d3_1861f3a11df_-3273,0014ESUITE457642023,open,53.1984,6.574,2023-02-01 14:21:34.156096,null,Melding Openbare Ruimte,Bomen; Boom geeft overlast,1,JoGGBtP9DXT4eMAYPyNpyWdiObcPy8DdEAGc6XlSh4ce9x1xg7HeYJBfiKcQg3lr1U5WzGAEBaIN6riBj26CL88P/iiqoNLjqbb1eFwJD/cwQJ4BIsuLZfpOb92JW0/L2dCB/H0iTotQz/FTzcSPAg==,null,null,null,POINT (234312.245 579740.388)
MELDINGEN_OPENBARE_RUIMTE.fid-214b96d3_1861f3a11df_-3272,0014ESUITE457572023,open,53.2547,6.5949,2023-02-01 14:19:23.975429,null,Melding Openbare Ruimte,Groen; Snoeien,1,aQ/d9A9uQuXU69JXSTVXNHR0a824LHn32Nz4rhrbY5zci7xShX65cWU9sf5IeMV+zULjxe1yQqW7yl0GvhL98DoBywc9RXrzJSD/BAKDLh+IYA0hndqLN7Tkxe6s3kRksgSHR4FWuI4RgD00oZzraUWkZkRCEJ2DiJ2KOWEtu950NwkZJj9JDzW2N04hfndx+06mALio13WMd6kot8p84TBx5LRBUPLmcmqUguzw2nsGIa9bz2wiq7S/TOyZmtJi,null,null,null,POINT (235600.258 586024.029)
MELDINGEN_OPENBARE_RUIMTE.fid-214b96d3_1861f3a11df_-3271,0014ESUITE457522023,open,53.2143,6.5663,2023-02-01 14:18:13.046062,null,Melding Openbare Ruimte,Vervuiling openbare ruimte; Fiets,1,T4rJrQK3fCn+KskaFDHPdsT28U45x94T2IpssRwuiKHpazrQo/AHf5dLXBWzAZlQ20FmBTwAQOBOZCdxPIOPhJHnkNrqsen6lyg7EIj/NyaejmUVDPEBF/Cws1bdcMEw3LRUY7x0KQpeimw56h7XKe8Gdu1fSPGgtmgiAR7oZlphVZGq4vvpYB5H7AVhX2I+,63da6694e90aa304769b2611,null,null,POINT (233764.3 581498.873)
MELDINGEN_OPENBARE_RUIMTE.fid-214b96d3_1861f3a11df_-3270,0014ESUITE457492023,open,53.231,6.6136,2023-02-01 14:18:00.192957,null,Melding Openbare Ruimte,Bomen; Boom kapot / scheef / gevaarlijk,1,y6E/nhIj4a4JafZAxFK+QDKOTwyqTjcDTDGA58PbpWFdrYGvvBq8WQznxS0hAO5MXgTYmRyWScNu9i69sUcdDJOsnOoWRIyFhqiv2Mw4eVRLHNwDKeMWd9mNf9PZXIbyKq4PMSAaGJkFm/i9STQiU/tY3XfkVXWO/tWO9zcNbp/QTGxbcO1H+S490Qg1GMTE,null,null,null,POINT (236893.543 583410.017)
MELDINGEN_OPENBARE_RUIMTE.fid-214b96d3_1861f3a11df_-326f,0014ESUITE457322023,open,53.2358,6.5654,2023-02-01 14:14:46.000178,null,Melding Openbare Ruimte,Verkeer; Gevaarlijke kruispunten en situaties,1,dMiup9EziKJxJmavZxfamQuxyLwi80omW/KFgnDvEHWus/vtbC7Q19UhMbE7CzKV/nQbr7xnQz+AUlU9arKkcjyGPAYiULJoYOOgUlQ4VhIgdE29YuISgjbCT4YfKxPZuAgcJlMe033vEipG7HhK0zsRh5QjVBzGY3P6ZCA6t+o1AfVWUcyr3blrYgyXQXXUnYoSXdX2YTZGIxOW7XPN8vYobLZC4nG/k7RoKKU/D0tYWiy20zyRCfqYBw2FaKyDLIKIA/WUasjv3Ni7D321Lhy7fE/FwirC4eZ7Frog+CWXh9TQDOIqVh8BeeK2S4xnQ0gvmRL24DVXwQqbBQw+uuFMpFuJ9oXbevJQltg9lwgPVKlXCZMRTPFG2NagiXXPgFHEf4qewfh9itxKpE+gZik4UU5Y2VKiLMxqJR4KqbXIpO6a2LVbceuGtMuF4ug6ZER9l2A/iKba0v4LaNjxH5YwCtjTG0UfWL/bfkIeuKybsYlWy+JXlmjk8y5doFgKmtKKu06x8ChpIoK4rFbivzZAUKpFIZA3EiBYU9ryrruPDWalYNeZ4cYehD0SJLdZzP4MPuGFJ4RINaSJYTgQmLkQ0FYDfPFV6/HIto60tWfXhAJZZW8OAg4yZ1v6bexj1OoA8CDg5rfPSajYesYzug==,null,null,null,POINT (233667.797 583893.62)
MELDINGEN_OPENBARE_RUIMTE.fid-214b96d3_1861f3a11df_-326e,0014ESUITE457192023,closed,53.2434,6.6118,2023-02-01 14:09:01.807062,2023-02-01 21:11:35.83,Openbare Verlichting,Openbare verlichting; Lamp brandt niet,1,eVdU7sgfO7uR20HW12EYCrsAZp1Tl+jI4l5p+s7j8ui4TkJlL55VlQjYOyTYOQb941MWCcA7atD9TUv0JM89TA==,null,null,null,POINT (236747.254 584785.618)
MELDINGEN_OPENBARE_RUIMTE.fid-214b96d3_1861f3a11df_-326d,0014ESUITE456922023,open,53.2482,6.5962,2023-02-01 13:59:36.66444,null,Melding Openbare Ruimte,Water & Riolering; Vijvers en sloten,1,JsUijdUByA3e97Aov6qAsNJw/md3Z9VDM54G1sPsLBm6Wu0LcpfAipdgOCPxDS/I10C2IUrnsl4bkS/v/cxfUznMVCu+WaJleHnApCX6epTBpIqt7CARURzULpqKyYSb+FKMg6ptCt6rZFNznTDHpAJLxY56L2iAf4Dcg1/+CUsybeOgK8sFL6IVC4Ofz0lPFW4M4Viy4Zl9Qtq1jzrXCQZGMekmrFjNpZXDjgfRwJGecaXSnRylvhC8e6E/5st9bs53c++CudlxTpPaRvzQ6NT3BdRy6Z6R2DHBDE6+5lda3M73xftOvFijDSzE//5spSfnxHaGq/7UxjhDCdfNZhfIBT3kYNvPM5b3BH6kGxXwCMCtb15+PBbzWqCXJS/GbKKoxlSapr8GEIh03ISVKA==,null,null,null,POINT (235701.259 585304.642)
MELDINGEN_OPENBARE_RUIMTE.fid-214b96d3_1861f3a11df_-326c,0014ESUITE456362023,open,53.2942,6.7354,2023-02-01 13:49:05.027318,null,Openbare Verlichting,Openbare verlichting; Scheve lantaarnpaal,1,bqAFFeoEUCEE3SyaNWHWnL9yB2D3fvywRPpVOSkvOz4=,null,null,null,POINT (244894.367 590582.081)
MELDINGEN_OPENBARE_RUIMTE.fid-214b96d3_1861f3a11df_-326b,0014ESUITE456222023,open,53.1909,6.5737,2023-02-01 13:46:16.741917,null,Melding Openbare Ruimte,Verkeer; Verkeersbord kapot/verdwenen,1,+cr/VfFn4+IIO/mQGe8cxdhWObuPZYFwJsUhZ7dobig=,63da5f18e90aa304769b25f2,null,null,POINT (234305.669 578899.172)
MELDINGEN_OPENBARE_RUIMTE.fid-214b96d3_1861f3a11df_-326a,0014ESUITE455962023,open,53.1992,6.5837,2023-02-01 13:39:06.27662,null,Melding Openbare Ruimte,Wegen; Kapot / verzakt / opgedrukt,1,iujX14exkohmWC8c3CaPjwJk+IFFSCq6kUqJNb/ls3tGvschtnO1IUxLARwz6AFGP1/fqOrDdEYtCcXLJJkmMYKVp/CwcKesBKVxRNa0KavY3M0+eJDNrTBz8hrWZXQa,null,null,null,POINT (234955.185 579839.904)
MELDINGEN_OPENBARE_RUIMTE.fid-214b96d3_1861f3a11df_-3269,0014ESUITE455712023,open,53.2153,6.5667,2023-02-01 13:32:15.12248,null,Containers - Huisvuil,Containers; Zak(ken) naast de container,1,WA/knWk7oWL5kXT5Ojh1smlnbYjFlywgvszLTgYT2+ziANncw/ISqyjdDkJ/kvdECLMJIYqXzv8iTCdxxXEc6wIugYJEue1Wad2CVY9NJh8=,null,null,null,POINT (233789.078 581613.705)
MELDINGEN_OPENBARE_RUIMTE.fid-214b96d3_1861f3a11df_-3268,0014ESUITE455612023,closed,53.1916,6.566,2023-02-01 13:30:09.122256,2023-02-01 21:11:33.928,Melding Openbare Ruimte,Bomen; Boom kapot / scheef / gevaarlijk,1,2ZKKUIxRgRp5wLQvMxckCBEZ7K+HDIBmb6mMe2/r0ifFnMzox2ftkHMVgf2kPOWW6AU3mGbcaLAOOEPK3Appz8lBM13sDcvFhcyG4nbTmRRFlekwbOV4cvKunZ90KvAV,63da5b50e90aa304769b25d9,null,null,POINT (233785.977 578969.675)
MELDINGEN_OPENBARE_RUIMTE.fid-214b96d3_1861f3a11df_-3267,0014ESUITE455592023,closed,53.2466,6.5895,2023-02-01 13:30:03.920963,2023-02-01 21:11:33.394,Melding Openbare Ruimte,Afval; Zak(ken) naast de container,1,63zIQuAgMvb/vSR8rMl8E0nLo6M4VBnpzaikLWRBp9ImQgBlkUTfAc8uNOSkBuDhtxlvfBfT3x9D4OflH2RqIDk7QQ1E/fxRnEdAe8pngGiX0eEeN47I9UAaiDI4Y/Mz,null,null,null,POINT (235257.233 585118.953)
MELDINGEN_OPENBARE_RUIMTE.fid-214b96d3_1861f3a11df_-3266,0014ESUITE455212023,open,53.2192,6.5659,2023-02-01 13:15:59.687873,null,Melding Openbare Ruimte,Wegen; Kapot / verzakt / opgedrukt,2,ZCPSZhul4PqPN4Wq5G6EkJoX2qEK9HVulSfdXStOApUAr9D4qJE0V/r6HEar2CIJ6+OxSrDHxfc9It3528yOAXBxoflibJ5tD1/Nme4uwm7KSNEVY/gUHqvHp0RdFa3fILWJgRyJRrlBtY9YC60dPoujeOQ2fHTaQ/oCjuQrOjxWoQ2/o62As7zP1BJstab3,null,null,null,POINT (233732.049 582046.296)
MELDINGEN_OPENBARE_RUIMTE.fid-214b96d3_1861f3a11df_-3265,0014ESUITE455052023,closed,53.1669,6.6111,2023-02-01 13:13:20.4017,2023-02-01 21:11:32.187,Openbare Verlichting,Openbare verlichting; Meer dan 3 lampen branden niet in de straat,1,2NzNPniQza0wc/Ia1mV0Gg==,null,null,null,POINT (236846.119 576275.436)
MELDINGEN_OPENBARE_RUIMTE.fid-214b96d3_1861f3a11df_-3264,0014ESUITE455032023,closed,53.1665,6.6108,2023-02-01 13:13:00.384763,2023-02-01 21:11:31.71,Openbare Verlichting,Openbare verlichting; Meer dan 3 lampen branden niet in de straat,1,2NzNPniQza0wc/Ia1mV0Gg==,null,null,null,POINT (236827.983 576224.816)
MELDINGEN_OPENBARE_RUIMTE.fid-214b96d3_1861f3a11df_-3263,0014ESUITE455012023,closed,53.1663,6.6105,2023-02-01 13:12:36.156363,2023-02-01 21:11:31.231,Openbare Verlichting,Openbare verlichting; Lamp brandt niet,1,2NzNPniQza0wc/Ia1mV0Gg==,null,null,null,POINT (236812.016 576207.849)
