FID,materiaal,categorie,type,aanlegjaar,geometrie
O10002_Rioolkaart_put_OD.1218,PVC/gietijzer,kolk,Trottoirkolk,1971,MULTIPOINT ((172186.404 509273.508))
O10002_Rioolkaart_put_OD.1219,beton/gietijzer,kolk,Trottoirkolk,2017,MULTIPOINT ((172138.589 509212.666))
O10002_Rioolkaart_put_OD.1220,PVC/gietijzer,kolk,Trottoirkolk,1994,MULTIPOINT ((172113.187 509229.943))
O10002_Rioolkaart_put_OD.1221,beton/gietijzer,kolk,Trottoirkolk,1964,MULTIPOINT ((172344.963 509097.422))
O10002_Rioolkaart_put_OD.1222,beton/gietijzer,kolk,Trottoirkolk,1967,MULTIPOINT ((172363.949 509049.38))
O10002_Rioolkaart_put_OD.1223,PVC/gietijzer,kolk,Straatkolk,1994,MULTIPOINT ((172399.13 509030.647))
O10002_Rioolkaart_put_OD.1224,beton/gietijzer,kolk,Trottoirkolk,1967,MULTIPOINT ((172350.879 509041.02))
O10002_Rioolkaart_put_OD.1225,beton/gietijzer,kolk,Straatkolk,2022,MULTIPOINT ((172157.514 509195.636))
O10002_Rioolkaart_put_OD.1226,PVC/gietijzer,kolk,Straatkolk,1998,MULTIPOINT ((172014.291 508246.131))
O10002_Rioolkaart_put_OD.1227,PVC/gietijzer,kolk,Straatkolk,1998,MULTIPOINT ((172021.169 508233.445))
O10002_Rioolkaart_put_OD.1228,PVC/gietijzer,kolk,Straatkolk,1998,MULTIPOINT ((172051.824 508251.603))
O10002_Rioolkaart_put_OD.1229,PVC/gietijzer,kolk,Straatkolk,1996,MULTIPOINT ((172015.068 508441.599))
O10002_Rioolkaart_put_OD.1230,beton/gietijzer,kolk,Straatkolk,2022,MULTIPOINT ((172137.399 508647.072))
O10002_Rioolkaart_put_OD.1231,PVC/gietijzer,kolk,Straatkolk,1998,MULTIPOINT ((172023.995 508193.511))
O10002_Rioolkaart_put_OD.1232,PVC/gietijzer,kolk,Trottoirkolk,1998,MULTIPOINT ((172002.071 508142.427))
O10002_Rioolkaart_put_OD.1233,PVC/gietijzer,kolk,Trottoirkolk,1998,MULTIPOINT ((171985.475 508159.651))
O10002_Rioolkaart_put_OD.1234,PVC/gietijzer,kolk,Trottoirkolk,1998,MULTIPOINT ((171936.879 508186.446))
O10002_Rioolkaart_put_OD.1235,beton/gietijzer,kolk,Straatkolk,2006,MULTIPOINT ((173140.821 509542.214))
O10002_Rioolkaart_put_OD.1236,beton/gietijzer,kolk,Straatkolk,1966,MULTIPOINT ((172983.921 509614.581))
O10002_Rioolkaart_put_OD.1237,beton/gietijzer,kolk,Straatkolk,1966,MULTIPOINT ((172841.434 509625.575))
O10002_Rioolkaart_put_OD.1238,beton/gietijzer,kolk,Straatkolk,1966,MULTIPOINT ((172785.699 509657.62))
O10002_Rioolkaart_put_OD.1239,beton/gietijzer,kolk,Straatkolk,1966,MULTIPOINT ((172945.003 509554.7))
O10002_Rioolkaart_put_OD.1240,beton/gietijzer,kolk,Straatkolk,2006,MULTIPOINT ((173079.582 509467.259))
O10002_Rioolkaart_put_OD.1241,beton/gietijzer,kolk,Straatkolk,1966,MULTIPOINT ((172930.619 509408.77))
O10002_Rioolkaart_put_OD.1242,beton/gietijzer,kolk,Straatkolk,1966,MULTIPOINT ((172919.431 509515.342))
O10002_Rioolkaart_put_OD.1243,beton/gietijzer,kolk,Straatkolk,1966,MULTIPOINT ((172932.214 509534.999))
O10002_Rioolkaart_put_OD.1244,beton/gietijzer,kolk,Straatkolk,1987,MULTIPOINT ((172162.889 509527.72))
O10002_Rioolkaart_put_OD.1245,PVC/gietijzer,kolk,Trottoirkolk,1976,MULTIPOINT ((172144.079 509503.43))
O10002_Rioolkaart_put_OD.1246,PVC/gietijzer,kolk,Straatkolk,1991,MULTIPOINT ((172057.269 509561.05))
O10002_Rioolkaart_put_OD.1247,beton/gietijzer,kolk,Straatkolk,1992,MULTIPOINT ((176751.259 502730.41))
O10002_Rioolkaart_put_OD.1248,beton/gietijzer,kolk,Straatkolk,1992,MULTIPOINT ((176719.069 502743.74))
O10002_Rioolkaart_put_OD.1249,beton/gietijzer,kolk,Straatkolk,1992,MULTIPOINT ((176875.539 503141.39))
O10002_Rioolkaart_put_OD.1250,beton/gietijzer,kolk,Straatkolk,1992,MULTIPOINT ((176808.679 503139.25))
O10002_Rioolkaart_put_OD.1251,beton/gietijzer,kolk,Straatkolk,1991,MULTIPOINT ((176811.609 503055.57))
O10002_Rioolkaart_put_OD.1252,beton/gietijzer,kolk,Straatkolk,1991,MULTIPOINT ((176856.009 502998.27))
O10002_Rioolkaart_put_OD.1253,beton/gietijzer,kolk,Straatkolk,2020,MULTIPOINT ((176860.269 502996.49))
O10002_Rioolkaart_put_OD.1254,beton/gietijzer,kolk,Straatkolk,1991,MULTIPOINT ((176745.709 503097.49))
O10002_Rioolkaart_put_OD.1255,beton/gietijzer,kolk,Straatkolk,1991,MULTIPOINT ((176734.499 503049.89))
O10002_Rioolkaart_put_OD.1256,beton/gietijzer,kolk,Straatkolk,1991,MULTIPOINT ((176779.739 502990.56))
O10002_Rioolkaart_put_OD.1257,beton/gietijzer,kolk,Straatkolk,1992,MULTIPOINT ((176861.859 502925.28))
O10002_Rioolkaart_put_OD.1258,beton/gietijzer,kolk,Straatkolk,1992,MULTIPOINT ((176847.829 502889.98))
O10002_Rioolkaart_put_OD.1259,beton/gietijzer,kolk,Straatkolk,1992,MULTIPOINT ((176838.999 502866.62))
O10002_Rioolkaart_put_OD.1260,beton/gietijzer,kolk,Trottoirkolk,1980,MULTIPOINT ((176803.656 502814.374))
O10002_Rioolkaart_put_OD.1261,beton/gietijzer,kolk,Trottoirkolk,1980,MULTIPOINT ((176866.579 502763.38))
O10002_Rioolkaart_put_OD.1262,beton/gietijzer,kolk,Straatkolk,1992,MULTIPOINT ((176778.539 502899.77))
O10002_Rioolkaart_put_OD.1263,beton/gietijzer,kolk,Straatkolk,1992,MULTIPOINT ((176735.889 502954.45))
O10002_Rioolkaart_put_OD.1264,beton/gietijzer,kolk,Straatkolk,1992,MULTIPOINT ((176709.249 502901.91))
O10002_Rioolkaart_put_OD.1265,beton/gietijzer,kolk,Straatkolk,1992,MULTIPOINT ((176776.859 502879.65))
O10002_Rioolkaart_put_OD.1266,beton/gietijzer,kolk,Trottoirkolk,1980,MULTIPOINT ((176733.469 502866.51))
O10002_Rioolkaart_put_OD.1267,beton/gietijzer,kolk,Trottoirkolk,1980,MULTIPOINT ((176669.089 502886.19))
O10002_Rioolkaart_put_OD.1268,PVC/gietijzer,kolk,Trottoirkolk,1992,MULTIPOINT ((176649.669 502864.67))
O10002_Rioolkaart_put_OD.1269,PVC/gietijzer,kolk,Trottoirkolk,1992,MULTIPOINT ((176644.359 502867))
O10002_Rioolkaart_put_OD.1270,beton/gietijzer,kolk,Trottoirkolk,1980,MULTIPOINT ((176778.819 502847.7))
O10002_Rioolkaart_put_OD.1271,beton/gietijzer,kolk,Straatkolk,1992,MULTIPOINT ((176728.249 502810.07))
O10002_Rioolkaart_put_OD.1272,beton/gietijzer,kolk,Straatkolk,1992,MULTIPOINT ((176725.599 502774.34))
O10002_Rioolkaart_put_OD.1273,beton/gietijzer,kolk,Straatkolk,1992,MULTIPOINT ((176709.829 502812.76))
O10002_Rioolkaart_put_OD.1274,beton/gietijzer,kolk,Straatkolk,1992,MULTIPOINT ((176662.539 502837.3))
O10002_Rioolkaart_put_OD.1275,beton/gietijzer,kolk,Straatkolk,1992,MULTIPOINT ((176678.489 502830.68))
O10002_Rioolkaart_put_OD.1276,beton/gietijzer,kolk,Straatkolk,1992,MULTIPOINT ((176695.669 502823.58))
O10002_Rioolkaart_put_OD.1277,beton/gietijzer,kolk,Straatkolk,1992,MULTIPOINT ((176645.799 502839.26))
O10002_Rioolkaart_put_OD.1278,beton/gietijzer,kolk,Trottoirkolk,1969,MULTIPOINT ((172056.685 509120.321))
O10002_Rioolkaart_put_OD.1279,beton/gietijzer,kolk,Trottoirkolk,1969,MULTIPOINT ((172053.797 509124.553))
O10002_Rioolkaart_put_OD.1280,PE/gietijzer,kolk,Trottoirkolk,1969,MULTIPOINT ((172099.354 509065.436))
O10002_Rioolkaart_put_OD.1281,beton/gietijzer,kolk,Trottoirkolk,1969,MULTIPOINT ((172092.116 509083.511))
O10002_Rioolkaart_put_OD.1282,PVC/gietijzer,kolk,Trottoirkolk,1998,MULTIPOINT ((172158.756 508042.968))
O10002_Rioolkaart_put_OD.1283,PVC/gietijzer,kolk,Trottoirkolk,1998,MULTIPOINT ((172102.404 508074.833))
O10002_Rioolkaart_put_OD.1284,PVC/gietijzer,kolk,Trottoirkolk,1974,MULTIPOINT ((171888.067 509318.111))
O10002_Rioolkaart_put_OD.1285,PVC/gietijzer,kolk,Trottoirkolk,1974,MULTIPOINT ((171896.146 509316.324))
O10002_Rioolkaart_put_OD.1286,PE/gietijzer,kolk,Trottoirkolk,1969,MULTIPOINT ((171893.389 509357.671))
O10002_Rioolkaart_put_OD.1287,PVC/gietijzer,kolk,Trottoirkolk,1983,MULTIPOINT ((171872.629 509277.88))
O10002_Rioolkaart_put_OD.1288,PVC/gietijzer,kolk,Trottoirkolk,1992,MULTIPOINT ((171865.411 509380.17))
O10002_Rioolkaart_put_OD.1289,PVC/gietijzer,kolk,Straatkolk,1969,MULTIPOINT ((171820.129 509319.66))
O10002_Rioolkaart_put_OD.1290,PVC/gietijzer,kolk,Straatkolk,1983,MULTIPOINT ((171865.479 509263.03))
O10002_Rioolkaart_put_OD.1291,PVC/gietijzer,kolk,Straatkolk,1983,MULTIPOINT ((171848.969 509246.75))
O10002_Rioolkaart_put_OD.1292,PVC/gietijzer,kolk,Straatkolk,1983,MULTIPOINT ((171827.639 509243.06))
O10002_Rioolkaart_put_OD.1293,beton/gietijzer,kolk,Trottoirkolk,2019,MULTIPOINT ((171749.111 509211.123))
O10002_Rioolkaart_put_OD.1294,beton/gietijzer,kolk,Trottoirkolk,1966,MULTIPOINT ((172013.41 509129.047))
O10002_Rioolkaart_put_OD.1295,beton/gietijzer,kolk,Trottoirkolk,1965,MULTIPOINT ((171906.418 509125.519))
O10002_Rioolkaart_put_OD.1296,beton/gietijzer,kolk,Trottoirkolk,1965,MULTIPOINT ((172012.409 509052.692))
O10002_Rioolkaart_put_OD.1297,beton/gietijzer,kolk,Straatkolk,1965,MULTIPOINT ((171876.675 509076.146))
O10002_Rioolkaart_put_OD.1298,beton/gietijzer,kolk,Straatkolk,1965,MULTIPOINT ((171883.638 509065.947))
O10002_Rioolkaart_put_OD.1299,beton/gietijzer,kolk,Straatkolk,1964,MULTIPOINT ((171933.103 509011.375))
O10002_Rioolkaart_put_OD.1300,beton/gietijzer,kolk,Straatkolk,1964,MULTIPOINT ((171916.035 509027.021))
O10002_Rioolkaart_put_OD.1301,beton/gietijzer,kolk,Trottoirkolk,1978,MULTIPOINT ((171782.058 509203.047))
O10002_Rioolkaart_put_OD.1302,beton/gietijzer,kolk,Trottoirkolk,1978,MULTIPOINT ((171787.287 509179.622))
O10002_Rioolkaart_put_OD.1303,beton/gietijzer,kolk,Trottoirkolk,1978,MULTIPOINT ((171755.966 509159.621))
O10002_Rioolkaart_put_OD.1304,beton/gietijzer,kolk,Trottoirkolk,1978,MULTIPOINT ((171771.046 509176.558))
O10002_Rioolkaart_put_OD.1305,beton/gietijzer,kolk,Trottoirkolk,1969,MULTIPOINT ((171756.365 509111.523))
O10002_Rioolkaart_put_OD.1306,beton/gietijzer,kolk,Trottoirkolk,1969,MULTIPOINT ((171791.189 509139.757))
O10002_Rioolkaart_put_OD.1307,beton/gietijzer,kolk,Trottoirkolk,1969,MULTIPOINT ((171736.511 509098.914))
O10002_Rioolkaart_put_OD.1308,beton/gietijzer,kolk,Trottoirkolk,1965,MULTIPOINT ((171868.927 509087.956))
O10002_Rioolkaart_put_OD.1309,beton/gietijzer,kolk,Trottoirkolk,1965,MULTIPOINT ((171840.941 509041.088))
O10002_Rioolkaart_put_OD.1310,beton/gietijzer,kolk,Trottoirkolk,1978,MULTIPOINT ((171687.698 509189.159))
O10002_Rioolkaart_put_OD.1311,beton/gietijzer,kolk,Trottoirkolk,2019,MULTIPOINT ((171649.868 509166.617))
O10002_Rioolkaart_put_OD.1312,beton/gietijzer,kolk,Trottoirkolk,1969,MULTIPOINT ((171960.336 508990.941))
O10002_Rioolkaart_put_OD.1313,beton/gietijzer,kolk,Straatkolk,1965,MULTIPOINT ((171955.463 508941.965))
O10002_Rioolkaart_put_OD.1314,beton/gietijzer,kolk,Trottoirkolk,1969,MULTIPOINT ((172035.648 508894.144))
O10002_Rioolkaart_put_OD.1315,beton/gietijzer,kolk,Trottoirkolk,2017,MULTIPOINT ((172121.179 509496.03))
O10002_Rioolkaart_put_OD.1316,PVC/gietijzer,kolk,Trottoirkolk,1976,MULTIPOINT ((172082.619 509464.45))
O10002_Rioolkaart_put_OD.1317,PVC/gietijzer,kolk,Straatkolk,1991,MULTIPOINT ((171986.329 509655.41))
O10002_Rioolkaart_put_OD.1318,PVC/gietijzer,kolk,Straatkolk,1991,MULTIPOINT ((172047.519 509639.67))
O10002_Rioolkaart_put_OD.1319,PVC/gietijzer,kolk,Straatkolk,1991,MULTIPOINT ((171965.519 509645.26))
O10002_Rioolkaart_put_OD.1320,PVC/gietijzer,kolk,Straatkolk,1991,MULTIPOINT ((171994.069 509567.79))
O10002_Rioolkaart_put_OD.1321,PVC/gietijzer,kolk,Trottoirkolk,1991,MULTIPOINT ((171982.829 509492.45))
O10002_Rioolkaart_put_OD.1322,PVC/gietijzer,kolk,Trottoirkolk,1991,MULTIPOINT ((171996.729 509505.21))
O10002_Rioolkaart_put_OD.1323,PVC/gietijzer,kolk,Straatkolk,1991,MULTIPOINT ((171950.389 509490.36))
O10002_Rioolkaart_put_OD.1324,PVC/gietijzer,kolk,Trottoirkolk,1969,MULTIPOINT ((171879.41 509410.315))
O10002_Rioolkaart_put_OD.1325,PVC/gietijzer,kolk,Trottoirkolk,1974,MULTIPOINT ((171876.587 509401.961))
O10002_Rioolkaart_put_OD.1326,PVC/gietijzer,kolk,Straatkolk,1991,MULTIPOINT ((171866.129 509563.84))
O10002_Rioolkaart_put_OD.1327,PVC/gietijzer,kolk,Trottoirkolk,2018,MULTIPOINT ((172544.329 508625.216))
O10002_Rioolkaart_put_OD.1328,PVC/gietijzer,kolk,Trottoirkolk,1974,MULTIPOINT ((172492.179 508636.792))
O10002_Rioolkaart_put_OD.1329,PVC/gietijzer,kolk,Trottoirkolk,1974,MULTIPOINT ((172500.111 508647.311))
O10002_Rioolkaart_put_OD.1330,PVC/gietijzer,kolk,Trottoirkolk,1976,MULTIPOINT ((172410.915 508640.978))
O10002_Rioolkaart_put_OD.1331,PVC/gietijzer,kolk,Trottoirkolk,1994,MULTIPOINT ((172331.753 508946.325))
O10002_Rioolkaart_put_OD.1332,PVC/gietijzer,kolk,Trottoirkolk,1994,MULTIPOINT ((172330.415 508928.58))
O10002_Rioolkaart_put_OD.1333,PVC/gietijzer,kolk,Trottoirkolk,1994,MULTIPOINT ((172315.259 508961.5))
O10002_Rioolkaart_put_OD.1334,beton/gietijzer,kolk,Trottoirkolk,1967,MULTIPOINT ((172272.908 508975.246))
O10002_Rioolkaart_put_OD.1335,PVC/gietijzer,kolk,Trottoirkolk,1994,MULTIPOINT ((172261.545 508867.161))
O10002_Rioolkaart_put_OD.1336,onbekend,kolk,Trottoirkolk,1969,MULTIPOINT ((172171.202 508911.101))
O10002_Rioolkaart_put_OD.1337,PVC/gietijzer,kolk,Straatkolk,1967,MULTIPOINT ((172191.429 508900.95))
O10002_Rioolkaart_put_OD.1338,PVC/gietijzer,kolk,Trottoirkolk,1969,MULTIPOINT ((172182.608 508882.59))
O10002_Rioolkaart_put_OD.1339,beton/gietijzer,kolk,Trottoirkolk,onbekend,MULTIPOINT ((172174.607 508883.459))
O10002_Rioolkaart_put_OD.1340,PVC/gietijzer,kolk,Straatkolk,1969,MULTIPOINT ((172147.794 508813.77))
O10002_Rioolkaart_put_OD.1341,PVC/gietijzer,kolk,Trottoirkolk,1969,MULTIPOINT ((172173.755 508806.78))
O10002_Rioolkaart_put_OD.1342,beton/gietijzer,kolk,Straatkolk,1967,MULTIPOINT ((172046.698 508854.779))
O10002_Rioolkaart_put_OD.1343,PVC/gietijzer,kolk,Straatkolk,1977,MULTIPOINT ((172369.897 508775.456))
O10002_Rioolkaart_put_OD.1344,PVC/gietijzer,kolk,Straatkolk,1977,MULTIPOINT ((172396.899 508800.246))
O10002_Rioolkaart_put_OD.1345,beton/gietijzer,kolk,Trottoirkolk,1969,MULTIPOINT ((172230.019 508765.58))
O10002_Rioolkaart_put_OD.1346,PVC/gietijzer,kolk,Trottoirkolk,1969,MULTIPOINT ((172330.85 508687.906))
O10002_Rioolkaart_put_OD.1347,PVC/gietijzer,kolk,Straatkolk,onbekend,MULTIPOINT ((172306.589 508677.028))
O10002_Rioolkaart_put_OD.1348,beton/gietijzer,kolk,Trottoirkolk,1969,MULTIPOINT ((172150.956 508792.21))
O10002_Rioolkaart_put_OD.1349,PVC/gietijzer,kolk,Trottoirkolk,1992,MULTIPOINT ((176764.189 502980.72))
O10002_Rioolkaart_put_OD.1350,PVC/gietijzer,kolk,Straatkolk,1996,MULTIPOINT ((172135.057 508451.791))
O10002_Rioolkaart_put_OD.1351,PVC/gietijzer,kolk,Straatkolk,1995,MULTIPOINT ((172353.068 508369.262))
O10002_Rioolkaart_put_OD.1352,PVC/gietijzer,kolk,Straatkolk,1995,MULTIPOINT ((172350.659 508365.347))
O10002_Rioolkaart_put_OD.1353,PVC/gietijzer,kolk,Straatkolk,1995,MULTIPOINT ((172253.986 508396.918))
O10002_Rioolkaart_put_OD.1354,PVC/gietijzer,kolk,Straatkolk,1994,MULTIPOINT ((172425.921 509111.744))
O10002_Rioolkaart_put_OD.1355,PVC/gietijzer,kolk,Trottoirkolk,1982,MULTIPOINT ((172531.309 509039.78))
O10002_Rioolkaart_put_OD.1356,PVC/gietijzer,kolk,Trottoirkolk,1982,MULTIPOINT ((172552.999 509018.03))
O10002_Rioolkaart_put_OD.1357,PVC/gietijzer,kolk,Straatkolk,1994,MULTIPOINT ((172458.769 509086.11))
O10002_Rioolkaart_put_OD.1358,PVC/gietijzer,kolk,Trottoirkolk,1981,MULTIPOINT ((172484.159 509080.44))
O10002_Rioolkaart_put_OD.1359,PVC/gietijzer,kolk,Straatkolk,1994,MULTIPOINT ((172436.891 509100.784))
O10002_Rioolkaart_put_OD.1360,PVC/gietijzer,kolk,Straatkolk,2005,MULTIPOINT ((172370.338 509268.781))
O10002_Rioolkaart_put_OD.1361,PVC/gietijzer,kolk,Straatkolk,1969,MULTIPOINT ((172014.543 508880.668))
O10002_Rioolkaart_put_OD.1362,beton/gietijzer,kolk,Trottoirkolk,1965,MULTIPOINT ((171862.122 508983.637))
O10002_Rioolkaart_put_OD.1363,PVC/gietijzer,kolk,Trottoirkolk,2007,MULTIPOINT ((171841.69 508877.234))
O10002_Rioolkaart_put_OD.1364,beton/gietijzer,kolk,Trottoirkolk,2015,MULTIPOINT ((172027.862 508763.154))
O10002_Rioolkaart_put_OD.1365,PVC/gietijzer,kolk,Straatkolk,1996,MULTIPOINT ((171990.826 508660.243))
O10002_Rioolkaart_put_OD.1366,beton/gietijzer,kolk,Straatkolk,2017,MULTIPOINT ((171987.787 508625.228))
O10002_Rioolkaart_put_OD.1367,PVC/gietijzer,kolk,Straatkolk,1996,MULTIPOINT ((171973.502 508616.104))
O10002_Rioolkaart_put_OD.1368,PVC/gietijzer,kolk,Straatkolk,1996,MULTIPOINT ((171976.135 508611.798))
O10002_Rioolkaart_put_OD.1369,PVC/gietijzer,kolk,Trottoirkolk,2007,MULTIPOINT ((171869.453 508894.839))
O10002_Rioolkaart_put_OD.1370,PVC/gietijzer,kolk,Trottoirkolk,2007,MULTIPOINT ((171792.871 508846.314))
O10002_Rioolkaart_put_OD.1371,PVC/gietijzer,kolk,Straatkolk,1967,MULTIPOINT ((172019.376 508797.197))
O10002_Rioolkaart_put_OD.1372,PVC/gietijzer,kolk,Trottoirkolk,1969,MULTIPOINT ((172017.416 508779.523))
O10002_Rioolkaart_put_OD.1373,PVC/gietijzer,kolk,Straatkolk,1996,MULTIPOINT ((171990.53 508621.016))
O10002_Rioolkaart_put_OD.1374,beton/gietijzer,kolk,Trottoirkolk,1969,MULTIPOINT ((172050.511 508690.652))
O10002_Rioolkaart_put_OD.1375,PVC/gietijzer,kolk,Straatkolk,1996,MULTIPOINT ((171897.864 508617.64))
O10002_Rioolkaart_put_OD.1376,PVC/gietijzer,kolk,Straatkolk,1996,MULTIPOINT ((171928.78 508587.51))
O10002_Rioolkaart_put_OD.1377,PVC/gietijzer,kolk,Straatkolk,1996,MULTIPOINT ((171922.011 508568.599))
O10002_Rioolkaart_put_OD.1378,PVC/gietijzer,kolk,Straatkolk,1996,MULTIPOINT ((171944.358 508533.619))
O10002_Rioolkaart_put_OD.1379,PVC/gietijzer,kolk,Straatkolk,1996,MULTIPOINT ((171973.668 508502.213))
O10002_Rioolkaart_put_OD.1380,PVC/gietijzer,kolk,Straatkolk,1996,MULTIPOINT ((171957.529 508513.049))
O10002_Rioolkaart_put_OD.1381,PVC/gietijzer,kolk,Straatkolk,1996,MULTIPOINT ((172068.728 508541.967))
O10002_Rioolkaart_put_OD.1382,beton/gietijzer,kolk,Straatkolk,2022,MULTIPOINT ((172123.127 508592.226))
O10002_Rioolkaart_put_OD.1383,PVC/gietijzer,kolk,Straatkolk,1998,MULTIPOINT ((172039.885 508329.541))
O10002_Rioolkaart_put_OD.1384,PVC/gietijzer,kolk,Straatkolk,1998,MULTIPOINT ((172047.486 508338.846))
O10002_Rioolkaart_put_OD.1385,PVC/gietijzer,kolk,Straatkolk,1998,MULTIPOINT ((172005.281 508310.86))
O10002_Rioolkaart_put_OD.1386,PVC/gietijzer,kolk,Straatkolk,1996,MULTIPOINT ((172002.821 508463.587))
O10002_Rioolkaart_put_OD.1387,PVC/gietijzer,kolk,Straatkolk,1998,MULTIPOINT ((172020.162 508196.017))
O10002_Rioolkaart_put_OD.1388,PVC/gietijzer,kolk,Trottoirkolk,1998,MULTIPOINT ((172020.072 508136.348))
O10002_Rioolkaart_put_OD.1389,PVC/gietijzer,kolk,Trottoirkolk,1998,MULTIPOINT ((171967.387 508165.808))
O10002_Rioolkaart_put_OD.1390,PVC/gietijzer,kolk,Trottoirkolk,1998,MULTIPOINT ((171955.421 508179.948))
O10002_Rioolkaart_put_OD.1391,beton/gietijzer,kolk,Straatkolk,2006,MULTIPOINT ((173125.219 509552.025))
O10002_Rioolkaart_put_OD.1392,beton/gietijzer,kolk,Straatkolk,1966,MULTIPOINT ((173011.263 509615.284))
O10002_Rioolkaart_put_OD.1393,beton/gietijzer,kolk,Straatkolk,1966,MULTIPOINT ((172999.345 509631.091))
O10002_Rioolkaart_put_OD.1394,beton/gietijzer,kolk,Straatkolk,1966,MULTIPOINT ((172959.856 509647.652))
O10002_Rioolkaart_put_OD.1395,beton/gietijzer,kolk,Straatkolk,1966,MULTIPOINT ((172940.859 509659.617))
O10002_Rioolkaart_put_OD.1396,beton/gietijzer,kolk,Straatkolk,1966,MULTIPOINT ((172862.975 509658.661))
O10002_Rioolkaart_put_OD.1397,beton/gietijzer,kolk,Straatkolk,1966,MULTIPOINT ((172825.821 509639.744))
O10002_Rioolkaart_put_OD.1398,beton/gietijzer,kolk,Straatkolk,1966,MULTIPOINT ((172883.475 509703.268))
O10002_Rioolkaart_put_OD.1399,beton/gietijzer,kolk,Straatkolk,2006,MULTIPOINT ((173074.84 509575.32))
O10002_Rioolkaart_put_OD.1400,beton/gietijzer,kolk,Straatkolk,1966,MULTIPOINT ((172970.584 509594.076))
O10002_Rioolkaart_put_OD.1401,PVC/gietijzer,kolk,Straatkolk,1998,MULTIPOINT ((172133.635 508268.739))
O10002_Rioolkaart_put_OD.1402,PVC/gietijzer,kolk,Straatkolk,1998,MULTIPOINT ((172124.223 508287.553))
O10002_Rioolkaart_put_OD.1403,PVC/gietijzer,kolk,Straatkolk,1998,MULTIPOINT ((172100.991 508299.329))
O10002_Rioolkaart_put_OD.1404,beton/gietijzer,kolk,Straatkolk,1998,MULTIPOINT ((172078.414 508318.591))
O10002_Rioolkaart_put_OD.1405,PVC/gietijzer,kolk,Straatkolk,1998,MULTIPOINT ((172076.528 508308.664))
O10002_Rioolkaart_put_OD.1406,PVC/gietijzer,kolk,Straatkolk,1998,MULTIPOINT ((172068.57 508313.623))
O10002_Rioolkaart_put_OD.1407,PVC/gietijzer,kolk,Straatkolk,onbekend,MULTIPOINT ((172113.373 508263.518))
O10002_Rioolkaart_put_OD.1408,PVC/gietijzer,kolk,Straatkolk,1998,MULTIPOINT ((172130.291 508240.288))
O10002_Rioolkaart_put_OD.1409,PVC/gietijzer,kolk,Straatkolk,1998,MULTIPOINT ((172097.213 508239.635))
O10002_Rioolkaart_put_OD.1410,PVC/gietijzer,kolk,Straatkolk,1998,MULTIPOINT ((172093.604 508242.15))
O10002_Rioolkaart_put_OD.1411,PVC/gietijzer,kolk,Straatkolk,1998,MULTIPOINT ((172077.315 508246.319))
O10002_Rioolkaart_put_OD.1412,PVC/gietijzer,kolk,Straatkolk,1995,MULTIPOINT ((172372.299 508467.281))
O10002_Rioolkaart_put_OD.1413,PVC/gietijzer,kolk,Trottoirkolk,1998,MULTIPOINT ((172422.085 508168.963))
O10002_Rioolkaart_put_OD.1414,PVC/gietijzer,kolk,Straatkolk,1998,MULTIPOINT ((172355.86 508194.667))
O10002_Rioolkaart_put_OD.1415,PVC/gietijzer,kolk,Straatkolk,1998,MULTIPOINT ((172358.44 508198.458))
O10002_Rioolkaart_put_OD.1416,PVC/gietijzer,kolk,Straatkolk,1998,MULTIPOINT ((172370.713 508184.666))
O10002_Rioolkaart_put_OD.1417,PVC/gietijzer,kolk,Straatkolk,1999,MULTIPOINT ((172323.886 508135.137))
O10002_Rioolkaart_put_OD.1418,PVC/gietijzer,kolk,Straatkolk,1998,MULTIPOINT ((172222.775 508203.496))
O10002_Rioolkaart_put_OD.1419,PVC/gietijzer,kolk,Straatkolk,1998,MULTIPOINT ((172244.981 508197.478))
O10002_Rioolkaart_put_OD.1420,PVC/gietijzer,kolk,Straatkolk,1998,MULTIPOINT ((172274.755 508168.884))
O10002_Rioolkaart_put_OD.1421,PVC/gietijzer,kolk,Straatkolk,1998,MULTIPOINT ((172254.698 508156.055))
O10002_Rioolkaart_put_OD.1422,PVC/gietijzer,kolk,Trottoirkolk,1998,MULTIPOINT ((172390.848 508113.679))
O10002_Rioolkaart_put_OD.1423,PVC/gietijzer,kolk,Trottoirkolk,1998,MULTIPOINT ((172350.212 508053.388))
O10002_Rioolkaart_put_OD.1424,PVC/gietijzer,kolk,Trottoirkolk,1998,MULTIPOINT ((172318.62 508039.876))
O10002_Rioolkaart_put_OD.1425,PVC/gietijzer,kolk,Trottoirkolk,1998,MULTIPOINT ((172249.713 508031.556))
O10002_Rioolkaart_put_OD.1426,PVC/gietijzer,kolk,Trottoirkolk,1998,MULTIPOINT ((172299.58 508036.172))
O10002_Rioolkaart_put_OD.1427,PVC/gietijzer,kolk,Trottoirkolk,1998,MULTIPOINT ((172298.761 508041.108))
O10002_Rioolkaart_put_OD.1428,PVC/gietijzer,kolk,Straatkolk,1995,MULTIPOINT ((172486.117 508307.284))
O10002_Rioolkaart_put_OD.1429,PVC/gietijzer,kolk,Trottoirkolk,1992,MULTIPOINT ((176760.813 502860.618))
O10002_Rioolkaart_put_OD.1430,PVC/gietijzer,kolk,Trottoirkolk,1992,MULTIPOINT ((176829.039 503272.35))
