FID,omschr,afst_glg,hgte_glg,beginwdl,beginkm,eindwdl,eindkm,kantcode,wegnummer,fk_veld4,izi_side,ibn,gdb_geomattr_data,shape
geluids_beperkingen_kenmerk.1369,Geluidswand,4.5 -> 6.5,3 -> 3,R,59.09999847,R,59.13299942,T,016,KLK0008099694,L,I,,"LINESTRING (108956.2399000004 401528.0133999996, 108948.71930000186 401558.15349999815, 108948.28669999912 401560.0403999984)"
geluids_beperkingen_kenmerk.1370,Geluidswand,7.5 -> 7.5,5 -> 5,R,28.12199974,R,28.79999924,H,016,KLK0008100145,R,I,,"LINESTRING (100911.8478000015 429536.059799999, 100934.2349999994 429497.1385000013, 101052.38159999996 429290.14339999855, 101092.29300000146 429220.8029000014, 101125.46550000086 429163.7903999984, 101145.58399999887 429129.11239999905, 101211.95789999887 429016.2250000015, 101248.67920000106 428954.34650000185)"
geluids_beperkingen_kenmerk.1371,Geluidswand,5.5 -> 5.5,5 -> 5,R,31.36800003,R,31.86499977,H,016,KLK0008100146,R,I,,"LINESTRING (102432.69099999964 426706.13230000064, 102529.59769999981 426395.5304999985, 102559.13089999929 426299.9910000004, 102578.02380000055 426239.22850000113)"
geluids_beperkingen_kenmerk.1372,Geluidswand,5.5 -> 5.5,5 -> 5,R,32.33499908,R,32.35599899,H,016,KLK0008100182,R,I,,"LINESTRING (102719.59629999846 425800.57649999857, 102726.47800000012 425782.7622999996)"
geluids_beperkingen_kenmerk.1373,Doorzichtig geluidsscherm,5.5 -> 7.5,3 -> 3,R,63.0320015,R,63.20000076,H,016,KLK0008099792,R,I,,"LINESTRING (109494.00670000166 397693.25, 109501.31859999895 397654.8509999998, 109516.60489999875 397575.19579999894, 109522.44220000133 397545.8033999987, 109526.18730000034 397528.2740999982)"
geluids_beperkingen_kenmerk.1374,Doorzichtig geluidsscherm,6.5 -> 5.5,5 -> 5,R,63.74499893,R,63.8219986,H,016,KLK0008099810,R,I,,"LINESTRING (109741.68580000103 397026.2028999999, 109745.4924999997 397017.8817999996, 109754.42130000144 396997.4840000011, 109762.20219999924 396979.00989999995, 109771.11989999935 396957.11730000004, 109773.44559999928 396953.98910000175)"
geluids_beperkingen_kenmerk.1375,Geluidswand,2.5 -> 2.5,3 -> 3,R,15.64500046,R,15.80599976,T,016,KLK0008098455,L,I,,"LINESTRING (96067.5449000001 440013.08199999854, 96062.56030000001 440032.45270000026, 96048.38780000061 440080.41530000046, 96044.32939999923 440094.85610000044, 96041.88789999858 440105.0031000003, 96041.00869999826 440109.92550000176, 96039.871199999 440119.8220000006, 96039.3051000014 440127.997299999, 96039.18169999868 440132.95600000024, 96039.48669999838 440140.55889999866, 96039.98389999941 440145.48790000007, 96040.83460000157 440150.42909999937, 96042.54740000144 440156.57979999855, 96044.46489999816 440161.2888999991, 96049.53539999947 440168.2787999995, 96052.85179999843 440172.06810000166, 96057.7976000011 440176.3645000011, 96059.69530000165 440177.4028999992)"
geluids_beperkingen_kenmerk.1376,Doorzichtig geluidsscherm,2.5 -> 2.5,6 -> 6,R,15.98600006,R,16.04000092,T,016,KLK0008098483,L,I,,"LINESTRING (96242.04360000044 440012.4813000001, 96233.6854000017 440062.50560000166, 96233.16829999909 440065.7468999997)"
geluids_beperkingen_kenmerk.1377,Niet doorzichtig geluidsscherm,2.5 -> 4.5,6 -> 6,R,16.04000092,R,16.29999924,T,016,KLK0008098484,L,I,,"LINESTRING (96293.03489999846 439759.617899999, 96283.53579999879 439800.7184000015, 96271.82030000165 439854.4574000016, 96266.4899000004 439880.5144999996, 96256.86609999835 439929.6341999993, 96253.1427000016 439949.28660000116, 96247.83740000054 439978.814100001, 96243.55350000039 440003.4442999996, 96242.04360000044 440012.4813000001)"
geluids_beperkingen_kenmerk.1378,Doorzichtig geluidsscherm,4.5 -> 6.5,5 -> 5,R,33.04999924,R,33.10699844,H,016,KLK0008100205,R,I,,"LINESTRING (103179.7082999982 425259.7250000015, 103195.38749999925 425249.63540000096, 103219.7917000018 425234.62049999833, 103229.8414000012 425228.6262000017)"
geluids_beperkingen_kenmerk.1379,Doorzichtig geluidsscherm,5.5 -> 5.5,5 -> 5,R,33.36800003,R,33.4280014,H,016,KLK0008100207,R,I,,"LINESTRING (103466.2974999994 425116.6534000002, 103479.61329999939 425111.70120000094, 103507.28049999848 425101.90670000017, 103523.91710000113 425096.27490000054)"
geluids_beperkingen_kenmerk.1380,Geluidswand,4.5 -> 4.5,5 -> 5,R,34.56800079,R,34.6629982,T,016,KLK0008100249,L,I,,"LINESTRING (104179.96790000051 424186.41600000113, 104181.10880000144 424198.0348000005, 104182.79879999906 424217.96440000087, 104184.28649999946 424237.9134000018, 104185.48330000043 424257.89009999856, 104186.50800000131 424283.66059999913)"
geluids_beperkingen_kenmerk.1381,Doorzichtig geluidsscherm,5.5 -> 4.5,5 -> 5,R,59.02000046,R,59.06000137,H,016,KLK0008099674,R,I,,"LINESTRING (108863.3863000013 401616.07939999923, 108877.05810000002 401578.48849999905)"
geluids_beperkingen_kenmerk.1382,Geluidswand,4.5 -> 4.5,3 -> 3,R,58.93999863,R,59.09999847,T,016,KLK0008099693,L,I,,"LINESTRING (108948.28669999912 401560.0403999984, 108943.04710000008 401582.8916000016, 108933.67350000143 401626.1812000014, 108930.0084999986 401641.54850000143, 108924.22159999982 401668.16800000146, 108918.85799999908 401695.4620999992, 108919.15459999815 401705.47100000083, 108921.01370000094 401716.71229999885)"
geluids_beperkingen_kenmerk.1383,Geluidswand,8.5 -> 2.5,5 -> 5,R,35.91899872,R,35.93299866,T,016,KLK0008100302,L,I,,"LINESTRING (104085.91440000013 423217.65850000083, 104086.94819999859 423231.62029999867)"
geluids_beperkingen_kenmerk.1384,Geluidswand,2.5 -> 4.5,5 -> 5,R,35.93299866,R,35.98500061,T,016,KLK0008100303,L,I,,"LINESTRING (104082.3033999987 423165.7842000015, 104084.94530000165 423204.570700001, 104085.91440000013 423217.65850000083)"
geluids_beperkingen_kenmerk.1385,Geluidswand,4.5 -> 4.5,5 -> 6,R,35.98500061,R,36,T,016,KLK0008100304,L,I,,"LINESTRING (104081.21609999985 423149.82119999826, 104082.3033999987 423165.7842000015)"
geluids_beperkingen_kenmerk.1386,Geluidswand met luifelconstructie,4.5 -> 4.5,6 -> 5,R,36,R,36.88199997,T,016,KLK0008100305,L,I,,"LINESTRING (104140.81920000166 422273.8986000009, 104132.53020000085 422340.8121000007, 104094.5075000003 422638.3931000009, 104087.23319999874 422697.9510000013, 104085.00120000169 422717.8280000016, 104080.81969999894 422759.305399999, 104077.92269999906 422795.68470000103, 104076.58040000126 422815.6398999989, 104075.57490000129 422835.6158000007, 104074.55889999866 422864.52710000053, 104073.99670000002 422892.3878000006, 104073.8275000006 422932.4054999985, 104074.11809999868 422963.95270000026, 104074.86470000073 423003.79670000076, 104076.70820000023 423063.78400000185, 104078.0185999982 423095.90630000085, 104079.03449999914 423115.88500000164, 104080.26440000162 423135.8482999988, 104081.21609999985 423149.82119999826)"
geluids_beperkingen_kenmerk.1387,Geluidswal,6.5 -> 6.5,3 -> 3,R,36.91799927,R,36.96500015,T,016,KLK0008100307,L,I,,"LINESTRING (104150.7463000007 422191.4946000017, 104145.22610000148 422238.1693999991)"
geluids_beperkingen_kenmerk.1388,Doorzichtig geluidsscherm,6.5 -> 4.5,5 -> 5,R,61.51900101,R,61.7159996,H,016,KLK0008099742,R,I,,"LINESTRING (108594.56190000102 399268.62530000135, 108514.63129999861 399164.2846000008, 108499.30620000139 399144.5560000017, 108483.74670000002 399124.97839999944, 108472.65459999815 399111.3482000008)"
geluids_beperkingen_kenmerk.1389,Niet doorzichtig geluidsscherm,7.5 -> 6.5,5 -> 5,R,63.70100021,R,63.74499893,H,016,KLK0008099809,R,I,,"LINESTRING (109722.35090000182 397065.71880000085, 109726.16569999978 397058.5208999999, 109732.82349999994 397045.0786000006, 109739.2509999983 397031.5251000002, 109741.68580000103 397026.2028999999)"
geluids_beperkingen_kenmerk.1390,Doorzichtig geluidsscherm,5.5 -> 5.5,5 -> 5,R,63.8219986,R,63.84000015,H,016,KLK0008099811,R,I,,"LINESTRING (109773.44559999928 396953.98910000175, 109788.27600000054 396934.04089999944)"
geluids_beperkingen_kenmerk.1391,Geluidswal,5.5 -> 5.5,3 -> 3,R,49.36399841,R,49.57699966,H,016,KLK0008100507,R,I,,"LINESTRING (105028.88390000165 410464.5557000004, 105137.68549999967 410276.80260000005)"
geluids_beperkingen_kenmerk.1392,Doorzichtig geluidsscherm,6.5 -> 6.5,3 -> 3,R,51.10400009,R,51.5019989,T,016,KLK0008100544,L,I,,"LINESTRING (106041.94249999896 408579.95270000026, 105955.73009999841 408784.63589999825, 105929.05310000107 408846.51689999923, 105904.83769999817 408901.41380000114, 105888.46499999985 408937.9116999991, 105884.95019999892 408945.66479999945)"
geluids_beperkingen_kenmerk.1393,Niet doorzichtig geluidsscherm,6.5 -> 6.5,5 -> 6,R,55.94599915,R,57.5019989,H,016,KLK0008100639,R,I,,"LINESTRING (107767.64710000157 404483.5216999985, 107770.85880000144 404475.9250999987, 107832.92949999869 404328.23959999904, 107933.96810000017 404088.67500000075, 108119.56019999832 403647.57389999926, 108369.09939999878 403054.9717999995)"
geluids_beperkingen_kenmerk.1394,Niet doorzichtig geluidsscherm,5.5 -> 5.5,3 -> 3,R,18.64299965,R,18.73999977,T,016,KLK0008098540,L,I,,"LINESTRING (96471.60700000077 437397.03339999914, 96486.01520000026 437430.995099999, 96504.30420000106 437474.8526000008)"
geluids_beperkingen_kenmerk.1395,Doorzichtig geluidsscherm,.5 -> .5,3 -> 3,R,21.35700035,R,21.47800064,T,016,KLK0008098557,L,I,,"LINESTRING (97170.06019999832 434862.3537000008, 97155.11989999935 434882.4464999996, 97149.3136 434890.58839999884, 97143.57759999856 434898.7809999995, 97129.6537999995 434919.56280000135, 97115.34219999984 434942.11129999906, 97103.48070000112 434962.09430000186)"
geluids_beperkingen_kenmerk.1396,Doorzichtig geluidsscherm,4.5 -> 4.5,5 -> 5,R,59.74000168,R,59.76800156,H,016,KLK0008100689,R,I,,"LINESTRING (109023.11950000003 400925.3288999982, 109023.97890000045 400910.78290000185, 109024.62900000066 400897.37000000104)"
geluids_beperkingen_kenmerk.1397,Doorzichtig geluidsscherm,1.5 -> 1.5,1 -> 3,R,21.10000038,R,21.25600052,H,016,KLK0008098644,R,I,,"LINESTRING (96957.70289999992 435180.33989999816, 96991.1689000018 435103.80750000104, 97007.56870000064 435067.32279999927, 97022.44629999995 435035.124400001)"
geluids_beperkingen_kenmerk.1398,Geluidswand,1.5 -> 1.5,5 -> 5,R,21.56999969,R,21.58099937,H,016,KLK0008098647,R,I,,"LINESTRING (97195.5987999998 434772.1779000014, 97202.9737999998 434764.0163999982)"
geluids_beperkingen_kenmerk.1399,Doorzichtig geluidsscherm,6.5 -> 6.5,6 -> 6,R,9.32999992,R,9.60000038,H,010,KLK0008082392,R,I,,"LINESTRING (126794.8403000012 486948.8487999998, 126788.80930000171 486922.56329999864, 126779.34470000118 486883.7019000016, 126774.39990000054 486864.32279999927, 126765.9422999993 486832.6570000015, 126755.33650000021 486794.0775000006, 126744.41279999912 486756.4085999988, 126732.64669999853 486718.17660000175, 126722.87029999867 486687.6640999988)"
geluids_beperkingen_kenmerk.1400,Doorzichtig geluidsscherm,5.5 -> 5.5,3 -> 3,R,9.41699982,R,9.59000015,T,010,KLK0008082412,L,I,,"LINESTRING (126740.3729000017 486690.3951999992, 126752.4215000011 486728.54190000147, 126757.20939999819 486744.2437000014, 126768.51790000126 486782.5954999998, 126773.97910000011 486801.8354999982, 126779.30299999937 486821.18659999967, 126789.41869999841 486859.87640000135, 126791.7173999995 486869.13060000166)"
geluids_beperkingen_kenmerk.1401,Doorzichtig geluidsscherm,6.5 -> 6.5,3 -> 5,R,10.07299995,R,10.97099972,T,010,KLK0008082440,L,I,,"LINESTRING (126291.31399999931 485393.4153999984, 126404.84200000018 485709.4717000015, 126459.3658999987 485862.8256999999, 126488.81419999897 485946.5179999992, 126522.30660000071 486042.570700001, 126558.52529999986 486147.4156000018, 126588.02679999918 486233.7511)"
geluids_beperkingen_kenmerk.1402,Niet doorzichtig geluidsscherm,6.5 -> 5.5,5 -> 5,R,10.97099972,R,11.17399979,T,010,KLK0008082441,L,I,,"LINESTRING (126227.30389999971 485205.01480000094, 126239.67339999974 485241.4668000005, 126252.74080000073 485279.2804000005, 126270.88329999894 485336.53730000183, 126291.31399999931 485393.4153999984)"
geluids_beperkingen_kenmerk.1403,Niet doorzichtig geluidsscherm,6.5 -> 6.5,6 -> 6,R,12.09200001,R,12.5880003,T,010,KLK0008082486,L,I,,"LINESTRING (125539.79349999875 483959.7954000011, 125561.04630000144 483993.69409999996, 125611.1559999995 484080.2382999994, 125641.3471999988 484131.62150000036, 125672.05750000104 484183.1667999998, 125703.08729999885 484234.5229000002, 125715.44680000097 484254.73319999874, 125747.42570000142 484305.5124000013, 125778.06509999931 484353.4956, 125797.10040000081 484382.5555000007)"
geluids_beperkingen_kenmerk.1404,Niet doorzichtig geluidsscherm,6.5 -> 6.5,6 -> 6,R,12.72200012,R,12.88599968,T,010,KLK0008082487,L,I,,"LINESTRING (125379.78970000148 483716.71979999915, 125388.55999999866 483726.8823999986, 125401.29980000108 483742.30050000176, 125413.69559999928 483757.998300001, 125425.74749999866 483773.96009999886, 125433.74419999868 483784.938099999, 125445.1970999986 483801.33879999816, 125459.13199999928 483822.3227000013, 125473.4310999997 483844.9873000011)"
geluids_beperkingen_kenmerk.1405,Doorzichtig geluidsscherm,6.5 -> 6.5,6 -> 6,R,12.88599968,R,12.93799973,T,010,KLK0008082488,L,I,,"LINESTRING (125340.35500000045 483674.2038999982, 125342.38819999993 483676.2232000008, 125356.24540000036 483690.6490999982, 125362.47780000046 483697.33680000156, 125375.87669999897 483712.18560000136, 125379.78970000148 483716.71979999915)"
geluids_beperkingen_kenmerk.1406,Niet doorzichtig geluidsscherm,6.5 -> 6.5,6 -> 6,R,12.93799973,R,13.08300018,T,010,KLK0008082489,L,I,,"LINESTRING (125230.62950000167 483579.6517999992, 125236.90170000121 483584.2197000012, 125250.67130000144 483594.6853, 125266.35819999874 483607.09259999916, 125281.74100000039 483619.875, 125301.87669999897 483637.4648000002, 125313.7210999988 483648.31720000133, 125328.19750000164 483662.1294, 125340.35500000045 483674.2038999982)"
geluids_beperkingen_kenmerk.1407,Niet doorzichtig geluidsscherm,6.5 -> 5.5,3 -> 3,R,13.4119997,R,13.52799988,H,010,KLK0008082521,R,I,,"LINESTRING (124938.55249999836 483449.13489999995, 124912.93129999936 483439.0647, 124879.99199999869 483426.5219999999, 124842.41849999875 483412.80220000073, 124826.18930000067 483407.03240000084)"
geluids_beperkingen_kenmerk.1408,Niet doorzichtig geluidsscherm,5.5 -> 5.5,1 -> 1,R,17.17000008,R,17.26499939,H,010,KLK0008082593,R,I,,"LINESTRING (121629.40929999948 482991.87779999897, 121554.75030000135 483057.5406999998)"
geluids_beperkingen_kenmerk.1409,Niet doorzichtig geluidsscherm,5.5 -> 5.5,1 -> 1,R,17.43499947,R,17.56399918,H,010,KLK0008082594,R,I,,"LINESTRING (121430.84809999913 483166.50510000065, 121404.56579999998 483189.6187000014, 121340.1966000013 483246.65029999986)"
geluids_beperkingen_kenmerk.1410,Niet doorzichtig geluidsscherm,4.5 -> 4.5,3 -> 3,R,13.80500031,R,13.82900047,T,010,KLK0008082596,L,I,,"LINESTRING (124551.36290000007 483267.0604000017, 124572.23490000144 483278.90780000016)"
geluids_beperkingen_kenmerk.1411,Niet doorzichtig geluidsscherm,4.5 -> 5.5,3 -> 3,R,13.82900047,R,13.86900043,T,010,KLK0008082597,L,I,,"LINESTRING (124517.16869999841 483246.30860000104, 124533.7415000014 483256.56120000035, 124550.9215000011 483266.8099000007, 124551.36290000007 483267.0604000017)"
geluids_beperkingen_kenmerk.1412,Niet doorzichtig geluidsscherm,5.5 -> 5.5,3 -> 3,R,13.86900043,R,13.94699955,T,010,KLK0008082598,L,I,,"LINESTRING (124455.40309999883 483205.5601999983, 124485.6314000003 483225.87689999864, 124499.87009999901 483235.27760000154, 124516.73279999942 483246.0388999991, 124517.16869999841 483246.30860000104)"
geluids_beperkingen_kenmerk.1413,Geluidswand,3.5 -> 3.5,1 -> 1,R,5.68499994,R,5.82600021,T,011,KLK0008083962,L,I,,"LINESTRING (100133.61630000174 459792.82499999925, 100124.72399999946 459793.87999999896, 100105.09090000018 459790.04659999907, 100075.74020000175 459783.73110000044, 100039.3145999983 459777.13060000166, 100011.55559999868 459772.27529999986, 100007.00679999962 459770.68200000003)"
geluids_beperkingen_kenmerk.1414,Doorzichtig geluidsscherm,6.5 -> 6.5,5 -> 5,R,14.98400021,R,15.01500034,H,012,KLK0008084421,R,I,,"LINESTRING (93970.72159999982 451265.58850000054, 93986.27019999921 451262.2976000011, 93997.12049999833 451259.92350000143)"
geluids_beperkingen_kenmerk.1415,Niet doorzichtig geluidsscherm,6.5 -> 6.5,5 -> 5,R,15.01500034,R,15.26200008,H,012,KLK0008084422,R,I,,"LINESTRING (93997.12049999833 451259.92350000143, 94025.34580000117 451253.7478, 94064.37909999862 451245.00189999864, 94102.39090000093 451236.1424999982, 94141.37660000101 451226.63760000095, 94225.80200000107 451205.2520000003, 94238.23809999973 451201.9941000007)"
geluids_beperkingen_kenmerk.1416,Doorzichtig geluidsscherm,6.5 -> 6.5,5 -> 5,R,15.26200008,R,15.27700043,H,012,KLK0008084423,R,I,,"LINESTRING (94238.23809999973 451201.9941000007, 94251.78110000119 451198.44629999995)"
geluids_beperkingen_kenmerk.1417,Niet doorzichtig geluidsscherm,6.5 -> 6.5,5 -> 5,R,15.27700043,R,15.29300022,H,012,KLK0008084424,R,I,,"LINESTRING (94251.78110000119 451198.44629999995, 94265.44619999826 451194.8663999997)"
geluids_beperkingen_kenmerk.1418,Niet doorzichtig geluidsscherm,3.5 -> 4.5,1 -> 1,R,18.79999924,R,18.8579998,H,010,KLK0008082725,R,I,,"LINESTRING (120172.91389999911 483634.6581999995, 120114.98860000074 483631.7153000012)"
geluids_beperkingen_kenmerk.1419,Geluidswal met daarop of -in een scherm,10 -> 10,3 -> 3,R,19.70000076,R,19.75,H,010,KLK0008082754,R,I,,"LINESTRING (119290.2463000007 483577.29780000076, 119240.36120000109 483573.91050000116)"
geluids_beperkingen_kenmerk.1420,Niet doorzichtig geluidsscherm,3.5 -> 3.5,3 -> 3,R,20.38800049,R,20.46199989,H,010,KLK0008082760,R,I,,"LINESTRING (118597.91770000011 483528.8233000003, 118542.59380000085 483523.4659000002, 118525.2639000006 483521.72309999913)"
geluids_beperkingen_kenmerk.1421,Doorzichtig geluidsscherm,5.5 -> 5.5,5 -> 5,R,29.37599945,R,29.40699959,H,012,KLK0008084696,R,I,,"LINESTRING (107362.46990000084 449733.81749999896, 107363.49650000036 449734.63069999963, 107386.61190000176 449753.2637999989)"
geluids_beperkingen_kenmerk.1422,Niet doorzichtig geluidsscherm,5.5 -> 5.5,5 -> 5,R,29.40699959,R,30.16900063,H,012,KLK0008084697,R,I,,"LINESTRING (107386.61190000176 449753.2637999989, 107441.35119999945 449797.3883999996, 107710.44420000166 450012.7120999992, 107882.08520000055 450150.3365000002, 107984.71180000156 450232.2377999984)"
geluids_beperkingen_kenmerk.1423,Geluidswal met daarop of -in een scherm,4.5 -> 4.5,1 -> 1,R,29.13100052,R,29.43600082,T,012,KLK0008084698,L,I,,"LINESTRING (107302.99410000071 449773.82990000024, 107107.2712999992 449620.72459999844)"
geluids_beperkingen_kenmerk.1424,Doorzichtig geluidsscherm,4.5 -> 4.5,1 -> 1,R,29.43600082,R,29.48800087,T,012,KLK0008084699,L,I,,"LINESTRING (107343.9514000006 449805.868999999, 107302.99410000071 449773.82990000024)"
geluids_beperkingen_kenmerk.1425,Geluidswal met daarop of -in een scherm,4.5 -> 4.5,1 -> 1,R,29.48800087,R,29.6779995,T,012,KLK0008084700,L,I,,"LINESTRING (107497.5410999991 449926.0155000016, 107343.9514000006 449805.868999999)"
geluids_beperkingen_kenmerk.1426,Niet doorzichtig geluidsscherm,6.5 -> 6.5,5 -> 5,R,31.07999992,R,31.17700005,H,012,KLK0008084730,R,I,,"LINESTRING (108633.81650000066 450866.25250000134, 108660.9523999989 450900.7633000016, 108685.50019999966 450932.3792000003, 108693.37819999829 450942.809799999)"
geluids_beperkingen_kenmerk.1427,Doorzichtig geluidsscherm,6.5 -> 6.5,5 -> 3,R,31.86100006,R,32.31499863,H,012,KLK0008084740,R,I,,"LINESTRING (109105.47690000013 451489.9668000005, 109360.49870000035 451825.876600001, 109380.20329999924 451851.4092000015)"
geluids_beperkingen_kenmerk.1428,Niet doorzichtig geluidsscherm,4.5 -> 4.5,1 -> 1,R,124.47599792,R,124.85399628,H,012,KLK0008086247,R,I,,"LINESTRING (188135.66580000147 448799.15459999815, 188149.14189999923 448794.3887999989, 188168.7008999996 448787.2782999985, 188224.88610000163 448766.2071999982, 188263.18730000034 448751.48110000044, 188281.81419999897 448744.1447999999, 188318.87049999833 448729.07609999925, 188337.32389999926 448721.36400000006, 188390.18149999902 448698.7250000015, 188441.98409999907 448675.8720000014, 188484.63589999825 448656.82919999957)"
geluids_beperkingen_kenmerk.1429,Geluidswand,6.5 -> 6.5,3 -> 3,R,51.99300003,R,54.13000107,H,012,KLK0008085118,R,I,,"LINESTRING (127970.89029999822 454697.4781999998, 128009.6341000013 454686.9578999989, 128028.87469999865 454681.48800000176, 128067.24410000071 454670.1794999987, 128119.1854000017 454653.9310000017, 128157.20309999958 454641.4930999987, 128195.08579999954 454628.6499999985, 128249.22529999912 454609.58619999886, 128286.83520000055 454595.80150000006, 128305.57039999962 454588.80160000175, 128389.59829999879 454556.6625000015, 128427.09270000085 454542.75470000133, 128562.51049999893 454494.28830000013, 129465.08529999852 454171.8189000003, 129518.66899999976 454153.1020999998, 129575.51209999993 454133.89609999955, 129613.57250000164 454121.59099999815, 129651.69970000163 454109.49430000037, 129709.0353000015 454091.8000999987, 129764.24130000174 454075.5471000001, 129821.93259999901 454059.05889999866, 129860.54419999942 454048.5819000006, 129890.62970000133 454040.7386999987, 129968.184799999 454021.3440999985, 130022.79679999873 454008.07400000095)"
geluids_beperkingen_kenmerk.1430,Geluidswal met daarop of -in een scherm,25 -> 25,6 -> 6,R,52.66199875,R,53.97299957,T,012,KLK0008085129,L,I,,"LINESTRING (128646.68969999999 454500.34420000017, 128675.88199999928 454489.9129999988, 129405.33399999887 454229.23699999973, 129480.84459999949 454202.81430000067, 129534.50200000033 454184.6878999993, 129610.50789999962 454159.7226999998, 129653.9550999999 454145.89400000125, 129730.34209999815 454122.1229000017, 129781.51990000159 454106.6746999994, 129839.05299999937 454089.6458999999, 129876.06439999864 454079.02519999817)"
geluids_beperkingen_kenmerk.1431,Geluidswand,7.5 -> 7.5,5 -> 5,R,54.24200058,R,54.35100174,T,012,KLK0008085157,L,I,,"LINESTRING (130248.63599999994 453979.8247999996, 130185.99100000039 453996.2285999991, 130140.2520999983 454008.0544999987)"
geluids_beperkingen_kenmerk.1432,Geluidswand,6.5 -> 6.5,3 -> 3,R,13.5,R,13.56900024,T,012,KLK0008084388,L,I,,"LINESTRING (92554.31069999933 451476.2430999987, 92485.77059999853 451484.19629999995)"
geluids_beperkingen_kenmerk.1433,Niet doorzichtig geluidsscherm,6.5 -> 6.5,5 -> 5,R,14.10999966,R,14.51200008,H,012,KLK0008084401,R,I,,"LINESTRING (93108.3321999982 451398.8227000013, 93208.71379999816 451387.6563999988, 93268.30820000172 451380.67980000004, 93307.99830000103 451375.66899999976, 93354.5020999983 451369.62249999866, 93423.66560000181 451360.2523000017, 93502.85110000148 451348.86520000175, 93508.09329999983 451348.0703999996)"
geluids_beperkingen_kenmerk.1434,Niet doorzichtig geluidsscherm,6.5 -> 6.5,5 -> 5,R,14.55799961,R,14.98400021,H,012,KLK0008084403,R,I,,"LINESTRING (93553.57360000163 451341.1750999987, 93564.69839999825 451339.48849999905, 93634.69640000165 451328.2523000017, 93674.16059999913 451321.7186000012, 93713.58940000087 451314.9809000008, 93791.58199999854 451300.9952000007, 93830.91640000045 451293.7221000008, 93849.00250000134 451289.9499000013, 93868.71049999818 451286.41099999845, 93907.95479999855 451278.63980000094, 93947.13670000061 451270.58029999956, 93970.72159999982 451265.58850000054)"
geluids_beperkingen_kenmerk.1435,Geluidswand,7.5 -> 5.5,3 -> 3,R,14.30000019,R,14.33199978,T,012,KLK0008084405,L,I,,"LINESTRING (93319.48070000112 451391.0106999986, 93311.93219999969 451392.0047999993, 93287.73939999938 451395.0705999993)"
geluids_beperkingen_kenmerk.1436,Geluidswand,5.5 -> 5.5,3 -> 3,R,14.33199978,R,14.52499962,T,012,KLK0008084406,L,I,,"LINESTRING (93511.6185999997 451364.2166999988, 93470.4171999991 451370.26110000163, 93411.04600000009 451378.72100000083, 93371.41869999841 451384.17080000043, 93319.48070000112 451391.0106999986)"
geluids_beperkingen_kenmerk.1437,Geluidswand,6.5 -> 6.5,3 -> 3,R,15.03600025,R,15.28499985,T,012,KLK0008084425,L,I,,"LINESTRING (94258.12170000002 451213.59760000184, 94180.4748999998 451233.6944000013, 94122.22800000012 451248.1259999983, 94024.05180000141 451271.36740000173, 94015.36100000143 451273.2708999999)"
geluids_beperkingen_kenmerk.1438,Doorzichtig geluidsscherm,6.5 -> 6.5,3 -> 3,R,15.28499985,R,15.29500008,T,012,KLK0008084426,L,I,,"LINESTRING (94267.79969999939 451211.0804999992, 94266.53409999982 451211.4202999994, 94258.12170000002 451213.59760000184)"
geluids_beperkingen_kenmerk.1439,Doorzichtig geluidsscherm,7.5 -> 7.5,3 -> 3,R,108.83000183,R,109.22299957,T,012,KLK0008085914,L,I,,"LINESTRING (173293.9593999982 447383.4285000004, 173028.1686999984 447422.3319000006, 172988.63720000163 447428.43879999965, 172966.39440000057 447432.0560000017, 172926.95870000124 447438.7729999982, 172905.47199999914 447442.6752999984)"
geluids_beperkingen_kenmerk.1440,Geluidswal,10 -> 7.5,3 -> 3,R,109.92500305,R,110.19499969,T,012,KLK0008085936,L,I,,"LINESTRING (174255.6031000018 447242.63379999995, 173988.44949999824 447281.7353999987)"
geluids_beperkingen_kenmerk.1441,Doorzichtig geluidsscherm,5.5 -> 5.5,5 -> 5,R,32.20100021,R,32.23500061,H,010,KLK0008082147,R,I,,"LINESTRING (121059.75789999962 493120.2278999984, 121068 493120.86389999837, 121087.9924999997 493121.99500000104, 121093.69590000063 493122.246199999)"
geluids_beperkingen_kenmerk.1442,Doorzichtig geluidsscherm,2.5 -> 2.5,1 -> 1,R,16.92399979,R,17.17000008,H,010,KLK0008082592,R,I,,"LINESTRING (121814.88120000064 482828.75470000133, 121629.40929999948 482991.87779999897)"
geluids_beperkingen_kenmerk.1443,Doorzichtig geluidsscherm,5.5 -> 6.5,1 -> 1,R,17.56399918,R,17.6590004,H,010,KLK0008082595,R,I,,"LINESTRING (121340.1966000013 483246.65029999986, 121293.6521999985 483287.88899999857, 121269.03550000116 483309.5874999985)"
geluids_beperkingen_kenmerk.1444,Niet doorzichtig geluidsscherm,4.5 -> 3.5,3 -> 3,R,14.68799973,R,14.77999973,T,010,KLK0008082604,L,I,,"LINESTRING (123732.71110000089 482791.13800000027, 123813.22599999979 482835.65040000156)"
geluids_beperkingen_kenmerk.1445,Niet doorzichtig geluidsscherm,3.5 -> 3.5,3 -> 3,R,14.91300011,R,14.99100018,T,010,KLK0008082605,L,I,,"LINESTRING (123546.59099999815 482688.7355999984, 123611.93879999965 482724.36939999834)"
