GEOCODE,SUBCODE,GEOCODE_NR,GEOSUBCODE,GEOCODE_NAAM,KMLINT,KMLINT_OMSCHRIJVING,KM_GEOCODE_VLAKPUNT,KM_GEOCODE_VLAKPUNT_T,REGIO_NAAM,REGIO_AFKORTING,X_VLAKPUNT,Y_VLAKPUNT,LATITUDE_VLAKPUNT,LONGITUDE_VLAKPUNT,BGTBRONHOUDER,BGTBRONHOUDERCODE,BGTSTATUS,DOCUMENT,OPPERVLAKTE,POSITIONELE_NAUWKEURIGHEID_MM,PUIC,RELATIEVEHOOGTELIGGING,STATUS,TIJDSTIP_REGISTRATIE,ID,Shape__Area,Shape__Length
161,,161,161__,Lelystad Industrieterrein - Hattemerbroek,Llsoa-Zl,Lelystad Opstelterrein Aansl. - Zwolle ,34.135692,"34,135692",Noord-Oost,NO,190688.630354,505161.9245,52.5329407575303,5.91316923529983,Prorail,L0004,bestaand,,70.599804,283,918c903ff5004f9da1661e357933d688,3,gerealiseerd,2015/11/02 10:50:28+00,5933927,0,0
506,b,506,506_b,Amersfoort,Asd-Zp,Amsterdam Centraal - Zutphen ,44.662042,"44,662042",Randstad Noord,RN,154136.0027,462840.744,52.1537402641959,5.3745786770643,Prorail,L0004,bestaand,,169.730493,283,d6eeee5fd15b45cb9445a7afc8fe503a,1,gerealiseerd,2020/01/16 12:04:39+00,5934239,0,0
506,b,506,506_b,Amersfoort,Asd-Zp,Amsterdam Centraal - Zutphen ,44.500689,"44,500689",Randstad Noord,RN,153974.18823,462861.939,52.1539304899002,5.37221416278657,Prorail,L0004,bestaand,,2657.758579,283,beb41ff8bad14df28a19bc7708739c6d,2,gerealiseerd,2022/02/16 09:01:26+00,5934306,0,0
506,b,506,506_b,Amersfoort,Asd-Zp,Amsterdam Centraal - Zutphen ,44.499327,"44,499327",Randstad Noord,RN,153973.981496,462837.2225,52.1537083393665,5.37221121575859,Prorail,L0004,bestaand,,4308.99272,283,83fd94241c284fd2850bf36d3590769a,2,gerealiseerd,2022/02/16 09:01:23+00,5934308,0,0
506,b,506,506_b,Amersfoort,Asd-Zp,Amsterdam Centraal - Zutphen ,44.320775,"44,320775",Randstad Noord,RN,153795.514331,462827.042,52.1536164811238,5.36960347137508,Prorail,L0004,bestaand,,2530.542324,283,c6e29f53790d4f51a819562d44e035d2,2,gerealiseerd,2022/02/16 09:01:26+00,5934311,0,0
608,b,608,608_b,Apeldoorn,Asd-Zp,Amsterdam Centraal - Zutphen ,88.080355,"88,080355",Noord-Oost,NO,194771.033287,469176.874,52.2092546483593,5.9690707578834,Prorail,L0004,bestaand,,1328.209509,283,da5bc65056324748916991ebc7ca8d19,1,gerealiseerd,2020/10/30 16:38:28+00,5934314,0,0
506,b,506,506_b,Amersfoort,Asd-Zp,Amsterdam Centraal - Zutphen ,44.659364,"44,659364",Randstad Noord,RN,154132.25924,462854.5585,52.1538644221556,5.37452394239363,Prorail,L0004,bestaand,,177.952176,283,5994545c4b3f442f9520365f47151346,1,gerealiseerd,2020/01/16 12:04:40+00,5934318,0,0
506,b,506,506_b,Amersfoort,Asd-Zp,Amsterdam Centraal - Zutphen ,44.468961,"44,468961",Randstad Noord,RN,153945.28781,462802.7085,52.1533980765133,5.37179204671311,Prorail,L0004,bestaand,,2728.530976,283,47074725f6db445aba6848b6778d1c6a,2,gerealiseerd,2020/01/16 12:04:36+00,5934390,0,0
542,a,542,542_a,Dordrecht,Bd-Rtd,Breda - Rotterdam Centraal ,29.413194,"29,413194",Randstad Zuid,RZ,105417.097677,424519.924,51.8071051680488,4.66826046695898,Prorail,L0004,bestaand,,1943.690744,283,bab6d41ac0724bc6b6a5a0107de635d1,2,gerealiseerd,2015/11/03 13:15:32+00,5935580,0,0
542,a,542,542_a,Dordrecht,Bd-Rtd,Breda - Rotterdam Centraal ,29.520243,"29,520243",Randstad Zuid,RZ,105316.741,424560.597553,51.8074618099902,4.66679958527415,Prorail,L0004,bestaand,,495.219005,283,0bd2cb5cf904432888bcab95d2f1a7c4,3,gerealiseerd,2015/11/03 13:15:41+00,5935584,0,0
116,a,116,116_a,Dordrecht - Rotterdam Barendrecht,Bd-Rtd,Breda - Rotterdam Centraal ,31.503382,"31,503382",Randstad Zuid,RZ,103565.720127,425443.5085,51.8152385885585,4.64128068799004,Prorail,L0004,bestaand,,752.328439,283,421ae96eb3c149359dd2a2242ddf8945,2,gerealiseerd,2015/10/27 12:56:12+00,5935657,0,0
542,a,542,542_a,Dordrecht,Bd-Rtd,Breda - Rotterdam Centraal ,29.420311,"29,420311",Randstad Zuid,RZ,105415.562693,424550.391,51.8073788631294,4.66823384559294,Prorail,L0004,bestaand,,2474.196831,283,43c5b0541d2848c98b8960358cabbcfe,2,gerealiseerd,2015/11/03 13:15:32+00,5935729,0,0
116,a,116,116_a,Dordrecht - Rotterdam Barendrecht,Bd-Rtd,Breda - Rotterdam Centraal ,31.54032,"31,540320",Randstad Zuid,RZ,103527.235978,425452.6205,51.8153169364893,4.64072126374673,Prorail,L0004,bestaand,,190.43791,283,30ae68bdd41f4be2a761d5262a94d2d7,1,gerealiseerd,2015/10/27 12:56:01+00,5935734,0,0
116,a,116,116_a,Dordrecht - Rotterdam Barendrecht,Bd-Rtd,Breda - Rotterdam Centraal ,31.533503,"31,533503",Randstad Zuid,RZ,103549.016075,425473.2795,51.8155046230271,4.64103402957962,Prorail,L0004,bestaand,,294.243881,283,cbc0d9bb1b1d42339af9bd3e15446e2b,2,gerealiseerd,2015/10/27 12:56:12+00,5935735,0,0
542,a,542,542_a,Dordrecht,Bd-Rtd,Breda - Rotterdam Centraal ,29.413754,"29,413754",Randstad Zuid,RZ,105419.487569,424535.86,51.807248609997,4.66829283376079,Prorail,L0004,bestaand,,1453.849666,283,dea79ad45788408288d1d9e9da6be304,2,gerealiseerd,2015/11/03 13:15:32+00,5935884,0,0
084,,84,084__,Amsterdam Sloterdijk - Haarlem,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,9.280659,"9,280659",Randstad Noord,RN,111358.4705,488877.3805,52.3860168539576,4.74616461618402,Prorail,L0004,bestaand,,145.510578,283,a09d6c221e274a608ced334f500acb6d,2,gerealiseerd,2020/06/11 13:26:20+00,5935953,0,0
023,,23,023__,Apeldoorn - Deventer,Apd-Dv,Apeldoorn - Deventer ,9.77433,"9,774330",Noord-Oost,NO,203742.03196,472503.1365,52.2384286361245,6.10079035106386,Prorail,L0004,bestaand,,95.887484,283,9200ec62adb34a078b8b2da2d0a8b2fa,1,gerealiseerd,2015/01/29 13:33:51+00,5936165,0,0
610,,610,610__,Dieren,Ah-Zl,Arnhem - Zwolle ,14.347033,"14,347033",Noord-Oost,NO,204113.5555,450966.17383,52.0448349180103,6.10311761962288,Prorail,L0004,bestaand,,1198.394141,283,065486eb79f04b9994e2dbea921e12bd,2,gerealiseerd,2015/03/26 08:27:06+00,5936351,0,0
514,a,514,514_a,Nijmegen,Ah-Vl,Arnhem - Venlo ,16.981935,"16,981935",Noord-Oost,NO,187093.2065,428447.180508,51.8436821050321,5.85292203109034,Prorail,L0004,bestaand,,312.667722,283,c592e95fac2843dea214b5eb8f4acbc8,4,gerealiseerd,2015/03/11 15:02:23+00,5936428,0,0
626,c,626,626_c,Hoorn,Zd-Ekz,Zaandam - Enkhuizen ,32.492192,"32,492192",Randstad Noord,RN,132489.360955,517550.074,52.6449762340974,5.05460939014158,Prorail,L0004,bestaand,,422.893078,283,c61a356c0534446a9e919db65d900c64,1,,2018/10/18 07:03:24+00,5936692,0,0
626,c,626,626_c,Hoorn,Zd-Ekz,Zaandam - Enkhuizen ,32.502434,"32,502434",Randstad Noord,RN,132502.293234,517562.557,52.6450889515925,5.05479961483126,Prorail,L0004,bestaand,,665.200982,283,fb2b0c4a39f442899e691855c7a4f6d8,1,,2018/10/18 07:03:24+00,5936693,0,0
079,,79,079__,Zaandam - Hoorn,Zd-Ekz,Zaandam - Enkhuizen ,11.647102,"11,647102",Randstad Noord,RN,124327.149205,501068.883,52.4964622942604,4.93553497547841,Prorail,L0004,bestaand,,599.008744,283,43fd018164714daba21130eba3e7e873,1,,2019/09/23 15:45:23+00,5936694,0,0
079,,79,079__,Zaandam - Hoorn,Zd-Ekz,Zaandam - Enkhuizen ,11.655118,"11,655118",Randstad Noord,RN,124326.956949,501085.673,52.4966131768786,4.93553060241915,Prorail,L0004,bestaand,,101.267698,283,973d838b499c4abaae46ff807ea7f82b,1,gerealiseerd,2020/10/09 09:42:45+00,5936699,0,0
079,,79,079__,Zaandam - Hoorn,Zd-Ekz,Zaandam - Enkhuizen ,2.248407,"2,248407",Randstad Noord,RN,116380.718181,496712.51,52.4568083790682,4.81902889290473,Prorail,L0004,bestaand,,30.825964,283,7db68aa2b25c49f8be93c95c4e092584,1,,2018/10/17 06:59:51+00,5936764,0,0
217,,217,217__,Hoorn - Enkhuizen,Zd-Ekz,Zaandam - Enkhuizen ,34.829753,"34,829753",Randstad Noord,RN,134545.244117,518463.4605,52.6532658055864,5.08492837125121,Prorail,L0004,bestaand,,393.450411,283,badec505db8b43fd8c1554b450c7cbf0,1,,2017/10/16 10:56:28+00,5936765,0,0
079,,79,079__,Zaandam - Hoorn,Zd-Ekz,Zaandam - Enkhuizen ,13.228721,"13,228721",Randstad Noord,RN,125594.5595,501877.352404,52.5037976757471,4.95412637000783,Prorail,L0004,bestaand,,84.996906,283,36408bb3287d44d7b6c009271d903028,1,gerealiseerd,2020/10/09 09:42:49+00,5936768,0,0
217,,217,217__,Hoorn - Enkhuizen,Zd-Ekz,Zaandam - Enkhuizen ,34.803936,"34,803936",Randstad Noord,RN,134526.025737,518446.336,52.6531111875589,5.08464542727985,Prorail,L0004,bestaand,,20.639005,283,364a2c6d66734fec8c63a1696824e0cc,3,,2017/10/16 10:41:42+00,5936773,0,0
217,,217,217__,Hoorn - Enkhuizen,Zd-Ekz,Zaandam - Enkhuizen ,34.831706,"34,831706",Randstad Noord,RN,134537.099117,518475.4505,52.653373252584,5.08480726683505,Prorail,L0004,bestaand,,103.561629,283,154c35bdde6a458b93813c1cf2fd07cb,2,,2021/01/15 10:16:17+00,5936833,0,0
608,b,608,608_b,Apeldoorn,Asd-Zp,Amsterdam Centraal - Zutphen ,88.098214,"88,098214",Noord-Oost,NO,194789.959181,469198.262,52.2094455069185,5.96935015028551,Prorail,L0004,bestaand,,1198.290683,283,d95aefa9e36348eabc0d730f6cfff218,2,gerealiseerd,2016/01/28 11:13:28+00,5937129,0,0
041,,41,041__,Arnhem - Elst,Ah-Vl,Arnhem - Venlo ,4.610935,"4,610935",Noord-Oost,NO,186941.9665,440750.677255,51.9542750560598,5.85186922291148,Prorail,L0004,bestaand,,156.148077,283,bdec026427d94b5e854ee132ae4bb6cb,2,gerealiseerd,2020/01/10 09:41:11+00,5937142,0,0
517,b,517,517_b,Venlo,Mt-Vl,Maastricht - Venlo ,69.9,"69,900000",Zuid,Z,209617.1715,375368.802024,51.3648686652616,6.17145858610144,Prorail,L0004,bestaand,,886.80776,283,599b7ba2885c47bbb0fdcbc78a4946ca,1,gerealiseerd,2015/03/12 08:39:33+00,5937143,0,0
514,a,514,514_a,Nijmegen,Ah-Vl,Arnhem - Venlo ,16.913685,"16,913685",Noord-Oost,NO,187089.852,428519.667415,51.8443338175932,5.85288009322433,Prorail,L0004,bestaand,,1979.177404,283,703786bcd0a44e618ed6b88a714f8049,1,gerealiseerd,2015/03/11 15:01:58+00,5937145,0,0
609,,609,609__,Zutphen,Ah-Zl,Arnhem - Zwolle ,27.558643,"27,558643",Noord-Oost,NO,210241.600273,462161.0875,52.1448698498425,6.19425110150546,Prorail,L0004,bestaand,,2561.133942,283,3e48a83e07714ff1865b2973c9faefb2,1,gerealiseerd,2015/03/18 10:19:19+00,5937148,0,0
208,,208,208__,Apeldoorn - Zutphen,Asd-Zp,Amsterdam Centraal - Zutphen ,90.326872,"90,326872",Noord-Oost,NO,196936.546102,468745.3855,52.2052162389737,6.00069802112054,Prorail,L0004,bestaand,,308.334723,283,8c09699ed63e44be845c36fc1e26ca44,2,gerealiseerd,2015/03/03 14:55:35+00,5937196,0,0
514,a,514,514_a,Nijmegen,Ah-Vl,Arnhem - Venlo ,16.991202,"16,991202",Noord-Oost,NO,187067.1095,428445.567371,51.8436691083819,5.85254318727221,Prorail,L0004,bestaand,,565.626338,283,3f60762b1109492fabbd90505cd37de4,4,gerealiseerd,2015/03/11 15:02:23+00,5937203,0,0
514,a,514,514_a,Nijmegen,Ah-Vl,Arnhem - Venlo ,16.913076,"16,913076",Noord-Oost,NO,187113.35,428513.022281,51.844272736806,5.85322045967701,Prorail,L0004,bestaand,,921.164583,283,5fadeaef3a2b4e7ca729c62710448b73,1,gerealiseerd,2015/03/11 15:01:58+00,5937226,0,0
023,,23,023__,Apeldoorn - Deventer,Apd-Dv,Apeldoorn - Deventer ,2.724159,"2,724159",Noord-Oost,NO,197279.466537,469917.842,52.2157274092374,6.00586070241706,Prorail,L0004,bestaand,,101.448953,283,78b397f49b3449a8afbf38bdaed219f7,1,gerealiseerd,2015/01/29 13:33:51+00,5937228,0,0
514,a,514,514_a,Nijmegen,Ah-Vl,Arnhem - Venlo ,17.099187,"17,099187",Noord-Oost,NO,187035.588,428342.314511,51.8427428744855,5.85207619531725,Prorail,L0004,bestaand,,2896.768762,283,bc4b6007b94241639946b6d01445c065,1,gerealiseerd,2015/03/11 15:01:58+00,5937269,0,0
517,b,517,517_b,Venlo,Mt-Vl,Maastricht - Venlo ,69.891587,"69,891587",Zuid,Z,209605.4245,375347.735905,51.3646804575746,6.17128667182932,Prorail,L0004,bestaand,,1054.288241,283,10e37f839836481a833b391d1e5f0394,2,gerealiseerd,2021/01/08 15:17:38+00,5937279,0,0
023,,23,023__,Apeldoorn - Deventer,Apd-Dv,Apeldoorn - Deventer ,9.774569,"9,774569",Noord-Oost,NO,203749.114459,472490.5185,52.2383146086834,6.10089221314002,Prorail,L0004,bestaand,,95.883453,283,5a0f37d6844549e19bd92c0d9fd45de6,1,gerealiseerd,2015/01/29 13:33:51+00,5937283,0,0
609,,609,609__,Zutphen,Ah-Zl,Arnhem - Zwolle ,27.546664,"27,546664",Noord-Oost,NO,210239.222922,462139.0695,52.1446722069492,6.19421279494866,Prorail,L0004,bestaand,,249.939117,283,3a044665e8c54e2baea1ab498cccb165,1,gerealiseerd,2021/07/01 13:46:07+00,5937349,0,0
514,a,514,514_a,Nijmegen,Ah-Vl,Arnhem - Venlo ,17.098951,"17,098951",Noord-Oost,NO,187058.784,428335.37291,51.8426791487186,5.85241214108655,Prorail,L0004,bestaand,,1935.831389,283,068fbfe90f9e45bf9ed731c314687767,1,gerealiseerd,2015/03/11 15:01:58+00,5937351,0,0
041,,41,041__,Arnhem - Elst,Ah-Vl,Arnhem - Venlo ,4.610988,"4,610988",Noord-Oost,NO,186955.3505,440751.468017,51.9542813935979,5.85206399025402,Prorail,L0004,bestaand,,170.738645,283,bc633f52798b419096b8367089842680,2,gerealiseerd,2020/01/10 09:41:11+00,5937358,0,0
614,c,614,614_c,s Hertogenbosch,Ut-Btl,Utrecht Centraal - Boxtel ,47.746715,"47,746715",Zuid,Z,148602.0845,411467.09627,51.6919461055045,5.29467066071823,Prorail,L0004,bestaand,,1643.861713,283,24092b115f54489a904030f5e22b3791,1,gerealiseerd,2015/05/26 10:22:23+00,5937417,0,0
544,a,544,544_a,Breda,Bd-Ehv,Breda - Eindhoven ,0.598452,"0,598452",Zuid,Z,112868.106102,400880.6895,51.5952462701709,4.77915502928871,Prorail,L0004,bestaand,,140.010121,283,8568f81f854c41a88f3fa06b10f1f58a,1,gerealiseerd,2015/06/25 12:38:10+00,5937418,0,0
054,a,54,054_a,Boxtel - Eindhoven,Bd-Ehv,Breda - Eindhoven ,56.956693,"56,956693",Zuid,Z,159861.441,384581.797113,51.4503006153117,5.4571372212312,Prorail,L0004,bestaand,,22.061767,283,1bc381111c9345848460b9e0db520a03,1,gerealiseerd,2021/07/05 12:56:34+00,5938154,0,0
125,,125,125__,Tilburg - Boxtel,Bd-Ehv,Breda - Eindhoven ,30.194113,"30,194113",Zuid,Z,141568.8055,399246.334,51.5819754215241,5.19342083951864,Prorail,L0004,bestaand,,65.798498,283,5d64fd0421aa43a580689a23f7a9edb2,1,gerealiseerd,2021/10/21 06:38:14+00,5938157,0,0
121,a,121,121_a,Breda - Lage Zwaluwe,Bd-Rtd,Breda - Rotterdam Centraal ,4.67864,"4,678640",Zuid,Z,108894.6005,402062.754713,51.6055586095131,4.72165716642385,Prorail,L0004,bestaand,,190.04864,283,ac50aadca9344e8b977f5cb19a609cad,1,gerealiseerd,2015/06/11 08:37:32+00,5938161,0,0
624,a,624,624_a,Gouda,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,32.151083,"32,151083",Randstad Zuid,RZ,108212.244364,447887.3235,52.0173666560556,4.70560988287064,Prorail,L0004,bestaand,,769.748572,283,97028e88702f4015ae2b7c23b31089e1,1,gerealiseerd,2015/07/24 13:41:49+00,5938183,0,0
617,a,617,617_a,Boxtel,Bd-Ehv,Breda - Eindhoven ,39.129572,"39,129572",Zuid,Z,150236.9475,399523.487557,51.5846068590662,5.31847783255602,Prorail,L0004,bestaand,,599.719974,283,e5608a2d6bd340da9d768d2057d473ee,2,gerealiseerd,2015/06/30 12:56:21+00,5938223,0,0
617,a,617,617_a,Boxtel,Bd-Ehv,Breda - Eindhoven ,39.177833,"39,177833",Zuid,Z,150269.5245,399488.935678,51.5842965615738,5.31894833475402,Prorail,L0004,bestaand,,126.904377,283,87bb87512c9540de8ec5a07b147bb856,1,gerealiseerd,2015/06/30 12:56:13+00,5938224,0,0
614,c,614,614_c,s Hertogenbosch,Ut-Btl,Utrecht Centraal - Boxtel ,47.827636,"47,827636",Zuid,Z,148583.189,411388.502198,51.6912394482409,5.29439882781636,Prorail,L0004,bestaand,,240.591886,283,92e38f3f4d734fc7ac3a4976f68d88fb,4,gerealiseerd,2015/05/26 10:22:57+00,5938226,0,0
544,a,544,544_a,Breda,Bd-Ehv,Breda - Eindhoven ,0.660447,"0,660447",Zuid,Z,112929.435058,400884.1935,51.5952823622948,4.78003965844333,Prorail,L0004,bestaand,,173.148955,283,77d4b85538014aa9a2b3f37378165c99,1,gerealiseerd,2015/06/25 12:38:10+00,5938228,0,0
123,,123,123__,Breda - Tilburg,Bd-Ehv,Breda - Eindhoven ,15.753932,"15,753932",Zuid,Z,127710.587562,398369.076,51.5735881847448,4.99355104244777,Prorail,L0004,bestaand,,298.498637,283,c468d54da1af4bbabd39cc334fa7383c,2,gerealiseerd,2020/04/06 09:03:05+00,5938297,0,0
614,c,614,614_c,s Hertogenbosch,Ut-Btl,Utrecht Centraal - Boxtel ,47.972263,"47,972263",Zuid,Z,148521.184,411254.375306,51.6900331381918,5.29350457585139,Prorail,L0004,bestaand,,12505.925331,283,4e9602aa58514167ba8d722fbf0480fc,2,gerealiseerd,2019/03/13 14:11:07+00,5938300,0,0
617,a,617,617_a,Boxtel,Bd-Ehv,Breda - Eindhoven ,39.166582,"39,166582",Zuid,Z,150284.117,399517.370384,51.5845522714975,5.31915849837671,Prorail,L0004,bestaand,,127.201263,283,9655ab7d6ca841c89e6df96b7e26a520,1,gerealiseerd,2015/06/30 12:56:13+00,5938307,0,0
614,c,614,614_c,s Hertogenbosch,Ut-Btl,Utrecht Centraal - Boxtel ,47.747055,"47,747055",Zuid,Z,148577.1395,411472.940024,51.6919983468786,5.29430978136726,Prorail,L0004,bestaand,,2343.562126,283,a5b90d00e44e4860aa176a204f4c99e2,2,gerealiseerd,2015/05/26 10:22:35+00,5938308,0,0
551,b,551,551_b,Tilburg,Bd-Ehv,Breda - Eindhoven ,22.139842,"22,139842",Zuid,Z,133935.1173,396887.6865,51.5605404783313,5.08342769739415,Prorail,L0004,bestaand,,6858.98825,283,79740a188d7f4f16933fa4bc57d21053,2,gerealiseerd,2020/09/04 12:17:52+00,5938309,0,0
617,a,617,617_a,Boxtel,Bd-Ehv,Breda - Eindhoven ,39.118058,"39,118058",Zuid,Z,150251.1105,399551.880195,51.584862188076,5.31868179847144,Prorail,L0004,bestaand,,591.345684,283,50e9d5738fb34e92ab525dc1b65d4c89,2,gerealiseerd,2015/06/30 12:56:21+00,5938376,0,0
