GEOCODE,SUBCODE,GEOCODE_NR,GEOSUBCODE,GEOCODE_NAAM,KMLINT,KMLINT_OMSCHRIJVING,KM_GEOCODE_VLAKPUNT,KM_GEOCODE_VLAKPUNT_T,REGIO_NAAM,REGIO_AFKORTING,X_VLAKPUNT,Y_VLAKPUNT,LATITUDE_VLAKPUNT,LONGITUDE_VLAKPUNT,BGTBRONHOUDER,BGTBRONHOUDERCODE,BGTSTATUS,DOCUMENT,OPPERVLAKTE,POSITIONELE_NAUWKEURIGHEID_MM,PUIC,RELATIEVEHOOGTELIGGING,STATUS,TIJDSTIP_REGISTRATIE,ID,Shape__Area,Shape__Length
586,,586,586__,Amsterdam Centraal,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,80.779341,"80,779341",Randstad Noord,RN,121845.475783,488022.169,52.3790644395378,4.9002838978117,Prorail,L0004,bestaand,,34407.983823,283,8ae5bc2361d141ea81ef83d4dfe6f7c7,2,,2019/08/23 17:35:40+00,5941088,0,0
,,,,,,,,,,,125270.796976,480057.4435,52.3076783929233,4.95129143606943,Prorail,L0004,bestaand,,39.507266,283,5aab063fd45247598b6555553a9e2079,1,gerealiseerd,2015/09/09 10:50:53+00,5941089,0,0
133,a,133,133_a,Amsterdam Riekerpolder - Warmond,Asra-Wmd,Amsterdam Riekerpolder Aansl. - Warmond ,19.004446,"19,004446",Randstad Noord,RN,108036.132794,478555.8765,52.2929823183455,4.69880673749119,Prorail,L0004,bestaand,,710.134712,283,3cca6e0bbae84505b0ec70a6a0f0d3d6,2,gerealiseerd,2020/12/04 11:40:10+00,5941092,0,0
609,,609,609__,Zutphen,Ah-Zl,Arnhem - Zwolle ,27.640863,"27,640863",Noord-Oost,NO,210326.097779,462182.6395,52.1450550873943,6.19548895132689,Prorail,L0004,bestaand,,95.250259,283,8f42f3d4ec6e47ebb725c0e22dfaa52b,1,gerealiseerd,2015/03/18 10:19:19+00,5941093,0,0
080,,80,080__,Amsterdam Bijlmer - Nieuwersluis=Loenen,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,6.393632,"6,393632",Randstad Noord,RN,125283.350548,480034.76,52.3074752038698,4.95147749988353,Prorail,L0004,bestaand,,42.86914,283,e530f3e9b25f4807ad238434fefb1632,1,gerealiseerd,2015/09/09 10:50:53+00,5941111,0,0
144,a,144,144_a,Duivendrecht - Amsterdam Riekerpolder,Gpda-Asra,Gaasperdammerweg Aansl. - Amsterdam Riekerpolder Aansl. ,156.272999,"156,272999",Randstad Noord,RN,118938.537558,483520.8995,52.3384270513599,4.85807574132059,Prorail,L0004,bestaand,,77.75872,283,c8df5ce565124c6594b7b29a94ff67d4,2,gerealiseerd,2021/01/22 17:03:08+00,5941112,0,0
096,a,96,096_a,Amsterdam Muiderpoort - Duivendrecht,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,2.221407,"2,221407",Randstad Noord,RN,123221.346362,483658.4105,52.3399271985389,4.92090212223637,Prorail,L0004,bestaand,,89.254317,283,b8537e9a774f4cbd9895e31d9349c791,2,gerealiseerd,2015/09/10 11:33:59+00,5941113,0,0
527,c,527,527_c,Haarlem,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,16.883119,"16,883119",Randstad Noord,RN,103996.074567,489214.939,52.3884157052757,4.6379771404589,Prorail,L0004,bestaand,,159.828283,283,8a4d17cd935d44299e4fc361768d5bc0,1,gerealiseerd,2020/11/13 14:13:10+00,5941115,0,0
027,,27,027__,Diemen - Duivendrecht,Gpda-Asra,Gaasperdammerweg Aansl. - Amsterdam Riekerpolder Aansl. ,148.816783,"148,816783",Randstad Noord,RN,125571.064676,482565.7545,52.3302378585554,4.95547507086004,Prorail,L0004,bestaand,,632.632098,283,5786d25ba0ab4fc5ab431707561d4752,1,gerealiseerd,2015/09/08 10:30:20+00,5941116,0,0
096,a,96,096_a,Amsterdam Muiderpoort - Duivendrecht,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,2.228522,"2,228522",Randstad Noord,RN,123239.340554,483658.6155,52.3399300809617,4.92116613115449,Prorail,L0004,bestaand,,46.537827,283,4576177bac5346fba6328e1f20dd3fca,1,gerealiseerd,2022/05/25 10:54:52+00,5941117,0,0
524,b,524,524_b,Zaandam,Hdr-Zd,Den Helder - Zaandam ,71.251998,"71,251998",Randstad Noord,RN,116007.058234,494614.702,52.4379287889344,4.81377611580277,Prorail,L0004,bestaand,,12.921568,283,393f00e3b7a845f2aa6830bde7be038b,1,gerealiseerd,2015/09/30 14:55:00+00,5941119,0,0
078,,78,078__,Uitgeest - Zaandam,Hdr-Zd,Den Helder - Zaandam ,68.957382,"68,957382",Randstad Noord,RN,115464.2445,496826.826459,52.4577703640819,4.80553267386655,Prorail,L0004,bestaand,,157.671218,283,0d628823ec5549d69e45271252cd74cc,1,gerealiseerd,2020/06/29 09:07:06+00,5941142,0,0
080,,80,080__,Amsterdam Bijlmer - Nieuwersluis=Loenen,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,7.676614,"7,676614",Randstad Noord,RN,125891.3045,478905.328197,52.2973569520659,4.96048896689883,Prorail,L0004,bestaand,,38.754207,283,01a9250e2f6a4f0bbb6fe0be94017f13,3,gerealiseerd,2015/09/09 10:51:10+00,5941143,0,0
080,,80,080__,Amsterdam Bijlmer - Nieuwersluis=Loenen,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,10.025409,"10,025409",Randstad Noord,RN,127011.8085,476839.009349,52.278843981112,4.9770857382117,Prorail,L0004,bestaand,,114.822235,283,ec0a57c870d64482b7d511e4c9eb2dfd,1,gerealiseerd,2015/09/09 10:50:51+00,5941145,0,0
,,,,,,,,,,,125693.430654,482597.133,52.3305264063794,4.9572674287926,Prorail,L0004,bestaand,,585.49173,283,dd1f94cf5c494d49aa3dfc697aaea4c6,3,gerealiseerd,2015/09/08 10:30:40+00,5941146,0,0
027,,27,027__,Diemen - Duivendrecht,Gpda-Asra,Gaasperdammerweg Aansl. - Amsterdam Riekerpolder Aansl. ,148.889691,"148,889691",Randstad Noord,RN,125507.608,482530.686736,52.3299192894577,4.95454724274889,Prorail,L0004,bestaand,,109.027301,283,a8a9e23c91334eef9765a6c29fff7979,1,gerealiseerd,2015/09/08 10:30:20+00,5941147,0,0
145,,145,145__,Amsterdam Sloterdijk - Amsterdam Riekerpolder,Sgra-Asra,Amsterdam Singelgracht Aansl. - Amsterdam Riekerpolder Aansl. ,56.603416,"56,603416",Randstad Noord,RN,117330.8645,485069.896323,52.3522404849398,4.83431408263239,Prorail,L0004,bestaand,,141.695984,283,9a2fcb80cf564b87bcfcfc72f8ec5f70,1,gerealiseerd,2015/09/21 10:13:57+00,5941149,0,0
133,a,133,133_a,Amsterdam Riekerpolder - Warmond,Asra-Wmd,Amsterdam Riekerpolder Aansl. - Warmond ,19.073284,"19,073284",Randstad Noord,RN,107977.817,478518.30121,52.2926396433507,4.69795723829871,Prorail,L0004,bestaand,,79.37711,283,7669dc0df7cd47a2b490f75d28d232d1,1,gerealiseerd,2015/09/11 08:55:36+00,5941150,0,0
,,,,,,,,,,,125916.247,478918.717626,52.2974786080919,4.9608534444377,Prorail,L0004,bestaand,,40.907814,283,6606ab51cdcf4852ae2cb31fd84a39ca,3,gerealiseerd,2015/09/09 10:51:10+00,5941151,0,0
144,a,144,144_a,Duivendrecht - Amsterdam Riekerpolder,Gpda-Asra,Gaasperdammerweg Aansl. - Amsterdam Riekerpolder Aansl. ,154.043294,"154,043294",Randstad Noord,RN,121109.012713,483366.14,52.3371742805732,4.88993743018275,Prorail,L0004,bestaand,,596.635017,283,24be8145ff2c4159b9804999eea4a8d2,1,gerealiseerd,2021/01/22 17:02:30+00,5941154,0,0
078,,78,078__,Uitgeest - Zaandam,Hdr-Zd,Den Helder - Zaandam ,67.720795,"67,720795",Randstad Noord,RN,115461.041,498068.028408,52.4689248332035,4.80533883556503,Prorail,L0004,bestaand,,117.947776,283,efca1aa9c00e4c4c8a2f7a1a4401a808,1,gerealiseerd,2015/09/08 11:09:33+00,5941177,0,0
558,a,558,558_a,Amsterdam Riekerpolder,Sgra-Asra,Amsterdam Singelgracht Aansl. - Amsterdam Riekerpolder Aansl. ,57.30696,"57,306960",Randstad Noord,RN,117338.237,484366.850667,52.3459225324543,4.83450097275536,Prorail,L0004,bestaand,,241.64556,283,dc0280cd86ac4e0ebfb432f06d9327f8,1,gerealiseerd,2018/09/21 09:00:54+00,5941178,0,0
080,,80,080__,Amsterdam Bijlmer - Nieuwersluis=Loenen,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,10.025306,"10,025306",Randstad Noord,RN,127016.879,476841.673115,52.2788681795008,4.97715981505425,Prorail,L0004,bestaand,,448.773378,283,a6d7fe9c91574e2193de99735a9712da,1,gerealiseerd,2015/09/09 10:50:51+00,5941179,0,0
080,,80,080__,Amsterdam Bijlmer - Nieuwersluis=Loenen,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,6.5805,"6,580500",Randstad Noord,RN,125374.321451,479870.052,52.3059998014336,4.95282581077207,Prorail,L0004,bestaand,,48.823791,283,8ca2cd696045462e80ff1e2c04e9cf96,1,gerealiseerd,2015/09/09 10:50:52+00,5941182,0,0
096,a,96,096_a,Amsterdam Muiderpoort - Duivendrecht,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,2.176019,"2,176019",Randstad Noord,RN,123218.266,483706.041059,52.3403550943469,4.92085242796559,Prorail,L0004,bestaand,,933.820016,283,4f3dc56fc41e4437988e8552eaac66cc,1,gerealiseerd,2022/04/09 09:53:41+00,5941185,0,0
133,a,133,133_a,Amsterdam Riekerpolder - Warmond,Asra-Wmd,Amsterdam Riekerpolder Aansl. - Warmond ,19.045551,"19,045551",Randstad Noord,RN,108013.663871,478512.0015,52.2925860882117,4.69848351912422,Prorail,L0004,bestaand,,425.939531,283,1859fe0f66d5465da28bcc741e5a2b25,3,gerealiseerd,2020/12/04 11:40:22+00,5941188,0,0
144,a,144,144_a,Duivendrecht - Amsterdam Riekerpolder,Gpda-Asra,Gaasperdammerweg Aansl. - Amsterdam Riekerpolder Aansl. ,156.355343,"156,355343",Randstad Noord,RN,118856.069587,483515.882,52.3383765410557,4.85686628020807,Prorail,L0004,bestaand,,164.268954,283,ff9f7530fffe4a17976dd33758648d30,1,gerealiseerd,2022/02/11 08:53:52+00,5941212,0,0
096,b,96,096_b,Amsterdam Muiderpoort - Duivendrecht,Asdm-Asa,Amsterdam Muiderpoort - Amsterdam Amstel ,105.851964,"105,851964",Randstad Noord,RN,122994.354,484387.442883,52.3464661125495,4.91750215621658,Prorail,L0004,bestaand,,10299.96324,283,b04783a81df644bba01b62333ec7bafd,1,gerealiseerd,2021/02/01 16:01:43+00,5941215,0,0
,,,,,,,,,,,124996.8695,480547.754196,52.3120701710318,4.94723138732884,Prorail,L0004,bestaand,,4761.318257,283,79a2f58de2f243ceb09cb184cb8d96aa,3,gerealiseerd,2015/10/02 15:30:20+00,5941217,0,0
,,,,,,,,,,,124957.4845,480573.492895,52.3122993470371,4.94665155977625,Prorail,L0004,bestaand,,4080.0772,283,3eef837ad5c745cd98c1f1647b00cba9,3,gerealiseerd,2015/10/02 15:30:20+00,5941219,0,0
023,,23,023__,Apeldoorn - Deventer,Apd-Dv,Apeldoorn - Deventer ,2.724034,"2,724034",Noord-Oost,NO,197286.181537,469904.813,52.2156097973254,6.00595732768543,Prorail,L0004,bestaand,,101.448953,283,2b28d553066d49fea80c741425b6130c,1,gerealiseerd,2015/01/29 13:33:51+00,5941226,0,0
558,a,558,558_a,Amsterdam Riekerpolder,Sgra-Asra,Amsterdam Singelgracht Aansl. - Amsterdam Riekerpolder Aansl. ,57.243353,"57,243353",Randstad Noord,RN,117337.432,484430.123295,52.3464911255113,4.83448207898408,Prorail,L0004,bestaand,,298.858429,283,be3c0a9cc907457abbcbba6ac63a69a6,1,gerealiseerd,2015/10/05 12:31:04+00,5941238,0,0
145,,145,145__,Amsterdam Sloterdijk - Amsterdam Riekerpolder,Sgra-Asra,Amsterdam Singelgracht Aansl. - Amsterdam Riekerpolder Aansl. ,56.536634,"56,536634",Randstad Noord,RN,117330.094,485136.820178,52.3528418941336,4.83429528101894,Prorail,L0004,bestaand,,373.62926,283,a9da46569bab4b35a266aa41833d2a7c,1,gerealiseerd,2015/09/21 10:13:57+00,5941239,0,0
145,,145,145__,Amsterdam Sloterdijk - Amsterdam Riekerpolder,Sgra-Asra,Amsterdam Singelgracht Aansl. - Amsterdam Riekerpolder Aansl. ,55.19684,"55,196840",Randstad Noord,RN,117316.143,486475.254612,52.3648697786217,4.83394055971877,Prorail,L0004,bestaand,,215.567068,283,af044aa9dc3d4437b709b251b66ec600,1,gerealiseerd,2015/09/21 10:13:57+00,5941240,0,0
096,a,96,096_a,Amsterdam Muiderpoort - Duivendrecht,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,2.176734,"2,176734",Randstad Noord,RN,123202.4025,483699.335758,52.3402939138163,4.92062029433315,Prorail,L0004,bestaand,,978.423312,283,780d6879442149b2add1ad756c20445c,1,gerealiseerd,2022/07/22 14:35:55+00,5941242,0,0
080,,80,080__,Amsterdam Bijlmer - Nieuwersluis=Loenen,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,7.655295,"7,655295",Randstad Noord,RN,125875.2365,478921.024495,52.2974971723819,4.96025207166659,Prorail,L0004,bestaand,,40.176715,283,6ef6db8568be46d3927b5e4aca4131ca,2,gerealiseerd,2015/09/09 10:51:02+00,5941244,0,0
527,c,527,527_c,Haarlem,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,17.009783,"17,009783",Randstad Noord,RN,103858.939529,489203.3855,52.388299113755,4.63596460705695,Prorail,L0004,bestaand,,3409.681106,283,26fc16b4b47e4d109d52d0b90c591daf,1,gerealiseerd,2022/09/21 14:50:31+00,5941245,0,0
927,,927,927__,Watergraafsmeer,Wgm-Dmn,Watergraafsmeer - Diemen ,905.221584,"905,221584",Randstad Noord,RN,125101.468854,485101.388,52.3530012881685,4.94836100009006,Prorail,L0004,bestaand,,193.30919,283,fa8c2347b14a49a9ae9c4a39aa6ea01b,1,gerealiseerd,2019/12/18 13:34:53+00,5941248,0,0
527,c,527,527_c,Haarlem,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,16.938521,"16,938521",Randstad Noord,RN,103930.3785,489193.366062,52.3882157221024,4.63701545171253,Prorail,L0004,bestaand,,458.093595,283,fbc04d67258841f189ba0d980e8fb105,3,gerealiseerd,2015/10/01 11:27:20+00,5941271,0,0
080,,80,080__,Amsterdam Bijlmer - Nieuwersluis=Loenen,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,6.383718,"6,383718",Randstad Noord,RN,125278.625,480043.286473,52.30755158002,4.95140746106125,Prorail,L0004,bestaand,,100.688464,283,ce62212bb9ab4e38b13ed0137a35ab92,1,gerealiseerd,2015/09/09 10:50:53+00,5941274,0,0
080,,80,080__,Amsterdam Bijlmer - Nieuwersluis=Loenen,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,6.373372,"6,373372",Randstad Noord,RN,125273.704124,480052.1905,52.3076313388326,4.95133452475412,Prorail,L0004,bestaand,,48.641227,283,b7c1dbb1e07c489da123ef114927efb0,1,gerealiseerd,2015/09/09 10:50:53+00,5941275,0,0
,,,,,,,,,,,125011.2545,480566.777073,52.3122419226285,4.9474406343598,Prorail,L0004,bestaand,,4074.053835,283,86530b886aaf4520a7b828cdeddb1899,3,gerealiseerd,2015/10/02 15:30:20+00,5941277,0,0
527,c,527,527_c,Haarlem,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,16.741373,"16,741373",Randstad Noord,RN,104153.793,489153.1087,52.3878746760761,4.64030313419556,Prorail,L0004,bestaand,,365.469868,283,7460e5401685483eadf229efcd9a9c81,3,gerealiseerd,2015/10/01 11:27:20+00,5941278,0,0
078,,78,078__,Uitgeest - Zaandam,Hdr-Zd,Den Helder - Zaandam ,67.696154,"67,696154",Randstad Noord,RN,115432.1955,498092.207648,52.4691400484997,4.80491149764253,Prorail,L0004,bestaand,,127.561513,283,4392eb0a3cbb4939a76789145aeee868,1,gerealiseerd,2019/06/11 10:48:27+00,5941279,0,0
524,b,524,524_b,Zaandam,Hdr-Zd,Den Helder - Zaandam ,71.256739,"71,256739",Randstad Noord,RN,116027.904312,494615.414,52.4379366704336,4.81408257972953,Prorail,L0004,bestaand,,57.791074,283,b57022d8a66b4830b1e149c40e2114ab,1,gerealiseerd,2022/09/27 09:46:14+00,5941303,0,0
144,a,144,144_a,Duivendrecht - Amsterdam Riekerpolder,Gpda-Asra,Gaasperdammerweg Aansl. - Amsterdam Riekerpolder Aansl. ,154.09863,"154,098630",Randstad Noord,RN,121079.980126,483417.513,52.3376341970336,4.88950628875009,Prorail,L0004,bestaand,,394.24137,283,7eff70038aa64fdebc395d1e3f446455,1,gerealiseerd,2015/09/14 08:04:24+00,5941305,0,0
535,a,535,535_a,Amsterdam Bijlmer Arena,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,5.747516,"5,747516",Randstad Noord,RN,124933.3925,480577.038118,52.3123298933759,4.94629796128363,Prorail,L0004,bestaand,,3098.134986,283,7398e86d52824bbd80ccfbc1178cf7a5,3,gerealiseerd,2015/10/02 15:30:20+00,5941307,0,0
144,a,144,144_a,Duivendrecht - Amsterdam Riekerpolder,Gpda-Asra,Gaasperdammerweg Aansl. - Amsterdam Riekerpolder Aansl. ,155.269076,"155,269076",Randstad Noord,RN,119944.106222,483561.89,52.3388604964645,4.87282556573393,Prorail,L0004,bestaand,,1661.565091,283,2b72405861cc4fb69b4d74d586048393,2,gerealiseerd,2018/06/22 09:35:01+00,5941309,0,0
080,,80,080__,Amsterdam Bijlmer - Nieuwersluis=Loenen,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,6.526613,"6,526613",Randstad Noord,RN,125348.462,479916.816381,52.3064187020066,4.95244255300427,Prorail,L0004,bestaand,,682.458199,283,3745c9a870bb433da3bc3baa17af1c89,1,gerealiseerd,2015/09/09 10:50:53+00,5941310,0,0
523,a,523,523_a,Amsterdam Sloterdijk,Sgra-Asra,Amsterdam Singelgracht Aansl. - Amsterdam Riekerpolder Aansl. ,53.577162,"53,577162",Randstad Noord,RN,117605.2085,488059.176412,52.3791246021575,4.8380081253275,Prorail,L0004,bestaand,,218.528276,283,908c029e2ebe431ca18df08da36e715d,1,gerealiseerd,2015/09/28 10:48:08+00,5941338,0,0
050,,50,050__,Amsterdam Muiderpoort - Diemen,Asd-Zp,Amsterdam Centraal - Zutphen ,5.168356,"5,168356",Randstad Noord,RN,125115.630057,485069.318,52.3527138331117,4.94857169729677,Prorail,L0004,bestaand,,158.284502,283,01c07cd76d7b4333916fd851539d0c6b,2,gerealiseerd,2019/12/18 13:34:53+00,5941345,0,0
,,,,,,,,,,,124325.261936,481845.3625,52.3236953037784,4.93726498295377,Prorail,L0004,bestaand,,591.790296,283,dd469c7d7ad9401d9a3f873b720de555,3,gerealiseerd,2015/10/08 13:29:52+00,5941347,0,0
096,a,96,096_a,Amsterdam Muiderpoort - Duivendrecht,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,3.516098,"3,516098",Randstad Noord,RN,123840.1775,482523.299221,52.329760929789,4.93008724746291,Prorail,L0004,bestaand,,909.491139,283,a9013381162f40ea9b8f471d4e1d2ea2,1,gerealiseerd,2021/02/01 16:01:55+00,5941348,0,0
145,,145,145__,Amsterdam Sloterdijk - Amsterdam Riekerpolder,Sgra-Asra,Amsterdam Singelgracht Aansl. - Amsterdam Riekerpolder Aansl. ,56.01142,"56,011420",Randstad Noord,RN,117315.805,485661.992408,52.35756077045,4.83402672929709,Prorail,L0004,bestaand,,1608.016992,283,c964e9c00fca47c491a65e45932f849c,4,gerealiseerd,2022/11/30 22:09:42+00,5941365,0,0
523,b,523,523_b,Amsterdam Sloterdijk,Zd-Sgra,Zaandam - Amsterdam Singelgracht Aansl. ,178.701563,"178,701563",Randstad Noord,RN,117672.5775,489159.197031,52.3890152999266,4.83887524976934,Prorail,L0004,bestaand,,2019.569613,283,b90e607ba5e1475f842fa092e69e54eb,3,gerealiseerd,2021/05/06 15:16:00+00,5941367,0,0
133,a,133,133_a,Amsterdam Riekerpolder - Warmond,Asra-Wmd,Amsterdam Riekerpolder Aansl. - Warmond ,19.066473,"19,066473",Randstad Noord,RN,107996.446,478499.704042,52.2924740986064,4.69823287174589,Prorail,L0004,bestaand,,75.569233,283,57d6a15bcef24af0b32f191ff1f0ff16,1,gerealiseerd,2015/09/11 08:55:36+00,5941370,0,0
558,a,558,558_a,Amsterdam Riekerpolder,Sgra-Asra,Amsterdam Singelgracht Aansl. - Amsterdam Riekerpolder Aansl. ,57.206178,"57,206178",Randstad Noord,RN,117337.1855,484467.113572,52.3468235502139,4.83447432205757,Prorail,L0004,bestaand,,69.779072,283,4be9dd0e225e4319935b788ab5f65bc2,2,gerealiseerd,2021/02/12 16:03:11+00,5941372,0,0
523,a,523,523_a,Amsterdam Sloterdijk,Sgra-Asra,Amsterdam Singelgracht Aansl. - Amsterdam Riekerpolder Aansl. ,52.453598,"52,453598",Randstad Noord,RN,117619.9425,489167.463105,52.3890860066047,4.83810117061749,Prorail,L0004,bestaand,,3625.493496,283,15f42d743c91455486f00f81f7c45096,3,gerealiseerd,2021/05/06 15:16:00+00,5941374,0,0
144,a,144,144_a,Duivendrecht - Amsterdam Riekerpolder,Gpda-Asra,Gaasperdammerweg Aansl. - Amsterdam Riekerpolder Aansl. ,153.969096,"153,969096",Randstad Noord,RN,121164.956372,483317.419,52.3367398539834,4.89076313158176,Prorail,L0004,bestaand,,2716.546545,283,6db672cce4f44042bc9816ba13ae656b,3,gerealiseerd,2021/01/22 17:02:47+00,5941401,0,0
080,,80,080__,Amsterdam Bijlmer - Nieuwersluis=Loenen,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,6.570262,"6,570262",Randstad Noord,RN,125369.404,479878.933703,52.3060793606924,4.95275293173366,Prorail,L0004,bestaand,,100.343073,283,152e40e1d66d405589e10d39e253f59b,1,gerealiseerd,2015/09/09 10:50:52+00,5941404,0,0
133,a,133,133_a,Amsterdam Riekerpolder - Warmond,Asra-Wmd,Amsterdam Riekerpolder Aansl. - Warmond ,18.997155,"18,997155",Randstad Noord,RN,108054.63745,478537.861,52.2928219885766,4.69908046650234,Prorail,L0004,bestaand,,664.733907,283,1b785e59151f4294a113794092b05a53,2,gerealiseerd,2020/12/04 11:41:14+00,5941405,0,0
524,b,524,524_b,Zaandam,Hdr-Zd,Den Helder - Zaandam ,71.240183,"71,240183",Randstad Noord,RN,116005.022,494626.339868,52.4380332344512,4.8137448176107,Prorail,L0004,bestaand,,6.333314,283,c257b83e91064c20a9c4650832acb6d9,1,gerealiseerd,2021/04/23 10:09:14+00,5941407,0,0
527,c,527,527_c,Haarlem,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,16.828824,"16,828824",Randstad Noord,RN,104064.983658,489203.9435,52.3883232892003,4.63899097242432,Prorail,L0004,bestaand,,398.584511,283,aa4a19526eb141319544bcca8393a2cd,2,gerealiseerd,2020/11/13 14:13:34+00,5941408,0,0
526,a,526,526_a,Amsterdam Muiderpoort,Asd-Zp,Amsterdam Centraal - Zutphen ,3.686317,"3,686317",Randstad Noord,RN,123970.4925,485988.040681,52.3609072518442,4.93167951530869,Prorail,L0004,bestaand,,566.028994,283,b0c1f6d60aac41af860afc6395c3eb8e,1,gerealiseerd,2015/09/21 10:18:29+00,5941409,0,0
104,,104,104__,Leiden Centraal - Den Haag Mariahoeve,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,51.167484,"51,167484",Randstad Zuid,RZ,89713.964,460206.795252,52.1262138385282,4.43380543497987,Prorail,L0004,bestaand,,388.6451,283,59fae4b43c8948339c5d0dfa1468c88b,2,,2022/04/05 08:54:38+00,5941414,0,0
107,,107,107__,Moordrecht Aansl. - Den Haag Binckhorst,Gd-Gvc,Gouda - Den Haag Centraal ,19.990144,"19,990144",Randstad Zuid,RZ,86606.590336,452441.024,52.0560479340693,4.38999128804758,Prorail,L0004,bestaand,,163.042528,283,8e89daadab744afbaf8be224cdb33004,1,,2018/11/14 14:54:56+00,5941416,0,0
563,,563,563__,Den Haag Mariahoeve,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,57.145209,"57,145209",Randstad Zuid,RZ,85229.448858,456284.8285,52.0904201277967,4.36912906112101,Prorail,L0004,bestaand,,190.739824,283,7344f136bc3244118cc8f1269b837790,1,gerealiseerd,2022/03/14 08:32:23+00,5941421,0,0
104,,104,104__,Leiden Centraal - Den Haag Mariahoeve,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,51.168277,"51,168277",Randstad Zuid,RZ,89700.8865,460216.218777,52.126296983342,4.43361267645697,Prorail,L0004,bestaand,,375.341774,283,85645b85b5a94e778f962ebbd3d8b070,2,,2018/11/14 13:46:43+00,5941424,0,0
563,,563,563__,Den Haag Mariahoeve,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,57.142356,"57,142356",Randstad Zuid,RZ,85215.702394,456308.801,52.0906338328622,4.36892360052762,Prorail,L0004,bestaand,,273.565045,283,9087da2d11cb4af3bbc2a19bc03a0677,1,,2018/11/15 09:38:28+00,5941425,0,0
,,,,,,,,,,,124234.661562,481794.1985,52.3232304102299,4.93594076112188,Prorail,L0004,bestaand,,608.940746,283,640593516b2c4443ad9ed2e16d3be51b,3,gerealiseerd,2015/10/08 13:29:52+00,5941438,0,0
080,,80,080__,Amsterdam Bijlmer - Nieuwersluis=Loenen,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,7.655043,"7,655043",Randstad Noord,RN,125907.8995,478939.006085,52.297660509311,4.96072932909713,Prorail,L0004,bestaand,,415.192216,283,33a24729a909470ebfde768abd42d50b,1,gerealiseerd,2018/03/23 20:36:52+00,5941468,0,0
589,c,589,589_c,Duivendrecht,Gpda-Asra,Gaasperdammerweg Aansl. - Amsterdam Riekerpolder Aansl. ,150.253725,"150,253725",Randstad Noord,RN,124311.656537,481873.6735,52.3239489877103,4.93706284560575,Prorail,L0004,bestaand,,609.723199,283,c4d4c4f3d55e4c64bb23057955bec8c6,3,gerealiseerd,2015/10/08 13:29:52+00,5941470,0,0
527,c,527,527_c,Haarlem,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,16.70934,"16,709340",Randstad Noord,RN,104184.2914,489141.151,52.3877700378555,4.64075291098943,Prorail,L0004,bestaand,,1153.640297,283,b82dfd1351404d5c9b419bc192c594e1,1,gerealiseerd,2015/10/01 11:27:04+00,5941472,0,0
096,a,96,096_a,Amsterdam Muiderpoort - Duivendrecht,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,2.227826,"2,227826",Randstad Noord,RN,123223.754801,483652.4375,52.3398736561537,4.92093802491788,Prorail,L0004,bestaand,,46.759496,283,8e7ac2e19b894dda8aa08a96ab738ff0,1,gerealiseerd,2015/09/10 11:33:50+00,5941473,0,0
080,,80,080__,Amsterdam Bijlmer - Nieuwersluis=Loenen,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,6.560381,"6,560381",Randstad Noord,RN,125364.670369,479887.5135,52.3061562164423,4.95268277411027,Prorail,L0004,bestaand,,42.571738,283,90981707ab4e4d07864a23cd760f38cf,1,gerealiseerd,2015/09/09 10:50:53+00,5941481,0,0
