index,jaar,fase,verantwoordelijk_minister,hoofdstuk_naam,hoofdstuk_nummer,artikel_naam,artikel_nummer,beleid_of_niet_beleid,rbv_model,artikelonderdeel_naam,artikelonderdeel_nummer,instrument_of_uitsplitsing_apparaat_naam,instrument_of_uitsplitsing_apparaat_nummer,regeling_detailniveau_naam,regeling_detailniveau_nummer,vuo,bedrag
XVI.9.26437.10.333641.U,2020,OWB,"Hugo de Jonge (Minister van Volksgezondheid, Welzijn en Sport) en Bruno Bruins (Minister voor Medische Zorg en Sport)","Volksgezondheid, Welzijn en Sport",XVI,Algemeen,9,,,"1. Internationale samenwerking",26437,"Bijdrage aan (inter-)nationale organisaties",10,EMA,333641,U,0
X.6.35236.4.333642.U,2020,OWB,"Drs. A.Th.B. Bijleveld-Schouten",Defensie,X,Investeringen,6,,,,35236,Bekostiging,4,"Bijdrage grote onderzoeksfaciliteiten",333642,U,0
XV.13.35236.0.333643.O,2020,OWB,"W. Koolmees","Sociale Zaken en Werkgelegenheid",XV,"Integratie en maatschappelijke samenhang",13,,,,35236,0,0,"Ontvangsten algemeen",333643,O,0
XIV.11.35236.6.333644.U,2020,OWB,C.J.Schouten,"Landbouw, Natuur en Voedselkwaliteit",XIV,"Een weerbaar, veerkrachtig en veilig agro-, voedsel- en visserijsysteem",11,,,,35236,Opdrachten,6,"Kennisontwikkeling en agrarische innovatie",333644,U,0
X.6.35236.6.333645.U,2020,OWB,"Drs. A.Th.B. Bijleveld-Schouten",Defensie,X,Investeringen,6,,,,35236,Opdrachten,6,"Investeringen IT",333645,U,0
X.6.35236.6.333646.U,2020,OWB,"Drs. A.Th.B. Bijleveld-Schouten",Defensie,X,Investeringen,6,,,,35236,Opdrachten,6,"Investeringen infrastructuur",333646,U,0
X.6.35236.10.333647.U,2020,OWB,"Drs. A.Th.B. Bijleveld-Schouten",Defensie,X,Investeringen,6,,,,35236,"Bijdrage aan (inter-)nationale organisaties",10,"Investeringen infrastructuur NAVO",333647,U,0
VII.3.45581.6.333648.U,2020,OWB,"K.H. Ollongren","Binnenlandse Zaken en Koninkrijksrelaties",VII,Woningmarkt,3,,,"3.1 Woningmarkt",45581,Opdrachten,6,Woningmarkt,333648,U,0
X.6.35236.6.333649.U,2020,OWB,"Drs. A.Th.B. Bijleveld-Schouten",Defensie,X,Investeringen,6,,,,35236,Opdrachten,6,"Investeringen materieel",333649,U,0
XV.2.35236.1.333650.U,2020,OWB,"W. Koolmees","Sociale Zaken en Werkgelegenheid",XV,"Bijstand, Participatiewet en Toeslagenwet",2,,,,35236,"Subsidies (regelingen)",1,Sectorplannen,333650,U,0
XIV.11.35236.1.333651.U,2020,OWB,C.J.Schouten,"Landbouw, Natuur en Voedselkwaliteit",XIV,"Een weerbaar, veerkrachtig en veilig agro-, voedsel- en visserijsysteem",11,,,,35236,"Subsidies (regelingen)",1,"Kennisontwikkeling en agrarische innovatie",333651,U,0
VIII.3.35236.1.333652.U,2020,OWB,"A. Slob","Onderwijs, Cultuur en Wetenschap",VIII,"Voortgezet onderwijs",3,,,,35236,"Subsidies (regelingen)",1,"Stichting Kennisnet (basissubsidie) PO, VO, MBO",333652,U,0
VII.3.45581.7.333653.U,2020,OWB,"K.H. Ollongren","Binnenlandse Zaken en Koninkrijksrelaties",VII,Woningmarkt,3,,,"3.1 Woningmarkt",45581,"Bijdrage aan agentschappen",7,"Dienst van de Huurcommissie",333653,U,0
X.5.35236.15.333654.U,2020,OWB,"Drs. A.Th.B. Bijleveld-Schouten",Defensie,X,"Koninklijke Marechaussee",5,,,,35236,"Personele uitgaven",15,"Overige personele uitgaven",333654,U,0
VII.4.45918.11.333655.U,2020,OWB,"K.H. Ollongren","Binnenlandse Zaken en Koninkrijksrelaties",VII,"Energietransitie gebouwde omgeving en bouwkwaliteit",4,,,"4.2 Bouwregelgeving en bouwkwaliteit",45918,"Bijdrage aan (andere) begrotingshoofdstukken",11,"Infrastructuur en Waterstaat (H12)",333655,U,0
X.5.35236.15.333656.U,2020,OWB,"Drs. A.Th.B. Bijleveld-Schouten",Defensie,X,"Koninklijke Marechaussee",5,,,,35236,"Personele uitgaven",15,"Externe inhuur",333656,U,0
A.13.46603.0.0.U,2020,OWB,"C. van Nieuwenhuizen Wijbenga",Infrastructuurfonds,A,Spoorwegen,13,,,"13.03 Aanleg",46603,"13.03.01 Realisatieprogramma personenvervoer",0,,,U,0
VII.4.45624.7.333657.U,2020,OWB,"K.H. Ollongren","Binnenlandse Zaken en Koninkrijksrelaties",VII,"Energietransitie gebouwde omgeving en bouwkwaliteit",4,,,"4.1 Energietransitie en duurzaamheid",45624,"Bijdrage aan agentschappen",7,"Dienst Publiek en Communicatie",333657,U,0
X.3.35236.0.0.V,2020,OWB,"Drs. A.Th.B. Bijleveld-Schouten",Defensie,X,"Koninklijke Landmacht",3,,,,35236,Apparaatsontvangsten,0,,,V,0
A.13.46715.0.0.U,2020,OWB,"C. van Nieuwenhuizen Wijbenga",Infrastructuurfonds,A,Spoorwegen,13,,,"13.08 Investeringsruimte",46715,0,0,,,U,0
VII.4.45624.7.333658.U,2020,OWB,"K.H. Ollongren","Binnenlandse Zaken en Koninkrijksrelaties",VII,"Energietransitie gebouwde omgeving en bouwkwaliteit",4,,,"4.1 Energietransitie en duurzaamheid",45624,"Bijdrage aan agentschappen",7,"Diverse agentschappen",333658,U,0
VIII.25.35236.4.333659.U,2020,OWB,"A. Slob","Onderwijs, Cultuur en Wetenschap",VIII,Emancipatie,25,,,,35236,Bekostiging,4,"Gender- en LHBTI- gelijkheid",333659,U,0
VII.4.45624.7.333660.U,2020,OWB,"K.H. Ollongren","Binnenlandse Zaken en Koninkrijksrelaties",VII,"Energietransitie gebouwde omgeving en bouwkwaliteit",4,,,"4.1 Energietransitie en duurzaamheid",45624,"Bijdrage aan agentschappen",7,"Handhaving Energielabel (ILT)",333660,U,0
X.3.35236.16.333661.U,2020,OWB,"Drs. A.Th.B. Bijleveld-Schouten",Defensie,X,"Koninklijke Landmacht",3,,,,35236,"Materiële uitgaven",16,"Overige materiële uitgaven ",333661,U,0
A.13.35236.0.0.V,2020,OWB,"C. van Nieuwenhuizen Wijbenga",Infrastructuurfonds,A,Spoorwegen,13,,,,35236,0,0,,,V,0
XII.19.35236.0.0.O,2020,OWB,"C. van Nieuwenhuizen Wijbenga","Infrastructuur en Waterstaat",XII,"uitvoering milieubeleid en internationaal",19,,,,35236,0,0,,,O,0
VII.4.45918.7.333662.U,2020,OWB,"K.H. Ollongren","Binnenlandse Zaken en Koninkrijksrelaties",VII,"Energietransitie gebouwde omgeving en bouwkwaliteit",4,,,"4.2 Bouwregelgeving en bouwkwaliteit",45918,"Bijdrage aan agentschappen",7,"ILT (toezicht EU-bouwregelgeving)",333662,U,0
XII.99.35236.0.0.V,2020,OWB,"C. van Nieuwenhuizen Wijbenga","Infrastructuur en Waterstaat",XII,"Nog onverdeeld",99,,,,35236,0,0,,,V,0
X.3.35236.16.333663.U,2020,OWB,"Drs. A.Th.B. Bijleveld-Schouten",Defensie,X,"Koninklijke Landmacht",3,,,,35236,"Materiële uitgaven",16,"Instandhouding infrastructuur",333663,U,0
X.3.35236.15.333664.U,2020,OWB,"Drs. A.Th.B. Bijleveld-Schouten",Defensie,X,"Koninklijke Landmacht",3,,,,35236,"Personele uitgaven",15,"Overige personele uitgaven",333664,U,0
A.14.46716.0.0.O,2020,OWB,"C. van Nieuwenhuizen Wijbenga",Infrastructuurfonds,A,"Regionaal, lokale infrastructuur",14,,,"14.09 Ontvangsten",46716,0,0,,,O,0
X.3.35236.15.333665.U,2020,OWB,"Drs. A.Th.B. Bijleveld-Schouten",Defensie,X,"Koninklijke Landmacht",3,,,,35236,"Personele uitgaven",15,"Externe inhuur",333665,U,0
VII.4.45624.7.333666.U,2020,OWB,"K.H. Ollongren","Binnenlandse Zaken en Koninkrijksrelaties",VII,"Energietransitie gebouwde omgeving en bouwkwaliteit",4,,,"4.1 Energietransitie en duurzaamheid",45624,"Bijdrage aan agentschappen",7,"RVO.nl (energietransitie en duurzaamheid)",333666,U,0
X.3.35236.15.333667.U,2020,OWB,"Drs. A.Th.B. Bijleveld-Schouten",Defensie,X,"Koninklijke Landmacht",3,,,,35236,"Personele uitgaven",15,"Eigen personeel",333667,U,0
VII.4.45624.7.333668.U,2020,OWB,"K.H. Ollongren","Binnenlandse Zaken en Koninkrijksrelaties",VII,"Energietransitie gebouwde omgeving en bouwkwaliteit",4,,,"4.1 Energietransitie en duurzaamheid",45624,"Bijdrage aan agentschappen",7,"RVO.nl (uitvoering Energieakkoord)",333668,U,0
VIII.1.35236.4.333669.U,2020,OWB,"A. Slob","Onderwijs, Cultuur en Wetenschap",VIII,"Primair onderwijs",1,,,,35236,Bekostiging,4,Prestatiebox,333669,U,0
X.3.35236.6.333670.U,2020,OWB,"Drs. A.Th.B. Bijleveld-Schouten",Defensie,X,"Koninklijke Landmacht",3,,,,35236,Opdrachten,6,Gereedstelling,333670,U,0
X.3.35236.6.333671.U,2020,OWB,"Drs. A.Th.B. Bijleveld-Schouten",Defensie,X,"Koninklijke Landmacht",3,,,,35236,Opdrachten,6,"Instandhouding materieel",333671,U,0
VIII.1.35236.4.333672.U,2020,OWB,"A. Slob","Onderwijs, Cultuur en Wetenschap",VIII,"Primair onderwijs",1,,,,35236,Bekostiging,4,"Primair Onderwijs",333672,U,0
X.4.35236.0.0.O,2020,OWB,"Drs. A.Th.B. Bijleveld-Schouten",Defensie,X,"Koninklijke Luchtmacht",4,,,,35236,0,0,,,O,0
VIII.25.35236.6.333673.U,2020,OWB,"A. Slob","Onderwijs, Cultuur en Wetenschap",VIII,Emancipatie,25,,,,35236,Opdrachten,6,"Gender- en LHBTI- gelijkheid",333673,U,0
VII.4.45624.6.333674.U,2020,OWB,"K.H. Ollongren","Binnenlandse Zaken en Koninkrijksrelaties",VII,"Energietransitie gebouwde omgeving en bouwkwaliteit",4,,,"4.1 Energietransitie en duurzaamheid",45624,Opdrachten,6,"Energietransitie en duurzaamheid",333674,U,0
VIII.25.25460.9.333675.U,2020,OWB,"A. Slob","Onderwijs, Cultuur en Wetenschap",VIII,Emancipatie,25,,,"Gemeentefonds BZK",25460,"Bijdrage aan medeoverheden",9,"Gender- en LHBTI- gelijkheid",333675,U,0
X.5.35236.15.333676.U,2020,OWB,"Drs. A.Th.B. Bijleveld-Schouten",Defensie,X,"Koninklijke Marechaussee",5,,,,35236,"Personele uitgaven",15,"Eigen personeel",333676,U,0
VII.4.45918.1.333677.U,2020,OWB,"K.H. Ollongren","Binnenlandse Zaken en Koninkrijksrelaties",VII,"Energietransitie gebouwde omgeving en bouwkwaliteit",4,,,"4.2 Bouwregelgeving en bouwkwaliteit",45918,"Subsidies (regelingen)",1,"Bouwregelgeving en bouwkwaliteit",333677,U,0
X.5.35236.6.333678.U,2020,OWB,"Drs. A.Th.B. Bijleveld-Schouten",Defensie,X,"Koninklijke Marechaussee",5,,,,35236,Opdrachten,6,Gereedstelling,333678,U,0
X.5.24887.0.0.O,2020,OWB,"Drs. A.Th.B. Bijleveld-Schouten",Defensie,X,"Koninklijke Marechaussee",5,,,Ontvangsten,24887,Apparaatsontvangsten,0,,,O,0
VII.4.45624.1.333679.U,2020,OWB,"K.H. Ollongren","Binnenlandse Zaken en Koninkrijksrelaties",VII,"Energietransitie gebouwde omgeving en bouwkwaliteit",4,,,"4.1 Energietransitie en duurzaamheid",45624,"Subsidies (regelingen)",1,"Energiebesparing Huursector",333679,U,0
XIV.11.35236.1.333680.U,2020,OWB,C.J.Schouten,"Landbouw, Natuur en Voedselkwaliteit",XIV,"Een weerbaar, veerkrachtig en veilig agro-, voedsel- en visserijsysteem",11,,,,35236,"Subsidies (regelingen)",1,"Duurzame veehouderij",333680,U,0
XIV.11.35236.11.333681.U,2020,OWB,C.J.Schouten,"Landbouw, Natuur en Voedselkwaliteit",XIV,"Een weerbaar, veerkrachtig en veilig agro-, voedsel- en visserijsysteem",11,,,,35236,"Bijdrage aan (andere) begrotingshoofdstukken",11,Diergezondheidsfonds,333681,U,0
XIV.11.35236.6.333682.U,2020,OWB,C.J.Schouten,"Landbouw, Natuur en Voedselkwaliteit",XIV,"Een weerbaar, veerkrachtig en veilig agro-, voedsel- en visserijsysteem",11,,,,35236,Opdrachten,6,"Diergezondheid en dierenwelzijn",333682,U,0
X.4.35236.0.0.V,2020,OWB,"Drs. A.Th.B. Bijleveld-Schouten",Defensie,X,"Koninklijke Luchtmacht",4,,,,35236,0,0,,,V,0
VII.4.45624.1.333683.U,2020,OWB,"K.H. Ollongren","Binnenlandse Zaken en Koninkrijksrelaties",VII,"Energietransitie gebouwde omgeving en bouwkwaliteit",4,,,"4.1 Energietransitie en duurzaamheid",45624,"Subsidies (regelingen)",1,"Energiebesparing koopsector",333683,U,0
X.4.35236.16.333684.U,2020,OWB,"Drs. A.Th.B. Bijleveld-Schouten",Defensie,X,"Koninklijke Luchtmacht",4,,,,35236,"Materiële uitgaven",16,"Overige materiële uitgaven ",333684,U,0
VII.3.45581.1.333685.U,2020,OWB,"K.H. Ollongren","Binnenlandse Zaken en Koninkrijksrelaties",VII,Woningmarkt,3,,,"3.1 Woningmarkt",45581,"Subsidies (regelingen)",1,"Huisvestingsvoorziening statushouders",333685,U,0
VII.4.45624.1.333686.U,2020,OWB,"K.H. Ollongren","Binnenlandse Zaken en Koninkrijksrelaties",VII,"Energietransitie gebouwde omgeving en bouwkwaliteit",4,,,"4.1 Energietransitie en duurzaamheid",45624,"Subsidies (regelingen)",1,"Energietransitie en duurzaamheid",333686,U,0
X.4.35236.16.333687.U,2020,OWB,"Drs. A.Th.B. Bijleveld-Schouten",Defensie,X,"Koninklijke Luchtmacht",4,,,,35236,"Materiële uitgaven",16,"Instandhouding IT",333687,U,0
X.4.35236.16.333688.U,2020,OWB,"Drs. A.Th.B. Bijleveld-Schouten",Defensie,X,"Koninklijke Luchtmacht",4,,,,35236,"Materiële uitgaven",16,"Instandhouding infrastructuur",333688,U,0
VII.4.45624.1.333689.U,2020,OWB,"K.H. Ollongren","Binnenlandse Zaken en Koninkrijksrelaties",VII,"Energietransitie gebouwde omgeving en bouwkwaliteit",4,,,"4.1 Energietransitie en duurzaamheid",45624,"Subsidies (regelingen)",1,SAH,333689,U,0
X.4.35236.15.333690.U,2020,OWB,"Drs. A.Th.B. Bijleveld-Schouten",Defensie,X,"Koninklijke Luchtmacht",4,,,,35236,"Personele uitgaven",15,"Overige personele uitgaven",333690,U,0
X.4.35236.15.333691.U,2020,OWB,"Drs. A.Th.B. Bijleveld-Schouten",Defensie,X,"Koninklijke Luchtmacht",4,,,,35236,"Personele uitgaven",15,"Externe inhuur",333691,U,0
VII.4.45624.1.333692.U,2020,OWB,"K.H. Ollongren","Binnenlandse Zaken en Koninkrijksrelaties",VII,"Energietransitie gebouwde omgeving en bouwkwaliteit",4,,,"4.1 Energietransitie en duurzaamheid",45624,"Subsidies (regelingen)",1,Warmtefonds,333692,U,0
X.4.35236.15.333693.U,2020,OWB,"Drs. A.Th.B. Bijleveld-Schouten",Defensie,X,"Koninklijke Luchtmacht",4,,,,35236,"Personele uitgaven",15,"Eigen personeel",333693,U,0
X.4.35236.6.333694.U,2020,OWB,"Drs. A.Th.B. Bijleveld-Schouten",Defensie,X,"Koninklijke Luchtmacht",4,,,,35236,Opdrachten,6,Gereedstelling,333694,U,0
VII.4.45918.6.333695.U,2020,OWB,"K.H. Ollongren","Binnenlandse Zaken en Koninkrijksrelaties",VII,"Energietransitie gebouwde omgeving en bouwkwaliteit",4,,,"4.2 Bouwregelgeving en bouwkwaliteit",45918,Opdrachten,6,"Bouwregelgeving en bouwkwaliteit",333695,U,0
VIII.25.35236.1.333696.U,2020,OWB,"A. Slob","Onderwijs, Cultuur en Wetenschap",VIII,Emancipatie,25,,,,35236,"Subsidies (regelingen)",1,LHBT,333696,U,0
X.4.35236.6.333697.U,2020,OWB,"Drs. A.Th.B. Bijleveld-Schouten",Defensie,X,"Koninklijke Luchtmacht",4,,,,35236,Opdrachten,6,"Instandhouding materieel",333697,U,0
VIII.25.35236.1.333698.U,2020,OWB,"A. Slob","Onderwijs, Cultuur en Wetenschap",VIII,Emancipatie,25,,,,35236,"Subsidies (regelingen)",1,"Subsidieregeling Gender- en LHBTI- gelijkheid 2017-2022",333698,U,0
VI.33.46687.1.333699.U,2020,OWB,"F.B.J. Grapperhaus","Justitie en Veiligheid",VI,"Veiligheid en criminaliteitsbestrijding",33,,,"33.2 Bestuur, informatie en technologie",46687,"Subsidies (regelingen)",1,"Veiligheid Kleine Bedrijven (VKB)",333699,U,0
VIII.13.35236.7.333700.U,2020,OWB,"A. Slob","Onderwijs, Cultuur en Wetenschap",VIII,Lesgelden,13,,,,35236,"Bijdrage aan agentschappen",7,"Dienst Uitvoering Onderwijs",333700,U,0
XII.22.46607.0.333701.U,2020,OWB,"C. van Nieuwenhuizen Wijbenga","Infrastructuur en Waterstaat",XII,"Omgevingsveiligheid en milieurisico's",22,,,"1 Veiligheid chemische stoffen",46607,0,0,"Uitvoering stoffen en milieu & gezondheid",333701,U,0
VIII.14.35236.4.333702.U,2020,OWB,"A. Slob","Onderwijs, Cultuur en Wetenschap",VIII,Cultuur,14,,,,35236,Bekostiging,4,"Vierjaarlijkse fondsen",333702,U,0
VIII.14.35236.4.333703.U,2020,OWB,"A. Slob","Onderwijs, Cultuur en Wetenschap",VIII,Cultuur,14,,,,35236,Bekostiging,4,"Vierjaarlijkse instellingen",333703,U,0
XVI.4.26429.6.333704.U,2020,OWB,"Hugo de Jonge (Minister van Volksgezondheid, Welzijn en Sport) en Bruno Bruins (Minister voor Medische Zorg en Sport)","Volksgezondheid, Welzijn en Sport",XVI,"Zorgbreed beleid",4,,,"1. Positie cliënt en transparantie van zorg",26429,Opdrachten,6,"Ondersteuning cliëntorganisaties",333704,U,0
IX.3.35236.0.0.U,2020,OWB,"Hoekstra, W.B.","Financiën en Nationale Schuld",IX,"Financieringsactiviteiten publiek-private sector",3,,,,35236,0,0,,,U,0
VI.34.35236.0.0.V,2020,OWB,"F.B.J. Grapperhaus","Justitie en Veiligheid",VI,"Straffen en beschermen",34,,,,35236,0,0,,,V,0
IX.3.35236.0.0.U,2020,OWB,"Hoekstra, W.B.","Financiën en Nationale Schuld",IX,"Financieringsactiviteiten publiek-private sector",3,,,,35236,0,0,,,U,0
XVI.4.35236.0.333705.O,2020,OWB,"Hugo de Jonge (Minister van Volksgezondheid, Welzijn en Sport) en Bruno Bruins (Minister voor Medische Zorg en Sport)","Volksgezondheid, Welzijn en Sport",XVI,"Zorgbreed beleid",4,,,,35236,0,0,"Wanbetalers en onverzekerden",333705,O,0
VI.36.35236.0.0.O,2020,OWB,"F.B.J. Grapperhaus","Justitie en Veiligheid",VI,"Contraterrorisme en nationaal veiligheidsbeleid",36,,,,35236,0,0,,,O,0
XVI.4.35236.0.333706.O,2020,OWB,"Hugo de Jonge (Minister van Volksgezondheid, Welzijn en Sport) en Bruno Bruins (Minister voor Medische Zorg en Sport)","Volksgezondheid, Welzijn en Sport",XVI,"Zorgbreed beleid",4,,,,35236,0,0,Overige,333706,O,0
VI.36.46652.1.333707.U,2020,OWB,"F.B.J. Grapperhaus","Justitie en Veiligheid",VI,"Contraterrorisme en nationaal veiligheidsbeleid",36,,,"36.2 Nationale Veiligheid en terrorismebestrijding",46652,"Subsidies (regelingen)",1,"Nederlands Rode Kruis",333707,U,0
XVI.3.35236.0.0.V,2020,OWB,"Hugo de Jonge (Minister van Volksgezondheid, Welzijn en Sport) en Bruno Bruins (Minister voor Medische Zorg en Sport)","Volksgezondheid, Welzijn en Sport",XVI,"Langdurige zorg en ondersteuning",3,,,,35236,0,0,,,V,0
XVI.4.26426.11.333708.U,2020,OWB,"Hugo de Jonge (Minister van Volksgezondheid, Welzijn en Sport) en Bruno Bruins (Minister voor Medische Zorg en Sport)","Volksgezondheid, Welzijn en Sport",XVI,"Zorgbreed beleid",4,,,"4. Inrichting Zorgstelsel",26426,"Bijdrage aan (andere) begrotingshoofdstukken",11,"EZK: ACM",333708,U,0
VI.36.46652.1.333709.U,2020,OWB,"F.B.J. Grapperhaus","Justitie en Veiligheid",VI,"Contraterrorisme en nationaal veiligheidsbeleid",36,,,"36.2 Nationale Veiligheid en terrorismebestrijding",46652,"Subsidies (regelingen)",1,"Nationaal Veiligheids Instituut",333709,U,0
XVI.3.26425.8.333710.U,2020,OWB,"Hugo de Jonge (Minister van Volksgezondheid, Welzijn en Sport) en Bruno Bruins (Minister voor Medische Zorg en Sport)","Volksgezondheid, Welzijn en Sport",XVI,"Langdurige zorg en ondersteuning",3,,,"2. Zorgdragen voor langdurige zorg tegen maatschappelijk aanvaardbare kosten",26425,"Bijdrage aan ZBOs/RWTs",8,"Uitvoeringskosten Sociale Verzekerings Bank",333710,U,0
VI.36.46652.6.333711.U,2020,OWB,"F.B.J. Grapperhaus","Justitie en Veiligheid",VI,"Contraterrorisme en nationaal veiligheidsbeleid",36,,,"36.2 Nationale Veiligheid en terrorismebestrijding",46652,Opdrachten,6,NCSC,333711,U,0
XVI.3.26424.8.333712.U,2020,OWB,"Hugo de Jonge (Minister van Volksgezondheid, Welzijn en Sport) en Bruno Bruins (Minister voor Medische Zorg en Sport)","Volksgezondheid, Welzijn en Sport",XVI,"Langdurige zorg en ondersteuning",3,,,"1. Participatie en zelfredzaamheid van mensen met beperkingen",26424,"Bijdrage aan ZBOs/RWTs",8,Overige,333712,U,0
VIII.14.35236.0.0.V,2020,OWB,"A. Slob","Onderwijs, Cultuur en Wetenschap",VIII,Cultuur,14,,,,35236,Verplichtingen,0,,,V,0
XVI.3.26425.8.333713.U,2020,OWB,"Hugo de Jonge (Minister van Volksgezondheid, Welzijn en Sport) en Bruno Bruins (Minister voor Medische Zorg en Sport)","Volksgezondheid, Welzijn en Sport",XVI,"Langdurige zorg en ondersteuning",3,,,"2. Zorgdragen voor langdurige zorg tegen maatschappelijk aanvaardbare kosten",26425,"Bijdrage aan ZBOs/RWTs",8,"Uitvoeringskosten Centrum Indicatiestelling Zorg",333713,U,0
VIII.15.35236.4.333714.U,2020,OWB,"A. Slob","Onderwijs, Cultuur en Wetenschap",VIII,Media,15,,,,35236,Bekostiging,4,"Landelijke publieke omroep",333714,U,0
VIII.15.35236.4.333715.U,2020,OWB,"A. Slob","Onderwijs, Cultuur en Wetenschap",VIII,Media,15,,,,35236,Bekostiging,4,"Onderzoeksjournalistiek (RA-middelen)",333715,U,0
VIII.15.35236.1.333716.U,2020,OWB,"A. Slob","Onderwijs, Cultuur en Wetenschap",VIII,Media,15,,,,35236,"Subsidies (regelingen)",1,"Steunfonds lokale informatievoorziening",333716,U,0
VI.36.46652.6.333717.U,2020,OWB,"F.B.J. Grapperhaus","Justitie en Veiligheid",VI,"Contraterrorisme en nationaal veiligheidsbeleid",36,,,"36.2 Nationale Veiligheid en terrorismebestrijding",46652,Opdrachten,6,Opdrachten,333717,U,0
X.9.46698.0.333718.U,2020,OWB,"Drs. A.Th.B. Bijleveld-Schouten",Defensie,X,Algemeen,9,,,Programmauitgaven,46698,0,0,"Overige bijdragen",333718,U,0
VI.36.46652.6.333719.U,2020,OWB,"F.B.J. Grapperhaus","Justitie en Veiligheid",VI,"Contraterrorisme en nationaal veiligheidsbeleid",36,,,"36.2 Nationale Veiligheid en terrorismebestrijding",46652,Opdrachten,6,"Project NL-Alert",333719,U,0
VI.36.46652.1.333720.U,2020,OWB,"F.B.J. Grapperhaus","Justitie en Veiligheid",VI,"Contraterrorisme en nationaal veiligheidsbeleid",36,,,"36.2 Nationale Veiligheid en terrorismebestrijding",46652,"Subsidies (regelingen)",1,"Overige subsidies",333720,U,0
X.9.46698.0.333721.U,2020,OWB,"Drs. A.Th.B. Bijleveld-Schouten",Defensie,X,Algemeen,9,,,Programmauitgaven,46698,0,0,"Overige bijdragen",333721,U,0
VIII.14.35236.1.333722.U,2020,OWB,"A. Slob","Onderwijs, Cultuur en Wetenschap",VIII,Cultuur,14,,,,35236,"Subsidies (regelingen)",1,"Specifiek cultuurbeleid",333722,U,0
VIII.14.35236.7.333723.U,2020,OWB,"A. Slob","Onderwijs, Cultuur en Wetenschap",VIII,Cultuur,14,,,,35236,"Bijdrage aan agentschappen",7,"Nationaal Archief",333723,U,0
XII.21.25183.6.333724.U,2020,OWB,"C. van Nieuwenhuizen Wijbenga","Infrastructuur en Waterstaat",XII,Duurzaamheid,21,,,"Duurzame productketens",25183,Opdrachten,6,Opdrachten,333724,U,0
VI.34.46701.8.333725.U,2020,OWB,"F.B.J. Grapperhaus","Justitie en Veiligheid",VI,"Straffen en beschermen",34,,,"34.3 Tenuitvoerlegging strafrechtelijke sancties",46701,"Bijdrage aan ZBOs/RWTs",8,"Overige bijdrage ZBO's/RWT's",333725,U,0
IX.3.35236.13.0.U,2020,OWB,"Hoekstra, W.B.","Financiën en Nationale Schuld",IX,"Financieringsactiviteiten publiek-private sector",3,,,,35236,"Storting/onttrekking begrotingsreserve",13,,,U,0
VI.34.46625.9.333726.U,2020,OWB,"F.B.J. Grapperhaus","Justitie en Veiligheid",VI,"Straffen en beschermen",34,,,"34.5 Jeugdbescherming en jeugdsancties",46625,"Bijdrage aan medeoverheden",9,"BES Voogdijraad",333726,U,0
XVI.4.26428.1.333727.U,2020,OWB,"Hugo de Jonge (Minister van Volksgezondheid, Welzijn en Sport) en Bruno Bruins (Minister voor Medische Zorg en Sport)","Volksgezondheid, Welzijn en Sport",XVI,"Zorgbreed beleid",4,,,"2. Opleidingen, beroepenstructuur en arbeidsmarkt",26428,"Subsidies (regelingen)",1,"Opleidingen, beroepenstructuur en arbeidsmarkt",333727,U,0
IX.3.35236.0.0.U,2020,OWB,"Hoekstra, W.B.","Financiën en Nationale Schuld",IX,"Financieringsactiviteiten publiek-private sector",3,,,,35236,0,0,,,U,0
VIII.11.35236.7.333728.U,2020,OWB,"A. Slob","Onderwijs, Cultuur en Wetenschap",VIII,Studiefinanciering,11,,,,35236,"Bijdrage aan agentschappen",7,"Dienst Uitvoering Onderwijs",333728,U,0
VI.34.46717.9.333729.U,2020,OWB,"F.B.J. Grapperhaus","Justitie en Veiligheid",VI,"Straffen en beschermen",34,,,"34.2 Preventieve maatregelen",46717,"Bijdrage aan medeoverheden",9,"Overige bijdrage medeoverheden",333729,U,0
VIII.11.35236.5.333730.U,2020,OWB,"A. Slob","Onderwijs, Cultuur en Wetenschap",VIII,Studiefinanciering,11,,,,35236,Inkomensoverdrachten,5,"Overige uitgaven (R)",333730,U,0
VI.34.46701.9.333731.U,2020,OWB,"F.B.J. Grapperhaus","Justitie en Veiligheid",VI,"Straffen en beschermen",34,,,"34.3 Tenuitvoerlegging strafrechtelijke sancties",46701,"Bijdrage aan medeoverheden",9,"Overige bijdrage medeoverheden",333731,U,0
IX.3.35236.0.0.U,2020,OWB,"Hoekstra, W.B.","Financiën en Nationale Schuld",IX,"Financieringsactiviteiten publiek-private sector",3,,,,35236,0,0,,,U,0
VIII.14.35236.7.333732.U,2020,OWB,"A. Slob","Onderwijs, Cultuur en Wetenschap",VIII,Cultuur,14,,,,35236,"Bijdrage aan agentschappen",7,"Nationaal Archief Programma",333732,U,0
