FID,categorie,type,aanlegjaar,geometrie
O10002_Rioolkaart_streng_OD.1106,rioolleiding,hemelwaterafvoer,2007,"MULTILINESTRING ((175502.627 504762.115, 175511.198 504767.268))"
O10002_Rioolkaart_streng_OD.1107,rioolleiding,droogweerafvoer,2007,"MULTILINESTRING ((175507.628 504827.679, 175502.287 504880.14))"
O10002_Rioolkaart_streng_OD.1108,rioolleiding,droogweerafvoer,2007,"MULTILINESTRING ((175583.144 504835.289, 175573.168 504887.438))"
O10002_Rioolkaart_streng_OD.1109,rioolleiding,droogweerafvoer,2007,"MULTILINESTRING ((175646.205 504841.756, 175721.11 504849.423))"
O10002_Rioolkaart_streng_OD.1110,rioolleiding,droogweerafvoer,2008,"MULTILINESTRING ((175303.165 496468.089, 175300.479 496465.686))"
O10002_Rioolkaart_streng_OD.1111,rioolleiding,droogweerafvoer,2011,"MULTILINESTRING ((176594.594 496351.798, 176612.329 496319.505))"
O10002_Rioolkaart_streng_OD.1112,rioolleiding,droogweerafvoer,2011,"MULTILINESTRING ((176642.155 496255.443, 176682.509 496277.761))"
O10002_Rioolkaart_streng_OD.1113,rioolleiding,hemelwaterafvoer,1994,"MULTILINESTRING ((176445.6 506133.577, 176504.386 506100.151))"
O10002_Rioolkaart_streng_OD.1114,rioolleiding,hemelwaterafvoer,1994,"MULTILINESTRING ((176386.926 506167.004, 176445.6 506133.577))"
O10002_Rioolkaart_streng_OD.1115,rioolleiding,hemelwaterafvoer,1994,"MULTILINESTRING ((172442.497 508359.389, 172462.269 508388.661))"
O10002_Rioolkaart_streng_OD.1116,rioolleiding,hemelwaterafvoer,1994,"MULTILINESTRING ((172379.392 508266.072, 172418.31 508323.706))"
O10002_Rioolkaart_streng_OD.1117,rioolleiding,hemelwaterafvoer,1994,"MULTILINESTRING ((172191.258 508619.798, 172190.959 508629.072))"
O10002_Rioolkaart_streng_OD.1118,rioolleiding,droogweerafvoer,1990,"MULTILINESTRING ((176613.819 502928.25, 176567.479 502947.51))"
O10002_Rioolkaart_streng_OD.1119,rioolleiding,droogweerafvoer,2006,"MULTILINESTRING ((175448.198 505375.825, 175508.825 505381.94))"
O10002_Rioolkaart_streng_OD.1120,rioolleiding,droogweerafvoer,2006,"MULTILINESTRING ((175569.516 505388.183, 175626.121 505365.32))"
O10002_Rioolkaart_streng_OD.1121,rioolleiding,droogweerafvoer,2006,"MULTILINESTRING ((175587.359 505496.935, 175658.055 505461.447))"
O10002_Rioolkaart_streng_OD.1122,rioolleiding,hemelwaterafvoer,2008,"MULTILINESTRING ((178083.94 503979.024, 178123.352 503977.577))"
O10002_Rioolkaart_streng_OD.1123,rioolleiding,droogweerafvoer,2011,"MULTILINESTRING ((176590.759 496143.392, 176608.58 496112.131))"
O10002_Rioolkaart_streng_OD.1124,rioolleiding,droogweerafvoer,2011,"MULTILINESTRING ((176498.07 496051.192, 176518.089 496024.743))"
O10002_Rioolkaart_streng_OD.1125,rioolleiding,hemelwaterafvoer,1999,"MULTILINESTRING ((175884.467 505039.484, 175879.851 505019.491))"
O10002_Rioolkaart_streng_OD.1126,rioolleiding,gemengd stelsel,1994,"MULTILINESTRING ((172528.258 509527.573, 172548.464 509513.446))"
O10002_Rioolkaart_streng_OD.1127,rioolleiding,droogweerafvoer,1980,"MULTILINESTRING ((176468.35 497124.787, 176433.469 497100.34))"
O10002_Rioolkaart_streng_OD.1128,rioolleiding,hemelwaterafvoer,1978,"MULTILINESTRING ((176317.949 497003.09, 176299.019 497029.69))"
O10002_Rioolkaart_streng_OD.1129,rioolleiding,gemengd stelsel,1962,"MULTILINESTRING ((172161.909 509169.19, 172194.139 509175.18))"
O10002_Rioolkaart_streng_OD.1130,rioolleiding,gemengd stelsel,1964,"MULTILINESTRING ((172375.784 509053.996, 172345.635 509101.346))"
O10002_Rioolkaart_streng_OD.1131,rioolleiding,gemengd stelsel,1964,"MULTILINESTRING ((172308.123 509010.947, 172281.419 509053.083))"
O10002_Rioolkaart_streng_OD.1132,rioolleiding,gemengd stelsel,1964,"MULTILINESTRING ((172247.908 508956.406, 172281.747 508977.905))"
O10002_Rioolkaart_streng_OD.1133,rioolleiding,gemengd stelsel,1962,"MULTILINESTRING ((171970.24 509220.472, 172013.115 509192.781))"
O10002_Rioolkaart_streng_OD.1134,rioolleiding,gemengd stelsel,1967,"MULTILINESTRING ((172146.185 508875.454, 172174.369 508893.031))"
O10002_Rioolkaart_streng_OD.1135,rioolleiding,hemelwaterafvoer,1986,"MULTILINESTRING ((178040.243 504149.811, 178039.249 504143.59))"
O10002_Rioolkaart_streng_OD.1136,rioolleiding,hemelwaterafvoer,1978,"MULTILINESTRING ((178196.326 503393.195, 178173.643 503385.102))"
O10002_Rioolkaart_streng_OD.1137,rioolleiding,gemengd stelsel,1965,"MULTILINESTRING ((176802.498 503879.275, 176834.339 503876.077))"
O10002_Rioolkaart_streng_OD.1138,rioolleiding,gemengd stelsel,1965,"MULTILINESTRING ((176904.913 503759.116, 176898.73 503701.561))"
O10002_Rioolkaart_streng_OD.1139,rioolleiding,gemengd stelsel,1965,"MULTILINESTRING ((177679.481 503499.298, 177674.816 503454.679))"
O10002_Rioolkaart_streng_OD.1140,rioolleiding,gemengd stelsel,1965,"MULTILINESTRING ((177812.64 503485.813, 177776.118 503489.455))"
O10002_Rioolkaart_streng_OD.1141,rioolleiding,droogweerafvoer,1987,"MULTILINESTRING ((177854.039 502238.74, 177825.559 502250.6))"
O10002_Rioolkaart_streng_OD.1142,rioolleiding,droogweerafvoer,1985,"MULTILINESTRING ((178033.129 502380.59, 178046.159 502411.92))"
O10002_Rioolkaart_streng_OD.1143,rioolleiding,droogweerafvoer,1985,"MULTILINESTRING ((177990.689 502434.93, 177975.389 502398.75))"
O10002_Rioolkaart_streng_OD.1144,rioolleiding,droogweerafvoer,1985,"MULTILINESTRING ((177975.389 502398.75, 177955.839 502353.51))"
O10002_Rioolkaart_streng_OD.1145,rioolleiding,droogweerafvoer,1987,"MULTILINESTRING ((177889.874 502223.758, 177880.279 502227.77))"
O10002_Rioolkaart_streng_OD.1146,rioolleiding,hemelwaterafvoer,1979,"MULTILINESTRING ((177678.889 502909.94, 177656.579 502916.98))"
O10002_Rioolkaart_streng_OD.1147,rioolleiding,hemelwaterafvoer,1980,"MULTILINESTRING ((178031.179 502702.93, 177997.129 502688.84))"
O10002_Rioolkaart_streng_OD.1148,rioolleiding,hemelwaterafvoer,1980,"MULTILINESTRING ((178128.459 502943.38, 178153.559 502956.64))"
O10002_Rioolkaart_streng_OD.1149,rioolleiding,hemelwaterafvoer,1980,"MULTILINESTRING ((178134.809 502805.29, 178149.839 502841.58))"
O10002_Rioolkaart_streng_OD.1150,rioolleiding,gemengd stelsel,1977,"MULTILINESTRING ((178390.338 503544.471, 178384.036 503584.286))"
O10002_Rioolkaart_streng_OD.1151,rioolleiding,gemengd stelsel,1977,"MULTILINESTRING ((178250.029 503643.15, 178251.472 503656.919))"
O10002_Rioolkaart_streng_OD.1152,rioolleiding,gemengd stelsel,1977,"MULTILINESTRING ((178319.752 503684.14, 178357.368 503682.03))"
O10002_Rioolkaart_streng_OD.1153,rioolleiding,gemengd stelsel,1977,"MULTILINESTRING ((178357.368 503682.03, 178407.461 503686.7))"
O10002_Rioolkaart_streng_OD.1154,rioolleiding,gemengd stelsel,1977,"MULTILINESTRING ((178265.569 503773.208, 178267.437 503791.431))"
O10002_Rioolkaart_streng_OD.1155,rioolleiding,gemengd stelsel,1977,"MULTILINESTRING ((178246.238 503681.191, 178249.098 503709.128))"
O10002_Rioolkaart_streng_OD.1156,rioolleiding,gemengd stelsel,1977,"MULTILINESTRING ((178259.572 503844.871, 178264.295 503880.008))"
O10002_Rioolkaart_streng_OD.1157,rioolleiding,gemengd stelsel,1977,"MULTILINESTRING ((178317.292 503841.173, 178311.327 503820.117))"
O10002_Rioolkaart_streng_OD.1158,rioolleiding,gemengd stelsel,1978,"MULTILINESTRING ((178350.059 503820.988, 178311.327 503820.117))"
O10002_Rioolkaart_streng_OD.1159,rioolleiding,hemelwaterafvoer,1994,"MULTILINESTRING ((175626.619 503536.157, 175646.513 503577.354))"
O10002_Rioolkaart_streng_OD.1160,rioolleiding,droogweerafvoer,1990,"MULTILINESTRING ((172244.888 508857.423, 172272.171 508868.055))"
O10002_Rioolkaart_streng_OD.1161,rioolleiding,droogweerafvoer,1990,"MULTILINESTRING ((176567.479 502947.51, 176520.549 502966.96))"
O10002_Rioolkaart_streng_OD.1162,rioolleiding,droogweerafvoer,1990,"MULTILINESTRING ((176891.679 503221.34, 176873.339 503243.65))"
O10002_Rioolkaart_streng_OD.1163,rioolleiding,droogweerafvoer,1990,"MULTILINESTRING ((176688.136 503108.907, 176671.029 503068.4))"
O10002_Rioolkaart_streng_OD.1164,rioolleiding,hemelwaterafvoer,1987,"MULTILINESTRING ((177325.449 502455.97, 177305.699 502408.18))"
O10002_Rioolkaart_streng_OD.1165,rioolleiding,hemelwaterafvoer,1987,"MULTILINESTRING ((177475.639 502386.61, 177522.869 502367.24))"
O10002_Rioolkaart_streng_OD.1166,rioolleiding,gemengd stelsel,2002,"MULTILINESTRING ((177546.373 504350.23, 177561.218 504420.809))"
O10002_Rioolkaart_streng_OD.1167,rioolleiding,gemengd stelsel,1963,"MULTILINESTRING ((177644.353 504402.347, 177654.097 504448.809))"
O10002_Rioolkaart_streng_OD.1168,rioolleiding,gemengd stelsel,1963,"MULTILINESTRING ((177719.384 504435.264, 177729.115 504481.535))"
O10002_Rioolkaart_streng_OD.1169,rioolleiding,gemengd stelsel,1963,"MULTILINESTRING ((177827.917 504364.042, 177837.393 504410.226))"
O10002_Rioolkaart_streng_OD.1170,rioolleiding,gemengd stelsel,1963,"MULTILINESTRING ((177837.393 504410.226, 177847.415 504456.483))"
O10002_Rioolkaart_streng_OD.1171,rioolleiding,gemengd stelsel,1963,"MULTILINESTRING ((177857.488 504502.335, 177902.593 504492.219))"
O10002_Rioolkaart_streng_OD.1172,rioolleiding,gemengd stelsel,1963,"MULTILINESTRING ((177921.7 504485.516, 177902.593 504492.219))"
O10002_Rioolkaart_streng_OD.1173,rioolleiding,gemengd stelsel,1963,"MULTILINESTRING ((177663.879 504495.182, 177674.133 504541.416))"
O10002_Rioolkaart_streng_OD.1174,rioolleiding,gemengd stelsel,1963,"MULTILINESTRING ((177804.119 504513.575, 177771.704 504520.717))"
O10002_Rioolkaart_streng_OD.1175,rioolleiding,gemengd stelsel,1963,"MULTILINESTRING ((177857.488 504502.335, 177804.119 504513.575))"
O10002_Rioolkaart_streng_OD.1176,rioolleiding,gemengd stelsel,1963,"MULTILINESTRING ((178008.222 504420.628, 177960.605 504430.711))"
O10002_Rioolkaart_streng_OD.1177,rioolleiding,droogweerafvoer,1977,"MULTILINESTRING ((176440.782 496577.731, 176420.731 496606.243))"
O10002_Rioolkaart_streng_OD.1178,rioolleiding,droogweerafvoer,1995,"MULTILINESTRING ((176683.175 505699.342, 176645.057 505707.748))"
O10002_Rioolkaart_streng_OD.1179,rioolleiding,droogweerafvoer,1995,"MULTILINESTRING ((176330.388 505737.744, 176321.421 505698.489))"
O10002_Rioolkaart_streng_OD.1180,rioolleiding,droogweerafvoer,1995,"MULTILINESTRING ((176783.122 504695.419, 176767.995 504650.304))"
O10002_Rioolkaart_streng_OD.1181,rioolleiding,gemengd stelsel,1967,"MULTILINESTRING ((175337.859 496267.96, 175321.249 496253.23))"
O10002_Rioolkaart_streng_OD.1182,rioolleiding,gemengd stelsel,1973,"MULTILINESTRING ((177142.929 503643.578, 177193.988 503638.371))"
O10002_Rioolkaart_streng_OD.1183,rioolleiding,gemengd stelsel,1965,"MULTILINESTRING ((177268.249 503630.84, 177243.81 503633.207))"
O10002_Rioolkaart_streng_OD.1184,rioolleiding,gemengd stelsel,1965,"MULTILINESTRING ((177095.836 503689.656, 177099.963 503730.29))"
O10002_Rioolkaart_streng_OD.1185,rioolleiding,gemengd stelsel,1965,"MULTILINESTRING ((177203.167 503726.254, 177200.615 503704.093))"
O10002_Rioolkaart_streng_OD.1186,rioolleiding,gemengd stelsel,1965,"MULTILINESTRING ((176915.86 503867.795, 176957.288 503863.589))"
O10002_Rioolkaart_streng_OD.1187,rioolleiding,gemengd stelsel,1965,"MULTILINESTRING ((176957.288 503863.589, 176999.572 503859.215))"
O10002_Rioolkaart_streng_OD.1188,rioolleiding,gemengd stelsel,1965,"MULTILINESTRING ((176969.574 503952.806, 177014.298 503948.365))"
O10002_Rioolkaart_streng_OD.1189,rioolleiding,gemengd stelsel,1981,"MULTILINESTRING ((176630.873 503897.834, 176674.806 503911.557))"
O10002_Rioolkaart_streng_OD.1190,rioolleiding,gemengd stelsel,1981,"MULTILINESTRING ((176674.806 503911.557, 176724.551 503906.572))"
O10002_Rioolkaart_streng_OD.1191,rioolleiding,hemelwaterafvoer,1990,"MULTILINESTRING ((176932.509 503170.37, 176983.259 503165.21))"
O10002_Rioolkaart_streng_OD.1192,rioolleiding,hemelwaterafvoer,1990,"MULTILINESTRING ((177069.059 502708.99, 177052.529 502749.57))"
O10002_Rioolkaart_streng_OD.1193,rioolleiding,hemelwaterafvoer,1990,"MULTILINESTRING ((176985.679 502756.36, 176997.319 502784.5))"
O10002_Rioolkaart_streng_OD.1194,rioolleiding,hemelwaterafvoer,1995,"MULTILINESTRING ((176382.807 504674.643, 176400.991 504684.359))"
O10002_Rioolkaart_streng_OD.1195,rioolleiding,hemelwaterafvoer,1995,"MULTILINESTRING ((176468.821 504547.246, 176435.621 504533.139))"
O10002_Rioolkaart_streng_OD.1196,rioolleiding,hemelwaterafvoer,1995,"MULTILINESTRING ((176480.312 504639.152, 176522.856 504684.81))"
O10002_Rioolkaart_streng_OD.1197,rioolleiding,hemelwaterafvoer,1995,"MULTILINESTRING ((176505.328 504701.085, 176522.856 504684.81))"
O10002_Rioolkaart_streng_OD.1198,rioolleiding,hemelwaterafvoer,1995,"MULTILINESTRING ((176376.057 504906.543, 176336.225 504863.755))"
O10002_Rioolkaart_streng_OD.1199,rioolleiding,hemelwaterafvoer,1995,"MULTILINESTRING ((176321.192 504877.728, 176336.225 504863.755))"
O10002_Rioolkaart_streng_OD.1200,rioolleiding,hemelwaterafvoer,1999,"MULTILINESTRING ((176324.875 505050.581, 176317.616 505042.657))"
O10002_Rioolkaart_streng_OD.1201,rioolleiding,hemelwaterafvoer,1999,"MULTILINESTRING ((176385.1 505120.374, 176348.668 505076.048))"
O10002_Rioolkaart_streng_OD.1202,rioolleiding,hemelwaterafvoer,1999,"MULTILINESTRING ((176470.617 505297.155, 176446.508 505227.278))"
O10002_Rioolkaart_streng_OD.1203,rioolleiding,hemelwaterafvoer,1999,"MULTILINESTRING ((176045.397 505217.382, 176022.871 505186.761))"
O10002_Rioolkaart_streng_OD.1204,rioolleiding,gemengd stelsel,1960,"MULTILINESTRING ((177575.021 504417.3, 177585.019 504463.748))"
O10002_Rioolkaart_streng_OD.1205,rioolleiding,hemelwaterafvoer,1995,"MULTILINESTRING ((176294.328 505859.174, 176258.706 505796.973))"
O10002_Rioolkaart_streng_OD.1206,rioolleiding,overig,1995,"MULTILINESTRING ((176206.899 505817.128, 176203.614 505821.875))"
O10002_Rioolkaart_streng_OD.1207,rioolleiding,droogweerafvoer,1995,"MULTILINESTRING ((176181.467 505894.146, 176156.456 505856.933))"
O10002_Rioolkaart_streng_OD.1208,rioolleiding,droogweerafvoer,1994,"MULTILINESTRING ((176481.736 505950.581, 176539.359 505917.726))"
O10002_Rioolkaart_streng_OD.1209,rioolleiding,droogweerafvoer,1995,"MULTILINESTRING ((176357.671 505785.71, 176330.388 505737.744))"
O10002_Rioolkaart_streng_OD.1210,rioolleiding,droogweerafvoer,1995,"MULTILINESTRING ((176733.657 505870.177, 176709.882 505812.156))"
O10002_Rioolkaart_streng_OD.1211,rioolleiding,droogweerafvoer,1997,"MULTILINESTRING ((176963.153 505585.021, 177053.621 505564.918))"
O10002_Rioolkaart_streng_OD.1212,rioolleiding,droogweerafvoer,1995,"MULTILINESTRING ((176974.364 506300.14, 176941.752 506242.639))"
O10002_Rioolkaart_streng_OD.1213,rioolleiding,droogweerafvoer,1995,"MULTILINESTRING ((176990.617 506163.153, 176919.502 506203.488))"
O10002_Rioolkaart_streng_OD.1214,rioolleiding,droogweerafvoer,1997,"MULTILINESTRING ((176737.138 506450.505, 176794.171 506418.268))"
O10002_Rioolkaart_streng_OD.1215,rioolleiding,droogweerafvoer,1997,"MULTILINESTRING ((176557.151 506545.601, 176566.847 506547.244))"
O10002_Rioolkaart_streng_OD.1216,rioolleiding,droogweerafvoer,1997,"MULTILINESTRING ((176557.151 506545.601, 176519.836 506488.917))"
O10002_Rioolkaart_streng_OD.1217,rioolleiding,droogweerafvoer,1994,"MULTILINESTRING ((176443.958 506320.677, 176487.326 506296.21))"
O10002_Rioolkaart_streng_OD.1218,rioolleiding,droogweerafvoer,1995,"MULTILINESTRING ((176401.342 505601.08, 176317.215 505639.196))"
O10002_Rioolkaart_streng_OD.1219,rioolleiding,droogweerafvoer,1995,"MULTILINESTRING ((176310.611 505650.299, 176317.215 505639.196))"
O10002_Rioolkaart_streng_OD.1220,rioolleiding,droogweerafvoer,1979,"MULTILINESTRING ((177378.579 502882.03, 177391.979 502915.2))"
O10002_Rioolkaart_streng_OD.1221,rioolleiding,droogweerafvoer,1979,"MULTILINESTRING ((177479.439 503146.28, 177446.529 503160.14))"
O10002_Rioolkaart_streng_OD.1222,rioolleiding,droogweerafvoer,1987,"MULTILINESTRING ((177264.929 502533.51, 177305.119 502516.76))"
O10002_Rioolkaart_streng_OD.1223,rioolleiding,droogweerafvoer,1985,"MULTILINESTRING ((177655.839 502492.2, 177673.979 502536.66))"
O10002_Rioolkaart_streng_OD.1224,rioolleiding,hemelwaterafvoer,1985,"MULTILINESTRING ((177683.669 502582.88, 177671.459 502536.68))"
O10002_Rioolkaart_streng_OD.1225,rioolleiding,droogweerafvoer,1994,"MULTILINESTRING ((175798.372 503512.108, 175779.633 503573.075))"
O10002_Rioolkaart_streng_OD.1226,rioolleiding,droogweerafvoer,1990,"MULTILINESTRING ((175935.809 503272.49, 175934.877 503310.174))"
O10002_Rioolkaart_streng_OD.1227,rioolleiding,gemengd stelsel,1961,"MULTILINESTRING ((177209.749 505414.5, 177234.479 505457.94))"
O10002_Rioolkaart_streng_OD.1228,rioolleiding,gemengd stelsel,1961,"MULTILINESTRING ((177234.479 505457.94, 177250.319 505485.907))"
O10002_Rioolkaart_streng_OD.1229,rioolleiding,gemengd stelsel,1961,"MULTILINESTRING ((177308.629 505588.31, 177342.529 505568.94))"
O10002_Rioolkaart_streng_OD.1230,rioolleiding,hemelwaterafvoer,1990,"MULTILINESTRING ((176888.359 503221.549, 176870.449 503243.49))"
O10002_Rioolkaart_streng_OD.1231,rioolleiding,hemelwaterafvoer,1990,"MULTILINESTRING ((176743.929 503232.969, 176747.369 503267.559))"
O10002_Rioolkaart_streng_OD.1232,rioolleiding,hemelwaterafvoer,1990,"MULTILINESTRING ((176685.309 503286.26, 176688.079 503313.79))"
O10002_Rioolkaart_streng_OD.1233,rioolleiding,hemelwaterafvoer,1990,"MULTILINESTRING ((176772.909 503183.86, 176810.579 503180.09))"
O10002_Rioolkaart_streng_OD.1234,rioolleiding,hemelwaterafvoer,1990,"MULTILINESTRING ((176706.929 503190.59, 176675.769 503193.66))"
O10002_Rioolkaart_streng_OD.1235,rioolleiding,hemelwaterafvoer,1990,"MULTILINESTRING ((176602.659 503095.04, 176572.879 503107.52))"
O10002_Rioolkaart_streng_OD.1236,rioolleiding,hemelwaterafvoer,1990,"MULTILINESTRING ((176855.319 502994.73, 176873.339 503038.8))"
O10002_Rioolkaart_streng_OD.1237,rioolleiding,hemelwaterafvoer,1994,"MULTILINESTRING ((175782.535 503571.445, 175728.276 503554.505))"
O10002_Rioolkaart_streng_OD.1238,rioolleiding,hemelwaterafvoer,1994,"MULTILINESTRING ((175696.272 503528.064, 175690.712 503508.608))"
O10002_Rioolkaart_streng_OD.1239,rioolleiding,hemelwaterafvoer,1994,"MULTILINESTRING ((175728.276 503554.505, 175710.497 503545.814))"
O10002_Rioolkaart_streng_OD.1240,rioolleiding,droogweerafvoer,1990,"MULTILINESTRING ((172224.073 508837.293, 172244.888 508857.423))"
O10002_Rioolkaart_streng_OD.1241,rioolleiding,hemelwaterafvoer,1981,"MULTILINESTRING ((171831.219 509248.88, 171855.879 509252.5))"
O10002_Rioolkaart_streng_OD.1242,rioolleiding,hemelwaterafvoer,1976,"MULTILINESTRING ((171890.159 509286.94, 171877.579 509332.709))"
O10002_Rioolkaart_streng_OD.1243,rioolleiding,hemelwaterafvoer,1979,"MULTILINESTRING ((172695.809 509028.97, 172687.669 509036.25))"
O10002_Rioolkaart_streng_OD.1244,rioolleiding,hemelwaterafvoer,1979,"MULTILINESTRING ((172714.859 509010.66, 172695.809 509028.97))"
O10002_Rioolkaart_streng_OD.1245,rioolleiding,droogweerafvoer,1979,"MULTILINESTRING ((172727.769 508923.88, 172710.699 508901.16))"
O10002_Rioolkaart_streng_OD.1246,rioolleiding,droogweerafvoer,1987,"MULTILINESTRING ((177769.679 502337.17, 177782.969 502368.84))"
O10002_Rioolkaart_streng_OD.1247,rioolleiding,droogweerafvoer,1985,"MULTILINESTRING ((178077.369 502487.36, 178050.799 502498.34))"
O10002_Rioolkaart_streng_OD.1248,rioolleiding,droogweerafvoer,1987,"MULTILINESTRING ((177900.189 502334.17, 177865.919 502348.4))"
O10002_Rioolkaart_streng_OD.1249,rioolleiding,droogweerafvoer,1978,"MULTILINESTRING ((178340.519 505235.81, 178324.939 505262.38))"
O10002_Rioolkaart_streng_OD.1250,rioolleiding,droogweerafvoer,1978,"MULTILINESTRING ((178426.379 505311.84, 178410.089 505300.31))"
O10002_Rioolkaart_streng_OD.1251,rioolleiding,droogweerafvoer,1975,"MULTILINESTRING ((178254.299 505393.28, 178206.719 505405.97))"
O10002_Rioolkaart_streng_OD.1252,rioolleiding,hemelwaterafvoer,1990,"MULTILINESTRING ((176337.349 503194.99, 176373.349 503180.08))"
O10002_Rioolkaart_streng_OD.1253,rioolleiding,hemelwaterafvoer,1990,"MULTILINESTRING ((176373.979 503099.08, 176388.739 503134.42))"
O10002_Rioolkaart_streng_OD.1254,rioolleiding,hemelwaterafvoer,1990,"MULTILINESTRING ((176171.783 503216.553, 176190.519 503262.9))"
O10002_Rioolkaart_streng_OD.1255,rioolleiding,hemelwaterafvoer,1990,"MULTILINESTRING ((176491.379 502998.08, 176475.359 502959.63))"
O10002_Rioolkaart_streng_OD.1256,rioolleiding,hemelwaterafvoer,1990,"MULTILINESTRING ((176475.359 502959.63, 176430.079 502954.89))"
