OBJECTID,REF_WISSEL_KRUISING_PUIC,NAAM,LENGTE,X_BEGIN,Y_BEGIN,Z_BEGIN,X_EIND,Y_EIND,Z_EIND,REF_WISSEL_KRUISING_NAAM,M_GANG_VAN_T,M_GANG_TOT_T,GELDIG_VANAF,PUBLICATIEDATUM,LATITUDE_BEGIN,LATITUDE_EIND,IS_BERIJDBAAR,BI_DIRECTIONEEL,LONGITUDE_BEGIN,LONGITUDE_EIND,M_GANG_TOT,M_GANG_VAN
47,64988f61-8fdb-4648-8ddb-71f63d73fcf3,Links,50.79234132,107720.855,478327.45199999,-0.798,107760.35799999,478359.34499999,-0.683,1159B,"-3,900","46,892",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,52.29090279,52.29119281,Ja,Ja,4.69421726,4.69479176,46.892,-3.9
48,64988f61-8fdb-4648-8ddb-71f63d73fcf3,Rechts,53.7053696,107720.855,478327.45199999,-0.798,107764.287,478359.042,-0.764,1159B,"-3,900","49,805",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,52.29090279,52.29119043,Ja,Ja,4.69421726,4.69484939,49.805,-3.9
49,a43c21d0-eb6c-4b76-a884-397b8ce4971d,Rechts,40.39089124,126629.753,484108.38299999,-0.039,126664.397,484087.67999999,-0.039,481,"-3,899","36,492",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,52.34415788,52.3439736,Ja,Ja,4.97087493,4.97138505,36.492,-3.899
50,a43c21d0-eb6c-4b76-a884-397b8ce4971d,Links,40.36910703,126629.753,484108.38299999,-0.039,126665.772,484090.15399999,-0.039,481,"-3,899","36,470",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,52.34415788,52.34399591,Ja,Ja,4.97087493,4.97140502,36.47,-3.899
51,0ed800f1-6690-45c9-a4ef-fc09e2565e4d,Links,40.33510166,149962.476,399821.685,8.51399999,149932.927,399849.14,8.51399999,1105B,"-4,500","35,835",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,51.58728465,51.58753117,Ja,Ja,5.31451255,5.31408578,35.835,-4.5
52,0ed800f1-6690-45c9-a4ef-fc09e2565e4d,Rechts,35.48881227,149962.476,399821.685,8.51399999,149937.958,399847.30099999,8.535,1105B,"-4,500","30,989",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,51.58728465,51.58751468,Ja,Ja,5.31451255,5.3141584,30.989,-4.5
53,bc5aca9f-c9d7-4aa8-9d1e-c0985459dde9,Rechts,29.48857206,121779.657,488094.227,5.56799999,121803.926,488077.509,5.56799999,2567A,"-3,599","25,889",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,52.37970816,52.37955938,Ja,Ja,4.89930939,4.89966746,25.889,-3.599
54,bc5aca9f-c9d7-4aa8-9d1e-c0985459dde9,Links,31.98843609,121779.657,488094.227,5.56799999,121807.032,488077.678,5.56799999,2567A,"-3,599","28,389",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,52.37970816,52.37956109,Ja,Ja,4.89930939,4.89971306,28.389,-3.599
55,e0448a15-75cf-40c2-b3cb-76cc70915e26,Links,53.721489,211552.25399999,493793.94199999,4.032,211591.907,493757.72999999,4.032,101,"-3,900","49,821",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,52.42902031,52.42869079,Ja,Ja,6.21869963,6.21927648,49.821,-3.9
56,e0448a15-75cf-40c2-b3cb-76cc70915e26,Rechts,53.70499981,211552.25399999,493793.94199999,4.032,211590.003,493755.742,4.032,101,"-3,900","49,805",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,52.42902031,52.42867312,Ja,Ja,6.21869963,6.21924815,49.805,-3.9
57,f32e6983-02a8-4ea5-b5a2-a2a41468ef5c,Links,38.58856179,217565.98999999,441492.325,12.971,217527.464,441490.874,12.971,165,"-4,500","34,088",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,51.95833588,51.95832718,Ja,Ja,6.2974586,6.2968979,34.088,-4.5
58,f32e6983-02a8-4ea5-b5a2-a2a41468ef5c,Rechts,38.565397,217565.98999999,441492.325,12.971,217527.44399999,441493.548,12.971,165,"-4,500","34,065",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,51.95833588,51.95835121,Ja,Ja,6.2974586,6.2968981,34.065,-4.5
59,354bee93-7b4e-46bd-b05e-5cdf42ba248b,Links,38.58837876,104304.79399999,499279.83,4.19399999,104272.93799999,499301.54499999,4.27899999,15,"-4,501","34,088",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,52.47889577,52.47908797,Ja,Ja,4.64098816,4.64051599,34.088,-4.501
60,354bee93-7b4e-46bd-b05e-5cdf42ba248b,Rechts,38.5652634,104304.79399999,499279.83,4.19399999,104274.50999999,499303.70799999,4.28,15,"-4,501","34,065",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,52.47889577,52.47910755,Ja,Ja,4.64098816,4.6405388,34.065,-4.501
61,6f4b6db4-5abc-479a-8fc4-14da97170bfe,Links,38.58866539,40892.864,385441.204,2.466,40872.33299999,385473.836,2.466,1231,"-4,500","34,088",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,51.44650178,51.44679084,Ja,Ja,3.74570812,3.74540232,34.088,-4.5
62,6f4b6db4-5abc-479a-8fc4-14da97170bfe,Rechts,38.56557072,40892.864,385441.204,2.466,40874.63799999,385475.19099999,2.466,1231,"-4,500","34,065",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,51.44650178,51.44680348,Ja,Ja,3.74570812,3.74543503,34.065,-4.5
63,d6687ddd-4103-494b-88d6-a1e397839ac2,Links,38.58864881,125737.84,482649.802,6.81799999,125770.262,482670.663,6.81799999,943B,"-4,500","34,089",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,52.33100226,52.33119147,Ja,Ja,4.95791345,4.95838727,34.089,-4.5
64,d6687ddd-4103-494b-88d6-a1e397839ac2,Rechts,38.56533287,125737.84,482649.802,6.81799999,125771.64,482668.37199999,6.81799999,943B,"-4,500","34,065",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,52.33100226,52.33117096,Ja,Ja,4.95791345,4.95840768,34.065,-4.5
65,10342290-a226-40ba-9f8b-8f4efdab2c17,Rechts,38.56481445,196021.94699999,322613.759,108.67,195988.42999999,322632.83399999,108.67,910,"-4,500","34,065",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,50.8918355,50.89200936,Ja,Ja,5.97020592,5.96973175,34.065,-4.5
66,10342290-a226-40ba-9f8b-8f4efdab2c17,Links,38.58791704,196021.94699999,322613.759,108.67,195987.2,322630.461,108.67,910,"-4,500","34,088",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,50.8918355,50.89198812,Ja,Ja,5.97020592,5.96971401,34.088,-4.5
67,90997627-2cb5-48a2-bc8a-3c9d9ab2a694,Links,65.04509865,116105.933,494263.78,0.507,116093.102,494327.547,0.57,301,"-3,900","61,145",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,52.43478228,52.43535445,Ja,Ja,4.81527024,4.81507416,61.145,-3.9
68,90997627-2cb5-48a2-bc8a-3c9d9ab2a694,Rechts,65.05556674,116105.933,494263.78,0.507,116095.859,494328.036,0.57,301,"-3,900","61,156",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,52.43478228,52.43535904,Ja,Ja,4.81527024,4.81511465,61.156,-3.9
69,50d55895-dcda-46c5-af08-c18d81db2ae3,Links,33.43731981,146491.829,424100.92499999,7.583,146485.992,424133.815,7.70899999,201B,"-3,899","29,538",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,51.80547623,51.80577177,Ja,Ja,5.26384113,5.26375569,29.538,-3.899
70,50d55895-dcda-46c5-af08-c18d81db2ae3,Rechts,40.36892319,146491.829,424100.92499999,7.583,146487.33499999,424141.043,7.719,201B,"-3,899","36,470",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,51.80547623,51.80583676,Ja,Ja,5.26384113,5.26377498,36.47,-3.899
71,38601bc1-ba87-408a-a76e-104e629f3943,Links,39.0562765,87449.62699999,453238.516,-0.591,87422.38099999,453266.451,-0.814,63,"-3,900","35,156",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,52.06331867,52.0635664,Ja,Ja,4.40212349,4.40172069,35.156,-3.9
72,38601bc1-ba87-408a-a76e-104e629f3943,Rechts,40.36941323,87449.62699999,453238.516,-0.591,87423.49,453269.282,-0.815,63,"-3,900","36,470",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,52.06331867,52.06359198,Ja,Ja,4.40212349,4.4017363,36.47,-3.9
73,d040da46-8d28-4c62-a155-e6339d3c293d,Rechts-Links,50.03023092,177313.196,318200.93099999,46.838,177328.067,318153.162,46.838,133/135A,"-16,015","34,015",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,50.85320519,50.85277523,Ja,Ja,5.70404853,5.70425676,34.015,-16.015
74,d040da46-8d28-4c62-a155-e6339d3c293d,Rechts-Rechts,51.95377889,177313.196,318200.93099999,46.838,177325.845,318150.597,46.838,133/135A,"-16,015","35,939",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,50.85320519,50.85275226,Ja,Ja,5.70404853,5.70422505,35.939,-16.015
75,d040da46-8d28-4c62-a155-e6339d3c293d,Links-Rechts,51.98002731,177315.999,318201.636,46.838,177325.845,318150.597,46.838,133/135A,"-16,016","35,964",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,50.85321142,50.85275226,Ja,Ja,5.70408838,5.70422505,35.964,-16.016
76,d040da46-8d28-4c62-a155-e6339d3c293d,Links-Links,50.00459379,177315.999,318201.636,46.838,177328.067,318153.162,46.838,133/135A,"-16,016","33,989",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,50.85321142,50.85277523,Ja,Ja,5.70408838,5.70425676,33.989,-16.016
77,008b290a-fa14-49f1-87ef-c89f6a675583,Rechts,36.4594723,72581.00599999,438828.786,5.496,72550.09699999,438848.106,5.62699999,70,"-4,750","31,710",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,51.93181208,51.93198112,Ja,Ja,4.188804,4.18835003,31.71,-4.75
78,008b290a-fa14-49f1-87ef-c89f6a675583,Links,36.50522938,72581.00599999,438828.786,5.496,72548.672,438845.59,5.62699999,70,"-4,750","31,755",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,51.93181208,51.9319583,Ja,Onbekend,4.188804,4.18832992,31.755,-4.75
79,0892460e-dbb0-47b3-a2f3-b3e42afa121f,Rechts,38.56499334,89865.42299999,431820.89,3.789,89903.854,431817.678,3.789,649,"-4,501","34,064",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,51.87112382,51.87109944,Ja,Ja,4.4414136,4.44197217,34.064,-4.501
80,0892460e-dbb0-47b3-a2f3-b3e42afa121f,Links,38.58794927,89865.42299999,431820.89,3.789,89903.97199999,431820.34899999,3.789,649,"-4,501","34,087",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,51.87112382,51.87112346,Ja,Ja,4.4414136,4.44197338,34.087,-4.501
81,9ad8b427-7755-481a-bc4d-9a911caacfa2,Rechts-Links,39.8444731,99906.68799999,427764.13199999,3.24699999,99940.47199999,427743.00799999,3.37699999,3593B/3603,"-13,034","26,810",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,51.8357463,51.83555979,Ja,Ja,4.58785117,4.58834467,26.81,-13.034
82,9ad8b427-7755-481a-bc4d-9a911caacfa2,Links-Rechts,42.97917474,99908.163,427766.223,3.24699999,99941.849,427739.531,3.387,3593B/3603,"-13,034","29,945",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,51.83576524,51.83552867,Ja,Ja,4.58787224,4.5883652,29.945,-13.034
83,9ad8b427-7755-481a-bc4d-9a911caacfa2,Rechts-Rechts,42.95328697,99906.68799999,427764.13199999,3.24699999,99941.849,427739.531,3.387,3593B/3603,"-13,034","29,919",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,51.8357463,51.83552867,Ja,Ja,4.58785117,4.5883652,29.919,-13.034
84,9ad8b427-7755-481a-bc4d-9a911caacfa2,Links-Links,39.8184641,99908.163,427766.223,3.24699999,99940.47199999,427743.00799999,3.37699999,3593B/3603,"-13,034","26,784",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,51.83576524,51.83555979,Ja,Ja,4.58787224,4.58834467,26.784,-13.034
85,45359de2-0cd6-4a06-950a-4154cdc1b366,Rechts,56.54474087,108725.662,478794.988,2.87999999,108670.645,478782.00199999,2.56,1103A,"-4,499","52,046",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,52.29519002,52.29506869,Ja,Ja,4.70887996,4.70807532,52.046,-4.499
