Ministerie;Handelsnaam;3000 - Uitbesteden overig;3110 - Uitbesteden organisatie- en formatieadviesopdrachten;3120 - Uitbesteden beleidsadvies- en onderzoeksopdrachten;3130 - Uitbesteden communicatieadvies;3140 - Uitbesteden juridisch adviesopdrachten;3150 - Uitbesteden automatiseringsadvies;3160 - Uitbesteden accountancy en financien;Eindtotaal
BZK;BSA Schaderegeling B.V.;;;;;1;;;1
BZK;BUROBEB B.V.;;;2;;;;;2
BZK;Burrough B.V.;1;;;;;;;1
BZK;Buschman Consultancy B.V.;;;;;;1;;1
BZK;Bvsadvies;;2;;;;;;2
BZK;CAD & Company Projects B.V.;;;;;;1;;1
BZK;Cafe/Restaurant De Eeuwige Jachtvelden;1;;;;;;;1
BZK;Capgemini Nederland B.V.;6;4;;;;7;;7
BZK;Carthago ICT;;;;;;2;;2
BZK;CGI Nederland B.V.;;;;;;4;;4
BZK;Cinnamon Interactive B.V.;;;;;;1;;1
BZK;Cloud Seven B.V.;;;2;;;;;2
BZK;COMPAREX Nederland B.V.;3;;2;;;6;;6
BZK;Con-c B.V.;;;5;;;;;5
BZK;Congruence B.V.;;;1;;;;;1
BZK;ControlSolutions International B.V.;;;;;;2;;2
BZK;Coöperatie Exploitatie Bouwcampus UA;3;;;;;;;3
BZK;Croon advocaten N.V.;2;;;;;;;2
BZK;Customeyes B.V.;;;1;;;;;1
BZK;CvdB-advies;;;1;;;;;1
BZK;DeGraaf ICT;;1;;;;;;1
BZK;DEKRA Certification B.V.;;;;;;;1;1
BZK;Deloitte Consulting B.V.;;;4;;;;;4
BZK;Dignitas Mediation & Conflict Management;;;1;;;;;1
BZK;Direct Students B.V.;;;1;;;;;1
BZK;Doorsprong;;;1;;;;;1
BZK;Dotweb Systems B.V.;;;;;;3;;3
BZK;DPI Animation House B.V.;;;;1;;;;1
BZK;DynaVision B.V.;;;2;;;;;2
BZK;Ebbinge & Company International Holding B.V.;;;1;;;;;1
BZK;Ecogroen B.V.;;;2;;;;;2
BZK;Ecorys B.V.;;1;;;;;;1
BZK;Eindhoven Airport N.V.;;;1;;;;;1
BZK;ER&ES Consult;;;1;;;;;1
BZK;Ernst & Young Belastingadviseurs LLP;3;;;;;;;3
BZK;Esri Nederland;;;1;;;;;1
BZK;Exploitatiemij. Grand Hotel Karel V B.V.;1;;;;;;;1
BZK;ezCompany B.V.;;;1;;;;;1
BZK;F. Haverkamp Holding B.V.;;2;;;;;;2
BZK;Fakton B.V.;;;3;;;;;3
BZK;FC Coaching;;;1;;;;;1
BZK;Fokker Aircraft Services B.V.;;;1;;;;;1
BZK;Franke Interim Management B.V.;;;2;;;;;2
BZK;Frehe Dolce Far Niente Holding B.V.;1;;;;;;;1
BZK;Frisse Blikken ondernemen met talent B.V.;;;;2;;;;2
BZK;Geofox-Lexmond B.V.;;;2;;;;;2
BZK;Geurts Civiele Techniek;;;4;;;;;4
BZK;Ghijsens Advies B.V.;;;1;;;;;1
BZK;GITP Training & Opleiding B.V.;;;2;;;;;2
BZK;Gloudemans;;;2;;;;;2
BZK;Granny's Corner;1;;;;;;;1
BZK;Hampshire Hotel Management B.V.;1;;;;;;;1
BZK;Harry van Zon B.V.;;1;;;;;;1
BZK;HaskoningDHV Nederland B.V.;;;3;;;;;3
BZK;Heijmans Nederland B.V.;2;;;;;;;2
BZK;Holding Beheermaatschappij Ropeni B.V.;1;;;;;;;1
BZK;HSK Interventie B.V.;;1;;;;;;1
BZK;ICOP B.V.;2;;;;;;;2
BZK;ICP Nederland B.V.;;;2;;;;;2
BZK;Ingenieursbureau 'Oranjewoud' III B.V.;;;2;;;;;2
BZK;InnoValor B.V.;;;2;;;;;2
BZK;Innovatieman;;;;;;;1;1
BZK;Innovention Change Management B.V.;;3;;;;;;3
BZK;Intelligence Group B.V.;;;1;1;;;;1
BZK;Interpulse Automatisering B.V.;;;;;;1;;1
BZK;Intexso Adviesbureau B.V.;;;1;;;;;1
BZK;J.L.A. van den Boogaard;;;1;;;;;1
BZK;J.P. van der Leeden;;;1;;;;;1
BZK;Jaarbeurs B.V.;1;;;;;;;1
BZK;Jan Montijn Beheer B.V.;;;2;;;;;2
BZK;Janoq B.V.;1;;;;;;;1
BZK;JAVO Consultancy;;1;;;;;;1
BZK;JonkersenKo;;1;;;;;;1
BZK;Keper Infra Advies B.V.;;;1;;;;;1
BZK;Kessels & Smit Something B.V.;;;1;;;;;1
BZK;Knippenberg Coachend Interim Management;;2;;;;;;2
BZK;KPMG Advisory N.V.;;;2;;;;;2
BZK;Kragten B.V.;;;4;;;;;4
BZK;Lagerweij & Partner Consultants B.V.;;;1;;;;;1
BZK;Leadingwise;1;;;;;;;1
BZK;Leeuwendaal Advies B.V.;;;1;;;;;1
BZK;Lengersdorf;;;1;;;;;1
BZK;Lineair Bouwmanagement;;;2;;;;;2
BZK;Lloyd's Register Nederland B.V.;2;;;;;;;2
BZK;Maarten Hillenaar B.V.;;1;;;;;;1
BZK;Management Centrum Partners B.V.;;;1;;;;;1
BZK;Mare Holland B.V.;;;2;;;;;2
BZK;Marketresponse Nederland B.V.;;;2;;;;;2
BZK;Marosel B.V.;;;;;;4;;4
BZK;Maximum Alliances B.V.;;;;2;;;;2
BZK;Médoc Management Consulting;;;1;;;;;1
BZK;Mercuri Urval B.V.;;;1;;;;;1
BZK;Metri B.V.;;4;;;;;;4
BZK;Meyburg;;;3;;;;;3
BZK;Michiel G.J. Smit Redactie en journalistiek;1;;;;;;;1
BZK;Millers;1;;;;;;;1
BZK;M-Makelaars Noord B.V.;;;2;;;;;2
BZK;M-Makelaars Zuid B.V.;;;1;;;;;1
BZK;Motus B.V.;2;;;;;;;2
BZK;Mts van Summeren en van Aaken;;;1;;;;;1
BZK;MW & V;;;1;;;;;1
BZK;My Cubes B.V.;;;1;;;;;1
BZK;NDC mediagroep B.V.;;;1;;;;;1
BZK;Nederlands Debat Instituut Holding B.V.;;;1;;;;;1
BZK;Nederlandse Vereniging;1;;;;;;;1
BZK;Netcreators B.V.;2;;1;;;;;2
BZK;Netprofiler B.V.;;;1;;;;;1
BZK;Neuf & Associates B.V.;1;;;;;;;1
BZK;Obex B.V.;;;1;;;;;1
BZK;OmnicomMediaGroup Nederland B.V.;;;;3;;;;3
BZK;Ordina N.V.;;;2;;;;;2
BZK;Ordina Technologie & Competenties B.V.;;;;;;2;;2
BZK;P.C. van der Heijde Management B.V.;1;;;;;;;1
BZK;PALMBOUT Urban Landscapes B.V.;;;2;;;;;2
BZK;Partner in Leiderschap;;;1;;;;;1
BZK;PBLQ B.V.;;;1;;;;;1
BZK;Pels Rijcken & Droogleever Fortuijn N.V.;3;;2;;5;;;5
BZK;Perfectview;;;;;;1;;1
BZK;Peutz B.V.;;;1;;;;;1
BZK;Phoenix Opleidingen;;;1;;;;;1
BZK;Phyleon B.V.;;;1;;;;;1
BZK;Pieters Bouwtechniek Utrecht B.V.;;;1;;;;;1
BZK;Pink Elephant Business Intelligence B.V.;;;;;;2;;2
BZK;Planon Building Management B.V.;;;1;;;;;1
BZK;Plein 9 A B.V.;1;;;;;;;1
BZK;Point 42 B.V.;;;2;;;;;2
BZK;POSG Professionals B.V.;;;4;;;;;4
BZK;PQR B.V.;;;;;;3;;3
BZK;Pricewaterhousecoopers Advisory N.V.;2;;;;;;;2
BZK;Protinus IT B.V.;;;;;;3;;3
BZK;Provada B.V.;2;;;;;;;2
BZK;Public Partners B.V.;;1;;;;;;1
BZK;R. van Marrewijk;;;1;;;;;1
BZK;RAI Amsterdam B.V.;1;;;;;;;1
BZK;Rambo Invest B.V.;;;1;;;;;1
BZK;Regas IP B.V.;;;;;;1;;1
BZK;Rodenburg Makelaars;;;1;;;;;1
BZK;RONT Management Consultants B.V.;;;1;;;;;1
BZK;Root B.V.;2;;;;;;;2
BZK;RPS advies- en ingenieursbureau;;;1;;;;;1
BZK;RPS Analyse B.V.;;;1;;;;;1
BZK;Russell en Bakker B.V.;;;1;;;;;1
BZK;'s Gravenhof Zutphen B.V.;1;;;;;;;1
BZK;S.O.S. Freelance;;2;;;;;;2
BZK;Sabel Communicatie B.V.;;;2;4;;;;4
BZK;Scholten Awater B.V.;;;;;;3;;3
BZK;Significant B.V.;;;;;;;1;1
BZK;Sogeti Nederland B.V.;;;;;;7;;7
BZK;Solid Sense B.V.;;;1;;;;;1
BZK;Sprengers Advocaten;1;;;;;;;1
BZK;St.stg. Ver. v. Zoogdierk. en Zoogdierbesch.;;;1;;;;;1
BZK;Stg. Centr. voor Arbeidsverhoud. Overh.pers.;2;;1;;;;;2
BZK;Stg. Kenniscentrum Center People & Buildings;;;2;;;;;2
BZK;Stg. Standaardbestek Burg.- en Utiliteitsbouw;2;;;;;;;2
BZK;Stichting Accessibility;;;1;;;;;1
BZK;Stichting Administratiekantoor LTP;;;1;;;;;1
BZK;Stichting Amsterdam School of Real Estate;2;;;;;;;2
BZK;Stichting Beheer Synagoge;1;;;;;;;1
BZK;Stichting Brabantse Milieufederatie;;;1;;;;;1
BZK;Stichting Bureau Documentatie Bouwwezen;1;;;;;;;1
BZK;Stichting Buurtschap Heimolen;;;1;;;;;1
BZK;Stichting De Bouwcampus;5;;;;;;;5
BZK;Stichting Holland Property Plaza;2;;;;;;;2
BZK;Stichting Instituut voor Bouwrecht;2;;;;;;;2
BZK;Stichting ISSO;;;1;;;;;1
BZK;Stichting Milieuplatform Leeuwarden;;;1;;;;;1
BZK;Stichting SBRCURnet;3;;1;;;;;3
BZK;Stichting VUmc;;;;;2;;;2
BZK;SVC SchoolvoorCoaching B.V.;;;1;;;;;1
BZK;Svenon;;1;;;;;;1
BZK;Sweegers en de Bruijn B.V.;;;4;;;;;4
BZK;Tecis;;2;;;;;;2
BZK;The Resources Factory B.V.;;;3;;;;;3
BZK;TNO B.V.;;;4;;;;;4
BZK;Total Identity;1;;;;;;;1
BZK;TRConsult B.V.;;;1;;;;;1
BZK;Troostwijk Real Estate B.V.;1;;;;;;;1
BZK;Turner;2;;;;;;;2
BZK;Uneto-VNI;;1;;;;;;1
BZK;United People B.V.;;;2;;;;;2
BZK;Unzip Holding B.V.;;2;;;;;;2
BZK;UvA Cafe de Krater;2;;;;;;;2
BZK;v. Rossum Raadgev. Ingenieurs Amsterdam B.V.;;1;;;;;;1
BZK;Valsplat B.V.;;;;2;;;;2
BZK;Van den Bijtel Ecologisch Onderzoek;;;2;;;;;2
BZK;Van der Linden-van Giersbergen B.V.;;;3;;;;;3
BZK;Van Lanschot Nannenga Naus Rentmeesters;;;1;;;;;1
BZK;Van Ledden Infra B.V.;;;1;;;;;1
BZK;Van Nistelrode Holding B.V.;;;1;;;;;1
BZK;Ventoux Advocaten B.V.;;;;;1;;;1
BZK;Verdonck, Klooster & Associates B.V.;;;3;;;;;3
BZK;Vereniging Gelderse Natuur en Milieufederatie;;;1;;;;;1
BZK;Verhoeven en Leenders Beheer B.V.;;;3;;;;;3
BZK;Vhiva B.V.;1;;;;;;;1
BZK;Vigier Infra Projecten B.V.;;;3;;;;;3
BZK;Vitruvius Consultancy B.V.;;;2;;;;;2
BZK;W. Koster;;;1;;;;;1
BZK;Webhelp Nederland;2;;;;;;;2
BZK;Werkplaats 54;;2;;;;;;2
BZK;Wester IJ-Dock C.V.;;1;;;;;;1
BZK;WHR Installatie-adviseurs Breda B.V.;;;2;;;;;2
BZK;Witteveen+Bos;;;2;;;;;2
DEF;Anoniem 1166;3;;;;;;;3
DEF;Anoniem 808;3;;;;;;;3
DEF;Coöperatieve Rabobank UA;5;;;;;;;5
DEF;De ZorgIntermediair Vrije Beroepen;2;;;;;;;2
DEF;Facilicom Facility Solutions B.V.;3;;;;;;;3
DEF;Multiwacht Groep B.V.;2;;;;;;;2
DEF;NMM Company B.V.;3;;;;;;;3
DEF;Stg. Centr. voor Arbeidsverhoud. Overh.pers.;;;;;2;;;2
DEF;Stichting T.M.C. Asser Instituut;;;2;;;;;2
EZ;&Associates;;;2;;;;;2
EZ;&Maes B.V.;;;4;;;;;4
EZ;&Samhoud Nederland B.V.;;;2;;;;;2
EZ;*Technical University of Denmark;;;1;;;;;1
EZ;. Soehartono;;;1;;;;;1
EZ;123boekingen.nl;1;;;;;;;1
EZ;2BGlobal B.V.;;;1;;;;;1
EZ;2OPEN;;;1;;;;;1
EZ;2Participate Deekens Advies B.V.;;;1;;;;;1
EZ;2Solve Investigations;;;2;;;;;2
EZ;4E Implementing Agreement Pty Ltd;;;3;;;;;3
EZ;4elements B.V.;1;;;;;;;1
EZ;51e4e;;;1;;;;;1
EZ;A & S;;;1;;;;;1
EZ;A Company B.V.;;;1;;;;;1
EZ;A Dabo;;;2;;;;;2
EZ;A. Cohn;;;1;;;;;1
EZ;A. Terlouw Consult;;;1;;;;;1
EZ;A. Zeilinger;;;1;;;;;1
EZ;A.R. van Kreveld;;;2;;;;;2
EZ;Aaaaha! The Actor Factory B.V.;;;1;;;;;1
EZ;Aalders Merk en Marketing B.V.;;;2;;;;;2
EZ;Aalt Dijkhuizen B.V.;;;1;;;;;1
EZ;AAMANGO S.L.;;;2;;;;;2
EZ;AAP, Opvang voor Uitheemse Dieren, stichting;;;1;;;;;1
EZ;Aart Geesink IDZ B.V.;;;2;;;;;2
EZ;ABCD About Brands Concepts Design;;;4;;;;;4
EZ;Abd Allied Business Development B.V.;;;2;;;;;2
EZ;Abeng Taal & Tekst;;;3;;;;;3
EZ;ABF Group B.V.;;;2;;;;;2
EZ;ABM Hoff Consultancy;;;2;;;;;2
EZ;ABN AMRO Bank N.V.;;;1;;;;;1
EZ;ABT B.V.;;;1;;;;;1
EZ;Acacia Water B.V.;;;3;;;;;3
EZ;Acceleratio B.V.;;;2;;;;;2
EZ;Accenture B.V.;;;2;;;;;2
EZ;Access Latin America;;;1;;;;;1
EZ;ACE B.V.;;;1;;;;;1
EZ;ACT-for-Performance B.V.;;;3;;;;;3
EZ;Actuac B.V.;;;2;;;;;2
EZ;Acuity CRM B.V.;;;2;;;;;2
EZ;Adri Dorrestein, Advies & Interim B.V.;;;2;;;;;2
EZ;Advies water en klimaat;;;1;;;;;1
EZ;Adviesbureau Beleef & Weet;;;1;;;;;1
EZ;Adviesbureau ir. J.G. Hageman B.V.;;;1;;;;;1
EZ;Adviesbureau Sam B.V.;;;3;;;;;3
EZ;Advokaten Kollektief;;;;;1;;;1
EZ;AE Architecture & Ecology;;;1;;;;;1
EZ;Aecom Ltd;;;1;;;;;1
EZ;Aeres Hogeschool Wageningen;;;2;;;;;2
EZ;Aerovision B.V.;;;1;;;;;1
EZ;Aetha Consulting Limited;;;3;;;;;3
EZ;AEVES B.V.;3;;;;;;;3
EZ;Afvalzorg Deponie B.V.;;;2;;;;;2
EZ;Agence Sénégalaise De Promotion Touristique;;;2;;;;;2
EZ;Agnes Voorintholt;;;1;;;;;1
EZ;Agonus Fisheries Consultancy;;;1;;;;;1
EZ;Agrarische natuurvereniging 't Onderholt;;;1;;;;;1
EZ;Agrifirm Exlan B.V.;;;2;;;;;2
EZ;Agriprom;;;2;;;;;2
EZ;Agrix Consulting;;;2;;;;;2
EZ;Agro Dynamics;;;2;;;;;2
EZ;Agroder SC;;;2;;;;;2
EZ;Aguaflow S.L.;;;1;;;;;1
EZ;AHB Consultancy;;;2;;;;;2
EZ;AHVLA Animal Health and Veterinary Laboraties Agency;;;1;;;;;1
EZ;Aided-Trade Limited;;;3;;;;;3
EZ;AIDEnvironment;;;2;;;;;2
EZ;Air Cargo Netherlands;;;1;;;;;1
EZ;Airbus Defence Space Ltd;;;6;;;;;6
EZ;Albert Koedam Consultancy;;;1;;;;;1
EZ;Albizu, Vidal, Uría y Asociados SL (AVU SL);;;2;;;;;2
EZ;Alcedo Consultancy B.V.;;;1;;;;;1
EZ;Aletha Steijns Communicatie;;;2;;;;;2
EZ;Algemene Vereniging Inlands Hout;;;2;;;;;2
EZ;Alive;;;2;;;;;2
EZ;Alliander N.V.;;;2;;;;;2
EZ;Alquimia;;;1;;;;;1
EZ;Altenburg & Wymenga Ecologisch Onderzoek B.V.;;;2;;;;;2
EZ;Alter Ego Development;;;2;;;;;2
EZ;AMB Makelaars Vught B.V.;;;1;;;;;1
EZ;AMBor Creatie;;;3;;;;;3
EZ;Amigos International B.V.;;;4;;;;;4
EZ;Amilcar Aristides Pereira De Sousa Monteiro;;;2;;;;;2
EZ;Amis Services B.V.;1;;;;;;;1
EZ;Ammerlaan Real Estate B.V.;;;;;;;2;2
EZ;Amped;;;1;;;;;1
EZ;Amped Concepts B.V.;;;1;;;;;1
EZ;AnalitiQs B.V.;;;1;;;;;1
EZ;Analysys Mason Limited;;;4;;;;;4
EZ;Analytical Solutions and Products B.V.;;;3;;;;;3
EZ;Anantis;;;2;;;;;2
EZ;Andersson Elffers Felix;;;4;;;;;4
EZ;Animal Behaviour Clinic;;;3;;;;;3
EZ;anp management consulting GmbH;;;2;;;;;2
EZ;ANP Pers Support Benelux B.V.;;;1;;;;;1
EZ;Anses - Agence nationale de sécurité sanitaire;;;1;;;;;1
EZ;Antea Group;;;1;;;;;1
EZ;Antea Nederland B.V.;;;2;;;;;2
EZ;Antea Realisatie B.V.;;;2;;;;;2
EZ;Antonissen Agrarisch Advies;;;1;;;;;1
EZ;Antonissen Consultancy;;;2;;;;;2
EZ;Apparel Tech Corporation;;;1;;;;;1
EZ;APPM Management Consultants B.V.;;;3;;;;;3
EZ;Appolt Advies- en Organisatiebureau;;;1;;;;;1
EZ;APS Consulting Services;;;2;;;;;2
EZ;AQSCERT;;;1;;;;;1
EZ;Arc Sustainable Energy Solutions;;;2;;;;;2
EZ;ARCADIS Nederland;;;7;;;;;7
EZ;Ardis Opleidingen B.V.;;;1;;;;;1
EZ;Ardis Organisatieontwikkeling B.V.;;;1;;;;;1
EZ;Arenda Oomen Fotografie;;;1;;;;;1
EZ;Arjan Klopstra;;;2;;;;;2
EZ;Arko Sports Media B.V.;;;2;;;;;2
EZ;Art 4 You Decorations;;;1;;;;;1
EZ;Arthur van Beurden;;;1;;;;;1
EZ;Arthur Verdellen;;;1;;;;;1
EZ;Arturo Sosa Fotografia;;;1;;;;;1
EZ;ASEPEX;;;1;;;;;1
EZ;Asian Glories B.V.;;;1;;;;;1
EZ;Ask;;;2;;;;;2
EZ;Astrium Services;;;5;;;;;5
EZ;AS-Vastgoed B.V.;;;2;;;;;2
EZ;At Osborne B.V.;;;3;;;;;3
EZ;Atelier Groenblauw / Opmaat;;;2;;;;;2
EZ;ATG Europe B.V.;;;4;;;;;4
EZ;Atlantic Hotel Exploitatie B.V.;;;1;;;;;1
EZ;Atlantico Business Development;;;1;;;;;1
EZ;Atomos Applications;;;1;;;;;1
EZ;Atos Nederland B.V.;9;;3;;;;;9
EZ;Atriensis B.V.;;;1;;;;;1
