OBJECTID,PUIC,NAAM,OMSCHRIJVING,GELDIG_VANAF,PUBLICATIEDATUM,REF_VLPOST_PUIC,REF_VLPOST_NAAM,REF_VLPOST_OMSCHRIJVING
12,16c48c65-978f-4f30-bd62-2499665dad57,ASDM,Amsterdam Muiderpoort,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2cae70e6-e587-451d-a8d4-ed88b04be49e,ASD,Amsterdam Centraal
13,e59e1878-56dd-4a33-baef-525bc9be2c31,ZLW,Lage Zwaluwe,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,6b0db470-f883-4c80-ac9d-5a57fae2a3d1,RSD,Roosendaal
14,bd5388d2-a275-4ada-9389-92503ad38683,HN,Hoorn,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,a56b23bc-cb77-4f10-a828-fb5a88619d57,AMR,Alkmaar
15,4d29bbf3-0204-4845-9624-8b6d398dfb37,HAR,De Haar aansl.,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2c573be2-1b65-48a2-9bc5-aa03903c4d07,UT,Utrecht Centraal
16,fddb1db0-c279-48e0-9b30-4b2c37373145,WFM,Warffum,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2e2942cd-6bec-4762-99ca-f8daaf348fba,GN,Groningen
17,a2c28f5a-6e45-42e6-ba5f-615a19d3f21f,SLOE,Sloehaven empl,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,6b0db470-f883-4c80-ac9d-5a57fae2a3d1,RSD,Roosendaal
18,56675880-7e92-4006-b51e-201dd74af205,MG,Mantgum,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2e2942cd-6bec-4762-99ca-f8daaf348fba,GN,Groningen
19,c44f0eed-676d-43fd-8bd7-6e362b2ea69c,RVS,Ravenstein,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2f76a82b-20e6-4385-a090-6c7ca69eaee1,AH,Arnhem
20,dda8b036-0e68-4566-8a32-f5aeff0eefba,BSK,Boskoop,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2c573be2-1b65-48a2-9bc5-aa03903c4d07,UT,Utrecht Centraal
21,361ccadc-c86e-498c-82b1-29a420037163,GPDA,Gaasperdammerweg aansl. (Amsterdam),2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2cae70e6-e587-451d-a8d4-ed88b04be49e,ASD,Amsterdam Centraal
22,bf1e2ed2-1e93-4576-94bc-73b00bbc4c01,AMLBP,Almelo racc. Bedrijvenpark NW Twente,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,3bef168d-3932-454c-832c-82fde8c67d14,ZL,Zwolle
23,ca5259eb-12bc-41d9-9f7b-7f5b9986de0d,ZTWO,Zoeterwoude Oost,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2c573be2-1b65-48a2-9bc5-aa03903c4d07,UT,Utrecht Centraal
24,f334f550-8f9d-45b2-b05f-4487d2bc874a,AKM,Akkrum,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,3bef168d-3932-454c-832c-82fde8c67d14,ZL,Zwolle
25,890118d8-5646-478e-9286-209d35ac498a,BMR,Boxmeer,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,5b69dddf-800e-4c3f-9ed6-03156b9a4d33,EHV,Eindhoven
26,c204f772-ecd7-4c11-a3d1-d78cffa7466e,SOG,Schin op Geul,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,58952f87-ac7f-4dc4-a8a2-387ad0f9930e,MT,Maastricht
27,1c01b6b3-2211-414c-93f8-ff8d5f467ea0,HDE,'t Harde,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,3bef168d-3932-454c-832c-82fde8c67d14,ZL,Zwolle
28,d7f7ba1b-ca9e-4736-9814-54ad4261dc9a,BSD,Beesd,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,f0a9d6e5-809b-44e2-85b8-b4766ad70f15,RTD,Rotterdam Centraal
29,5830110d-ed75-414b-84d1-f1fb193efbf9,AT,Acht,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,5b69dddf-800e-4c3f-9ed6-03156b9a4d33,EHV,Eindhoven
30,3efff1d9-ce70-4a49-8976-30f0eebadbba,MVTYN,Maasvlakte Yangtzehaven Noord,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,
31,885c6cff-7ec7-4859-8074-6d79ee0199e3,ONZ,Onnen Zuid,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,3bef168d-3932-454c-832c-82fde8c67d14,ZL,Zwolle
32,e8bcbfb4-addd-480b-ace3-a46287759b49,NM,Nijmegen,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2f76a82b-20e6-4385-a090-6c7ca69eaee1,AH,Arnhem
33,8eb7a180-060e-4a84-8c6e-b5d84c1fb338,DMNZ,Diemen Zuid,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2cae70e6-e587-451d-a8d4-ed88b04be49e,ASD,Amsterdam Centraal
34,e3e13d39-d2a2-41a8-8057-99729206a81c,PT,Putten,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,c4839a12-d54e-4cab-9f02-a344459d9fab,AMF,Amersfoort
35,e8376f6f-d59d-4c52-9c12-c38382e1a60a,RSN,Rijssen,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,3bef168d-3932-454c-832c-82fde8c67d14,ZL,Zwolle
36,92ef1b23-b8ef-478f-b131-e41e29a5d07c,VSV,Varseveld,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2f76a82b-20e6-4385-a090-6c7ca69eaee1,AH,Arnhem
37,c9274228-cb43-4e42-8ccc-c929e4fe1a87,LR,Laren=Almen,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2f76a82b-20e6-4385-a090-6c7ca69eaee1,AH,Arnhem
38,595151cf-77b2-4670-8243-1d2ee1b7be27,HFD,Hoofddorp,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2cae70e6-e587-451d-a8d4-ed88b04be49e,ASD,Amsterdam Centraal
39,998b845d-488a-460d-92b5-42cc67f07f8a,OBD,Obdam,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,a56b23bc-cb77-4f10-a828-fb5a88619d57,AMR,Alkmaar
40,d4975498-6f9a-4f52-93f7-ada3b5b836ad,ZTMO,Zoetermeer Oost,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,bde0944a-d3df-446d-85b1-60b8789b4eb1,GV,Den Haag HS
41,717e3bdc-abd1-4f9c-93b7-f85decbd0d1c,LTV,Lichtenvoorde-Groenlo,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2f76a82b-20e6-4385-a090-6c7ca69eaee1,AH,Arnhem
42,5f4197b0-38bb-4a63-80ee-a5005fa10f85,HLG,Harlingen,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2e2942cd-6bec-4762-99ca-f8daaf348fba,GN,Groningen
43,7b0dda4b-1dc5-45d7-ab1a-a4a680c4fdaf,SPTN,Santpoort Noord,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,a56b23bc-cb77-4f10-a828-fb5a88619d57,AMR,Alkmaar
44,43718e58-792e-43c7-b408-4f2510411ed6,CR,Crailoo,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,c4839a12-d54e-4cab-9f02-a344459d9fab,AMF,Amersfoort
45,973fee31-3f2a-41e6-9236-c3109432b061,GHTRTD,Groene Hart Tunnel Rotterdam,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,f0a9d6e5-809b-44e2-85b8-b4766ad70f15,RTD,Rotterdam Centraal
46,41bac2ae-dc21-4038-a6be-90e324167aa2,FWD,Feanwalden,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2e2942cd-6bec-4762-99ca-f8daaf348fba,GN,Groningen
47,234b1069-111e-4fb0-8ee5-d4af952d029c,SDA,Scheemda,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2e2942cd-6bec-4762-99ca-f8daaf348fba,GN,Groningen
48,babb6ecb-afc8-4371-b2ee-31f7979e496c,VTN,Vleuten,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2c573be2-1b65-48a2-9bc5-aa03903c4d07,UT,Utrecht Centraal
49,68a0dae6-fa0b-4945-8668-14bedfc80beb,BRCUP,Betuweroute Centraal Uitwisselpunt Valburg,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,
50,bbbe633c-7418-4645-8c5b-0eacba9f89ff,VAMA,VAM aansl. - bij Wijster,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,3bef168d-3932-454c-832c-82fde8c67d14,ZL,Zwolle
51,bc142a8d-634c-4a04-b6e9-1d9ed39b32bb,LDM,Leerdam,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,f0a9d6e5-809b-44e2-85b8-b4766ad70f15,RTD,Rotterdam Centraal
52,e121398f-4a2c-429c-bf4f-f4f619b65d9a,VNDC,Veenendaal Centrum,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2c573be2-1b65-48a2-9bc5-aa03903c4d07,UT,Utrecht Centraal
53,f0a955a4-2dc7-4282-a196-649ed5b1c74c,GRVN,Griendtsveen overloopw.,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,5b69dddf-800e-4c3f-9ed6-03156b9a4d33,EHV,Eindhoven
54,4795b65c-e122-4711-99e4-192dae102c15,ED,Ede=Wageningen,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2c573be2-1b65-48a2-9bc5-aa03903c4d07,UT,Utrecht Centraal
55,2a3dbb61-ec3b-4750-8e87-0d8ec1f01499,DLD,Den Dolder,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,c4839a12-d54e-4cab-9f02-a344459d9fab,AMF,Amersfoort
56,3673f0dd-73ea-4c7e-9775-24eb37c48bfe,ZB,Zuidbroek,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2e2942cd-6bec-4762-99ca-f8daaf348fba,GN,Groningen
57,e0e075f5-2ff4-476d-b8b7-e6d0aafb9415,STD,Sittard,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,58952f87-ac7f-4dc4-a8a2-387ad0f9930e,MT,Maastricht
58,e64b1ad2-8653-497f-a2bf-f171a8be0461,KPNZ,Kampen Zuid,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,3bef168d-3932-454c-832c-82fde8c67d14,ZL,Zwolle
59,6fe355b7-284e-4fe3-b145-124b3e9ab71e,MBT,Maasbracht,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,58952f87-ac7f-4dc4-a8a2-387ad0f9930e,MT,Maastricht
60,82c19fd9-06b8-4beb-8ddd-c847d0a68ee0,WD,Woerden,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2c573be2-1b65-48a2-9bc5-aa03903c4d07,UT,Utrecht Centraal
61,326e2dd0-ea3a-498c-913c-c0c9229c48fd,ODZ,Oldenzaal,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,3bef168d-3932-454c-832c-82fde8c67d14,ZL,Zwolle
62,475bf2dd-c6ae-4797-b408-6c5d2a4b4f3b,HA,'s Heer Arendskerke,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,6b0db470-f883-4c80-ac9d-5a57fae2a3d1,RSD,Roosendaal
63,1c12eec9-65e8-44ef-a17b-4a93fa37bfde,DDM,De Diem overloopw.,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2cae70e6-e587-451d-a8d4-ed88b04be49e,ASD,Amsterdam Centraal
64,91fca8c4-ba07-407a-b3d8-f85cc2008ca4,DDRS,Dordrecht Stadspolders,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,f0a9d6e5-809b-44e2-85b8-b4766ad70f15,RTD,Rotterdam Centraal
65,a221b8fc-37b8-4f98-91c7-77d86f5f02b2,EHV,Eindhoven,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,5b69dddf-800e-4c3f-9ed6-03156b9a4d33,EHV,Eindhoven
66,98f1a1a6-b55d-491a-9007-d3263e8c0165,HDRZ,Den Helder Zuid,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,a56b23bc-cb77-4f10-a828-fb5a88619d57,AMR,Alkmaar
67,b0635edd-8578-407f-a4b1-fbe04cf40bc6,VDM,Veendam,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2e2942cd-6bec-4762-99ca-f8daaf348fba,GN,Groningen
68,148745eb-f426-4512-8015-a466c46e7d0f,HKS,Hoogkarspel,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,a56b23bc-cb77-4f10-a828-fb5a88619d57,AMR,Alkmaar
69,ad813ebe-f750-4d81-adcb-f003a14f6609,VS,Vlissingen,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,6b0db470-f883-4c80-ac9d-5a57fae2a3d1,RSD,Roosendaal
70,7e76c261-eb45-4f3c-9b49-5888faf39bfd,ZVO,Zevenaar Oost,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,
71,e03c7122-5702-4970-b1ab-3e6d8dbf6a96,BROCH,Betuweroute Opheusden/Echteld,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,
72,bf29d4dc-3dec-4be6-94ab-d591f4cce41f,GN,Groningen,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2e2942cd-6bec-4762-99ca-f8daaf348fba,GN,Groningen
73,e9605c34-0baa-4b00-a9e1-7b6fdcdb3f7e,DGOK,Dijksgracht Kattenburg overloopw. (Amsterdam),2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2cae70e6-e587-451d-a8d4-ed88b04be49e,ASD,Amsterdam Centraal
74,04ba1270-fdcd-4595-a73b-e3edeb059ed0,LEDN,Leiden Centraal,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,bde0944a-d3df-446d-85b1-60b8789b4eb1,GV,Den Haag HS
75,b5d28e2c-c32d-4b23-8ca1-5a32c4118cb9,GBG,Gramsbergen,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,3bef168d-3932-454c-832c-82fde8c67d14,ZL,Zwolle
76,a505cd4d-1f73-48f5-97d0-6f244b1baff1,HT,'s-Hertogenbosch,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,5b69dddf-800e-4c3f-9ed6-03156b9a4d33,EHV,Eindhoven
77,13c32b8f-9b18-4956-90df-32f637da2b0a,KTR,Kesteren,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2c573be2-1b65-48a2-9bc5-aa03903c4d07,UT,Utrecht Centraal
78,ab963ff9-13a8-4b3e-bfe5-63557cb6c3cb,MRG,Maarn goed. empl.,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2c573be2-1b65-48a2-9bc5-aa03903c4d07,UT,Utrecht Centraal
79,3431b9be-2237-4532-8a71-259fef8c1d54,GD,Gouda,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2c573be2-1b65-48a2-9bc5-aa03903c4d07,UT,Utrecht Centraal
80,30cf7451-9c35-48f8-97ef-e023e396b437,DB,Driebergen=Zeist,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2c573be2-1b65-48a2-9bc5-aa03903c4d07,UT,Utrecht Centraal
81,7af27e5b-d64e-4cf1-8a0e-ecb699128c65,ZVB,Zevenbergen,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,6b0db470-f883-4c80-ac9d-5a57fae2a3d1,RSD,Roosendaal
82,3a86118e-57f8-4998-ac4a-493afa7a7c65,RM,Roermond,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,58952f87-ac7f-4dc4-a8a2-387ad0f9930e,MT,Maastricht
83,e4226eea-2fce-4719-8b54-030719692b3f,MZ,Maarheeze,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,58952f87-ac7f-4dc4-a8a2-387ad0f9930e,MT,Maastricht
84,0bd8f493-614d-49b8-bbee-ad96b5b3b858,BRDV,Barendrecht Vork,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,
85,da0ace23-ce45-4c12-8182-20e593cf38fe,GNL,Groningen Losplaats,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2e2942cd-6bec-4762-99ca-f8daaf348fba,GN,Groningen
86,e94f0c8c-080e-4d7e-b980-414726578b6e,WAD,Waddinxveen,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2c573be2-1b65-48a2-9bc5-aa03903c4d07,UT,Utrecht Centraal
87,2b8df1c3-37dc-4d35-92ea-163c35e6b26d,ST,Soest,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,c4839a12-d54e-4cab-9f02-a344459d9fab,AMF,Amersfoort
88,8ce164a8-a7bc-4e69-b963-2ba36d1de6d3,SM,Swalmen,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,58952f87-ac7f-4dc4-a8a2-387ad0f9930e,MT,Maastricht
89,0f39e8fb-f424-4980-8027-1a48a2bb9b05,NA,Nieuw Amsterdam,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,3bef168d-3932-454c-832c-82fde8c67d14,ZL,Zwolle
90,8e969b54-3826-4ba7-ab4a-65a0caced4fe,KBK,Klarenbeek,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2f76a82b-20e6-4385-a090-6c7ca69eaee1,AH,Arnhem
91,efb9180d-9a70-492e-90b8-0d6a6b484f9c,LAA,Laan van NOI (Den Haag ),2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,bde0944a-d3df-446d-85b1-60b8789b4eb1,GV,Den Haag HS
92,5d740f7a-aade-4fbf-a7f7-354429749b56,DDR,Dordrecht,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,f0a9d6e5-809b-44e2-85b8-b4766ad70f15,RTD,Rotterdam Centraal
93,aaa8ca56-d38c-4a11-8c65-7581cec87f35,RAT,Raalte,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,3bef168d-3932-454c-832c-82fde8c67d14,ZL,Zwolle
94,7dc9344b-bcd4-4cb0-9b0d-23515bb7792f,UST,Usquert,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2e2942cd-6bec-4762-99ca-f8daaf348fba,GN,Groningen
95,9ad751db-e425-4fac-b2d3-e56702b05671,ZP,Zutphen,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2f76a82b-20e6-4385-a090-6c7ca69eaee1,AH,Arnhem
96,48e547cf-9b15-4f60-8538-f7c8094c74eb,DRP,Dronryp,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2e2942cd-6bec-4762-99ca-f8daaf348fba,GN,Groningen
97,8fe7a4fc-12f5-4c05-b7e7-14e52722edf2,DN,Deurne,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,5b69dddf-800e-4c3f-9ed6-03156b9a4d33,EHV,Eindhoven
98,7b411042-7426-4a47-ba49-eed7ad09deec,WLD,Willemsdorp,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,6b0db470-f883-4c80-ac9d-5a57fae2a3d1,RSD,Roosendaal
99,60f8b22c-4036-4fe4-a6bc-067f975274fe,STB,Swifterbant,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,3bef168d-3932-454c-832c-82fde8c67d14,ZL,Zwolle
100,fec61095-88c4-48e0-8731-39dfe7c7be7d,BDGR,Breda Grens,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,f0a9d6e5-809b-44e2-85b8-b4766ad70f15,RTD,Rotterdam Centraal
101,f09963cb-b79c-4d41-a886-1bb025cd10bc,LTN,Lunteren,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2c573be2-1b65-48a2-9bc5-aa03903c4d07,UT,Utrecht Centraal
102,4d93d6b4-c8c6-42f4-b4e1-3eabda68cb7a,WK,Workum,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2e2942cd-6bec-4762-99ca-f8daaf348fba,GN,Groningen
103,4debad14-33a4-4f4b-a2a2-b51b3264aed9,BGK,Beugen kruispunt,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,5b69dddf-800e-4c3f-9ed6-03156b9a4d33,EHV,Eindhoven
104,4be77790-2c26-43ab-a5ad-770a7e5faecb,VLB,Vierlingsbeek,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,5b69dddf-800e-4c3f-9ed6-03156b9a4d33,EHV,Eindhoven
105,076ff4b8-0550-4df1-839a-9b90c95058f6,AC,Abcoude,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2cae70e6-e587-451d-a8d4-ed88b04be49e,ASD,Amsterdam Centraal
106,403619de-c6e0-4b4f-a99e-1133fbfcf4e0,LP,Loppersum,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2e2942cd-6bec-4762-99ca-f8daaf348fba,GN,Groningen
107,0a3476d8-12d7-4eec-909a-7d23661ab9e7,HRT,Horst-Sevenum,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,5b69dddf-800e-4c3f-9ed6-03156b9a4d33,EHV,Eindhoven
108,50b052c5-9b72-43b6-90fe-77912f04a5f9,MVT,Maasvlakte,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,
109,e176905a-cc9e-4cba-9227-c8f37e7e9276,APG,Appingedam,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2e2942cd-6bec-4762-99ca-f8daaf348fba,GN,Groningen
110,5832c66f-b90e-4e3a-84df-775607d6e7f6,VHP,Vroomshoop,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,3bef168d-3932-454c-832c-82fde8c67d14,ZL,Zwolle
111,13193373-20cc-4aa0-96bd-01479643f302,BV,Beverwijk,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,a56b23bc-cb77-4f10-a828-fb5a88619d57,AMR,Alkmaar
112,f7c51a57-eb7b-4a10-97a8-8be36c91e9fc,FN,Franeker,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2e2942cd-6bec-4762-99ca-f8daaf348fba,GN,Groningen
113,2a8b87ba-6a98-49b4-a8c3-09fcb273bd8f,RTNG,Rotterdam Noord goed.,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,f0a9d6e5-809b-44e2-85b8-b4766ad70f15,RTD,Rotterdam Centraal
114,5e68f7d4-bada-4dbf-9dcb-4ef9781bde8b,HNO,Heino,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,3bef168d-3932-454c-832c-82fde8c67d14,ZL,Zwolle
115,447c2865-5fae-4e8d-989e-c1545a1c6821,SDT,Sliedrecht,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,f0a9d6e5-809b-44e2-85b8-b4766ad70f15,RTD,Rotterdam Centraal
116,499e8fcd-20a6-471e-92b7-258e2c543c5d,DHSA,Delfshaven Schiebrug aansl.,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,f0a9d6e5-809b-44e2-85b8-b4766ad70f15,RTD,Rotterdam Centraal
117,c2b08364-eff6-4e32-ac67-4ed35708a926,GO,Goor,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2f76a82b-20e6-4385-a090-6c7ca69eaee1,AH,Arnhem
118,c090343f-f68f-407a-a393-937c69a682c1,UHM,Uithuizermeeden,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2e2942cd-6bec-4762-99ca-f8daaf348fba,GN,Groningen
119,1ce9fe22-8eac-41a1-86a4-57781f732b88,VL,Venlo,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,5b69dddf-800e-4c3f-9ed6-03156b9a4d33,EHV,Eindhoven
120,ae4cf2a6-055c-466c-bb55-9035ab2a99ce,VD,Vorden,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2f76a82b-20e6-4385-a090-6c7ca69eaee1,AH,Arnhem
121,d8ec30e6-c427-4179-9368-4fba93d06e10,GNN,Groningen Noord,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2e2942cd-6bec-4762-99ca-f8daaf348fba,GN,Groningen
122,d4d04852-6c92-4095-af7d-8d55447cca31,AVAT,Amersfoort Vathorst,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,c4839a12-d54e-4cab-9f02-a344459d9fab,AMF,Amersfoort
123,1b10d9ff-f20a-459e-9d41-73e632df0e01,MVTYZ,Maasvlakte Yangtzehaven Zuid,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,
124,0c3b64df-8cf5-469d-89c2-343e189d9791,WS,Winschoten,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2e2942cd-6bec-4762-99ca-f8daaf348fba,GN,Groningen
125,5747a8a0-d14c-4da1-9a7e-391eee090252,KFHAZ,Kijfhoek aansl. Zuid,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,f0a9d6e5-809b-44e2-85b8-b4766ad70f15,RTD,Rotterdam Centraal
126,d8b3543a-f2f4-4e9c-b1a9-2417b1f7dd4a,BET,Best overloopw.,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,5b69dddf-800e-4c3f-9ed6-03156b9a4d33,EHV,Eindhoven
