OBJECTID,PUIC,NAAM,OMSCHRIJVING,GELDIG_VANAF,PUBLICATIEDATUM,REF_VLPOST_PUIC,REF_VLPOST_NAAM,REF_VLPOST_OMSCHRIJVING
256,78125bc9-75e5-41d1-9585-d4eee139a25f,BKH,Den Haag Binckhorst,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,bde0944a-d3df-446d-85b1-60b8789b4eb1,GV,Den Haag HS
257,4b014708-f529-4f56-a551-abe45d081bac,LPE,Liempde,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,5b69dddf-800e-4c3f-9ed6-03156b9a4d33,EHV,Eindhoven
258,d1033d7d-52d7-488f-80d4-aa128e59e35f,TBU,Tilburg Universiteit,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,5b69dddf-800e-4c3f-9ed6-03156b9a4d33,EHV,Eindhoven
259,3ef27517-23fa-4de8-960d-c26d71d08543,BF,Baflo,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2e2942cd-6bec-4762-99ca-f8daaf348fba,GN,Groningen
260,6637575d-bba5-477d-b131-2e426562438b,HVS,Hilversum,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,c4839a12-d54e-4cab-9f02-a344459d9fab,AMF,Amersfoort
261,436aab70-fe56-4c60-b8a2-a82e326e1fe5,MBGA,Muiderberg aansl.,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2cae70e6-e587-451d-a8d4-ed88b04be49e,ASD,Amsterdam Centraal
262,6604f5d4-37d7-4f63-9a22-825b7ce4b8df,WL,Wehl,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2f76a82b-20e6-4385-a090-6c7ca69eaee1,AH,Arnhem
263,f3ac386a-cbdb-4704-9556-3f8180c2c820,OHZE,Oud Heeze,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,58952f87-ac7f-4dc4-a8a2-387ad0f9930e,MT,Maastricht
264,447d422b-7829-4232-bf40-8642331f34af,DDV,Dedemsvaart,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,3bef168d-3932-454c-832c-82fde8c67d14,ZL,Zwolle
265,dbe63b93-28e7-49ac-b3a6-faafc1fca5d6,RTDBD,Rotterdam Breda HSL,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,f0a9d6e5-809b-44e2-85b8-b4766ad70f15,RTD,Rotterdam Centraal
266,4d1577cb-43e3-4fb3-aea2-7479d151ddba,BR,Blerick,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,5b69dddf-800e-4c3f-9ed6-03156b9a4d33,EHV,Eindhoven
267,33da359b-68a4-4639-ad78-479daf173100,MMLH,Mook Molenhoek,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,5b69dddf-800e-4c3f-9ed6-03156b9a4d33,EHV,Eindhoven
268,3c47e08b-5ad5-4774-b3f6-9b0399139f17,KG,Koekange,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,3bef168d-3932-454c-832c-82fde8c67d14,ZL,Zwolle
269,61a9c834-19a1-4492-a1b1-09dac20c1a47,MLO,Meerlo-Tienraij,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,5b69dddf-800e-4c3f-9ed6-03156b9a4d33,EHV,Eindhoven
270,121c63b0-0388-485e-815b-f9c5e6dc99da,VRY,Venraij,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,5b69dddf-800e-4c3f-9ed6-03156b9a4d33,EHV,Eindhoven
271,598e1d40-8c2b-4b95-966c-874e24d02645,VK,Valkenburg,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,58952f87-ac7f-4dc4-a8a2-387ad0f9930e,MT,Maastricht
272,dd0ceb8c-c51b-4e74-aaf3-44a5b6e82866,BDM,Bedum,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2e2942cd-6bec-4762-99ca-f8daaf348fba,GN,Groningen
273,535d8ae1-fd72-4b5c-b053-ff05f80d80a5,RSD,Roosendaal,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,6b0db470-f883-4c80-ac9d-5a57fae2a3d1,RSD,Roosendaal
274,0e2a1659-bad2-40bf-9bb6-847524ec38bb,ERP,Europoort,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,
275,415a5915-5031-42fc-88f9-b5ef2674b768,ONN,Onnen Noord,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2e2942cd-6bec-4762-99ca-f8daaf348fba,GN,Groningen
276,0e0b2fc0-bdfc-4bd2-81f2-7911f14fa979,BL,Beilen,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,3bef168d-3932-454c-832c-82fde8c67d14,ZL,Zwolle
277,97e63a29-e517-4b57-97e9-ef2fb73ffad7,RB,Rilland-Bath,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,6b0db470-f883-4c80-ac9d-5a57fae2a3d1,RSD,Roosendaal
278,5c733a7b-0633-4e72-8184-ad5681b6f19d,NKK,Nijkerk,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,c4839a12-d54e-4cab-9f02-a344459d9fab,AMF,Amersfoort
279,187b96b3-19e6-4e34-bc7d-fc6b87c32928,GV,Den Haag HS,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,bde0944a-d3df-446d-85b1-60b8789b4eb1,GV,Den Haag HS
280,88626b40-73ea-498a-b235-986c09ab8e38,KPN,Kampen,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,3bef168d-3932-454c-832c-82fde8c67d14,ZL,Zwolle
281,b28f9262-97a2-4fcc-b981-71a5ac873fe7,DL,Dalfsen,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,3bef168d-3932-454c-832c-82fde8c67d14,ZL,Zwolle
282,3e702ccb-e29e-4a59-bd99-9ad9596dfe1b,SDM,Schiedam Centrum,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,f0a9d6e5-809b-44e2-85b8-b4766ad70f15,RTD,Rotterdam Centraal
283,e462b45a-9aa2-4bdc-acc8-fbf2294ce2d0,LC,Lochem,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2f76a82b-20e6-4385-a090-6c7ca69eaee1,AH,Arnhem
284,a0aeb630-52b2-4297-b8ac-7206cec8861c,ASDZO,Amsterdam Zuid overloopwissels,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2cae70e6-e587-451d-a8d4-ed88b04be49e,ASD,Amsterdam Centraal
285,f20a6bac-8ecb-401c-b20b-2936e13c4196,BHV,Bilthoven,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,c4839a12-d54e-4cab-9f02-a344459d9fab,AMF,Amersfoort
286,3f461488-12a2-4944-a712-6a9a376f566a,WGM,Watergraafsmeer,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2cae70e6-e587-451d-a8d4-ed88b04be49e,ASD,Amsterdam Centraal
287,a5c5282c-4ba4-4639-8192-a809d2ecc192,ZTWW,Zoeterwoude West,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2c573be2-1b65-48a2-9bc5-aa03903c4d07,UT,Utrecht Centraal
288,19cf9db2-a3d3-41f3-8351-6ce5453897b0,WP,Weesp,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2cae70e6-e587-451d-a8d4-ed88b04be49e,ASD,Amsterdam Centraal
289,2415c877-ebaf-4b39-a510-c4ce3b2c7c56,GHT,Groene Hart Tunnel,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,f0a9d6e5-809b-44e2-85b8-b4766ad70f15,RTD,Rotterdam Centraal
290,f42c7206-dea7-4971-a43c-1b8477719f07,BP,Buitenpost,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2e2942cd-6bec-4762-99ca-f8daaf348fba,GN,Groningen
291,b3fdd7a3-c583-4c87-be2a-eb3e60c60c48,TBG,Terborg,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2f76a82b-20e6-4385-a090-6c7ca69eaee1,AH,Arnhem
292,c30bcd98-3254-4e74-baa3-112b6a95a1c8,HTBA,Hattemerbroek Aansl.,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,3bef168d-3932-454c-832c-82fde8c67d14,ZL,Zwolle
293,16cd2267-c377-438c-8671-f6c7b83c9657,GND,Hardingxveld-Giessendam,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,f0a9d6e5-809b-44e2-85b8-b4766ad70f15,RTD,Rotterdam Centraal
294,cff6bfdb-6329-458e-b8f3-893f8f0efc76,BRN,Baarn,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,c4839a12-d54e-4cab-9f02-a344459d9fab,AMF,Amersfoort
295,26c897f4-8198-4ee0-b9ab-e272c7d82c96,ESTA,Elst aansl.,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2f76a82b-20e6-4385-a090-6c7ca69eaee1,AH,Arnhem
296,ef2d72a3-c463-424d-8f1e-8e4674fab1a1,HLM,Haarlem,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,a56b23bc-cb77-4f10-a828-fb5a88619d57,AMR,Alkmaar
297,bdbd753b-a5b3-4f91-9f1d-a639e7319920,AMR,Alkmaar,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,a56b23bc-cb77-4f10-a828-fb5a88619d57,AMR,Alkmaar
298,23b4707c-e52b-4230-b888-e4eee9284fe7,WGMRBA,Watergraafsmeer ringbaan aansl.,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2cae70e6-e587-451d-a8d4-ed88b04be49e,ASD,Amsterdam Centraal
299,113df5fd-6c79-488c-88c1-22dea07c2a95,DT,Delft,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,bde0944a-d3df-446d-85b1-60b8789b4eb1,GV,Den Haag HS
300,142ecdef-8989-459a-be56-7602eb52e7ce,BRMET,Betuweroute Meteren,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,
301,bbb7993e-e7d3-4838-b014-26e5c4a074c4,LG,Landgraaf,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,58952f87-ac7f-4dc4-a8a2-387ad0f9930e,MT,Maastricht
302,b4f1047b-a6fb-403b-96fa-fc271a563f49,GVM,Den Haag Mariahoeve,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,bde0944a-d3df-446d-85b1-60b8789b4eb1,GV,Den Haag HS
303,2d3d33d5-9507-4347-b6f8-f0b050c22e14,BNC,Barneveld Centrum,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,c4839a12-d54e-4cab-9f02-a344459d9fab,AMF,Amersfoort
304,d2ec4a95-7250-4d29-a007-c13940006138,WNN,Wadenoijen,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2c573be2-1b65-48a2-9bc5-aa03903c4d07,UT,Utrecht Centraal
305,9de48c78-e8a6-472c-8958-4f76467b8d80,BRDVNO,Betuweroute Duiven Overloop,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,
306,336547ff-fdff-4f4c-a997-acc5629059d1,GS,Goes,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,6b0db470-f883-4c80-ac9d-5a57fae2a3d1,RSD,Roosendaal
307,c95219ed-7ac2-4458-b1e3-5c6fe9a8d32a,GDM,Geldermalsen,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2c573be2-1b65-48a2-9bc5-aa03903c4d07,UT,Utrecht Centraal
308,8ca12053-c31f-4383-ab9e-99bca8431157,BKD,Amersfoort Bokkeduinen,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,c4839a12-d54e-4cab-9f02-a344459d9fab,AMF,Amersfoort
309,0c9ac430-fd14-4064-9570-3d440940968b,OZBM,Oud Zaltbommel,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2c573be2-1b65-48a2-9bc5-aa03903c4d07,UT,Utrecht Centraal
310,f75a7d58-0e50-4d98-ad4f-32dc892524a8,HDR,Den Helder,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,a56b23bc-cb77-4f10-a828-fb5a88619d57,AMR,Alkmaar
311,82d900f9-e2f0-4441-92b4-6994fef52d56,MVTW,Maasvlakte West,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,
312,039ed600-9b44-4d8c-bb1c-4c6b1ba03e50,BGN,Bergen op Zoom,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,6b0db470-f883-4c80-ac9d-5a57fae2a3d1,RSD,Roosendaal
313,4380a9fa-7f9e-418d-ad2c-e49b2c765207,EKZ,Enkhuizen,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,a56b23bc-cb77-4f10-a828-fb5a88619d57,AMR,Alkmaar
314,db8b6693-5588-487d-a2d0-48315485f03c,MDB,Middelburg,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,6b0db470-f883-4c80-ac9d-5a57fae2a3d1,RSD,Roosendaal
315,7d7eade5-258b-4d7f-93b9-b215864d1b34,ASN,Assen,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,3bef168d-3932-454c-832c-82fde8c67d14,ZL,Zwolle
316,37a8f681-fed5-4115-9ad1-b3c7d9ab366e,OST,Olst,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,3bef168d-3932-454c-832c-82fde8c67d14,ZL,Zwolle
317,68f7e676-060d-4ca0-82e0-45f105e7f30d,DZ,Delfzijl,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2e2942cd-6bec-4762-99ca-f8daaf348fba,GN,Groningen
318,a19230bb-3af1-4bb6-9455-7f1f7b0532b7,ALM,Almere Centrum,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2cae70e6-e587-451d-a8d4-ed88b04be49e,ASD,Amsterdam Centraal
319,894eb1d9-0e9b-467c-b482-f3827ce5a4a7,ASD,Amsterdam Centraal,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2cae70e6-e587-451d-a8d4-ed88b04be49e,ASD,Amsterdam Centraal
320,86d43799-58c9-4cbb-8803-24f7a3efa0a2,DVD,Duivendrecht,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2cae70e6-e587-451d-a8d4-ed88b04be49e,ASD,Amsterdam Centraal
321,21c26f39-d4ad-4534-b666-6792a5d072c6,GR,Gorinchem,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,f0a9d6e5-809b-44e2-85b8-b4766ad70f15,RTD,Rotterdam Centraal
322,9bbfffc0-ce87-4472-86f3-46d4fcfd5d7b,KRG,Kruiningen-Yerseke,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,6b0db470-f883-4c80-ac9d-5a57fae2a3d1,RSD,Roosendaal
323,6cb04c73-9f24-4c3a-87fd-829bc6852ee2,ZH,Zuidhorn,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2e2942cd-6bec-4762-99ca-f8daaf348fba,GN,Groningen
324,1d784230-cb8a-4dd4-adb6-2fdc36256678,ASDL,Amsterdam Lelylaan,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2cae70e6-e587-451d-a8d4-ed88b04be49e,ASD,Amsterdam Centraal
325,b25e554b-fac1-4e20-98a0-97b5bd672b95,DR,Dieren,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2f76a82b-20e6-4385-a090-6c7ca69eaee1,AH,Arnhem
326,a8bec137-9748-48bf-8038-20992bfadc41,HTN,Houten,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2c573be2-1b65-48a2-9bc5-aa03903c4d07,UT,Utrecht Centraal
