OBJECTID,PUIC,NAAM,POSITIONELE_NAUWKEURIGHEID_MM,LEVENSCYCLUS_STATUS,RELATIEVEHOOGTELIGGING,INWINMETHODE,AZIMUT,TIJDSTIP_REGISTRATIE,GELDIG_VANAF,PUBLICATIEDATUM,KMLINT,KMLINT_OMSCHRIJVING,GEOCODE,SUBCODE,GEOCODE_NR,GEOSUBCODE,GEOCODE_NAAM,KM_GEOCODE,KM_GEOCODE_T,OFFSET,OFFSET_T,BEHEERDER,ONDERHOUDSREGIO_NAAM,ONDERHOUDSREGIO_AFKORTING,TECHNIEKVELD,PGO_GEBIED_NAAM,PGO_GEBIED_NR,OPC_GEBIED_NAAM,OPC_GEBIED_NR,PCA,X,Y,Z,LATITUDE,LONGITUDE,KM_SPOORTAK,KM_SPOORTAK_T,STK_OFFSET,STK_OFFSET_T
585,07fcec76-714d-4478-9481-1b3be12012ac,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Ama-Htba,Amersfoort Aansluiting - Hattemerbroek Aansluiting ,017,,17,017__,Amersfoort Aansl. - Hattemerbroek,27.081517,"27,081517",-4.895011,"-4,895011",ProRail,Randstad Noord,RN,BASIS,Eemland,200,Amersfoort,12,ASSET Rail,158187.276,467168.479,0,52.19262962,5.43381753,,,,
586,f542272a-2159-4cb0-9eb9-7c8ff3fed977,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Ama-Htba,Amersfoort Aansluiting - Hattemerbroek Aansluiting ,017,,17,017__,Amersfoort Aansl. - Hattemerbroek,27.081788,"27,081788",-17.689364,"-17,689364",ProRail,Randstad Noord,RN,BASIS,Eemland,200,Amersfoort,12,ASSET Rail,158178.616,467177.901,0,52.19271435,5.43369097,,,,
587,aa6ccffa-ca44-4843-96b4-18ced3d2ef36,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Ama-Htba,Amersfoort Aansluiting - Hattemerbroek Aansluiting ,017,,17,017__,Amersfoort Aansl. - Hattemerbroek,27.047355,"27,047355",7.41617,"7,416170",ProRail,Randstad Noord,RN,BASIS,Eemland,200,Amersfoort,12,ASSET Rail,158171.026,467135.833,0,52.19233629,5.43357957,,,,
588,424be4b1-1771-44b4-831e-c123b9a0aa1c,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,508,,508,508__,Arnhem,91.956807,"91,956807",-5.209487,"-5,209487",ProRail,Noord-Oost,NO,BASIS,Gelre,400,Achterhoek,30,ASSET Rail,190352.852,444162.81,0,51.9847362,5.90183799,,,,
589,df2cfe27-4fbd-4716-a1a4-9833750efe5d,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,508,,508,508__,Arnhem,91.680425,"91,680425",-7.368308,"-7,368308",ProRail,Noord-Oost,NO,BASIS,Gelre,400,Achterhoek,30,ASSET Rail,190083.6,444221.598,0,51.98528166,5.89792463,,,,
590,3105ae20-473a-464a-885b-b5ad371edd35,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,036,,36,036__,Ede=Wageningen - Arnhem,87.100187,"87,100187",0.072785,"0,072785",ProRail,Noord-Oost,NO,BASIS,Veluwe,430,Gelderse Vallei,29,Strukton Rail,185773.327,445469.544,0,51.99675378,5.83529287,,,,
591,b4556b33-e6e7-4c77-ae98-9d508ea47959,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,036,,36,036__,Ede=Wageningen - Arnhem,87.449678,"87,449678",0.146984,"0,146984",ProRail,Noord-Oost,NO,BASIS,Veluwe,430,Gelderse Vallei,29,Strukton Rail,186072.749,445289.145,0,51.99511568,5.83963625,,,,
592,0c1cba94-c75d-46a0-8066-6f59ece49692,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,508,,508,508__,Arnhem,91.03108,"91,031080",-28.797677,"-28,797677",ProRail,Noord-Oost,NO,BASIS,Gelre,400,Achterhoek,30,ASSET Rail,189447.848,444367.881,0,51.98663625,5.88868485,,,,
593,f7a0f11e-4e76-4c6e-a34c-f394e07f3b27,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,037,,37,037__,Arnhem - Velperbroek Aansl.,93.108954,"93,108954",5.101244,"5,101244",ProRail,Noord-Oost,NO,BASIS,Gelre,400,Achterhoek,30,ASSET Rail,191484.552,444245.914,0,51.9854099,5.91832045,,,,
594,961998cf-31a8-4df4-8c38-c7c7e81fe7ba,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,036,,36,036__,Ede=Wageningen - Arnhem,87.600373,"87,600373",-0.520358,"-0,520358",ProRail,Noord-Oost,NO,BASIS,Veluwe,430,Gelderse Vallei,29,Strukton Rail,186200.096,445208.841,0,51.99438677,5.8414831,,,,
595,d6778c76-6eeb-4bc9-91aa-de26130153fe,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,508,,508,508__,Arnhem,92.050971,"92,050971",-37.738766,"-37,738766",ProRail,Noord-Oost,NO,BASIS,Gelre,400,Achterhoek,30,ASSET Rail,190438.491,444190.421,0,51.9849789,5.90308745,,,,
596,bf1fa432-1a8a-4bb2-95e7-1eda077ecad1,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,036,,36,036__,Ede=Wageningen - Arnhem,87.199755,"87,199755",-0.001574,"-0,001574",ProRail,Noord-Oost,NO,BASIS,Veluwe,430,Gelderse Vallei,29,Strukton Rail,185860.105,445420.256,0,51.99630596,5.83655196,,,,
597,4d8ea3db-ca13-434e-867c-f19bf22ca419,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,037,,37,037__,Arnhem - Velperbroek Aansl.,93.241332,"93,241332",5.565081,"5,565081",ProRail,Noord-Oost,NO,BASIS,Gelre,400,Achterhoek,30,ASSET Rail,191608.873,444202.524,0,51.98501173,5.92012552,,,,
598,ff86b770-6566-44a8-a501-623b8735ce79,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,508,,508,508__,Arnhem,91.155024,"91,155024",-16.218614,"-16,218614",ProRail,Noord-Oost,NO,BASIS,Gelre,400,Achterhoek,30,ASSET Rail,189568.654,444341.473,0,51.98639139,5.89044078,,,,
599,0dfce23b-71cc-4d60-94e2-29de71caae17,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,525,b,525,525_b,Amsterdam Singelgracht Aansl.,78.403141,"78,403141",19.898606,"19,898606",ProRail,Randstad Noord,RN,BASIS,Amsterdam,220,Amsterdam,9,VolkerRail,119811.543,489247.393,0,52.38994937,4.87028482,,,,
600,5f7cb22b-dd3e-44b4-b9c4-059dbe86a1b2,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Wgm-Dmn,Watergraafsmeer - Diemen ,927,,927,927__,Watergraafsmeer,906.033428,"906,033428",1.747711,"1,747711",ProRail,Randstad Noord,RN,BASIS,Amstelsepoort,230,Weesp,11,Strukton Rail,125837.4,484680.086,0,52.34925452,4.95919809,,,,
601,7a513d66-10ee-4ce5-a03a-2be98da585aa,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Wgm-Dmn,Watergraafsmeer - Diemen ,927,,927,927__,Watergraafsmeer,905.953703,"905,953703",19.123786,"19,123786",ProRail,Randstad Noord,RN,BASIS,Amstelsepoort,230,Weesp,11,Strukton Rail,125762.247,484710.328,0,52.34952232,4.95809251,,,,
602,54eb00c8-515c-455f-8472-c5b355315e4f,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Wgm-Dmn,Watergraafsmeer - Diemen ,927,,927,927__,Watergraafsmeer,906.341406,"906,341406",-6.612787,"-6,612787",ProRail,Randstad Noord,RN,BASIS,Amstelsepoort,230,Weesp,11,Strukton Rail,126120.296,484572.15,0,52.3482994,4.96335915,,,,
603,d28f0737-79fc-471d-bb3a-7a63547771e6,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Wgm-Dmn,Watergraafsmeer - Diemen ,927,,927,927__,Watergraafsmeer,905.455598,"905,455598",-12.074833,"-12,074833",ProRail,Randstad Noord,RN,BASIS,Amstelsepoort,230,Weesp,11,Strukton Rail,125381.756,485032.126,0,52.35239406,4.95248004,,,,
604,4073752f-e2c8-49b7-b1ea-89bc7e1fc973,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Wgm-Dmn,Watergraafsmeer - Diemen ,927,,927,927__,Watergraafsmeer,904.864561,"904,864561",103.410554,"103,410554",ProRail,Randstad Noord,RN,BASIS,Amstelsepoort,230,Weesp,11,Strukton Rail,124872.416,485322.005,0,52.35497162,4.94497846,,,,
605,07d81175-7417-40ae-8612-68a73ccc745b,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Wgm-Dmn,Watergraafsmeer - Diemen ,927,,927,927__,Watergraafsmeer,906.256,"906,256000",39.264078,"39,264078",ProRail,Randstad Noord,RN,BASIS,Amstelsepoort,230,Weesp,11,Strukton Rail,126023.883,484529.795,0,52.34791366,4.96194787,,,,
606,abc9a714-efb3-4426-b6f4-7629e3869175,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Wgm-Dmn,Watergraafsmeer - Diemen ,927,,927,927__,Watergraafsmeer,905.585315,"905,585315",-16.808846,"-16,808846",ProRail,Randstad Noord,RN,BASIS,Amstelsepoort,230,Weesp,11,Strukton Rail,125487.392,484959.133,0,52.35174373,4.95403687,,,,
607,e6751848-2f35-4288-abaf-2480b4446e40,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Wgm-Dmn,Watergraafsmeer - Diemen ,927,,927,927__,Watergraafsmeer,906.340774,"906,340774",1.985384,"1,985384",ProRail,Randstad Noord,RN,BASIS,Amstelsepoort,230,Weesp,11,Strukton Rail,126120.18,484563.528,0,52.3482219,4.96335819,,,,
608,40c247a0-ae75-4607-970b-acd3a97d637f,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,525,b,525,525_b,Amsterdam Singelgracht Aansl.,78.255943,"78,255943",9.38507,"9,385070",ProRail,Randstad Noord,RN,BASIS,Amsterdam,220,Amsterdam,9,VolkerRail,119687.834,489335.558,0,52.39073378,4.86845833,,,,
609,2ce13b42-ba45-48cb-abfe-f060f2fb5e89,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Wgm-Dmn,Watergraafsmeer - Diemen ,927,,927,927__,Watergraafsmeer,904.669565,"904,669565",96.903283,"96,903283",ProRail,Randstad Noord,RN,BASIS,Amstelsepoort,230,Weesp,11,Strukton Rail,124735.462,485416.499,0,52.35581334,4.94295976,,,,
610,7cfd3efb-047f-4373-99a8-a6d6229761ad,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,586,,586,586__,Amsterdam Centraal,80.566002,"80,566002",-4.777652,"-4,777652",ProRail,Randstad Noord,RN,BASIS,Amsterdam,220,Amsterdam,9,VolkerRail,121660.798,488127.556,0,52.3800005,4.89756052,,,,
611,4f0bf15f-381d-4e77-bb18-a6c24c72c558,,120,Bestaand,,Laser,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,586,,586,586__,Amsterdam Centraal,80.622927,"80,622927",-59.010404,"-59,010404",ProRail,Randstad Noord,RN,BASIS,Amsterdam,220,Amsterdam,9,VolkerRail,121737.66,488146.026,0,52.38017115,4.89868749,,,,
612,9cfb812b-7b5f-413f-a845-ba96d25a2f9e,,120,Bestaand,,Laser,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Asdm-Asa,Amsterdam Muiderpoort - Amsterdam Amstel ,096,b,96,096_b,Amsterdam Muiderpoort - Duivendrecht,105.846659,"105,846659",-11.734424,"-11,734424",ProRail,Randstad Noord,RN,BASIS,Amstelsepoort,230,Duivendrecht,10,Strukton Rail,123006.457,484397.598,0,52.34655816,4.91767806,,,,
613,883777ab-b51a-4c8a-b1df-f4228afe6a59,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,586,,586,586__,Amsterdam Centraal,80.541909,"80,541909",-58.703792,"-58,703792",ProRail,Randstad Noord,RN,BASIS,Amsterdam,220,Amsterdam,9,VolkerRail,121666.247,488186.375,0,52.38052945,4.8976347,,,,
614,3b7027c7-686e-461f-bf97-1e0dd4bd1a7d,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Asd-Zp,Amsterdam Centraal - Zutphen ,050,,50,050__,Amsterdam Muiderpoort - Diemen,5.037179,"5,037179",6.3641,"6,364100",ProRail,Randstad Noord,RN,BASIS,Amstelsepoort,230,Weesp,11,Strukton Rail,125008.874,485146.725,0,52.35340378,4.94699701,,,,
615,f954c9df-0576-46ff-9ad5-38464107e18d,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,525,b,525,525_b,Amsterdam Singelgracht Aansl.,78.227392,"78,227392",8.267642,"8,267642",ProRail,Randstad Noord,RN,BASIS,Amsterdam,220,Amsterdam,9,VolkerRail,119664.502,489352.661,0,52.39088599,4.8681138,,,,
616,3caaad36-df59-47f0-945e-e4aa9c345d5e,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,586,,586,586__,Amsterdam Centraal,80.532518,"80,532518",-37.08348,"-37,083480",ProRail,Randstad Noord,RN,BASIS,Amsterdam,220,Amsterdam,9,VolkerRail,121647.45,488172.147,0,52.38040044,4.89736006,,,,
617,a04fbad3-eb5d-40d3-ab7c-e51cf849505e,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Wgm-Dmn,Watergraafsmeer - Diemen ,927,,927,927__,Watergraafsmeer,905.873494,"905,873494",-0.078222,"-0,078222",ProRail,Randstad Noord,RN,BASIS,Amstelsepoort,230,Weesp,11,Strukton Rail,125706.61,484771.158,0,52.35006606,4.95727068,,,,
618,2b1323f0-b1e3-4d96-b88c-32bed01656ba,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,586,,586,586__,Amsterdam Centraal,81.036868,"81,036868",16.687931,"16,687931",ProRail,Randstad Noord,RN,BASIS,Amsterdam,220,Amsterdam,9,VolkerRail,122052.795,487867.823,0,52.37768986,4.90334291,,,,
619,ccfb64f0-d330-4ed8-a5ba-e09e9c35c2f5,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,547,c,547,547_c,Lunetten Aansl.,38.088805,"38,088805",-14.659699,"-14,659699",ProRail,Randstad Noord,RN,BASIS,Neerlands Midden,250,Utrecht,13,ASSET Rail,138056.081,453657.356,0,52.07094171,5.14007432,,,,
620,77698ec2-c602-4050-870a-b31cf666c52b,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,531,c,531,531_c,Utrecht Centraal,35.425013,"35,425013",70.645266,"70,645266",ProRail,Randstad Noord,RN,BASIS,Neerlands Midden,250,Utrecht,13,ASSET Rail,136124.688,455416.811,0,52.08669323,5.11180789,,,,
621,d715e64b-1e74-4b90-afa2-53e1fd06c599,,120,Bestaand,,Laser,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,531,c,531,531_c,Utrecht Centraal,34.954388,"34,954388",11.507156,"11,507156",ProRail,Randstad Noord,RN,BASIS,Neerlands Midden,250,Utrecht,13,ASSET Rail,135930.484,455847.505,0,52.09055764,5.10895039,,,,
622,789b3834-8482-489e-acde-3af47200f518,,120,Bestaand,,Laser,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,531,c,531,531_c,Utrecht Centraal,34.994964,"34,994964",35.75838,"35,758380",ProRail,Randstad Noord,RN,BASIS,Neerlands Midden,250,Utrecht,13,ASSET Rail,135929.643,455800.312,0,52.09013345,5.10894076,,,,
623,e93403f2-a031-4bfa-823a-5de7787dddc0,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,100,,100,100__,Utrecht Centraal - Harmelen Aansl.,7.248642,"7,248642",-12.971835,"-12,971835",ProRail,Randstad Noord,RN,BASIS,Neerlands Midden,250,Woerden,14,ASSET Rail,129058.791,457238.173,0,52.10277781,5.00857838,,,,
624,e504be31-1d49-49bc-bea7-f10da13acdc9,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,531,c,531,531_c,Utrecht Centraal,34.816281,"34,816281",-66.177307,"-66,177307",ProRail,Randstad Noord,RN,BASIS,Neerlands Midden,250,Utrecht,13,ASSET Rail,135920.853,456006.565,0,52.09198693,5.10880097,,,,
625,baaa1acd-8b6a-4a85-9689-f7ec836b316e,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,547,c,547,547_c,Lunetten Aansl.,37.78706,"37,787060",38.404215,"38,404215",ProRail,Randstad Noord,RN,BASIS,Neerlands Midden,250,Utrecht,13,ASSET Rail,137815.055,453843.213,0,52.07260476,5.13654962,,,,
626,372678cf-4ecb-41b0-84df-32da18e02385,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,531,c,531,531_c,Utrecht Centraal,35.27009,"35,270090",12.740939,"12,740939",ProRail,Randstad Noord,RN,BASIS,Neerlands Midden,250,Utrecht,13,ASSET Rail,136089.927,455573.528,0,52.08810061,5.11129205,,,,
627,fc0d1d06-7371-4763-b14e-41f00d0102e3,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,531,c,531,531_c,Utrecht Centraal,35.557685,"35,557685",59.232143,"59,232143",ProRail,Randstad Noord,RN,BASIS,Neerlands Midden,250,Utrecht,13,ASSET Rail,136200.26,455307.378,0,52.08571222,5.11291652,,,,
628,592b6671-a059-4da3-93bb-e9747fc78304,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Ut-Btl,Utrecht Centraal - Boxtel ,547,a,547,547_a,Lunetten Aansl.,3.088502,"3,088502",4.181944,"4,181944",ProRail,Randstad Noord,RN,BASIS,Neerlands Midden,250,Utrecht,13,ASSET Rail,138121.965,453406.375,0,52.06868791,5.14104764,,,,
629,cfa9d7ac-677a-4800-b88a-5939907bcd20,,120,Bestaand,,Laser,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,531,c,531,531_c,Utrecht Centraal,35.271073,"35,271073",86.576403,"86,576403",ProRail,Randstad Noord,RN,BASIS,Neerlands Midden,250,Utrecht,13,ASSET Rail,136027.987,455533.327,0,52.08773717,5.11039055,,,,
630,2058c6c4-8835-42c4-a50d-582bc110e1b9,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,531,c,531,531_c,Utrecht Centraal,35.617607,"35,617607",31.344854,"31,344854",ProRail,Randstad Noord,RN,BASIS,Neerlands Midden,250,Utrecht,13,ASSET Rail,136253.949,455268.962,0,52.08536876,5.11370193,,,,
631,0ed963ed-89af-4e8e-bbbf-a1197ce12ed0,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,531,c,531,531_c,Utrecht Centraal,34.83955,"34,839550",-51.79719,"-51,797190",ProRail,Randstad Noord,RN,BASIS,Neerlands Midden,250,Utrecht,13,ASSET Rail,135921.896,455979.139,0,52.09174047,5.10881772,,,,
632,adb7304e-a809-45b5-a818-2646ea535574,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,547,c,547,547_c,Lunetten Aansl.,37.780575,"37,780575",33.76071,"33,760710",ProRail,Randstad Noord,RN,BASIS,Neerlands Midden,250,Utrecht,13,ASSET Rail,137814.339,453851.164,0,52.0726762,5.13653878,,,,
633,c5d10285-e1c2-48ae-89ef-2e7ee5aeb614,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,547,c,547,547_c,Lunetten Aansl.,37.952993,"37,952993",31.168745,"31,168745",ProRail,Randstad Noord,RN,BASIS,Neerlands Midden,250,Utrecht,13,ASSET Rail,137926.956,453720.25,0,52.07150303,5.1381879,,,,
634,91733f6e-a039-423b-8be7-a2e2ff9a509e,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,531,c,531,531_c,Utrecht Centraal,35.270833,"35,270833",12.028512,"12,028512",ProRail,Randstad Noord,RN,BASIS,Neerlands Midden,250,Utrecht,13,ASSET Rail,136090.934,455573.266,0,52.08809829,5.11130675,,,,
635,223d725f-6475-45bf-90e4-7b31fa8f1dab,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,531,d,531,531_d,Utrecht Centraal,1.69134,"1,691340",165.675927,"165,675927",ProRail,Randstad Noord,RN,BASIS,Neerlands Midden,250,Utrecht,13,ASSET Rail,134598.049,456763.324,0,52.09874154,5.08945374,,,,
636,a5670384-0464-4f2d-bd3f-aa12232bb48b,,120,Bestaand,,Laser,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,531,c,531,531_c,Utrecht Centraal,35.137996,"35,137996",40.635818,"40,635818",ProRail,Randstad Noord,RN,BASIS,Neerlands Midden,250,Utrecht,13,ASSET Rail,135996.361,455674.854,0,52.08900813,5.10992123,,,,
637,fa1b735b-716c-4430-b33f-c861a075d94e,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,531,d,531,531_d,Utrecht Centraal,1.555677,"1,555677",148.666456,"148,666456",ProRail,Randstad Noord,RN,BASIS,Neerlands Midden,250,Utrecht,13,ASSET Rail,134731.153,456729.115,0,52.09843896,5.09139828,,,,
638,89a04185-5de2-4ee2-9ccb-53a394fc5a75,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,531,d,531,531_d,Utrecht Centraal,1.792784,"1,792784",93.464286,"93,464286",ProRail,Randstad Noord,RN,BASIS,Neerlands Midden,250,Utrecht,13,ASSET Rail,134488.784,456704.722,0,52.0982108,5.08786265,,,,
639,5cbf4996-20f2-4d66-9cac-482575bf93f0,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,547,c,547,547_c,Lunetten Aansl.,38.111926,"38,111926",-14.282681,"-14,282681",ProRail,Randstad Noord,RN,BASIS,Neerlands Midden,250,Utrecht,13,ASSET Rail,138072.409,453642.945,0,52.07081268,5.14031318,,,,
640,34bf52ab-aeee-48ec-8f36-cf274e76083b,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,531,c,531,531_c,Utrecht Centraal,36.503288,"36,503288",13.490379,"13,490379",ProRail,Randstad Noord,RN,BASIS,Neerlands Midden,250,Utrecht,13,ASSET Rail,136772.975,454556.654,0,52.07898387,5.12131235,,,,
641,e77f3762-5fdb-46d1-b292-7e258928c1d2,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,100,,100,100__,Utrecht Centraal - Harmelen Aansl.,7.358345,"7,358345",13.094454,"13,094454",ProRail,Randstad Noord,RN,BASIS,Neerlands Midden,250,Woerden,14,ASSET Rail,128953.737,457278.103,0,52.10313177,5.00704204,,,,
642,43ac1437-d2cb-46b7-8762-bb66e430515f,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,531,c,531,531_c,Utrecht Centraal,35.259495,"35,259495",36.662052,"36,662052",ProRail,Randstad Noord,RN,BASIS,Neerlands Midden,250,Utrecht,13,ASSET Rail,136063.918,455569.937,0,52.08806745,5.11091276,,,,
