OBJECTID,PUIC,NAAM,AFKORTING,RICHTING,GELDIG_VANAF,PUBLICATIEDATUM,VLPOST_PUIC,VLPOST_NAAM,VLPOST_OMSCHRIJVING
45,1151c2e7-5a84-4aee-90dc-5ab1a47e2545,Ed_Edc,211099,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2c573be2-1b65-48a2-9bc5-aa03903c4d07,UT,Utrecht Centraal
46,770064cf-d421-452a-a24f-263e6c6f6941,Ed_Wf,036001,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2c573be2-1b65-48a2-9bc5-aa03903c4d07,UT,Utrecht Centraal
47,45decc4e-8331-4a6c-9c3f-ef632b621d1e,Ahwa_Ahz,041001,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2f76a82b-20e6-4385-a090-6c7ca69eaee1,AH,Arnhem
48,fa1efcc1-8ed7-4281-87a6-bba55b3497bd,Sda_Wdvb,005002,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2e2942cd-6bec-4762-99ca-f8daaf348fba,GN,Groningen
49,6a5da035-7a53-4011-a7bd-ca962c8896dd,Kw_Wha,004001,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2e2942cd-6bec-4762-99ca-f8daaf348fba,GN,Groningen
50,086fe1b2-d38d-4c4e-8351-aab197be2dda,Zd_Zdb,079001,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,a56b23bc-cb77-4f10-a828-fb5a88619d57,AMR,Alkmaar
51,66bb9af8-4539-42ba-b4e0-1a0e2c698950,Nhk_Pmw,079004,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,a56b23bc-cb77-4f10-a828-fb5a88619d57,AMR,Alkmaar
52,bf91b66d-fa10-485f-9e06-b258890b38db,Assp_Dmn,050002,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2cae70e6-e587-451d-a8d4-ed88b04be49e,ASD,Amsterdam Centraal
53,11f5c001-0d61-4790-b780-c58907a938d8,Dei_Hrm,001003,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2e2942cd-6bec-4762-99ca-f8daaf348fba,GN,Groningen
54,e6c20e61-b047-4e8b-a3d5-b7c443a632c2,Hks_Hnk,217002,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,a56b23bc-cb77-4f10-a828-fb5a88619d57,AMR,Alkmaar
55,bb31378a-8da0-4419-b095-0da16d6cac8f,Hm_Hmh,055011,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,5b69dddf-800e-4c3f-9ed6-03156b9a4d33,EHV,Eindhoven
56,77d51f58-8d4c-4234-b5c8-0d62da214353,Utvr_Ut,117008,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2c573be2-1b65-48a2-9bc5-aa03903c4d07,UT,Utrecht Centraal
57,e80fd03b-6a39-4eeb-a54d-edf865cd24ec,Uto_Ut,094001,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2c573be2-1b65-48a2-9bc5-aa03903c4d07,UT,Utrecht Centraal
58,1d8dec2e-d238-412a-b4ef-524df05f700f,Amrn_Bol,074004,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,a56b23bc-cb77-4f10-a828-fb5a88619d57,AMR,Alkmaar
59,e468de89-bfe2-4a4b-abe9-4608382bb3e9,Cps_Nwk,132002,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,f0a9d6e5-809b-44e2-85b8-b4766ad70f15,RTD,Rotterdam Centraal
60,69405426-3059-4e40-881e-0f24269df972,Brd_Rlb,925001,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,f0a9d6e5-809b-44e2-85b8-b4766ad70f15,RTD,Rotterdam Centraal
61,14ca8233-ceb2-4d57-b5a6-87f6bb90a449,Esk_Hgl,028001,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,3bef168d-3932-454c-832c-82fde8c67d14,ZL,Zwolle
62,48cd7539-7350-4640-8b0d-af89adb5d106,Bll_Nspl,082001,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,a56b23bc-cb77-4f10-a828-fb5a88619d57,AMR,Alkmaar
63,8697fec4-ffe8-430a-a980-6ded207ebb3e,Had_Hg,085002,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,a56b23bc-cb77-4f10-a828-fb5a88619d57,AMR,Alkmaar
64,d1d616b3-5296-49c1-9eb5-0b5871f72295,Sptn_Sptz,082003,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,a56b23bc-cb77-4f10-a828-fb5a88619d57,AMR,Alkmaar
65,ffaf29aa-aeef-47a3-9b06-f27e4f941424,Brn_Hvs,088001,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,c4839a12-d54e-4cab-9f02-a344459d9fab,AMF,Amersfoort
66,67fef7b7-1c0d-485d-970b-0bd2093f5d2c,Aeg_Asdl,145005,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2cae70e6-e587-451d-a8d4-ed88b04be49e,ASD,Amsterdam Centraal
67,5141489f-2f97-43bb-8d69-153ea0d3693e,Bp_Gk,002008,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2e2942cd-6bec-4762-99ca-f8daaf348fba,GN,Groningen
68,0f497dba-abe1-474d-947c-cf420b82c326,Nsch_Rsl,005005,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2e2942cd-6bec-4762-99ca-f8daaf348fba,GN,Groningen
69,fb1d0ddd-9e3b-440d-941e-867c315664ba,Ndb_Bsmz,087003,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,c4839a12-d54e-4cab-9f02-a344459d9fab,AMF,Amersfoort
70,a18245de-be68-47ca-afa2-73263fb14bc4,Ost_Wh,018002,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,3bef168d-3932-454c-832c-82fde8c67d14,ZL,Zwolle
71,5cebcc38-2e62-4b48-bea1-0c9c31bc2fbc,Bv_Drh,076002,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,a56b23bc-cb77-4f10-a828-fb5a88619d57,AMR,Alkmaar
72,2929c9cc-9ae7-4b46-8351-627378285992,Hgl_Hglg,031020,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,3bef168d-3932-454c-832c-82fde8c67d14,ZL,Zwolle
73,532f3636-90b5-4ad8-bb62-ee3ebfd94d32,Lc_Mk,031004,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2f76a82b-20e6-4385-a090-6c7ca69eaee1,AH,Arnhem
74,34d22f9a-1f91-44c0-b55d-794ca306b555,Ltv_Rl,210003,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2f76a82b-20e6-4385-a090-6c7ca69eaee1,AH,Arnhem
75,f03b71a8-37a0-4613-9725-388fd3cc30c8,Bunde_Nscg,005017,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,
76,bda9021a-de3c-4b56-bc45-4296876fd5b5,Hna_Pmo,079007,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,a56b23bc-cb77-4f10-a828-fb5a88619d57,AMR,Alkmaar
77,8bd0e35f-d65c-4a41-874a-81aebe30a680,Sdm_Vdgvch,115002,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,f0a9d6e5-809b-44e2-85b8-b4766ad70f15,RTD,Rotterdam Centraal
78,edeb14e9-eb6f-4fd7-984f-8cf8349e38b8,Zl-Dl,204001,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,3bef168d-3932-454c-832c-82fde8c67d14,ZL,Zwolle
79,60746f3e-a8ef-4f80-9dd1-66b53e8f47a3,Mrb_Omn,204003,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,3bef168d-3932-454c-832c-82fde8c67d14,ZL,Zwolle
80,7b7c3271-ff97-4dbb-ab83-dc67a18993c5,Dvn_Wtv,038002,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2f76a82b-20e6-4385-a090-6c7ca69eaee1,AH,Arnhem
81,f2753dd4-4ef4-4f89-b7d1-d4ec87b537e2,Hrlw_Vdl,067001,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,58952f87-ac7f-4dc4-a8a2-387ad0f9930e,MT,Maastricht
82,b5059861-e89e-42a8-915b-c263315b1517,Hb_Nh,064005,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,58952f87-ac7f-4dc4-a8a2-387ad0f9930e,MT,Maastricht
83,838a452c-fd96-434f-ae87-d9520bba3c05,Egh_Lg,309001,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,58952f87-ac7f-4dc4-a8a2-387ad0f9930e,MT,Maastricht
84,e8adedef-42be-4587-ac0d-85d71cf96d45,Avat_Nkk,017002,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,c4839a12-d54e-4cab-9f02-a344459d9fab,AMF,Amersfoort
85,7ffae060-502f-4307-b4cc-1327f6ceb8b9,Gln_Sbk,064002,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,58952f87-ac7f-4dc4-a8a2-387ad0f9930e,MT,Maastricht
86,92c6cf38-cd50-4a87-a24d-f2480809ba33,Nm_Nmd,047010,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2f76a82b-20e6-4385-a090-6c7ca69eaee1,AH,Arnhem
87,c3347a15-255c-4918-941e-f59989e60142,Kbd_Rb,127002,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,6b0db470-f883-4c80-ac9d-5a57fae2a3d1,RSD,Roosendaal
88,5c729ca3-0f26-43d7-9450-d4d0b505bfdf,Asn_Bl,012005,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,3bef168d-3932-454c-832c-82fde8c67d14,ZL,Zwolle
89,feb05ad9-21ea-4463-b88e-8905703d6c19,Hrn_Onn,011006,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2e2942cd-6bec-4762-99ca-f8daaf348fba,GN,Groningen
90,95b85c86-8513-4a7d-81e6-d0dd66ae0153,Da_Vhp,205003,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,3bef168d-3932-454c-832c-82fde8c67d14,ZL,Zwolle
91,f4ae3fe3-3a67-40ef-b042-e96ebf437100,Mvta_Erpw,950010,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,
92,df30ef08-d585-41c1-beb3-9a38cef848c3,At_Ehs,054012,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,5b69dddf-800e-4c3f-9ed6-03156b9a4d33,EHV,Eindhoven
93,03b40966-49c6-46d4-9aa8-00014a12deda,Odb_Rsd,120004,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,6b0db470-f883-4c80-ac9d-5a57fae2a3d1,RSD,Roosendaal
94,fa68b6d6-d2d2-47db-9e72-4467d4b99c21,Etni_Rsd,122001,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,6b0db470-f883-4c80-ac9d-5a57fae2a3d1,RSD,Roosendaal
95,b33d4a18-2de5-48a2-8c61-3c632f3e3e80,Bdm_Swd,201001,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2e2942cd-6bec-4762-99ca-f8daaf348fba,GN,Groningen
96,b6bc78ea-96fb-40ec-860c-77e0f6ebd56f,Vl_Vlgr,056000,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,
97,dd5702ab-4145-43fb-b80e-180b30c0b053,Hde_Ns,017007,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,3bef168d-3932-454c-832c-82fde8c67d14,ZL,Zwolle
98,76e40769-e146-4119-b7c1-7be519e2be8b,Mtn_Mes,070002,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,58952f87-ac7f-4dc4-a8a2-387ad0f9930e,MT,Maastricht
99,84ac65a2-9788-4abf-aa1a-14e399dc8a5a,Bmr_Vlb,052002,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,5b69dddf-800e-4c3f-9ed6-03156b9a4d33,EHV,Eindhoven
100,c13a83b9-e0de-417b-b877-5df180c3e419,Brdl_Hr,009008,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,3bef168d-3932-454c-832c-82fde8c67d14,ZL,Zwolle
101,9ca88832-6a8a-487f-9fb7-3dfe5eb94815,Hnp_Kmw,008009,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2e2942cd-6bec-4762-99ca-f8daaf348fba,GN,Groningen
102,b2143c96-2a99-45b2-91a4-25004bcb57c1,Asdz_Rai,144001,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2cae70e6-e587-451d-a8d4-ed88b04be49e,ASD,Amsterdam Centraal
103,32679deb-cc39-4361-9ad3-f24b038b0a89,Gpda_Wp,128001,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2cae70e6-e587-451d-a8d4-ed88b04be49e,ASD,Amsterdam Centraal
104,22109d80-ffc5-4dc8-b5a6-1bb215fe9ecb,Bsk_Bsks,226003,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2c573be2-1b65-48a2-9bc5-aa03903c4d07,UT,Utrecht Centraal
105,fa54a498-9529-4c8e-9a45-a0ae402a0422,Hm_Hmbh,055005,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,5b69dddf-800e-4c3f-9ed6-03156b9a4d33,EHV,Eindhoven
106,8d18c196-0391-47b7-b50c-39f597dc6b2c,Ust_Wfm,200003,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2e2942cd-6bec-4762-99ca-f8daaf348fba,GN,Groningen
107,5e0c8553-9803-46ff-936a-516af97b082f,Emnakz_Emnz,204014,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,3bef168d-3932-454c-832c-82fde8c67d14,ZL,Zwolle
108,2b96f634-2f0c-4924-a64b-a7a9431619d5,Rv_Sm,060002,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,58952f87-ac7f-4dc4-a8a2-387ad0f9930e,MT,Maastricht
109,f6b966aa-8152-444f-b511-7c489f76da42,St_Stz,091002,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,c4839a12-d54e-4cab-9f02-a344459d9fab,AMF,Amersfoort
110,5795f227-e0eb-477c-9b99-55b950019fac,Ass_Hwzb,084005,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,
111,f149c29a-9aac-4568-a811-42d1e417f3d1,Brdv_IJsma,116013,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,
112,364ce24d-3be8-41ad-a7b8-0ec716cc0b33,Lut - Luta,063006,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,58952f87-ac7f-4dc4-a8a2-387ad0f9930e,MT,Maastricht
113,be5dbd0b-211c-4f9d-879e-79d6cac9d332,IJbza_Vem,208102,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2f76a82b-20e6-4385-a090-6c7ca69eaee1,AH,Arnhem
114,4ee4c98a-66f6-4145-93c1-2fb9fae20bec,Mz_Wt,057007,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,58952f87-ac7f-4dc4-a8a2-387ad0f9930e,MT,Maastricht
115,907f595f-074e-4107-9955-68da90cbe89e,Tbr_Tbu,123000,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,5b69dddf-800e-4c3f-9ed6-03156b9a4d33,EHV,Eindhoven
116,61821fed-28f3-4080-b6fb-a82a2eba6ff6,Rd_Eemia,200007,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2e2942cd-6bec-4762-99ca-f8daaf348fba,GN,Groningen
117,7dbaece7-2433-4e98-bb15-9a70bb9aa22b,Bv_Hk,076003,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,a56b23bc-cb77-4f10-a828-fb5a88619d57,AMR,Alkmaar
118,9a348f6f-47b9-4c9b-bf34-3ff693fd723c,Hgwbr_Mdaz,107000,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2c573be2-1b65-48a2-9bc5-aa03903c4d07,UT,Utrecht Centraal
119,f0d493b7-880e-4602-b331-25bc8f528935,Bdlg_Hmt,058010,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,
120,22aaf608-aba4-4c0d-90a5-4100b7827b26,Mabr_Odb,120003,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,6b0db470-f883-4c80-ac9d-5a57fae2a3d1,RSD,Roosendaal
121,3cee214b-f4d4-4ce1-a037-5a9cebef4156,Mg_Sknd,008002,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2e2942cd-6bec-4762-99ca-f8daaf348fba,GN,Groningen
122,28a8787f-6e6e-4427-ac91-346a8ff386b0,Ktr_Tl,043003,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2c573be2-1b65-48a2-9bc5-aa03903c4d07,UT,Utrecht Centraal
123,0a00ec16-177f-4421-ae5c-f1e0b8eacc01,Vrk_Za,042002,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2f76a82b-20e6-4385-a090-6c7ca69eaee1,AH,Arnhem
