OBJECTID,PUIC,NAAM,AFKORTING,RICHTING,GELDIG_VANAF,PUBLICATIEDATUM,VLPOST_PUIC,VLPOST_NAAM,VLPOST_OMSCHRIJVING
250,f51e2afa-d35a-4be9-bceb-e70cd2a6d732,Ltv_Www,210004,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2f76a82b-20e6-4385-a090-6c7ca69eaee1,AH,Arnhem
251,56fe35ca-6ce1-4f4a-a31f-52cc1d2ae7a9,Rda_Uhm,200006,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2e2942cd-6bec-4762-99ca-f8daaf348fba,GN,Groningen
252,09c5788d-9bcb-46c4-be6e-48859d741e3c,Gn_Rdp,006001,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2e2942cd-6bec-4762-99ca-f8daaf348fba,GN,Groningen
253,eaf691b4-f2db-4dbb-9ac2-6dbab8577bf3,Ama_Hvl,020001,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,c4839a12-d54e-4cab-9f02-a344459d9fab,AMF,Amersfoort
254,7e896279-bfee-4fad-a7bd-f4a6eda95146,Almb_Almo,135006,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2cae70e6-e587-451d-a8d4-ed88b04be49e,ASD,Amsterdam Centraal
255,af021b54-501a-4760-a92c-4cf04217db7c,Bn_Hgl,025003,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,3bef168d-3932-454c-832c-82fde8c67d14,ZL,Zwolle
256,39270db3-0c07-4272-88ef-64fd74e1859c,Dwb_Wdba,102001,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2c573be2-1b65-48a2-9bc5-aa03903c4d07,UT,Utrecht Centraal
257,b0970625-d12e-4d4d-b8ba-2f73c960f5dc,Apn_Bsk,226004,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2c573be2-1b65-48a2-9bc5-aa03903c4d07,UT,Utrecht Centraal
258,d2716caf-69b4-4832-b171-ffba04cdb96c,Sdtb_Sdt,118008,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,f0a9d6e5-809b-44e2-85b8-b4766ad70f15,RTD,Rotterdam Centraal
259,2e459798-1054-43da-9fec-5eee66a0d9a3,Abr_Mdb,127010,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,6b0db470-f883-4c80-ac9d-5a57fae2a3d1,RSD,Roosendaal
260,ea7009ea-9c8c-4b38-84af-e6a1c35c7748,Odz_Odzg,026003,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,
261,b5228264-b347-47da-b261-8a7f84b1efcd,Hor_Hvsp,095002,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,c4839a12-d54e-4cab-9f02-a344459d9fab,AMF,Amersfoort
262,1762981c-1b1e-4069-80da-78e767af8804,Bkg_Hks,217003,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,a56b23bc-cb77-4f10-a828-fb5a88619d57,AMR,Alkmaar
263,32173560-00cf-4b14-8010-689c19f2eb82,Brna_Sd,091004,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,c4839a12-d54e-4cab-9f02-a344459d9fab,AMF,Amersfoort
264,3c6b98fd-2ae5-4913-acc9-4bf2e9842da8,Ut_Bnk,035001,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2c573be2-1b65-48a2-9bc5-aa03903c4d07,UT,Utrecht Centraal
265,89d9a70c-fa3c-4481-bb5a-20a15bd01a42,Gv_Gvmw,112000,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,bde0944a-d3df-446d-85b1-60b8789b4eb1,GV,Den Haag HS
266,d16d6653-1974-44a5-87e3-a4e97879cf47,Ana_Sgn,073004,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,a56b23bc-cb77-4f10-a828-fb5a88619d57,AMR,Alkmaar
267,9c626812-fd8f-45dc-ac69-666c129b3f14,Rv_Tg,060003,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,58952f87-ac7f-4dc4-a8a2-387ad0f9930e,MT,Maastricht
268,f3be7287-21a0-40f3-9f6d-e3a9b1fc54d7,Apda_Apdm,208001,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,
269,9a888ac3-fbb8-4f64-b958-3c8f11893efd,Apd_Sto,021007,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,
270,1380c425-230a-4227-83c4-c24892672719,Ddm_Gpda,128003,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2cae70e6-e587-451d-a8d4-ed88b04be49e,ASD,Amsterdam Centraal
271,24f4ff97-333b-4dce-adcc-f007b3176570,Cl_Gdm,117005,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2c573be2-1b65-48a2-9bc5-aa03903c4d07,UT,Utrecht Centraal
272,afba63c5-bfe1-4881-b70c-8715c0c2bc7e,Lwd_Ha,127012,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,6b0db470-f883-4c80-ac9d-5a57fae2a3d1,RSD,Roosendaal
273,fabbd231-4aff-45eb-9b7b-97c463ef74c6,Krg_Vlk,127004,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,6b0db470-f883-4c80-ac9d-5a57fae2a3d1,RSD,Roosendaal
274,1d827a33-e6ba-44ec-9f47-235e2745bd8c,Dtc_Gdr,212009,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2f76a82b-20e6-4385-a090-6c7ca69eaee1,AH,Arnhem
275,e4d06609-9681-427b-b116-e207bdbe0d50,O_Ow,047004,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2f76a82b-20e6-4385-a090-6c7ca69eaee1,AH,Arnhem
276,1ab298bc-1134-435b-8353-6e4cf6a96532,Ah_Ahp,037010,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2f76a82b-20e6-4385-a090-6c7ca69eaee1,AH,Arnhem
277,ed28b3d8-3271-407c-9f31-256d12389c5f,Rh_Vp,034002,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2f76a82b-20e6-4385-a090-6c7ca69eaee1,AH,Arnhem
278,43d9e0f1-1a1a-472a-bbe9-b099896ec3db,Tpsw_Wnn,043002,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2c573be2-1b65-48a2-9bc5-aa03903c4d07,UT,Utrecht Centraal
279,7a7bc16a-f6fb-436f-b0de-5b2561dcd5aa,Srn_Std,063005,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,58952f87-ac7f-4dc4-a8a2-387ad0f9930e,MT,Maastricht
280,1a71d50f-f5e7-4b05-af8e-22c0e7adbc5b,Hln_Rm,059002,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,58952f87-ac7f-4dc4-a8a2-387ad0f9930e,MT,Maastricht
281,e2f2b5d4-a60f-4a53-9666-05e9dbf723b1,Bnc_Bnn,211002,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,c4839a12-d54e-4cab-9f02-a344459d9fab,AMF,Amersfoort
282,61cf10c3-edda-43c0-b8a6-2477adbf48e4,Gvm_Vst,104004,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,bde0944a-d3df-446d-85b1-60b8789b4eb1,GV,Den Haag HS
283,8511032e-77de-42a6-ba96-0aa166496291,Ddv_Mp,013001,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,3bef168d-3932-454c-832c-82fde8c67d14,ZL,Zwolle
284,2296103e-e497-4f4f-9648-482a0b2c123c,Mda_Mdaz,107107,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2c573be2-1b65-48a2-9bc5-aa03903c4d07,UT,Utrecht Centraal
285,0d23e8ac-3641-47d2-a8eb-ac03d73312ea,Edc_Ltn,211004,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2c573be2-1b65-48a2-9bc5-aa03903c4d07,UT,Utrecht Centraal
286,0a77d388-1a3d-4766-a332-d00410b67176,Est_Ahz,041002,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2f76a82b-20e6-4385-a090-6c7ca69eaee1,AH,Arnhem
287,c03b9af1-5df9-429d-8c29-b2313ab15552,Ahwa_Otb,036003,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,
288,2ef76248-6a15-4f4c-a0df-973438fc2d75,Hgz_Zb,004005,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2e2942cd-6bec-4762-99ca-f8daaf348fba,GN,Groningen
289,ff24cb29-3743-4758-ba9c-0ec797745711,Hdl_Htda,046005,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,
290,5b5237b7-120d-4758-89b5-a506724d1d74,Kz_Zzs,078005,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,a56b23bc-cb77-4f10-a828-fb5a88619d57,AMR,Alkmaar
291,7c039e73-60d3-46dc-9990-860a1794ef5e,Hrmk_Lw,009014,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2e2942cd-6bec-4762-99ca-f8daaf348fba,GN,Groningen
292,4edd1b89-9eb5-4f40-b7de-18c098d76149,Asdm_Assp,050001,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2cae70e6-e587-451d-a8d4-ed88b04be49e,ASD,Amsterdam Centraal
293,98c3e1af-063c-44b1-9ebd-73288918ecd7,Edng_Fvs,071004,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,
294,d300f49d-5840-4850-aeaa-6af47b601607,Asdta_Ass,480004,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2cae70e6-e587-451d-a8d4-ed88b04be49e,ASD,Amsterdam Centraal
295,6d0ae954-1697-40c8-882a-74f702287c01,Hmbv_Tgra,055009,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,5b69dddf-800e-4c3f-9ed6-03156b9a4d33,EHV,Eindhoven
296,ac06d4c3-bc10-4728-bee1-9a6a76040480,Ut_Utvr,117007,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2c573be2-1b65-48a2-9bc5-aa03903c4d07,UT,Utrecht Centraal
297,c5069a21-589a-489c-b407-4a531354419c,Ssh-Ledn,133006,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,bde0944a-d3df-446d-85b1-60b8789b4eb1,GV,Den Haag HS
298,083da583-bc33-497f-84bd-32e748757689,Amrn_Nhkbr,074003,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,a56b23bc-cb77-4f10-a828-fb5a88619d57,AMR,Alkmaar
299,3ce7d732-a307-4338-b337-51ad26f942af,Mdo_Nwki,132001,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2c573be2-1b65-48a2-9bc5-aa03903c4d07,UT,Utrecht Centraal
300,7aec4aa8-fb41-48d3-b26d-b926d42f407d,Rhn_Vndc,109003,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2c573be2-1b65-48a2-9bc5-aa03903c4d07,UT,Utrecht Centraal
301,e5d0e8df-a007-410e-9fe2-171eb3a33f4c,Hglo_Odz,026002,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,3bef168d-3932-454c-832c-82fde8c67d14,ZL,Zwolle
302,6ba3e1ac-25c2-4f78-9653-293800e89ecb,Ovn_Zvt,083002,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,a56b23bc-cb77-4f10-a828-fb5a88619d57,AMR,Alkmaar
303,353bf999-aa35-4822-8b41-351a231a7e3b,Hil_Had,085000,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,a56b23bc-cb77-4f10-a828-fb5a88619d57,AMR,Alkmaar
304,2fda5374-c2c8-442e-a0c2-a89ea588bcb3,Bl_Vama,012004,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,3bef168d-3932-454c-832c-82fde8c67d14,ZL,Zwolle
305,3be37575-e5c8-46e3-9ec7-03492ccbee64,Hgwbr_Mdo,106005,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2c573be2-1b65-48a2-9bc5-aa03903c4d07,UT,Utrecht Centraal
306,47d0017a-1500-40d4-93c1-c646082c174f,Beto_Lpe,054010,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,5b69dddf-800e-4c3f-9ed6-03156b9a4d33,EHV,Eindhoven
307,4b2b5fd3-1302-47fe-a95a-7c4e3747f7f9,Bp_Dwe,002007,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2e2942cd-6bec-4762-99ca-f8daaf348fba,GN,Groningen
308,0bfabb61-09ca-4260-9dfa-f646502aefbf,Rsl_Ws,005004,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2e2942cd-6bec-4762-99ca-f8daaf348fba,GN,Groningen
309,dc6b88a7-02b2-408c-855e-1b22c4b5d4a5,Kv_Ndb,087002,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,
310,36b84e66-f840-41f2-a48f-5499b511ec9d,Wh_Zlgea,018001,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,3bef168d-3932-454c-832c-82fde8c67d14,ZL,Zwolle
311,5f75ab89-0139-4cd5-acca-be44f142e0c6,Gnn_Swd,006003,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2e2942cd-6bec-4762-99ca-f8daaf348fba,GN,Groningen
312,6fd7e1bd-6727-44da-bb1a-a5793225d247,Ddn_Hgl,031019,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,
313,e995489d-d7c5-413f-a07f-71e18043eef4,Lc_Lr,031003,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2f76a82b-20e6-4385-a090-6c7ca69eaee1,AH,Arnhem
314,269c4449-1855-43a5-b5b1-b0ec5b37142e,Rl_Vd,210002,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2f76a82b-20e6-4385-a090-6c7ca69eaee1,AH,Arnhem
315,1668d261-d3c7-4f9d-b848-e48c974de583,Ypb_Ztm,107003,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,bde0944a-d3df-446d-85b1-60b8789b4eb1,GV,Den Haag HS
316,40648557-7efd-492c-823e-63f915c504b5,Ssh_Rvbr,133005,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,
317,80a433c7-f2c9-46b4-9b6d-8022f2a6f1d8,Sdm_Vdgvch,115001,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,f0a9d6e5-809b-44e2-85b8-b4766ad70f15,RTD,Rotterdam Centraal
318,2a4395cd-9b19-455c-aaef-e3fa1fa5651e,Kpn_Zlsh,015002,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,3bef168d-3932-454c-832c-82fde8c67d14,ZL,Zwolle
319,ffe90a8a-dd0e-4938-93b1-a649dd967e08,Ot_Tba,125002,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,5b69dddf-800e-4c3f-9ed6-03156b9a4d33,EHV,Eindhoven
320,df23a281-383e-406b-9b0d-09921bafd26b,Wtv_IJbww,038001,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2f76a82b-20e6-4385-a090-6c7ca69eaee1,AH,Arnhem
321,73a6e11b-f375-4446-b970-9979dc823f53,Hrlk_Lg,065002,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,58952f87-ac7f-4dc4-a8a2-387ad0f9930e,MT,Maastricht
322,7d74be3e-1d0b-471d-99a1-a5fc6eaaa162,Nh_Sn,064004,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,58952f87-ac7f-4dc4-a8a2-387ad0f9930e,MT,Maastricht
323,71977774-3cff-4e7c-bf38-82c980b8f06a,Hang_Hz,066003,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,
324,e97e0ea6-9995-4423-ba7d-60bdb4a40d0c,Nkk_Pt,017003,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,c4839a12-d54e-4cab-9f02-a344459d9fab,AMF,Amersfoort
325,659285f5-a901-4c08-809b-18ef8383b95d,Gln_Std,064001,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,58952f87-ac7f-4dc4-a8a2-387ad0f9930e,MT,Maastricht
326,b4f65d98-153d-4168-9325-c3c0353f35e2,Nm_Nmh,049001,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2f76a82b-20e6-4385-a090-6c7ca69eaee1,AH,Arnhem
327,65f55e95-d703-416b-9421-08a3f2810acf,Bgn_Rb,127001,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,6b0db470-f883-4c80-ac9d-5a57fae2a3d1,RSD,Roosendaal
328,4204ad9b-e41a-4fa9-b6e6-61de4f381a24,Hrna_Wha,022001,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2e2942cd-6bec-4762-99ca-f8daaf348fba,GN,Groningen
329,75bbd6f2-2492-4ae5-b07a-d9ef3775a9af,Onn_Onz,011002,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,
330,45efa875-0376-48fb-ae26-91913c264165,Da_Vz,205002,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,3bef168d-3932-454c-832c-82fde8c67d14,ZL,Zwolle
331,0c5b65ee-fa0b-4b2c-b9d6-87ba6fef231d,Bot_Erp,950007,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,
332,028b2b1a-3c8e-4865-8f04-ed7f56e8ae83,Beto_Bet,054011,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,5b69dddf-800e-4c3f-9ed6-03156b9a4d33,EHV,Eindhoven
333,83dbdedd-c919-48ab-9404-26c843ed22ba,Etn_Rsd,122006,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,6b0db470-f883-4c80-ac9d-5a57fae2a3d1,RSD,Roosendaal
334,38cf6d6e-a120-409b-82c7-634d7c9245bd,Br_Gkgf,055001,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,5b69dddf-800e-4c3f-9ed6-03156b9a4d33,EHV,Eindhoven
335,3293ba5c-dbf6-4154-8892-c1fbbfd754c4,Apg_Lp,201005,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2e2942cd-6bec-4762-99ca-f8daaf348fba,GN,Groningen
336,32e39737-a003-4f55-8842-152c922c4100,Tg_Vl,060004,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,
337,ff9ba34c-797a-4e04-9f19-544d41b38517,Br_Ltm,052006,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,5b69dddf-800e-4c3f-9ed6-03156b9a4d33,EHV,Eindhoven
338,58b6c215-76dd-42f9-8df9-961fcd0cccca,Ltm_Mlo,052005,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,5b69dddf-800e-4c3f-9ed6-03156b9a4d33,EHV,Eindhoven
339,89ef6aa1-108e-4064-a369-5b541a3e7023,Bgk_Bmr,052001,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,5b69dddf-800e-4c3f-9ed6-03156b9a4d33,EHV,Eindhoven
340,23f06b63-59a2-4878-8e25-7104760fe1f6,Asdzo_Skbr,144005,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2cae70e6-e587-451d-a8d4-ed88b04be49e,ASD,Amsterdam Centraal
341,3b4f0d82-4412-4276-804e-2ea0167675dd,Hnp_Wk,008008,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2e2942cd-6bec-4762-99ca-f8daaf348fba,GN,Groningen
342,4e21c468-2d78-4f19-8caa-dd85bddb36ef,Vb_Bkh,107005,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,bde0944a-d3df-446d-85b1-60b8789b4eb1,GV,Den Haag HS
343,61fd0c85-4e4c-4049-80c4-1fcd0bd48844,Wad_Wadn,226002,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2c573be2-1b65-48a2-9bc5-aa03903c4d07,UT,Utrecht Centraal
344,012bd8d0-6975-4045-b201-71b6dae54019,Dn_Hmbh,055004,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,5b69dddf-800e-4c3f-9ed6-03156b9a4d33,EHV,Eindhoven
345,5c3d1375-ac32-41ed-9dd5-fd3836a768f4,Bf_Wfm,200002,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2e2942cd-6bec-4762-99ca-f8daaf348fba,GN,Groningen
346,d52d3262-a443-4006-83a1-a74c9262a424,Tb_Tbu,123003,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,5b69dddf-800e-4c3f-9ed6-03156b9a4d33,EHV,Eindhoven
347,0fe28cf0-a188-4f89-a587-8742f82ef8ba,Emnz_Na,204011,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,3bef168d-3932-454c-832c-82fde8c67d14,ZL,Zwolle
348,f1287fbd-9779-42bb-aad1-9e7ef286c231,Hgv_Kg,012002,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,3bef168d-3932-454c-832c-82fde8c67d14,ZL,Zwolle
349,b8090c8c-ba44-4c84-ad30-43ddfa5b517b,Dld_Stz,091001,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,c4839a12-d54e-4cab-9f02-a344459d9fab,AMF,Amersfoort
350,98f03ac0-5b8f-461a-a4ea-34b463962dfb,Htn_Utln,117003,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2c573be2-1b65-48a2-9bc5-aa03903c4d07,UT,Utrecht Centraal
351,e28f769f-9a03-4e19-a4b0-69c648cf3520,Kfhan_Brdv,116012,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,
352,4d68492d-8825-41e1-b136-8f4cdea08379,Luta_Std,063004,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,58952f87-ac7f-4dc4-a8a2-387ad0f9930e,MT,Maastricht
353,0afec7d5-1349-47bb-9b66-bd7edf25040b,Vem_Kbk,208101,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2f76a82b-20e6-4385-a090-6c7ca69eaee1,AH,Arnhem
354,758ffee9-1d22-4ec3-a7cd-08d36d0c47c0,Mz_Ohze,057004,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,58952f87-ac7f-4dc4-a8a2-387ad0f9930e,MT,Maastricht
355,d1427a79-9a5c-49a4-aa12-96653d6ffd82,Bde_Bk,063002,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,58952f87-ac7f-4dc4-a8a2-387ad0f9930e,MT,Maastricht
356,69b069f0-fd34-4291-9566-acb97b53912a,Nvd_Wdn,206001,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,3bef168d-3932-454c-832c-82fde8c67d14,ZL,Zwolle
357,545c3441-c423-4baf-b738-dd3d2656b38f,Dbo_Mrg,035004,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2c573be2-1b65-48a2-9bc5-aa03903c4d07,UT,Utrecht Centraal
358,74413d4a-7dec-4fdc-9754-de4acfac16e5,Gdg_Odw,105002,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2c573be2-1b65-48a2-9bc5-aa03903c4d07,UT,Utrecht Centraal
359,5d08e64b-ae6c-4197-9924-bc416a82b7d5,Bdl_Bdlg,058009,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,
360,696646a8-9f41-4da1-a747-eaf23726dbfc,Kr_Wmb,008006,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2e2942cd-6bec-4762-99ca-f8daaf348fba,GN,Groningen
361,a82f7599-537d-4e88-992b-16ecd1b98148,Mrg_Mrn,035005,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2c573be2-1b65-48a2-9bc5-aa03903c4d07,UT,Utrecht Centraal
362,b0d22110-3c72-49ff-a978-b280779680d3,Hmn_Za,042003,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2f76a82b-20e6-4385-a090-6c7ca69eaee1,AH,Arnhem
363,f488646a-a490-4728-95a4-d5ee3155d5ee,Lis_Vh,085105,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,
364,3fc40ca8-d431-4072-851e-183bb2fe28f1,Almmo_Ampo,135012,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2cae70e6-e587-451d-a8d4-ed88b04be49e,ASD,Amsterdam Centraal
365,5b0832dc-79dd-4b20-a0a1-579cf8e5b7ba,Gka_Zh,002010,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2e2942cd-6bec-4762-99ca-f8daaf348fba,GN,Groningen
366,82da32ff-2482-4f72-9b4a-3cd453376fbd,Bkla_Hmlba,099001,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,
367,9857582b-a052-4588-b79e-ca0a6fda88f0,Dvaw_Rai,144004,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2cae70e6-e587-451d-a8d4-ed88b04be49e,ASD,Amsterdam Centraal
368,524b98ef-a717-4cdf-9a4d-d21fd27c993d,Asdmw_Dgrw,586003,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2cae70e6-e587-451d-a8d4-ed88b04be49e,ASD,Amsterdam Centraal
369,63e1ad15-65d0-4f86-bff2-b7e016731999,Almo_Lls,135009,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2cae70e6-e587-451d-a8d4-ed88b04be49e,ASD,Amsterdam Centraal
370,563f22d4-6782-436b-a141-fa248212ce4c,Uhm_Uhz,200005,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2e2942cd-6bec-4762-99ca-f8daaf348fba,GN,Groningen
371,171dfdc4-ee93-4313-bd49-0fbdd0d1250a,Hgka - Gn,002999,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2e2942cd-6bec-4762-99ca-f8daaf348fba,GN,Groningen
372,d6173285-5709-49a4-977c-9f0320179c41,Amfs_Avat,017001,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,c4839a12-d54e-4cab-9f02-a344459d9fab,AMF,Amersfoort
373,bc24ce67-8ae9-4336-914d-48783891fc0a,Alm_Almm,135003,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2cae70e6-e587-451d-a8d4-ed88b04be49e,ASD,Amsterdam Centraal
374,978bc432-ed26-49c6-9f7d-8fbc63e6072a,Amri_Bn,025002,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,3bef168d-3932-454c-832c-82fde8c67d14,ZL,Zwolle
375,30f63631-ebc1-42ad-9ff6-2c23253a7e19,Bdg_Dwb,102000,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2c573be2-1b65-48a2-9bc5-aa03903c4d07,UT,Utrecht Centraal
