BRIN NUMMER;VESTIGINGSNUMMER;INSTELLINGSNAAM VESTIGING;PLAATSNAAM VESTIGING;PROVINCIE VESTIGING;ONDERWIJSTYPE VO EN LEER- OF VERBLIJFSJAAR;VMBO SECTOR;AFDELING;ELEMENTCODE;OPLEIDINGSNAAM;LEER- OF VERBLIJFSJAAR 1 - MAN;LEER- OF VERBLIJFSJAAR 1 - VROUW;LEER- OF VERBLIJFSJAAR 2 - MAN;LEER- OF VERBLIJFSJAAR 2 - VROUW;LEER- OF VERBLIJFSJAAR 3 - MAN;LEER- OF VERBLIJFSJAAR 3 - VROUW;LEER- OF VERBLIJFSJAAR 4 - MAN;LEER- OF VERBLIJFSJAAR 4 - VROUW;LEER- OF VERBLIJFSJAAR 5 - MAN;LEER- OF VERBLIJFSJAAR 5 - VROUW;LEER- OF VERBLIJFSJAAR 6 - MAN;LEER- OF VERBLIJFSJAAR 6 - VROUW
20EM;01;locatie, Sprint;GRONINGEN;Groningen;Brugjaar 1-2;N.v.t.;N.v.t.;0024;Ljvb op VWO/HAVO/VMBO-Alle Lw;81;54;0;0;0;0;0;0;0;0;0;0
20EM;03;locatie, Topsporttalentsch Gr.;GRONINGEN;Groningen;Brugjaar 1-2;N.v.t.;N.v.t.;0032;Ljvb op VMBO-Kbg Lw;8;3;8;2;0;0;0;0;0;0;0;0
20EM;03;locatie, Topsporttalentsch Gr.;GRONINGEN;Groningen;Brugjaar 1-2;N.v.t.;N.v.t.;0100;VWO-ATHENEUMSTROOM;9;4;9;2;0;0;0;0;0;0;0;0
20EM;03;locatie, Topsporttalentsch Gr.;GRONINGEN;Groningen;Brugjaar 1-2;N.v.t.;N.v.t.;0300;HAVO;9;4;13;6;0;0;0;0;0;0;0;0
20EM;03;locatie, Topsporttalentsch Gr.;GRONINGEN;Groningen;Brugjaar 1-2;N.v.t.;N.v.t.;0400;MAVO/Theor Lw-VMBO;15;5;12;9;0;0;0;0;0;0;0;0
20EM;03;locatie, Topsporttalentsch Gr.;GRONINGEN;Groningen;HAVO lj 4-5;N.v.t.;Economie en Maatschappij;0372;HAVO Prf Ec/Maat;0;0;0;0;0;0;14;7;12;13;0;0
20EM;03;locatie, Topsporttalentsch Gr.;GRONINGEN;Groningen;HAVO lj 4-5;N.v.t.;Natuur en Gezondheid;0371;HAVO Prf Nat/Gezond;0;0;0;0;0;0;3;8;6;9;0;0
20EM;03;locatie, Topsporttalentsch Gr.;GRONINGEN;Groningen;HAVO lj 4-5;N.v.t.;Natuur en Techniek;0370;HAVO Prf Nat/Tech;0;0;0;0;0;0;2;1;3;0;0;0
20EM;03;locatie, Topsporttalentsch Gr.;GRONINGEN;Groningen;HAVO/VWO lj 3;N.v.t.;N.v.t.;0100;VWO-ATHENEUMSTROOM;0;0;0;0;10;3;0;0;0;0;0;0
20EM;03;locatie, Topsporttalentsch Gr.;GRONINGEN;Groningen;HAVO/VWO lj 3;N.v.t.;N.v.t.;0300;HAVO;0;0;0;0;10;12;0;0;0;0;0;0
20EM;03;locatie, Topsporttalentsch Gr.;GRONINGEN;Groningen;VMBO TL lj 3-4;Economie;N.v.t.;0472;MAVO/Theor Lw-Profiel Economie;0;0;0;0;5;4;11;3;0;0;0;0
20EM;03;locatie, Topsporttalentsch Gr.;GRONINGEN;Groningen;VMBO TL lj 3-4;Zorg & Welzijn;N.v.t.;0471;MAVO/Theor Lw-Profiel Zorg en Welzijn;0;0;0;0;8;7;6;5;0;0;0;0
20EM;03;locatie, Topsporttalentsch Gr.;GRONINGEN;Groningen;VWO lj 4-6;N.v.t.;Economie en Maatschappij;0172;VWO-ATH Prf Ec/Maat;0;0;0;0;0;0;6;1;9;4;4;2
20EM;03;locatie, Topsporttalentsch Gr.;GRONINGEN;Groningen;VWO lj 4-6;N.v.t.;Natuur en Gezondheid;0171;VWO-ATH Prf Nat/Gezond;0;0;0;0;0;0;4;4;1;2;5;3
20EM;03;locatie, Topsporttalentsch Gr.;GRONINGEN;Groningen;VWO lj 4-6;N.v.t.;Natuur en Techniek;0170;VWO-ATH Prf Nat/Tech;0;0;0;0;0;0;4;1;5;3;3;2
20EM;04;locatie, WerkmanVMBO;GRONINGEN;Groningen;Brugjaar 1-2;N.v.t.;N.v.t.;0012;Ljvb op VMBO-Gm Lw;0;0;2;2;0;0;0;0;0;0;0;0
20EM;04;locatie, WerkmanVMBO;GRONINGEN;Groningen;Brugjaar 1-2;N.v.t.;N.v.t.;0031;Ljvb op VMBO-BBg Lw;7;14;15;12;0;0;0;0;0;0;0;0
20EM;04;locatie, WerkmanVMBO;GRONINGEN;Groningen;Brugjaar 1-2;N.v.t.;N.v.t.;0032;Ljvb op VMBO-Kbg Lw;16;21;21;15;0;0;0;0;0;0;0;0
20EM;04;locatie, WerkmanVMBO;GRONINGEN;Groningen;Brugjaar 1-2;N.v.t.;N.v.t.;0400;MAVO/Theor Lw-VMBO;5;4;9;5;0;0;0;0;0;0;0;0
20EM;04;locatie, WerkmanVMBO;GRONINGEN;Groningen;VMBO BL lj 3-4;Economie;Horeca, bakkerij en recreatie;6511;VMBO BB Horeca, bakkerij en recreatie;0;0;0;0;0;0;1;2;0;0;0;0
20EM;04;locatie, WerkmanVMBO;GRONINGEN;Groningen;VMBO BL lj 3-4;Intersect. programma;Dienstverlening en producten;6911;VMBO BB Dienstverlening en producten;0;0;0;0;13;8;10;5;0;0;0;0
20EM;04;locatie, WerkmanVMBO;GRONINGEN;Groningen;VMBO GL lj 3-4;Intersect. programma;Dienstverlening en producten;6931;VMBO GL Dienstverlening en producten;0;0;0;0;0;1;5;3;0;0;0;0
20EM;04;locatie, WerkmanVMBO;GRONINGEN;Groningen;VMBO KL lj 3-4;Economie;Horeca, bakkerij en recreatie;6521;VMBO KB Horeca, bakkerij en recreatie;0;0;0;0;0;0;2;2;0;0;0;0
20EM;04;locatie, WerkmanVMBO;GRONINGEN;Groningen;VMBO KL lj 3-4;Intersect. programma;Dienstverlening en producten;6921;VMBO KB Dienstverlening en producten;0;0;0;0;17;14;13;15;0;0;0;0
20EM;04;locatie, WerkmanVMBO;GRONINGEN;Groningen;VMBO TL lj 3-4;Economie;N.v.t.;0472;MAVO/Theor Lw-Profiel Economie;0;0;0;0;0;0;2;4;0;0;0;0
20EM;04;locatie, WerkmanVMBO;GRONINGEN;Groningen;VMBO TL lj 3-4;Techniek;N.v.t.;0470;MAVO/Theor Lw-Profiel Techniek;0;0;0;0;0;0;2;1;0;0;0;0
20EM;04;locatie, WerkmanVMBO;GRONINGEN;Groningen;VMBO TL lj 3-4;Zorg & Welzijn;N.v.t.;0471;MAVO/Theor Lw-Profiel Zorg en Welzijn;0;0;0;0;1;6;2;11;0;0;0;0
20ER;00;Zernike College;GRONINGEN;Groningen;Brugjaar 1-2;N.v.t.;N.v.t.;0011;Ljvb op HAVO/VMBO-Th/Gm Lw;17;12;30;47;0;0;0;0;0;0;0;0
20ER;00;Zernike College;GRONINGEN;Groningen;Brugjaar 1-2;N.v.t.;N.v.t.;0015;Ljvb op VWO/HAVO;27;36;32;58;0;0;0;0;0;0;0;0
20ER;00;Zernike College;GRONINGEN;Groningen;Brugjaar 1-2;N.v.t.;N.v.t.;0100;VWO-ATHENEUMSTROOM;21;35;35;23;0;0;0;0;0;0;0;0
20ER;00;Zernike College;GRONINGEN;Groningen;Brugjaar 1-2;N.v.t.;N.v.t.;0300;HAVO;21;41;29;31;0;0;0;0;0;0;0;0
20ER;00;Zernike College;GRONINGEN;Groningen;HAVO lj 4-5;N.v.t.;Cultuur en Maatschappij;0373;HAVO Prf Cul/Maat;0;0;0;0;0;0;11;23;3;12;0;0
20ER;00;Zernike College;GRONINGEN;Groningen;HAVO lj 4-5;N.v.t.;Economie en Maatschappij;0372;HAVO Prf Ec/Maat;0;0;0;0;0;0;21;17;10;11;0;0
20ER;00;Zernike College;GRONINGEN;Groningen;HAVO lj 4-5;N.v.t.;Economie en Maatschappij / Cultuur en Maatschappij;0379;HAVO Prf Ec/Maat & Cul/Maat;0;0;0;0;0;0;0;0;1;3;0;0
20ER;00;Zernike College;GRONINGEN;Groningen;HAVO lj 4-5;N.v.t.;Natuur en Gezondheid;0371;HAVO Prf Nat/Gezond;0;0;0;0;0;0;10;18;11;25;0;0
20ER;00;Zernike College;GRONINGEN;Groningen;HAVO lj 4-5;N.v.t.;Natuur en Techniek;0370;HAVO Prf Nat/Tech;0;0;0;0;0;0;6;1;2;0;0;0
20ER;00;Zernike College;GRONINGEN;Groningen;HAVO lj 4-5;N.v.t.;Natuur en Techniek / Natuur en Gezondheid;0374;HAVO Prf Nat/Tech & Nat/Gezond;0;0;0;0;0;0;0;0;10;5;0;0
20ER;00;Zernike College;GRONINGEN;Groningen;HAVO uitbest. aan VAVO;N.v.t.;N.v.t.;4031;HAVO NW naar VAVO;0;0;0;0;0;0;0;0;0;3;0;0
20ER;00;Zernike College;GRONINGEN;Groningen;HAVO/VWO lj 3;N.v.t.;N.v.t.;0100;VWO-ATHENEUMSTROOM;0;0;0;0;42;79;0;0;0;0;0;0
20ER;00;Zernike College;GRONINGEN;Groningen;HAVO/VWO lj 3;N.v.t.;N.v.t.;0300;HAVO;0;0;0;0;33;58;0;0;0;0;0;0
20ER;00;Zernike College;GRONINGEN;Groningen;VWO lj 4-6;N.v.t.;Cultuur en Maatschappij;0173;VWO-ATH Prf Cul/Maat;0;0;0;0;0;0;4;19;0;8;2;11
20ER;00;Zernike College;GRONINGEN;Groningen;VWO lj 4-6;N.v.t.;Economie en Maatschappij;0172;VWO-ATH Prf Ec/Maat;0;0;0;0;0;0;12;10;7;6;7;4
20ER;00;Zernike College;GRONINGEN;Groningen;VWO lj 4-6;N.v.t.;Economie en Maatschappij / Cultuur en Maatschappij;0179;VWO-ATH Prf Ec/Maat & Cul/Maat;0;0;0;0;0;0;0;0;0;0;1;4
20ER;00;Zernike College;GRONINGEN;Groningen;VWO lj 4-6;N.v.t.;Natuur en Gezondheid;0171;VWO-ATH Prf Nat/Gezond;0;0;0;0;0;0;4;25;15;25;7;19
20ER;00;Zernike College;GRONINGEN;Groningen;VWO lj 4-6;N.v.t.;Natuur en Techniek;0170;VWO-ATH Prf Nat/Tech;0;0;0;0;0;0;7;5;5;7;0;1
20ER;00;Zernike College;GRONINGEN;Groningen;VWO lj 4-6;N.v.t.;Natuur en Techniek / Natuur en Gezondheid;0174;VWO-ATH Prf Nat/Tech & Nat/Gezond;0;0;0;0;0;0;0;0;0;0;9;22
20ER;00;Zernike College;GRONINGEN;Groningen;VWO uitbest. aan VAVO;N.v.t.;N.v.t.;4016;VWO-ATH NW naar VAVO teruggekeerd gezakt;0;0;0;0;0;0;0;0;0;0;1;0
20ER;04;Zernike College;HAREN GN;Groningen;Brugjaar 1-2;N.v.t.;N.v.t.;0016;Ljvb op VWO/HAVO/VMBO-Th/Gm Lw;70;55;114;63;0;0;0;0;0;0;0;0
20ER;04;Zernike College;HAREN GN;Groningen;Brugjaar 1-2;N.v.t.;N.v.t.;0017;Ljvb op VWO;49;34;28;23;0;0;0;0;0;0;0;0
20ER;04;Zernike College;HAREN GN;Groningen;HAVO lj 4-5;N.v.t.;Cultuur en Maatschappij;0373;HAVO Prf Cul/Maat;0;0;0;0;0;0;6;7;2;8;0;0
20ER;04;Zernike College;HAREN GN;Groningen;HAVO lj 4-5;N.v.t.;Economie en Maatschappij;0372;HAVO Prf Ec/Maat;0;0;0;0;0;0;35;22;42;25;0;0
20ER;04;Zernike College;HAREN GN;Groningen;HAVO lj 4-5;N.v.t.;Natuur en Gezondheid;0371;HAVO Prf Nat/Gezond;0;0;0;0;0;0;10;28;9;11;0;0
20ER;04;Zernike College;HAREN GN;Groningen;HAVO lj 4-5;N.v.t.;Natuur en Techniek;0370;HAVO Prf Nat/Tech;0;0;0;0;0;0;9;3;11;1;0;0
20ER;04;Zernike College;HAREN GN;Groningen;HAVO uitbest. aan VAVO;N.v.t.;N.v.t.;4031;HAVO NW naar VAVO;0;0;0;0;0;0;0;0;5;0;0;0
20ER;04;Zernike College;HAREN GN;Groningen;HAVO uitbest. aan VAVO;N.v.t.;N.v.t.;4036;HAVO NW naar VAVO teruggekeerd gezakt;0;0;0;0;0;0;0;0;3;1;0;0
20ER;04;Zernike College;HAREN GN;Groningen;HAVO/VWO lj 3;N.v.t.;N.v.t.;0100;VWO-ATHENEUMSTROOM;0;0;0;0;92;68;0;0;0;0;0;0
20ER;04;Zernike College;HAREN GN;Groningen;HAVO/VWO lj 3;N.v.t.;N.v.t.;0300;HAVO;0;0;0;0;63;34;0;0;0;0;0;0
20ER;04;Zernike College;HAREN GN;Groningen;VMBO TL lj 3-4;Economie;N.v.t.;0472;MAVO/Theor Lw-Profiel Economie;0;0;0;0;12;8;21;4;0;0;0;0
20ER;04;Zernike College;HAREN GN;Groningen;VMBO TL lj 3-4;Zorg & Welzijn;N.v.t.;0471;MAVO/Theor Lw-Profiel Zorg en Welzijn;0;0;0;0;0;0;1;1;0;0;0;0
20ER;04;Zernike College;HAREN GN;Groningen;VMBO uitbest. aan VAVO;N.v.t.;N.v.t.;4040;VMBO-TL naar VAVO;0;0;0;0;0;0;1;0;0;0;0;0
20ER;04;Zernike College;HAREN GN;Groningen;VWO lj 4-6;N.v.t.;Cultuur en Maatschappij;0173;VWO-ATH Prf Cul/Maat;0;0;0;0;0;0;3;8;5;5;1;4
20ER;04;Zernike College;HAREN GN;Groningen;VWO lj 4-6;N.v.t.;Economie en Maatschappij;0172;VWO-ATH Prf Ec/Maat;0;0;0;0;0;0;27;29;24;27;29;17
20ER;04;Zernike College;HAREN GN;Groningen;VWO lj 4-6;N.v.t.;Economie en Maatschappij / Cultuur en Maatschappij;0179;VWO-ATH Prf Ec/Maat & Cul/Maat;0;0;0;0;0;0;0;0;0;0;0;1
20ER;04;Zernike College;HAREN GN;Groningen;VWO lj 4-6;N.v.t.;Natuur en Gezondheid;0171;VWO-ATH Prf Nat/Gezond;0;0;0;0;0;0;30;23;38;31;11;30
20ER;04;Zernike College;HAREN GN;Groningen;VWO lj 4-6;N.v.t.;Natuur en Techniek;0170;VWO-ATH Prf Nat/Tech;0;0;0;0;0;0;20;7;25;12;26;2
20ER;04;Zernike College;HAREN GN;Groningen;VWO lj 4-6;N.v.t.;Natuur en Techniek / Natuur en Gezondheid;0174;VWO-ATH Prf Nat/Tech & Nat/Gezond;0;0;0;0;0;0;1;0;1;0;2;2
20ER;04;Zernike College;HAREN GN;Groningen;VWO uitbest. aan VAVO;N.v.t.;N.v.t.;4011;VWO-ATH NW naar VAVO;0;0;0;0;0;0;0;0;0;0;0;1
20ER;04;Zernike College;HAREN GN;Groningen;VWO uitbest. aan VAVO;N.v.t.;N.v.t.;4016;VWO-ATH NW naar VAVO teruggekeerd gezakt;0;0;0;0;0;0;0;0;0;0;0;1
20ER;08;Zernike College;GRONINGEN;Groningen;VMBO BL lj 3-4;Economie;Economie en ondernemen;6411;VMBO BB Economie en ondernemen;0;0;0;0;2;1;1;0;0;0;0;0
20ER;08;Zernike College;GRONINGEN;Groningen;VMBO BL lj 3-4;Techniek;Media, vormgeving en ICT;6311;VMBO BB Media, vormgeving en ICT;0;0;0;0;4;3;5;0;0;0;0;0
20ER;08;Zernike College;GRONINGEN;Groningen;VMBO BL lj 3-4;Zorg & Welzijn;Zorg en welzijn;6611;VMBO BB Zorg en welzijn;0;0;0;0;0;5;0;8;0;0;0;0
20ER;08;Zernike College;GRONINGEN;Groningen;VMBO KL lj 3-4;Economie;Economie en ondernemen;6421;VMBO KB Economie en ondernemen;0;0;0;0;7;2;15;1;0;0;0;0
20ER;08;Zernike College;GRONINGEN;Groningen;VMBO KL lj 3-4;Techniek;Media, vormgeving en ICT;6321;VMBO KB Media, vormgeving en ICT;0;0;0;0;11;2;11;6;0;0;0;0
20ER;08;Zernike College;GRONINGEN;Groningen;VMBO KL lj 3-4;Zorg & Welzijn;Zorg en welzijn;6621;VMBO KB Zorg en welzijn;0;0;0;0;2;15;1;16;0;0;0;0
20ER;09;Zernike College;GRONINGEN;Groningen;Brugjaar 1-2;N.v.t.;N.v.t.;0013;Ljvb op VMBO-Th/Gm Lw;7;18;6;20;0;0;0;0;0;0;0;0
20ER;09;Zernike College;GRONINGEN;Groningen;Brugjaar 1-2;N.v.t.;N.v.t.;0016;Ljvb op VWO/HAVO/VMBO-Th/Gm Lw;6;6;4;7;0;0;0;0;0;0;0;0
20ER;09;Zernike College;GRONINGEN;Groningen;Brugjaar 1-2;N.v.t.;N.v.t.;0031;Ljvb op VMBO-BBg Lw;11;9;6;4;0;0;0;0;0;0;0;0
20ER;09;Zernike College;GRONINGEN;Groningen;Brugjaar 1-2;N.v.t.;N.v.t.;0032;Ljvb op VMBO-Kbg Lw;10;30;11;14;0;0;0;0;0;0;0;0
20ER;09;Zernike College;GRONINGEN;Groningen;VMBO GL lj 3-4;Techniek;Media, vormgeving en ICT;6331;VMBO GL Media, vormgeving en ICT;0;0;0;0;4;5;0;0;0;0;0;0
20ER;09;Zernike College;GRONINGEN;Groningen;VMBO TL lj 3-4;Economie;N.v.t.;0472;MAVO/Theor Lw-Profiel Economie;0;0;0;0;26;32;19;13;0;0;0;0
20ER;09;Zernike College;GRONINGEN;Groningen;VMBO TL lj 3-4;Landbouw;N.v.t.;0473;MAVO/Theor Lw-Profiel Landbouw;0;0;0;0;0;0;1;0;0;0;0;0
20ER;09;Zernike College;GRONINGEN;Groningen;VMBO TL lj 3-4;Techniek;N.v.t.;0470;MAVO/Theor Lw-Profiel Techniek;0;0;0;0;0;0;13;0;0;0;0;0
20ER;09;Zernike College;GRONINGEN;Groningen;VMBO TL lj 3-4;Zorg & Welzijn;N.v.t.;0471;MAVO/Theor Lw-Profiel Zorg en Welzijn;0;0;0;0;0;0;5;30;0;0;0;0
20ER;09;Zernike College;GRONINGEN;Groningen;VMBO uitbest. aan VAVO;N.v.t.;N.v.t.;4040;VMBO-TL naar VAVO;0;0;0;0;0;1;0;0;0;0;0;0
