BRIN NUMMER;VESTIGINGSNUMMER;INSTELLINGSNAAM VESTIGING;PLAATSNAAM VESTIGING;PROVINCIE VESTIGING;ONDERWIJSTYPE VO EN LEER- OF VERBLIJFSJAAR;VMBO SECTOR;AFDELING;ELEMENTCODE;OPLEIDINGSNAAM;LEER- OF VERBLIJFSJAAR 1 - MAN;LEER- OF VERBLIJFSJAAR 1 - VROUW;LEER- OF VERBLIJFSJAAR 2 - MAN;LEER- OF VERBLIJFSJAAR 2 - VROUW;LEER- OF VERBLIJFSJAAR 3 - MAN;LEER- OF VERBLIJFSJAAR 3 - VROUW;LEER- OF VERBLIJFSJAAR 4 - MAN;LEER- OF VERBLIJFSJAAR 4 - VROUW;LEER- OF VERBLIJFSJAAR 5 - MAN;LEER- OF VERBLIJFSJAAR 5 - VROUW;LEER- OF VERBLIJFSJAAR 6 - MAN;LEER- OF VERBLIJFSJAAR 6 - VROUW
01UH;00;Maartenscollege;HAREN GN;Groningen;HAVO/VWO lj 3;N.v.t.;N.v.t.;0300;HAVO;0;0;0;0;9;9;0;0;0;0;0;0
01UH;00;Maartenscollege;HAREN GN;Groningen;Int. Baccelaureaat;N.v.t.;N.v.t.;0800;International Baccalaureate diplom programme;0;0;0;0;0;0;0;0;11;13;12;8
01UH;00;Maartenscollege;HAREN GN;Groningen;Int. Baccelaureaat;N.v.t.;N.v.t.;0801;International Baccalaureate diplom programme Dutch Residents;0;0;0;0;0;0;0;0;4;6;9;15
01UH;00;Maartenscollege;HAREN GN;Groningen;VMBO TL lj 3-4;Economie;N.v.t.;0472;MAVO/Theor Lw-Profiel Economie;0;0;0;0;0;0;26;15;0;0;0;0
01UH;00;Maartenscollege;HAREN GN;Groningen;VMBO TL lj 3-4;Landbouw;N.v.t.;0473;MAVO/Theor Lw-Profiel Landbouw;0;0;0;0;0;0;0;1;0;0;0;0
01UH;00;Maartenscollege;HAREN GN;Groningen;VMBO TL lj 3-4;N.v.t.;N.v.t.;0474;MAVO/Theor Lw-Profielloos leerjaar 3;0;0;0;0;25;13;0;0;0;0;0;0
01UH;00;Maartenscollege;HAREN GN;Groningen;VMBO TL lj 3-4;Techniek;N.v.t.;0470;MAVO/Theor Lw-Profiel Techniek;0;0;0;0;0;0;5;4;0;0;0;0
01UH;00;Maartenscollege;HAREN GN;Groningen;VMBO TL lj 3-4;Zorg & Welzijn;N.v.t.;0471;MAVO/Theor Lw-Profiel Zorg en Welzijn;0;0;0;0;0;0;5;11;0;0;0;0
01UH;00;Maartenscollege;HAREN GN;Groningen;VMBO uitbest. aan VAVO;N.v.t.;N.v.t.;4040;VMBO-TL naar VAVO;0;0;0;0;0;0;1;1;0;0;0;0
01UH;00;Maartenscollege;HAREN GN;Groningen;VWO lj 4-6;N.v.t.;Cultuur en Maatschappij;0173;VWO-ATH Prf Cul/Maat;0;0;0;0;0;0;2;0;1;1;0;0
01UH;00;Maartenscollege;HAREN GN;Groningen;VWO lj 4-6;N.v.t.;Economie en Maatschappij;0172;VWO-ATH Prf Ec/Maat;0;0;0;0;0;0;7;0;11;5;16;3
01UH;00;Maartenscollege;HAREN GN;Groningen;VWO lj 4-6;N.v.t.;Economie en Maatschappij / Cultuur en Maatschappij;0179;VWO-ATH Prf Ec/Maat & Cul/Maat;0;0;0;0;0;0;0;0;2;9;2;5
01UH;00;Maartenscollege;HAREN GN;Groningen;VWO lj 4-6;N.v.t.;Natuur en Gezondheid;0171;VWO-ATH Prf Nat/Gezond;0;0;0;0;0;0;3;0;7;9;8;8
01UH;00;Maartenscollege;HAREN GN;Groningen;VWO lj 4-6;N.v.t.;Natuur en Gezondheid;0271;VWO-GYM Prf Nat/Gezond;0;0;0;0;0;0;0;0;0;1;0;0
01UH;00;Maartenscollege;HAREN GN;Groningen;VWO lj 4-6;N.v.t.;Natuur en Gezondheid / Cultuur en Maatschappij;0177;VWO-ATH Prf Nat/Gezond & Cul/Maat;0;0;0;0;0;0;0;1;0;0;0;0
01UH;00;Maartenscollege;HAREN GN;Groningen;VWO lj 4-6;N.v.t.;Natuur en Gezondheid / Economie en Maatschappij;0178;VWO-ATH Prf Nat/Gezond & Ec/Maat;0;0;0;0;0;0;5;3;0;0;0;0
01UH;00;Maartenscollege;HAREN GN;Groningen;VWO lj 4-6;N.v.t.;Natuur en Gezondheid / Economie en Maatschappij;0278;VWO-GYM Prf Nat/Gezond & Ec/Maat;0;0;0;0;0;0;1;1;0;0;0;0
01UH;00;Maartenscollege;HAREN GN;Groningen;VWO lj 4-6;N.v.t.;Natuur en Techniek;0170;VWO-ATH Prf Nat/Tech;0;0;0;0;0;0;0;0;0;0;3;0
01UH;00;Maartenscollege;HAREN GN;Groningen;VWO lj 4-6;N.v.t.;Natuur en Techniek / Natuur en Gezondheid;0174;VWO-ATH Prf Nat/Tech & Nat/Gezond;0;0;0;0;0;0;12;11;9;5;6;12
01UH;00;Maartenscollege;HAREN GN;Groningen;VWO lj 4-6;N.v.t.;Natuur en Techniek / Natuur en Gezondheid;0274;VWO-GYM Prf Nat/Tech & Nat/Gezond;0;0;0;0;0;0;0;1;3;0;0;6
01UH;00;Maartenscollege;HAREN GN;Groningen;VWO uitbest. aan VAVO;N.v.t.;N.v.t.;4011;VWO-ATH NW naar VAVO;0;0;0;0;0;0;0;0;0;0;2;0
02CR;00;Willem Lodewijkgymnasium;GRONINGEN;Groningen;Brugjaar 1-2;N.v.t.;N.v.t.;0200;VWO-GYMNASIUMSTROOM;78;63;66;52;0;0;0;0;0;0;0;0
02CR;00;Willem Lodewijkgymnasium;GRONINGEN;Groningen;HAVO/VWO lj 3;N.v.t.;N.v.t.;0200;VWO-GYMNASIUMSTROOM;0;0;0;0;63;57;0;0;0;0;0;0
02CR;00;Willem Lodewijkgymnasium;GRONINGEN;Groningen;VWO lj 4-6;N.v.t.;Cultuur en Maatschappij;0273;VWO-GYM Prf Cul/Maat;0;0;0;0;0;0;2;8;4;12;0;9
02CR;00;Willem Lodewijkgymnasium;GRONINGEN;Groningen;VWO lj 4-6;N.v.t.;Economie en Maatschappij;0272;VWO-GYM Prf Ec/Maat;0;0;0;0;0;0;18;17;17;19;25;16
02CR;00;Willem Lodewijkgymnasium;GRONINGEN;Groningen;VWO lj 4-6;N.v.t.;Natuur en Gezondheid;0271;VWO-GYM Prf Nat/Gezond;0;0;0;0;0;0;20;28;13;23;11;17
02CR;00;Willem Lodewijkgymnasium;GRONINGEN;Groningen;VWO lj 4-6;N.v.t.;Natuur en Techniek;0270;VWO-GYM Prf Nat/Tech;0;0;0;0;0;0;17;4;21;14;24;8
02CR;00;Willem Lodewijkgymnasium;GRONINGEN;Groningen;VWO lj 4-6;N.v.t.;Natuur en Techniek / Natuur en Gezondheid;0274;VWO-GYM Prf Nat/Tech & Nat/Gezond;0;0;0;0;0;0;0;0;0;0;0;1
02CR;00;Willem Lodewijkgymnasium;GRONINGEN;Groningen;VWO uitbest. aan VAVO;N.v.t.;N.v.t.;4011;VWO-ATH NW naar VAVO;0;0;0;0;0;0;0;0;0;0;0;1
02CR;00;Willem Lodewijkgymnasium;GRONINGEN;Groningen;VWO uitbest. aan VAVO;N.v.t.;N.v.t.;4016;VWO-ATH NW naar VAVO teruggekeerd gezakt;0;0;0;0;0;0;0;0;0;0;5;1
02UV;00;Gomarus College;GRONINGEN;Groningen;HAVO lj 4-5;N.v.t.;Cultuur en Maatschappij;0373;HAVO Prf Cul/Maat;0;0;0;0;0;0;12;19;2;15;0;0
02UV;00;Gomarus College;GRONINGEN;Groningen;HAVO lj 4-5;N.v.t.;Economie en Maatschappij;0372;HAVO Prf Ec/Maat;0;0;0;0;0;0;45;40;51;28;0;0
02UV;00;Gomarus College;GRONINGEN;Groningen;HAVO lj 4-5;N.v.t.;Natuur en Gezondheid;0371;HAVO Prf Nat/Gezond;0;0;0;0;0;0;11;18;7;25;0;0
02UV;00;Gomarus College;GRONINGEN;Groningen;HAVO lj 4-5;N.v.t.;Natuur en Techniek;0370;HAVO Prf Nat/Tech;0;0;0;0;0;0;14;3;14;2;0;0
02UV;00;Gomarus College;GRONINGEN;Groningen;HAVO uitbest. aan VAVO;N.v.t.;N.v.t.;4031;HAVO NW naar VAVO;0;0;0;0;1;0;0;0;0;0;0;0
02UV;00;Gomarus College;GRONINGEN;Groningen;HAVO uitbest. aan VAVO;N.v.t.;N.v.t.;4036;HAVO NW naar VAVO teruggekeerd gezakt;0;0;0;0;0;0;0;0;2;1;0;0
02UV;00;Gomarus College;GRONINGEN;Groningen;VWO lj 4-6;N.v.t.;Cultuur en Maatschappij;0173;VWO-ATH Prf Cul/Maat;0;0;0;0;0;0;5;12;4;13;4;5
02UV;00;Gomarus College;GRONINGEN;Groningen;VWO lj 4-6;N.v.t.;Cultuur en Maatschappij;0273;VWO-GYM Prf Cul/Maat;0;0;0;0;0;0;3;3;0;4;3;2
02UV;00;Gomarus College;GRONINGEN;Groningen;VWO lj 4-6;N.v.t.;Economie en Maatschappij;0172;VWO-ATH Prf Ec/Maat;0;0;0;0;0;0;16;24;15;15;25;10
02UV;00;Gomarus College;GRONINGEN;Groningen;VWO lj 4-6;N.v.t.;Economie en Maatschappij;0272;VWO-GYM Prf Ec/Maat;0;0;0;0;0;0;3;1;0;1;3;5
02UV;00;Gomarus College;GRONINGEN;Groningen;VWO lj 4-6;N.v.t.;Natuur en Gezondheid;0171;VWO-ATH Prf Nat/Gezond;0;0;0;0;0;0;9;27;16;13;6;18
02UV;00;Gomarus College;GRONINGEN;Groningen;VWO lj 4-6;N.v.t.;Natuur en Gezondheid;0271;VWO-GYM Prf Nat/Gezond;0;0;0;0;0;0;0;9;1;8;2;3
02UV;00;Gomarus College;GRONINGEN;Groningen;VWO lj 4-6;N.v.t.;Natuur en Techniek;0170;VWO-ATH Prf Nat/Tech;0;0;0;0;0;0;18;2;25;3;18;2
02UV;00;Gomarus College;GRONINGEN;Groningen;VWO lj 4-6;N.v.t.;Natuur en Techniek;0270;VWO-GYM Prf Nat/Tech;0;0;0;0;0;0;4;2;2;1;2;1
02UV;00;Gomarus College;GRONINGEN;Groningen;VWO uitbest. aan VAVO;N.v.t.;N.v.t.;4016;VWO-ATH NW naar VAVO teruggekeerd gezakt;0;0;0;0;0;0;0;0;0;0;0;2
02UV;08;Gomarus College;GRONINGEN;Groningen;Brugjaar 1-2;N.v.t.;N.v.t.;0013;Ljvb op VMBO-Th/Gm Lw;16;18;21;18;0;0;0;0;0;0;0;0
02UV;08;Gomarus College;GRONINGEN;Groningen;Brugjaar 1-2;N.v.t.;N.v.t.;0017;Ljvb op VWO;9;7;8;9;0;0;0;0;0;0;0;0
02UV;08;Gomarus College;GRONINGEN;Groningen;Brugjaar 1-2;N.v.t.;N.v.t.;0031;Ljvb op VMBO-BBg Lw;17;9;7;4;0;0;0;0;0;0;0;0
02UV;08;Gomarus College;GRONINGEN;Groningen;Brugjaar 1-2;N.v.t.;N.v.t.;0032;Ljvb op VMBO-Kbg Lw;18;11;14;20;0;0;0;0;0;0;0;0
02UV;08;Gomarus College;GRONINGEN;Groningen;Brugjaar 1-2;N.v.t.;N.v.t.;0300;HAVO;34;25;25;26;0;0;0;0;0;0;0;0
02UV;08;Gomarus College;GRONINGEN;Groningen;HAVO/VWO lj 3;N.v.t.;N.v.t.;0017;Ljvb op VWO;0;0;0;0;21;8;0;0;0;0;0;0
02UV;08;Gomarus College;GRONINGEN;Groningen;HAVO/VWO lj 3;N.v.t.;N.v.t.;0300;HAVO;0;0;0;0;18;16;0;0;0;0;0;0
02UV;10;Gomarus College;GRONINGEN;Groningen;Praktijkonderwijs alle vj;N.v.t.;N.v.t.;0090;Praktijkonderwijs;8;5;12;7;9;9;7;2;6;2;6;1
02UV;17;Gomarus College;GRONINGEN;Groningen;Brugjaar 1-2;N.v.t.;N.v.t.;0013;Ljvb op VMBO-Th/Gm Lw;21;28;25;17;0;0;0;0;0;0;0;0
02UV;17;Gomarus College;GRONINGEN;Groningen;Brugjaar 1-2;N.v.t.;N.v.t.;0015;Ljvb op VWO/HAVO;6;3;6;3;0;0;0;0;0;0;0;0
02UV;17;Gomarus College;GRONINGEN;Groningen;Brugjaar 1-2;N.v.t.;N.v.t.;0031;Ljvb op VMBO-BBg Lw;2;2;3;2;0;0;0;0;0;0;0;0
02UV;17;Gomarus College;GRONINGEN;Groningen;Brugjaar 1-2;N.v.t.;N.v.t.;0032;Ljvb op VMBO-Kbg Lw;8;15;12;6;0;0;0;0;0;0;0;0
02UV;17;Gomarus College;GRONINGEN;Groningen;VMBO BL lj 3-4;Economie;Economie en ondernemen;6411;VMBO BB Economie en ondernemen;0;0;0;0;2;0;2;2;0;0;0;0
02UV;17;Gomarus College;GRONINGEN;Groningen;VMBO BL lj 3-4;Techniek;Bouwen, wonen en interieur;6011;VMBO BB Bouwen, wonen en interieur;0;0;0;0;3;1;2;2;0;0;0;0
02UV;17;Gomarus College;GRONINGEN;Groningen;VMBO BL lj 3-4;Techniek;Produceren, installeren en energie;6111;VMBO BB Produceren, installeren en energie;0;0;0;0;2;0;5;0;0;0;0;0
02UV;17;Gomarus College;GRONINGEN;Groningen;VMBO BL lj 3-4;Zorg & Welzijn;Zorg en welzijn;6611;VMBO BB Zorg en welzijn;0;0;0;0;3;13;2;6;0;0;0;0
02UV;17;Gomarus College;GRONINGEN;Groningen;VMBO GL lj 3-4;Economie;Economie en ondernemen;6431;VMBO GL Economie en ondernemen;0;0;0;0;13;14;18;3;0;0;0;0
02UV;17;Gomarus College;GRONINGEN;Groningen;VMBO GL lj 3-4;Techniek;Bouwen, wonen en interieur;6031;VMBO GL Bouwen, wonen en interieur;0;0;0;0;5;2;15;3;0;0;0;0
02UV;17;Gomarus College;GRONINGEN;Groningen;VMBO GL lj 3-4;Techniek;Produceren, installeren en energie;6131;VMBO GL Produceren, installeren en energie;0;0;0;0;17;1;12;1;0;0;0;0
02UV;17;Gomarus College;GRONINGEN;Groningen;VMBO GL lj 3-4;Zorg & Welzijn;Zorg en welzijn;6631;VMBO GL Zorg en welzijn;0;0;0;0;10;22;8;39;0;0;0;0
02UV;17;Gomarus College;GRONINGEN;Groningen;VMBO KL lj 3-4;Economie;Economie en ondernemen;6421;VMBO KB Economie en ondernemen;0;0;0;0;7;3;8;5;0;0;0;0
02UV;17;Gomarus College;GRONINGEN;Groningen;VMBO KL lj 3-4;Techniek;Bouwen, wonen en interieur;6021;VMBO KB Bouwen, wonen en interieur;0;0;0;0;14;0;11;2;0;0;0;0
02UV;17;Gomarus College;GRONINGEN;Groningen;VMBO KL lj 3-4;Techniek;Produceren, installeren en energie;6121;VMBO KB Produceren, installeren en energie;0;0;0;0;21;0;27;0;0;0;0;0
02UV;17;Gomarus College;GRONINGEN;Groningen;VMBO KL lj 3-4;Zorg & Welzijn;Zorg en welzijn;6621;VMBO KB Zorg en welzijn;0;0;0;0;19;31;8;24;0;0;0;0
02UV;17;Gomarus College;GRONINGEN;Groningen;VMBO KL lj 3-4;Zorg & Welzijn;Zorg en welzijn;6665;LWOO KB Zorg en welzijn;0;0;0;0;1;0;0;0;0;0;0;0
02UV;17;Gomarus College;GRONINGEN;Groningen;VMBO TL lj 3-4;Economie;N.v.t.;0472;MAVO/Theor Lw-Profiel Economie;0;0;0;0;0;0;3;1;0;0;0;0
02UV;17;Gomarus College;GRONINGEN;Groningen;VMBO TL lj 3-4;Zorg & Welzijn;N.v.t.;0471;MAVO/Theor Lw-Profiel Zorg en Welzijn;0;0;0;0;0;0;0;4;0;0;0;0
02UV;18;Gomarus College;GRONINGEN;Groningen;Brugjaar 1-2;N.v.t.;N.v.t.;0015;Ljvb op VWO/HAVO;17;17;28;26;0;0;0;0;0;0;0;0
02UV;18;Gomarus College;GRONINGEN;Groningen;Brugjaar 1-2;N.v.t.;N.v.t.;0017;Ljvb op VWO;32;31;25;25;0;0;0;0;0;0;0;0
02UV;18;Gomarus College;GRONINGEN;Groningen;Brugjaar 1-2;N.v.t.;N.v.t.;0100;VWO-ATHENEUMSTROOM;9;10;14;15;0;0;0;0;0;0;0;0
02UV;18;Gomarus College;GRONINGEN;Groningen;Brugjaar 1-2;N.v.t.;N.v.t.;0200;VWO-GYMNASIUMSTROOM;0;0;1;6;0;0;0;0;0;0;0;0
02UV;18;Gomarus College;GRONINGEN;Groningen;HAVO/VWO lj 3;N.v.t.;N.v.t.;0017;Ljvb op VWO;0;0;0;0;28;20;0;0;0;0;0;0
02UV;18;Gomarus College;GRONINGEN;Groningen;HAVO/VWO lj 3;N.v.t.;N.v.t.;0100;VWO-ATHENEUMSTROOM;0;0;0;0;16;6;0;0;0;0;0;0
02UV;18;Gomarus College;GRONINGEN;Groningen;HAVO/VWO lj 3;N.v.t.;N.v.t.;0200;VWO-GYMNASIUMSTROOM;0;0;0;0;1;7;0;0;0;0;0;0
02UV;18;Gomarus College;GRONINGEN;Groningen;HAVO/VWO lj 3;N.v.t.;N.v.t.;0300;HAVO;0;0;0;0;28;33;0;0;0;0;0;0
05OP;00;Praktijkschool De Bolster;GRONINGEN;Groningen;Praktijkonderwijs alle vj;N.v.t.;N.v.t.;0090;Praktijkonderwijs;47;21;42;28;44;14;21;11;16;11;6;9
13ZU;00;Reitdiepcollege;GRONINGEN;Groningen;Brugjaar 1-2;N.v.t.;N.v.t.;0011;Ljvb op HAVO/VMBO-Th/Gm Lw;84;70;0;0;0;0;0;0;0;0;0;0
13ZU;00;Reitdiepcollege;GRONINGEN;Groningen;Brugjaar 1-2;N.v.t.;N.v.t.;0015;Ljvb op VWO/HAVO;39;46;0;0;0;0;0;0;0;0;0;0
13ZU;00;Reitdiepcollege;GRONINGEN;Groningen;Brugjaar 1-2;N.v.t.;N.v.t.;0017;Ljvb op VWO;13;10;0;0;0;0;0;0;0;0;0;0
13ZU;00;Reitdiepcollege;GRONINGEN;Groningen;Brugjaar 1-2;N.v.t.;N.v.t.;0100;VWO-ATHENEUMSTROOM;0;0;33;26;0;0;0;0;0;0;0;0
13ZU;00;Reitdiepcollege;GRONINGEN;Groningen;Brugjaar 1-2;N.v.t.;N.v.t.;0300;HAVO;0;0;46;67;0;0;0;0;0;0;0;0
13ZU;00;Reitdiepcollege;GRONINGEN;Groningen;Brugjaar 1-2;N.v.t.;N.v.t.;0400;MAVO/Theor Lw-VMBO;0;0;30;22;0;0;0;0;0;0;0;0
13ZU;00;Reitdiepcollege;GRONINGEN;Groningen;HAVO lj 4-5;N.v.t.;Cultuur en Maatschappij;0373;HAVO Prf Cul/Maat;0;0;0;0;0;0;3;7;1;7;0;0
13ZU;00;Reitdiepcollege;GRONINGEN;Groningen;HAVO lj 4-5;N.v.t.;Economie en Maatschappij;0372;HAVO Prf Ec/Maat;0;0;0;0;0;0;39;28;32;14;0;0
13ZU;00;Reitdiepcollege;GRONINGEN;Groningen;HAVO lj 4-5;N.v.t.;Economie en Maatschappij / Cultuur en Maatschappij;0379;HAVO Prf Ec/Maat & Cul/Maat;0;0;0;0;0;0;0;0;0;1;0;0
13ZU;00;Reitdiepcollege;GRONINGEN;Groningen;HAVO lj 4-5;N.v.t.;Natuur en Gezondheid;0371;HAVO Prf Nat/Gezond;0;0;0;0;0;0;17;27;7;17;0;0
13ZU;00;Reitdiepcollege;GRONINGEN;Groningen;HAVO lj 4-5;N.v.t.;Natuur en Techniek;0370;HAVO Prf Nat/Tech;0;0;0;0;0;0;2;2;3;3;0;0
13ZU;00;Reitdiepcollege;GRONINGEN;Groningen;HAVO lj 4-5;N.v.t.;Natuur en Techniek / Natuur en Gezondheid;0374;HAVO Prf Nat/Tech & Nat/Gezond;0;0;0;0;0;0;5;3;5;3;0;0
13ZU;00;Reitdiepcollege;GRONINGEN;Groningen;HAVO uitbest. aan VAVO;N.v.t.;N.v.t.;4031;HAVO NW naar VAVO;0;0;0;0;0;0;2;2;0;1;0;0
13ZU;00;Reitdiepcollege;GRONINGEN;Groningen;HAVO uitbest. aan VAVO;N.v.t.;N.v.t.;4036;HAVO NW naar VAVO teruggekeerd gezakt;0;0;0;0;0;0;0;0;0;1;0;0
13ZU;00;Reitdiepcollege;GRONINGEN;Groningen;HAVO/VWO lj 3;N.v.t.;N.v.t.;0100;VWO-ATHENEUMSTROOM;0;0;0;0;36;26;0;0;0;0;0;0
13ZU;00;Reitdiepcollege;GRONINGEN;Groningen;HAVO/VWO lj 3;N.v.t.;N.v.t.;0300;HAVO;0;0;0;0;65;47;0;0;0;0;0;0
13ZU;00;Reitdiepcollege;GRONINGEN;Groningen;VMBO TL lj 3-4;Economie;N.v.t.;0472;MAVO/Theor Lw-Profiel Economie;0;0;0;0;0;0;17;13;0;0;0;0
13ZU;00;Reitdiepcollege;GRONINGEN;Groningen;VMBO TL lj 3-4;Landbouw;N.v.t.;0473;MAVO/Theor Lw-Profiel Landbouw;0;0;0;0;0;0;0;2;0;0;0;0
13ZU;00;Reitdiepcollege;GRONINGEN;Groningen;VMBO TL lj 3-4;N.v.t.;N.v.t.;0474;MAVO/Theor Lw-Profielloos leerjaar 3;0;0;0;0;43;38;0;0;0;0;0;0
13ZU;00;Reitdiepcollege;GRONINGEN;Groningen;VMBO TL lj 3-4;Techniek;N.v.t.;0470;MAVO/Theor Lw-Profiel Techniek;0;0;0;0;0;0;8;0;0;0;0;0
13ZU;00;Reitdiepcollege;GRONINGEN;Groningen;VMBO TL lj 3-4;Zorg & Welzijn;N.v.t.;0471;MAVO/Theor Lw-Profiel Zorg en Welzijn;0;0;0;0;0;0;17;21;0;0;0;0
13ZU;00;Reitdiepcollege;GRONINGEN;Groningen;VMBO uitbest. aan VAVO;N.v.t.;N.v.t.;4040;VMBO-TL naar VAVO;0;0;0;0;5;5;0;0;0;0;0;0
13ZU;00;Reitdiepcollege;GRONINGEN;Groningen;VWO lj 4-6;N.v.t.;Cultuur en Maatschappij;0173;VWO-ATH Prf Cul/Maat;0;0;0;0;0;0;0;3;2;2;0;3
13ZU;00;Reitdiepcollege;GRONINGEN;Groningen;VWO lj 4-6;N.v.t.;Economie en Maatschappij;0172;VWO-ATH Prf Ec/Maat;0;0;0;0;0;0;8;12;14;14;5;2
13ZU;00;Reitdiepcollege;GRONINGEN;Groningen;VWO lj 4-6;N.v.t.;Economie en Maatschappij / Cultuur en Maatschappij;0179;VWO-ATH Prf Ec/Maat & Cul/Maat;0;0;0;0;0;0;0;2;0;3;0;0
13ZU;00;Reitdiepcollege;GRONINGEN;Groningen;VWO lj 4-6;N.v.t.;Natuur en Gezondheid;0171;VWO-ATH Prf Nat/Gezond;0;0;0;0;0;0;7;12;7;14;6;7
13ZU;00;Reitdiepcollege;GRONINGEN;Groningen;VWO lj 4-6;N.v.t.;Natuur en Techniek;0170;VWO-ATH Prf Nat/Tech;0;0;0;0;0;0;8;2;6;0;0;0
13ZU;00;Reitdiepcollege;GRONINGEN;Groningen;VWO lj 4-6;N.v.t.;Natuur en Techniek / Natuur en Gezondheid;0174;VWO-ATH Prf Nat/Tech & Nat/Gezond;0;0;0;0;0;0;1;9;5;11;6;2
13ZU;00;Reitdiepcollege;GRONINGEN;Groningen;VWO uitbest. aan VAVO;N.v.t.;N.v.t.;4011;VWO-ATH NW naar VAVO;0;0;0;0;0;0;0;0;0;0;0;1
13ZU;02;Reitdiepcollege;GRONINGEN;Groningen;Brugjaar 1-2;N.v.t.;N.v.t.;0024;Ljvb op VWO/HAVO/VMBO-Alle Lw;74;92;69;103;0;0;0;0;0;0;0;0
13ZU;02;Reitdiepcollege;GRONINGEN;Groningen;VMBO BL lj 3-4;Economie;Economie en ondernemen;6411;VMBO BB Economie en ondernemen;0;0;0;0;4;7;4;2;0;0;0;0
13ZU;02;Reitdiepcollege;GRONINGEN;Groningen;VMBO BL lj 3-4;Techniek;Produceren, installeren en energie;6111;VMBO BB Produceren, installeren en energie;0;0;0;0;8;5;5;0;0;0;0;0
13ZU;02;Reitdiepcollege;GRONINGEN;Groningen;VMBO BL lj 3-4;Zorg & Welzijn;Zorg en welzijn;6611;VMBO BB Zorg en welzijn;0;0;0;0;2;8;1;3;0;0;0;0
13ZU;02;Reitdiepcollege;GRONINGEN;Groningen;VMBO GL lj 3-4;Economie;Economie en ondernemen;6431;VMBO GL Economie en ondernemen;0;0;0;0;0;1;6;1;0;0;0;0
13ZU;02;Reitdiepcollege;GRONINGEN;Groningen;VMBO GL lj 3-4;Techniek;Produceren, installeren en energie;6131;VMBO GL Produceren, installeren en energie;0;0;0;0;3;3;3;0;0;0;0;0
