OBJECTID,FYSIEK_VOORKOMEN,OP_TALUD,BGTBRONHOUDERCODE,BGTBRONHOUDER,BGTSTATUS,RELATIEVEHOOGTELIGGING,SUBTYPE,OPPERVLAKTE,POSITIONELE_NAUWKEURIGHEID_MM,STATUS,TIJDSTIP_REGISTRATIE,Shape__Area,Shape__Length
992,gesloten verharding: cementbeton,Nee,P0025,Gelderland,bestaand,0,verkeerseiland,7.62,283,,2015/09/09 12:59:55+00,7.620008555,14.2460234714825
993,open verharding: betonstraatstenen,Nee,G0301,Zutphen,bestaand,0,verkeerseiland,83.361,283,,2022/12/16 15:13:08+00,83.36090862,193.514556737103
994,open verharding: betonstraatstenen,Nee,G0484,Alphen aan den Rijn,bestaand,0,verkeerseiland,11.698,283,,2018/11/16 15:45:39+00,11.6980225,36.2406293541083
995,open verharding: betonstraatstenen,Nee,G0484,Alphen aan den Rijn,bestaand,0,verkeerseiland,8.731,283,,2018/11/16 15:45:39+00,8.731346,28.2068890451942
996,groenvoorziening,Nee,G0772,Eindhoven,bestaand,0,verkeerseiland,25.964,283,,2018/11/22 12:16:09+00,25.9606679,19.7166379654692
997,open verharding: betonstraatstenen,Nee,P0025,Gelderland,bestaand,0,verkeerseiland,1.097,283,,2014/10/21 11:18:19+00,1.096295815,3.99137736616709
998,open verharding: betonstraatstenen,Nee,G0301,Zutphen,bestaand,0,verkeerseiland,4.145,283,,2022/12/16 15:13:08+00,4.1440906,8.18070860025234
999,gesloten verharding: cementbeton,Nee,P0025,Gelderland,bestaand,0,verkeerseiland,72.218,283,,2015/02/18 08:53:33+00,72.212421275,70.9912028377567
1000,open verharding: betonstraatstenen,Nee,P0025,Gelderland,bestaand,0,verkeerseiland,8.401,283,,2018/03/08 16:40:51+00,8.4011035,13.8249466666705
1001,open verharding: betonstraatstenen,Nee,P0025,Gelderland,bestaand,0,verkeerseiland,7.009,283,,2018/11/10 11:45:30+00,7.006649765,11.7464787943873
1002,groenvoorziening: gras- en kruidachtigen,Nee,G0882,Landgraaf,bestaand,0,verkeerseiland,93.32,283,,2022/01/07 10:21:49+00,93.31004156,51.6663331281242
1003,gesloten verharding: asfalt,Nee,G0014,Groningen,bestaand,0,verkeerseiland,8.767,283,,2019/01/22 00:51:28+00,8.767416,13.0861607849171
1004,open verharding: betonstraatstenen,Nee,G0301,Zutphen,bestaand,0,verkeerseiland,1.702,283,,2022/12/16 15:13:08+00,1.70137947,5.53061641408271
1005,open verharding: betonstraatstenen,Nee,G0301,Zutphen,bestaand,0,verkeerseiland,23.285,283,,2022/12/16 15:13:08+00,23.280304655,18.4595447746876
1006,gesloten verharding: cementbeton,Nee,P0025,Gelderland,bestaand,0,verkeerseiland,37.236,283,,2014/10/17 15:02:02+00,37.199544895,27.9841815231665
1007,gesloten verharding: cementbeton,Nee,P0025,Gelderland,bestaand,0,verkeerseiland,25.772,283,,2021/09/07 07:32:58+00,25.7702512,22.5217342528796
1008,gesloten verharding: cementbeton,Nee,P0025,Gelderland,bestaand,0,verkeerseiland,24.598,283,,2014/10/06 15:25:09+00,24.596893755,23.4630171934404
1009,open verharding: betonstraatstenen,Nee,G0301,Zutphen,bestaand,0,verkeerseiland,15.134,283,,2022/12/16 15:13:08+00,15.13313789,27.4527987579405
1010,gesloten verharding: asfalt,Nee,G0505,Dordrecht,bestaand,0,verkeerseiland,1.78,283,,2015/10/22 11:05:10+00,1.78,5.35376452786086
1011,open verharding,Nee,G0518,'s-Gravenhage,bestaand,0,verkeerseiland,3.994,283,,2015/10/12 08:27:18+00,3.993968,9.36760342888939
1012,open verharding,Nee,G0518,'s-Gravenhage,bestaand,0,verkeerseiland,3.074,283,,2015/10/12 08:27:18+00,3.074348,8.06158718786464
1013,open verharding: tegels,Nee,G0518,'s-Gravenhage,bestaand,0,verkeerseiland,117.659,283,,2015/10/12 08:33:05+00,117.6585535,156.027310239349
1014,gesloten verharding: asfalt,Nee,G0505,Dordrecht,bestaand,0,verkeerseiland,49.628,283,,2015/10/22 11:05:10+00,49.62673634,34.8373403394446
1015,open verharding,Nee,G0505,Dordrecht,bestaand,0,verkeerseiland,31.816,283,,2015/10/22 11:05:10+00,31.815876,46.7288055695941
1016,gesloten verharding: asfalt,Nee,G0505,Dordrecht,bestaand,0,verkeerseiland,2.196,283,,2015/10/22 11:05:10+00,2.1961665,5.96620870590929
1017,open verharding,Nee,G0505,Dordrecht,bestaand,0,verkeerseiland,4.682,283,,2015/10/22 11:05:10+00,4.682273,10.7597347435523
1018,gesloten verharding: asfalt,Nee,G0505,Dordrecht,bestaand,0,verkeerseiland,7.507,283,,2015/10/22 11:05:10+00,7.5069285,16.9240149390818
1019,gesloten verharding: asfalt,Nee,G0505,Dordrecht,bestaand,0,verkeerseiland,3.899,283,,2015/10/22 11:05:10+00,3.898846,7.20482545171788
1020,gesloten verharding: asfalt,Nee,G0505,Dordrecht,bestaand,0,verkeerseiland,1.583,283,,2015/10/22 11:05:10+00,1.5829005,4.93934636874114
1021,open verharding,Nee,G0505,Dordrecht,bestaand,0,verkeerseiland,42.489,283,,2015/10/22 11:05:10+00,42.490107215,26.4459488266925
1022,open verharding,Nee,G1916,Leidschendam-Voorburg,bestaand,0,verkeerseiland,73.823,283,,2017/08/30 13:28:30+00,73.822965,133.518215945821
1023,open verharding,Nee,G1916,Leidschendam-Voorburg,bestaand,0,verkeerseiland,45.744,283,,2022/10/12 12:18:42+00,45.79724204,66.184068679693
1024,open verharding,Nee,G0518,'s-Gravenhage,bestaand,0,verkeerseiland,12.731,283,,2015/10/12 08:25:28+00,12.7310145,28.2527198676425
1025,open verharding,,G0599,Rotterdam,bestaand,0,verkeerseiland,6.748,283,,2015/02/16 13:57:11+00,6.74739813,15.1013647387587
1026,open verharding,,G0599,Rotterdam,bestaand,0,verkeerseiland,5.558,283,,2021/03/26 14:42:07+00,5.557125285,13.4386156829769
1027,gesloten verharding,Nee,G0303,Dronten,bestaand,1,verkeerseiland,3.22,283,,2020/05/08 16:01:53+00,3.220049,10.612091986196
1028,gesloten verharding,,G0599,Rotterdam,bestaand,0,verkeerseiland,1.767,283,,2015/02/16 13:57:03+00,1.761249965,5.84426160210436
1029,open verharding,,G0599,Rotterdam,bestaand,0,verkeerseiland,19.332,283,,2016/12/22 15:31:37+00,19.33127575,40.3960074374702
1030,gesloten verharding: asfalt,Nee,G0505,Dordrecht,bestaand,0,verkeerseiland,87.357,283,,2015/11/06 09:11:47+00,87.3567315,116.817457835202
1031,open verharding,Nee,G0505,Dordrecht,bestaand,0,verkeerseiland,201.988,283,,2016/11/08 16:04:40+00,201.997059245,168.182531515182
1032,gesloten verharding,Nee,G0505,Dordrecht,bestaand,0,verkeerseiland,5.283,283,,2015/11/06 09:11:47+00,5.282224555,8.95539535948491
1033,gesloten verharding: asfalt,Nee,G0505,Dordrecht,bestaand,0,verkeerseiland,7.441,283,,2015/11/06 09:11:47+00,7.4410395,10.9919610472703
1034,gesloten verharding: asfalt,Nee,G0505,Dordrecht,bestaand,0,verkeerseiland,12.473,283,,2015/11/06 09:11:47+00,12.472675,17.2677494885404
1035,gesloten verharding: asfalt,Nee,G0505,Dordrecht,bestaand,0,verkeerseiland,9.64,283,,2015/11/06 09:11:47+00,9.639653,17.4551527115568
1036,gesloten verharding: asfalt,Nee,G0505,Dordrecht,bestaand,0,verkeerseiland,7.097,283,,2015/11/06 09:11:47+00,7.096942,16.7123114198819
1037,gesloten verharding: asfalt,Nee,G0505,Dordrecht,bestaand,0,verkeerseiland,18.364,283,,2015/11/06 09:11:47+00,18.364312,25.0662405735077
1038,gesloten verharding: asfalt,Nee,G0505,Dordrecht,bestaand,0,verkeerseiland,7.653,283,,2015/11/06 09:11:47+00,7.652738,17.7448150284202
1039,gesloten verharding: asfalt,Nee,G0505,Dordrecht,bestaand,0,verkeerseiland,7.449,283,,2015/11/06 09:11:47+00,7.4490435,16.8012505315601
1040,gesloten verharding: asfalt,Nee,G0505,Dordrecht,bestaand,0,verkeerseiland,9.333,283,,2015/11/06 09:11:47+00,9.333109,14.878714979172
1041,open verharding,Nee,G0505,Dordrecht,bestaand,0,verkeerseiland,5.047,283,,2015/11/06 09:11:47+00,5.0471335,11.0777982756289
1042,open verharding,Nee,G1742,Rijssen-Holten,bestaand,0,verkeerseiland,4.237,283,,2015/11/20 09:58:50+00,4.236877855,28.8614057090393
1043,open verharding,Nee,G1742,Rijssen-Holten,bestaand,0,verkeerseiland,239.458,283,,2015/11/20 09:58:50+00,239.47123033,114.287201513714
1044,gesloten verharding,Nee,G1742,Rijssen-Holten,bestaand,0,verkeerseiland,262.192,283,,2015/11/20 09:58:50+00,261.85849094,87.7002950795659
1045,open verharding,Nee,G1742,Rijssen-Holten,bestaand,0,verkeerseiland,36.871,283,,2015/11/20 09:58:50+00,36.866810725,33.3459330886445
1046,gesloten verharding: asfalt,Nee,G0505,Dordrecht,bestaand,0,verkeerseiland,4.151,283,,2015/10/20 09:02:30+00,4.1508035,8.16442959225779
1047,gesloten verharding: asfalt,Nee,G0505,Dordrecht,bestaand,0,verkeerseiland,30.74,283,,2015/10/20 09:02:30+00,30.740291,31.2686161206042
1048,gesloten verharding: asfalt,Nee,G0505,Dordrecht,bestaand,0,verkeerseiland,5.342,283,,2015/10/20 09:02:30+00,5.342008,13.0418505389796
1049,gesloten verharding: asfalt,Nee,G0505,Dordrecht,bestaand,0,verkeerseiland,9.222,283,,2015/10/20 09:02:30+00,9.22158,12.5066386544056
1050,gesloten verharding: asfalt,Nee,G0505,Dordrecht,bestaand,0,verkeerseiland,1.704,283,,2015/10/20 09:02:30+00,1.703513,5.38547820828848
1051,gesloten verharding,Nee,G0505,Dordrecht,bestaand,0,verkeerseiland,2.633,283,,2015/10/20 09:02:30+00,2.633143,6.27000403675185
1052,open verharding,Nee,G0505,Dordrecht,bestaand,0,verkeerseiland,48.171,283,,2015/10/20 09:02:30+00,48.1714275,83.9963361158092
1053,open verharding,Nee,G0505,Dordrecht,bestaand,0,verkeerseiland,4.128,283,,2015/10/20 09:02:30+00,4.12808,8.10550276277935
1054,open verharding,Nee,G0505,Dordrecht,bestaand,0,verkeerseiland,34.756,283,,2015/10/20 09:02:30+00,34.7558315,38.7365916151609
1055,open verharding,Nee,G0505,Dordrecht,bestaand,0,verkeerseiland,5.663,283,,2015/10/20 09:02:30+00,5.6631135,13.9153411270002
1056,open verharding,,G0599,Rotterdam,bestaand,0,verkeerseiland,5.082,283,,2015/08/10 09:26:36+00,5.080725025,9.10250223083805
1057,open verharding,,G0599,Rotterdam,bestaand,0,verkeerseiland,6.668,283,,2015/08/10 09:26:36+00,6.66787,12.899035418585
1058,gesloten verharding,,G0599,Rotterdam,bestaand,0,verkeerseiland,33.923,283,,2015/09/11 08:00:15+00,33.922990555,40.0426618187506
1059,open verharding,,G0599,Rotterdam,bestaand,0,verkeerseiland,8.776,283,,2013/07/25 07:55:00+00,8.7673386,11.1058778440533
1060,open verharding,Nee,G1742,Rijssen-Holten,bestaand,0,verkeerseiland,3.273,283,,2015/11/20 13:10:48+00,3.2728875,7.49888308639694
1061,open verharding,,G0599,Rotterdam,bestaand,0,verkeerseiland,45.571,283,,2015/09/25 09:59:36+00,45.583804715,76.3855904504876
1062,open verharding,,G0599,Rotterdam,bestaand,0,verkeerseiland,52.398,283,,2016/06/08 08:19:05+00,52.39650986,30.3067711968821
1063,gesloten verharding,,G0599,Rotterdam,bestaand,0,verkeerseiland,25.73,283,,2015/02/17 16:55:26+00,25.72947066,19.9885610620417
1064,open verharding,,G0599,Rotterdam,bestaand,0,verkeerseiland,34.771,283,,2014/07/22 14:00:08+00,34.77033336,32.7109113470922
1065,gesloten verharding,Nee,G0627,Waddinxveen,bestaand,0,verkeerseiland,20.15,283,,2019/04/26 12:15:27+00,20.14692214,24.170578821214
1066,open verharding,,G0599,Rotterdam,bestaand,0,verkeerseiland,6.825,283,,2015/09/04 11:17:21+00,6.82472816,11.4387718824077
1067,open verharding,,G0599,Rotterdam,bestaand,0,verkeerseiland,37.651,283,,2019/01/09 14:29:03+00,37.566740785,28.1959265118393
1068,gesloten verharding,Nee,G0627,Waddinxveen,bestaand,0,verkeerseiland,61.92,283,,2022/09/13 12:45:46+00,61.9200945,47.40694643446
1069,groenvoorziening,Nee,L0004,Prorail,bestaand,0,verkeerseiland,62.396,283,,2015/03/11 15:01:31+00,62.395508,40.3800530156551
1070,open verharding,,G0599,Rotterdam,bestaand,0,verkeerseiland,2.102,283,,2015/02/17 16:55:26+00,2.10129574,5.71848239866242
1071,open verharding,,G0599,Rotterdam,bestaand,0,verkeerseiland,1.29,283,,2015/09/03 10:51:53+00,1.2902715,8.79036478233209
1072,gesloten verharding,,G0599,Rotterdam,bestaand,0,verkeerseiland,26.925,283,,2013/08/26 12:52:32+00,26.95680451,24.6732848938939
1073,open verharding,,G0599,Rotterdam,bestaand,0,verkeerseiland,42.84,283,,2013/08/27 08:00:08+00,42.827333955,33.2787656108921
1074,open verharding,,G0599,Rotterdam,bestaand,0,verkeerseiland,19.341,283,,2015/01/23 08:25:57+00,19.340455535,21.3659013187113
1075,open verharding,,G0599,Rotterdam,bestaand,0,verkeerseiland,60.412,283,,2015/09/25 09:59:36+00,60.40956233,37.0116261182574
1076,open verharding: betonstraatstenen,Nee,G0518,'s-Gravenhage,bestaand,0,verkeerseiland,68.919,283,,2015/10/12 08:27:13+00,68.9192315,101.849434647747
1077,gesloten verharding: asfalt,Nee,G0505,Dordrecht,bestaand,0,verkeerseiland,9.383,283,,2015/11/06 08:29:42+00,9.3826645,20.7837578712674
1078,open verharding,Nee,G0505,Dordrecht,bestaand,0,verkeerseiland,3.96,283,,2015/11/06 08:29:42+00,3.9603955,9.70718608011767
1079,open verharding,Nee,G0505,Dordrecht,bestaand,0,verkeerseiland,29.139,283,,2015/11/06 08:29:42+00,29.1390885,33.3623054800684
1080,open verharding,Nee,G0505,Dordrecht,bestaand,0,verkeerseiland,1.426,283,,2015/11/06 08:29:42+00,1.425777,5.20228011115544
1081,gesloten verharding: asfalt,Nee,G0505,Dordrecht,bestaand,0,verkeerseiland,11.936,283,,2015/11/06 08:29:42+00,11.935663,16.0976514809954
1082,gesloten verharding: asfalt,Nee,G0505,Dordrecht,bestaand,0,verkeerseiland,15.269,283,,2015/11/06 08:29:42+00,15.269026,19.3789184412319
1083,gesloten verharding,Nee,G0505,Dordrecht,bestaand,0,verkeerseiland,1.381,283,,2015/11/06 08:29:42+00,1.3806765,8.42289629148011
1084,gesloten verharding: asfalt,Nee,G0505,Dordrecht,bestaand,0,verkeerseiland,13.907,283,,2015/11/06 08:29:42+00,13.907489,16.0896924148359
1085,open verharding,Nee,G1742,Rijssen-Holten,bestaand,0,verkeerseiland,7.634,283,,2015/11/20 09:58:50+00,7.63010659,10.0624515002496
1086,open verharding,Nee,G1742,Rijssen-Holten,bestaand,0,verkeerseiland,6.604,283,,2015/11/20 09:58:50+00,6.60331106,10.2052781524769
1087,open verharding,Nee,G1742,Rijssen-Holten,bestaand,0,verkeerseiland,24.008,283,,2022/04/11 08:14:33+00,24.006587265,19.5897156297735
1088,open verharding,Nee,G1742,Rijssen-Holten,bestaand,0,verkeerseiland,88.292,283,,2015/11/20 10:55:54+00,88.28859471,64.3090679511143
1089,open verharding,Nee,G1742,Rijssen-Holten,bestaand,0,verkeerseiland,1.819,283,,2015/11/20 10:55:54+00,1.819224095,8.76402342584811
1090,open verharding,Nee,G1742,Rijssen-Holten,bestaand,0,verkeerseiland,5.933,283,,2015/11/20 10:55:54+00,5.92099676,12.7783806766931
1091,open verharding,,G0599,Rotterdam,bestaand,0,verkeerseiland,19.017,283,,2021/05/26 07:50:00+00,19.017058,38.5889582000588
1092,gesloten verharding,Nee,G0303,Dronten,bestaand,1,verkeerseiland,2.119,283,,2020/05/08 16:01:53+00,2.1194615,7.47702878005611
1093,open verharding,Nee,G1916,Leidschendam-Voorburg,bestaand,0,verkeerseiland,5.334,283,,2021/12/16 16:06:33+00,5.3336645,12.6954671082938
1094,gesloten verharding,Nee,G0777,Etten-Leur,bestaand,0,verkeerseiland,14.624,283,,2021/09/10 10:55:58+00,14.623799,29.2420347048875
1095,gesloten verharding,Nee,G0777,Etten-Leur,bestaand,0,verkeerseiland,8.733,283,,2021/09/10 10:55:58+00,8.732514,14.5256398527831
1096,gesloten verharding: asfalt,Nee,G0505,Dordrecht,bestaand,0,verkeerseiland,75.246,283,,2015/11/06 08:29:42+00,75.246245,401.359694511657
1097,gesloten verharding: asfalt,Nee,G0505,Dordrecht,bestaand,0,verkeerseiland,5.473,283,,2015/11/06 08:29:42+00,5.4726795,10.42611306057
1098,gesloten verharding: asfalt,Nee,G0505,Dordrecht,bestaand,0,verkeerseiland,2.307,283,,2015/11/06 08:29:42+00,2.306677,6.12304252152078
1099,open verharding: beton element,Nee,G0505,Dordrecht,bestaand,0,verkeerseiland,102.041,283,,2015/11/06 08:29:42+00,102.0409165,253.189863313779
1100,gesloten verharding: asfalt,Nee,G0505,Dordrecht,bestaand,0,verkeerseiland,4.939,283,,2015/11/06 08:29:42+00,4.9392065,17.845198265208
1101,open verharding: betonstraatstenen,Nee,G0502,Capelle aan den IJssel,bestaand,0,verkeerseiland,80.794,283,,2015/11/11 16:41:48+00,80.79916733,85.8205445238558
1102,open verharding: betonstraatstenen,Nee,G0502,Capelle aan den IJssel,bestaand,0,verkeerseiland,9.546,283,,2022/03/18 17:07:59+00,9.543792695,14.8731987867043
1103,open verharding: betonstraatstenen,Nee,G0502,Capelle aan den IJssel,bestaand,0,verkeerseiland,25.034,283,,2015/11/11 16:41:48+00,25.0337965,23.6129829228779
1104,open verharding: betonstraatstenen,Nee,G0502,Capelle aan den IJssel,bestaand,0,verkeerseiland,55.071,283,,2015/11/11 16:41:48+00,55.06923722,44.4493849369255
1105,open verharding: betonstraatstenen,Nee,G0502,Capelle aan den IJssel,bestaand,0,verkeerseiland,41.055,283,,2015/11/11 16:41:48+00,41.054936,48.3596224479534
1106,open verharding: betonstraatstenen,Nee,G0502,Capelle aan den IJssel,bestaand,0,verkeerseiland,8.399,283,,2015/11/11 16:41:48+00,8.414596895,14.5554593754873
1107,open verharding: betonstraatstenen,Nee,G0502,Capelle aan den IJssel,bestaand,0,verkeerseiland,9.526,283,,2015/11/11 16:41:48+00,9.5259585,18.6491678241281
1108,open verharding: betonstraatstenen,Nee,G0502,Capelle aan den IJssel,bestaand,0,verkeerseiland,91.333,283,,2015/11/11 16:41:48+00,91.335811845,96.0860478354878
1109,gesloten verharding: asfalt,Nee,G0505,Dordrecht,bestaand,0,verkeerseiland,3.127,283,,2015/11/06 08:29:42+00,3.1265125,15.5962719043631
1110,gesloten verharding: asfalt,Nee,G0505,Dordrecht,bestaand,0,verkeerseiland,5.699,283,,2015/11/06 08:29:42+00,5.6985285,29.5620597031629
1111,open verharding,Nee,G1916,Leidschendam-Voorburg,bestaand,0,verkeerseiland,16.526,283,,2021/12/16 16:06:33+00,16.51747771,15.0592565653913
1112,open verharding,Nee,G0505,Dordrecht,bestaand,0,verkeerseiland,37.469,283,,2015/11/05 14:50:46+00,37.4688745,29.9905541408153
1113,open verharding,Nee,G1916,Leidschendam-Voorburg,bestaand,0,verkeerseiland,15.72,283,,2017/07/04 10:30:40+00,15.718582545,18.6093917421774
1114,open verharding,Nee,G1916,Leidschendam-Voorburg,bestaand,0,verkeerseiland,2.412,283,,2021/12/16 16:06:33+00,2.40946039,5.64606449576635
1115,open verharding,Nee,G0518,'s-Gravenhage,bestaand,0,verkeerseiland,83.548,283,,2016/02/13 09:27:57+00,83.548425,164.697427126526
1116,open verharding,Nee,G1916,Leidschendam-Voorburg,bestaand,0,verkeerseiland,7.747,283,,2020/01/09 12:54:10+00,7.746852,13.2033377659755
1117,groenvoorziening,Nee,G1916,Leidschendam-Voorburg,bestaand,0,verkeerseiland,23.901,283,,2017/07/04 10:30:40+00,23.90028474,26.069226338729
1118,open verharding,Nee,G1916,Leidschendam-Voorburg,bestaand,0,verkeerseiland,68.182,283,,2020/11/09 05:13:20+00,68.1824845,212.507252712366
1119,open verharding,Nee,G1916,Leidschendam-Voorburg,bestaand,0,verkeerseiland,10.099,283,,2021/12/16 16:06:33+00,10.09667463,13.635447452607
1120,open verharding,Nee,G0518,'s-Gravenhage,bestaand,0,verkeerseiland,100.956,283,,2015/10/12 08:31:36+00,100.955732,200.584370691192
1121,open verharding,Nee,G0518,'s-Gravenhage,bestaand,0,verkeerseiland,1.391,283,,2015/10/12 08:26:25+00,1.3907645,5.74278695356808
1122,open verharding,Nee,G1916,Leidschendam-Voorburg,bestaand,0,verkeerseiland,17.711,283,,2022/05/04 13:32:21+00,17.711115,37.8709756150618
1123,open verharding,Nee,G1916,Leidschendam-Voorburg,bestaand,0,verkeerseiland,36.514,283,,2022/10/12 12:18:42+00,36.513237715,54.0836904904101
1124,gesloten verharding: asfalt,Nee,G0505,Dordrecht,bestaand,0,verkeerseiland,3.866,283,,2015/11/06 08:29:42+00,3.866138,9.18199799215828
1125,open verharding,Nee,G0505,Dordrecht,bestaand,0,verkeerseiland,21.001,283,,2015/11/05 14:50:46+00,21.001048,17.1969838717787
1126,open verharding,Nee,G0505,Dordrecht,bestaand,0,verkeerseiland,12.09,283,,2015/11/05 14:50:46+00,12.0899575,18.0273891737525
1127,open verharding,Nee,G0505,Dordrecht,bestaand,0,verkeerseiland,6.685,283,,2015/11/05 14:50:46+00,6.685216,11.975906596571
1128,open verharding,Nee,G0505,Dordrecht,bestaand,0,verkeerseiland,1.874,283,,2015/11/05 14:50:46+00,1.874453,5.5513990501541
1129,gesloten verharding: asfalt,Nee,G0505,Dordrecht,bestaand,0,verkeerseiland,28.804,283,,2015/11/05 14:50:46+00,28.8037755,40.4682953640431
1130,gesloten verharding: asfalt,Nee,G0505,Dordrecht,bestaand,0,verkeerseiland,228.418,283,,2015/11/05 14:50:46+00,228.339995535,158.450057765348
1131,gesloten verharding: asfalt,Nee,G0505,Dordrecht,bestaand,0,verkeerseiland,43.758,283,,2015/11/05 14:50:46+00,43.757642,183.19636716664
1132,gesloten verharding: asfalt,Nee,G0505,Dordrecht,bestaand,0,verkeerseiland,9.046,283,,2015/11/05 14:50:46+00,9.042537655,12.7720152418102
1133,open verharding: beton element,Nee,G0505,Dordrecht,bestaand,0,verkeerseiland,1.279,283,,2015/11/05 14:50:46+00,1.2794085,8.36193099757192
1134,open verharding,Nee,G0505,Dordrecht,bestaand,0,verkeerseiland,3.874,283,,2015/11/05 14:50:46+00,3.8743335,7.94367163700706
1135,open verharding,Nee,G0505,Dordrecht,bestaand,0,verkeerseiland,2.201,283,,2015/11/05 14:50:46+00,2.201465,6.92530478923782
1136,open verharding,Nee,G0505,Dordrecht,bestaand,0,verkeerseiland,7.651,283,,2015/11/05 14:50:46+00,7.650561,10.4481326972407
1137,groenvoorziening: gras- en kruidachtigen,Nee,G0642,Zwijndrecht,bestaand,0,verkeerseiland,285.637,283,,2018/11/22 10:15:21+00,285.62464327,174.042827322203
1138,open verharding: betonstraatstenen,,G0748,Bergen op Zoom,bestaand,0,verkeerseiland,8.174,283,,2018/10/16 16:39:05+00,8.1743025,22.2975824700957
1139,gesloten verharding: cementbeton,Nee,G0642,Zwijndrecht,bestaand,0,verkeerseiland,6.507,283,,2018/11/22 10:15:21+00,6.504780075,10.7539757690481
1140,open verharding: tegels,Nee,G0642,Zwijndrecht,bestaand,0,verkeerseiland,1.794,283,,2018/11/22 10:15:21+00,1.7928677,5.16612954924923
1141,gesloten verharding: cementbeton,Nee,P0025,Gelderland,bestaand,0,verkeerseiland,172.682,283,,2018/11/20 13:05:17+00,172.739241885,68.8505202399314
1142,gesloten verharding: cementbeton,Nee,P0025,Gelderland,bestaand,0,verkeerseiland,40.871,283,,2018/11/12 14:53:24+00,40.86882342,44.8498428415436
1143,open verharding: tegels,Nee,G0014,Groningen,bestaand,0,verkeerseiland,108.616,283,,2020/06/12 13:37:38+00,108.6162785,101.134869000988
1144,open verharding: betonstraatstenen,Nee,G1507,Horst aan de Maas,bestaand,0,verkeerseiland,2.613,283,,2019/02/06 11:29:09+00,2.61221552,6.88079216525204
1145,open verharding: gebakken klinkers,Nee,G0344,Utrecht,bestaand,0,verkeerseiland,4.279,283,,2018/06/20 08:41:26+00,4.278681,8.21348728132465
1146,open verharding: tegels,Nee,G0626,Voorschoten,bestaand,0,verkeerseiland,7.188,283,,2018/11/30 10:27:56+00,7.1881315,10.9643430237834
1147,open verharding: tegels,Nee,G0626,Voorschoten,bestaand,0,verkeerseiland,7.711,283,,2018/11/30 10:27:56+00,7.711,11.1591181966692
1148,open verharding: tegels,Nee,G0626,Voorschoten,bestaand,0,verkeerseiland,9.715,283,,2018/11/30 10:27:56+00,9.71522,12.0835567418556
1149,open verharding,Nee,G1916,Leidschendam-Voorburg,bestaand,0,verkeerseiland,6.195,283,,2021/12/16 16:06:33+00,6.1951355,10.4541538705816
1150,gesloten verharding: cementbeton,Nee,P0025,Gelderland,bestaand,0,verkeerseiland,3.011,283,,2021/09/18 10:35:42+00,3.010796,7.45705473990687
1151,gesloten verharding: cementbeton,Nee,P0025,Gelderland,bestaand,0,verkeerseiland,12.67,283,,2021/09/18 10:35:42+00,12.66857254,16.125895059617
1152,gesloten verharding: cementbeton,Nee,P0025,Gelderland,bestaand,0,verkeerseiland,10.761,283,,2014/10/21 11:18:19+00,10.73260549,24.9575605244414
1153,open verharding: betonstraatstenen,Nee,P0025,Gelderland,bestaand,0,verkeerseiland,9.048,283,,2018/03/08 16:40:51+00,9.04815219,14.1268527317077
1154,gesloten verharding: cementbeton,Nee,P0025,Gelderland,bestaand,0,verkeerseiland,26.634,283,,2014/10/06 15:25:09+00,26.622105625,30.1211398844686
1155,gesloten verharding: cementbeton,Nee,P0025,Gelderland,bestaand,0,verkeerseiland,20.078,283,,2014/10/17 15:02:02+00,20.06706904,25.0883481470969
1156,gesloten verharding: cementbeton,Nee,P0025,Gelderland,bestaand,0,verkeerseiland,63.315,283,,2014/10/21 11:18:19+00,63.31346408,64.9619196471696
1157,gesloten verharding: cementbeton,Nee,G1883,Sittard-Geleen,bestaand,0,verkeerseiland,4.301,283,,2018/06/14 07:00:34+00,4.300268425,10.9772843831412
1158,gesloten verharding: cementbeton,Nee,G1883,Sittard-Geleen,bestaand,0,verkeerseiland,2.052,283,,2018/06/14 07:00:34+00,2.051586,5.57602991170505
1159,gesloten verharding: cementbeton,Nee,P0025,Gelderland,bestaand,0,verkeerseiland,74.261,283,,2014/10/17 15:02:02+00,74.18874503,33.669737324492
1160,open verharding: betonstraatstenen,Nee,G0301,Zutphen,bestaand,0,verkeerseiland,47.199,283,,2022/12/16 15:13:08+00,47.1979206,61.3235528847716
1161,open verharding: betonstraatstenen,Nee,G0301,Zutphen,bestaand,0,verkeerseiland,4.919,283,,2022/12/16 15:13:08+00,4.91793989,13.5458272803028
1162,open verharding,Nee,G0160,Hardenberg,bestaand,0,verkeerseiland,26.504,283,,2016/06/08 12:23:32+00,26.500654185,22.8861895177943
1163,gesloten verharding: cementbeton,Nee,P0025,Gelderland,bestaand,0,verkeerseiland,26.588,283,,2021/09/07 07:32:58+00,26.58635936,23.1418765132217
1164,open verharding: betonstraatstenen,Nee,P0025,Gelderland,bestaand,0,verkeerseiland,6.97,283,,2014/10/06 15:25:09+00,6.969281115,10.4930781267539
1165,open verharding,Nee,G0772,Eindhoven,bestaand,0,verkeerseiland,2.887,283,,2021/10/19 13:58:07+00,2.884627525,6.49852433711996
1166,open verharding,Nee,G0772,Eindhoven,bestaand,0,verkeerseiland,207.597,283,,2021/10/19 13:58:07+00,207.59885513,255.795955652073
1167,open verharding,Nee,G0772,Eindhoven,bestaand,0,verkeerseiland,131.608,283,,2021/10/19 13:58:07+00,131.5873286,298.629848653495
