BAG-nr openbare ruimte,Straatcode,Openbare ruimtenaam BAG,Woonplaats,Type
0344300000000080,8870,Leo XIII-straat,Utrecht,Weg
0344300000002380,6933,Léon Jesselhof,Utrecht,Weg
0344300000002695,1491,Leonard Bernsteinkade,Utrecht,Weg
0344300000002832,8880,Lepelaarstraat,Utrecht,Weg
0344300000000081,8890,Lepelenburg,Utrecht,Weg
0344300000003570,8895,Leptonenweg,Utrecht,Weg
0344300000002833,8910,Lessinglaan,Utrecht,Weg
0344300000002657,17258,Lester Youngpad,Utrecht,Weg
0344300000001359,8920,Leuvenlaan,Utrecht,Weg
0344300000002660,8925,Leuvenplein,Utrecht,Weg
0344300000002004,8923,Leuvenumseboslaan,De Meern,Weg
0344300000001767,19070,Leuvenviaduct,Utrecht,Kunstwerk
0344300000000082,8930,Lichtegaard,Utrecht,Weg
0344300000000083,8940,Lichtenberchdreef,Utrecht,Weg
0344300000002094,17767,Lichtenberglaan,De Meern,Weg
0344300000002834,8963,Liemers,Utrecht,Weg
0344300000003051,18621,Liesboschbrug,Utrecht,Kunstwerk
0344300000000084,8970,Liesbosweg,Utrecht,Weg
0344300000002640,8972,Liesgrassingel,Vleuten,Weg
0344300000003649,8975,Liesveldse Wetering,Utrecht,Water
0344300000002835,8980,Lieven de Keylaan,Utrecht,Weg
0344300000003719,8985,Lieven de Keypad,Utrecht,Weg
0344300000001534,9370,Lijnmarkt,Utrecht,Weg
0344300000000085,9380,Lijnpadstraat,Utrecht,Weg
0344300000000086,9400,Lijsterstraat,Utrecht,Weg
0344300000000087,9025,Limalaan,Utrecht,Weg
0344300000003697,9026,Limapad,Utrecht,Weg
0344300000002260,17941,Lindehoeve,Vleuten,Weg
0344300000003705,9031,Lindenboslaan,Vleuten,Weg
0344300000003386,9030,Lindestraat,Utrecht,Weg
0344300000001360,9050,Lingestraat,Utrecht,Weg
0344300000002836,9060,Linnaeuslaan,Utrecht,Weg
0344300000001535,9070,Linnaeusstraat,Utrecht,Weg
0344300000003619,18554,Linschotenbrug,Utrecht,Kunstwerk
0344300000000088,9080,Linschotensingel,Utrecht,Weg
0344300000002698,1154,Lionel Barthof,Utrecht,Weg
0344300000003823,9099,Lippizanerstraat,Utrecht,Weg
0344300000000089,9100,Lipsosdreef,Utrecht,Weg
0344300000001773,9105,Lisdoddelaan,Vleuten,Weg
0344300000001909,9108,Lissabonpromenade,Utrecht,Weg
0344300000000875,9110,Lissensteyndreef,Utrecht,Weg
0344300000003817,9119,Livarstraat,Utrecht,Weg
0344300000001536,9120,Livingstonelaan,Utrecht,Weg
0344300000000876,9130,Liviuslaan,Utrecht,Weg
0344300000001907,9132,Ljubljanapromenade,Utrecht,Weg
0344300000003484,9295,Lloyd Webberhof,Utrecht,Weg
0344300000001667,2429,Lo Bruntpad,Utrecht,Weg
0344300000002315,17768,Lochemseberg,De Meern,Weg
0344300000002665,9135,Locomotiefstraat,Utrecht,Weg
0344300000000877,9150,Loderlaan,Utrecht,Weg
0344300000001712,9160,Lodewijk Napoleonplantsoen,Utrecht,Weg
0344300000002892,9170,Loeff Berchmakerstraat,Utrecht,Weg
0344300000002008,9171,Loenenseboslaan,De Meern,Weg
0344300000000879,9180,Loevenhoutsedijk,Utrecht,Weg
0344300000000880,9185,Lofoten,Utrecht,Weg
0344300000000881,9190,Loggerstraat,Utrecht,Weg
0344300000000882,9200,Lohengrindreef,Utrecht,Weg
0344300000001307,9210,Lomanlaan,Utrecht,Weg
0344300000000883,9213,Lombardije,Utrecht,Weg
0344300000000884,9220,Lombokstraat,Utrecht,Weg
0344300000001897,9225,Londenstraat,Utrecht,Weg
0344300000002369,19062,Loobrug,De Meern,Kunstwerk
0344300000001159,18555,Looierbrug,Utrecht,Kunstwerk
0344300000000885,9230,Looierstraat,Utrecht,Weg
0344300000000886,9240,Looplantsoen,Utrecht,Weg
0344300000000887,9260,Lorentzlaan,Utrecht,Weg
0344300000003093,17942,Loswal,Vleuten,Weg
0344300000000888,9267,Lotharingen,Utrecht,Weg
0344300000000889,9270,Lotsydreef,Utrecht,Weg
0344300000003797,1246,Lotte Beesekade,Utrecht,Weg
0344300000003814,767,Louis Armstrongboulevard,Utrecht,Weg
0344300000002652,766,Louis Armstronglaan,Utrecht,Weg
0344300000001663,2135,Louis Bouwmeesterlaan,Utrecht,Weg
0344300000000890,3050,Louis Couperusstraat,Utrecht,Weg
0344300000000891,3305,Louis Davidslaan,Utrecht,Weg
0344300000002331,17943,Louis Pasteurlaan,Vleuten,Weg
0344300000001537,13532,Louis Saalbornlaan,Utrecht,Weg
0344300000000892,2950,Louise de Colignystraat,Utrecht,Weg
0344300000002926,7393,Louise Kerlinghof,Utrecht,Weg
0344300000000893,9300,Lucasbolwerk,Utrecht,Weg
0344300000001160,18556,Lucasbrug,Utrecht,Kunstwerk
0344300000000894,1800,Luit Blomstraat,Utrecht,Weg
0344300000003815,9321,Lumbresplein,Utrecht,Weg
0344300000000895,9320,Lumbresstraat,Utrecht,Weg
0344300000001538,9324,Lumeyhof,Utrecht,Weg
0344300000000896,9325,Lumeystraat,Utrecht,Weg
0344300000001642,9327,Lundlaan,Utrecht,Weg
0344300000003313,9330,Lunenburchdreef,Utrecht,Weg
0344300000001539,9335,Lunettenbaan,Utrecht,Weg
0344300000001161,18557,Lunettenbrug,Utrecht,Kunstwerk
0344300000003858,25019,Lusitanopad,Utrecht,Weg
0344300000001885,17769,Luwte,De Meern,Weg
0344300000001902,9337,Luxemburgpromenade,Utrecht,Weg
0344300000003537,9336,Luzernevlinder,Utrecht,Weg
0344300000003487,9340,Luzernevlinderplateau,Utrecht,Weg
0344300000001700,7590,M. de Klerkstraat,Utrecht,Weg
0344300000000898,9900,M. van Meelstraat,Utrecht,Weg
0344300000000897,13440,M.A. de Ruyterstraat,Utrecht,Weg
0344300000003698,9407,Maansteenweg,Utrecht,Weg
0344300000001823,9410,Maanzaadstraat,Utrecht,Weg
0344300000001162,18558,Maarsbergerbrug,Utrecht,Kunstwerk
0344300000003837,6,Maarschalkerweerdpad,Utrecht,Weg
0344300000003859,25020,Maarschalkerweerdtunnel,Utrecht,Kunstwerk
0344300000002339,17105,Maarssenbroeksedijk,Utrecht,Weg
0344300000003808,9403,Maarssenseweg,Utrecht,Weg
0344300000003457,13871,Maarten Schrijverlaan,Utrecht,Weg
0344300000003435,18716,Maartendijksche Vaart,Utrecht,Water
0344300000003424,18559,Maartensbrug,Utrecht,Kunstwerk
0344300000002618,9405,Maartvlinder,Utrecht,Weg
0344300000003520,19521,Maaskantplantsoen,Utrecht,Weg
0344300000001540,9430,Maasplein,Utrecht,Weg
0344300000000900,9440,Maasstraat,Utrecht,Weg
0344300000002959,17770,Maatpolder,De Meern,Weg
