FID,length,filenaam,br_links,br_rechts,vliegdatum,se_anno_cad_data,gdb_geomattr_data,shape
vlieglijnen_kust_2006_2.12,15005.354,s10_2,445.79998779,-435.3999939,10-12-2006,,,"LINESTRING (193841.625 608509.375, 178837.4840000011 608318.625)"
vlieglijnen_kust_2006_2.13,22793.662,s11,364.79998779,-463.79998779,10-12-2006,,,"LINESTRING (193838.7030000016 608883.938000001, 171045.0469999984 608868.313000001)"
vlieglijnen_kust_2006_2.14,21637.969,s12,141.19999695,-172,01-12-2006,,,"LINESTRING (193286.4840000011 609199.875, 171648.5159999989 609195.188000001)"
vlieglijnen_kust_2006_2.15,1753.822,s01,434,-317.79998779,10-12-2006,,,"LINESTRING (206022.188000001 607494.563000001, 204273.4059999995 607361.688000001)"
vlieglijnen_kust_2006_2.16,2012.586,s02,422.1000061,-431.6000061,10-12-2006,,,"LINESTRING (206006.2340000011 607862.063000001, 203993.875 607831.875)"
vlieglijnen_kust_2006_2.17,2450.532,s03,418.1000061,-431.70001221,10-12-2006,,,"LINESTRING (206011.8590000011 608378.438000001, 203562.4219999984 608305.188000001)"
vlieglijnen_kust_2006_2.18,3841.199,s04,400,-396.20001221,10-12-2006,,,"LINESTRING (207027.7190000005 609000.313000001, 203196.6559999995 608721.438000001)"
vlieglijnen_kust_2006_2.19,3925.793,s05,410.8999939,-406.70001221,10-12-2006,,,"LINESTRING (207026.1559999995 609534.375, 203115.125 609194.25)"
vlieglijnen_kust_2006_2.20,3910.122,s06,433.1000061,-390.20001221,10-12-2006,,,"LINESTRING (203138.063000001 609660.438000001, 207029.5469999984 610041.75)"
vlieglijnen_kust_2006_2.21,3661.009,s07,395.29998779,-370.8999939,10-12-2006,,,"LINESTRING (203385.8280000016 610213.125, 207032.8909999989 610532.375)"
vlieglijnen_kust_2006_2.22,18630.586,s08,401.79998779,-468.1000061,10-12-2006,,,"LINESTRING (221998.9840000011 612284.75, 203433.5159999989 610728.438000001)"
vlieglijnen_kust_2006_2.23,19697.215,s09,648.70001221,-402.20001221,10-12-2006,,,"LINESTRING (223013.9530000016 612928.875, 203391.313000001 611216.5)"
vlieglijnen_kust_2006_2.24,19667.871,s10,423.29998779,-403,10-12-2006,,,"LINESTRING (223026.3440000005 613458.375, 203438.75 611683.188000001)"
vlieglijnen_kust_2006_2.25,19166.43,s11,674.29998779,-401,10-12-2006,,,"LINESTRING (222999.938000001 613950, 203906.4059999995 612279.938000001)"
vlieglijnen_kust_2006_2.26,18655.533,s12,429.79998779,-416.29998779,10-12-2006,,,"LINESTRING (223029.0940000005 614443.5, 204449.688000001 612759.875)"
vlieglijnen_kust_2006_2.27,18104.064,s13,699.90002441,-413.70001221,10-12-2006,,,"LINESTRING (223003.2659999989 614965.875, 205006.0469999984 613001.875)"
vlieglijnen_kust_2006_2.28,4634.323,s14,170,-183.5,10-12-2006,,,"LINESTRING (221568.8280000016 615125.5, 216972.8440000005 614530.625)"
vlieglijnen_kust_2006_2.29,4371.129,s15,402.5,-388,10-12-2006,,,"LINESTRING (206963.0309999995 608967.25, 206506.1559999995 613314.438000001)"
vlieglijnen_kust_2006_2.30,3651.028,s16,380.5,-385.3999939,10-12-2006,,,"LINESTRING (218197.5780000016 610968.188000001, 217712.2340000011 614586.813000001)"
vlieglijnen_kust_2006_2.31,724.04,s17,113.5,-91.30000305,01-12-2006,,,"LINESTRING (205375.7340000011 607117.313000001, 204654.375 607055.063000001)"
vlieglijnen_kust_2006_2.32,1965.081,ter01,120.40000153,-162.1000061,10-12-2006,,,"LINESTRING (143471.25 595361.75, 141529.4840000011 595663.563000001)"
vlieglijnen_kust_2006_2.33,3910.252,ter02,323.6000061,-265.6000061,10-12-2006,,,"LINESTRING (143974.625 596612.625, 140247.7969999984 595429.063000001)"
vlieglijnen_kust_2006_2.34,4361.426,ter03,388.1000061,-371.5,10-12-2006,,,"LINESTRING (143943.2969999984 596934.375, 139737.8590000011 595778.375)"
vlieglijnen_kust_2006_2.35,5406.841,ter04,392.3999939,-348.3999939,10-12-2006,,,"LINESTRING (144460.7030000016 597640.25, 139266.4219999984 596139.125)"
vlieglijnen_kust_2006_2.36,6195.343,ter05,357.20001221,-371.3999939,10-12-2006,,,"LINESTRING (145085.9059999995 598314.5, 139138.0469999984 596580.938000001)"
vlieglijnen_kust_2006_2.37,5392.985,ter06,387.5,-368.6000061,10-12-2006,,,"LINESTRING (139148.5940000005 597069.563000001, 144309.9840000011 598633)"
vlieglijnen_kust_2006_2.38,2635.114,ter07,371.6000061,-471.1000061,10-12-2006,,,"LINESTRING (166474.8440000005 605462.375, 163951.875 604701.813000001)"
vlieglijnen_kust_2006_2.39,3961.717,ter08,403.20001221,-382.5,10-12-2006,,,"LINESTRING (166330.1559999995 605897.313000001, 162499.875 604885.313000001)"
vlieglijnen_kust_2006_2.40,26753.258,ter09,370.6000061,-367.20001221,10-12-2006,,,"LINESTRING (165955.875 606338.438000001, 140240.5309999995 598958.875)"
vlieglijnen_kust_2006_2.41,25452.795,ter10,385.8999939,-388.3999939,10-12-2006,,,"LINESTRING (140946.5159999989 599670.188000001, 165409.0940000005 606700.625)"
vlieglijnen_kust_2006_2.42,24121.67,ter11,406.8999939,-364.29998779,10-12-2006,,,"LINESTRING (141435.188000001 600320.063000001, 164638.2030000016 606913.625)"
vlieglijnen_kust_2006_2.43,21979.23,ter12,215.3999939,-173.69999695,10-12-2006,,,"LINESTRING (142165.2340000011 600825.563000001, 163314.1719999984 606809.625)"
vlieglijnen_kust_2006_2.44,3934.808,ter13,381.6000061,-366.6000061,10-12-2006,,,"LINESTRING (144267.4059999995 597467, 143166.5940000005 601244.688000001)"
vlieglijnen_kust_2006_2.45,2540.356,ter14,365.1000061,-377.29998779,10-12-2006,,,"LINESTRING (164947.0159999989 604424.438000001, 164117.7340000011 606825.625)"
vlieglijnen_kust_2006_2.46,5938.858,ter17,383.1000061,-379.3999939,10-12-2006,,,"LINESTRING (145083.0940000005 599371.375, 139394.4690000005 597665.625)"
vlieglijnen_kust_2006_2.47,4609.512,ter18,396.20001221,-384.70001221,01-12-2006,,,"LINESTRING (139869.8280000016 598296.5, 144271.2969999984 599665.688000001)"
vlieglijnen_kust_2006_2.48,18875.812,vl01,423.20001221,-608.70001221,10-12-2006,,,"LINESTRING (135848.2969999984 589570.25, 119805.3590000011 579624.375)"
vlieglijnen_kust_2006_2.49,19948.057,vl02,424.20001221,-338.6000061,10-12-2006,,,"LINESTRING (136020.3280000016 590708.75, 119342.1799999997 579765.063000001)"
vlieglijnen_kust_2006_2.50,19964.037,vl03,383.79998779,-371.70001221,10-12-2006,,,"LINESTRING (135809.5159999989 591030.125, 119069.67199999839 580151.688000001)"
vlieglijnen_kust_2006_2.51,19745.307,vl04,388.1000061,-390.5,10-12-2006,,,"LINESTRING (118826.64799999818 580601, 135382.0309999995 591361.875)"
vlieglijnen_kust_2006_2.52,19104.641,vl05,364.5,-385.6000061,10-12-2006,,,"LINESTRING (118653.6559999995 581062.938000001, 134657.0469999984 591497.438000001)"
vlieglijnen_kust_2006_2.53,18338.012,vl06,458,-423.79998779,10-12-2006,,,"LINESTRING (118661.88300000131 581418.5, 133878.3280000016 591652.875)"
vlieglijnen_kust_2006_2.54,9471.351,vl07,214.80000305,-292,10-12-2006,,,"LINESTRING (132999.3909999989 591383.063000001, 125056.92199999839 586223.25)"
vlieglijnen_kust_2006_2.55,2311.299,vl08,368,-393.6000061,10-12-2006,,,"LINESTRING (120299.0940000005 579932.375, 119038.2809999995 581869.5)"
vlieglijnen_kust_2006_2.56,2096.741,vl09,447.1000061,-393.20001221,01-12-2006,,,"LINESTRING (135001.9059999995 589923.563000001, 133569.5 591454.75)"
