OBJECTID,PUIC,POSITIONELE_NAUWKEURIGHEID_MM,LEVENSCYCLUS_STATUS,RELATIEVEHOOGTELIGGING,TIJDSTIP_REGISTRATIE,AZIMUT,REF_OVERWEG_PUIC,REF_OVERWEG_NAAM,TYPE_ANDREASKRUIS,KMLINT,KMLINT_OMSCHRIJVING,GEOCODE,SUBCODE,GEOCODE_NR,GEOSUBCODE,GEOCODE_NAAM,KM_GEOCODE,KM_GEOCODE_T,OFFSET,OFFSET_T,BEHEERDER,ONDERHOUDSREGIO_NAAM,ONDERHOUDSREGIO_AFKORTING,TECHNIEKVELD,PGO_GEBIED_NAAM,PGO_GEBIED_NR,OPC_GEBIED_NAAM,OPC_GEBIED_NR,X,Y,LATITUDE,LONGITUDE,BEDIENGEBIED_NAAM,BEDIENGEBIED_AFKORTING,BEDIENGEBIED_SOORT
944,7112b7dd-f007-422d-b7ef-72cd7c71b515,60,Bestaand,,,,59e7b157-e8a9-429b-8385-6a8982e68a9f,6.3,Meervoudig spoor,Mp-Gn,Meppel - Groningen ,012,,12,012__,Meppel - Assen,6.384762,"6,384762",-5.357717,"-5,357717",ProRail,Noord-Oost,NO,BAAN,Drenthe,440,Drenthe,35,215523,524378.337,52.70343672,6.2826408,Meppel - Koekange,MP-KG,Vrije baan
945,155b1760-aebb-476d-90b3-c894a5218313,60,Bestaand,,,,502c81fd-40c9-468f-95cc-e06b1266881e,44.4,Enkel spoor,Ah-Vl,Arnhem - Venlo ,052,,52,052__,Beugen - Blerick,44.395978,"44,395978",-3.695696,"-3,695696",ProRail,Zuid,Z,BAAN,De Peel,300,Venlo,27,194900.353,403937.765,51.62288448,5.96339191,Vierlingsbeek - Boxmeer,VLB-BMR,Vrije baan
946,cc0d50ff-47d2-4d5d-8706-2970a5be8b07,60,Bestaand,,,,5150d5cc-ba8d-46b9-90b2-29daf16ef6d0,9.8,Meervoudig spoor,Aml-Hgl,Almelo - Hengelo ,025,,25,025__,Almelo - Hengelo,9.804438,"9,804438",5.847895,"5,847895",ProRail,Noord-Oost,NO,BAAN,Twente,410,Twente,32,247706.605,480055.532,52.30064954,6.74637588,Almelo - Hengelo,AML-HGL,Vrije baan
947,b3ee40a3-f1b2-4151-a2dd-b0c6fc2fa0e1,60,Bestaand,,,,5150d5cc-ba8d-46b9-90b2-29daf16ef6d0,9.8,Meervoudig spoor,Aml-Hgl,Almelo - Hengelo ,025,,25,025__,Almelo - Hengelo,9.811891,"9,811891",-5.864475,"-5,864475",ProRail,Noord-Oost,NO,BAAN,Twente,410,Twente,32,247720.545,480055.584,52.30064766,6.74658022,Almelo - Hengelo,AML-HGL,Vrije baan
948,2872df46-1296-47f4-a805-9f8e1695823f,60,Bestaand,0,,,3732f328-04a9-4d5e-ac47-91cff822ade5,4.0,Enkel spoor,Std-Bon,Sittard - Born ,433,,433,433__,Sittard - Born,3.994161,"3,994161",3.048943,"3,048943",ProRail,Zuid,Z,BAAN,Limburg,340,Roermond,25,185111.738,337631.009,51.02749745,5.81640574,Sittard,STD,PPLG
949,5868a791-aa5b-4475-b73f-49c2b40f6aea,60,Bestaand,0,,,4246645a-50f9-4586-8f0a-c2c955a1d5e0,5.8,Meervoudig spoor,Dv-Aml,Deventer - Almelo ,024,,24,024__,Deventer - Wierden,5.796777,"5,796777",-6.34854,"-6,348540",ProRail,Noord-Oost,NO,BAAN,Veluwe,430,IJsselstreek,31,213469.321,474039.715,52.2512912,6.24345015,Deventer - Rijssen,DV-RSN,Vrije baan
950,f7ab31b3-8b2b-4cca-a057-8c29e7bddf89,60,Bestaand,,,,802b0ee8-f859-48c7-9eeb-675e403a2394,22.2,Meervoudig spoor,Asd-Zp,Amsterdam Centraal - Zutphen ,087,,87,087__,Weesp Aansl. - Hilversum,22.296734,"22,296734",-11.421901,"-11,421901",ProRail,Randstad Noord,RN,BAAN,Eemland,200,Amersfoort,12,139356.184,476796.674,52.2789528,5.1579709,Naarden = Bussum,NDB,PPLG
951,1110bbb6-5d52-419e-b592-e3cd895b9d8b,60,Bestaand,,,,802b0ee8-f859-48c7-9eeb-675e403a2394,22.2,Meervoudig spoor,Asd-Zp,Amsterdam Centraal - Zutphen ,087,,87,087__,Weesp Aansl. - Hilversum,22.280409,"22,280409",-0.983978,"-0,983978",ProRail,Randstad Noord,RN,BAAN,Eemland,200,Amersfoort,12,139342.055,476810.235,52.27907428,5.15776324,Naarden = Bussum,NDB,PPLG
952,8472576c-29e7-4085-ad90-70266aca0a1e,60,Bestaand,,,,e92097c4-c5a1-4697-b5f0-0a90a3b17746,4.8,Meervoudig spoor,Std-Hz,Sittard - Herzogenrath (D) ,064,,64,064__,Sittard - Heerlen,4.893378,"4,893378",-6.568246,"-6,568246",ProRail,Zuid,Z,BAAN,Limburg,340,Maastricht,26,186741.123,330214.224,50.96074308,5.83897715,Heerlen - Sittard,HRL-STD,Vrije baan
953,dc5e09cc-3383-4c81-8a69-a218d7965c38,60,Bestaand,,,,e92097c4-c5a1-4697-b5f0-0a90a3b17746,4.8,Meervoudig spoor,Std-Hz,Sittard - Herzogenrath (D) ,064,,64,064__,Sittard - Heerlen,4.896967,"4,896967",5.918801,"5,918801",ProRail,Zuid,Z,BAAN,Limburg,340,Maastricht,26,186728.13,330214.439,50.96074574,5.83879224,Heerlen - Sittard,HRL-STD,Vrije baan
954,9f041422-a2c8-4b7f-b504-5b992688144c,,Onbekend,0,,,0621b8c1-edbe-4b21-82db-197648f2676b,8.2,Enkel spoor,Btl-Veg,Boxtel - Veghel ,213,,213,213__,Boxtel - Uden,8.204684,"8,204684",-5.421668,"-5,421668",Derden - Overig - Gemeente,Zuid,Z,BAAN,n.v.t.,,n.v.t.,,157252.632,401166.621,51.5993915,5.4197131,,,
955,3fa626f2-defb-4098-a71b-051d25553121,60,Bestaand,,,,34070a11-4621-4f75-a508-37088b0268ac,119.8,Enkel spoor,Sloe-Vck,Sloehaven Emplacement - Van Citterskanaal ,817,a,817,817_a,Vlissingen Sloehaven,119.766488,"119,766488",4.070735,"4,070735",ProRail,Zuid,Z,BAAN,Zeeland,310,Goes,18,37288.387,385214.075,51.44372004,3.69395309,Sloehaven Emplacement,SLOE_523-524,NCBG
956,8ab7ad6a-5dee-4b0e-b0c2-308727eb359a,60,Bestaand,,,,34070a11-4621-4f75-a508-37088b0268ac,119.8,Enkel spoor,Sloe-Vck,Sloehaven Emplacement - Van Citterskanaal ,817,a,817,817_a,Vlissingen Sloehaven,119.754536,"119,754536",4.19559,"4,195590",ProRail,Zuid,Z,BAAN,Zeeland,310,Goes,18,37297.772,385206.524,51.44365415,3.69409055,Sloehaven Emplacement,SLOE_523-524,NCBG
957,43989a21-28a5-4e5c-98e2-7c8f4f170764,,Onbekend,0,,,99b5d5e0-98f2-47cc-8c39-7455c9167681,305.0,Enkel spoor,Bot-Qbst,"Rotterdam, Botlek - Quebeckstraat ",470,g,470,470_g,Botlek,305.069639,"305,069639",-7.454686,"-7,454686",ProRail,Randstad Zuid,RZ,BAAN,Zee-Zevenaar,130,Europoort,4,78405.49,435039.52,51.89859138,4.27432141,"Rotterdam, Botlek",BOT,NCBG
958,1f9c4d97-9db6-4377-a0e8-d0267f9733df,60,Bestaand,,,,b66ea7c2-3f53-4316-89ca-511e124dfdb9,79.6,Meervoudig spoor,Zl-Lw,Zwolle - Leeuwarden ,013,,13,013__,Herfte Aansl. - Meppel,79.633887,"79,633887",5.634054,"5,634054",ProRail,Noord-Oost,NO,BAAN,Drenthe,440,Overijssel,34,208019.958,503872.376,52.51994519,6.1683674,Zwolle - Dedemsvaart,ZL-DDV,Vrije baan
959,aa9ee9e3-3cad-4865-825d-ab327c337e70,60,Bestaand,0,,,c626b4ed-7844-4115-aa65-4f6c34fd6c96,102.0,Meervoudig spoor,Whz-Rol,"Rotterdam, Emplacement Waalhaven Zuid - Rondolaan ",468,a,468,468_a,Rotterdam Eemhaven,102.005978,"102,005978",-6.333015,"-6,333015",ProRail,Randstad Zuid,RZ,BAAN,Zee-Zevenaar,130,Europoort,4,88831.92,433660.419,51.88753447,4.42605534,"Rotterdam, Emplacement Waalhaven Zuid",WHZ,NCBG
960,f6fa2565-b082-4f69-8d46-ef6f512e23cd,60,Bestaand,0,,,f31aa174-ce65-43ad-bfb4-9ee84eaba805,104.6,Enkel spoor,Hmta-Hrp,Hemtunnel Aansl. - Amsterdam Houtrakpolder ,490,c,490,490_c,Amsterdam Houtrakpolder (gebied),104.7,"104,700000",-5.104923,"-5,104923",ProRail,Randstad Noord,RN,BAAN,Amsterdam,220,Amsterdam,9,115128.101,490610.35,52.40187824,4.80132639,Amsterdam Houtrakpolder,HRP,NCBG
961,5bf25cf9-e70f-428d-b7b1-62cd8a758e2e,60,Bestaand,0,,,0787c43b-577c-4890-97dd-e3f96e2e5b62,0.7,Enkel spoor,Skn-Mkv,Stadskanaal Hoofdstation - Musselkanaal-Valthermond ,463,,463,463__,Stadskanaal Hoofdstation - Musselkanaal=Valthermond,0.721326,"0,721326",-6.945207,"-6,945207",Derden - Overig - STAR,Noord-Oost,NO,BAAN,n.v.t.,,n.v.t.,,259375.785,557147.15,52.99117775,6.94169514,,,
962,05578fae-1096-4448-8126-027f104d7d69,,Onbekend,0,,,15d9f17b-6340-446f-aec9-2a59a45d7e97,39.5,Enkel spoor,Bot-Mvt,"Rotterdam, Botlek - Rotterdam, Emplacement Maasvlakte",950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,39.510636,"39,510636",82.76857,"82,768570",ProRail,Randstad Zuid,RZ,BAAN,Zee-Zevenaar,130,Europoort,4,62626.459,438690.678,51.9290065,4.04413388,"Rotterdam, Emplacement Maasvlakte",MVT_707,NCBG
963,3f2832d5-fc9f-47ef-86d3-05d63bf33ae1,120,Bestaand,,,,15d9f17b-6340-446f-aec9-2a59a45d7e97,39.5,Enkel spoor,Bot-Mvt,"Rotterdam, Botlek - Rotterdam, Emplacement Maasvlakte",950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,39.532346,"39,532346",72.057104,"72,057104",ProRail,Randstad Zuid,RZ,BAAN,Zee-Zevenaar,130,Europoort,4,62608.737,438674.214,51.92885561,4.0438807,"Rotterdam, Emplacement Maasvlakte",MVT_707,NCBG
964,f66f5291-a6f8-4cee-b435-dd348e8275a9,120,Bestaand,,,,15d9f17b-6340-446f-aec9-2a59a45d7e97,39.5,Enkel spoor,Bot-Mvt,"Rotterdam, Botlek - Rotterdam, Emplacement Maasvlakte",950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,39.541249,"39,541249",76.670926,"76,670926",ProRail,Randstad Zuid,RZ,BAAN,Zee-Zevenaar,130,Europoort,4,62598.895,438676.093,51.92887086,4.04373713,"Rotterdam, Emplacement Maasvlakte",MVT_707,NCBG
965,3fad3429-dc2f-43c8-90fe-53093c8dcbe6,120,Bestaand,,,,15d9f17b-6340-446f-aec9-2a59a45d7e97,39.5,Enkel spoor,Bot-Mvt,"Rotterdam, Botlek - Rotterdam, Emplacement Maasvlakte",950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,39.540971,"39,540971",89.725402,"89,725402",ProRail,Randstad Zuid,RZ,BAAN,Zee-Zevenaar,130,Europoort,4,62595.429,438688.682,51.92898341,4.04368337,"Rotterdam, Emplacement Maasvlakte",MVT_707,NCBG
966,53670b83-ee48-413c-a425-062e7303b0df,60,Bestaand,,,,885ca947-9a13-4ab2-a970-96673d12e723,5.0,Meervoudig spoor,Zlw-Np,Lage Zwaluwe - Nispen ,120,a,120,120_a,Lage Zwaluwe - Roosendaal,5.077661,"5,077661",5.880055,"5,880055",ProRail,Zuid,Z,BAAN,Zeeland,310,Roosendaal,19,102976.839,407725.56,51.6559384,4.63539545,Zevenbergen - Lage Zwaluwe,ZVB-ZLW,Vrije baan
967,522a31b4-d9c7-4016-b11c-defb96b70d9f,60,Bestaand,,,,885ca947-9a13-4ab2-a970-96673d12e723,5.0,Meervoudig spoor,Zlw-Np,Lage Zwaluwe - Nispen ,120,a,120,120_a,Lage Zwaluwe - Roosendaal,5.071243,"5,071243",-5.057468,"-5,057468",ProRail,Zuid,Z,BAAN,Zeeland,310,Roosendaal,19,102988.032,407719.569,51.6558856,4.63555808,Zevenbergen - Lage Zwaluwe,ZVB-ZLW,Vrije baan
968,7b836485-02b7-4bfb-854c-998275256cc3,60,Bestaand,,,,a651f8d1-3ba8-4562-a2a3-8e63edf4852c,3.8,Meervoudig spoor,Ah-Zl,Arnhem - Zwolle ,034,,34,034__,Velperbroek Aansl. - Dieren,3.862251,"3,862251",6.037844,"6,037844",ProRail,Noord-Oost,NO,BAAN,Gelre,400,Achterhoek,30,195480.303,445189.442,51.99361308,5.97659663,Dieren - Velperbroek Aansl.,DR-VA,Vrije baan
969,9ce5ee2e-1691-48e9-ba2e-0e6167cb17f7,60,Bestaand,,,,a651f8d1-3ba8-4562-a2a3-8e63edf4852c,3.8,Meervoudig spoor,Ah-Zl,Arnhem - Zwolle ,034,,34,034__,Velperbroek Aansl. - Dieren,3.846693,"3,846693",-6.035962,"-6,035962",ProRail,Noord-Oost,NO,BAAN,Gelre,400,Achterhoek,30,195462.914,445198.062,51.99369182,5.97634448,Dieren - Velperbroek Aansl.,DR-VA,Vrije baan
970,bb1d7601-e5b7-4f31-8ce7-42c45a3c420a,60,Bestaand,,,,bd7d8b25-15e7-4389-9e59-dbfc90fd867d,13.1,Meervoudig spoor,Ehv-Wt,Eindhoven - Weert ,057,,57,057__,Eindhoven - Weert,13.139797,"13,139797",5.603766,"5,603766",ProRail,Zuid,Z,BAAN,De Peel,300,Eindhoven,24,168844.239,374719.059,51.36149826,5.58597427,Oud Heeze - Maarheeze,OHZE-MZ,Vrije baan
971,6acdb273-3694-4b9a-b85a-8a3f516282a6,60,Bestaand,0,,,9df4a5b8-0e33-4353-a579-f38596e43181,16.1,Enkel spoor,Zp-Ww,Zutphen - Winterswijk ,210,,210,210__,Zutphen - Winterswijk,16.141752,"16,141752",-3.549553,"-3,549553",ProRail,Noord-Oost,NO,BAAN,Gelre,400,Achterhoek,30,222867.716,456653.765,52.09396946,6.37758966,Ruurlo - Vorden,RL-VD,Vrije baan
972,1bc184f2-b1c6-40ec-a62b-62a981028036,60,Bestaand,,,,605e8d11-b340-462c-bb94-bce5c8f46ef0,24.5,Enkel spoor,Ww-Zv,Winterswijk-Zevenaar ,212,,212,212__,Winterswijk - Zevenaar,24.520946,"24,520946",-3.458784,"-3,458784",ProRail,Noord-Oost,NO,BAAN,Gelre,400,Achterhoek,30,224809.523,438021.859,51.92628334,6.40212213,Terborg - Versseveld,TBG-VSV,Vrije baan
973,97480c8b-52c6-4314-b13d-c8c168dd2fca,60,Bestaand,,,,bee7c78f-f023-4bf5-8e1e-1bfb8711e9c9,20.3,Enkel spoor,Ah-Zl,Arnhem - Zwolle ,033,,33,033__,Dieren - Zutphen,20.330438,"20,330438",7.352052,"7,352052",ProRail,Noord-Oost,NO,BAAN,Gelre,400,Achterhoek,30,207075.891,456124.276,52.09092232,6.14708248,Zutphen - Dieren,ZP-DR,Vrije baan
974,874644e2-3b93-4e70-91b1-771a88ec41f2,60,Bestaand,0,,,628eecab-9851-486f-848e-4314e5fd0350,51.8,Enkel spoor,Ah-Zl,Arnhem - Zwolle ,018,,18,018__,Deventer - Zwolle,51.892891,"51,892891",3.507008,"3,507008",ProRail,Noord-Oost,NO,BAAN,Veluwe,430,IJsselstreek,31,204774.652,482165.699,52.32517525,6.11733261,Deventer - Olst,DV-OST,Vrije baan
975,9b1da807-15b9-446c-a4b3-c248177df50b,60,Bestaand,0,,,628eecab-9851-486f-848e-4314e5fd0350,51.8,Enkel spoor,Ah-Zl,Arnhem - Zwolle ,018,,18,018__,Deventer - Zwolle,51.888869,"51,888869",-3.660043,"-3,660043",ProRail,Noord-Oost,NO,BAAN,Veluwe,430,IJsselstreek,31,204769.248,482159.484,52.32511988,6.11725243,Deventer - Olst,DV-OST,Vrije baan
976,a1003745-a49e-4de5-b875-2329fdec9a01,60,Bestaand,,,,52f0e9be-4eb0-4353-b3cf-a97680ab20e9,35.9,Meervoudig spoor,Rhn-Har,Rhenen - De Haar Aansl. ,109,,109,109__,Rhenen - De Haar Aansl.,35.918663,"35,918663",5.997585,"5,997585",ProRail,Randstad Noord,RN,BAAN,Eemland,200,Maarn,16,162143.335,450258.321,52.04060374,5.49131818,De Haar Aansl. - Veenendaal Centrum,HAR-VNDC,Vrije baan
977,15d78e92-6bd0-4612-8884-85bd030e96da,60,Bestaand,,,,4bd9bdcc-137b-4fa8-a1d2-f7db4ad33940,16.1,Meervoudig spoor,Ah-Zl,Arnhem - Zwolle ,033,,33,033__,Dieren - Zutphen,16.15938,"16,159380",-6.693046,"-6,693046",ProRail,Noord-Oost,NO,BAAN,Gelre,400,Achterhoek,30,205151.246,452465.115,52.05821348,6.11846279,Zutphen - Dieren,ZP-DR,Vrije baan
978,c88eeb7b-5c87-4468-bfac-9e8b76906b48,60,Bestaand,,,,59e8d43e-87d6-4b45-a8b2-dfe2cdc1ec49,126.8,Meervoudig spoor,Zl-Lw,Zwolle - Leeuwarden ,009,,9,009__,Meppel - Leeuwarden,126.857033,"126,857033",-4.502281,"-4,502281",ProRail,Noord-Oost,NO,BAAN,Wadden,420,Friesland,36,196751.785,543595.252,52.87789065,6.00738169,Wolvega,WV,PPLG
979,ce076e3e-5786-460b-a3b2-e5bbe4ff687c,60,Bestaand,,,,59e8d43e-87d6-4b45-a8b2-dfe2cdc1ec49,126.8,Meervoudig spoor,Zl-Lw,Zwolle - Leeuwarden ,009,,9,009__,Meppel - Leeuwarden,126.851174,"126,851174",6.756956,"6,756956",ProRail,Noord-Oost,NO,BAAN,Wadden,420,Friesland,36,196764.317,543597.386,52.87790886,6.0075681,Wolvega,WV,PPLG
980,b1ed9cb2-6e47-4289-835a-16c68d9f84e1,60,Bestaand,,,,ed465e46-40de-4c2a-9cb7-c2ba6b91872c,28.3,Meervoudig spoor,Fvs-Mt,Visé (B) - Maastricht ,520,b,520,520_b,Maastricht,28.365665,"28,365665",-6.393547,"-6,393547",ProRail,Zuid,Z,BAAN,Limburg,340,Maastricht,26,177531.696,317452.85,50.84647235,5.70710479,Maastricht,MT,PPLG
981,a45a7be3-9f84-442e-b03e-6a891b1c9467,60,Bestaand,,,,ed465e46-40de-4c2a-9cb7-c2ba6b91872c,28.3,Meervoudig spoor,Fvs-Mt,Visé (B) - Maastricht ,520,b,520,520_b,Maastricht,28.364284,"28,364284",7.05108,"7,051080",ProRail,Zuid,Z,BAAN,Limburg,340,Maastricht,26,177544.244,317457.868,50.84651696,5.70728326,Maastricht,MT,PPLG
982,75de5136-42cc-438d-a35c-8025fd88fcae,60,Bestaand,,,,ed465e46-40de-4c2a-9cb7-c2ba6b91872c,28.3,Meervoudig spoor,Fvs-Mt,Visé (B) - Maastricht ,520,b,520,520_b,Maastricht,28.348508,"28,348508",-6.500245,"-6,500245",ProRail,Zuid,Z,BAAN,Limburg,340,Maastricht,26,177539.484,317437.73,50.84633613,5.70721443,Maastricht,MT,PPLG
983,fec11ffe-0bc6-4c74-851f-3d5b6a878c85,60,Bestaand,,,,0b095771-8a7d-4527-82de-8bcc93b5bfad,14.8,Meervoudig spoor,Ah-Zl,Arnhem - Zwolle ,610,,610,610__,Dieren,14.833196,"14,833196",5.598941,"5,598941",ProRail,Noord-Oost,NO,BAAN,Gelre,400,Achterhoek,30,204402.987,451362.215,52.04836842,6.10739365,Dieren,DR,NCBG
984,fb637044-80ae-4d75-ab76-d18aa835af30,60,Bestaand,,,,0b095771-8a7d-4527-82de-8bcc93b5bfad,14.8,Meervoudig spoor,Ah-Zl,Arnhem - Zwolle ,610,,610,610__,Dieren,14.845469,"14,845469",6.079941,"6,079941",ProRail,Noord-Oost,NO,BAAN,Gelre,400,Achterhoek,30,204410.377,451372.015,52.04845584,6.10750279,Dieren,DR,NCBG
985,eb83ced3-5b2e-41ee-964b-4722c9b98b9b,60,Bestaand,,,,0b095771-8a7d-4527-82de-8bcc93b5bfad,14.8,Meervoudig spoor,Ah-Zl,Arnhem - Zwolle ,610,,610,610__,Dieren,14.847674,"14,847674",-5.830824,"-5,830824",ProRail,Noord-Oost,NO,BAAN,Gelre,400,Achterhoek,30,204401.85,451380.618,52.04853392,6.10737974,Dieren,DR,NCBG
986,421e51a7-b6cd-43d4-835f-f3e65d77968b,60,Bestaand,,,,0b095771-8a7d-4527-82de-8bcc93b5bfad,14.8,Meervoudig spoor,Ah-Zl,Arnhem - Zwolle ,610,,610,610__,Dieren,14.836066,"14,836066",-6.896108,"-6,896108",ProRail,Noord-Oost,NO,BAAN,Gelre,400,Achterhoek,30,204394.359,451371.697,52.04845441,6.10726926,Dieren,DR,NCBG
987,8e2f425d-562b-4366-b7c4-236882e389ae,60,Bestaand,0,,,0b095771-8a7d-4527-82de-8bcc93b5bfad,14.8,Enkel spoor,Ah-Zl,Arnhem - Zwolle ,610,,610,610__,Dieren,14.838145,"14,838145",-18.581737,"-18,581737",ProRail,Noord-Oost,NO,BAAN,Gelre,400,Achterhoek,30,204385.945,451380.068,52.04853039,6.10714782,Dieren,DR,NCBG
988,8b5a8a57-4288-4d8d-8d08-1ed8c750c5e8,60,Bestaand,0,,,0b095771-8a7d-4527-82de-8bcc93b5bfad,14.8,Enkel spoor,Ah-Zl,Arnhem - Zwolle ,610,,610,610__,Dieren,14.850141,"14,850141",-10.79157,"-10,791570",ProRail,Noord-Oost,NO,BAAN,Gelre,400,Achterhoek,30,204399.181,451385.472,52.04857778,6.10734154,Dieren,DR,NCBG
989,6dde3630-e34c-4081-a3a2-3192d15a3938,60,Bestaand,,,,fa68e016-e169-4801-822e-e41bbbd2b23b,21.3,Meervoudig spoor,Dv-Aml,Deventer - Almelo ,024,,24,024__,Deventer - Wierden,21.403708,"21,403708",6.232421,"6,232421",ProRail,Noord-Oost,NO,BAAN,Veluwe,430,IJsselstreek,31,228107.399,478693.152,52.291361,6.45879065,Deventer - Rijssen,DV-RSN,Vrije baan
990,1f4d4623-7a08-491b-b407-ffd38167624c,60,Bestaand,,,,fa68e016-e169-4801-822e-e41bbbd2b23b,21.3,Meervoudig spoor,Dv-Aml,Deventer - Almelo ,024,,24,024__,Deventer - Wierden,21.3998,"21,399800",-5.759281,"-5,759281",ProRail,Noord-Oost,NO,BAAN,Veluwe,430,IJsselstreek,31,228097.927,478701.475,52.29143705,6.45865363,Deventer - Rijssen,DV-RSN,Vrije baan
991,d4ac937b-7825-4438-b3a5-c70f2f61e4e2,,Onbekend,0,,,93d85549-6c07-4f78-b2e4-7b098a39ff72,6.3,Enkel spoor,Skn-Mkv,Stadskanaal Hoofdstation - Musselkanaal-Valthermond ,463,,463,463__,Stadskanaal Hoofdstation - Musselkanaal=Valthermond,6.304933,"6,304933",4.797122,"4,797122",Derden - Overig - STAR,Noord-Oost,NO,BAAN,n.v.t.,,n.v.t.,,262531.589,552568.064,52.94942155,6.98716608,,,
992,f7624a4d-e5a7-4e95-9d5f-7aef3fd6a30d,60,Bestaand,,,,7b283aa9-5be3-438d-b5f4-4fd88a454e1e,19.5,Enkel spoor,Zp-Ww,Zutphen - Winterswijk ,210,,210,210__,Zutphen - Winterswijk,19.573638,"19,573638",3.355726,"3,355726",ProRail,Noord-Oost,NO,BAAN,Gelre,400,Achterhoek,30,226224.917,455906.16,52.08682885,6.4264172,Ruurlo - Vorden,RL-VD,Vrije baan
993,547ffc7e-2a4c-4a90-a840-3ccbf33e24d9,60,Bestaand,0,,,e4e75a6a-8be2-4138-b97b-bd3b892ba3ec,32.1,Enkel spoor,Zp-Esg,Zutphen - Enschede Grens ,031,a,31,031_a,Zutphen - Hengelo,32.133279,"32,133279",3.410503,"3,410503",ProRail,Noord-Oost,NO,BAAN,Twente,410,Twente,32,238752.111,472406.227,52.23334886,6.61322751,Goor - Delden,GO-DDN,Vrije baan
994,14abcc1a-7a70-49dc-99ff-864a30747968,60,Bestaand,0,,,4c3b9865-ef18-486b-bc61-416b5b2414d9,1.6,Enkel spoor,Zlw-Hzl,Lage Zwaluwe - Hooge Zwaluwe ,228,,228,228__,Lage Zwaluwe - s Hertogenbosch,1.622071,"1,622071",-3.551588,"-3,551588",ProRail,Zuid,Z,BAAN,Zeeland,310,Roosendaal,19,105756.511,410074.317,51.67730003,4.67523049,Lage Zwaluwe,ZLW,PPLG
995,7c38f5d0-2db5-4362-80eb-ac041f52686c,60,Bestaand,0,,,4c3b9865-ef18-486b-bc61-416b5b2414d9,1.6,Enkel spoor,Zlw-Hzl,Lage Zwaluwe - Hooge Zwaluwe ,228,,228,228__,Lage Zwaluwe - s Hertogenbosch,1.62833,"1,628330",2.83566,"2,835660",ProRail,Zuid,Z,BAAN,Zeeland,310,Roosendaal,19,105757.206,410065.46,51.67722049,4.67524179,Lage Zwaluwe,ZLW,PPLG
996,b35c315b-2099-45e4-af65-c1d61dc7aca8,60,Bestaand,0,,,d7e9e1a3-7cfa-4999-8220-c7389739d9bf,102.9,Meervoudig spoor,Dz-Dzsh,Delfzijl - Delfzijl Stamlijn Havenschap ,803,h,803,803_h,Delfzijl Stamlijn Havenschap,102.910302,"102,910302",8.107064,"8,107064",ProRail,Noord-Oost,NO,BAAN,Wadden,420,Groningen,37,258951.064,593447.904,53.31735016,6.94707179,Delfzijl Stamlijn Havenschap,DZSH,NCBG
997,2a99977a-a1f5-4c16-8d64-197a1e6d9ab4,60,Bestaand,,,,37424180-861d-4ae4-9ba7-63640eae163e,57.8,Enkel spoor,Ah-Vl,Arnhem - Venlo ,052,,52,052__,Beugen - Blerick,57.810139,"57,810139",4.378519,"4,378519",ProRail,Zuid,Z,BAAN,De Peel,300,Venlo,27,199947.759,392016.511,51.51535295,6.03474487,Venray - Meerlo = Tienraij,VRY-MLO,Vrije baan
998,115b222c-419a-4303-ab7b-6828f3a61646,60,Bestaand,,,,cf776cd4-71ed-4e3d-bae8-1fc522e1546c,54.6,Meervoudig spoor,Rsd-Vs,Roosendaal - Vlissingen ,127,a,127,127_a,Roosendaal - Vlissingen,54.642737,"54,642737",-5.484389,"-5,484389",ProRail,Zuid,Z,BAAN,Zeeland,310,Goes,18,45604.779,391283.173,51.49993073,3.81165087,'s Heer Arendskerke - Lewedorp,HA-LWD,Vrije baan
999,5ddc142f-dd36-4c6f-9d31-b1d81ca4f334,60,Bestaand,,,,cc3b0ddb-eeee-46a5-a383-936f3b58ffae,28.3,Enkel spoor,Bnn-Ed,Barneveld Noord - Ede=Wageningen ,211,,211,211__,Barneveld Noord - Ede=Wageningen,28.391167,"28,391167",3.557723,"3,557723",ProRail,Noord-Oost,NO,BAAN,Veluwe,430,Gelderse Vallei,29,174139.84,449894.966,52.03705308,5.66614799,Lunteren - Ede = Wageningen,LTN-ED,Vrije baan
1000,15248c93-03b2-4d89-9774-2345507d836c,60,Bestaand,,,,887aec9c-4b96-4662-9371-8601c99d446a,19.8,Meervoudig spoor,Fvs-Mt,Visé (B) - Maastricht ,071,,71,071__,Eijsden - Maastricht,19.820485,"19,820485",6.177983,"6,177983",ProRail,Zuid,Z,BAAN,Limburg,340,Maastricht,26,177803.827,309240.102,50.77263918,5.71045349,Eijsden Grens - Maastricht Randwyck,EDNG-MTR,Vrije baan
1001,7b201fd5-f470-4899-b824-651e6ec9b2ca,60,Bestaand,,,,887aec9c-4b96-4662-9371-8601c99d446a,19.8,Meervoudig spoor,Fvs-Mt,Visé (B) - Maastricht ,071,,71,071__,Eijsden - Maastricht,19.806968,"19,806968",-5.685231,"-5,685231",ProRail,Zuid,Z,BAAN,Limburg,340,Maastricht,26,177788.351,309230.82,50.77255636,5.71023353,Eijsden Grens - Maastricht Randwyck,EDNG-MTR,Vrije baan
