OBJECTID,PUIC,POSITIONELE_NAUWKEURIGHEID_MM,LEVENSCYCLUS_STATUS,RELATIEVEHOOGTELIGGING,TIJDSTIP_REGISTRATIE,AZIMUT,REF_OVERWEG_PUIC,REF_OVERWEG_NAAM,TYPE_ANDREASKRUIS,KMLINT,KMLINT_OMSCHRIJVING,GEOCODE,SUBCODE,GEOCODE_NR,GEOSUBCODE,GEOCODE_NAAM,KM_GEOCODE,KM_GEOCODE_T,OFFSET,OFFSET_T,BEHEERDER,ONDERHOUDSREGIO_NAAM,ONDERHOUDSREGIO_AFKORTING,TECHNIEKVELD,PGO_GEBIED_NAAM,PGO_GEBIED_NR,OPC_GEBIED_NAAM,OPC_GEBIED_NR,X,Y,LATITUDE,LONGITUDE,BEDIENGEBIED_NAAM,BEDIENGEBIED_AFKORTING,BEDIENGEBIED_SOORT
11,4aeda8e7-1473-4576-b235-869e9bc1aabe,60,Bestaand,0,2021/08/24 00:00:00+00,,3134a367-96df-4c11-9c41-a27020dd8822,14.3,Enkel spoor,Lw-Stv,Leeuwarden - Stavoren ,008,,8,008__,Leeuwarden - Stavoren,14.315743,"14,315743",4.783925,"4,783925",ProRail,Noord-Oost,NO,BAAN,Wadden,420,Friesland,36,175467.796,567447.942,53.09345769,5.69273971,Sneek Noord - Mantgum,SKND-MG,Vrije baan
12,1ce8ccbd-b75d-4832-9108-e5a28c506948,60,Bestaand,,2021/08/24 00:00:00+00,,682e4974-1e12-491b-a14a-5c00148c04bc,17.9,Enkel spoor,Lw-Stv,Leeuwarden - Stavoren ,008,,8,008__,Leeuwarden - Stavoren,17.905111,"17,905111",8.148393,"8,148393",ProRail,Noord-Oost,NO,BAAN,Wadden,420,Friesland,36,174323.443,564042.383,53.06289826,5.67545453,Sneek Noord - Mantgum,SKND-MG,Vrije baan
13,7290aa7d-7e59-4271-ab94-747f06c7eb7b,60,Bestaand,,2021/08/24 00:00:00+00,,856da6d1-6d20-4a94-bd4e-bf92dba97694,19.6,Enkel spoor,Lw-Stv,Leeuwarden - Stavoren ,008,,8,008__,Leeuwarden - Stavoren,19.658514,"19,658514",3.504375,"3,504375",ProRail,Noord-Oost,NO,BAAN,Wadden,420,Friesland,36,173771.103,562376.841,53.0479514,5.66711902,Sneek Noord - Mantgum,SKND-MG,Vrije baan
14,cf3ac31a-046c-4a4e-a914-3dc2272f1745,60,Bestaand,,2021/08/24 00:00:00+00,,856da6d1-6d20-4a94-bd4e-bf92dba97694,19.6,Enkel spoor,Lw-Stv,Leeuwarden - Stavoren ,008,,8,008__,Leeuwarden - Stavoren,19.649293,"19,649293",3.966964,"3,966964",ProRail,Noord-Oost,NO,BAAN,Wadden,420,Friesland,36,173773.603,562385.861,53.04803237,5.66715682,Sneek Noord - Mantgum,SKND-MG,Vrije baan
15,72f9d844-d97c-4125-8e20-2ed0c918bb5c,60,Bestaand,,2021/08/24 00:00:00+00,,856da6d1-6d20-4a94-bd4e-bf92dba97694,19.6,Enkel spoor,Lw-Stv,Leeuwarden - Stavoren ,008,,8,008__,Leeuwarden - Stavoren,19.65084,"19,650840",-3.012958,"-3,012958",ProRail,Noord-Oost,NO,BAAN,Wadden,420,Friesland,36,173779.736,562382.178,53.04799906,5.66724806,Sneek Noord - Mantgum,SKND-MG,Vrije baan
16,39f7d497-5270-4a2d-a2ca-b152d1983818,60,Bestaand,,2021/08/24 00:00:00+00,,fe8e3eda-d071-45b5-ba40-da445bda2a8e,5.0,Enkel spoor,Lw-Stv,Leeuwarden - Stavoren ,008,,8,008__,Leeuwarden - Stavoren,5.069238,"5,069238",-5.481243,"-5,481243",ProRail,Noord-Oost,NO,BAAN,Wadden,420,Friesland,36,178415.418,576216.467,53.17212833,5.73737618,Mantgum - Leeuwarden,MG-LW,Vrije baan
17,9ea160f8-d40a-4c5e-8553-c524e500c706,60,Bestaand,,2021/08/24 00:00:00+00,,fe8e3eda-d071-45b5-ba40-da445bda2a8e,5.0,Enkel spoor,Lw-Stv,Leeuwarden - Stavoren ,008,,8,008__,Leeuwarden - Stavoren,5.053706,"5,053706",-4.914669,"-4,914669",ProRail,Noord-Oost,NO,BAAN,Wadden,420,Friesland,36,178419.789,576231.294,53.17226137,5.73744263,Mantgum - Leeuwarden,MG-LW,Vrije baan
18,926c3ce4-27bd-4051-8378-fde086ecb962,60,Bestaand,,2021/08/24 00:00:00+00,,5aa9633b-de41-4afb-913f-150f87721558,15.6,Enkel spoor,Lw-Stv,Leeuwarden - Stavoren ,008,,8,008__,Leeuwarden - Stavoren,15.62892,"15,628920",4.66123,"4,661230",ProRail,Noord-Oost,NO,BAAN,Wadden,420,Friesland,36,175050.331,566201.281,53.08227118,5.68643091,Sneek Noord - Mantgum,SKND-MG,Vrije baan
19,35fe515d-f284-4688-8517-1d0e8de8f680,60,Bestaand,,2021/08/24 00:00:00+00,,1bf55571-9396-477e-a092-e3c1ab3fbc36,10.7,Enkel spoor,Lw-Stv,Leeuwarden - Stavoren ,008,,8,008__,Leeuwarden - Stavoren,10.733935,"10,733935",4.302119,"4,302119",ProRail,Noord-Oost,NO,BAAN,Wadden,420,Friesland,36,176606.764,570846.726,53.12395366,5.70996856,Mantgum,MG,PPLG
20,ec8d4a20-95c7-4194-9977-bc5af4d46ebc,60,Bestaand,,2021/08/24 00:00:00+00,,1bf55571-9396-477e-a092-e3c1ab3fbc36,10.7,Enkel spoor,Lw-Stv,Leeuwarden - Stavoren ,008,,8,008__,Leeuwarden - Stavoren,10.719984,"10,719984",-3.335913,"-3,335913",ProRail,Noord-Oost,NO,BAAN,Wadden,420,Friesland,36,176618.465,570857.499,53.12405,5.71014407,Mantgum,MG,PPLG
21,bab426c3-e967-4174-b439-60b874ee0a38,60,Bestaand,,2021/08/24 00:00:00+00,,a0aea24e-bf29-4213-96eb-a0662e42adec,5.7,Enkel spoor,Lw-Stv,Leeuwarden - Stavoren ,008,,8,008__,Leeuwarden - Stavoren,5.702362,"5,702362",-3.411043,"-3,411043",ProRail,Noord-Oost,NO,BAAN,Wadden,420,Friesland,36,178212.167,575617.953,53.16675918,5.73429349,Mantgum - Leeuwarden,MG-LW,Vrije baan
22,0b7a6703-8692-420f-89f1-40be4d2ff327,60,Bestaand,,2021/08/24 00:00:00+00,,9ac4e932-01c6-46da-a45c-fc088cbac17a,1.2,Meervoudig spoor,Hlg-Nscg,Harlingen - Nieuweschans Grens ,001,a,1,001_a,Harlingen Haven - Leeuwarden,1.267523,"1,267523",6.248904,"6,248904",ProRail,Noord-Oost,NO,BAAN,Wadden,420,Friesland,36,157717.89,575975.186,53.17046496,5.42784996,Harlingen,HLG,PPLG
23,63b72a19-fbac-4fe6-a204-596a4025f1a5,60,Bestaand,,2021/08/24 00:00:00+00,,9ac4e932-01c6-46da-a45c-fc088cbac17a,1.2,Meervoudig spoor,Hlg-Nscg,Harlingen - Nieuweschans Grens ,001,a,1,001_a,Harlingen Haven - Leeuwarden,1.252224,"1,252224",5.908993,"5,908993",ProRail,Noord-Oost,NO,BAAN,Wadden,420,Friesland,36,157702.586,575974.311,53.17045718,5.4276211,Harlingen,HLG,PPLG
24,1e24f1bd-4ba2-4b68-88c9-b9eeebb3a9b3,60,Bestaand,,2021/08/24 00:00:00+00,,9ac4e932-01c6-46da-a45c-fc088cbac17a,1.2,Meervoudig spoor,Hlg-Nscg,Harlingen - Nieuweschans Grens ,001,a,1,001_a,Harlingen Haven - Leeuwarden,1.25596,"1,255960",-5.364983,"-5,364983",ProRail,Noord-Oost,NO,BAAN,Wadden,420,Friesland,36,157705.424,575985.846,53.17056081,5.42766363,Harlingen,HLG,PPLG
25,fd6d167d-9d30-4b3f-a459-6001cf41f238,60,Bestaand,,2021/08/24 00:00:00+00,,9ac4e932-01c6-46da-a45c-fc088cbac17a,1.2,Meervoudig spoor,Hlg-Nscg,Harlingen - Nieuweschans Grens ,001,a,1,001_a,Harlingen Haven - Leeuwarden,1.272007,"1,272007",-5.19031,"-5,190310",ProRail,Noord-Oost,NO,BAAN,Wadden,420,Friesland,36,157721.461,575986.945,53.17057061,5.42790346,Harlingen,HLG,PPLG
26,142876c5-4fc3-4bb2-b4fc-b238354f84ee,60,Bestaand,,,,c6bb4979-deff-43a5-8c6b-920b383cff35,100.1,Enkel spoor,Zwd-Zwdi,Zwijndrecht - Zwijndrecht Groote Lindt ,116,b,116,116_b,Dordrecht - Rotterdam Barendrecht,100.166981,"100,166981",-2.612265,"-2,612265",ProRail,Randstad Zuid,RZ,BAAN,Dordrecht,140,Dordrecht,5,103689.051,425323.734,51.81417369,4.64308696,Zwijndrecht Groote Lindt,ZWDI,NCBG
27,f52697cc-b6c2-4a02-b704-cbce9ec810c5,60,Bestaand,,,,c6bb4979-deff-43a5-8c6b-920b383cff35,100.1,Enkel spoor,Zwd-Zwdi,Zwijndrecht - Zwijndrecht Groote Lindt ,116,b,116,116_b,Dordrecht - Rotterdam Barendrecht,100.197,"100,197000",-2.566117,"-2,566117",ProRail,Randstad Zuid,RZ,BAAN,Dordrecht,140,Dordrecht,5,103712.619,425305.13,51.81400865,4.64343148,Zwijndrecht Groote Lindt,ZWDI,NCBG
28,ce3e47b8-3a24-4af1-9d46-a225547e6977,60,Bestaand,,,,c6bb4979-deff-43a5-8c6b-920b383cff35,100.1,Enkel spoor,Zwd-Zwdi,Zwijndrecht - Zwijndrecht Groote Lindt ,116,b,116,116_b,Dordrecht - Rotterdam Barendrecht,100.184297,"100,184297",-2.736327,"-2,736327",ProRail,Randstad Zuid,RZ,BAAN,Dordrecht,140,Dordrecht,5,103702.739,425313.121,51.81407956,4.64328702,Zwijndrecht Groote Lindt,ZWDI,NCBG
29,b681be18-6894-4cc3-b318-05cea0bda8a2,60,Bestaand,,,,256003fd-1dd7-42b9-ae5d-c5f645047a92,33.1,Meervoudig spoor,Bd-Rtd,Breda - Rotterdam Centraal ,116,a,116,116_a,Dordrecht - Rotterdam Barendrecht,33.134577,"33,134577",-15.133275,"-15,133275",ProRail,Randstad Zuid,RZ,BAAN,Dordrecht,140,Dordrecht,5,102209.552,426351.725,51.8232749,4.62147617,Kijfhoek Aansl. Zuid,KFHAZ,PPLG
30,91e338dd-1b75-4720-8afa-da7677dedb88,60,Bestaand,,,,256003fd-1dd7-42b9-ae5d-c5f645047a92,33.1,Meervoudig spoor,Bd-Rtd,Breda - Rotterdam Centraal ,116,a,116,116_a,Dordrecht - Rotterdam Barendrecht,33.13349,"33,133490",-39.129463,"-39,129463",ProRail,Randstad Zuid,RZ,BAAN,Dordrecht,140,Dordrecht,5,102196.148,426331.792,51.82309448,4.62128481,Kijfhoek Aansl. Zuid,KFHAZ,PPLG
31,3564c424-15dc-497f-beed-158cd59ccbd7,60,Bestaand,,,,0e96270f-7730-442e-8f87-7f86e859dae1,93.2,Meervoudig spoor,Gdm-Ddr,Geldermalsen - Dordrecht ,118,,118,118__,Geldermalsen - Dordrecht,93.245972,"93,245972",-6.080272,"-6,080272",ProRail,Randstad Zuid,RZ,BAAN,Dordrecht,140,Dordrecht,5,106263.568,424378.094,51.80590528,4.68055305,Dordrecht,DDR,PPLG
32,a5ef1df2-aaf1-4d40-912f-06363d732ac2,60,Bestaand,,,,0e96270f-7730-442e-8f87-7f86e859dae1,93.2,Meervoudig spoor,Gdm-Ddr,Geldermalsen - Dordrecht ,118,,118,118__,Geldermalsen - Dordrecht,93.268384,"93,268384",-6.177334,"-6,177334",ProRail,Randstad Zuid,RZ,BAAN,Dordrecht,140,Dordrecht,5,106241.43,424382.176,51.80594004,4.68023151,Dordrecht,DDR,PPLG
33,483815d8-d7a8-41ca-9b52-bf733221caa9,60,Bestaand,,,,0e96270f-7730-442e-8f87-7f86e859dae1,93.2,Meervoudig spoor,Gdm-Ddr,Geldermalsen - Dordrecht ,118,,118,118__,Geldermalsen - Dordrecht,93.288028,"93,288028",4.992095,"4,992095",ProRail,Randstad Zuid,RZ,BAAN,Dordrecht,140,Dordrecht,5,106224.114,424396.813,51.80607008,4.67997839,Dordrecht,DDR,PPLG
34,0910a8de-cbb5-42ad-92f8-57839a38710b,60,Bestaand,,,,6d14c7a5-d14d-4284-b63b-2da9f951a21d,92.6,Meervoudig spoor,Gdm-Ddr,Geldermalsen - Dordrecht ,118,,118,118__,Geldermalsen - Dordrecht,92.679987,"92,679987",5.526689,"5,526689",ProRail,Randstad Zuid,RZ,BAAN,Dordrecht,140,Dordrecht,5,106821.908,424283.805,51.8051063,4.68866115,Dordrecht,DDR,PPLG
35,e3a3ce08-ffb2-49c3-904f-ece8a8781835,60,Bestaand,0,2020/06/22 00:00:00+00,,fdf76fc8-1a7a-4333-898e-f0013fcddb31,38.1,Enkel spoor,Gn-Dz,Groningen - Delfzijl ,201,,201,201__,Sauwerd - Delfzijl,38.099546,"38,099546",-3.259737,"-3,259737",ProRail,Noord-Oost,NO,BAAN,Wadden,420,Groningen,37,257605.495,595296.852,53.33421862,6.92748138,Delfzijl,DZ,PPLG
36,88f310ce-f984-4074-9a99-a26b786b4630,60,Bestaand,0,,,fdf76fc8-1a7a-4333-898e-f0013fcddb31,38.1,Enkel spoor,Gn-Dz,Groningen - Delfzijl ,201,,201,201__,Sauwerd - Delfzijl,38.128888,"38,128888",6.526952,"6,526952",ProRail,Noord-Oost,NO,BAAN,Wadden,420,Groningen,37,257633.876,595285.967,53.33411539,6.92790378,Delfzijl,DZ,PPLG
37,efd0eaae-9cf5-43ec-8bc2-d7bd3c5579db,60,Bestaand,,2022/02/23 00:00:00+00,,63ae3d59-78e0-44df-9991-0a2728d0204f,21.8,Meervoudig spoor,Ut-Btl,Utrecht Centraal - Boxtel ,117,,117,117__,Lunetten - Geldermalsen,21.835494,"21,835494",-5.409119,"-5,409119",ProRail,Zuid,Z,BAAN,Betuwe,320,Geldermalsen,22,145685.034,436383.21,51.9158602,5.25181172,Lekbrug Aansl. - Geldermalsen,LEK-GDM,Vrije baan
38,7d442c41-2c52-4d72-93a2-e9689699a8a1,60,Bestaand,,2022/02/23 00:00:00+00,,de7963cb-9c4e-420d-9ad3-3ee0172bbd19,27.1,Meervoudig spoor,Ut-Btl,Utrecht Centraal - Boxtel ,666,a,666,666_a,Meteren Aansl.,27.129821,"27,129821",5.084161,"5,084161",ProRail,Zuid,Z,BAAN,Betuwe,320,Geldermalsen,22,147043.171,431378.618,51.87089874,5.27166747,Meteren Aansl.,MTNA,PPLG
39,969ef3b6-9a4c-4ece-bcff-a3a49d002f2d,60,Bestaand,,2022/04/18 00:00:00+00,,6525d0b1-df57-4e45-b34e-d9633d373601,11.5,Meervoudig spoor,Vl-Ehv,Venlo - Eindhoven ,055,,55,055__,Blerick - Eindhoven,11.50786,"11,507860",-5.295267,"-5,295267",ProRail,Zuid,Z,BAAN,De Peel,300,Venlo,27,200354.05,382282.527,51.42782959,6.03934265,Horst = Sevenum,HRT,PPLG
40,9314f5b5-14cd-4861-8616-e0bac1ebdc89,60,Bestaand,,,,6525d0b1-df57-4e45-b34e-d9633d373601,11.5,Meervoudig spoor,Vl-Ehv,Venlo - Eindhoven ,055,,55,055__,Blerick - Eindhoven,11.511227,"11,511227",8.221071,"8,221071",ProRail,Zuid,Z,BAAN,De Peel,300,Venlo,27,200359.428,382295.36,51.4279445,6.03942162,Horst = Sevenum,HRT,PPLG
41,6afa99d3-22a6-49d0-bbaa-5c3b99607707,60,Bestaand,,,,6525d0b1-df57-4e45-b34e-d9633d373601,11.5,Meervoudig spoor,Vl-Ehv,Venlo - Eindhoven ,055,,55,055__,Blerick - Eindhoven,11.513248,"11,513248",-8.285028,"-8,285028",ProRail,Zuid,Z,BAAN,De Peel,300,Venlo,27,200348.021,382283.266,51.42783672,6.03925606,Horst = Sevenum,HRT,PPLG
42,3e4418b7-57ff-4d83-a71b-4f256a210e5c,60,Bestaand,,,,64f94635-4897-4f5f-bfcb-d0a78018d918,12.3,Meervoudig spoor,Vl-Ehv,Venlo - Eindhoven ,055,,55,055__,Blerick - Eindhoven,12.32379,"12,323790",-6.673267,"-6,673267",ProRail,Zuid,Z,BAAN,De Peel,300,Venlo,27,199609.65,382582.06,51.43058124,6.02867751,Horst = Sevenum,HRT,PPLG
43,366acb8a-2103-4906-92c7-f08cd4bc342a,60,Bestaand,,,,377f95f1-7400-4f93-8608-dcdedc3ac8db,17.7,Enkel spoor,Fsz-Tnz,Zelzate (B) - Terneuzen ,131,,131,131__,Sas van Gent Grens - Terneuzen Aansl.,17.779508,"17,779508",-5.969775,"-5,969775",ProRail,Zuid,Z,BAAN,Zeeland,310,Goes,18,43687.868,361285.962,51.23000428,3.79348895,Sas van Gent,SVG,NCBG
44,0386b26d-79d9-460d-be02-f9120b5ce77e,60,Bestaand,,,,377f95f1-7400-4f93-8608-dcdedc3ac8db,17.7,Enkel spoor,Fsz-Tnz,Zelzate (B) - Terneuzen ,131,,131,131__,Sas van Gent Grens - Terneuzen Aansl.,17.785022,"17,785022",-3.806929,"-3,806929",ProRail,Zuid,Z,BAAN,Zeeland,310,Goes,18,43690.194,361291.425,51.23005383,3.79352054,Sas van Gent,SVG,NCBG
45,201be19f-681a-4d41-adbc-b3a2afdcdd55,,Onbekend,0,,,fb4e14d2-5726-414b-94f4-f0201bb1e3e7,18.01,Enkel spoor,Hn-Mbk,Hoorn - Medemblik ,435,,435,435__,Hoorn - Medemblik,18.008955,"18,008955",2.765113,"2,765113",Derden - Overig - SHM,Randstad Noord,RN,BAAN,n.v.t.,,n.v.t.,,134294.942,530648.775,52.76276303,5.08046575,,,
46,40c8ec1a-8f9f-4467-b05d-724f318c54bd,,Onbekend,0,,,fb4e14d2-5726-414b-94f4-f0201bb1e3e7,18.01,Enkel spoor,Hn-Mbk,Hoorn - Medemblik ,435,,435,435__,Hoorn - Medemblik,18.000754,"18,000754",-6.104743,"-6,104743",Derden - Overig - SHM,Randstad Noord,RN,BAAN,n.v.t.,,n.v.t.,,134283.233,530651.858,52.76279029,5.0802921,,,
47,82a04a4e-f712-4f3d-a4bf-e0745fdf6834,60,Bestaand,,,,c10fcca0-eea6-4f96-aa30-0e96b193c43e,35.2,Enkel spoor,Zp-Ww,Zutphen - Winterswijk ,210,,210,210__,Zutphen - Winterswijk,35.23353,"35,233530",3.69727,"3,697270",ProRail,Noord-Oost,NO,BAAN,Gelre,400,Achterhoek,30,239089.623,447173.134,52.00654535,6.6119333,Winterswijk - Lichtenvoorde = Groenlo,WW-LTV,Vrije baan
48,a2f673c9-c81c-4a5f-b244-73a5c0c83068,60,Bestaand,,,,71c91a1b-3cdd-4e9b-bc87-5d77480b9c5e,8.0,Meervoudig spoor,Tb-Vga,Tilburg - Vught Aansluiting ,124,a,124,124_a,Tilburg - Vught Aansl.,8.015452,"8,015452",-4.983352,"-4,983352",ProRail,Zuid,Z,BAAN,Betuwe,320,Den Bosch,21,139156.61,402210.205,51.60855323,5.1584841,Tilburg Industrieterrein - Vught Aansl.,TBI-VGA,Vrije baan
49,85d689f9-a230-4f42-bd80-a3e592b175b3,60,Bestaand,,,,ce4e8db8-272e-429e-8337-aa47549c3097,26.6,Meervoudig spoor,Zlw-Np,Lage Zwaluwe - Nispen ,126,a,126,126_a,Roosendaal - Roosendaal Grens,26.696574,"26,696574",5.45747,"5,457470",ProRail,Zuid,Z,BAAN,Zeeland,310,Roosendaal,19,89709.028,391523.36,51.50893094,4.44670105,Roosendaal Grens - Roosendaal,RSDG-RSD,Vrije baan
50,2314c16d-570b-4871-bd17-f8bed8b25da6,60,Bestaand,,,,ce4e8db8-272e-429e-8337-aa47549c3097,26.6,Meervoudig spoor,Zlw-Np,Lage Zwaluwe - Nispen ,126,a,126,126_a,Roosendaal - Roosendaal Grens,26.686885,"26,686885",-5.568106,"-5,568106",ProRail,Zuid,Z,BAAN,Zeeland,310,Roosendaal,19,89720.384,391532.674,51.50901597,4.44686287,Roosendaal Grens - Roosendaal,RSDG-RSD,Vrije baan
51,cfefcbc6-be21-476a-ba5f-8c89d62a2c11,,Onbekend,0,,,0808b2da-3bd5-47ee-8abd-7f912e137538,3.8,Enkel spoor,Gb-Nm,Groesbeek - Nijmegen ,048,,48,048__,Nijmegen Grens - Nijmegen,3.838883,"3,838883",-3.526385,"-3,526385","ProRail, Besluit bijzondere spoorwegen",Noord-Oost,NO,BAAN,n.v.t.,,n.v.t.,,192253.667,421199.47,51.77821751,5.92702314,,,
52,66248bd9-5c6d-4e8f-bc94-d97e54405649,60,Bestaand,,,,764a6141-0c63-4c34-a7d8-7f540ca11268,19.1,Enkel spoor,Bnn-Ed,Barneveld Noord - Ede=Wageningen ,211,,211,211__,Barneveld Noord - Ede=Wageningen,19.138224,"19,138224",-3.320905,"-3,320905",ProRail,Noord-Oost,NO,BAAN,Veluwe,430,Gelderse Vallei,29,171576.117,457890.584,52.10900058,5.62917333,Lunteren - Barneveld Centrum,LTN-BNC,Vrije baan
53,5a115fb9-8d44-489e-b6a6-fc9361e2b01c,60,Bestaand,,,,6819eb96-6dac-4de7-9624-9549b7a71252,102.96,Meervoudig spoor,Mdk-Ostlrw,Moerdijk (Racc.) - Oostelijke Randweg ,801,b,801,801_b,Moerdijk Industrieterrein,102.951707,"102,951707",-5.279047,"-5,279047",ProRail,Zuid,Z,BAAN,Zeeland,310,Roosendaal,19,100968.205,412087.943,51.6949566,4.6056937,Moerdijk Industrieterrein,MDKI,NCBG
54,4a51fdd5-3e2d-4d8c-bed2-d264dbeec78c,60,Bestaand,,,,43586d7d-d6f5-4665-a22f-14a056536e99,11.5,Meervoudig spoor,Ehv-Wt,Eindhoven - Weert ,057,,57,057__,Eindhoven - Weert,11.520149,"11,520149",13.801637,"13,801637",ProRail,Zuid,Z,BAAN,De Peel,300,Eindhoven,24,168163.144,376188.365,51.37472169,5.57625004,Oud Heeze,OHZE,PPLG
