OBJECTID,PUIC,TIJDSTIP_REGISTRATIE,BGTBRONHOUDERCODE,BGTBRONHOUDER,BGTSTATUS,RELATIEVEHOOGTELIGGING,FYSIEK_VOORKOMEN,GEOCODE,SUBCODE,GEOCODE_NR,GEOSUBCODE,GEOCODE_NAAM,KMLINT,KMLINT_OMSCHRIJVING,KM_GEOCODE_VLAKPUNT,KM_GEOCODE_VLAKPUNT_T,REGIO_NAAM,REGIO_AFKORTING,CONTRACTGEBIED_NAAM,CONTRACTGEBIED_NR,CONTRACTGEBIED_TYPE,PGO_GEBIED_NAAM,TECHNIEKVELD,ONDERHOUDSREGIO_NAAM,ONDERHOUDSREGIO_AFKORTING,BEHEERDER,X_VLAKPUNT,Y_VLAKPUNT,LATITUDE_VLAKPUNT,LONGITUDE_VLAKPUNT,OPPERVLAKTE,POSITIONELE_NAUWKEURIGHEID_MM,STATUS,NAAM,OP_TALUD,Shape__Area,Shape__Length
761,608b70556c224c8ab7b3a7d3662bb894,2022/01/20 11:45:05+00,L0004,Prorail,bestaand,1,open verharding,011,,11,011__,Assen - Haren,Mp-Gn,Meppel - Groningen ,69.55073,"69,550730",Noord-Oost,NO,n.v.t.,,,n.v.t.,BASIS,n.v.t.,,Derden - Overig,238035.455,575770.868505,53.16220593,6.6287262,1.268075,283,gerealiseerd,,,1.2680745,4.50697049732625
762,473f57050c014d21afb3164b012683e5,2022/01/20 11:46:58+00,L0004,Prorail,bestaand,1,open verharding,011,,11,011__,Assen - Haren,Mp-Gn,Meppel - Groningen ,69.571409,"69,571409",Noord-Oost,NO,n.v.t.,,,n.v.t.,BASIS,n.v.t.,,Derden - Overig,238032.8535,575791.794668,53.16239433,6.62869271,0.819682,283,gerealiseerd,,,0.8196815,3.67675354095718
763,61a13994821348908f09950fb0255eaf,2022/12/13 13:44:06+00,L0004,Prorail,bestaand,0,gesloten verharding,618,b,618,618_b,Eindhoven,Vl-Ehv,Venlo - Eindhoven ,50.476415,"50,476415",Zuid,Z,Eindhoven,24,BASIS,De Peel,BASIS,Zuid,Z,ProRail,162501.696256,384033.822,51.44534605,5.49510797,0.73984,283,gerealiseerd,,Ja,0.73984,3.47982445876806
764,edb463e4986d47d0b9cf200392ecdd70,2022/02/01 15:34:32+00,L0004,Prorail,bestaand,1,open verharding,127,b,127,127_b,Roosendaal - Vlissingen,Lwd-Sloe,Lewedorp - Sloehaven Emplacement ,700.277499,"700,277499",Zuid,Z,Goes,18,BASIS,Zeeland,BASIS,Zuid,Z,ProRail,38277.587957,391702.7695,51.50222968,3.70602287,8.076599,283,gerealiseerd,,Ja,8.0765985,13.4027165659952
765,16fefafc439440088970cf79a6c80b72,2021/07/26 13:17:14+00,L0004,Prorail,bestaand,0,gesloten verharding,085,,85,085__,Haarlem - Warmond,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,38.626958,"38,626958",Randstad Noord,RN,Haarlem,8,BASIS,Kennemerland,BASIS,Randstad Noord,RN,ProRail,93282.913217,471173.731,52.2251834,4.48392421,6.181621,283,gerealiseerd,,,6.1816215,10.9062047757488
766,d27c99bc1b1a77dbe0530b29a8c0aed0,2021/12/14 16:37:47+00,L0004,Prorail,bestaand,0,gesloten verharding,017,,17,017__,Amersfoort Aansl. - Hattemerbroek,Ama-Htba,Amersfoort Aansluiting - Hattemerbroek Aansluiting ,27.070887,"27,070887",Randstad Noord,RN,Amersfoort,12,BASIS,Eemland,BASIS,Randstad Noord,RN,ProRail,158175.406289,467165.424,52.19260151,5.43364348,31.583345,283,gerealiseerd,,Nee,31.5833455,30.4071276171293
767,e8963b0449a84c00b33000eb5e112c2c,2022/02/01 15:34:09+00,L0004,Prorail,bestaand,1,gesloten verharding,127,a,127,127_a,Roosendaal - Vlissingen,Rsd-Vs,Roosendaal - Vlissingen ,41.269152,"41,269152",Zuid,Z,Goes,18,BASIS,Zeeland,BASIS,Zuid,Z,ProRail,58127.22,387701.421907,51.47003684,3.99293477,15.742118,283,gerealiseerd,,Ja,15.742118,32.8205727274529
768,54563b7d95af421ead2f53bad83df10e,2022/02/01 15:35:00+00,L0004,Prorail,bestaand,1,open verharding,127,a,127,127_a,Roosendaal - Vlissingen,Rsd-Vs,Roosendaal - Vlissingen ,65.849169,"65,849169",Zuid,Z,Goes,18,BASIS,Zeeland,BASIS,Zuid,Z,ProRail,34405.849202,391532.206,51.49988119,3.65033989,3.040117,283,gerealiseerd,,Ja,3.040117,8.51025999796999
769,d29c033d4720449b8c00aae2b267e228,2022/02/01 15:35:46+00,L0004,Prorail,bestaand,1,open verharding,127,a,127,127_a,Roosendaal - Vlissingen,Rsd-Vs,Roosendaal - Vlissingen ,38.462996,"38,462996",Zuid,Z,Goes,18,BASIS,Zeeland,BASIS,Zuid,Z,ProRail,60859.690657,387332.337,51.46718308,4.03235065,4.303977,283,gerealiseerd,,Ja,4.3039765,10.3900476831604
770,af418b475c120188e0530b29a8c080eb,2021/03/02 15:04:50+00,L0004,Prorail,bestaand,0,gesloten verharding,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,16.407856,"16,407856",Randstad Noord,RN,Weesp,11,BASIS,Amstelsepoort,BASIS,Randstad Noord,RN,ProRail,144741.036,487611.638361,52.37627983,5.23654731,8.912695,283,gerealiseerd,,Nee,8.912695,14.8293780904392
771,af418b4751200188e0530b29a8c080eb,2022/01/27 16:02:58+00,L0004,Prorail,bestaand,0,open verharding,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,15.947674,"15,947674",Randstad Noord,RN,Weesp,11,BASIS,Amstelsepoort,BASIS,Randstad Noord,RN,ProRail,144281.385,487632.733244,52.37646064,5.2297965,1.305188,283,gerealiseerd,,,1.3051885,4.57815920586259
772,af418b475c5c0188e0530b29a8c080eb,2020/09/18 18:09:14+00,L0004,Prorail,bestaand,0,gesloten verharding,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,19.807756,"19,807756",Randstad Noord,RN,Weesp,11,BASIS,Amstelsepoort,BASIS,Randstad Noord,RN,ProRail,147386.780828,489431.361,52.39267765,5.27535986,11.135594,283,gerealiseerd,,,11.1355935,17.6008279634713
773,af418b475af00188e0530b29a8c080eb,2020/09/18 18:07:28+00,L0004,Prorail,bestaand,0,gesloten verharding,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,14.652091,"14,652091",Randstad Noord,RN,Weesp,11,BASIS,Amstelsepoort,BASIS,Randstad Noord,RN,ProRail,143011.9195,487376.882369,52.37413495,5.21116301,7.078392,283,gerealiseerd,,,7.0783925,11.432901087003
774,af418b475aed0188e0530b29a8c080eb,2020/09/18 18:07:11+00,L0004,Prorail,bestaand,0,gesloten verharding,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,14.624262,"14,624262",Randstad Noord,RN,Weesp,11,BASIS,Amstelsepoort,BASIS,Randstad Noord,RN,ProRail,142990.1015,487349.11514,52.37388491,5.21084362,10.847902,283,gerealiseerd,,,10.847902,15.9067405966365
775,af418b474f2e0188e0530b29a8c080eb,2020/09/18 18:08:06+00,L0004,Prorail,bestaand,0,gesloten verharding,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,41.184246,"41,184246",Randstad Noord,RN,Weesp,11,BASIS,Amstelsepoort,BASIS,Randstad Noord,RN,ProRail,160742.412305,503465.7915,52.51883315,5.47180661,10.907985,283,gerealiseerd,,,10.9079845,21.1771573770714
776,af418b4750d00188e0530b29a8c080eb,2020/09/18 18:09:05+00,L0004,Prorail,bestaand,1,gesloten verharding,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,29.449195,"29,449195",Randstad Noord,RN,Weesp,11,BASIS,Amstelsepoort,BASIS,Randstad Noord,RN,ProRail,155800.3715,493534.405,52.42960579,5.39897245,2.112018,283,gerealiseerd,,,2.112018,5.81663863256175
777,af418b475ead0188e0530b29a8c080eb,2020/09/18 18:08:36+00,L0004,Prorail,bestaand,0,gesloten verharding,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,13.968898,"13,968898",Randstad Noord,RN,Weesp,11,BASIS,Amstelsepoort,BASIS,Randstad Noord,RN,ProRail,142360.173,487170.379607,52.37226439,5.20160012,10.433135,283,gerealiseerd,,,10.4331345,16.8007987552569
778,af418b475a260188e0530b29a8c080eb,2020/09/18 18:03:42+00,L0004,Prorail,bestaand,0,gesloten verharding,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,19.317882,"19,317882",Randstad Noord,RN,Weesp,11,BASIS,Amstelsepoort,BASIS,Randstad Noord,RN,ProRail,147122.874694,489017.3795,52.38895327,5.27149256,12.897787,283,gerealiseerd,,,12.8977865,18.6065299364695
779,af418b474d790188e0530b29a8c080eb,2022/09/28 11:34:09+00,L0004,Prorail,bestaand,0,gesloten verharding,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,21.347289,"21,347289",Randstad Noord,RN,Weesp,11,BASIS,Amstelsepoort,BASIS,Randstad Noord,RN,ProRail,148643.616,490310.290577,52.40059301,5.29380717,10.18227,283,gerealiseerd,,Nee,10.18227,17.0884670149575
780,af418b475f6e0188e0530b29a8c080eb,2020/09/18 18:03:51+00,L0004,Prorail,bestaand,0,gesloten verharding,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,12.107928,"12,107928",Randstad Noord,RN,Weesp,11,BASIS,Amstelsepoort,BASIS,Randstad Noord,RN,ProRail,140843.7785,486094.040855,52.36255379,5.1793787,10.493731,283,gerealiseerd,,,10.4937315,15.6895458894318
781,af418b474fc80188e0530b29a8c080eb,2020/09/18 18:05:23+00,L0004,Prorail,bestaand,0,gesloten verharding,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,12.778187,"12,778187",Randstad Noord,RN,Weesp,11,BASIS,Amstelsepoort,BASIS,Randstad Noord,RN,ProRail,141389.5665,486482.462193,52.36605853,5.18737558,4.118937,283,gerealiseerd,,,4.1189375,8.49100336173843
782,af418b474cf70188e0530b29a8c080eb,2020/09/18 18:05:31+00,L0004,Prorail,bestaand,0,gesloten verharding,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,39.095476,"39,095476",Randstad Noord,RN,Weesp,11,BASIS,Amstelsepoort,BASIS,Randstad Noord,RN,ProRail,160869.736112,501380.95,52.50009472,5.47364569,6.900884,283,gerealiseerd,,,6.9008835,14.140051525597
783,af418b474e180188e0530b29a8c080eb,2020/09/18 18:02:54+00,L0004,Prorail,bestaand,0,gesloten verharding,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,16.283706,"16,283706",Randstad Noord,RN,Weesp,11,BASIS,Amstelsepoort,BASIS,Randstad Noord,RN,ProRail,144617.616,487638.622395,52.37652003,5.23473401,11.913417,283,gerealiseerd,,,11.913417,18.5075135757442
784,af418b475c230188e0530b29a8c080eb,2020/09/18 18:03:03+00,L0004,Prorail,bestaand,0,gesloten verharding,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,14.92888,"14,928880",Randstad Noord,RN,Weesp,11,BASIS,Amstelsepoort,BASIS,Randstad Noord,RN,ProRail,143287.162,487417.470826,52.37450567,5.21520343,4.578245,283,gerealiseerd,,,4.578245,8.63319771115539
785,af418b474ed50188e0530b29a8c080eb,2020/09/18 18:05:49+00,L0004,Prorail,bestaand,0,gesloten verharding,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,14.102125,"14,102125",Randstad Noord,RN,Weesp,11,BASIS,Amstelsepoort,BASIS,Randstad Noord,RN,ProRail,142490.5965,487204.727367,52.37257608,5.20351398,4.417899,283,gerealiseerd,,,4.4178995,8.54632355535453
786,af418b474f4e0188e0530b29a8c080eb,2020/09/18 18:05:52+00,L0004,Prorail,bestaand,0,gesloten verharding,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,35.299961,"35,299961",Randstad Noord,RN,Weesp,11,BASIS,Amstelsepoort,BASIS,Randstad Noord,RN,ProRail,158974.696138,498264.9945,52.47210765,5.44570115,6.294838,283,gerealiseerd,,,6.294838,11.4028516868126
787,af418b474d810188e0530b29a8c080eb,2020/09/18 18:04:43+00,L0004,Prorail,bestaand,0,gesloten verharding,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,18.905489,"18,905489",Randstad Noord,RN,Weesp,11,BASIS,Amstelsepoort,BASIS,Randstad Noord,RN,ProRail,146903.882846,488667.557,52.38580605,5.26828409,13.822643,283,gerealiseerd,,,13.8226425,19.5149956750474
788,af418b475c5e0188e0530b29a8c080eb,2020/09/18 18:06:05+00,L0004,Prorail,bestaand,0,gesloten verharding,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,18.334865,"18,334865",Randstad Noord,RN,Weesp,11,BASIS,Amstelsepoort,BASIS,Randstad Noord,RN,ProRail,146504.308,488259.954956,52.38213668,5.26242523,13.698752,283,gerealiseerd,,,13.698752,21.2709582657127
789,af418b475f490188e0530b29a8c080eb,2020/09/18 18:11:02+00,L0004,Prorail,bestaand,0,gesloten verharding,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,16.221493,"16,221493",Randstad Noord,RN,Weesp,11,BASIS,Amstelsepoort,BASIS,Randstad Noord,RN,ProRail,144555.41,487640.4295,52.37653509,5.23382043,14.87558,283,gerealiseerd,,,14.87558,20.4562746812784
790,af418b475dfb0188e0530b29a8c080eb,2020/09/18 18:05:59+00,L0004,Prorail,bestaand,0,gesloten verharding,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,17.585576,"17,585576",Randstad Noord,RN,Weesp,11,BASIS,Amstelsepoort,BASIS,Randstad Noord,RN,ProRail,145891.859,487834.378008,52.37830199,5.25344153,4.765122,283,gerealiseerd,,,4.765122,9.35287109018353
791,af418b475a370188e0530b29a8c080eb,2020/09/18 18:04:50+00,L0004,Prorail,bestaand,0,gesloten verharding,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,18.70807,"18,708070",Randstad Noord,RN,Weesp,11,BASIS,Amstelsepoort,BASIS,Randstad Noord,RN,ProRail,146782.585985,488511.102,52.3843981,5.26650624,11.152788,283,gerealiseerd,,,11.1527875,17.4438973606976
792,af418b474dca0188e0530b29a8c080eb,2020/09/18 18:10:51+00,L0004,Prorail,bestaand,0,gesloten verharding,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,19.317634,"19,317634",Randstad Noord,RN,Weesp,11,BASIS,Amstelsepoort,BASIS,Randstad Noord,RN,ProRail,147102.246416,489029.748,52.38906413,5.27118925,9.921159,283,gerealiseerd,,,9.921159,15.8534161136944
793,af418b475ee80188e0530b29a8c080eb,2020/09/18 18:01:52+00,L0004,Prorail,bestaand,0,gesloten verharding,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,20.712305,"20,712305",Randstad Noord,RN,Weesp,11,BASIS,Amstelsepoort,BASIS,Randstad Noord,RN,ProRail,148099.982,489980.233792,52.39762007,5.28582609,7.524635,283,gerealiseerd,,,7.524635,12.7381289188854
794,af418b475b170188e0530b29a8c080eb,2020/09/18 18:04:58+00,L0004,Prorail,bestaand,0,gesloten verharding,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,17.974951,"17,974951",Randstad Noord,RN,Weesp,11,BASIS,Amstelsepoort,BASIS,Randstad Noord,RN,ProRail,146220.3965,488044.02684,52.38019156,5.25826097,11.230511,283,gerealiseerd,,,11.230511,18.0660029867887
795,af418b475db00188e0530b29a8c080eb,2020/09/18 18:05:07+00,L0004,Prorail,bestaand,0,gesloten verharding,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,12.7783,"12,778300",Randstad Noord,RN,Weesp,11,BASIS,Amstelsepoort,BASIS,Randstad Noord,RN,ProRail,141376.446,486499.776163,52.36621381,5.18718225,10.012955,283,gerealiseerd,,,10.0129555,16.0577217262771
796,af418b474fbf0188e0530b29a8c080eb,2020/09/18 18:05:16+00,L0004,Prorail,bestaand,0,gesloten verharding,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,12.730429,"12,730429",Randstad Noord,RN,Weesp,11,BASIS,Amstelsepoort,BASIS,Randstad Noord,RN,ProRail,141339.2205,486469.923136,52.36594459,5.18663691,6.033735,283,gerealiseerd,,,6.0337355,10.979641087879
797,af418b475b410188e0530b29a8c080eb,2020/09/18 18:01:28+00,L0004,Prorail,bestaand,0,gesloten verharding,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,14.928825,"14,928825",Randstad Noord,RN,Weesp,11,BASIS,Amstelsepoort,BASIS,Randstad Noord,RN,ProRail,143278.0745,487453.74504,52.37483149,5.21506872,24.975946,283,gerealiseerd,,,24.9759455,26.8007148620127
798,af418b474e940188e0530b29a8c080eb,2020/11/18 20:32:24+00,L0004,Prorail,bestaand,0,gesloten verharding,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,20.680825,"20,680825",Randstad Noord,RN,Weesp,11,BASIS,Amstelsepoort,BASIS,Randstad Noord,RN,ProRail,148061.2585,489983.382156,52.39764788,5.28525709,10.123079,283,gerealiseerd,,,10.1230795,16.45242332828
799,af418b474f620188e0530b29a8c080eb,2020/09/18 18:02:02+00,L0004,Prorail,bestaand,0,gesloten verharding,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,19.219788,"19,219788",Randstad Noord,RN,Weesp,11,BASIS,Amstelsepoort,BASIS,Randstad Noord,RN,ProRail,147072.409123,488933.9625,52.38820283,5.27075321,11.514165,283,gerealiseerd,,,11.5141655,17.9649171449566
800,af418b474d800188e0530b29a8c080eb,2022/01/21 09:15:13+00,L0004,Prorail,bestaand,0,gesloten verharding,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,20.197687,"20,197687",Randstad Noord,RN,Weesp,11,BASIS,Amstelsepoort,BASIS,Randstad Noord,RN,ProRail,147663.855,489706.76644,52.39515663,5.27942429,10.902877,283,gerealiseerd,,Nee,10.9028775,17.3841765595286
801,53ad13a4b03e40b1aac938c88f622c7d,2020/05/26 11:44:56+00,G1960,West Betuwe,bestaand,0,open verharding: beton element,152,b,152,152_b,Kijfhoek - Meteren Aansl.,Brgnd-Brech,Betuweroute Giessendam - Betuweroute Echteld ,37.244925,"37,244925",Randstad Zuid,RZ,A15trace,71,BASIS,Zee-Zevenaar,BASIS,Randstad Zuid,RZ,ProRail,137404.689714,428872.627,51.84815329,5.13184403,25.171823,283,gerealiseerd,,Nee,25.1718225,34.9570592050848
802,ce3041a1b2304e4fbdb60459732c5b89,2015/11/25 10:50:24+00,L0004,Prorail,bestaand,0,open verharding,026,,26,026__,Hengelo - Oldenzaal Grens,Hgl-Odzg,Hengelo - Oldenzaal Grens ,16.514864,"16,514864",Noord-Oost,NO,Twente,32,BASIS,Twente,BASIS,Noord-Oost,NO,ProRail,252063.3305,476174.350858,52.26502409,6.80911461,5.372967,283,gerealiseerd,,Ja,5.372967,9.75597503996173
803,f7f1c836817e4bb19e13d787449de95a,2015/11/25 10:50:22+00,L0004,Prorail,bestaand,0,open verharding,026,,26,026__,Hengelo - Oldenzaal Grens,Hgl-Odzg,Hengelo - Oldenzaal Grens ,22.79342,"22,793420",Noord-Oost,NO,Twente,32,BASIS,Twente,BASIS,Noord-Oost,NO,ProRail,257449.801,479422.418854,52.29323289,6.88898304,0.898919,283,gerealiseerd,,Ja,0.898919,3.86645913285338
804,a7e3e2009a4c446fe05332a1e90acaf2,2020/06/29 09:30:04+00,L0004,Prorail,bestaand,0,open verharding,078,,78,078__,Uitgeest - Zaandam,Hdr-Zd,Den Helder - Zaandam ,59.373401,"59,373401",Randstad Noord,RN,Alkmaar,7,BASIS,Hollands Noorderkwartier,BASIS,Randstad Noord,RN,ProRail,109687.308,502954.20567,52.51238879,4.71971338,1.058148,283,gerealiseerd,,,1.058148,4.45726181447468
805,a7e3e20099ea446fe05332a1e90acaf2,2022/02/11 10:26:29+00,L0004,Prorail,bestaand,0,gesloten verharding,078,,78,078__,Uitgeest - Zaandam,Hdr-Zd,Den Helder - Zaandam ,68.924211,"68,924211",Randstad Noord,RN,Alkmaar,7,BASIS,Hollands Noorderkwartier,BASIS,Randstad Noord,RN,ProRail,115482.4615,496860.243623,52.458072,4.80579673,2.93817,283,gerealiseerd,,,2.9381705,6.86873672572401
806,64cedc96129744e3983510765d555e13,2021/04/08 13:10:40+00,L0004,Prorail,bestaand,0,open verharding,027,,27,027__,Diemen - Duivendrecht,Gpda-Asra,Gaasperdammerweg Aansl. - Amsterdam Riekerpolder Aansl. ,149.110983,"149,110983",Randstad Noord,RN,Duivendrecht,10,BASIS,Amstelsepoort,BASIS,Randstad Noord,RN,ProRail,125312.707026,482426.036,52.32896826,4.95169732,18.818337,283,gerealiseerd,,Ja,18.818337,20.5320558323397
807,2234a87e11f546c8a8ebcaff8141f300,2021/09/08 13:18:07+00,L0004,Prorail,bestaand,0,open verharding,144,a,144,144_a,Duivendrecht - Amsterdam Riekerpolder,Gpda-Asra,Gaasperdammerweg Aansl. - Amsterdam Riekerpolder Aansl. ,157.094889,"157,094889",Randstad Noord,RN,Duivendrecht,10,BASIS,Amstelsepoort,BASIS,Randstad Noord,RN,ProRail,118121.08779,483450.0755,52.3377363,4.8460896,6.989653,283,gerealiseerd,,Ja,6.989653,14.7458863276615
808,170ade23367ff2d73e050210a7e24429,2015/08/27 10:06:37+00,G0599,Rotterdam,bestaand,0,open verharding,950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,Bot-Mvt,"Rotterdam, Botlek - Rotterdam, Emplacement Maasvlakte",28.666448,"28,666448",Randstad Zuid,RZ,Europoort,4,BASIS,Zee-Zevenaar,BASIS,Randstad Zuid,RZ,ProRail,71766.946946,437668.48,51.92126375,4.17725061,10.69147,283,gerealiseerd,,,10.69147,21.743526220563
809,bb228cc0c2634f2c8de3946c110539a5,2015/07/14 10:20:54+00,L0004,Prorail,bestaand,0,gesloten verharding,009,,9,009__,Meppel - Leeuwarden,Zl-Lw,Zwolle - Leeuwarden ,115.170756,"115,170756",Noord-Oost,NO,Friesland,36,BASIS,Wadden,BASIS,Noord-Oost,NO,ProRail,203659.901,534195.717953,52.7928485,6.10859169,4.778428,283,gerealiseerd,,Ja,4.778428,10.9381927114613
810,9e890c79c13619fde05332a1e90a3664,2020/03/03 16:36:32+00,L0004,Prorail,bestaand,0,gesloten verharding,009,,9,009__,Meppel - Leeuwarden,Zl-Lw,Zwolle - Leeuwarden ,136.228393,"136,228393",Noord-Oost,NO,Friesland,36,BASIS,Wadden,BASIS,Noord-Oost,NO,ProRail,191459.772,551336.06054,52.94783212,5.92964268,2.34685,283,gerealiseerd,,,2.3468495,6.73293504537124
811,12ed2c1f7c614666994f502fdb704742,2022/04/28 10:07:49+00,L0004,Prorail,bestaand,0,gesloten verharding,013,,13,013__,Herfte Aansl. - Meppel,Zl-Lw,Zwolle - Leeuwarden ,98.310184,"98,310184",Noord-Oost,NO,Overijssel,34,BASIS,Drenthe,BASIS,Noord-Oost,NO,ProRail,209910.544698,520561.5385,52.66973357,6.19897871,10.344685,283,gerealiseerd,,Ja,10.3446845,21.8023734898358
812,9e890c79c3f919fde05332a1e90a3664,2020/03/03 16:36:43+00,L0004,Prorail,bestaand,0,gesloten verharding,009,,9,009__,Meppel - Leeuwarden,Zl-Lw,Zwolle - Leeuwarden ,112.796472,"112,796472",Noord-Oost,NO,Friesland,36,BASIS,Wadden,BASIS,Noord-Oost,NO,ProRail,205940.0415,533555.470665,52.78688576,6.14229292,2.742547,283,gerealiseerd,,,2.742547,6.67783965716985
813,9e890c79c3c119fde05332a1e90a3664,2022/07/06 09:57:31+00,L0004,Prorail,bestaand,0,gesloten verharding,009,,9,009__,Meppel - Leeuwarden,Zl-Lw,Zwolle - Leeuwarden ,113.073971,"113,073971",Noord-Oost,NO,Friesland,36,BASIS,Wadden,BASIS,Noord-Oost,NO,ProRail,205671.178,533624.014529,52.78752689,6.13831843,3.255338,283,gerealiseerd,,Nee,3.2553385,7.33317183110438
814,de9da7c181eb4b67be0a7699121ebc95,2021/09/27 13:34:12+00,L0004,Prorail,bestaand,0,open verharding,013,,13,013__,Herfte Aansl. - Meppel,Zl-Lw,Zwolle - Leeuwarden ,99.570513,"99,570513",Noord-Oost,NO,Overijssel,34,BASIS,Drenthe,BASIS,Noord-Oost,NO,ProRail,209733.138242,521812.11,52.68098935,6.19656326,4.99559,283,gerealiseerd,,Ja,4.99559,12.406218542719
815,1e33a014b1dc4ace8c16caf27cb43909,2019/08/12 15:23:53+00,G0363,Amsterdam,bestaand,0,gesloten verharding,485,g,485,485_g,Amsterdam Hemhaven (gebied),Phw-Ctl,Petroleumhavenweg - Coentunnel ,250.384809,"250,384809",Randstad Noord,RN,n.v.t.,,,n.v.t.,BASIS,n.v.t.,,Strukton Rail Short Line,119035.7525,491517.151,52.41029772,4.8586464,2.268128,283,gerealiseerd,,Nee,2.268128,6.81468216841488
816,b005aa922009443abb1065e196313fba,2015/10/30 09:53:03+00,L0004,Prorail,bestaand,0,open verharding,228,,228,228__,Lage Zwaluwe - s Hertogenbosch,Zlw-Hzl,Lage Zwaluwe - Hooge Zwaluwe ,2.094999,"2,094999",Zuid,Z,Roosendaal,19,BASIS,Zeeland,BASIS,Zuid,Z,ProRail,106140.717,409802.539763,51.67489076,4.68082323,0.663775,283,gerealiseerd,,Ja,0.6637755,3.987336571958
817,a55b0aa5d9247e58e05332a1e90abb40,2020/06/05 13:47:57+00,L0004,Prorail,bestaand,0,open verharding,305,,305,305__,Stadskanaal Hoofdstation - Zuidbroek,Skn-Zb,Stadskanaal Hoofdstation - Zuidbroek ,14.978776,"14,978776",Noord-Oost,NO,Drenthe,35,BASIS,Drenthe,BASIS,Noord-Oost,NO,ProRail,255386.8165,569731.219857,53.10498337,6.8862017,2.524145,283,gerealiseerd,,,2.524145,6.59419348990079
818,a55b0aa5d9357e58e05332a1e90abb40,2020/06/05 13:50:35+00,L0004,Prorail,bestaand,0,open verharding,305,,305,305__,Stadskanaal Hoofdstation - Zuidbroek,Skn-Zb,Stadskanaal Hoofdstation - Zuidbroek ,15.034373,"15,034373",Noord-Oost,NO,Drenthe,35,BASIS,Drenthe,BASIS,Noord-Oost,NO,ProRail,255417.1455,569777.935858,53.10539737,6.88666894,2.357593,283,gerealiseerd,,,2.3575935,6.37710761796252
