Ministerie;Leveranciers;3000 - Uitbesteden overig;3110 - Uitbesteden organisatie- en formatieadviesopdrachten;3120 - Uitbesteden beleidsadvies- en onderzoeksopdrachten;3130 - Uitbesteden communicatieadvies;3140 - Uitbesteden juridisch adviesopdrachten;3150 - Uitbesteden automatiseringsadvies;3160 - Uitbesteden accountancy en financien;Eindtotaal
EZ;Nieman Raadgevende Ingenieurs B.V.;;;3;;;;;3
EZ;Nienke Dijkstra;;;1;;;;;1
EZ;Nieuwe of Litteraire Sociëteit De Witte;;;1;;;;;1
EZ;Nigeria Netherlands Solutions (NNS);;;1;;;;;1
EZ;Nimo Security;;;1;;;;;1
EZ;Nines B.V.;;;1;;;;;1
EZ;NL-D. Communicatie;;;2;;;;;2
EZ;NLO Shieldmark B.V.;;;1;;;;;1
EZ;Noclichés B.V.;;;1;;;;;1
EZ;Nom;;;1;;;;;1
EZ;Noorderwit;;;1;;;;;1
EZ;Noordtij B.V.;;;1;;;;;1
EZ;NoProblemMusic;;;1;;;;;1
EZ;Nordhauzen Communications;;;1;;;;;1
EZ;North South Consulting;;;1;;;;;1
EZ;Notariskantoor Roerdalen;;;;;2;;;2
EZ;Notebomers Bouw B.V.;;;1;;;;;1
EZ;Novotel Den Haag;;;1;;;;;1
EZ;Novotel Den Haag World Forum;;;1;;;;;1
EZ;NRJ Architectuur;;;1;;;;;1
EZ;Nuclear Research and Consultancy Group;;;2;;;;;2
EZ;NVM en Taxateurs in onroerende goederen NVM;;;1;;;;;1
EZ;NZH Travel Excursions;;;1;;;;;1
EZ;Oase Beach Exploitatie B.V.;;;3;;;;;3
EZ;Oberon B.V.;;;2;;;;;2
EZ;OBT B.V.;;;1;;;;;1
EZ;Ocean Space Consult;;;4;;;;;4
EZ;Odura;;;3;;;;;3
EZ;Office Support Midden Holland B.V.;;;1;;;;;1
EZ;OK-worx;;;1;;;;;1
EZ;Olga Plokhooij;;;1;;;;;1
EZ;Onderzoeksbureau MARINX;;;2;;;;;2
EZ;Onderzoeksbureau Onderzoekend Leren;;;1;;;;;1
EZ;One More Question (Journalism & Media);;;2;;;;;2
EZ;One to Watch B.V.;;;2;;;;;2
EZ;OneWhitePixel;;;1;;;;;1
EZ;OnlyHuman B.V.;;;2;2;;;;3
EZ;Ons Buro B.V.;;;1;;;;;1
EZ;Ontwerpwerk B.V.;;;2;;;;;2
EZ;Oogenlust B.V.;;;3;;;;;3
EZ;Op Hodenpijl;;;1;;;;;1
EZ;Oprit Duurzaamheid;;;1;;;;;1
EZ;Optima Forma B.V.;;;2;;;;;2
EZ;OranjeMund;;;1;;;;;1
EZ;Orbital Eye B.V.;;;1;;;;;1
EZ;Orchard Finance Consultants;;;2;;;;;2
EZ;Ordina Beheer & Outsourcing;7;;;;;;;7
EZ;Org.-id B.V.;;;2;;;;;2
EZ;Orga Architect;;;1;;;;;1
EZ;Organiq B.V.;;;2;;;;;2
EZ;Origame B.V.;;;2;;;;;2
EZ;Orion Innovation;;;2;;;;;2
EZ;Orléon;;;1;;;;;1
EZ;ORTEC Finance B.V.;;;2;;;;;2
EZ;Oscillating Foil Development;;;2;;;;;2
EZ;OTV Wageningen;;;2;;;;;2
EZ;Oudaen B.V.;;;1;;;;;1
EZ;Outside The Box B.V.;;;1;;;;;1
EZ;Over Morgen;;;2;;;;;2
EZ;Overview B.V.;;;2;;;;;2
EZ;P. de Waard;;;1;;;;;1
EZ;P.J.M. van Domburg Advies;;;2;;;;;2
EZ;P.M. van der Zanden B.V.;;;2;;;;;2
EZ;P2 Proces- en Projectmanagers B.V.;;;3;;;;;3
EZ;PACT Public Affairs B.V.;;;1;;;;;1
EZ;Palladio Groep B.V.;;;2;;;;;2
EZ;Pam B.V.;;;3;;;;;3
EZ;Pamela Potters;;;1;;;;;1
EZ;Panteia B.V.;;;5;;;;;5
EZ;Pardon Consult;;;1;;;;;1
EZ;Park Plaza Utrecht;;;1;;;;;1
EZ;Partners for Innovation B.V.;;;4;;;;;4
EZ;Pau Bureau v. Planadvies en -Uitvoering B.V.;;;4;;;;;4
EZ;Paul Dral Communicatie;;;2;;;;;2
EZ;Paul Dral Holding B.V.;;;2;;;;;2
EZ;PCextreme;;;1;;;;;1
EZ;Pels Rijcken & Droogleever Fortuijn N.V.;;;;;2;;;2
EZ;Peredour Tekst en Thema's;;;2;;;;;2
EZ;Performis B.V.;;;1;;;;;1
EZ;Periplus Archeomare B.V.;;;2;;;;;2
EZ;Periplus Consultancy B.V.;;;4;;;;;4
EZ;Phaff Export Marketing B.V.;;;1;;;;;1
EZ;Phaos Advies B.V.;;;1;;;;;1
EZ;PHEROBANK B.V.;;;1;;;;;1
EZ;Pignon;;;2;;;;;2
EZ;PIN-NL;;;2;;;;;2
EZ;Planmaat;;;1;;;;;1
EZ;Plansup;;;3;;;;;3
EZ;Plant E B.V.;;;1;;;;;1
EZ;Plant Lighting B.V.;;;4;;;;;4
EZ;Plant One B.V.;;;2;;;;;2
EZ;Platform Hout in Nederland;;;2;;;;;2
EZ;Platform VMBO Dienstverlening & Product;;;1;;;;;1
EZ;Pluimveepraktijk Noord & Oost B.V.;;;2;;;;;2
EZ;Poelmann van den Broek N.V.;;;;;1;;;1
EZ;Point to Point Communicatie B.V.;;;2;1;;;;2
EZ;Pol & Pol;;;2;;;;;2
EZ;Policy Research Corporation Nederland B.V.;;;2;;;;;2
EZ;Pondera Consult B.V.;;;2;;;;;2
EZ;Port Consultants Rotterdam B.V.;;;3;;;;;3
EZ;Postillion Hotels B.V.;;;1;;;;;1
EZ;Power Human Reinforce Management;;;1;;;;;1
EZ;PPO/PRI Praktijkonderzoek AGV/LEI;;;2;;;;;2
EZ;PPRC B.V.;;;;;;2;;2
EZ;PPT Design B.V.;2;;;;;;;2
EZ;Prakt.ond. Plant & Omg./Plant Research Int.;;;4;;;;;4
EZ;Prestop Rental B.V.;;;1;;;;;1
EZ;Pricewaterhousecoopers Accountants N.V.;;;6;;;;;6
EZ;Pricewaterhousecoopers Advisory N.V.;;;5;;;;;5
EZ;Printshop Sliedrecht;;;1;;;;;1
EZ;Prisma Meten en Uitzetten B.V.;;;1;;;;;1
EZ;Prison Watch;;;1;;;;;1
EZ;Privacy Management Partners Coöperatie UA;;;2;;;;;2
EZ;Pro Holding B.V.;;;1;;;;;1
EZ;Pro Monitoring B.V.;;;1;;;;;1
EZ;Procede Biomass B.V.;;;1;;;;;1
EZ;Prodea Consulting;;;4;;;;;4
EZ;proDO advies;;;2;;;;;2
EZ;proDO Consult;;;3;;;;;3
EZ;Producenten Organisatie Varkenshouderij;;;2;;;;;2
EZ;Profect Consultancy B.V.;;;2;;;;;2
EZ;Profound Advisers in Development B.V.;;;5;;;;;5
EZ;Profource B.V.;5;;2;;;2;2;5
EZ;Projactive Project Management B.V.;;;;2;;;;2
EZ;Project 13;;;2;;;;;2
EZ;Projecten LTO Noord;;;3;;;;;3
EZ;Promenade Hotel B.V.;;;2;;;;;2
EZ;Prosu B.V.;;;2;;;;;2
EZ;Pro-Time Content B.V.;;;2;;;;;2
EZ;Protocolbureau;;;2;;;;;2
EZ;ProVerde B.V.;;;3;;;;;3
EZ;Psps Consultants;;;2;;;;;2
EZ;Public Partners;;;1;;;;;1
EZ;Public Result;;;1;;;;;1
EZ;Public Servants B.V.;;;1;;;;;1
EZ;Public Support Groep B.V.;;;1;;;;;1
EZ;PubliContact B.V.;;;3;;;;;3
EZ;Q-Point B.V.;;;3;;;;;3
EZ;Quadraam Krachtwerk B.V.;;;2;;;;;2
EZ;Quality Services Certification (QSC) B.V.;;;1;;;;;1
EZ;Quantes Grafimedia B.V.;;;1;;;;;1
EZ;Quickboats Europe B.V.;;;1;;;;;1
EZ;Quintens Advies & Management B.V.;;;2;;;;;2
EZ;Quite Write;;;;1;;;;1
EZ;Raadg. Ingenieursbur. Wiertsema & Partn. B.V.;;;2;;;;;2
EZ;Rabo Development B.V.;;;2;;;;;2
EZ;Rabo International Advisory Services (RIAS);;;2;;;;;2
EZ;Radiation Experts B.V.;;;1;;;;;1
EZ;Rainbow Collection B.V.;;;1;;;;;1
EZ;Ramsingh Interim Support;;;2;;;;;2
EZ;Randstad Uitzendbureau;2;;;;;;;2
EZ;RAVON;;;5;;;;;5
EZ;RBOI Adv.bur. Ruimt. Bel., Ontw. & Inr. B.V.;;;2;;;;;2
EZ;RBOI B.V.;;;1;;;;;1
EZ;Re/Gent B.V.;;;1;;;;;1
EZ;Realink Consultancy B.V.;;;1;;;;;1
EZ;Rebel Economics & Transactions B.V.;;;2;;;;;2
EZ;Rebel Energy B.V.;;;3;;;;;3
EZ;Rebel Strategy & Finance B.V.;;;2;;;;;2
EZ;Rebelgroup Advisory B.V.;;;4;;;;;4
EZ;RebelGroup International B.V.;;;3;;;;;3
EZ;Rebels Advies;;;2;;;;;2
EZ;Red Ball Consultancy;;;1;;;;;1
EZ;REDDY Solutions;;;1;;;;;1
EZ;Regardz Business Center;;;1;;;;;1
EZ;RegelDirect;;;;2;;;;2
EZ;Regulator;;;2;;;;;2
EZ;Regus Amsterdam B.V.;;;4;;;;;4
EZ;Rens de Jong Producties;;;1;;;;;1
EZ;Rentokil hygiene;;;4;;;;;4
EZ;Reputatiegroep B.V.;;;1;;;;;1
EZ;Rescon B.V.;;;1;;;;;1
EZ;Research voor Beleid B.V.;;;5;;;;;5
EZ;Restaurant Christian;;;1;;;;;1
EZ;Restaurant De Boet;;;1;;;;;1
EZ;Restaurant Eindeloos;;;1;;;;;1
EZ;Restaurant Lounge van der Dussen;;;1;;;;;1
EZ;Restaurant Meneer Buscourr;;;1;;;;;1
EZ;Restaurant Mero;;;1;;;;;1
EZ;Restaurant Saigon;;;1;;;;;1
EZ;Restaurant Seinpost;;;1;;;;;1
EZ;Restaurant Wilhelminapark B.V.;;;1;;;;;1
EZ;R-Fotografie;;;1;;;;;1
EZ;Rho Adviseurs B.V.;;;4;;;;;4
EZ;Right Marktonderzoek en Advies B.V.;;;1;;;;;1
EZ;Rigo Research en Advies B.V.;;;1;;;;;1
EZ;RijnmondICT;;;1;;;;;1
EZ;Rijnveld Beleidsmediation;;;2;;;;;2
EZ;RIKILT;;;7;;;;;7
EZ;Rob Berkers Advies;;;2;;;;;2
EZ;Robbers en van den Hoogen B.V.;;;1;;;;;1
EZ;ROC Nijmegen;;;3;;;;;3
EZ;RoHu ontwerp;;;1;;;;;1
EZ;Roland Kupers Consultancy;;;2;;;;;2
EZ;Rolf Groundwater Services;;;2;;;;;2
EZ;ROM3D;;;2;;;;;2
EZ;Ronald Mossou Photography;;;1;1;;;;1
EZ;Rondeel Barneveld B.V.;;;1;;;;;1
EZ;RonilLA Snellen;;;1;;;;;1
EZ;Room Mate Amsterdam B.V.;;;1;;;;;1
EZ;Roosegaarde Holding B.V.;;;1;;;;;1
EZ;Roots Beleidsadvies;;;1;;;;;1
EZ;Rostra B.V.;;;1;;;;;1
EZ;Rottenberg Algemene Zaken B.V.;;;2;;;;;2
EZ;RS Vision Expo B.V.;;;1;;;;;1
EZ;Ruben Jorksveld Fotografie;;;1;;;;;1
EZ;RuigrokNetPanel B.V.;;;2;;;;;2
EZ;Ruigwerk;;;1;;;;;1
EZ;Ruijtenbeek Advice B.V.;;;2;;;;;2
EZ;Rulemanagement Group B.V.;;;;;;1;;1
EZ;RW Media;;;;1;;;;1
EZ;RWI Consultancy & Counseling;;;2;;;;;2
EZ;Sabel Communicatie B.V.;;;3;;;;;3
EZ;Sabern B.V.;;;1;;;;;1
EZ;Saint Trofee;;;1;;;;;1
EZ;Salarisprofs B.V.;;;2;;;;;2
EZ;Salie & Citroen;;;1;;;;;1
EZ;Samenwerking Utrecht West;;;1;;;;;1
EZ;Samenwerkingsv.Nation.Parken;;;2;;;;;2
EZ;Sander Koenen, journalist en fotograaf;;;2;2;;;;2
EZ;Sandy Dane;;;1;;;;;1
EZ;Sarvision B.V.;;;2;;;;;2
EZ;Sas Consultancy;;;4;;;;;4
EZ;SBR;;;2;;;;;2
EZ;Scenarios 4 Summits B.V.;;;4;;;;;4
EZ;Scheepvaart en Transport College;;;2;;;;;2
EZ;Schepers Communicatie Advies Beheer B.V.;;;1;;;;;1
EZ;Schiphol Nederland B.V.;;;1;;;;;1
EZ;Schipper Safestore B.V.;;;;;;1;;1
EZ;Scholten Awater B.V.;;;;;;1;;1
EZ;Schrijf-Schrijf, Creat.Concepten & Tekstprod.;;;2;;;;;2
EZ;Schuttelaar & Partners, Maatsch. Comm. B.V.;;;4;;;;;4
EZ;Sciomino B.V.;;;1;;;;;1
EZ;SD Communicatie B.V.;;;1;;;;;1
EZ;Seafood Trade Intelligence Portal B.V. i.o.;;;1;;;;;1
EZ;Search & Co Groep;;;1;;;;;1
EZ;Sease;;;1;;;;;1
EZ;SEc2 - Systems Engineering Coach. & Consult.;;;3;;;;;3
EZ;Securitas Beveiliging B.V.;;;2;;;;;2
EZ;Senergy Consult;;;2;;;;;2
EZ;Servicenet Nat. Landschappen Coöperatief UA;;;2;;;;;2
EZ;Seyst Finance & Strategy B.V.;;;1;;;;;1
EZ;SGS;;;1;;;;;1
EZ;SGS Nederland;;;1;;;;;1
EZ;SGS Nederland B.V.;;;5;;;;;5
EZ;Shaking Networks;2;;;;;;;2
EZ;Shared Business B.V.;;;2;;;;;2
EZ;shareNL;;;2;;;;;2
EZ;Shoot Management B.V.;;;2;;;;;2
EZ;SHR B.V.;;;1;;;;;1
EZ;Sia Partners;;;3;;;;;3
EZ;SietsQo.nl;;;;1;;;;1
EZ;Sifratex;;;1;;;;;1
EZ;Sigma Laser Vision;;;1;;;;;1
EZ;Significant B.V.;;;3;;;;;3
EZ;SILO;;;1;;;;;1
EZ;Silverback;;;3;;;;;3
EZ;Simonis Oude Visafslag B.V.;;;1;;;;;1
EZ;Sira Consulting B.V.;3;;5;;;;;6
EZ;Sirene Grafisch Ontwerpers;;;1;;;;;1
EZ;SiRM B.V.;;;3;;;;;3
EZ;Skils B.V.;1;;;;;;;1
EZ;Sky Promotions B.V.;;;2;;;;;2
EZ;SkyGeo Netherlands B.V.;;;4;;;;;4
EZ;Slem;;;1;;;;;1
EZ;SlimmeVos.nl;;;1;;;;;1
EZ;Slootweg en van Schooten;;;2;;;;;2
EZ;Sme Advies;;;2;;;;;2
EZ;SMS Europe;;;1;;;;;1
EZ;SNS REAAL;;;1;;;;;1
EZ;Snuverink Advies;;;1;;;;;1
EZ;Socius Partnerships;;;1;;;;;1
EZ;Soesterduinen B.V.;;;1;;;;;1
EZ;Software Improvement Group B.V.;;;2;;;;;2
EZ;SoftwareONE B.V.;2;;2;;;;;2
EZ;Sogeti Nederland B.V.;8;;2;;;7;;9
EZ;Sohum Holding B.V.;;;1;;;;;1
EZ;SOIL;;;1;;;;;1
EZ;Solabcool B.V.;;;1;;;;;1
EZ;SolBeach;;;1;;;;;1
EZ;Soma Bedrijfsopleidingen;;;3;;;;;3
EZ;Sovon Vogelonderzoek Nederland;;;5;;;;;5
EZ;Spacetalk B.V.;;;2;;;;;2
EZ;Spandonk Sourcing Support;;;2;;;;;2
EZ;Sparkling Projects Beheer B.V.;;;2;;;;;2
EZ;Sparring Partner in Retail B.V.;;;2;;;;;2
EZ;Special Balloon Services;;;1;;;;;1
EZ;SPF-Gezonde Varkens;;;2;;;;;2
EZ;SPPS Consultants B.V.;;;2;;;;;2
EZ;Sprite-IT Managed Services B.V.;;;3;;;;;3
EZ;Sproutside B.V.;;;2;;;;;2
EZ;SRK Rechtsbijstand;;;;;1;;;1
EZ;St.stg. Ver. v. Zoogdierk. en Zoogdierbesch.;;;2;;;;;2
EZ;Stadsruim B.V.;;;2;;;;;2
EZ;Start People;6;;;;;;;6
EZ;STC-Group Scheepvaart en Transport College;;;3;;;;;3
EZ;Stedin;;;1;;;;;1
EZ;StefanWijers.nl;;;1;;;;;1
EZ;Stem-Techniek en Marketing B.V.;;;1;;;;;1
EZ;Stéphanie van Oostrum;;;2;;;;;2
EZ;Stern Partyservice;;;1;;;;;1
EZ;Stg. Beheer Drd.gld. Advocatuur, NautaDutilh;;;1;;;;;1
EZ;Stg. Bur. Commissie v.d. Mil.-Effectrapport.;;;4;;;;;4
EZ;Stg. Centr. voor Arbeidsverhoud. Overh.pers.;;;1;;;;;1
EZ;Stg. Comm. Int. Sam.werk. en Duurz. Ontwikk.;;;3;;;;;3
EZ;Stg. Crow, kennisplatf. infrastruct., verkeer;;;1;;;;;1
EZ;Stg. Duurz. Ontwik. Nederland Suriname (DONS);;;2;;;;;2
EZ;Stg. European Centre for Eco and Agro Tourism;;;6;;;;;6
EZ;Stg. European Invertebrate Survey Nederland;;;2;;;;;2
EZ;Stg. Instit. voor Maatschappelijke Innovatie;;;1;;;;;1
EZ;Stg. Int. Instit. voor Luchten Ruimterecht;;;1;;;;;1
EZ;Stg. Kenniscentrum Arbeid & Longaandoeningen;;;2;;;;;2
EZ;Stg. Nat. Lucht- en Ruimtevaartlaboratorium;;;4;;;;;4
EZ;Stg. Ned. Centrum v. Handelsbevordering;;;5;;;;;5
EZ;Stg. Ned. Inst. voor Int. Betr. 'Clingend.';;;5;;;;;5
EZ;Stg. Ned.-Afrikaans Centr. voor Handelsbev.;;;4;1;;;;4
EZ;Stg. Nederl. Ind. voor Defensie en Veiligheid;;;1;;;;;1
EZ;Stg. Nederlands Inst. Van Register-Experts;;;2;;;;;2
EZ;Stg. Pens.fonds Benelux-Bur. Intell. Eigendom;;;1;;;6;;6
EZ;Stg. Samenw.verb. Prakt.opl. Bouw Z.-Holl. Z.;;;1;;;;;1
EZ;Stg. Studieproj. Market. Associatie Amsterdam;;;2;;;;;2
EZ;Stg. The Berlage, Cent. for Adv. Stud. in AUD;;;2;;;;;2
EZ;Stg. v. Fundamenteel Onderzoek der Materie;;;3;;;;;3
EZ;Stg. Werkgeversinst. Soc. Cult.Werk Rotterdam;;;2;;;;;2
EZ;Stibbe N.V.;2;;;;;;;2
EZ;Sticht. Centr. For Int. Legal Cooperation;;;4;;;;;4
EZ;Sticht. HAS KennisTransfer en Bedr.opleid.;;;2;;;;;2
EZ;Sticht. Kennis van het Noordelijke Platteland;;;1;;;;;1
EZ;Sticht. NHTV internationale hogeschool Breda;;;2;;;;;2
EZ;Sticht. Techn. Centr. voor de Keramische Ind.;;;2;;;;;2
EZ;Sticht. voor Handelsbevordering Europa-Afrika;;;2;;;;;2
EZ;Stichting 2getherforNature Foundation;;;1;;;;;1
EZ;Stichting Abrona;;;1;;;;;1
EZ;Stichting Accessibility;;;1;;;;;1
EZ;Stichting Adviesbureau Onroerende Zaken;;;1;;;;;1
EZ;Stichting Aeres Groep;;;2;;;;;2
EZ;Stichting African Architecture Matters;;;1;;;;;1
EZ;Stichting Afrika-Studiecentrum;;;2;;;;;2
EZ;Stichting Anemoon;;;1;;;;;1
EZ;Stichting Antares;;;2;;;;;2
EZ;Stichting APS;;;2;;;;;2
EZ;Stichting Ark;;;1;;;;;1
EZ;Stichting AVINED;;;2;;;;;2
EZ;Stichting Bargerveen;;;4;;;;;4
EZ;Stichting Beheer Derdengelden Houthoff Buruma;;;;;1;;;1
EZ;Stichting Bijzonder;;;1;;;;;1
EZ;STICHTING Centre for Safety and Development;;;1;;;;;1
EZ;Stichting Centrum Particuliere Bouw (KUUB);;;1;;;;;1
EZ;Stichting Connekt;;;2;;;;;2
EZ;Stichting Crisislab;;;2;;;;;2
EZ;Stichting Dasuda Foundation;;;2;;;;;2
EZ;Stichting De Effenaar;;;1;;;;;1
EZ;Stichting De Groene Vogel Beesel;;;2;;;;;2
EZ;Stichting de Rode Hoed;;;1;;;;;1
EZ;Stichting Deltares;;;6;;;;;6
EZ;Stichting Dienst Landbouwkundig Onderzoek;;;3;;;;;3
EZ;Stichting Dirk III;;;2;;;;;2
EZ;Stichting Duik de Noordzee schoon;;;1;;;;;1
EZ;Stichting Duisenberg School of Finance;;;2;;;;;2
EZ;Stichting Dutch Green Building Council;;;2;;;;;2
EZ;Stichting Dutch Techcentre for Life Sciences;;;1;;;;;1
EZ;Stichting Dutchbasecamp;;;1;;;;;1
EZ;Stichting duurzame PABO;;;2;;;;;2
EZ;Stichting Duurzame Verbinding;;;1;;;;;1
EZ;Stichting EBF International Business Research;;;2;;;;;2
EZ;Stichting Economisch Instituut Midden en Kleinbedrijf (EIM);;;3;;;;;3
EZ;Stichting Economisch Instituut voor de Bouw;;;1;;;;;1
EZ;Stichting Energy Delta Institute;;;3;;;;;3
EZ;Stichting Energy Valley;;;2;;;;;2
EZ;Stichting Fonds Instituut Clingendael;;;3;;;;;3
EZ;Stichting Food Valley;;;1;;;;;1
EZ;Stichting Green Deal MKB-Nederland;;;4;;;;;4
EZ;Stichting Greenwish;;;3;;;;;3
EZ;Stichting GroenGelinkt;;;4;;;;;4
EZ;Stichting HAS Opleidingen;;;1;;;;;1
EZ;Stichting Herenboeren NL;;;3;;;;;3
EZ;Stichting Hermitage aan De Amstel;;;1;;;;;1
EZ;Stichting Het Groene Brein;;;5;;;;;5
EZ;Stichting Hibertad;;;2;;;;;2
EZ;Stichting HIER opgewekt;;;2;;;;;2
EZ;Stichting Hoger Beroepsonderwijs Haaglanden;;;1;;;;;1
EZ;Stichting Hogeschool Utrecht;;;2;;;;;2
EZ;Stichting Hogeschool van Arnhem en Nijmegen;;;1;;;;;1
EZ;Stichting Holland Pig;;;2;;;;;2
EZ;Stichting Immuno Valley;;;3;;;;;3
EZ;Stichting Innovatie Glastuinbouw;;;3;;;;;3
EZ;Stichting Innovatie Recreatie & Ruimte;;;2;;;;;2
EZ;Stichting Instituut voor Bouwrecht;;;2;;;;;2
EZ;Stichting Internat. Perscentrum 'Nieuwspoort';;;1;;;;;1
EZ;Stichting International New Town Institute;;;2;;;;;2
EZ;Stichting ISSO;;;3;;;;;3
EZ;Stichting iTrust Foundation;;;2;;;;;2
EZ;Stichting IUCN Nederlands Comité;;;4;;;;;4
EZ;Stichting IVN;;;2;;;;;2
EZ;Stichting Kennis voor Klimaat;;;2;;;;;2
EZ;Stichting Kennisbank Bouwfysica;;;1;;;;;1
EZ;Stichting Kenniscentrum Maatschappelijk Verantwoord Ondernem;;;6;;;;;6
EZ;Stichting Kenniscentrum Papier en Karton;;;4;;;;;4
EZ;Stichting Klimaatverbond;;;2;;;;;2
EZ;Stichting Koninklijke Rotterdamse Diergaarde;;;4;;;;;4
EZ;Stichting Kwaliteitsborging Installatiesector;;;2;;;;;2
EZ;Stichting Kwaliteits-Controle-Bureau;;;5;;;;;5
EZ;Stichting Life Sciences Health - TKI;;;2;;;;;2
EZ;Stichting Masterplan Duurzame Visserij;;;1;;;;;1
EZ;Stichting Mediamatic;;;2;;;;;2
EZ;Stichting Milieu Centraal;;;2;;;;;2
EZ;Stichting Milieukeur;;;3;;;;;3
EZ;Stichting Missing Chapter Foundation;;;2;;;;;2
EZ;Stichting Monitoring Zonnestroom;;;2;;;;;2
EZ;Stichting MVO Nederland;;;3;;;;;3
EZ;Stichting Natuur en Milieu;;;4;;;;;4
EZ;Stichting Natuur en Milieu Overijssel;;;2;;;;;2
EZ;Stichting Natuurinformatie;;;1;;;;;1
EZ;Stichting NBTC Holland Marketing;;;2;;;;;2
EZ;Stichting Nederlands Helsinki Comité;;;3;;;;;3
EZ;Stichting Nederlands Watermuseum;;;1;;;;;1
EZ;Stichting Nederlands-Frans Centrum voor Handelsbevordering;;;4;;;;;4
EZ;Stichting Nedworc Stip;;;1;;;;;1
EZ;Stichting Netherlands Water Partnership (Nwp);;;7;;;;;7
EZ;Stichting New World Campus;;;2;;;;;2
EZ;Stichting NJR het Bureau;;;2;;;;;2
EZ;Stichting Noorderslag;;;1;;;;;1
EZ;Stichting Oplaadpalen.nl;;;1;;;;;1
EZ;Stichting Our Common Future;;;2;;;;;2
EZ;Stichting PAO;;;1;;;;;1
EZ;Stichting Passief Bouwen.nl;;;2;;;;;2
EZ;Stichting Personeelsactiviteiten EL&I;;;1;;;;;1
EZ;Stichting Pharmaccess International;;;2;;;;;2
EZ;Stichting Photonics Cluster Netherlands;;;1;;;;;1
EZ;Stichting Pleio;;;1;;;;;1
EZ;Stichting Probos;;;4;;;;;4
EZ;Stichting Prosea Marine Education;;;4;;;;;4
EZ;Stichting RTS Products;;;1;;;;;1
EZ;Stichting Saxion;;;1;;;;;1
EZ;Stichting SBRCURnet;;;2;;;;;2
EZ;Stichting SEO Economisch Onderzoek;;;6;;;;;6
EZ;Stichting Service Logistics Forum;;;1;;;;;1
EZ;Stichting SHT;;;1;;;;;1
EZ;Stichting Sint Maartenskliniek;;;1;;;;;1
EZ;Stichting Smart Homes;;;2;;;;;2
EZ;Stichting Social Powerhouse;;;1;;;;;1
EZ;Stichting Socrates Nederland;;;2;;;;;2
EZ;Stichting Solidaridad;;;4;;;;;4
EZ;Stichting Springtij Festival Terschelling;;;1;;;;;1
EZ;Stichting Stenden Hogeschool;;;1;;;;;1
EZ;Stichting Stimular;;;1;;;;;1
EZ;Stichting Streekeigen Producten Nederland;;;2;;;;;2
EZ;Stichting Sustainable Finance Lab;;;2;;;;;2
EZ;Stichting Synchem Plus;;;1;;;;;1
EZ;Stichting T.M.C. Asser Instituut;;;4;;;;;4
EZ;Stichting time-2-move;;;1;;;;;1
EZ;Stichting TKI CLICKNL;;;1;;;;;1
EZ;Stichting TKI Switch2SmartGrids;;;2;;;;;2
EZ;Stichting TKI Urban Energy;;;1;;;;;1
EZ;Stichting TKI-Wind op Zee;;;2;;;;;2
EZ;Stichting Toegepast Onderzoek Waterbeheer;;;3;;;;;3
EZ;Stichting Tomato World;;;1;;;;;1
EZ;Stichting Top Institute Pharma;;;1;;;;;1
