OBJECTID;VOLTAGE_KABEL;CLASS_CABLE;CROSSSECTION;CABLE_TYPE;CABLE_MATERIAL;NOMINAL_VOLTAGE;YEAR_OF_CONSTRUCTION;EIGENAAR;STATUS_KABEL;LENGTH;INFOTEXT;DATE_MODIFIED;BEHEERDER_OMS;FUNCTIE_KABEL;OPNAMELIGGING
1021638;Openbare verlichting;Ondergronds;4 x 2,5;VO-YMvKas;Koper;400;2021;Gemeente Den Haag;In bedrijf;5.23;OV 4x2,5;2021-07-20;Gemeente Den Haag;Aansluiting;Analoog ingemeten
71;Openbare verlichting;Ondergronds;4 x 2,5;VO-YMvKas;Koper;400;;Gemeente Den Haag;In bedrijf;10.83; ;2013-08-20;Gemeente Den Haag;Aansluiting;Analoog ingemeten
1021648;Openbare verlichting;Ondergronds;4 x 16;VO-YMvKas;Koper;400;1930;Gemeente Den Haag;Reserve;1.65;OV 4x16;2021-07-20;Gemeente Den Haag;Distributie;Analoog ingemeten
81;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;1.45;OV Onb. 0;2011-09-21;Gemeente Den Haag;Aansluiting;Onbekend
82;Openbare verlichting;Ondergronds;4 x 2,5;VO-YMvKas;Koper;400;;Gemeente Den Haag;In bedrijf;9.48; ;2017-03-29;Gemeente Den Haag;Aansluiting;Analoog ingemeten
83;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;11.91;OV Onb. 0;2011-09-21;Gemeente Den Haag;Aansluiting;Onbekend
84;Openbare verlichting;Ondergronds;4 x 2,5;VO-YMvKas;Koper;400;;Gemeente Den Haag;In bedrijf;1.32;OV 4x2,5 CU;2014-04-16;Gemeente Den Haag;Aansluiting;Analoog ingemeten
85;Openbare verlichting;Ondergronds;4 x 2,5;VO-YMvKas;Koper;400;;Gemeente Den Haag;In bedrijf;1.19; ;2013-10-22;Gemeente Den Haag;Aansluiting;Analoog ingemeten
86;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;17.71;OV Onbekend Onb.;2017-03-09;Gemeente Den Haag;Aansluiting;Onbekend
1021637;Openbare verlichting;Ondergronds;4 x 2,5;VO-YMvKas;Koper;400;2021;Gemeente Den Haag;In bedrijf;5.51;OV 4x2,5;2021-07-20;Gemeente Den Haag;Aansluiting;Analoog ingemeten
89;Openbare verlichting;Ondergronds;4 x 2,5;VO-YMvKas;Koper;400;;Gemeente Den Haag;In bedrijf;1.86;OV 4x2,5 CU;2014-03-28;Gemeente Den Haag;Aansluiting;Analoog ingemeten
90;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;22.39;OV Onb. 0;2011-09-21;Gemeente Den Haag;Aansluiting;Onbekend
91;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;5.26;OV Onbekend Onb.;2017-03-08;Gemeente Den Haag;Aansluiting;Onbekend
67458;Openbare verlichting;Ondergronds;4 x 16;Onbekend;Koper;400;1962;Gemeente Den Haag;Reserve;40.31;OV 4x16 CU;2021-07-20;Gemeente Den Haag;Distributie;Analoog ingemeten
1;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;1.41;OV Onb. 0;2011-09-21;Gemeente Den Haag;Aansluiting;Onbekend
2;Openbare verlichting;Ondergronds;4 x 2,5;VO-YMvKas;Koper;400;;Gemeente Den Haag;In bedrijf;1.72; ;2013-05-07;Gemeente Den Haag;Aansluiting;Analoog ingemeten
3;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;1.31;OV Onb. 0;2017-03-30;Gemeente Den Haag;Aansluiting;Onbekend
5;Openbare verlichting;Ondergronds;4 x 2,5;VO-YMvKas;Koper;400;;Gemeente Den Haag;In bedrijf;6.71;OV 4x2,5 CU;2014-04-07;Gemeente Den Haag;Aansluiting;Analoog ingemeten
6;Openbare verlichting;Ondergronds;4 x 2,5;VO-YMvKas;Koper;400;;Gemeente Den Haag;In bedrijf;4.22; ;2013-12-02;Gemeente Den Haag;Aansluiting;Analoog ingemeten
7;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;8.06;OV Onb. 0;2011-09-21;Gemeente Den Haag;Aansluiting;Onbekend
8;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;22.42;OV Onb. 0;2011-09-21;Gemeente Den Haag;Aansluiting;Onbekend
9;Openbare verlichting;Ondergronds;4 x 2,5;VO-YMvKas;Koper;400;;Gemeente Den Haag;In bedrijf;9.77; ;2013-10-18;Gemeente Den Haag;Aansluiting;Analoog ingemeten
10;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;2.54;OV Onb. 0;2016-08-04;Gemeente Den Haag;Aansluiting;Onbekend
11;Openbare verlichting;Ondergronds;4 x 2,5;VO-YMvKas;Koper;400;;Gemeente Den Haag;In bedrijf;9.34; ;2013-08-26;Gemeente Den Haag;Aansluiting;Analoog ingemeten
12;Openbare verlichting;Ondergronds;4 x 2,5;VO-YMvKas;Koper;400;;Gemeente Den Haag;In bedrijf;1.53;OV 4x2,5 CU;2014-04-07;Gemeente Den Haag;Aansluiting;Analoog ingemeten
16;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;16.41;OV Onb. 0;2011-09-21;Gemeente Den Haag;Aansluiting;Onbekend
17;Openbare verlichting;Ondergronds;4 x 2,5;VO-YMvKas;Koper;400;;Gemeente Den Haag;In bedrijf;2.89; ;2013-05-28;Gemeente Den Haag;Aansluiting;Analoog ingemeten
19;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;1.34;OV Onb. 0;2011-09-21;Gemeente Den Haag;Aansluiting;Onbekend
20;Openbare verlichting;Ondergronds;4 x 2,5;VO-YMvKas;Koper;400;;Gemeente Den Haag;In bedrijf;1.39; ;2013-12-02;Gemeente Den Haag;Aansluiting;Analoog ingemeten
21;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;5.68;OV Onb. 0;2011-09-21;Gemeente Den Haag;Aansluiting;Onbekend
23;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;2.59;OV Onb. 0;2011-09-21;Gemeente Den Haag;Aansluiting;Onbekend
24;Openbare verlichting;Ondergronds;4 x 2,5;VO-YMvKas;Koper;400;;Gemeente Den Haag;In bedrijf;2.17; ;2013-08-02;Gemeente Den Haag;Aansluiting;Analoog ingemeten
25;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;11.52;OV Onb. 0;2011-09-21;Gemeente Den Haag;Aansluiting;Onbekend
26;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;1.43;OV Onb. 0;2011-09-21;Gemeente Den Haag;Aansluiting;Onbekend
28;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;22.67;OV Onb. 0;2013-01-11;Gemeente Den Haag;Aansluiting;Onbekend
30;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;16.93;OV Onb. 0;2011-09-21;Gemeente Den Haag;Aansluiting;Onbekend
31;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;4.19;OV Onb. 0;2011-09-21;Gemeente Den Haag;Aansluiting;Onbekend
32;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;13.39;OV Onbekend Onb.;2018-05-30;Gemeente Den Haag;Aansluiting;Onbekend
33;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;13.64;OV Onb. 0;2011-09-21;Gemeente Den Haag;Aansluiting;Onbekend
34;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;21.33;OV Onb. 0;2011-09-21;Gemeente Den Haag;Aansluiting;Onbekend
35;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;10.81;OV Onb. 0;2017-03-29;Gemeente Den Haag;Aansluiting;Onbekend
36;Openbare verlichting;Ondergronds;4 x 2,5;VO-YMvKas;Koper;400;;Gemeente Den Haag;In bedrijf;3.51; ;2014-02-25;Gemeente Den Haag;Aansluiting;Analoog ingemeten
37;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;2.89;OV Onb. 0;2011-09-21;Gemeente Den Haag;Aansluiting;Onbekend
39;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;15.39;OV Onb. 0;2013-05-03;Gemeente Den Haag;Aansluiting;Onbekend
40;Openbare verlichting;Ondergronds;4 x 2,5;VO-YMvKas;Koper;400;;Gemeente Den Haag;In bedrijf;1.52;OV 4x2,5 CU;2014-04-07;Gemeente Den Haag;Aansluiting;Analoog ingemeten
41;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;20.74;OV Onb. 0;2011-09-21;Gemeente Den Haag;Aansluiting;Onbekend
43;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;10.24;OV Onb. 0;2011-09-21;Gemeente Den Haag;Aansluiting;Onbekend
45;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;10.15;OV Onb. 0;2011-09-21;Gemeente Den Haag;Aansluiting;Onbekend
46;Openbare verlichting;Ondergronds;4 x 2,5;VO-YMvKas;Koper;400;;Gemeente Den Haag;Fysiek verwijderd;2.41; ;2016-06-29;Gemeente Den Haag;Aansluiting;Analoog ingemeten
48;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;6.28;OV Onb. 0;2011-09-21;Gemeente Den Haag;Aansluiting;Onbekend
50;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;1.65;OV Onb. 0;2011-09-21;Gemeente Den Haag;Aansluiting;Onbekend
51;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;4.34;OV Onb. 0;2011-09-21;Gemeente Den Haag;Aansluiting;Onbekend
52;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;1.11;OV Onb. 0;2011-09-21;Gemeente Den Haag;Aansluiting;Onbekend
54;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;10.03;OV Onb. 0;2011-09-21;Gemeente Den Haag;Aansluiting;Onbekend
55;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;24.57;OV Onb. 0;2011-09-21;Gemeente Den Haag;Aansluiting;Onbekend
311;Openbare verlichting;Ondergronds;4 x 2,5;VO-YMvKas;Koper;400;;Gemeente Den Haag;In bedrijf;25.36; ;2014-01-10;Gemeente Den Haag;Aansluiting;Analoog ingemeten
313;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;Fysiek verwijderd;1.49;OV Onb. 0;2017-05-15;Gemeente Den Haag;Aansluiting;Onbekend
314;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;Buiten bedrijf;1.35;OV Onb. 0;2018-05-31;Gemeente Den Haag;Aansluiting;Onbekend
316;Openbare verlichting;Ondergronds;4 x 2,5;VO-YMvKas;Koper;400;;Gemeente Den Haag;In bedrijf;1.05; ;2013-10-22;Gemeente Den Haag;Aansluiting;Analoog ingemeten
317;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;11.26;OV Onb. 0;2011-09-21;Gemeente Den Haag;Aansluiting;Onbekend
319;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;12.34;OV Onb. 0;2017-03-29;Gemeente Den Haag;Aansluiting;Onbekend
322;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;7.28;OV Onb. 0;2017-03-29;Gemeente Den Haag;Aansluiting;Onbekend
323;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;1.78;OV Onb. 0;2011-09-21;Gemeente Den Haag;Aansluiting;Onbekend
324;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;2.41;OV Onb. 0;2011-09-21;Gemeente Den Haag;Aansluiting;Onbekend
325;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;1.31;OV Onb. 0;2011-09-21;Gemeente Den Haag;Aansluiting;Onbekend
331;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;9.15;OV Onb. 0;2011-09-21;Gemeente Den Haag;Aansluiting;Onbekend
332;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;10.3;OV Onb. 0;2011-09-21;Gemeente Den Haag;Aansluiting;Onbekend
333;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;7.8;OV Onb. 0;2011-09-21;Gemeente Den Haag;Aansluiting;Onbekend
334;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;5.53;OV Onb. 0;2011-09-21;Gemeente Den Haag;Aansluiting;Onbekend
336;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;25.01;OV Onb. 0;2011-09-21;Gemeente Den Haag;Aansluiting;Onbekend
112;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;18.78;OV Onb. 0;2011-09-21;Gemeente Den Haag;Aansluiting;Onbekend
113;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;1.49;OV Onb. 0;2011-09-21;Gemeente Den Haag;Aansluiting;Onbekend
114;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;10.16;OV Onb. 0;2011-09-21;Gemeente Den Haag;Aansluiting;Onbekend
115;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;4.57;OV Onb. 0;2017-03-28;Gemeente Den Haag;Aansluiting;Onbekend
117;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;1.64;OV Onb. 0;2011-09-21;Gemeente Den Haag;Aansluiting;Onbekend
119;Openbare verlichting;Ondergronds;4 x 2,5;VO-YMvKas;Koper;400;;Gemeente Den Haag;In bedrijf;1.13; ;2013-08-06;Gemeente Den Haag;Aansluiting;Analoog ingemeten
120;Openbare verlichting;Ondergronds;4 x 2,5;VO-YMvKas;Koper;400;;Gemeente Den Haag;In bedrijf;1.38; ;2013-09-25;Gemeente Den Haag;Aansluiting;Analoog ingemeten
121;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;16.45;OV Onbekend Onb.;2017-03-30;Gemeente Den Haag;Aansluiting;Onbekend
123;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;10.27;OV Onb. 0;2013-04-12;Gemeente Den Haag;Aansluiting;Onbekend
125;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;11.67;OV Onb. 0;2011-09-21;Gemeente Den Haag;Aansluiting;Onbekend
126;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;5.93;OV Onb. 0;2011-09-21;Gemeente Den Haag;Aansluiting;Onbekend
128;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;8.12;OV Onb. 0;2011-09-21;Gemeente Den Haag;Aansluiting;Onbekend
129;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;7.28;OV Onb. 0;2011-09-21;Gemeente Den Haag;Aansluiting;Onbekend
133;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;7.3;OV Onb. 0;2011-09-21;Gemeente Den Haag;Aansluiting;Onbekend
134;Openbare verlichting;Ondergronds;4 x 2,5;VO-YMvKas;Koper;400;;Gemeente Den Haag;In bedrijf;7.05; ;2014-02-25;Gemeente Den Haag;Aansluiting;Analoog ingemeten
135;Openbare verlichting;Ondergronds;4 x 2,5;VO-YMvKas;Koper;400;;Gemeente Den Haag;In bedrijf;14.95; ;2013-08-21;Gemeente Den Haag;Aansluiting;Analoog ingemeten
136;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;1.1;OV Onb. 0;2017-03-29;Gemeente Den Haag;Aansluiting;Onbekend
137;Openbare verlichting;Ondergronds;4 x 2,5;VO-YMvKas;Koper;400;;Gemeente Den Haag;In bedrijf;1.5; ;2013-08-21;Gemeente Den Haag;Aansluiting;Analoog ingemeten
138;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;1.83;OV Onb. 0;2016-10-04;Gemeente Den Haag;Aansluiting;Onbekend
142;Openbare verlichting;Ondergronds;4 x 2,5;VO-YMvKas;Koper;400;;Gemeente Den Haag;In bedrijf;3.76; ;2013-12-03;Gemeente Den Haag;Aansluiting;Analoog ingemeten
143;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;2.05;OV Onb. 0;2011-09-21;Gemeente Den Haag;Aansluiting;Onbekend
144;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;5.33;OV Onb. 0;2016-05-18;Gemeente Den Haag;Aansluiting;Onbekend
145;Openbare verlichting;Ondergronds;4 x 2,5;VO-YMvKas;Koper;400;;Gemeente Den Haag;In bedrijf;10.43; ;2013-08-06;Gemeente Den Haag;Aansluiting;Analoog ingemeten
146;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;Fysiek verwijderd;1.58;OV Onb. 0;2016-11-08;Gemeente Den Haag;Aansluiting;Onbekend
