FID,datummutatie,naammuteerder,bron,status,genormeerd,type,objectnaam,rwsdienst,waterlichaam,beheerobjectcode,objectcode,kerendehoogte,drempelhoogte,doorstroombreedte,capaciteit,afvoerdebiet,profielurl,opmerkingen,brondocumentparameters,gdb_geomattr_data,shape
waterreguleringswerk_legger.11,2014-10-13T00:00:00,Fugro,CIV:BKN,Vastgesteld,0,Onbekend,Aflaatwerk De Slinge,ON,Twentekanalen, TK2.KR.L.21.387,,-99,-99,-99,-99,,https://downloads.rijkswaterstaatdata.nl/rws_legger/dwarsprofielen/_TK2.KR.L.21.387.html,,,,"POLYGON ((230154.67700000107 467075.2349999994, 230153.33999999985 467074.0520000011, 230151.33399999887 467076.8299999982, 230151.12099999934 467077.061999999, 230150.76799999923 467077.4470000006, 230148.60799999908 467080.0700000003, 230143.0009999983 467085.93400000036, 230143.11100000143 467086.0300000012, 230144.5780000016 467087.313000001, 230144.64699999988 467087.3740000017, 230149.5850000009 467081.09899999946, 230151.7969999984 467078.4239999987, 230152.18200000003 467077.94299999997, 230152.4140000008 467077.65300000086, 230154.67700000107 467075.2349999994))"
waterreguleringswerk_legger.12,2014-10-13T00:00:00,Fugro,CIV:BKN,Vastgesteld,0,Onbekend,In- en aflaatwerk Schipbeek,ON,Twentekanalen, K2.KR.L.23.000,,-99,-99,-99,-99,,https://downloads.rijkswaterstaatdata.nl/rws_legger/dwarsprofielen/_K2.KR.L.23.000.html,,,,"POLYGON ((231429.70100000128 468002.4690000005, 231421.19700000063 467994.6719999984, 231420.94999999925 467994.4450000003, 231416.73600000143 467998.9360000007, 231417.80099999905 467999.72300000116, 231417.69200000167 467999.83999999985, 231417.48099999875 468000.06700000167, 231415.125 468002.5940000005, 231411.6889999993 468006.2980000004, 231411.7100000009 468006.33300000057, 231411.94399999827 468006.5520000011, 231413.6000000015 468008.0920000002, 231415.6959999986 468005.9789999984, 231417.1409999989 468004.5240000002, 231419.61100000143 468002.03599999845, 231419.8440000005 468001.8020000011, 231419.88500000164 468001.76099999994, 231433.03400000185 468013.70600000024, 231437.1090000011 468009.26099999994, 231429.70100000128 468002.4690000005))"
waterreguleringswerk_legger.13,2014-10-13T00:00:00,Fugro,CIV:BKN,Vastgesteld,0,Onbekend,Inlaatwerk Herikvlier (Vitens),ON,Twentekanalen, TK2.KR.R.25.600,,-99,-99,-99,-99,,https://downloads.rijkswaterstaatdata.nl/rws_legger/dwarsprofielen/_TK2.KR.R.25.600.html,,,,"POLYGON ((233394.8359999992 469742.74500000104, 233394.811999999 469742.7120000012, 233393.51300000027 469741.08300000057, 233387.21799999848 469747.5529999994, 233387.71200000122 469748.01199999824, 233394.8359999992 469742.74500000104))"
waterreguleringswerk_legger.14,2014-10-13T00:00:00,Fugro,CIV:BKN,Vastgesteld,0,Onbekend,In- en Aflaatwerk Vlierbeek,ON,Twentekanalen, TK2.KR.R.28.105,,-99,-99,-99,-99,,https://downloads.rijkswaterstaatdata.nl/rws_legger/dwarsprofielen/_TK2.KR.R.28.105.html,,,,"POLYGON ((235485.3759999983 471115.01300000027, 235486.54399999976 471109.8060000017, 235492.67500000075 471111.2179999985, 235492.72300000116 471110.7800000012, 235488.58700000122 471109.7580000013, 235489.31700000167 471107.3740000017, 235486.39799999818 471106.5460000001, 235486.62200000137 471105.8900000006, 235487.2890000008 471103.94000000134, 235488.2950000018 471101, 235488.39299999923 471096.2800000012, 235489.4140000008 471092.8740000017, 235491.60300000012 471086.2109999992, 235491.44900000095 471086.1719999984, 235489.21700000018 471085.7019999996, 235489.07400000095 471085.6719999984, 235488.00299999863 471092.38699999824, 235487.12799999863 471095.9389999993, 235485.18100000173 471100.8049999997, 235484.2749999985 471103.7729999982, 235483.76999999955 471105.4270000011, 235480.60700000077 471104.6970000006, 235479.7800000012 471107.51999999955, 235476.71499999985 471106.8379999995, 235476.66600000113 471107.32499999925, 235482.26199999824 471108.58999999985, 235481.9699999988 471110.09800000116, 235482.9919999987 471110.4389999993, 235481.9699999988 471114.0399999991, 235485.3759999983 471115.01300000027))"
waterreguleringswerk_legger.15,2014-10-13T00:00:00,Fugro,CIV:BKN,Vastgesteld,0,Onbekend,Aflaatwerk Molenbeek,ON,Twentekanalen, K2.KR.L.28.100,,-99,-99,-99,-99,,https://downloads.rijkswaterstaatdata.nl/rws_legger/dwarsprofielen/_K2.KR.L.28.100.html,,,,"POLYGON ((235513.29899999872 471008.55700000003, 235506.8110000007 471006.65399999917, 235507.2419999987 471013.118999999, 235507.3299999982 471014.4389999993, 235502.72399999946 471029.76900000125, 235501.79399999976 471032.86400000006, 235499.1259999983 471036.3299999982, 235506.21700000018 471037.9510000013, 235506.2809999995 471037.98099999875, 235505.51399999857 471033.7289999984, 235506.13800000027 471030.63599999994, 235509.3200000003 471014.8720000014, 235509.9840000011 471013.81799999997, 235513.29899999872 471008.55700000003))"
waterreguleringswerk_legger.16,2014-10-13T00:00:00,Fugro,CIV:BKN,Vastgesteld,0,Onbekend,Aflaatwerk Poelsbeek,ON,Twentekanalen, K2.KR.L.29.510,,-99,-99,-99,-99,,https://downloads.rijkswaterstaatdata.nl/rws_legger/dwarsprofielen/_K2.KR.L.29.510.html,,,,"POLYGON ((236875.21499999985 471347.6000000015, 236877.30900000036 471343.9439999983, 236878.80000000075 471344.1220000014, 236880.1490000002 471343.73099999875, 236881.28400000185 471342.8440000005, 236882.20699999854 471341.2470000014, 236884.15900000185 471336.1710000001, 236870.61199999973 471332.79300000146, 236870.52800000086 471335.98999999836, 236869.43400000036 471339.35599999875, 236869.9389999993 471341.20699999854, 236872.96799999848 471342.5529999994, 236873.2199999988 471347.01199999824, 236871.6799999997 471353.20800000057, 236866.63199999928 471373.5150000006, 236865.9840000011 471376.1220000014, 236865.86100000143 471376.313000001, 236863.17599999905 471380.4679999985, 236862.44999999925 471381.5949999988, 236862.52100000158 471381.6090000011, 236862.5850000009 471381.6229999997, 236867.91699999943 471382.76900000125, 236867.91699999943 471376.76399999857, 236867.9200000018 471376.7109999992, 236868.59600000083 471374.01199999824, 236873.67799999937 471353.7349999994, 236875.21499999985 471347.6000000015))"
waterreguleringswerk_legger.17,2014-10-13T00:00:00,Fugro,CIV:BKN,Vastgesteld,0,Onbekend,Aflaatwerk Bolscherbeek,ON,Twentekanalen, TK2.KR.L.31.790,,-99,-99,-99,-99,,https://downloads.rijkswaterstaatdata.nl/rws_legger/dwarsprofielen/_TK2.KR.L.31.790.html,,,,"POLYGON ((239039.1330000013 472084.3299999982, 239038.92700000107 472084.1649999991, 239038.75400000066 472084.2729999982, 239038.6790000014 472084.3299999982, 239032.24300000072 472081.4829999991, 239032.24300000072 472081.4470000006, 239032.24700000137 472081.19000000134, 239032.03700000048 472081.11100000143, 239031.71700000018 472082.2729999982, 239031.64699999988 472082.5300000012, 239031.58300000057 472082.76199999824, 239031.12900000066 472089.23900000006, 239029.47899999842 472092.87000000104, 239028.4059999995 472095.22199999914, 239024.936999999 472098.69299999997, 239025.05099999905 472098.7410000004, 239025.1710000001 472098.79199999943, 239029.98800000176 472100.95699999854, 239030.2250000015 472101.0720000006, 239030.26000000164 472101.0870000012, 239030.83999999985 472096.12999999896, 239031.7890000008 472093.90199999884, 239033.35700000077 472090.188000001, 239038.01799999923 472085.4600000009, 239038.18200000003 472085.29300000146, 239039.1330000013 472084.3299999982))"
waterreguleringswerk_legger.18,2014-10-13T00:00:00,Fugro,CIV:BKN,Vastgesteld,0,Onbekend,Aflaatwerk Bentelerbeek,ON,Twentekanalen, TK2.KR.L.32.795,,-99,-99,-99,-99,,https://downloads.rijkswaterstaatdata.nl/rws_legger/dwarsprofielen/_TK2.KR.L.32.795.html,,,,"POLYGON ((239891.4200000018 472478.50499999896, 239886.5709999986 472476.57400000095, 239886.05600000173 472481.29399999976, 239883.9539999999 472484.9840000011, 239881.98000000045 472489.2320000008, 239880.28700000048 472490.9239999987, 239880.26300000027 472490.9479999989, 239880.75499999896 472491.17500000075, 239883.79399999976 472492.56599999964, 239883.94900000095 472492.6339999996, 239884.18100000173 472492.73999999836, 239884.3830000013 472490.17599999905, 239886.3139999993 472486.05700000003, 239887.85799999908 472482.15199999884, 239891.4200000018 472478.50499999896))"
waterreguleringswerk_legger.19,2014-10-13T00:00:00,Fugro,CIV:BKN,Vastgesteld,0,Onbekend,Aflaat Schonervelderleiding,ON,Twentekanalen, TK2.KR.L.33.270,,-99,-99,-99,-99,,https://downloads.rijkswaterstaatdata.nl/rws_legger/dwarsprofielen/_TK2.KR.L.33.270.html,,,,"POLYGON ((240324.50699999928 472664.62099999934, 240321.2419999987 472663.36499999836, 240320.15399999917 472665.6979999989, 240317.92300000042 472670.5390000008, 240317.19099999964 472672.12900000066, 240313.83999999985 472679.40300000086, 240313.98699999973 472679.46400000155, 240317.19900000095 472680.80900000036, 240317.45199999958 472680.9149999991, 240320.58999999985 472673.66699999943, 240321.26900000125 472672.09899999946, 240323.37000000104 472667.2470000014, 240324.30600000173 472665.08399999887, 240324.50699999928 472664.62099999934))"
waterreguleringswerk_legger.20,2014-10-13T00:00:00,Fugro,CIV:BKN,Vastgesteld,0,Onbekend,"Aflaatwerk sloot afwatering KM 0,625",ON,Twentekanalen, TK3.KR.L.0.625,,-99,-99,-99,-99,,https://downloads.rijkswaterstaatdata.nl/rws_legger/dwarsprofielen/_TK3.KR.L.0.625.html,,,,"POLYGON ((241378.49799999967 473497.73000000045, 241378.49799999967 473496.9979999997, 241376.07299999893 473497.0399999991, 241374.063000001 473497.07400000095, 241372.78200000152 473497.09600000083, 241371.62999999896 473497.1160000004, 241370.47800000012 473497.13599999994, 241347.57200000063 473497.5309999995, 241347.57200000063 473498.4620000012, 241370.47800000012 473497.9200000018, 241371.94299999997 473497.88500000164, 241373.01799999923 473497.8599999994, 241374.11800000072 473497.83399999887, 241378.14299999923 473497.73800000176, 241378.49799999967 473497.73000000045))"
waterreguleringswerk_legger.21,2014-10-13T00:00:00,Fugro,CIV:BKN,Vastgesteld,0,Onbekend,Aflaatwerk Scholtenbroek,ON,Twentekanalen, TK2.KR.L.35.780,,-99,-99,-99,-99,,https://downloads.rijkswaterstaatdata.nl/rws_legger/dwarsprofielen/_TK2.KR.L.35.780.html,,,,"POLYGON ((242691.87299999967 473625.47399999946, 242698.4609999992 473610.68400000036, 242700.03599999845 473609.5709999986, 242701.2659999989 473608.6889999993, 242701.21700000018 473608.6009999998, 242701.15100000054 473608.493999999, 242700.0789999999 473609.29300000146, 242699.84099999815 473609.4679999985, 242698.4609999992 473610.4979999997, 242697.45600000024 473609.99599999934, 242697.6000000015 473608.2800000012, 242697.71499999985 473606.91099999845, 242697.7199999988 473606.84699999914, 242697.51300000027 473606.87000000104, 242697.48200000077 473606.8740000017, 242697.39200000092 473608.1700000018, 242697.24399999902 473610.1020000018, 242689.94200000167 473624.5480000004, 242686.84600000083 473627.51099999994, 242686.60799999908 473627.3260000013, 242686.4919999987 473627.40900000185, 242684.29100000113 473628.9849999994, 242684.4360000007 473629.0560000017, 242684.50600000098 473629.0920000002, 242684.5399999991 473629.1070000008, 242686.58100000024 473627.6169999987, 242686.89299999923 473627.8049999997, 242690.02100000158 473624.811999999, 242691.02199999988 473625.2679999992, 242691.63800000027 473625.5560000017, 242691.56500000134 473628.368999999, 242691.50299999863 473631.1259999983, 242691.4750000015 473632.27600000054, 242691.63199999928 473632.17599999905, 242691.688000001 473632.1409999989, 242691.87299999967 473625.47399999946))"
waterreguleringswerk_legger.22,2014-10-13T00:00:00,Fugro,CIV:BKN,Vastgesteld,0,Onbekend,Aflaatwerk Hagmolenbeek,ON,Twentekanalen, TK2.KR.L.36.040,,-99,-99,-99,-99,,https://downloads.rijkswaterstaatdata.nl/rws_legger/dwarsprofielen/_TK2.KR.L.36.040.html,,,,"POLYGON ((242950.5159999989 473742.8530000001, 242946.55000000075 473740.7809999995, 242946.51000000164 473740.84099999815, 242946.23200000077 473741.2580000013, 242946.07699999958 473742.69200000167, 242946.01399999857 473743.2329999991, 242945.65100000054 473746.618999999, 242945.3200000003 473749.67599999905, 242943.3289999999 473753.82400000095, 242942.29300000146 473755.2340000011, 242938.55999999866 473759.2980000004, 242938.48099999875 473759.4829999991, 242938.44000000134 473759.5789999999, 242938.46700000018 473759.59099999815, 242938.73600000143 473759.7259999998, 242943.8660000004 473762.16000000015, 242943.95199999958 473762.2010000013, 242943.98099999875 473762.061999999, 242945.48600000143 473755.8969999999, 242945.8590000011 473755.02600000054, 242948.18200000003 473751.2109999992, 242950.11899999902 473749.2199999988, 242952.75499999896 473746.51099999994, 242953.4450000003 473745.8020000011, 242954.1550000012 473745.06700000167, 242954.23699999973 473744.82400000095, 242954.1000000015 473744.7520000003, 242950.5159999989 473742.8530000001))"
waterreguleringswerk_legger.23,2014-10-13T00:00:00,Fugro,CIV:BKN,Vastgesteld,0,Onbekend,Aflaatwerk Delden,ON,Twentekanalen, K2.KR.R.36.251,,-99,-99,-99,-99,,https://downloads.rijkswaterstaatdata.nl/rws_legger/dwarsprofielen/_K2.KR.R.36.251.html,,,,"POLYGON ((243110.88899999857 473860.9439999983, 243110.80700000003 473860.8920000009, 243110.77899999917 473860.93400000036, 243104.29899999872 473870.57400000095, 243099.19299999997 473878.1810000017, 243104.01999999955 473881.47199999914, 243104.56500000134 473880.65100000054, 243107.68400000036 473875.97199999914, 243115.51300000027 473864.1490000002, 243110.938000001 473860.98099999875, 243110.88899999857 473860.9439999983))"
waterreguleringswerk_legger.24,2014-10-13T00:00:00,Fugro,CIV:BKN,Vastgesteld,0,Onbekend,Aflaatwerk Oude Zandboersleiding,ON,Twentekanalen, TK2.KR.L.42.645,,-99,-99,-99,-99,,https://downloads.rijkswaterstaatdata.nl/rws_legger/dwarsprofielen/_TK2.KR.L.42.645.html,,,,"POLYGON ((249276.02600000054 474435.88599999994, 249277.83700000122 474434.5029999986, 249281.3759999983 474437.30700000003, 249281.41200000048 474437.2589999996, 249281.64299999923 474436.97300000116, 249281.6099999994 474436.9479999989, 249280.42799999937 474436.05999999866, 249277.83700000122 474434.1020000018, 249276.0009999983 474431.6319999993, 249274.39799999818 474427.3920000009, 249274.13100000098 474427.4919999987, 249275.66699999943 474431.5320000015, 249273.6640000008 474433.1009999998, 249269.7580000013 474430.62999999896, 249269.55799999833 474430.83100000024, 249273.79800000042 474433.40100000054, 249275.53299999982 474435.7049999982, 249277.53599999845 474440.04399999976, 249277.81700000167 474439.9389999993, 249276.0009999983 474435.9050000012, 249276.02600000054 474435.88599999994))"
waterreguleringswerk_legger.25,2014-10-13T00:00:00,Fugro,CIV:BKN,Vastgesteld,0,Onbekend,Aflaatwerk Schoolbeek,ON,Twentekanalen, TK2.KR.L.44.990,,-99,-99,-99,-99,,https://downloads.rijkswaterstaatdata.nl/rws_legger/dwarsprofielen/_TK2.KR.L.44.990.html,,,,"POLYGON ((251587.91600000113 474038.0639999993, 251591.92599999905 474046.87900000066, 251593.07600000128 474046.26000000164, 251589.06599999964 474037.4149999991, 251587.91600000113 474038.0639999993))"
waterreguleringswerk_legger.33,2014-10-13T00:00:00,Fugro,Regionaal: ZD,Vastgesteld,0,Nog in te winnen,Doorlaatwerk Krammer jachten,ZD,Oosterschelde,43C-002,,-99,-98,-98,-98,,https://downloads.rijkswaterstaatdata.nl/rws_legger/dwarsprofielen/43C-002.html,,,,"POLYGON ((70087.6559999995 409199.57499999925, 70087.44299999997 409199.56799999997, 70087.43299999833 409200.02699999884, 70089.33900000155 409200.0709999986, 70089.0309999995 409210.9770000018, 70098.05600000173 409211.23099999875, 70098.30700000003 409202.31799999997, 70098.36300000176 409200.3260000013, 70098.32899999991 409199.85599999875, 70087.6559999995 409199.57499999925))"
