VERSIE,DATUM_BESTAND,PEILDATUM,JAAR,BEHANDELEND_SPECIALISME_CD,TYPERENDE_DIAGNOSE_CD,ZORGPRODUCT_CD,ZORGACTIVITEIT_CD,ZORGPROFIELKLASSE_CD,AANTAL_PAT,AANTAL_SUBTRAJECT,AANTAL_ZAT,SOM_AANTAL_ZAT
2.0,2023-02-03,2023-02-01,2012,0328,2325,979001038,039682,6,6,6,6,6
2.0,2023-02-03,2023-02-01,2012,0328,2400,979001072,190012,1,287,294,311,4271
2.0,2023-02-03,2023-02-01,2012,0328,2405,979001038,039606,6,67,67,75,75
2.0,2023-02-03,2023-02-01,2012,0328,2405,979001038,039843,4,37,38,129,129
2.0,2023-02-03,2023-02-01,2012,0328,2410,979001028,039445,6,1,1,51,51
2.0,2023-02-03,2023-02-01,2012,0328,2425,979001046,032600,6,138,142,178,5326
2.0,2023-02-03,2023-02-01,2012,0328,2550,979001046,033101,5,35,35,35,35
2.0,2023-02-03,2023-02-01,2012,0328,2555,979001046,039757,4,3,3,5,5
2.0,2023-02-03,2023-02-01,2012,0330,0131,069499063,190012,1,57,57,58,1939
2.0,2023-02-03,2023-02-01,2012,0330,0191,069599008,190035,2,406,422,1302,1698
2.0,2023-02-03,2023-02-01,2012,0330,0199,990030010,190204,3,2,3,38,2909
2.0,2023-02-03,2023-02-01,2012,0330,0201,029799069,081092,7,325,328,369,3438
2.0,2023-02-03,2023-02-01,2012,0330,0231,029799056,190013,1,12,12,14,14
2.0,2023-02-03,2023-02-01,2012,0330,0241,029799069,190205,3,8,8,25,25
2.0,2023-02-03,2023-02-01,2012,0330,0241,029799076,081089,7,1,1,1,1
2.0,2023-02-03,2023-02-01,2012,0330,0299,029799069,190012,1,40,40,41,338
2.0,2023-02-03,2023-02-01,2012,0330,0311,069599052,190017,1,35,35,39,39
2.0,2023-02-03,2023-02-01,2012,0330,0312,069599049,086802,7,2,2,2,2
2.0,2023-02-03,2023-02-01,2012,0330,0401,059899030,190204,3,114,115,1406,1406
2.0,2023-02-03,2023-02-01,2012,0330,0402,059899049,039735,4,35,35,36,36
2.0,2023-02-03,2023-02-01,2012,0330,0402,059899053,081093,7,378,379,381,381
2.0,2023-02-03,2023-02-01,2012,0330,0402,990030032,190013,1,113,113,290,290
2.0,2023-02-03,2023-02-01,2012,0330,0501,060301004,190204,3,319,323,1086,5838
2.0,2023-02-03,2023-02-01,2012,0330,0501,060301025,190011,1,4694,4704,4793,4793
2.0,2023-02-03,2023-02-01,2012,0330,0502,060301006,190013,1,24,35,53,53
2.0,2023-02-03,2023-02-01,2012,0330,0511,060301015,190013,1,370,391,1219,1417
2.0,2023-02-03,2023-02-01,2012,0330,0531,069599002,081092,7,182,187,234,1026
2.0,2023-02-03,2023-02-01,2012,0330,0531,069599016,083290,7,89,89,91,91
2.0,2023-02-03,2023-02-01,2012,0330,0531,069599037,039766,4,125,125,136,136
2.0,2023-02-03,2023-02-01,2012,0330,0543,131999018,083190,7,94,94,102,201
2.0,2023-02-03,2023-02-01,2012,0330,0599,990030017,190013,1,11,11,23,23
2.0,2023-02-03,2023-02-01,2012,0330,0601,069899162,081342,7,118,119,132,132
2.0,2023-02-03,2023-02-01,2012,0330,0602,069899056,190214,3,3,3,247,6187
2.0,2023-02-03,2023-02-01,2012,0330,0602,069899163,039680,6,167,173,206,207
2.0,2023-02-03,2023-02-01,2012,0330,0602,069899163,082490,7,31,31,31,130
2.0,2023-02-03,2023-02-01,2012,0330,0602,069899168,190013,1,70,71,111,210
2.0,2023-02-03,2023-02-01,2012,0330,0611,060607007,085002,7,13,13,13,13
2.0,2023-02-03,2023-02-01,2012,0330,0699,069899082,039649,4,65,65,174,174
2.0,2023-02-03,2023-02-01,2012,0330,0701,069799002,190012,1,232,233,252,846
2.0,2023-02-03,2023-02-01,2012,0330,0701,069799005,039773,4,6,6,6,6
2.0,2023-02-03,2023-02-01,2012,0330,0701,069799013,085002,7,6,6,6,6
2.0,2023-02-03,2023-02-01,2012,0330,0701,990030030,083190,7,8,8,8,8
2.0,2023-02-03,2023-02-01,2012,0330,0701,990030037,190011,1,893,897,902,902
2.0,2023-02-03,2023-02-01,2012,0330,0711,069799004,039305,4,51,51,54,54
2.0,2023-02-03,2023-02-01,2012,0330,0711,069799004,190035,2,435,435,446,842
2.0,2023-02-03,2023-02-01,2012,0330,0799,069799002,039492,7,6,6,15,1500
2.0,2023-02-03,2023-02-01,2012,0330,0799,069799012,190017,1,41,41,50,50
2.0,2023-02-03,2023-02-01,2012,0330,0799,069799013,083102,7,97,97,98,197
2.0,2023-02-03,2023-02-01,2012,0330,0801,069499054,039403,4,17,17,17,17
2.0,2023-02-03,2023-02-01,2012,0330,0804,069499013,088090,7,2,2,2,2
2.0,2023-02-03,2023-02-01,2012,0330,0809,069499051,190011,1,560,560,566,566
2.0,2023-02-03,2023-02-01,2012,0330,0812,069499034,081092,7,15,15,15,213
2.0,2023-02-03,2023-02-01,2012,0330,0821,079499016,190013,1,711,722,917,2006
2.0,2023-02-03,2023-02-01,2012,0330,0822,069499013,190012,1,13,13,18,18
2.0,2023-02-03,2023-02-01,2012,0330,0901,069599004,039832,4,12,12,28,28
2.0,2023-02-03,2023-02-01,2012,0330,1011,089999013,039769,4,1,1,1,1
2.0,2023-02-03,2023-02-01,2012,0330,1021,089999034,190012,1,34,34,35,35
2.0,2023-02-03,2023-02-01,2012,0330,1101,099999010,081342,7,410,430,860,1454
2.0,2023-02-03,2023-02-01,2012,0330,1103,099999013,039445,6,71,71,374,489
2.0,2023-02-03,2023-02-01,2012,0330,1103,099999013,190204,3,885,907,11010,47145
2.0,2023-02-03,2023-02-01,2012,0330,1111,099999030,039757,4,447,448,633,2716
2.0,2023-02-03,2023-02-01,2012,0330,1111,099999036,190012,1,919,919,972,4635
2.0,2023-02-03,2023-02-01,2012,0330,1199,990030026,081093,7,20,20,28,28
2.0,2023-02-03,2023-02-01,2012,0330,1201,131999062,083042,7,62,62,66,66
2.0,2023-02-03,2023-02-01,2012,0330,1202,131999061,190013,1,3059,3114,4731,5226
2.0,2023-02-03,2023-02-01,2012,0330,1299,131999031,190035,2,155,156,177,474
2.0,2023-02-03,2023-02-01,2012,0330,1299,131999151,084202,7,106,106,123,421
2.0,2023-02-03,2023-02-01,2012,0330,1409,199299006,039757,4,186,186,195,197
2.0,2023-02-03,2023-02-01,2012,0330,1412,199299004,039743,4,17,17,19,19
2.0,2023-02-03,2023-02-01,2012,0330,1412,199299011,190011,1,271,271,275,275
2.0,2023-02-03,2023-02-01,2012,0330,1431,199699004,039445,6,8,8,9,9
2.0,2023-02-03,2023-02-01,2012,0330,1499,199299006,190011,1,171,171,174,174
2.0,2023-02-03,2023-02-01,2012,0330,9902,069599028,190011,1,44,44,44,44
2.0,2023-02-03,2023-02-01,2012,0330,9927,099999006,081670,7,88,88,113,113
2.0,2023-02-03,2023-02-01,2012,0335,101,990035003,190017,1,32,32,42,240
2.0,2023-02-03,2023-02-01,2012,0335,101,990035010,039757,4,212,212,236,632
2.0,2023-02-03,2023-02-01,2012,0335,101,990035015,089202,7,23,23,26,26
2.0,2023-02-03,2023-02-01,2012,0335,242,990035008,039717,4,2,2,2,2
2.0,2023-02-03,2023-02-01,2012,0335,261,990035003,190204,3,7,7,15,15
2.0,2023-02-03,2023-02-01,2012,0335,333,990035007,190204,3,48,49,432,432
2.0,2023-02-03,2023-02-01,2012,0361,101,990061018,190011,1,86,86,86,86
2.0,2023-02-03,2023-02-01,2012,0361,102,990061037,090793,6,204,204,1293,5847
2.0,2023-02-03,2023-02-01,2012,0361,105,990061028,090708,6,139,139,146,146
2.0,2023-02-03,2023-02-01,2012,0361,105,990061029,086902,7,2287,2301,2640,7788
2.0,2023-02-03,2023-02-01,2012,0361,105,990061029,086970,7,256,257,282,777
2.0,2023-02-03,2023-02-01,2012,0361,106,990061035,090791,6,277,279,6705,85482
2.0,2023-02-03,2023-02-01,2012,0361,108,990061008,090793,6,8,9,31,31
2.0,2023-02-03,2023-02-01,2012,0361,108,990061014,090703,6,43,44,45,45
2.0,2023-02-03,2023-02-01,2012,0361,109,990061034,090793,6,68,69,390,1096
2.0,2023-02-03,2023-02-01,2012,0362,187,990062004,080821,6,46,49,62,63
2.0,2023-02-03,2023-02-01,2012,0362,192,990062004,080822,6,406,416,446,2822
2.0,2023-02-03,2023-02-01,2012,0362,316,990062013,086902,7,419,425,462,462
2.0,2023-02-03,2023-02-01,2012,0362,348,990062019,080058,5,26,27,27,2700
2.0,2023-02-03,2023-02-01,2012,0362,352,990062012,083390,7,9,9,9,9
2.0,2023-02-03,2023-02-01,2012,0389,012,990089079,190013,1,97,105,143,440
2.0,2023-02-03,2023-02-01,2012,0389,062,990089031,083202,7,49,64,76,76
2.0,2023-02-03,2023-02-01,2012,0389,062,990089050,190035,2,426,520,658,1550
2.0,2023-02-03,2023-02-01,2012,0389,071,990089002,083302,7,424,444,460,460
2.0,2023-02-03,2023-02-01,2012,0389,074,990089004,039445,6,150,163,247,247
2.0,2023-02-03,2023-02-01,2012,0389,074,990089010,039605,6,146,147,162,162
2.0,2023-02-03,2023-02-01,2012,0389,080,990089048,190013,1,1345,1572,2712,4094
2.0,2023-02-03,2023-02-01,2012,0390,02,972800035,190012,1,812,813,814,28336
2.0,2023-02-03,2023-02-01,2012,0390,19,972800035,191111,6,210,210,216,1701
2.0,2023-02-03,2023-02-01,2013,0301,102,079699011,039803,4,5,5,6,6
2.0,2023-02-03,2023-02-01,2013,0301,103,079699013,190011,1,3038,3060,3315,3414
2.0,2023-02-03,2023-02-01,2013,0301,151,079599007,039785,4,30,30,40,1327
2.0,2023-02-03,2023-02-01,2013,0301,255,079999014,039803,4,396,404,409,508
2.0,2023-02-03,2023-02-01,2013,0301,257,079999013,190011,1,1009,1020,1020,1218
2.0,2023-02-03,2023-02-01,2013,0301,307,079999021,190013,1,1359,1464,1974,1974
2.0,2023-02-03,2023-02-01,2013,0301,353,079999007,190013,1,16,17,60,60
2.0,2023-02-03,2023-02-01,2013,0301,409,079899004,190055,2,20,22,22,22
2.0,2023-02-03,2023-02-01,2013,0301,459,079899011,190011,1,143,144,151,151
2.0,2023-02-03,2023-02-01,2013,0301,459,079899012,190060,1,13,13,19,19
2.0,2023-02-03,2023-02-01,2013,0301,502,079799018,190012,1,570,582,711,909
2.0,2023-02-03,2023-02-01,2013,0301,502,079799018,190013,1,1829,1945,11136,12324
2.0,2023-02-03,2023-02-01,2013,0301,509,079799029,039826,4,26,26,28,28
2.0,2023-02-03,2023-02-01,2013,0301,554,070401002,039483,7,258,258,339,540
2.0,2023-02-03,2023-02-01,2013,0301,554,070401002,039824,4,58,59,61,61
2.0,2023-02-03,2023-02-01,2013,0301,554,070401019,039827,4,116,119,120,417
2.0,2023-02-03,2023-02-01,2013,0301,609,079799011,039823,4,469,482,643,643
2.0,2023-02-03,2023-02-01,2013,0301,654,079799019,039823,4,80,81,108,108
2.0,2023-02-03,2023-02-01,2013,0301,654,079799039,190011,1,1605,1651,1802,1901
2.0,2023-02-03,2023-02-01,2013,0301,659,079799029,039818,4,284,300,300,1092
2.0,2023-02-03,2023-02-01,2013,0301,705,079799020,190055,2,58,154,160,160
2.0,2023-02-03,2023-02-01,2013,0301,709,079799027,039822,4,46,46,49,49
2.0,2023-02-03,2023-02-01,2013,0301,754,079799022,190060,1,32,33,35,35
2.0,2023-02-03,2023-02-01,2013,0301,757,079799031,190013,1,247,253,253,253
2.0,2023-02-03,2023-02-01,2013,0301,852,070801010,190012,1,428,430,430,1024
2.0,2023-02-03,2023-02-01,2013,0301,854,070801007,039818,4,676,711,1488,1489
2.0,2023-02-03,2023-02-01,2013,0301,904,070601004,190204,3,16,17,56,56
2.0,2023-02-03,2023-02-01,2013,0301,904,070601012,190012,1,45,46,57,57
2.0,2023-02-03,2023-02-01,2013,0301,907,070601003,190013,1,29,30,101,101
2.0,2023-02-03,2023-02-01,2013,0301,954,079699007,190013,1,213,215,472,571
2.0,2023-02-03,2023-02-01,2013,0301,959,079699011,082270,7,1,1,1,1
2.0,2023-02-03,2023-02-01,2013,0302,01,029899004,038853,5,58,58,58,58
2.0,2023-02-03,2023-02-01,2013,0302,14,089999065,081089,7,2,2,2,2
2.0,2023-02-03,2023-02-01,2013,0302,14,089999077,039795,4,748,766,906,906
2.0,2023-02-03,2023-02-01,2013,0302,15,089999025,031812,5,354,369,374,671
2.0,2023-02-03,2023-02-01,2013,0302,16,089999036,190204,3,74,75,171,2250
2.0,2023-02-03,2023-02-01,2013,0302,20,029799066,082445,7,89,90,92,92
2.0,2023-02-03,2023-02-01,2013,0302,34,199299039,190011,1,662,662,673,673
2.0,2023-02-03,2023-02-01,2013,0302,35,109699005,190205,3,16,16,108,108
2.0,2023-02-03,2023-02-01,2013,0302,35,109699006,038943,5,27,27,27,27
2.0,2023-02-03,2023-02-01,2013,0302,36,109799004,039934,4,35,35,37,37
2.0,2023-02-03,2023-02-01,2013,0302,39,109799034,039794,4,29,29,29,29
2.0,2023-02-03,2023-02-01,2013,0302,53,189999004,032283,4,7242,8005,9577,9577
2.0,2023-02-03,2023-02-01,2013,0302,53,189999009,190013,1,3995,4147,5883,6774
2.0,2023-02-03,2023-02-01,2013,0302,57,060607007,190090,2,28,28,28,28
2.0,2023-02-03,2023-02-01,2013,0302,61,029299008,038017,5,20,20,20,20
2.0,2023-02-03,2023-02-01,2013,0302,66,029099031,032281,4,973,1019,1355,1355
2.0,2023-02-03,2023-02-01,2013,0302,73,028899022,089879,4,19,19,20,20
2.0,2023-02-03,2023-02-01,2013,0302,81,179799009,190013,1,266,272,664,1060
2.0,2023-02-03,2023-02-01,2013,0302,84,029299004,039116,4,7,7,11,11
2.0,2023-02-03,2023-02-01,2013,0303,111,119599003,190013,1,145,147,233,233
2.0,2023-02-03,2023-02-01,2013,0303,111,119599012,087042,7,244,248,325,325
2.0,2023-02-03,2023-02-01,2013,0303,113,119599003,190017,1,5,5,5,5
2.0,2023-02-03,2023-02-01,2013,0303,113,119599014,190012,1,336,336,426,921
2.0,2023-02-03,2023-02-01,2013,0303,115,119499041,190012,1,1717,1754,2038,4612
2.0,2023-02-03,2023-02-01,2013,0303,121,110401008,039492,7,6,6,6,6
2.0,2023-02-03,2023-02-01,2013,0303,121,110401008,089042,7,51,51,51,51
2.0,2023-02-03,2023-02-01,2013,0303,121,110401008,190091,2,1,1,1,1
2.0,2023-02-03,2023-02-01,2013,0303,121,110401023,039606,6,255,257,281,281
2.0,2023-02-03,2023-02-01,2013,0303,123,110401015,190013,1,1238,1267,2077,2275
2.0,2023-02-03,2023-02-01,2013,0303,123,110401016,190204,3,52,53,134,134
2.0,2023-02-03,2023-02-01,2013,0303,124,110401042,039757,4,111,112,113,113
2.0,2023-02-03,2023-02-01,2013,0303,134,131999164,038877,6,22,23,27,29
2.0,2023-02-03,2023-02-01,2013,0303,150,129999048,082970,7,1,1,1,1
2.0,2023-02-03,2023-02-01,2013,0303,159,131999164,039830,4,11,11,11,11
2.0,2023-02-03,2023-02-01,2013,0303,159,131999164,089090,7,617,622,646,646
2.0,2023-02-03,2023-02-01,2013,0303,160,129999088,085042,7,4,4,4,4
2.0,2023-02-03,2023-02-01,2013,0303,163,129999049,087042,7,40,41,45,45
2.0,2023-02-03,2023-02-01,2013,0303,170,029899003,039757,4,23,23,23,23
2.0,2023-02-03,2023-02-01,2013,0303,170,029899005,190090,2,46,47,48,48
2.0,2023-02-03,2023-02-01,2013,0303,170,029899007,038941,5,114,114,117,117
2.0,2023-02-03,2023-02-01,2013,0303,170,029899007,039757,4,273,274,277,376
2.0,2023-02-03,2023-02-01,2013,0303,171,029899004,084070,7,51,51,55,55
2.0,2023-02-03,2023-02-01,2013,0303,172,149899013,190205,3,5,5,21,21
2.0,2023-02-03,2023-02-01,2013,0303,179,182199033,039605,6,78,78,79,79
2.0,2023-02-03,2023-02-01,2013,0303,179,182199045,038894,6,22,22,28,29
2.0,2023-02-03,2023-02-01,2013,0303,201,199299012,083042,7,100,100,106,700
2.0,2023-02-03,2023-02-01,2013,0303,205,199299018,084202,7,29,29,50,50
2.0,2023-02-03,2023-02-01,2013,0303,208,199299071,084202,7,51,51,70,367
2.0,2023-02-03,2023-02-01,2013,0303,209,199299012,190013,1,782,792,1738,1738
2.0,2023-02-03,2023-02-01,2013,0303,209,199299071,038894,6,42,42,62,62
2.0,2023-02-03,2023-02-01,2013,0303,209,199299072,038232,5,634,637,665,764
2.0,2023-02-03,2023-02-01,2013,0303,210,199299016,190012,1,211,211,240,438
2.0,2023-02-03,2023-02-01,2013,0303,211,199299018,084402,7,12,12,24,24
2.0,2023-02-03,2023-02-01,2013,0303,211,199299069,039606,6,232,235,251,251
2.0,2023-02-03,2023-02-01,2013,0303,214,199299013,083042,7,12,12,15,15
2.0,2023-02-03,2023-02-01,2013,0303,215,199299090,039605,6,185,185,190,190
2.0,2023-02-03,2023-02-01,2013,0303,216,199299016,083302,7,42,42,43,43
2.0,2023-02-03,2023-02-01,2013,0303,217,199299054,038585,6,2,2,2,2
2.0,2023-02-03,2023-02-01,2013,0303,217,199299054,190011,1,56,56,59,59
2.0,2023-02-03,2023-02-01,2013,0303,218,199299009,190012,1,181,184,197,593
2.0,2023-02-03,2023-02-01,2013,0303,219,199299018,190205,3,16,16,192,192
2.0,2023-02-03,2023-02-01,2013,0303,220,199299064,038626,6,96,96,100,199
2.0,2023-02-03,2023-02-01,2013,0303,222,199299018,083042,7,5,5,5,5
2.0,2023-02-03,2023-02-01,2013,0303,224,199299064,039445,6,352,353,743,819
2.0,2023-02-03,2023-02-01,2013,0303,239,199299012,038696,6,734,737,754,754
2.0,2023-02-03,2023-02-01,2013,0303,239,199299012,089402,7,57,57,64,64
2.0,2023-02-03,2023-02-01,2013,0303,241,199299012,038624,6,7,7,7,7
2.0,2023-02-03,2023-02-01,2013,0303,270,199299012,038322,6,337,337,363,561
2.0,2023-02-03,2023-02-01,2013,0303,270,199299012,038904,6,91,91,92,92
2.0,2023-02-03,2023-02-01,2013,0303,270,199299012,039757,4,473,473,490,495
2.0,2023-02-03,2023-02-01,2013,0303,271,199299028,084602,7,1276,1284,1409,1509
2.0,2023-02-03,2023-02-01,2013,0303,279,199299013,086802,7,23,23,23,23
2.0,2023-02-03,2023-02-01,2013,0303,280,199299012,039737,4,117,118,136,137
2.0,2023-02-03,2023-02-01,2013,0303,280,199299012,190035,2,253,253,254,254
2.0,2023-02-03,2023-02-01,2013,0303,280,199299013,039757,4,68,68,78,78
2.0,2023-02-03,2023-02-01,2013,0303,282,199299012,038954,6,12,13,132,132
2.0,2023-02-03,2023-02-01,2013,0303,282,199299016,190013,1,350,359,1370,1865
2.0,2023-02-03,2023-02-01,2013,0303,283,199799002,038941,5,442,442,515,911
2.0,2023-02-03,2023-02-01,2013,0303,292,131999005,038898,6,12,12,12,12
2.0,2023-02-03,2023-02-01,2013,0303,293,131999050,039607,6,12,12,19,19
2.0,2023-02-03,2023-02-01,2013,0303,293,131999131,190218,3,11,11,92,92
2.0,2023-02-03,2023-02-01,2013,0303,297,131999164,089042,7,96,97,107,107
2.0,2023-02-03,2023-02-01,2013,0303,298,131999100,190013,1,24,24,75,75
2.0,2023-02-03,2023-02-01,2013,0303,298,131999214,085002,7,2,2,2,2
2.0,2023-02-03,2023-02-01,2013,0303,298,131999219,084070,7,2,2,2,2
2.0,2023-02-03,2023-02-01,2013,0303,299,199299016,083302,7,312,312,322,322
2.0,2023-02-03,2023-02-01,2013,0303,299,199299028,082505,7,70,70,70,70
2.0,2023-02-03,2023-02-01,2013,0303,299,199299058,038912,5,6,6,6,6
2.0,2023-02-03,2023-02-01,2013,0303,318,020107017,083302,7,20,20,20,20
2.0,2023-02-03,2023-02-01,2013,0303,318,020107019,085042,7,363,365,385,484
2.0,2023-02-03,2023-02-01,2013,0303,318,020107026,039757,4,54,54,57,156
2.0,2023-02-03,2023-02-01,2013,0303,318,020107029,086970,7,5102,5131,7666,7864
2.0,2023-02-03,2023-02-01,2013,0303,318,020107052,086902,7,1,1,1,1
2.0,2023-02-03,2023-02-01,2013,0303,319,029199114,190011,1,145,145,163,163
2.0,2023-02-03,2023-02-01,2013,0303,320,119599008,190012,1,85,86,99,99
2.0,2023-02-03,2023-02-01,2013,0303,321,119999005,085002,7,82,83,164,164
2.0,2023-02-03,2023-02-01,2013,0303,323,110901006,083042,7,10,10,13,13
2.0,2023-02-03,2023-02-01,2013,0303,325,119899004,087042,7,57,61,75,174
2.0,2023-02-03,2023-02-01,2013,0303,325,119899011,190013,1,54,54,104,203
2.0,2023-02-03,2023-02-01,2013,0303,325,119899013,190218,3,1,1,8,8
2.0,2023-02-03,2023-02-01,2013,0303,327,119499064,190011,1,104,104,105,105
2.0,2023-02-03,2023-02-01,2013,0303,327,119499071,087042,7,758,782,994,1192
2.0,2023-02-03,2023-02-01,2013,0303,328,119499054,039445,6,1,1,13,13
2.0,2023-02-03,2023-02-01,2013,0303,328,119499066,190218,3,3,3,32,32
2.0,2023-02-03,2023-02-01,2013,0303,328,119499076,190013,1,33,34,155,155
2.0,2023-02-03,2023-02-01,2013,0303,329,119499070,039607,6,18,18,18,18
2.0,2023-02-03,2023-02-01,2013,0303,332,029199215,035280,4,17,17,18,18
2.0,2023-02-03,2023-02-01,2013,0303,332,029199217,039600,6,5,5,6,6
2.0,2023-02-03,2023-02-01,2013,0303,332,029199264,190060,1,22,22,23,23
2.0,2023-02-03,2023-02-01,2013,0303,333,029199006,034686,4,960,963,1002,1101
2.0,2023-02-03,2023-02-01,2013,0303,333,029199044,039605,6,54,54,80,80
2.0,2023-02-03,2023-02-01,2013,0303,334,029199043,034738,5,432,438,462,858
2.0,2023-02-03,2023-02-01,2013,0303,335,029199007,190090,2,7,7,7,7
2.0,2023-02-03,2023-02-01,2013,0303,335,029199042,038909,5,3,3,5,5
2.0,2023-02-03,2023-02-01,2013,0303,339,119499073,087070,7,33,36,40,40
2.0,2023-02-03,2023-02-01,2013,0303,341,049999014,039839,4,187,199,199,199
2.0,2023-02-03,2023-02-01,2013,0303,342,049999014,039445,6,153,154,425,476
2.0,2023-02-03,2023-02-01,2013,0303,342,049999016,039757,4,172,172,173,173
2.0,2023-02-03,2023-02-01,2013,0303,402,099699095,039775,4,52,52,68,168
2.0,2023-02-03,2023-02-01,2013,0303,403,099699073,085002,7,43,43,108,108
2.0,2023-02-03,2023-02-01,2013,0303,405,099699050,039600,6,1,1,1,1
2.0,2023-02-03,2023-02-01,2013,0303,405,099699097,033679,5,2,2,2,2
2.0,2023-02-03,2023-02-01,2013,0303,406,099699047,039773,4,11,11,12,12
2.0,2023-02-03,2023-02-01,2013,0303,409,099699046,190012,1,88,89,92,191
2.0,2023-02-03,2023-02-01,2013,0303,416,099699055,033678,5,128,138,141,141
2.0,2023-02-03,2023-02-01,2013,0303,416,099699055,087090,7,24,26,28,28
2.0,2023-02-03,2023-02-01,2013,0303,418,099699041,190013,1,42,42,167,167
2.0,2023-02-03,2023-02-01,2013,0303,418,099699098,089090,7,579,587,613,613
2.0,2023-02-03,2023-02-01,2013,0303,420,099699039,190011,1,290,291,296,296
2.0,2023-02-03,2023-02-01,2013,0303,420,099699100,039757,4,628,653,982,989
2.0,2023-02-03,2023-02-01,2013,0303,423,099799006,089070,7,1497,1635,2576,2576
2.0,2023-02-03,2023-02-01,2013,0303,423,099799006,190012,1,3593,3697,3887,4976
2.0,2023-02-03,2023-02-01,2013,0303,423,099799013,038943,5,30,35,38,38
2.0,2023-02-03,2023-02-01,2013,0303,423,099799029,039738,4,2830,2869,4306,4496
2.0,2023-02-03,2023-02-01,2013,0303,423,099799031,190011,1,3383,3397,3407,3407
2.0,2023-02-03,2023-02-01,2013,0303,434,099699047,039775,4,159,162,193,199
2.0,2023-02-03,2023-02-01,2013,0303,449,099699055,039605,6,17,18,19,19
2.0,2023-02-03,2023-02-01,2013,0303,602,199299012,083102,7,114,114,115,115
2.0,2023-02-03,2023-02-01,2013,0303,602,199299018,190012,1,26,26,30,30
2.0,2023-02-03,2023-02-01,2013,0303,701,979004010,190200,3,81,82,805,805
2.0,2023-02-03,2023-02-01,2013,0304,023,990004021,190013,1,698,737,1558,1657
2.0,2023-02-03,2023-02-01,2013,0304,035,990004009,190011,1,70,70,70,70
2.0,2023-02-03,2023-02-01,2013,0304,053,990004041,190013,1,127,151,209,407
2.0,2023-02-03,2023-02-01,2013,0304,061,990004007,190012,1,3,3,3,3
2.0,2023-02-03,2023-02-01,2013,0304,163,990004009,190011,1,28,28,28,28
2.0,2023-02-03,2023-02-01,2013,0304,216,990004007,085090,7,233,235,251,350
2.0,2023-02-03,2023-02-01,2013,0304,216,990004053,039606,6,723,736,759,759
2.0,2023-02-03,2023-02-01,2013,0304,221,990004006,190013,1,96,96,448,448
2.0,2023-02-03,2023-02-01,2013,0304,313,990004049,190204,3,24,24,48,48
2.0,2023-02-03,2023-02-01,2013,0304,320,990004006,084602,7,147,148,334,334
2.0,2023-02-03,2023-02-01,2013,0304,322,990004057,038345,5,91,91,101,102
2.0,2023-02-03,2023-02-01,2013,0304,330,990004007,084602,7,779,786,1109,1112
2.0,2023-02-03,2023-02-01,2013,0304,332,990004007,084070,7,64,66,72,72
2.0,2023-02-03,2023-02-01,2013,0304,337,990004054,038894,6,114,115,166,166
2.0,2023-02-03,2023-02-01,2013,0304,353,990004054,038871,5,8,8,8,8
2.0,2023-02-03,2023-02-01,2013,0304,381,990004057,038370,5,1230,1284,1333,1366
2.0,2023-02-03,2023-02-01,2013,0304,381,990004057,039100,6,23,24,25,124
2.0,2023-02-03,2023-02-01,2013,0304,382,990004054,039012,5,447,479,503,504
2.0,2023-02-03,2023-02-01,2013,0304,384,990004049,038342,5,199,201,204,305
2.0,2023-02-03,2023-02-01,2013,0304,414,990004007,190012,1,564,565,585,783
2.0,2023-02-03,2023-02-01,2013,0304,501,990004047,039011,5,334,340,372,377
2.0,2023-02-03,2023-02-01,2013,0304,511,990004009,190013,1,989,991,991,991
2.0,2023-02-03,2023-02-01,2013,0305,1050,131999174,120034,7,748,749,749,749
2.0,2023-02-03,2023-02-01,2013,0305,1110,029399002,190218,3,13,13,83,83
2.0,2023-02-03,2023-02-01,2013,0305,1120,029999003,087078,6,1,1,1,1
2.0,2023-02-03,2023-02-01,2013,0305,1140,029399003,084090,7,120,122,141,339
2.0,2023-02-03,2023-02-01,2013,0305,1140,029399003,085002,7,126,128,174,372
2.0,2023-02-03,2023-02-01,2013,0305,1296,131999237,190011,1,114,114,114,114
2.0,2023-02-03,2023-02-01,2013,0305,1301,131999178,083302,7,2815,2837,2971,3268
2.0,2023-02-03,2023-02-01,2013,0305,1302,131999178,083390,7,225,228,234,333
2.0,2023-02-03,2023-02-01,2013,0305,1302,131999257,190205,3,4,4,64,64
2.0,2023-02-03,2023-02-01,2013,0305,1340,131999178,083402,7,54,54,54,54
2.0,2023-02-03,2023-02-01,2013,0305,1340,131999178,089070,7,40,40,41,42
2.0,2023-02-03,2023-02-01,2013,0305,1350,131999178,190011,1,1785,1788,1796,1796
2.0,2023-02-03,2023-02-01,2013,0305,1350,131999257,083302,7,65,66,156,156
2.0,2023-02-03,2023-02-01,2013,0305,1365,131999178,083042,7,146,149,157,256
2.0,2023-02-03,2023-02-01,2013,0305,1390,131999237,190011,1,170,172,172,172
2.0,2023-02-03,2023-02-01,2013,0305,1392,131999178,190011,1,675,680,682,682
2.0,2023-02-03,2023-02-01,2013,0305,1392,131999257,083402,7,38,39,101,101
2.0,2023-02-03,2023-02-01,2013,0305,1396,131999202,190011,1,38,38,38,38
2.0,2023-02-03,2023-02-01,2013,0305,1399,131999178,083290,7,30,31,33,33
2.0,2023-02-03,2023-02-01,2013,0305,1401,131999196,039445,6,2846,3140,4082,4294
