VERSIE,DATUM_BESTAND,PEILDATUM,JAAR,BEHANDELEND_SPECIALISME_CD,TYPERENDE_DIAGNOSE_CD,ZORGPRODUCT_CD,ZORGACTIVITEIT_CD,ZORGPROFIELKLASSE_CD,AANTAL_PAT,AANTAL_SUBTRAJECT,AANTAL_ZAT,SOM_AANTAL_ZAT
2.0,2023-02-03,2023-02-01,2012,0302,32,109799002,038943,5,78,79,91,91
2.0,2023-02-03,2023-02-01,2012,0302,32,109799005,039118,4,55,55,91,391
2.0,2023-02-03,2023-02-01,2012,0302,36,109799012,039115,4,384,391,539,552
2.0,2023-02-03,2023-02-01,2012,0302,36,109799033,032283,4,79,80,85,85
2.0,2023-02-03,2023-02-01,2012,0302,41,029999004,039757,4,5,5,5,5
2.0,2023-02-03,2023-02-01,2012,0302,51,110101003,039011,5,3,3,3,3
2.0,2023-02-03,2023-02-01,2012,0302,56,191301008,190011,1,433,434,437,536
2.0,2023-02-03,2023-02-01,2012,0302,57,060607008,190013,1,249,250,281,281
2.0,2023-02-03,2023-02-01,2012,0302,60,029299017,034160,5,59,63,67,364
2.0,2023-02-03,2023-02-01,2012,0302,62,029299004,039606,6,6,6,6,6
2.0,2023-02-03,2023-02-01,2012,0302,66,029099014,190011,1,210,215,218,218
2.0,2023-02-03,2023-02-01,2012,0302,67,029099009,034394,5,6,6,14,707
2.0,2023-02-03,2023-02-01,2012,0302,72,029299023,085002,7,29,29,30,228
2.0,2023-02-03,2023-02-01,2012,0302,81,179799007,190013,1,293,312,590,1877
2.0,2023-02-03,2023-02-01,2012,0302,84,029299017,032322,5,4,4,5,5
2.0,2023-02-03,2023-02-01,2012,0302,91,199299028,190009,1,57,58,61,61
2.0,2023-02-03,2023-02-01,2012,0303,113,119599008,190205,3,42,42,411,411
2.0,2023-02-03,2023-02-01,2012,0303,113,119599014,087070,7,580,584,926,2015
2.0,2023-02-03,2023-02-01,2012,0303,121,110401023,039605,6,183,183,196,196
2.0,2023-02-03,2023-02-01,2012,0303,123,110401049,039693,4,68,68,68,68
2.0,2023-02-03,2023-02-01,2012,0303,124,110401053,035740,5,2665,2741,2818,7280
2.0,2023-02-03,2023-02-01,2012,0303,124,110401053,039445,6,183,189,461,1208
2.0,2023-02-03,2023-02-01,2012,0303,124,110401055,085002,7,102,102,183,183
2.0,2023-02-03,2023-02-01,2012,0303,129,182199034,084602,7,7,7,8,8
2.0,2023-02-03,2023-02-01,2012,0303,134,131999256,039606,6,42,42,43,43
2.0,2023-02-03,2023-02-01,2012,0303,141,131999164,190011,1,107,107,110,110
2.0,2023-02-03,2023-02-01,2012,0303,159,131999194,089202,7,57,57,74,74
2.0,2023-02-03,2023-02-01,2012,0303,160,129999046,080077,4,7,7,8,8
2.0,2023-02-03,2023-02-01,2012,0303,160,129999047,039737,4,26,26,31,31
2.0,2023-02-03,2023-02-01,2012,0303,160,129999062,089602,7,79,80,85,86
2.0,2023-02-03,2023-02-01,2012,0303,161,129999062,038943,5,116,117,127,127
2.0,2023-02-03,2023-02-01,2012,0303,163,129999047,038943,5,24,24,47,47
2.0,2023-02-03,2023-02-01,2012,0303,163,129999049,082070,7,9,9,9,9
2.0,2023-02-03,2023-02-01,2012,0303,170,029899007,190035,2,1984,2008,2029,6088
2.0,2023-02-03,2023-02-01,2012,0303,175,210301002,039606,6,16,17,17,17
2.0,2023-02-03,2023-02-01,2012,0303,179,182199033,039774,4,26,27,27,27
2.0,2023-02-03,2023-02-01,2012,0303,203,199299012,039492,7,7,7,7,7
2.0,2023-02-03,2023-02-01,2012,0303,203,199299018,038423,6,185,185,194,200
2.0,2023-02-03,2023-02-01,2012,0303,203,199299047,083202,7,23,23,52,52
2.0,2023-02-03,2023-02-01,2012,0303,205,199299012,084202,7,5464,5531,8715,12283
2.0,2023-02-03,2023-02-01,2012,0303,207,199299012,089070,7,9,9,11,11
2.0,2023-02-03,2023-02-01,2012,0303,207,199299068,084042,7,22,22,25,25
2.0,2023-02-03,2023-02-01,2012,0303,210,199299012,038184,6,5,5,5,5
2.0,2023-02-03,2023-02-01,2012,0303,211,199299028,190012,1,195,196,201,894
2.0,2023-02-03,2023-02-01,2012,0303,212,199299013,039100,6,61,62,67,67
2.0,2023-02-03,2023-02-01,2012,0303,212,199299069,190011,1,1048,1050,1150,1150
2.0,2023-02-03,2023-02-01,2012,0303,216,199299013,083042,7,151,151,173,668
2.0,2023-02-03,2023-02-01,2012,0303,219,199299054,190205,3,55,55,473,473
2.0,2023-02-03,2023-02-01,2012,0303,220,199299060,080001,7,5,5,5,5
2.0,2023-02-03,2023-02-01,2012,0303,222,199299012,038878,6,85,85,90,90
2.0,2023-02-03,2023-02-01,2012,0303,222,199299012,039445,6,123,124,130,147
2.0,2023-02-03,2023-02-01,2012,0303,222,199299013,038584,6,46,46,49,50
2.0,2023-02-03,2023-02-01,2012,0303,222,199299013,089142,7,23,23,25,25
2.0,2023-02-03,2023-02-01,2012,0303,222,199299064,038695,6,13,13,16,16
2.0,2023-02-03,2023-02-01,2012,0303,224,199299063,038696,6,170,172,245,344
2.0,2023-02-03,2023-02-01,2012,0303,224,199299077,038584,6,147,147,177,178
2.0,2023-02-03,2023-02-01,2012,0303,255,199299070,086802,7,1,1,1,1
2.0,2023-02-03,2023-02-01,2012,0303,257,199299028,084602,7,567,570,656,1151
2.0,2023-02-03,2023-02-01,2012,0303,263,199299028,190011,1,219,219,221,221
2.0,2023-02-03,2023-02-01,2012,0303,269,199299068,038196,6,2,2,6,6
2.0,2023-02-03,2023-02-01,2012,0303,274,199299013,190205,3,23,23,78,78
2.0,2023-02-03,2023-02-01,2012,0303,279,199299013,087070,7,199,202,261,657
2.0,2023-02-03,2023-02-01,2012,0303,279,199299030,085002,7,83,84,211,805
2.0,2023-02-03,2023-02-01,2012,0303,280,199299012,039679,4,574,575,588,588
2.0,2023-02-03,2023-02-01,2012,0303,280,199299013,084202,7,24,24,29,29
2.0,2023-02-03,2023-02-01,2012,0303,283,199799004,084402,7,2,2,5,5
2.0,2023-02-03,2023-02-01,2012,0303,284,199799002,039679,4,16,16,21,21
2.0,2023-02-03,2023-02-01,2012,0303,292,131999005,084042,7,30,30,30,30
2.0,2023-02-03,2023-02-01,2012,0303,292,131999005,084202,7,130,131,231,528
2.0,2023-02-03,2023-02-01,2012,0303,294,182199015,085002,7,7711,7732,8312,8510
2.0,2023-02-03,2023-02-01,2012,0303,294,182199017,039939,6,11,11,38,51
2.0,2023-02-03,2023-02-01,2012,0303,302,049899009,086902,7,29,29,37,37
2.0,2023-02-03,2023-02-01,2012,0303,312,109599017,190204,3,60,60,593,593
2.0,2023-02-03,2023-02-01,2012,0303,313,029099016,039757,4,35,35,41,41
2.0,2023-02-03,2023-02-01,2012,0303,314,029099045,039600,6,11,11,12,12
2.0,2023-02-03,2023-02-01,2012,0303,317,140801009,190205,3,1,1,10,10
2.0,2023-02-03,2023-02-01,2012,0303,319,029199117,190205,3,13,13,22,22
2.0,2023-02-03,2023-02-01,2012,0303,320,119599008,190011,1,85,85,89,89
2.0,2023-02-03,2023-02-01,2012,0303,322,028899024,190013,1,140,142,271,2152
2.0,2023-02-03,2023-02-01,2012,0303,323,110901008,190204,3,564,569,5604,14316
2.0,2023-02-03,2023-02-01,2012,0303,323,110901012,087070,7,5944,5960,7313,12857
2.0,2023-02-03,2023-02-01,2012,0303,327,119499057,039757,4,48,49,87,186
2.0,2023-02-03,2023-02-01,2012,0303,327,119499058,087070,7,192,193,224,1115
2.0,2023-02-03,2023-02-01,2012,0303,327,119499070,039757,4,175,176,191,290
2.0,2023-02-03,2023-02-01,2012,0303,328,119499058,034752,5,25,25,25,25
2.0,2023-02-03,2023-02-01,2012,0303,329,119499063,087042,7,41,41,77,671
2.0,2023-02-03,2023-02-01,2012,0303,329,119499070,085002,7,428,429,471,1065
2.0,2023-02-03,2023-02-01,2012,0303,332,029199261,085002,7,21,22,32,230
2.0,2023-02-03,2023-02-01,2012,0303,332,029199265,190011,1,63,63,73,73
2.0,2023-02-03,2023-02-01,2012,0303,333,029199033,190011,1,47,47,57,57
2.0,2023-02-03,2023-02-01,2012,0303,333,029199039,084602,7,1,1,1,1
2.0,2023-02-03,2023-02-01,2012,0303,333,029199044,035512,5,51,51,73,73
2.0,2023-02-03,2023-02-01,2012,0303,335,029199032,037313,5,1,1,1,1
2.0,2023-02-03,2023-02-01,2012,0303,335,029199033,190204,3,130,130,5663,8930
2.0,2023-02-03,2023-02-01,2012,0303,338,119499046,035135,5,185,203,218,221
2.0,2023-02-03,2023-02-01,2012,0303,338,119499047,190013,1,267,284,466,961
2.0,2023-02-03,2023-02-01,2012,0303,341,049999014,039605,6,300,302,314,314
2.0,2023-02-03,2023-02-01,2012,0303,346,029199203,085042,7,7,7,8,8
2.0,2023-02-03,2023-02-01,2012,0303,349,029199213,039605,6,35,35,36,36
2.0,2023-02-03,2023-02-01,2012,0303,349,029199215,039757,4,93,95,121,121
2.0,2023-02-03,2023-02-01,2012,0303,349,029199266,190012,1,113,115,121,517
2.0,2023-02-03,2023-02-01,2012,0303,351,182199034,190013,1,31,32,79,79
2.0,2023-02-03,2023-02-01,2012,0303,351,182199049,190013,1,24,24,90,90
2.0,2023-02-03,2023-02-01,2012,0303,402,099699047,190011,1,1074,1109,1189,1189
2.0,2023-02-03,2023-02-01,2012,0303,403,099699055,190205,3,21,22,241,241
2.0,2023-02-03,2023-02-01,2012,0303,403,099699073,190205,3,45,45,467,467
2.0,2023-02-03,2023-02-01,2012,0303,405,099699050,190205,3,11,11,113,113
2.0,2023-02-03,2023-02-01,2012,0303,405,099699073,033554,5,614,623,650,1642
2.0,2023-02-03,2023-02-01,2012,0303,412,099699012,085320,7,7,7,7,7
2.0,2023-02-03,2023-02-01,2012,0303,417,099699047,190013,1,346,355,610,808
2.0,2023-02-03,2023-02-01,2012,0303,418,099699045,039757,4,13,13,15,15
2.0,2023-02-03,2023-02-01,2012,0303,423,099799006,190012,1,4492,4628,4898,10640
2.0,2023-02-03,2023-02-01,2012,0303,423,099799007,038943,5,9,9,21,21
2.0,2023-02-03,2023-02-01,2012,0303,427,129999049,033654,5,7,8,10,10
2.0,2023-02-03,2023-02-01,2012,0303,432,099699007,039775,4,71,73,145,343
2.0,2023-02-03,2023-02-01,2012,0303,432,099699023,038911,5,26,26,49,49
2.0,2023-02-03,2023-02-01,2012,0303,432,099699036,038696,6,11,11,23,23
2.0,2023-02-03,2023-02-01,2012,0303,432,099699060,038943,5,55,55,178,178
2.0,2023-02-03,2023-02-01,2012,0303,432,099699064,038943,5,80,81,259,259
2.0,2023-02-03,2023-02-01,2012,0303,435,140301034,039738,4,198,216,309,408
2.0,2023-02-03,2023-02-01,2012,0303,435,140301056,190055,2,149,152,152,251
2.0,2023-02-03,2023-02-01,2012,0303,558,979002018,190205,3,1,1,13,13
2.0,2023-02-03,2023-02-01,2012,0303,602,199299003,038762,5,2,2,2,2
2.0,2023-02-03,2023-02-01,2012,0303,602,199299013,087042,7,17,17,17,17
2.0,2023-02-03,2023-02-01,2012,0303,701,979004013,038942,5,26,26,239,239
2.0,2023-02-03,2023-02-01,2012,0303,701,979004013,038943,5,30,30,119,119
2.0,2023-02-03,2023-02-01,2012,0303,705,979004011,085002,7,1,1,65,65
2.0,2023-02-03,2023-02-01,2012,0304,012,990004007,190012,1,33,33,42,141
2.0,2023-02-03,2023-02-01,2012,0304,135,990004064,190013,1,22,25,45,441
2.0,2023-02-03,2023-02-01,2012,0304,136,990004058,190011,1,52,53,53,53
2.0,2023-02-03,2023-02-01,2012,0304,211,990004033,039607,6,1031,1032,1061,1061
2.0,2023-02-03,2023-02-01,2012,0304,221,990004009,190013,1,515,533,533,1028
2.0,2023-02-03,2023-02-01,2012,0304,222,990004056,190011,1,565,573,735,735
2.0,2023-02-03,2023-02-01,2012,0304,224,990004006,190013,1,66,66,343,343
2.0,2023-02-03,2023-02-01,2012,0304,226,990004009,190011,1,190,191,191,191
2.0,2023-02-03,2023-02-01,2012,0304,231,990004038,039008,5,22,22,22,22
2.0,2023-02-03,2023-02-01,2012,0304,324,990004054,038322,6,5,5,5,5
2.0,2023-02-03,2023-02-01,2012,0304,324,990004054,190011,1,254,254,264,363
2.0,2023-02-03,2023-02-01,2012,0304,332,990004007,190012,1,94,96,109,307
2.0,2023-02-03,2023-02-01,2012,0304,335,990004057,190013,1,42,43,96,96
2.0,2023-02-03,2023-02-01,2012,0304,337,990004054,038894,6,93,93,130,130
2.0,2023-02-03,2023-02-01,2012,0304,342,990004009,190011,1,55,55,55,55
2.0,2023-02-03,2023-02-01,2012,0304,361,990004007,190011,1,56,57,62,62
2.0,2023-02-03,2023-02-01,2012,0304,364,990004054,084042,7,14,14,14,14
2.0,2023-02-03,2023-02-01,2012,0304,383,990004057,039607,6,76,77,77,77
2.0,2023-02-03,2023-02-01,2012,0304,385,990004045,038371,5,32,32,40,47
2.0,2023-02-03,2023-02-01,2012,0304,386,990004039,038807,5,2,2,2,2
2.0,2023-02-03,2023-02-01,2012,0304,432,990004007,190011,1,20,20,20,20
2.0,2023-02-03,2023-02-01,2012,0304,454,990004054,038868,5,245,247,250,250
2.0,2023-02-03,2023-02-01,2012,0305,1030,131999164,089602,7,32,32,55,55
2.0,2023-02-03,2023-02-01,2012,0305,1030,131999214,089402,7,94,95,203,798
2.0,2023-02-03,2023-02-01,2012,0305,1089,990003009,084202,7,48,48,59,59
2.0,2023-02-03,2023-02-01,2012,0305,1140,029399039,190035,2,69,70,74,2351
2.0,2023-02-03,2023-02-01,2012,0305,1201,131999237,084202,7,152,152,162,261
2.0,2023-02-03,2023-02-01,2012,0305,1350,131999242,190012,1,44,44,49,49
2.0,2023-02-03,2023-02-01,2012,0305,1360,131999106,039498,6,1,1,1,1
2.0,2023-02-03,2023-02-01,2012,0305,1360,131999106,083390,7,113,113,115,115
2.0,2023-02-03,2023-02-01,2012,0305,1360,131999108,190204,3,9,9,57,57
2.0,2023-02-03,2023-02-01,2012,0305,1399,131999178,190013,1,143,144,200,200
2.0,2023-02-03,2023-02-01,2012,0305,1401,131999074,039757,4,352,357,368,368
2.0,2023-02-03,2023-02-01,2012,0305,1450,131999146,039606,6,72,73,74,74
2.0,2023-02-03,2023-02-01,2012,0305,1450,131999199,190013,1,83,83,164,164
2.0,2023-02-03,2023-02-01,2012,0305,1460,131999194,190011,1,388,392,477,477
2.0,2023-02-03,2023-02-01,2012,0305,1480,131999147,190013,1,63,63,129,129
2.0,2023-02-03,2023-02-01,2012,0305,1495,131999164,190013,1,3050,3136,4823,5813
2.0,2023-02-03,2023-02-01,2012,0305,1620,131999144,038909,5,3,3,3,3
2.0,2023-02-03,2023-02-01,2012,0305,1696,131999129,190013,1,506,517,1092,1389
2.0,2023-02-03,2023-02-01,2012,0305,1701,131999050,039757,4,66,67,74,74
2.0,2023-02-03,2023-02-01,2012,0305,1701,131999050,083615,7,31,31,31,31
2.0,2023-02-03,2023-02-01,2012,0305,1701,131999218,190013,1,1825,1855,2287,14365
2.0,2023-02-03,2023-02-01,2012,0305,1701,131999234,083302,7,1036,1041,1042,1240
2.0,2023-02-03,2023-02-01,2012,0305,1703,192001007,039090,6,101,110,126,10620
2.0,2023-02-03,2023-02-01,2012,0305,1703,192001009,038407,4,1,1,1,1
2.0,2023-02-03,2023-02-01,2012,0305,1703,192001011,038560,5,190,192,208,208
2.0,2023-02-03,2023-02-01,2012,0305,1703,192001024,038883,4,7,7,7,7
2.0,2023-02-03,2023-02-01,2012,0305,1710,131999194,089202,7,375,382,503,702
2.0,2023-02-03,2023-02-01,2012,0305,1796,131999214,190011,1,96,96,97,97
2.0,2023-02-03,2023-02-01,2012,0305,1796,131999214,190013,1,146,151,190,982
2.0,2023-02-03,2023-02-01,2012,0305,1801,131999144,190013,1,237,264,402,600
2.0,2023-02-03,2023-02-01,2012,0305,1801,131999199,190055,2,2144,2172,2186,2681
2.0,2023-02-03,2023-02-01,2012,0305,1801,131999232,089302,7,258,259,451,4411
2.0,2023-02-03,2023-02-01,2012,0305,1805,131999199,039411,4,39228,40360,41076,41182
2.0,2023-02-03,2023-02-01,2012,0305,1805,131999251,039605,6,252,254,257,257
2.0,2023-02-03,2023-02-01,2012,0305,1840,131999199,089402,7,469,472,514,515
2.0,2023-02-03,2023-02-01,2012,0305,2001,131999099,190013,1,23,23,52,52
2.0,2023-02-03,2023-02-01,2012,0305,2001,131999235,038889,6,39,40,74,74
2.0,2023-02-03,2023-02-01,2012,0305,2020,131999222,039606,6,54,55,55,55
2.0,2023-02-03,2023-02-01,2012,0305,2030,131999235,039881,6,1,1,1,1
2.0,2023-02-03,2023-02-01,2012,0305,2045,069499026,089090,7,156,157,168,169
2.0,2023-02-03,2023-02-01,2012,0305,2070,131999164,190013,1,88,91,167,464
2.0,2023-02-03,2023-02-01,2012,0305,2097,170901047,038585,6,19,20,24,24
2.0,2023-02-03,2023-02-01,2012,0305,2120,069499042,039607,6,5,5,5,5
2.0,2023-02-03,2023-02-01,2012,0305,3004,199299012,085002,7,76,76,78,375
2.0,2023-02-03,2023-02-01,2012,0305,3005,199299013,190013,1,4,4,9,9
2.0,2023-02-03,2023-02-01,2012,0305,3008,199299071,039606,6,4,4,4,4
2.0,2023-02-03,2023-02-01,2012,0305,3008,199299074,190013,1,211,211,405,405
2.0,2023-02-03,2023-02-01,2012,0305,3009,199299069,084402,7,15,15,42,42
2.0,2023-02-03,2023-02-01,2012,0305,3011,199299012,084090,7,18,18,18,18
2.0,2023-02-03,2023-02-01,2012,0305,3011,199299012,084602,7,276,277,381,678
2.0,2023-02-03,2023-02-01,2012,0305,3013,199299013,190013,1,100,101,271,667
2.0,2023-02-03,2023-02-01,2012,0305,3015,199299090,080001,7,111,111,112,211
2.0,2023-02-03,2023-02-01,2012,0305,3018,199299013,190204,3,47,47,154,550
2.0,2023-02-03,2023-02-01,2012,0305,3019,199299026,190012,1,193,193,217,415
2.0,2023-02-03,2023-02-01,2012,0305,3019,199299043,089302,7,18,22,29,623
2.0,2023-02-03,2023-02-01,2012,0305,3019,199299044,190013,1,1408,1420,2083,4756
2.0,2023-02-03,2023-02-01,2012,0305,3023,199299077,089402,7,21,21,80,80
2.0,2023-02-03,2023-02-01,2012,0305,3024,199299018,190013,1,22,22,45,144
2.0,2023-02-03,2023-02-01,2012,0305,3024,199299064,089402,7,95,97,244,838
2.0,2023-02-03,2023-02-01,2012,0305,3025,199299064,089402,7,246,247,329,626
2.0,2023-02-03,2023-02-01,2012,0305,3029,199299012,038720,6,1721,1727,1757,3247
2.0,2023-02-03,2023-02-01,2012,0305,3029,199299012,038889,6,158,159,238,238
2.0,2023-02-03,2023-02-01,2012,0305,3102,199299012,039090,6,1,1,2,2
2.0,2023-02-03,2023-02-01,2012,0305,3204,199299013,084402,7,1,1,1,1
2.0,2023-02-03,2023-02-01,2012,0305,3207,192001011,038807,5,1,1,1,1
2.0,2023-02-03,2023-02-01,2012,0305,3302,199299012,084070,7,11,11,11,11
2.0,2023-02-03,2023-02-01,2012,0305,4105,131999004,038826,5,2341,2365,2430,2465
2.0,2023-02-03,2023-02-01,2012,0305,4105,131999004,089402,7,1267,1286,1927,4997
2.0,2023-02-03,2023-02-01,2012,0306,11,140401002,080001,7,190,195,237,237
2.0,2023-02-03,2023-02-01,2012,0306,11,140401008,039605,6,512,550,603,603
2.0,2023-02-03,2023-02-01,2012,0306,11,140401008,039757,4,256,263,276,870
2.0,2023-02-03,2023-02-01,2012,0306,11,140401010,190012,1,104,105,127,721
2.0,2023-02-03,2023-02-01,2012,0306,12,149599003,087002,7,279,282,297,396
2.0,2023-02-03,2023-02-01,2012,0306,15,149599012,039607,6,1,1,4,4
2.0,2023-02-03,2023-02-01,2012,0306,20,020110013,039888,6,28,30,79,673
2.0,2023-02-03,2023-02-01,2012,0306,20,020110015,085042,7,15,15,16,16
2.0,2023-02-03,2023-02-01,2012,0306,21,140401006,190204,3,1,1,53,53
2.0,2023-02-03,2023-02-01,2012,0306,21,140401008,120102,7,49,49,50,50
2.0,2023-02-03,2023-02-01,2012,0306,24,149599023,039605,6,47,51,51,51
2.0,2023-02-03,2023-02-01,2012,0306,29,149599012,039492,7,74,77,100,893
2.0,2023-02-03,2023-02-01,2012,0306,30,020110006,039489,7,6,6,6,6
2.0,2023-02-03,2023-02-01,2012,0306,30,020110021,036170,5,226,250,284,393
2.0,2023-02-03,2023-02-01,2012,0306,30,020110025,039757,4,32,32,39,237
2.0,2023-02-03,2023-02-01,2012,0306,31,140401003,039859,4,53,55,68,365
2.0,2023-02-03,2023-02-01,2012,0306,32,149999016,190011,1,241,241,254,254
2.0,2023-02-03,2023-02-01,2012,0306,33,149999027,190011,1,3743,3904,4060,4159
2.0,2023-02-03,2023-02-01,2012,0306,34,149999002,190011,1,36,36,36,36
2.0,2023-02-03,2023-02-01,2012,0306,35,149999059,036259,6,46,51,563,563
2.0,2023-02-03,2023-02-01,2012,0306,37,149999016,039090,6,18,20,21,1803
2.0,2023-02-03,2023-02-01,2012,0306,40,020109066,039881,6,312,320,540,1333
2.0,2023-02-03,2023-02-01,2012,0306,40,020109075,190013,1,467,488,1577,1577
2.0,2023-02-03,2023-02-01,2012,0306,40,020109076,039881,6,6,7,19,19
2.0,2023-02-03,2023-02-01,2012,0306,40,020109080,039680,6,1,2,7,7
2.0,2023-02-03,2023-02-01,2012,0306,40,020109086,190013,1,346,352,403,403
2.0,2023-02-03,2023-02-01,2012,0306,41,149999026,190205,3,493,504,1865,1865
2.0,2023-02-03,2023-02-01,2012,0306,41,149999036,039445,6,40,40,41,439
2.0,2023-02-03,2023-02-01,2012,0306,42,149999016,039608,6,53,54,54,54
2.0,2023-02-03,2023-02-01,2012,0306,45,020109032,190013,1,82,82,299,299
2.0,2023-02-03,2023-02-01,2012,0306,48,020109023,039492,7,17,17,20,20
2.0,2023-02-03,2023-02-01,2012,0306,60,020109008,190035,2,219,220,230,1022
2.0,2023-02-03,2023-02-01,2012,0306,60,020109009,039605,6,118,120,123,123
2.0,2023-02-03,2023-02-01,2012,0306,60,020109041,085002,7,340,351,428,3794
2.0,2023-02-03,2023-02-01,2012,0306,73,149999034,039090,6,5,5,5,500
2.0,2023-02-03,2023-02-01,2012,0306,75,149999069,039865,4,260,271,280,1270
2.0,2023-02-03,2023-02-01,2012,0306,76,149999023,190204,3,12,12,86,680
2.0,2023-02-03,2023-02-01,2012,0306,99,149999054,190205,3,11,11,44,44
2.0,2023-02-03,2023-02-01,2012,0307,F21,972804029,039487,7,697,1372,3233,3233
2.0,2023-02-03,2023-02-01,2012,0307,G11,149399013,039170,4,1581,1611,1820,2414
2.0,2023-02-03,2023-02-01,2012,0307,G11,149399016,190204,3,781,787,1784,2477
2.0,2023-02-03,2023-02-01,2012,0307,G25,149999033,039607,6,1144,1150,1171,1171
2.0,2023-02-03,2023-02-01,2012,0307,G25,149999033,085002,7,43,43,52,151
2.0,2023-02-03,2023-02-01,2012,0307,G25,149999033,190013,1,3383,3404,6738,10797
2.0,2023-02-03,2023-02-01,2012,0307,G25,149999072,190009,1,24,24,30,30
2.0,2023-02-03,2023-02-01,2012,0307,G28,149399031,190011,1,28708,29199,29303,29501
2.0,2023-02-03,2023-02-01,2012,0307,M11,020108229,190013,1,419,426,1412,10619
2.0,2023-02-03,2023-02-01,2012,0307,M16,020108180,085042,7,381,393,424,2206
2.0,2023-02-03,2023-02-01,2012,0307,V21,150101006,087002,7,30,30,30,30
2.0,2023-02-03,2023-02-01,2012,0307,V21,150101007,039487,7,193,195,359,458
2.0,2023-02-03,2023-02-01,2012,0307,V31,159999006,033603,6,6,6,15,15
2.0,2023-02-03,2023-02-01,2012,0307,V32,972800062,037521,4,25,25,25,25
2.0,2023-02-03,2023-02-01,2012,0307,V42,159999007,190011,1,673,674,746,1043
2.0,2023-02-03,2023-02-01,2012,0307,V51,159899010,190204,3,6020,6034,18926,59021
2.0,2023-02-03,2023-02-01,2012,0307,V60,159899016,190013,1,931,937,1262,1856
