FID,omschr,voorz_vop,voorz_fop,voorz_vri,rijrtnghrb,rijrtngzij,afbuiging,invent_oms,wvk_id,wvk_begdat,afstand,fk_veld1,fk_veld4,ibn,gdb_geomattr_data,shape
kruispunten_wegvak.89,Kruispunt met fysieke scheiding van de rijbanen,N,J,J,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,HAMALANDWEG =N313              HAMALANDWEG,600152426,2019-02-01T00:00:00,23,060015242620190201,KPK0001059029,I,,POINT (237691.4637000002 446782.6992999986)
kruispunten_wegvak.90,Pseudo T-kruispunt met fysieke scheiding van de rijbanen,N,J,J,Alle rijrichtingen toegestaan bij een zijstraat,,,SLUISKIL VBW. a,600279901,2020-07-01T00:00:00,18,060027990120200701,KPK0000984472,I,,POINT (46319.02569999918 368211.9167999998)
kruispunten_wegvak.91,Pseudo T-kruispunt met fysieke scheiding van de rijbanen,N,J,J,Alle rijrichtingen toegestaan bij een zijstraat,,,SLUISKIL VBW. a,600279881,2022-02-01T00:00:00,0,060027988120220201,KPK0000984475,I,,POINT (46319 368227)
kruispunten_wegvak.92,Pseudo kruispunt met fysieke scheiding van de rijbanen,N,N,J,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),,,BURGEMEESTER SMEETSWEG,192322030,2014-11-01T00:00:00,8,019232203020141101,KPK0001047821,I,,POINT (96096.99329999834 461012.1149000004)
kruispunten_wegvak.93,Pseudo kruispunt met fysieke scheiding van de rijbanen,N,N,J,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),,,BURGEMEESTER SMEETSWEG,600112345,2019-02-01T00:00:00,6,060011234520190201,KPK0001047822,I,,POINT (96107.75510000065 461026.9138999991)
kruispunten_wegvak.94,Pseudo kruispunt met fysieke scheiding van de rijbanen,N,N,J,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),,,BURGEMEESTER SMEETSWEG,600112698,2019-02-01T00:00:00,10,060011269820190201,KPK0001047822,I,,POINT (96096.67210000008 461022.1955000013)
kruispunten_wegvak.95,Pseudo kruispunt zonder voorrangsregeling,N,J,J,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),R,COPPIERENKADE                  LEIDSE SCHOUW,205319067,2019-06-01T00:00:00,6,020531906720190601,KPK0001047827,I,,POINT (102828.65480000153 459734.8084000014)
kruispunten_wegvak.96,Pseudo kruispunt zonder voorrangsregeling,N,J,J,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),R,COPPIERENKADE                  LEIDSE SCHOUW,600113813,2019-06-01T00:00:00,8,060011381320190601,KPK0001047828,I,,POINT (102837.78449999914 459748.03660000116)
kruispunten_wegvak.97,Kruispunt met voorrangsregeling,N,N,N,Rechtdoor met rechtsaf toegestaan (linksaf verbod) voor de rechter hoofdrijbaan (D6R),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor de linker zijstraat (D4),,DE OVERSTEEK,600135351,2022-04-01T00:00:00,0,060013535120220401,KPK0001203615,I,,POINT (149384.10700000077 470291.31599999964)
kruispunten_wegvak.98,Rotonde,N,J,N,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,ZANDWEG                        STEURSWEG,83225032,2014-11-01T00:00:00,26,008322503220141101,KPK0001007701,I,,POINT (41689.0896999985 412779.2432000004)
kruispunten_wegvak.99,Rotonde,N,J,N,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,ZANDWEG                        STEURSWEG,600093889,2019-02-01T00:00:00,18,060009388920190201,KPK0001007702,I,,POINT (41718.56810000166 412757.0225000009)
kruispunten_wegvak.100,Rotonde,N,N,N,Alle rijrichtingen toegestaan bij een zijstraat,Rechtdoor en rechtsaf toegestaan voor de linker zijstraat (D6R),,MAURITSFORT,600094048,2021-12-01T00:00:00,24,060009404820211201,KPK0001008032,I,,POINT (42895.028999999166 369449.4609999992)
kruispunten_wegvak.101,Rotonde,N,N,N,Alle rijrichtingen toegestaan bij een zijstraat,Rechtdoor en rechtsaf toegestaan voor de linker zijstraat (D6R),,MAURITSFORT,600094046,2022-12-01T00:00:00,0,060009404620221201,KPK0001008032,I,,POINT (42895.028999999166 369449.4609999992)
kruispunten_wegvak.102,Kruispunt met fysieke scheiding van de rijbanen,N,J,J,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,HAMALANDWEG =N313              HAMALANDWEG,475293063,2018-02-01T00:00:00,7,047529306320180201,KPK0001059028,I,,POINT (237707.8385999985 446763.03649999946)
kruispunten_wegvak.103,Kruispunt met voorrangsregeling,N,N,J,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,DLEDENERSTRAAT,600150492,2021-07-01T00:00:00,2,060015049220210701,KPK0001060820,I,,POINT (248152.8189000003 476167.991799999)
kruispunten_wegvak.104,Rotonde,N,N,N,"Rechtdoor met rechtsaf toegestaan, EN keerverbod bij gelijkvloerse kruising (D6R + F7)",Rechtdoor en rechtsaf toegestaan voor de rechter zijstraat (bord D6R),,OOST-WESTWEG=N255,72202039,2022-12-01T00:00:00,13,007220203920221201,KPK0000823374,I,,POINT (36316.289400000125 401367.85720000044)
kruispunten_wegvak.105,Rotonde,N,N,N,"Rechtdoor met rechtsaf toegestaan, EN keerverbod bij gelijkvloerse kruising (D6R + F7)",,,GAPINGSEWEG,62192015,2020-11-01T00:00:00,18,006219201520201101,KPK0000823381,I,,POINT (31384.78299999982 396446.5364000015)
kruispunten_wegvak.106,T-kruispunt met voorrangsregeling,N,N,N,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,PRESIDENT ROOSEVELTLAAN,64187005,2020-07-01T00:00:00,26,006418700520200701,KPK0000823395,I,,POINT (32347.401599999517 393775.37849999964)
kruispunten_wegvak.107,Pseudo T-kruispunt met fysieke scheiding van de rijbanen,N,N,J,Alle rijrichtingen toegestaan bij een zijstraat,,,HUISWAARDERWEG,221435039,2014-11-01T00:00:00,9,022143503920141101,KPK0001003829,I,,POINT (110678.26689999923 517969.9241999984)
kruispunten_wegvak.108,Pseudo T-kruispunt met fysieke scheiding van de rijbanen,N,N,J,Alle rijrichtingen toegestaan bij een zijstraat,,,HUISWAARDERWEG,600121022,2019-02-01T00:00:00,5,060012102220190201,KPK0001003830,I,,POINT (110665.2265000008 517977.8396999985)
kruispunten_wegvak.109,T-kruispunt met voorrangsregeling,J,J,N,Alle rijrichtingen toegestaan bij een zijstraat,,,BURGERWEG,600120128,2019-02-01T00:00:00,18,060012012820190201,KPK0001003837,I,,POINT (107360.15480000153 529872.1457999982)
kruispunten_wegvak.110,T-kruispunt met voorrangsregeling,J,J,N,Alle rijrichtingen toegestaan bij een zijstraat,,,BURGERWEG,214459027,2016-12-01T00:00:00,27,021445902720161201,KPK0001003838,I,,POINT (107353.94900000095 529870.3731000014)
kruispunten_wegvak.111,T-kruispunt met fysieke scheiding van de rijbanen,N,N,J,Rechtdoor met linksaf toegestaan (rechtsaf verbod) voor de linker hoofdrijbaan (D6L),,,WEG NAAR DE VAL=N256,600100553,2021-04-01T00:00:00,1,060010055320210401,KPK0001077942,I,,POINT (55086.56569999829 407830.30319999903)
kruispunten_wegvak.112,Kruispunt met voorrangsregeling,N,N,J,"Rechtdoor met rechtsaf toegestaan, EN keerverbod bij gelijkvloerse kruising (D6R + F7)",,,BUSBAAN                        TONISSEWEG =N215,600284818,2020-06-01T00:00:00,3,060028481820200601,KPK0001001291,I,,POINT (73075.87420000136 412854.55270000175)
kruispunten_wegvak.113,Kruispunt met voorrangsregeling,N,N,J,"Rechtdoor met rechtsaf toegestaan, EN keerverbod bij gelijkvloerse kruising (D6R + F7)",,,BUSBAAN                        TONISSEWEG =N215,600100416,2019-04-01T00:00:00,0,060010041620190401,KPK0001001291,I,,POINT (73068 412865)
kruispunten_wegvak.114,Kruispunt met voorrangsregeling,N,N,J,"Rechtdoor met rechtsaf toegestaan, EN keerverbod bij gelijkvloerse kruising (D6R + F7)",,,BUSBAAN                        TONISSEWEG =N215,600100418,2022-10-01T00:00:00,7,060010041820221001,KPK0001001292,I,,POINT (73076.08879999816 412863.68250000104)
kruispunten_wegvak.115,Kruispunt met voorrangsregeling,N,N,J,"Rechtdoor met rechtsaf toegestaan, EN keerverbod bij gelijkvloerse kruising (D6R + F7)",,,BUSBAAN                        TONISSEWEG =N215,600100416,2019-04-01T00:00:00,0,060010041620190401,KPK0001001292,I,,POINT (73068 412865)
kruispunten_wegvak.116,Pseudo T-kruispunt met voorrangsregeling,N,N,J,"Rechtdoor, rechtsaf OF linksaf OF beide afslagen toegestaan (D4 + D5r of D4 + D5L  of D4 + D7)",Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor de linker zijstraat (D4),,VBW.d,600146391,2021-05-01T00:00:00,163,060014639120210501,KPK0001085707,I,,POINT (195556.0075000003 444032.7441999987)
kruispunten_wegvak.117,Rotonde,N,N,N,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,Rechtdoor en rechtsaf toegestaan voor de rechter zijstraat (bord D6R),,ZIJSTRAAT,505610012,2022-03-01T00:00:00,20,050561001220220301,KPK0001077248,I,,POINT (252772.33300000057 605214.375500001)
kruispunten_wegvak.118,T-kruispunt met voorrangsregeling,N,N,N,Alle rijrichtingen toegestaan bij een zijstraat,Rechtsaf OF linksaf OF beide afslagen toegestaan (D5R of D5L of D7),,OOSTPOLDERWEG,600446011,2022-03-01T00:00:00,1,060044601120220301,KPK0001077249,I,,POINT (252308.6088999994 604534.0504000001)
kruispunten_wegvak.119,Rotonde,N,N,N,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,Rechtdoor en rechtsaf toegestaan voor de rechter zijstraat (bord D6R),,ZIJSTRAAT,505610013,2022-03-01T00:00:00,19,050561001320220301,KPK0001077250,I,,POINT (252753.18890000135 605236.6218999997)
kruispunten_wegvak.120,T-kruispunt met voorrangsregeling,N,N,J,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Rechtdoor en linksaf toegestaan voor de rechter zijstraat (D6L),,PAPEWEG,600415709,2020-10-01T00:00:00,48,060041570920201001,KPK0001028770,I,,POINT (87930.61089999974 461548.9156999998)
kruispunten_wegvak.121,Pseudo kruispunt met fysieke scheiding van de rijbanen,J,J,J,Rechtdoor met linksaf toegestaan (rechtsaf verbod) voor de rechter hoofdrijbaan (D6L),,,LANGE KERKDAM                  PAPEWEG,600415722,2020-10-01T00:00:00,15,060041572220201001,KPK0001028771,I,,POINT (87889.3729000017 461515.370099999)
kruispunten_wegvak.122,Pseudo T-kruispunt met voorrangsregeling,N,N,J,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Rechtdoor en rechtsaf toegestaan voor de linker zijstraat (D6R),,PRESIDENT KENNEDYLAAN,600146391,2021-05-01T00:00:00,113,060014639120210501,KPK0001085708,I,,POINT (195604.23090000078 444045.95430000126)
kruispunten_wegvak.123,Pseudo T-kruispunt met voorrangsregeling,N,N,J,"Rechtdoor met rechtsaf toegestaan, EN keerverbod bij gelijkvloerse kruising (D6R + F7)",Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor de linker zijstraat (D4),,PRESIDENT KENNEDYLAAN,600146392,2021-05-01T00:00:00,125,060014639220210501,KPK0001085709,I,,POINT (195730.8035000004 444020.9316000007)
kruispunten_wegvak.124,Pseudo T-kruispunt met voorrangsregeling,N,N,J,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Rechtdoor en rechtsaf toegestaan voor de linker zijstraat (D6R),,IJSSELWEG=A348,600146392,2021-05-01T00:00:00,87,060014639220210501,KPK0001085710,I,,POINT (195758.2573999986 443994.6653999984)
kruispunten_wegvak.125,Pseudo T-kruispunt met voorrangsregeling,N,N,J,"Rechtdoor met rechtsaf toegestaan, EN keerverbod bij gelijkvloerse kruising (D6R + F7)",Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor de linker zijstraat (D4),,IJSSELWEG=A348,600146392,2021-05-01T00:00:00,3,060014639220210501,KPK0001085711,I,,POINT (195793.44999999925 443919.3244000003)
kruispunten_wegvak.126,T-kruispunt met voorrangsregeling,N,N,J,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Rechtdoor met linksaf toegestaan en keerverbod voor de linker zijstraat (D6L + F7),,VBW. c,208246062,2016-04-01T00:00:00,1,020824606220160401,KPK0001048381,I,,POINT (104317.14389999956 423450.0758000016)
kruispunten_wegvak.127,Kruispunt met voorrangsregeling,N,N,J,"Alleen rechtdoor, er geldt geen keerverbod op beide hoofdrijbanen (D4)",Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,SINT ANTHONISWEG,600144119,2022-05-01T00:00:00,4,060014411920220501,KPK0001073864,I,,POINT (192140.10720000044 405761.73600000143)
kruispunten_wegvak.128,Kruispunt met voorrangsregeling,N,N,J,"Alleen rechtdoor, er geldt geen keerverbod op beide hoofdrijbanen (D4)",Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,SINT ANTHONISWEG,384211047,2022-05-01T00:00:00,20,038421104720220501,KPK0001073865,I,,POINT (192023.2071999982 405590.87519999966)
kruispunten_wegvak.129,Kruispunt met voorrangsregeling,N,N,J,"Alleen rechtdoor, er geldt geen keerverbod op beide hoofdrijbanen (D4)",Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,SINT ANTHONISWEG,383211007,2022-05-01T00:00:00,4,038321100720220501,KPK0001073866,I,,POINT (191984.18670000136 405626.46730000153)
kruispunten_wegvak.130,Kruispunt met voorrangsregeling,N,N,J,"Alleen rechtdoor, er geldt geen keerverbod op beide hoofdrijbanen (D4)",Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,SINT ANTHONISWEG,600144117,2022-05-01T00:00:00,17,060014411720220501,KPK0001073867,I,,POINT (192103.94449999928 405794.695700001)
kruispunten_wegvak.131,Rotonde,N,N,N,Alle rijrichtingen toegestaan bij een zijstraat,,,PROVINCIALEWEG=N497,600101056,2019-02-01T00:00:00,43,060010105620190201,KPK0001020417,I,,POINT (65491.63830000162 429685.9609999992)
kruispunten_wegvak.132,Kruispunt met voorrangsregeling,J,J,J,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,L,VBW.a EN VBW.d   RW 14         ZIJDEWEG,169315077,2014-11-01T00:00:00,6,016931507720141101,KPK0000821775,I,,POINT (84875.01799999923 457552.1127999984)
kruispunten_wegvak.133,Pseudo T-kruispunt met fysieke scheiding van de rijbanen,N,N,J,Rechtdoor met linksaf toegestaan (rechtsaf verbod) voor beide hoofdrijbanen (D6L),Rechtsaf OF linksaf OF beide afslagen toegestaan (D5R of D5L of D7),R,LEIDSE SCHOUW,600113486,2019-06-01T00:00:00,2,060011348620190601,KPK0000896549,I,,POINT (102842.7314000018 459741.45380000025)
kruispunten_wegvak.134,Pseudo T-kruispunt met fysieke scheiding van de rijbanen,N,N,J,Rechtdoor met linksaf toegestaan (rechtsaf verbod) voor beide hoofdrijbanen (D6L),Rechtsaf OF linksaf OF beide afslagen toegestaan (D5R of D5L of D7),R,LEIDSE SCHOUW,600113485,2019-06-01T00:00:00,0,060011348520190601,KPK0000896549,I,,POINT (102852.80939999968 459736.87310000136)
kruispunten_wegvak.135,Kruispunt met voorrangsregeling,N,N,J,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,AANSL. 26 RW. 35               BROUWERSLAAN,506339039,2020-05-01T00:00:00,5,050633903920200501,KPK0000822026,I,,POINT (253086.54069999978 469560.0747999996)
kruispunten_wegvak.136,Kruispunt met voorrangsregeling,N,N,J,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,AANSL. 26 RW. 35               BROUWERSLAAN,506339036,2018-06-01T00:00:00,3,050633903620180601,KPK0000822026,I,,POINT (253084.13940000162 469566.8691000007)
kruispunten_wegvak.137,Kruispunt met voorrangsregeling,J,J,J,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,BUSBAAN,600107870,2019-06-01T00:00:00,10,060010787020190601,KPK0001127111,I,,POINT (84865.2190000005 436093.08100000024)
kruispunten_wegvak.138,Kruispunt zonder voorrangsregeling,N,N,J,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,PRINS BERNHARDLAAN,600106343,2022-02-01T00:00:00,7,060010634320220201,KPK0001191722,I,,POINT (85910.04839999974 455681.35379999876)
kruispunten_wegvak.139,Kruispunt zonder voorrangsregeling,N,N,J,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,PRINS BERNHARDLAAN,600386879,2022-02-01T00:00:00,6,060038687920220201,KPK0001191722,I,,POINT (85912.8300999999 455691.09109999985)
kruispunten_wegvak.140,Kruispunt zonder voorrangsregeling,N,N,J,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,PRINS BERNHARDLAAN,600386879,2022-02-01T00:00:00,6,060038687920220201,KPK0001191723,I,,POINT (85912.8300999999 455691.09109999985)
kruispunten_wegvak.141,Kruispunt zonder voorrangsregeling,N,N,J,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,PRINS BERNHARDLAAN,171311087,2022-02-01T00:00:00,6,017131108720220201,KPK0001191723,I,,POINT (85921.20050000027 455686.0865000002)
kruispunten_wegvak.142,Kruispunt zonder voorrangsregeling,N,N,J,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,VBW.a en b RW.4                AANSLUITING VLIETWEG,173309083,2022-02-01T00:00:00,9,017330908320220201,KPK0001191785,I,,POINT (86886.61850000173 454525.8178000003)
kruispunten_wegvak.143,Kruispunt zonder voorrangsregeling,N,N,J,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,DONAU                          VBW.c en d RW.4,600106277,2022-02-01T00:00:00,6,060010627720220201,KPK0001191786,I,,POINT (87113.18039999902 454265.6270999983)
kruispunten_wegvak.144,T-kruispunt met voorrangsregeling,N,N,N,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,Rechtdoor en rechtsaf toegestaan voor de linker zijstraat (D6R),,VBW. a,600212134,2022-02-01T00:00:00,121,060021213420220201,KPK0001192244,I,,POINT (66693.87150000036 438937.2076999992)
kruispunten_wegvak.145,T-kruispunt met voorrangsregeling,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Alleen rechtdoor toegestaan en keerverbod voor de rechter zijstraat (D4 + F7),,VBW. d                         VBW. d,600101238,2022-02-01T00:00:00,12,060010123820220201,KPK0001192245,I,,POINT (66644.24489999935 439048.4545000009)
kruispunten_wegvak.146,Niet indeelbaar,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Rechtsaf OF linksaf OF beide afslagen toegestaan (D5R of D5L of D7),,CALAMITEITENDOORGANG,147271027,2022-02-01T00:00:00,964,014727102720220201,KPK0001192247,I,,POINT (74367.27409999818 435392.5791000016)
kruispunten_wegvak.147,Pseudo kruispunt zonder voorrangsregeling,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Rechtdoor en rechtsaf toegestaan voor de rechter zijstraat (bord D6R),,VBW. a                         VBW. a,148271029,2022-02-01T00:00:00,112,014827102920220201,KPK0001192260,I,,POINT (73955.12530000135 435723.2014000006)
kruispunten_wegvak.148,Niet indeelbaar,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Rechtsaf OF linksaf OF beide afslagen toegestaan (D5R of D5L of D7),,CALAMITEITENDOORGANG,148270037,2022-02-01T00:00:00,68,014827003720220201,KPK0001192261,I,,POINT (74383.64460000023 435405.98849999905)
kruispunten_wegvak.149,Kruispunt met voorrangsregeling,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Rechtdoor en rechtsaf toegestaan voor de rechter zijstraat (bord D6R),,REEWEG,600107416,2022-02-01T00:00:00,0,060010741620220201,KPK0001192355,I,,POINT (88973.81289999932 431853.2045000009)
kruispunten_wegvak.150,Kruispunt met voorrangsregeling,N,N,J,Alleen rechtdoor toegestaan voor de linker hoofdrijbaan (D4),Er geldt alleen een keerverbod voor de rechter zijstraat (F7),,GROENE KRUISWEG,600107716,2022-02-01T00:00:00,31,060010771620220201,KPK0001192358,I,,POINT (89998.56210000068 431511.6748000011)
kruispunten_wegvak.151,Kruispunt met voorrangsregeling,N,N,J,Alleen rechtdoor toegestaan voor de linker hoofdrijbaan (D4),Er geldt alleen een keerverbod voor de rechter zijstraat (F7),,GROENE KRUISWEG,600107715,2022-02-01T00:00:00,0,060010771520220201,KPK0001192358,I,,POINT (89998.56210000068 431511.6748000011)
kruispunten_wegvak.152,Kruispunt met voorrangsregeling,N,N,N,Rechtdoor met linksaf toegestaan (rechtsaf verbod) voor de linker hoofdrijbaan (D6L),Rechtdoor en rechtsaf toegestaan voor de linker zijstraat (D6R),,AMERSFOORTSESTRAATWEG,600128986,2021-10-01T00:00:00,0,060012898620211001,KPK0001122495,I,,POINT (142391.59200000018 475617.7419999987)
