OBJECTID,PUIC,NAAM,REF_BORDSEIN_PUIC,REF_BORDSEIN_NAAM,AZIMUT,POSITIONELE_NAUWKEURIGHEID_MM,LEVENSCYCLUS_STATUS,GEOCODE,SUBCODE,GEOCODE_NR,GEOSUBCODE,GEOCODE_NAAM,KMLINT,KMLINT_OMSCHRIJVING,KM_GEOCODE_T,OFFSET,OFFSET_T,ONDERHOUDSREGIO_NAAM,ONDERHOUDSREGIO_AFKORTING,OPC_GEBIED_NAAM,OPC_GEBIED_NR,TECHNIEKVELD,PGO_GEBIED_NAAM,BEHEERDER,BEDIENGEBIED_NAAM,BEDIENGEBIED_AFKORTING,BEDIENGEBIED_SOORT,X,Y,Z,PGO_GEBIED_NR,GELDIG_VANAF,PUBLICATIEDATUM,PCA,IN_GEBRUIK,PRORAIL_GEBIED,LATITUDE,LONGITUDE,KM_GEOCODE
11,fda2c4c7-92ca-4245-977a-1e7f43b63c0a,SJ_4053L,9915c1d4-b919-4cf3-9cf1-d0438ddad2e9,4018,-140,60,Bestaand,926,,926,926__,Zwolle Rangeerterrein,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,"0,346251",34.39568,"34,395680",Noord-Oost,NO,Overijssel,34,Baan,Drenthe,ProRail,Zwolle Rangeerterrein,ZLR,NCBG,201448.405,500713.172,1.619,440,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Ja,Noord,52.49215239,6.07111409,0.346251
12,369acd27-5b52-48fd-be27-51ec12832fcf,SJ_4123R,b3ab357e-551d-4139-af59-c066e2959a2b,4072,-162,60,Bestaand,926,,926,926__,Zwolle Rangeerterrein,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,"0,889202",12.618556,"12,618556",Noord-Oost,NO,Overijssel,34,Baan,Drenthe,ProRail,Zwolle Rangeerterrein,ZLR,NCBG,201740.367,501216.15899999,1.875,440,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Ja,Noord,52.49664775,6.07548307,0.889202
13,45f55105-4152-43db-b1da-6fa89600e7b8,SJ_4085V,77c6154f-79eb-41bc-98f5-446df80f9d90,4032,-140,60,Bestaand,926,,926,926__,Zwolle Rangeerterrein,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,"0,371341",-17.633019,"-17,633019",Noord-Oost,NO,Overijssel,34,Baan,Drenthe,ProRail,Zwolle Rangeerterrein,ZLR,NCBG,201430.31899999,500769.255,1.874,440,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Ja,Noord,52.49265793,6.07085561,0.371341
14,2f741d58-5dc3-4b04-9213-c3a2bbf5e067,SJ_4061Q,6fb8a2d7-e036-4dc7-8176-47a678440959,4016,-140,60,Bestaand,926,,926,926__,Zwolle Rangeerterrein,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,"0,346537",39.185349,"39,185349",Noord-Oost,NO,Overijssel,34,Baan,Drenthe,ProRail,Zwolle Rangeerterrein,ZLR,NCBG,201452.06299999,500710.064,1.619,440,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Ja,Noord,52.49212414,6.07116752,0.346537
15,d7751a29-ee46-49d0-ab02-6755b0ddc4d7,SJ_4363V,63a12f53-94c6-4ac6-a59a-3450ac5f1d3f,4322,-60,60,Bestaand,603,a,603,603_a,Zwolle,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,"2,875565",-35.258737,"-35,258737",Noord-Oost,NO,Overijssel,34,Baan,Drenthe,ProRail,Zwolle,ZL,PPLG,202874.66399999,502152.41999999,1.874,440,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Ja,Noord,52.50496355,6.09231925,2.875565
16,13982534-ef47-459c-8db1-43d37759d3fd,SJ_4343V,b4336c7c-5924-4388-9309-86d9a0e89155,4368,-242,60,Bestaand,603,a,603,603_a,Zwolle,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,"3,086603",-10.560973,"-10,560973",Noord-Oost,NO,Overijssel,34,Baan,Drenthe,ProRail,Zwolle,ZL,PPLG,203044.682,502028.69199999,1.955,440,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Ja,Noord,52.50383672,6.09480532,3.086603
17,eeda7367-3c53-452f-b7f5-d7373e9e12f4,SJ_4449R,32c41105-dbb7-4904-b356-d7d414af212e,4488,-240,60,Bestaand,603,a,603,603_a,Zwolle,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,"4,001146",-29.16515,"-29,165150",Noord-Oost,NO,Overijssel,34,Baan,Drenthe,ProRail,Zwolle,ZLGE,NCBG,203830.92,501565.277,3.298,440,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Ja,Noord,52.49960247,6.10631626,4.001146
18,0012dc67-5be0-478b-9827-1e41f8d3f5b4,SJ_4119L,b0fd3ff7-d82c-45c9-9484-4fb8bdc1cf66,4076,-162,60,Bestaand,926,,926,926__,Zwolle Rangeerterrein,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,"0,888270",1.260374,"1,260374",Noord-Oost,NO,Overijssel,34,Baan,Drenthe,ProRail,Zwolle Rangeerterrein,ZLR,NCBG,201729.44099999,501219.411,1.875,440,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Ja,Noord,52.49667791,6.07532264,0.88827
19,3555707d-4e86-4701-a0dc-79dec2bc709b,SJ_4243L,e50be305-56e2-4308-8bdc-1a41e8b2c1da,4280,-245,60,Bestaand,603,a,603,603_a,Zwolle,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,"2,587619",-28.37899,"-28,378990",Noord-Oost,NO,Overijssel,34,Baan,Drenthe,ProRail,Zwolle,ZL,PPLG,202621.809,502294.526,1.798,440,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Ja,Noord,52.5062627,6.08861569,2.587619
20,9350db81-fa11-4055-b58d-ed3c5eda1619,SJ_4365L,c8f5f6f6-efaa-4703-8df3-318c81b200c9,4320,-60,60,Bestaand,603,a,603,603_a,Zwolle,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,"2,875675",-31.121654,"-31,121654",Noord-Oost,NO,Overijssel,34,Baan,Drenthe,ProRail,Zwolle,ZL,PPLG,202872.715,502148.76899999,1.874,440,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Ja,Noord,52.50493091,6.09229002,2.875675
21,1a94d69b-da2e-48d1-9cd5-67475066da84,SJ_4053R,fa79e8bc-7ca5-4a68-87d0-224cbf772c18,4020,-140,60,Bestaand,926,,926,926__,Zwolle Rangeerterrein,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,"0,350629",27.395444,"27,395444",Noord-Oost,NO,Overijssel,34,Baan,Drenthe,ProRail,Zwolle Rangeerterrein,ZLR,NCBG,201446.741,500721.511,1.619,440,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Ja,Noord,52.49222747,6.07109075,0.350629
22,70cc9ae2-3093-4b28-a46c-8676624ec121,SJ_4121L,5371c4be-476e-4c93-a8f2-28000909dd50,4074,-162,60,Bestaand,926,,926,926__,Zwolle Rangeerterrein,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,"0,888884",7.829679,"7,829679",Noord-Oost,NO,Overijssel,34,Baan,Drenthe,ProRail,Zwolle Rangeerterrein,ZLR,NCBG,201735.78899999,501217.603,1.875,440,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Ja,Noord,52.49666112,6.07541586,0.888884
23,069ec82e-f816-4c96-b3c4-0476248521bd,SJ_4221L,0d8f84ec-254b-4b27-8227-cadc5a6f6811,4140,-155,60,Bestaand,603,d,603,603_d,Zwolle,Llsoa-Zl,Lelystad Opstelterrein Aansl. - Zwolle ,"48,296435",-6.08653,"-6,086530",Noord-Oost,NO,Overijssel,34,Baan,Drenthe,ProRail,Zwolle,ZL,PPLG,201971.601,502175.598,1.558,440,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Ja,Noord,52.50525019,6.07902291,48.296435
24,db7ca50c-eec6-43c0-9fee-1329eb1e152a,SJ_4379L,25297161-9402-41a9-bde8-b2cfa4187910,4304,-57,60,Bestaand,603,a,603,603_a,Zwolle,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,"2,786953",34.543534,"34,543534",Noord-Oost,NO,Overijssel,34,Baan,Drenthe,ProRail,Zwolle,ZL,PPLG,202759.59,502138.28499999,1.78,440,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Ja,Noord,52.50484659,6.09062251,2.786953
25,fd50b5da-0048-4c8d-823b-9391d61ea16d,SJ_4361V,3fbb6ca9-cc27-432c-a733-8f8bd40e57bd,4324,-60,60,Bestaand,603,a,603,603_a,Zwolle,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,"2,875040",-50.964621,"-50,964621",Noord-Oost,NO,Overijssel,34,Baan,Drenthe,ProRail,Zwolle,ZL,PPLG,202881.964,502166.337,1.845,440,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Ja,Noord,52.50508798,6.09242875,2.87504
26,77e34087-aee8-46fb-a63a-f9818167ac08,SJ_4051R,8fcaa851-6c3f-4fba-b553-e7967ede0448,4030,-135,60,Bestaand,926,,926,926__,Zwolle Rangeerterrein,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,"0,370993",-12.787566,"-12,787566",Noord-Oost,NO,Overijssel,34,Baan,Drenthe,ProRail,Zwolle Rangeerterrein,ZLR,NCBG,201433.53,500765.606,1.874,440,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Ja,Noord,52.49262486,6.07090238,0.370993
27,c5b38be5-2f3c-49b9-8c17-c2e4b8ffd95b,SJ_4245L,a4ffaf42-8168-4d25-b073-97dbf6730b8f,4282,-241,60,Bestaand,603,a,603,603_a,Zwolle,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,"2,655693",-21.300991,"-21,300991",Noord-Oost,NO,Overijssel,34,Baan,Drenthe,ProRail,Zwolle,ZL,PPLG,202676.511,502254.29399999,1.836,440,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Ja,Noord,52.50589638,6.08941557,2.655693
28,bb43b758-cfce-4e8f-9009-5091866891d2,SJ_4045R,2767e27b-48d8-4ede-8f58-92b0d11f15a1,4028,-135,60,Bestaand,926,,926,926__,Zwolle Rangeerterrein,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,"0,367212",-2.930132,"-2,930132",Noord-Oost,NO,Overijssel,34,Baan,Drenthe,ProRail,Zwolle Rangeerterrein,ZLR,NCBG,201437.703,500755.75,1.874,440,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Ja,Noord,52.49253594,6.07096245,0.367212
29,e7d7cade-4902-45cc-bc73-d38b444bbe44,SJ_4049R,e6f04be0-aaee-4b90-94b6-7bddc3b7c290,4024,-135,60,Bestaand,926,,926,926__,Zwolle Rangeerterrein,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,"0,363743",8.805926,"8,805926",Noord-Oost,NO,Overijssel,34,Baan,Drenthe,ProRail,Zwolle Rangeerterrein,ZLR,NCBG,201443.465,500744.83399999,1.874,440,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Ja,Noord,52.49243735,6.07104576,0.363743
30,b9821692-d235-4a59-a332-dc77a1d202e9,SJ_4059L,53d6a48e-fca5-4726-824f-2c7a7e915ae0,4012,-140,60,Bestaand,926,,926,926__,Zwolle Rangeerterrein,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,"0,347008",50.580442,"50,580442",Noord-Oost,NO,Overijssel,34,Baan,Drenthe,ProRail,Zwolle Rangeerterrein,ZLR,NCBG,201460.60399999,500702.503,1.619,440,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Ja,Noord,52.49205547,6.07129221,0.347008
31,d4220ac0-8f1d-4979-ace3-4b72fb63d9ac,SJ_4255L,b2ce2fa3-fd8e-423a-ac9f-80c2128b51a6,4290,-240,60,Bestaand,603,a,603,603_a,Zwolle,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,"2,705809",-2.889852,"-2,889852",Noord-Oost,NO,Overijssel,34,Baan,Drenthe,ProRail,Zwolle,ZL,PPLG,202711.029,502212.78899999,1.843,440,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Ja,Noord,52.50552038,6.089918,2.705809
32,3de0768c-7563-4f6a-9fb7-e8f8f1990a07,SJ_4049L,51d494d4-5d37-46da-9f0d-e0fd9e0316fa,4022,-135,60,Bestaand,926,,926,926__,Zwolle Rangeerterrein,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,"0,361162",15.649742,"15,649742",Noord-Oost,NO,Overijssel,34,Baan,Drenthe,ProRail,Zwolle Rangeerterrein,ZLR,NCBG,201446.396,500738.026,1.874,440,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Ja,Noord,52.49237591,6.07108797,0.361162
33,7fb8b151-02ba-43c9-b0c9-c30189c5bf5c,SJ_4449L,757c473a-3945-4a71-94ed-ca4f0b0d3a68,4486,-240,60,Bestaand,603,a,603,603_a,Zwolle,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,"4,001064",-35.364611,"-35,364611",Noord-Oost,NO,Overijssel,34,Baan,Drenthe,ProRail,Zwolle,ZLGE,NCBG,203834.119,501570.58799999,3.298,440,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Ja,Noord,52.49964991,6.10636415,4.001064
34,b7e7f163-bb8f-4166-b79b-87e0a66406d7,SJ_4059R,8ee02dc7-512a-44d4-9e8f-59f2689ad706,4014,-140,60,Bestaand,926,,926,926__,Zwolle Rangeerterrein,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,"0,346731",45.788814,"45,788814",Noord-Oost,NO,Overijssel,34,Baan,Drenthe,ProRail,Zwolle Rangeerterrein,ZLR,NCBG,201456.95199999,500705.62,1.619,440,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Ja,Noord,52.49208379,6.07123888,0.346731
35,f3cf315e-1a92-4a2e-9ebf-22873d9b1c3d,SJ_859L,,,-283,60,Bestaand,618,b,618,618_b,Eindhoven,Vl-Ehv,Venlo - Eindhoven ,"50,467763",-40.645154,"-40,645154",Zuid,Z,Eindhoven,24,Baan,De Peel,ProRail,Eindhoven,EHV_OOSTZIJDE,NCBG,162521.91899999,383958.90399999,17.68199999,300,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Ja,Zuid-Oost,51.44467202,5.49539612,50.467763
36,bfbf90fa-0172-4d8d-83aa-40b77d9f9ab1,SJ_249V,66f31c22-1c5f-4620-bef5-c3ff44c6d068,242,-285,60,Bestaand,618,b,618,618_b,Eindhoven,Vl-Ehv,Venlo - Eindhoven ,"50,043455",-36.593611,"-36,593611",Zuid,Z,Eindhoven,24,Baan,De Peel,ProRail,Eindhoven,EHV_OOSTZIJDE,NCBG,162937.198,383977.84499999,17.84,300,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Ja,Zuid-Oost,51.44483657,5.50136999,50.043455
37,52a59211-5981-401b-bedc-8b46112648d0,SJ_127R,eacecc3c-1659-43d6-8945-8de4459224c4,158,-273,60,Bestaand,618,b,618,618_b,Eindhoven,Vl-Ehv,Venlo - Eindhoven ,"50,318835",-1.012107,"-1,012107",Zuid,Z,Eindhoven,24,Baan,De Peel,ProRail,Eindhoven,EHV,PPLG,162663.57699999,384018.988,17.843,300,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Ja,Zuid-Oost,51.44521018,5.49743506,50.318835
38,85790d75-5c31-4b6c-947d-670b6fcf7e09,SJ_247L,b7c92f5b-8a9f-4f5d-9d88-a30ed8feb23a,240,-285,60,Bestaand,618,b,618,618_b,Eindhoven,Vl-Ehv,Venlo - Eindhoven ,"50,062767",-36.963655,"-36,963655",Zuid,Z,Eindhoven,24,Baan,De Peel,ProRail,Eindhoven,EHV_OOSTZIJDE,NCBG,162917.784,383978.78899999,17.782,300,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Ja,Zuid-Oost,51.44484533,5.50109076,50.062767
39,8424a08a-2ac1-4d4d-b1d5-a5418b672211,SJ_139R,ac1721c2-43d5-46e2-9717-3661184c2989,154,-282,60,Bestaand,618,b,618,618_b,Eindhoven,Vl-Ehv,Venlo - Eindhoven ,"50,488864",-1.879474,"-1,879474",Zuid,Z,Eindhoven,24,Baan,De Peel,ProRail,Eindhoven,EHV_TUIN,NCBG,162495.23699999,383993.84399999,17.826,300,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Ja,Zuid-Oost,51.44498644,5.49501307,50.488864
40,b62309fb-4ae6-4f5f-9d96-ac6d3fbb0658,SJ_131AR,abb13495-a1f6-4e34-a9c7-0dd25e16f99f,160,-272,60,Bestaand,618,b,618,618_b,Eindhoven,Vl-Ehv,Venlo - Eindhoven ,"50,214250",-5.692578,"-5,692578",Zuid,Z,Eindhoven,24,Baan,De Peel,ProRail,Eindhoven,EHV,PPLG,162769.111,384019.63299999,17.838,300,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Ja,Zuid-Oost,51.44521454,5.49895311,50.21425
41,d087c265-384e-443f-8437-c1d0a546aa08,SJ_239T,33ed1e1b-f298-4824-87ac-a6468751c4cf,248,-285,60,Bestaand,618,b,618,618_b,Eindhoven,Vl-Ehv,Venlo - Eindhoven ,"50,064581",-60.572997,"-60,572997",Zuid,Z,Eindhoven,24,Baan,De Peel,ProRail,Eindhoven,EHV_OOSTZIJDE,NCBG,162914.367,383955.357,17.852,300,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Ja,Zuid-Oost,51.44463476,5.50104108,50.064581
42,c1f2cdfe-2436-4aa7-a980-fb83f5bd3058,SJ_239P,b435d8e5-000a-445c-8323-65a018dceb79,246,-285,60,Bestaand,618,b,618,618_b,Eindhoven,Vl-Ehv,Venlo - Eindhoven ,"50,123522",-83.748928,"-83,748928",Zuid,Z,Eindhoven,24,Baan,De Peel,ProRail,Eindhoven,EHV_OOSTZIJDE,NCBG,162852.71299999,383936.65299999,17.85,300,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Ja,Zuid-Oost,51.4444675,5.50015382,50.123522
43,59446f87-6a54-454b-a3a6-a4d462a2585c,SJ_139L,8a6a9e3d-550b-49a6-85f5-122ce97af255,156,-275,60,Bestaand,618,b,618,618_b,Eindhoven,Vl-Ehv,Venlo - Eindhoven ,"50,374738",-0.437338,"-0,437338",Zuid,Z,Eindhoven,24,Baan,De Peel,ProRail,Eindhoven,EHV,PPLG,162608.991,384012.26299999,17.81899999,300,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Ja,Zuid-Oost,51.44515048,5.49664973,50.374738
44,607a4cb9-6592-4fda-a96c-1c5ece4bee85,SJ_119AP,3064e9b4-190e-4952-bd17-2b6c0dbd4802,152,-282,60,Bestaand,618,b,618,618_b,Eindhoven,Vl-Ehv,Venlo - Eindhoven ,"50,616537",-6.785845,"-6,785845",Zuid,Z,Eindhoven,24,Baan,De Peel,ProRail,Eindhoven,EHV_TUIN,NCBG,162372.396,383963.717,17.85399999,300,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Ja,Zuid-Oost,51.44471726,5.49324546,50.616537
45,e70da853-eb4b-4f32-968a-c81ace72652e,SJ_119BS,45ac6b92-fe91-4345-8b21-de9c0c10fce2,,-100,60,Bestaand,618,b,618,618_b,Eindhoven,Vl-Ehv,Venlo - Eindhoven ,"51,120791",12.151205,"12,151205",Zuid,Z,Eindhoven,24,Baan,De Peel,ProRail,Eindhoven,EHV,PPLG,161874.733,383874.94799999,18.379,300,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Ja,Zuid-Oost,51.44392565,5.48608525,51.120791
46,c89f187e-7cdc-423a-8b60-598c58afe4e7,SJ_245P,4c6f7746-2ff0-425c-a81e-4e195c40531d,244,-285,60,Bestaand,618,b,618,618_b,Eindhoven,Vl-Ehv,Venlo - Eindhoven ,"50,036885",-40.685189,"-40,685189",Zuid,Z,Eindhoven,24,Baan,De Peel,ProRail,Eindhoven,EHV_OOSTZIJDE,NCBG,162943.518,383973.31599999,17.847,300,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Ja,Zuid-Oost,51.44479577,5.5014608,50.036885
