OBJECTID,PUIC,NAAM,REF_BORDSEIN_PUIC,REF_BORDSEIN_NAAM,AZIMUT,POSITIONELE_NAUWKEURIGHEID_MM,LEVENSCYCLUS_STATUS,GEOCODE,SUBCODE,GEOCODE_NR,GEOSUBCODE,GEOCODE_NAAM,KMLINT,KMLINT_OMSCHRIJVING,KM_GEOCODE_T,OFFSET,OFFSET_T,ONDERHOUDSREGIO_NAAM,ONDERHOUDSREGIO_AFKORTING,OPC_GEBIED_NAAM,OPC_GEBIED_NR,TECHNIEKVELD,PGO_GEBIED_NAAM,BEHEERDER,BEDIENGEBIED_NAAM,BEDIENGEBIED_AFKORTING,BEDIENGEBIED_SOORT,X,Y,Z,PGO_GEBIED_NR,GELDIG_VANAF,PUBLICATIEDATUM,PCA,IN_GEBRUIK,PRORAIL_GEBIED,LATITUDE,LONGITUDE,KM_GEOCODE
660,e0b8d262-c4ad-4aa4-9599-3b0dd5aa3f59,SJ_151P,65452b87-b343-4c91-8f0d-88d5c44325d5,,-267,60,Bestaand,501,,501,501__,Groningen,Hlg-Nscg,Harlingen - Nieuweschans Grens ,"80,870769",11.578385,"11,578385",Noord-Oost,NO,Groningen,37,Baan,Wadden,ProRail,Groningen,GN,PPLG,234074.12299999,581102.589,2.176,420,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Noord,53.21070617,6.57082047,80.870769
661,0a1031ad-1795-49b5-9f16-fbbfc6e0bead,SJ_33Q,5d5b00d2-27bb-49fb-bf3f-adb1ccf20387,,79,60,Bestaand,620,,620,620__,Alkmaar,Hdr-Zd,Den Helder - Zaandam ,"41,626561",25.778262,"25,778262",Randstad Noord,RN,Alkmaar,7,Baan,Hollands Noorderkwartier,ProRail,Alkmaar,AMR,PPLG,111524.75199999,516992.734,2.41299999,210,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Noord-West,52.63869882,4.74494211,41.626561
662,72bdf80f-4300-49d2-b0a2-169a3625ac40,SJ_952R,d0353dcb-2e05-425e-aa89-e4be295fe690,,-102,60,Bestaand,132,,132,132__,Moordrecht Aansl. - Rotterdam Kleiweg,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,"49,462753",-24.938443,"-24,938443",Randstad Zuid,RZ,Rotterdam,3,Baan,Rotterdam,ProRail,Rotterdam Noord Goederenstation,RTNG,NCBG,94262.716,439988.748,-0.95,120,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Zuid-Holland Zuid,51.94502815,4.50381572,49.462753
663,c55623b3-3588-4ed7-b2ff-966698747830,SJ_927L,28ea48a7-5ac8-494b-a836-e8869f980bed,AL_927L,-346,60,Bestaand,815,b,815,815_b,Roodeschool Eemshaven,Eem-Eemwt,Eemshaven - Eemshaven West ,"100,408489",-6.944486,"-6,944486",Noord-Oost,NO,Groningen,37,Baan,Wadden,ProRail,Eemshaven Industrie Aansluiting,EEMIA,NCBG,249511.82699999,608339.001,5.38199999,420,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Noord,53.45286627,6.80989182,100.408489
664,7b38fe36-2c4d-4eb0-8816-7b1acac58619,SJ_2001L,3b31409d-998e-40e8-a10b-ccf027606fc7,,-321,120,Bestaand,479,a,479,479_a,Maasvlakte 2,Mvtnwa-Mvtyn,Maasvlakte Noordwesthoek Aansl. - Maasvlakte Yangtzehaven Noord ,"300,595235",9.485347,"9,485347",Randstad Zuid,RZ,Europoort,4,Baan,Zee-Zevenaar,Derden - Overig - APMT,Maasvlakte Yangtzehaven Zuid,MVTYZ,PPLG,60355.02999999,441263.55699999,5.078,130,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Zee-Zevenaar,51.95174431,4.01040824,300.595235
665,e4f737ea-d6f4-47bf-b167-284ff90e82e9,SJ_131L,75505809-eaef-4efc-b5c6-69b4b56d3505,,-198,60,Bestaand,520,a,520,520_a,Maastricht,Mt-Vl,Maastricht - Venlo ,"0,348945",-14.396443,"-14,396443",Zuid,Z,Maastricht,26,Baan,Limburg,ProRail,Maastricht,MT,PPLG,177396.833,317916.776,46.93,340,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Zuid-Oost,50.85064774,5.70521864,0.348945
666,60381ffa-ea84-4a89-8d10-6d48afaf0075,SJ_903L,6863003d-84ee-4967-9e84-3a2f84f0e4aa,AL_903L,-102,283,Bestaand,437,a,437,437_a,Arnhem Goederenstation - Velperbroek Aansl.,Ahg-Va,Arnhem Goederenstation - Velperpoort Aansl. ,"0,032937",85.807297,"85,807297",Noord-Oost,NO,Achterhoek,30,Baan,Gelre,Derden - Overig - NS,Velperbroek Aansl.,VA,NCBG,191797.733,443039.554,15.324,400,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Ja,Oost,51.97454661,5.92274984,0.032937
667,cea0564c-1760-4501-b4b1-77c5b5e66c86,SJ_926R,c41bfc79-12c4-4e39-8520-e84c2621ef6c,,-250,60,Bestaand,543,c,543,543_c,Hengelo,Zp-Esg,Zutphen - Enschede Grens ,"45,673696",-27.632435,"-27,632435",Noord-Oost,NO,Twente,32,Baan,Twente,ProRail,Hengelo Tractieterrein,HGL_Tractie,NCBG,251584.84,475678.44099999,21.398,410,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Oost,52.26065181,6.80196618,45.673696
668,a2bce34b-3866-448f-aab4-d9b32f79f106,SJ_915R,82338c1a-9387-49d6-b909-8a83ed00e5ad,,-39,60,Bestaand,922,,922,922__,Leidschendam Lijnwerkplaats,Ldvn-Ldvwpl,Leidschenveen - Leidschendam werkplaats ,"18,402101",14.796258,"14,796258",Randstad Zuid,RZ,Den Haag,2,Baan,Den Haag,ProRail,Leidschendam Werkplaats,LDD,NCBG,86244.345,454610.60999999,0.24,110,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Zuid-Holland Noord,52.0755014,4.38427326,18.402101
669,e9dad2b0-eb7d-45df-8970-f3481d6dfc7b,SJ_149R,e998584e-9562-4008-b25c-ff3067996338,,-90,60,Bestaand,490,b,490,490_b,Amsterdam Houtrakpolder (gebied),Hmta-Law,Hemtunnel Aansl. - Latexweg ,"6,168774",5.240885,"5,240885",Randstad Noord,RN,Amsterdam,9,Baan,Amsterdam,ProRail,Amsterdam Houtrakpolder,HRP,NCBG,113505.933,490335.83399999,1.42199999,220,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Midden,52.39929083,4.77752545,6.168774
670,5b4f7d59-baef-4d76-822f-c731448fa418,SJ_409R,,,-344,60,Bestaand,614,c,614,614_c,s Hertogenbosch,Ut-Btl,Utrecht Centraal - Boxtel ,"48,134895",-45.331841,"-45,331841",Zuid,Z,Den Bosch,21,Baan,Betuwe,ProRail,'s Hertogenbosch,HT,PPLG,148524.321,411085.61099999,6.55199999,320,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Zuid-West,51.68851601,5.2935525,48.134895
671,6b198c77-b76e-476d-83f6-9a409699cc8e,SJ_1355R,f9a6c9dd-8350-4691-8234-2caea9ab1038,,-75,60,Bestaand,564,d,564,564_d,Den Haag Binckhorst,Bkh-Gv,Den Haag Binckhorst - Den Haag HS ,"100,307668",-22.559912,"-22,559912",Randstad Zuid,RZ,Den Haag,2,Baan,Den Haag,ProRail,Grote Binckhorst,BKHG,NCBG,82910.58999999,454420.494,0.541,110,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Zuid-Holland Noord,52.07336901,4.33569213,100.307668
672,18b62fc5-388e-4661-a312-4fbed7d87ac1,SJ_1004L,586bc0be-f6e8-4111-a965-5bf8722a8ed1,,-2,60,Bestaand,520,c,520,520_c,Maastricht,Mt-Glk,Maastricht - Lanaken (B) ,"36,957724",236.882666,"236,882666",Zuid,Z,Maastricht,26,Baan,Limburg,ProRail,Maastricht Lijnwerkplaats,MTWPL,NCBG,177156.287,318927.63699999,46.924,340,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Zuid-Oost,50.85974344,5.70186481,36.957724
673,7e21a2ae-7c56-4d8b-aea2-5de2bfa359f7,SJ_119R,cd8cf68a-e8a2-4383-ba79-9029902ee518,AL_119R,-255,60,Bestaand,088,,88,088__,Hilversum - Baarn,Asd-Zp,Amsterdam Centraal - Zutphen ,"29,203363",-7.159628,"-7,159628",Randstad Noord,RN,Amersfoort,12,Baan,Eemland,ProRail,Hilversum,HVS,NCBG,141499.35999999,470351.037,5.86,200,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Ja,Midden,52.22107815,5.18963245,29.203363
674,377ed464-91ff-4c56-93c2-f2aaf87ac049,SJ_939V,ee747387-553d-48ed-94ee-3e2a5decdaa3,,-282,60,Bestaand,550,,550,550__,Leeuwarden,Hlg-Nscg,Harlingen - Nieuweschans Grens ,"26,118274",-28.639144,"-28,639144",Noord-Oost,NO,Friesland,36,Baan,Wadden,ProRail,Leeuwarden,LW_TRS31,NCBG,181957.89499999,578906.04799999,1.11,420,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Noord,53.19612899,5.79057702,26.118274
675,36983265-2c40-454a-9c89-f8b0cc5bd300,SJ_904L,a6ea45da-e97e-4bbe-8c07-6cb15434894a,,-8,60,Bestaand,073,,73,073__,Den Helder - Heerhugowaard,Hdr-Zd,Den Helder - Zaandam ,"0,853491",-31.220977,"-31,220977",Randstad Noord,RN,Heerhugowaard,6,Baan,Hollands Noorderkwartier,ProRail,Den Helder,HDR,NCBG,112958.317,552142.795,0.787,210,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Noord-West,52.95467809,4.76162412,0.853491
676,63930df1-d5e2-48b6-b21d-b6b078cae89e,SJ_2229L,,,-166,60,Bestaand,051,,51,051__,s Hertogenbosch - Vught Aansl.,Ut-Btl,Utrecht Centraal - Boxtel ,"48,709579",26.312364,"26,312364",Zuid,Z,Den Bosch,21,Baan,Betuwe,ProRail,'s Hertogenbosch,HT,PPLG,148307.60399999,410546.71299999,6.28099999,320,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Zuid-West,51.68366959,5.29042877,48.709579
677,f6c3b5c5-376e-4f92-b576-745aaa1c8341,SJ_391R,03656131-b501-491c-b947-c35f5b24a01d,,-60,60,Bestaand,002,,2,002__,Leeuwarden - Groningen,Hlg-Nscg,Harlingen - Nieuweschans Grens ,"68,676011",-13.839773,"-13,839773",Noord-Oost,NO,Groningen,37,Baan,Wadden,ProRail,Zuidhorn,ZH,PPLG,223138.552,585073.28799999,0,420,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Noord,53.24788251,6.40800206,68.676011
678,9633c69e-2cf5-47bb-bd33-35963b038ac4,SJ_1111BL,aeab34cc-463c-4d78-869b-4fe384438935,,-297,60,Bestaand,533,,533,533__,Woerden,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,"15,368513",12.449586,"12,449586",Randstad Noord,RN,Woerden,14,Baan,Neerlands Midden,ProRail,Woerden,WD,PPLG,121470.156,455499.88,0.891,250,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Ja,Midden,52.08674697,4.8979931,15.368513
679,ff7a37df-13f0-4875-a198-d2e805a0bdf6,SJ_1581R,e48651d3-905b-446b-be26-18a89e72d5a1,,-200,120,Bestaand,478,a,478,478_a,Rotterdam Europoort 4,Mvta-Mvtn,Maasvlakte Aansl. - Maasvlakte Noordwesthoek ,"1,869881",-50.265355,"-50,265355",Randstad Zuid,RZ,Europoort,4,Baan,Zee-Zevenaar,ProRail,"Rotterdam, Emplacement Maasvlakte West",MVTW,PPLG,61344.79899999,440118.628,5.25499999,130,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Zee-Zevenaar,51.94162367,4.02511477,1.869881
680,46cdc005-c893-4b62-9ef0-290115a2c669,SJ_935L,7c098a0f-444a-4f31-a007-6cfaf93c1668,,-40,60,Bestaand,517,b,517,517_b,Venlo,Mt-Vl,Maastricht - Venlo ,"69,492651",27.317463,"27,317463",Zuid,Z,Venlo,27,Baan,De Peel,ProRail,,,,209889.96799999,375062.373,21.068,300,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Ja,Zuid-Oost,51.36208742,6.17532603,69.492651
681,7ef6d581-0c9a-4e1c-b6db-f62bbff33044,SJ_2595T,187fa58f-a6ea-4211-8cab-f2a29ac90b47,2694,-208,60,Bestaand,531,c,531,531_c,Utrecht Centraal,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,"35,012814",-58.008417,"-58,008417",Randstad Noord,RN,Utrecht,13,Baan,Neerlands Midden,ProRail,Utrecht Centraal,UT,PPLG,136019.70199999,455831.87,3.64599999,250,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Ja,Midden,52.09042018,5.11025306,35.012814
682,73f82663-b7d0-48e6-908e-a50033d2b5d1,SJ_1013R,5a2bbd3b-e4df-41ca-8544-b5999a1f24e7,,-3,60,Bestaand,520,a,520,520_a,Maastricht,Mt-Vl,Maastricht - Venlo ,"1,143334",-218.07622,"-218,076220",Zuid,Z,Maastricht,26,Baan,Limburg,Derden - Overig - NS Onderhoud & Service (onder voorbehoud),Maastricht Lijnwerkplaats,MTWPL,NCBG,177181.918,318804.70799999,46.76299999,340,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Zuid-Oost,50.85863748,5.7022213,1.143334
683,819262ac-afea-4c6e-98ca-87148370bea3,SJ_9009R,71d3adf8-c9bb-4fb6-bd95-9828b0314d6c,AL_9009R,-40,60,Bestaand,054,a,54,054_a,Boxtel - Eindhoven,Bd-Ehv,Breda - Eindhoven ,"52,420089",20.448029,"20,448029",Zuid,Z,Boxtel,23,Baan,Brabant,Strukton Rail Short Line,Acht,AT_411,NCBG,156953.034,388066.617,18.488,330,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Ja,Zuid-West,51.48164178,5.41531506,52.420089
684,31ce6a7a-ef84-4353-bd47-8309d66892f4,SJ_101AP,66bc4cfe-27e6-4842-94c4-9044373db155,,-281,60,Bestaand,550,,550,550__,Leeuwarden,Hlg-Nscg,Harlingen - Nieuweschans Grens ,"26,247803",-10.64125,"-10,641250",Noord-Oost,NO,Friesland,36,Baan,Wadden,ProRail,Leeuwarden,LW,PPLG,182084.07999999,578902.82999999,1.052,420,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Noord,53.1960937,5.7924648,26.247803
685,c5bdaaa8-76f0-4e7f-8b65-309555be29e2,SJ_950V,1f4f0ae1-d7fe-4ecd-9ba9-edb7166b3827,AL_950V,-200,120,Bestaand,950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,Bot-Mvt,"Rotterdam, Botlek - Rotterdam, Emplacement Maasvlakte","40,084734",-18.041668,"-18,041668",Randstad Zuid,RZ,Europoort,4,Baan,Zee-Zevenaar,ProRail,"Rotterdam, Emplacement Maasvlakte",MVT,PPLG,62115.315,438807.619,5.206,130,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Zee-Zevenaar,51.92997217,4.03667239,40.084734
686,f421893d-1b9e-43c4-80f2-e5e2a84b3a10,SJ_1023L,88c67022-105c-4665-99ae-43709bf9f3f8,,-281,60,Bestaand,028,,28,028__,Hengelo - Enschede Grens,Zp-Esg,Zutphen - Enschede Grens ,"53,413109",-11.676979,"-11,676979",Noord-Oost,NO,Twente,32,Baan,Twente,ProRail,Enschede,ES,PPLG,257602.29,471554.77399999,40.624,410,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Oost,52.22251132,6.88883037,53.413109
687,4dc6e921-3474-40f0-b461-756863117a05,SJ_867R,28873292-2645-411d-989a-6ec2a25bb443,,-91,60,Bestaand,531,d,531,531_d,Utrecht Centraal,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,"1,830619",82.941657,"82,941657",Randstad Noord,RN,Utrecht,13,Baan,Neerlands Midden,ProRail,Utrecht Cartesiusweg,UTCTW,NCBG,134450.10399999,456699.20799999,2.085,250,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Ja,Midden,52.09815981,5.0872985,1.830619
688,0ca37ce6-8819-4f64-8ff2-eda0448167dd,SJ_992L,7739a252-4239-4081-b016-b88d186c7f58,,-323,60,Bestaand,545,b,545,545_b,Roosendaal,Zlw-Np,Lage Zwaluwe - Nispen ,"22,711872",200.713216,"200,713216",Zuid,Z,Roosendaal,19,Baan,Zeeland,ProRail,Roosendaal,RSD,NCBG,90645.22199999,395354.542,3.59799999,310,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Zuid-West,51.54347237,4.4594828,22.711872
689,3e686a34-8523-4703-9ba9-1481a8c49e6e,SJ_1353R,9b523759-e708-4ac4-be9c-222aebd15ee5,,-76,60,Bestaand,564,d,564,564_d,Den Haag Binckhorst,Bkh-Gv,Den Haag Binckhorst - Den Haag HS ,"100,224866",-16.687762,"-16,687762",Randstad Zuid,RZ,Den Haag,2,Baan,Den Haag,ProRail,Grote Binckhorst,BKHG,NCBG,82991.3,454419.342,0.496,110,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Zuid-Holland Noord,52.07336915,4.33686943,100.224866
690,3cefbf5b-2a1c-422e-90f9-7e02dc9807ce,SJ_1369BV,49131cd6-0ac8-4cbc-bf5b-aa22f572ea1a,,-220,60,Bestaand,054,a,54,054_a,Boxtel - Eindhoven,Bd-Ehv,Breda - Eindhoven ,"54,232441",21.201702,"21,201702",Zuid,Z,Boxtel,23,Baan,Brabant,ProRail,Acht,AT,PPLG,158108.515,386666.33299999,18.879,330,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Ja,Zuid-West,51.46904989,5.43193679,54.232441
691,34c6e246-992c-4539-baa4-0a1824131be5,SJ_915R,0de97092-e0f4-403e-9c0a-53e72399d975,,-200,60,Bestaand,524,b,524,524_b,Zaandam,Hdr-Zd,Den Helder - Zaandam ,"70,646793",51.382091,"51,382091",Randstad Noord,RN,Alkmaar,7,Baan,Hollands Noorderkwartier,ProRail,Zaandam,ZD,NCBG,115777.09,495173.417,0.596,210,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Noord-West,52.44293383,4.81032836,70.646793
692,a24ad143-84f9-42ac-9bfb-51ce064699ea,SJ_227Q,518ab308-e82b-4eaf-bdc6-4fc055b61ab8,AL_227L,-275,,Onbekend,618,b,618,618_b,Eindhoven,Vl-Ehv,Venlo - Eindhoven ,"51,100000",-59.880158,"-59,880158",Zuid,Z,Eindhoven,24,Baan,De Peel,ProRail,Eindhoven,EHV,PPLG,161907.486,383807.46299999,18.413,300,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Ja,Zuid-Oost,51.44331865,5.48655504,51.1
693,17037751-4cac-423b-ad8e-a2d7d42aa478,SJ_453BL,a72ea45f-d2d8-4d2e-b899-266edd54d178,,-100,60,Bestaand,132,,132,132__,Moordrecht Aansl. - Rotterdam Kleiweg,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,"49,117736",-26.351505,"-26,351505",Randstad Zuid,RZ,Rotterdam,3,Baan,Rotterdam,ProRail,Rotterdam Noord Goederenstation,RTNG,NCBG,94602.63099999,440058.01299999,-0.577,120,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Zuid-Holland Zuid,51.94568767,4.50874686,49.117736
694,84c14395-b469-4e4c-b5f9-cd3d86c02ef4,SJ_11L,c5967852-af31-4c82-b4c0-e4d4f891feea,AL_11L,-43,283,Bestaand,209,,209,209__,Dieren - Apeldoorn,Dr-Apd,Dieren - Apeldoorn ,"15,736341",-10.922497,"-10,922497",Noord-Oost,NO,Achterhoek,30,Baan,Gelre,Derden - Overig - VSM Apeldoorn- Dieren,,,,196050.58499999,463670.984,22.76699999,400,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Ja,Oost,52.15967722,5.98712415,15.736341
695,54e250d4-e3fc-4225-910d-91788e7b3b75,SJ_2349R,25567ddb-2a6c-4dad-b8c6-e60df79fc895,,-203,60,Bestaand,121,b,121,121_b,Breda - Lage Zwaluwe,Brda-Bdgr,Barendrecht Aansl. - Breda Grens ,"233,054850",22.861307,"22,861307",,,HSL,70,Baan,,ProRail,Rotterdam - Breda,RTD-BD,Vrije baan,105782.087,409299.935,0.796,,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Infraspeed,Ja,Zuid-Holland Zuid,51.67034217,4.67570967,233.05485
696,6eae835c-3088-49c2-a62b-b162edf9f9b8,SJ_73V,633eb83d-ea93-45bc-bba1-daf85bde2d29,,-249,60,Bestaand,803,h,803,803_h,Delfzijl Stamlijn Havenschap,Dz-Dzsh,Delfzijl - Delfzijl Stamlijn Havenschap ,"106,875965",-0.247809,"-0,247809",Noord-Oost,NO,Groningen,37,Baan,Wadden,ProRail,Delfzijl Stamlijn Havenschap,DZSH,NCBG,262067.431,591640.82999999,0.673,420,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Noord,53.30050256,6.99321249,106.875965
697,ffd1f6e0-1a95-46a2-a6fa-b498f6410441,SJ_1023BV,992f0646-301a-4e20-af1c-b7c8128bad21,,-315,60,Bestaand,017,,17,017__,Amersfoort Aansl. - Hattemerbroek,Ama-Htba,Amersfoort Aansluiting - Hattemerbroek Aansluiting ,"27,242088",-1.748059,"-1,748059",Randstad Noord,RN,Amersfoort,12,Baan,Eemland,ProRail,Amersfoort Vathorst,AVAT,PPLG,158304.37899999,467278.075,3.184,200,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Ja,Midden,52.19361396,5.43553123,27.242088
698,da8b9978-e0cf-428a-8583-055264197052,SJ_295BR,bab237e0-47c5-4f5d-98d7-8df45fdafe94,,-112,60,Bestaand,555,,555,555__,Rotterdam Centraal,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,"83,480713",-63.850354,"-63,850354",Randstad Zuid,RZ,Rotterdam,3,Baan,Rotterdam,ProRail,Rotterdam Centraal,RTD,PPLG,91433.039,437741.563,2.58,120,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Zuid-Holland Zuid,51.92451587,4.46308034,83.480713
699,3d1c8cb5-27f1-4f0a-9eec-f0b9abc749ee,SJ_411BQ,80c5769d-f819-41db-acf2-bd60c7469bef,406,-52,283,Bestaand,486,b,486,486_b,Amsterdam Westhaven (gebied),Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,"77,174573",-2.84337,"-2,843370",Randstad Noord,RN,Amsterdam,9,Baan,Amsterdam,ProRail,Amsterdam Singelgracht Aansl.,SGRA,PPLG,118881.59699999,490071.76299999,0.914,220,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Midden,52.39729777,4.85653579,77.174573
700,860114a0-be15-4151-8b08-81ffb498b5bb,SJ_1275AQ,a519d16e-e1d1-4f12-922b-7e0551fe1826,,-235,60,Bestaand,560,a,560,560_a,Den Haag Centraal,Gd-Gvc,Gouda - Den Haag Centraal ,"24,657611",17.547137,"17,547137",Randstad Zuid,RZ,Den Haag,2,Baan,Den Haag,ProRail,Den Haag Centraal,GVC,PPLG,82572.80999999,454782.613,0.418,110,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Zuid-Holland Noord,52.07657924,4.33068915,24.657611
701,004fcdf1-4f45-4ad0-a665-7b62511a7121,SJ_243BV,1833be60-a5e1-4df3-b61d-c0a2ebf68a97,,-204,60,Bestaand,109,,109,109__,Rhenen - De Haar Aansl.,Rhn-Har,Rhenen - De Haar Aansl. ,"30,720267",-4.328585,"-4,328585",Randstad Noord,RN,Maarn,16,Baan,Eemland,ProRail,Veenendaal Centrum,VNDC,PPLG,166339.877,447458.12099999,7.429,200,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Ja,Midden,52.01536518,5.55239046,30.720267
702,300a4d62-78a8-4837-9ee6-ce04294972f8,SJ_2553Q,24556f74-e23c-4430-8da0-420c9ca0a7bb,,-15,60,Bestaand,531,a,531,531_a,Utrecht Centraal,Ut-Amf,Utrecht - Amersfoort ,"0,776794",13.625453,"13,625453",Randstad Noord,RN,Utrecht,13,Baan,Neerlands Midden,ProRail,Utrecht Landstraat,UT_Landstraat,NCBG,135615.60999999,456519.907,2.37599999,250,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Ja,Midden,52.09659024,5.10431779,0.776794
703,7afed6f8-f4a3-40ec-8422-f2bf2c031a1a,SJ_1145Q,38214efa-eccf-412a-8a51-1fd05e8e924c,,-199,120,Bestaand,478,a,478,478_a,Rotterdam Europoort 4,Mvta-Mvtn,Maasvlakte Aansl. - Maasvlakte Noordwesthoek ,"0,659635",35.646268,"35,646268",Randstad Zuid,RZ,Europoort,4,Baan,Zee-Zevenaar,ProRail,"Rotterdam, Emplacement Maasvlakte West",MVTW,PPLG,61838.502,439010.34,5.11,130,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Zee-Zevenaar,51.93174751,4.03259365,0.659635
704,1e7136df-cfc3-457b-bc56-c0c99588f9b7,SJ_915L,8dd5252e-c0dc-44ec-b8e3-f574e1ed5531,,-201,60,Bestaand,524,b,524,524_b,Zaandam,Hdr-Zd,Den Helder - Zaandam ,"70,724709",46.113352,"46,113352",Randstad Noord,RN,Alkmaar,7,Baan,Hollands Noorderkwartier,ProRail,Zaandam,ZD,NCBG,115808.32399999,495101.211,0.549,210,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Noord-West,52.44228715,4.81079617,70.724709
705,0f658c4b-fd94-420c-ae1f-12724913685c,SJ_37R,cff91dfd-2ca7-4802-9788-2fe8542c1756,,-343,60,Bestaand,514,a,514,514_a,Nijmegen,Ah-Vl,Arnhem - Venlo ,"17,147421",-18.089034,"-18,089034",Noord-Oost,NO,Maas en Waal,28,Baan,Gelre,ProRail,Nijmegen,NM,PPLG,187051.994,428286.77399999,23.64999999,400,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Ja,Oost,51.8422422,5.85230853,17.147421
706,1c0ee126-cefc-4e0d-aae4-2580635e5da7,SJ_189AS,079dde87-0937-43a0-965b-467428273857,,-54,60,Bestaand,517,a,517,517_a,Venlo,Vl-Ehv,Venlo - Eindhoven ,"0,211504",-9.114767,"-9,114767",Zuid,Z,Venlo,27,Baan,De Peel,ProRail,Venlo,VL,PPLG,209397.415,375514.433,22.26099999,300,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Ja,Zuid-Oost,51.36619817,6.16832392,0.211504
707,0eb44e52-2797-4022-a229-7e1ad1c00a5d,SJ_173AV,c09372a3-b0f0-43f8-beb5-99d90da1ee98,,-94,60,Bestaand,501,,501,501__,Groningen,Hlg-Nscg,Harlingen - Nieuweschans Grens ,"80,580434",-22.459427,"-22,459427",Noord-Oost,NO,Groningen,37,Baan,Wadden,ProRail,,,,233786.429,581122.89199999,2.124,420,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Noord,53.21093095,6.56652003,80.580434
