FID,OVW_STARTDATUM,BOOMKLASSE,BOOMHOOGTE,BUURT,EIGENAAR,FUNCTIE,KROONDIAMETER,PLANTWIJZE,STAMDIAMETER,STANDPLAATS,WIJKNAAM,ID,NEDERLANDSE_NAAM,BOOMSOORT,GEOMETRIE,PLANTJAAR,LONGITUDE,LATITUDE,OVW_MAX_SIZE

Gemeentelijke_bomen.15955850,2023-02-03,Geen vrije uitgroei,9-12 m,Willem III,Gemeente Amersfoort,Buurt- en blokgroen,3,Bomenrij,26-50 cm,Elementverharding,Randenbroek,1453,kleinbladige linde,Tilia cordata,POINT (52.15509147341218 5.401406983610626),1986,5.40140702290673,52.1550880145954,0

Gemeentelijke_bomen.15955851,2023-02-03,Geen vrije uitgroei,6-9 m,Willem III,Gemeente Amersfoort,Buurt- en blokgroen,3,Bomenrij,11-25 cm,Elementverharding,Randenbroek,1454,kleinbladige linde,Tilia cordata,POINT (52.15509415458724 5.401531191161975),1996,5.40153122990356,52.1550906964291,0

Gemeentelijke_bomen.15955852,2023-02-03,Geen vrije uitgroei,6-9 m,Willem III,Gemeente Amersfoort,Buurt- en blokgroen,3,Bomenrij,11-25 cm,Elementverharding,Randenbroek,1455,kleinbladige linde,Tilia cordata,POINT (52.15510941601187 5.401677321666615),1986,5.4016773595831,52.1551059585798,0

Gemeentelijke_bomen.15955853,2023-02-03,Geen vrije uitgroei,6-9 m,Willem III,Gemeente Amersfoort,Buurt- en blokgroen,3,Bomenrij,11-25 cm,Elementverharding,Randenbroek,1456,kleinbladige linde,Tilia cordata,POINT (52.15512467707228 5.401824913659132),1986,5.40182495074418,52.1551212203745,0

Gemeentelijke_bomen.15955854,2023-02-03,Geen vrije uitgroei,6-9 m,Willem III,Gemeente Amersfoort,Buurt- en blokgroen,3,Bomenrij,11-25 cm,Elementverharding,Randenbroek,1457,kleinbladige linde,Tilia cordata,POINT (52.155150721636865 5.401987121824996),1986,5.40198715786359,52.1551472657088,0

Gemeentelijke_bomen.15955855,2023-02-03,Geen vrije uitgroei,>24 m,Componistenbuurt-Midden,Gemeente Amersfoort,Stadsdeel- en wijkgroen,24,Groep,76-100 cm,Heesters,Randenbroek,1740,moeraseik,Quercus palustris,POINT (52.15035415311857 5.406194945434518),1958,5.40619503359709,52.1503507390382,0

Gemeentelijke_bomen.15955856,2023-02-03,Geen vrije uitgroei,12-15 m,Vermeerkwartier-Oost,Gemeente Amersfoort,Stadsdeel- en wijkgroen,9,Bomenrij,26-50 cm,Elementverharding,Vermeerkwartier,3128,Noorse esdoorn,Acer platanoides,POINT (52.148957887653374 5.393855740055562),1964,5.39385589548846,52.1489544127007,0

Gemeentelijke_bomen.15955857,2023-02-03,Geen vrije uitgroei,18-24 m,Vermeerkwartier-Oost,Gemeente Amersfoort,Buurt- en blokgroen,12,Bomenrij,76-100 cm,Elementverharding,Vermeerkwartier,3160,moeraseik,Quercus palustris,POINT (52.14754143556546 5.392987684812065),1964,5.39298786304916,52.147537961312,0

Gemeentelijke_bomen.15955858,2023-02-03,Geen vrije uitgroei,0-6 m,De Driehoek,Gemeente Amersfoort,Buurt- en blokgroen,6,Groep,26-50 cm,Heesters,Leusderkwartier,3512,rode meidoorn,Crataegus laevigata Pauls Scarlet,POINT (52.14587902758351 5.386795486705808),2000 (geschat),5.38679571034138,52.1458755274789,0

Gemeentelijke_bomen.15955859,2023-02-03,Geen vrije uitgroei,6-9 m,De Driehoek,Gemeente Amersfoort,Buurt- en blokgroen,6,Groep,26-50 cm,Heesters,Leusderkwartier,3513,roze meidoorn,Crataegus laevigata 'Masekii',POINT (52.14592375624702 5.38693765345175),1995 (geschat),5.38693787597,52.1459202567051,0

Gemeentelijke_bomen.15955860,2023-02-03,Geen vrije uitgroei,6-9 m,Rustenburg-Zuid,Gemeente Amersfoort,Rijkswegen,3,Bomenrij,11-25 cm,Heesters,Rustenburg,316,gewone es cv.,Fraxinus excelsior Westhofs Glorie,POINT (52.16767410566577 5.421998062596034),1994,5.4219978223295,52.1676707065897,0

Gemeentelijke_bomen.15955861,2023-02-03,Geen vrije uitgroei,6-9 m,Rustenburg-Zuid,Gemeente Amersfoort,Rijkswegen,3,Bomenrij,11-25 cm,Heesters,Rustenburg,317,gewone es cv.,Fraxinus excelsior Westhofs Glorie,POINT (52.1675946276859 5.421960530494222),1994,5.42196029163599,52.1675912287715,0

Gemeentelijke_bomen.15955862,2023-02-03,Geen vrije uitgroei,18-24 m,Stoutenburg-Noord,Gemeente Amersfoort,Agrarische bestemming,15,Bomenrij,76-100 cm,Ruw gras,Buitengebied-Oost,1064,zomereik,Quercus robur,POINT (52.165297757053224 5.470333052221887),1940 (geschat),5.47033262007618,52.1652946761121,0

Gemeentelijke_bomen.15955863,2023-02-03,Geen vrije uitgroei,9-12 m,Stoutenburg-Noord,Gemeente Amersfoort,Agrarische bestemming,6,Bomenrij,26-50 cm,Bosplantsoen,Buitengebied-Oost,1066,ruwe berk,Betula pendula,POINT (52.1651347679641 5.470313949010962),1980 (geschat),5.47031351991546,52.1651316876496,0

Gemeentelijke_bomen.15955864,2023-02-03,Geen vrije uitgroei,6-9 m,Stoutenburg-Noord,Gemeente Amersfoort,Agrarische bestemming,6,Bomenrij,11-25 cm,Bosplantsoen,Buitengebied-Oost,1067,ruwe berk,Betula pendula,POINT (52.16510816794986 5.470327059456917),1980 (geschat),5.47032663078268,52.165105087849,0

Gemeentelijke_bomen.15955865,2023-02-03,Geen vrije uitgroei,6-9 m,Willem III,Gemeente Amersfoort SRO,Buurt- en blokgroen,6,Solitair,21-30 cm,Elementverharding,Randenbroek,1306,Noorse esdoorn,Acer platanoides,POINT (52.15406451534276 5.398038536731412),1990,5.39803860446447,52.1540610426511,0

Gemeentelijke_bomen.15955866,2023-02-03,Geen vrije uitgroei,15-18 m,Stoutenburg-Noord,Gemeente Amersfoort,Agrarische bestemming,15,Bomenrij,51-75 cm,Ruw gras,Buitengebied-Oost,1046,zomereik,Quercus robur,POINT (52.164379585596855 5.470665968094547),1950,5.47066555106863,52.1643765111926,0

Gemeentelijke_bomen.15955867,2023-02-03,Geen vrije uitgroei,15-18 m,Stoutenburg-Noord,Gemeente Amersfoort,Agrarische bestemming,15,Bomenrij,51-75 cm,Ruw gras,Buitengebied-Oost,1047,zomereik,Quercus robur,POINT (52.16434379825844 5.470592587814922),1950,5.47059217178228,52.1643407235145,0

Gemeentelijke_bomen.15955868,2023-02-03,Geen vrije uitgroei,15-18 m,Stoutenburg-Noord,Gemeente Amersfoort,Agrarische bestemming,12,Bomenrij,26-50 cm,Ruw gras,Buitengebied-Oost,572,zomereik,Quercus robur,POINT (52.16329801801364 5.457682180950459),1950,5.45768184346308,52.1632948610983,0

Gemeentelijke_bomen.15955869,2023-02-03,Geen vrije uitgroei,15-18 m,Bloeidaal,Gemeente Amersfoort,Agrarische bestemming,12,Bomenrij,51-75 cm,Elementverharding,Buitengebied-Oost,18,zomereik,Quercus robur,POINT (52.16305009362822 5.426056554042529),1950,5.42605636639883,52.163046739938,0

Gemeentelijke_bomen.15955870,2023-02-03,Geen vrije uitgroei,6-9 m,De Driehoek,Gemeente Amersfoort,Buurt- en blokgroen,6,Bomenrij,11-25 cm,Elementverharding,Leusderkwartier,3481,sierpeer cv.,Pyrus calleryana Chanticleer,POINT (52.146419605247495 5.383892921801031),2000 (geschat),5.38389314883281,52.146416088568,0

Gemeentelijke_bomen.15955871,2023-02-03,Geen vrije uitgroei,12-15 m,Componistenbuurt-Midden,Gemeente Amersfoort,Pareltjes,15,Bomenrij,26-50 cm,Gazon,Randenbroek,1767,zomereik,Quercus robur,POINT (52.15140460132101 5.407627308296521),1989,5.40762737555869,52.1514011910961,0

Gemeentelijke_bomen.15955872,2023-02-03,Geen vrije uitgroei,9-12 m,Vermeerkwartier-Oost,Gemeente Amersfoort,Stadsdeel- en wijkgroen,6,Bomenrij,26-50 cm,Elementverharding,Vermeerkwartier,3119,Noorse esdoorn,Acer platanoides,POINT (52.15008232737127 5.392948574040054),2000 (geschat),5.39294871745399,52.1500788434534,0

Gemeentelijke_bomen.15955873,2023-02-03,Geen vrije uitgroei,9-12 m,Vermeerkwartier-Oost,Gemeente Amersfoort,Stadsdeel- en wijkgroen,6,Bomenrij,26-50 cm,Elementverharding,Vermeerkwartier,3120,Noorse esdoorn,Acer platanoides,POINT (52.1499645806579 5.393043529140824),1990 (geschat),5.39304367380811,52.1499610976811,0

Gemeentelijke_bomen.15955874,2023-02-03,Geen vrije uitgroei,12-15 m,Vermeerkwartier-Oost,Gemeente Amersfoort,Stadsdeel- en wijkgroen,12,Bomenrij,51-75 cm,Elementverharding,Vermeerkwartier,3121,Noorse esdoorn,Acer platanoides,POINT (52.149870203443015 5.393119492836242),1964,5.39311963850959,52.1498667212194,0

Gemeentelijke_bomen.15955875,2023-02-03,Geen vrije uitgroei,9-12 m,Dorrestein,Gemeente Amersfoort,Buurt- en blokgroen,12,Bomenrij,26-50 cm,Elementverharding,Vermeerkwartier,3390,Himalayaberk,Betula utilis Doorenbos,POINT (52.13997757436191 5.399473915330803),1968,5.39947417624194,52.1399741603448,0

Gemeentelijke_bomen.15955876,2023-02-03,Geen vrije uitgroei,12-15 m,Componistenbuurt-Zuid,Gemeente Amersfoort,Stadsdeel- en wijkgroen,9,Solitair,26-50 cm,Gazon,Randenbroek,1913,Japanse notenboom,Ginkgo biloba,POINT (52.14759897799558 5.402620132276454),1980,5.40262027376575,52.1475955547015,0

Gemeentelijke_bomen.15955877,2023-02-03,Geen vrije uitgroei,12-15 m,Componistenbuurt-Zuid,Gemeente Amersfoort,Stadsdeel- en wijkgroen,9,Solitair,26-50 cm,Gazon,Randenbroek,1914,Japanse notenboom,Ginkgo biloba,POINT (52.14752974933152 5.402782279955467),1980,5.4027824218309,52.1475263271687,0

Gemeentelijke_bomen.15955878,2023-02-03,Geen vrije uitgroei,15-18 m,Bloeidaal,Gemeente Amersfoort,Agrarische bestemming,12,Bomenrij,51-75 cm,Ruw gras,Buitengebied-Oost,20,zomereik,Quercus robur,POINT (52.16316236787801 5.4262817263071215),1950,5.42628153586824,52.1631590150123,0

Gemeentelijke_bomen.15955879,2023-02-03,Geen vrije uitgroei,15-18 m,Bloeidaal,Gemeente Amersfoort,Agrarische bestemming,15,Bomenrij,51-75 cm,Haag,Buitengebied-Oost,31,zomereik,Quercus robur,POINT (52.163858440989145 5.427729265769392),1950,5.42772905769755,52.1638550935505,0

Gemeentelijke_bomen.15955880,2023-02-03,Geen vrije uitgroei,15-18 m,Bloeidaal,Gemeente Amersfoort,Agrarische bestemming,15,Bomenrij,26-50 cm,Elementverharding,Buitengebied-Oost,32,zomereik,Quercus robur,POINT (52.163906940854446 5.427830156607264),1950,5.42782994730241,52.1639035937948,0

Gemeentelijke_bomen.15955881,2023-02-03,Geen vrije uitgroei,15-18 m,Bloeidaal,Gemeente Amersfoort,Agrarische bestemming,15,Bomenrij,26-50 cm,Elementverharding,Buitengebied-Oost,33,zomereik,Quercus robur,POINT (52.16395723774483 5.4279325107990415),1950,5.4279323002255,52.1639538910647,0

Gemeentelijke_bomen.15955882,2023-02-03,Geen vrije uitgroei,12-15 m,Bloeidaal,Gemeente Amersfoort,Agrarische bestemming,12,Bomenrij,26-50 cm,Ruw gras,Buitengebied-Oost,34,zomereik,Quercus robur,POINT (52.16400843132347 5.4280407122871255),1990,5.42804050040294,52.1640050850537,0

Gemeentelijke_bomen.15955883,2023-02-03,Geen vrije uitgroei,15-18 m,Bloeidaal,Gemeente Amersfoort,Agrarische bestemming,15,Bomenrij,51-75 cm,Ruw gras,Buitengebied-Oost,35,zomereik,Quercus robur,POINT (52.164079386955116 5.428181086279804),1950,5.42818087262273,52.1640760411971,0

Gemeentelijke_bomen.15955884,2023-02-03,Geen vrije uitgroei,12-15 m,Stoutenburg-Noord,Gemeente Amersfoort,Agrarische bestemming,9,Bomenrij,26-50 cm,Bosplantsoen,Buitengebied-Oost,905,gewone es,Fraxinus excelsior,POINT (52.15680901715316 5.459884251069998),1970,5.45988401740385,52.1568059030912,0

Gemeentelijke_bomen.15955885,2023-02-03,Geen vrije uitgroei,15-18 m,Stoutenburg-Noord,Gemeente Amersfoort,Agrarische bestemming,6,Bomenrij,26-50 cm,Bosplantsoen,Buitengebied-Oost,906,gewone es,Fraxinus excelsior,POINT (52.15674533936052 5.459885441247675),1999,5.45988520869479,52.1567422255721,0

Gemeentelijke_bomen.15955886,2023-02-03,Geen vrije uitgroei,12-15 m,Stoutenburg-Noord,Gemeente Amersfoort,Agrarische bestemming,12,Bomenrij,26-50 cm,Bosplantsoen,Buitengebied-Oost,975,zomereik,Quercus robur,POINT (52.16386009232719 5.465919939694233),1950,5.46591955414729,52.1638569879189,0

Gemeentelijke_bomen.15955887,2023-02-03,Geen vrije uitgroei,15-18 m,Stoutenburg-Noord,Gemeente Amersfoort,Agrarische bestemming,12,Bomenrij,51-75 cm,Bosplantsoen,Buitengebied-Oost,976,zomereik,Quercus robur,POINT (52.16387264396722 5.465997843720216),1950,5.4659974575867,52.1638695400292,0

Gemeentelijke_bomen.15955888,2023-02-03,Geen vrije uitgroei,15-18 m,Stoutenburg-Noord,Gemeente Amersfoort,Agrarische bestemming,15,Bomenrij,51-75 cm,Ruw gras,Buitengebied-Oost,1052,zomereik,Quercus robur,POINT (52.16413264684933 5.470007521748404),1950,5.47000711227872,52.1641295690577,0

Gemeentelijke_bomen.15955889,2023-02-03,Geen vrije uitgroei,0-6 m,Stoutenburg-Noord,Gemeente Amersfoort,Agrarische bestemming,3,Bomenrij,11-25 cm,Bosplantsoen,Buitengebied-Oost,1156,ruwe berk,Betula pendula,POINT (52.16335502534429 5.462254557498078),1990 (geschat),5.46225419791219,52.1633518985561,0

Gemeentelijke_bomen.15955890,2023-02-03,Geen vrije uitgroei,18-24 m,Componistenbuurt-Noord,Gemeente Amersfoort,Buurt- en blokgroen,12,Bomenrij,51-75 cm,Elementverharding,Randenbroek,1202,moeraseik,Quercus palustris,POINT (52.15262566413293 5.3967099743807925),1958,5.39671006767363,52.1526221901216,0

Gemeentelijke_bomen.15955891,2023-02-03,Geen vrije uitgroei,12-15 m,Componistenbuurt-Noord,Gemeente Amersfoort,Buurt- en blokgroen,12,Bomenrij,26-50 cm,Elementverharding,Randenbroek,1203,moeraseik,Quercus palustris,POINT (52.152711938109874 5.39683273191879),1994,5.39683282351183,52.152708464408,0

Gemeentelijke_bomen.15955892,2023-02-03,Geen vrije uitgroei,12-15 m,Componistenbuurt-Noord,Gemeente Amersfoort,Buurt- en blokgroen,12,Bomenrij,26-50 cm,Elementverharding,Randenbroek,1204,moeraseik,Quercus palustris,POINT (52.15281348903401 5.396984717007866),1996,5.3969848065684,52.1528100157359,0

Gemeentelijke_bomen.15955893,2023-02-03,Geen vrije uitgroei,12-15 m,Componistenbuurt-Noord,Gemeente Amersfoort,Buurt- en blokgroen,12,Bomenrij,26-50 cm,Elementverharding,Randenbroek,1205,moeraseik,Quercus palustris,POINT (52.15291593850874 5.39713670299193),1996,5.39713679050563,52.1529124656106,0

Gemeentelijke_bomen.15955894,2023-02-03,Geen vrije uitgroei,12-15 m,Componistenbuurt-Noord,Gemeente Amersfoort,Buurt- en blokgroen,12,Bomenrij,26-50 cm,Elementverharding,Randenbroek,1206,moeraseik,Quercus palustris,POINT (52.15306062561048 5.397351530548155),1996,5.3973516151674,52.1530571532782,0

Gemeentelijke_bomen.15955895,2023-02-03,Geen vrije uitgroei,15-18 m,Componistenbuurt-Noord,Gemeente Amersfoort,Buurt- en blokgroen,12,Bomenrij,26-50 cm,Elementverharding,Randenbroek,1207,moeraseik,Quercus palustris,POINT (52.153296979911154 5.397670126016031),1994,5.39767020603059,52.153293508331,0

Gemeentelijke_bomen.15955896,2023-02-03,Geen vrije uitgroei,9-12 m,Stoutenburg-Noord,Gemeente Amersfoort,Agrarische bestemming,6,Groep,11-25 cm,Bosplantsoen,Buitengebied-Oost,1167,ruwe berk,Betula pendula,POINT (52.16335132001143 5.462730892749448),1990 (geschat),5.46273053103089,52.1633481964314,0

Gemeentelijke_bomen.15955897,2023-02-03,Geen vrije uitgroei,15-18 m,Stoutenburg-Noord,Gemeente Amersfoort,Agrarische bestemming,6,Groep,26-50 cm,Bosplantsoen,Buitengebied-Oost,1168,ruwe berk,Betula pendula,POINT (52.163382531331244 5.462833516298335),1985,5.46283315355265,52.1633794082975,0

Gemeentelijke_bomen.15955898,2023-02-03,Geen vrije uitgroei,12-15 m,Componistenbuurt-Midden,Gemeente Amersfoort,Pareltjes,15,Bomenrij,26-50 cm,Gazon,Randenbroek,1766,zomereik,Quercus robur,POINT (52.15153222157532 5.4076755847206615),1989,5.40767564992916,52.1515288111227,0

Gemeentelijke_bomen.15955899,2023-02-03,Geen vrije uitgroei,12-15 m,Stoutenburg-Noord,Gemeente Amersfoort,Agrarische bestemming,9,Bomenrij,26-50 cm,Ruw gras,Buitengebied-Oost,651,zomereik,Quercus robur,POINT (52.16299590192661 5.4589141646943045),1950,5.45891382681504,52.1629927545237,0

Gemeentelijke_bomen.15955900,2023-02-03,Geen vrije uitgroei,12-15 m,Stoutenburg-Noord,Gemeente Amersfoort,Agrarische bestemming,9,Groep,26-50 cm,Bosplantsoen,Buitengebied-Oost,652,gewone es,Fraxinus excelsior,POINT (52.16298143186674 5.458894874277721),1950,5.4588945367405,52.1629782844016,0

Gemeentelijke_bomen.15955901,2023-02-03,Geen vrije uitgroei,9-12 m,Stoutenburg-Noord,Gemeente Amersfoort,Agrarische bestemming,9,Groep,26-50 cm,Bosplantsoen,Buitengebied-Oost,653,gewone es,Fraxinus excelsior,POINT (52.16301308323838 5.458809289142914),1950,5.45880895144481,52.1630099350633,0

Gemeentelijke_bomen.15955902,2023-02-03,Gekandelaberde boom,9-12 m,Stoutenburg-Noord,Gemeente Amersfoort,Agrarische bestemming,3,Bomenrij,26-50 cm,Bosplantsoen,Buitengebied-Oost,654,zomereik,Quercus robur,POINT (52.162999927715944 5.458789999441924),1950,5.45878966206278,52.1629967794727,0

Gemeentelijke_bomen.15955903,2023-02-03,Geen vrije uitgroei,12-15 m,Stoutenburg-Noord,Gemeente Amersfoort,Agrarische bestemming,9,Bomenrij,26-50 cm,Ruw gras,Buitengebied-Oost,656,zomereik,Quercus robur,POINT (52.16305798056103 5.458586709555008),1950,5.45858637209455,52.1630548307096,0

Gemeentelijke_bomen.15955904,2023-02-03,Geen vrije uitgroei,15-18 m,Stoutenburg-Noord,Gemeente Amersfoort,Agrarische bestemming,12,Bomenrij,26-50 cm,Ruw gras,Buitengebied-Oost,571,zomereik,Quercus robur,POINT (52.16331158150079 5.457594322075888),1950,5.45759398475726,52.1633084239444,0

Gemeentelijke_bomen.15955905,2023-02-03,Geen vrije uitgroei,9-12 m,Bloeidaal,Gemeente Amersfoort,Agrarische bestemming,6,Bomenrij,26-50 cm,Ruw gras,Buitengebied-Oost,37,zomereik,Quercus robur,POINT (52.164182671338914 5.42840041448906),1990,5.42840019817931,52.1641793264155,0

Gemeentelijke_bomen.15955906,2023-02-03,Geen vrije uitgroei,15-18 m,Bloeidaal,Gemeente Amersfoort,Agrarische bestemming,15,Bomenrij,51-75 cm,Ruw gras,Buitengebied-Oost,38,zomereik,Quercus robur,POINT (52.16424284615987 5.428526164035826),1950,5.42852594618891,52.1642395017108,0

Gemeentelijke_bomen.15955907,2023-02-03,Geen vrije uitgroei,15-18 m,Bloeidaal,Gemeente Amersfoort,Agrarische bestemming,15,Bomenrij,26-50 cm,Elementverharding,Buitengebied-Oost,39,zomereik,Quercus robur,POINT (52.164302123193885 5.428648989992029),1950,5.42864877063494,52.164298779206,0

Gemeentelijke_bomen.15955908,2023-02-03,Geen vrije uitgroei,15-18 m,Bloeidaal,Gemeente Amersfoort,Agrarische bestemming,15,Bomenrij,51-75 cm,Elementverharding,Buitengebied-Oost,41,zomereik,Quercus robur,POINT (52.16441528713249 5.428885868337372),1950,5.42888564608376,52.1644119440396,0

Gemeentelijke_bomen.15955909,2023-02-03,Geen vrije uitgroei,9-12 m,Stoutenburg-Noord,Gemeente Amersfoort,Agrarische bestemming,12,Bomenrij,26-50 cm,Bosplantsoen,Buitengebied-Oost,977,zomereik,Quercus robur,POINT (52.16386502545472 5.466081860623767),1950,5.4660814742366,52.1638619221209,0

Gemeentelijke_bomen.15955910,2023-02-03,Geen vrije uitgroei,12-15 m,Stoutenburg-Noord,Gemeente Amersfoort,Agrarische bestemming,12,Bomenrij,26-50 cm,Bosplantsoen,Buitengebied-Oost,978,zomereik,Quercus robur,POINT (52.16386942715033 5.466096215074673),1950,5.46609582854197,52.1638663238936,0

Gemeentelijke_bomen.15955911,2023-02-03,Geen vrije uitgroei,12-15 m,Stoutenburg-Noord,Gemeente Amersfoort,Agrarische bestemming,12,Bomenrij,26-50 cm,Bosplantsoen,Buitengebied-Oost,979,zomereik,Quercus robur,POINT (52.163875704979596 5.4661320928356),1950,5.46613170602378,52.1638726019374,0

Gemeentelijke_bomen.15955773,2023-02-03,Geen vrije uitgroei,9-12 m,Rustenburg-Zuid,Gemeente Amersfoort,Rijkswegen,3,Bomenrij,11-25 cm,Heesters,Rustenburg,298,gewone es cv.,Fraxinus excelsior Westhofs Glorie,POINT (52.16907823734637 5.422583705139166),1994,5.42258344031878,52.1690748349084,0

Gemeentelijke_bomen.15955774,2023-02-03,Geen vrije uitgroei,9-12 m,Rustenburg-Zuid,Gemeente Amersfoort,Rijkswegen,3,Bomenrij,11-25 cm,Heesters,Rustenburg,300,gewone es cv.,Fraxinus excelsior Westhofs Glorie,POINT (52.16891467104656 5.422516127233364),1994,5.42251586527494,52.1689112690093,0

Gemeentelijke_bomen.15955775,2023-02-03,Geen vrije uitgroei,6-9 m,Rustenburg-Zuid,Gemeente Amersfoort,Rijkswegen,3,Bomenrij,11-25 cm,Heesters,Rustenburg,302,gewone es cv.,Fraxinus excelsior Westhofs Glorie,POINT (52.16876723180301 5.422454184313963),1994,5.4224539249393,52.1687638301197,0

Gemeentelijke_bomen.15955776,2023-02-03,Geen vrije uitgroei,15-18 m,Bloeidaal,Gemeente Amersfoort,Agrarische bestemming,15,Bomenrij,26-50 cm,Ruw gras,Buitengebied-Oost,81,zomereik,Quercus robur,POINT (52.168266155706306 5.434807851776066),1950,5.43480753961976,52.1682628302463,0

Gemeentelijke_bomen.15955777,2023-02-03,Geen vrije uitgroei,12-15 m,Stoutenburg-Noord,Gemeente Amersfoort,Agrarische bestemming,12,Groep,51-75 cm,Bosplantsoen,Buitengebied-Oost,1013,zomereik,Quercus robur,POINT (52.16397928925986 5.467819365201762),1950,5.46781896868803,52.16397619721,0

Gemeentelijke_bomen.15955778,2023-02-03,Geen vrije uitgroei,18-24 m,Stoutenburg-Noord,Gemeente Amersfoort,Agrarische bestemming,15,Groep,51-75 cm,Bosplantsoen,Buitengebied-Oost,1014,zomereik,Quercus robur,POINT (52.16399426608994 5.467835910387313),1950,5.46783551352679,52.1639911740842,0

Gemeentelijke_bomen.15955779,2023-02-03,Geen vrije uitgroei,12-15 m,Stoutenburg-Noord,Gemeente Amersfoort,Agrarische bestemming,6,Groep,26-50 cm,Bosplantsoen,Buitengebied-Oost,1016,ruwe berk,Betula pendula,POINT (52.16397204024353 5.468213744312436),1970,5.46821334609577,52.1639689509158,0

Gemeentelijke_bomen.15955780,2023-02-03,Geen vrije uitgroei,12-15 m,Stoutenburg-Noord,Gemeente Amersfoort,Agrarische bestemming,9,Bomenrij,26-50 cm,Bosplantsoen,Buitengebied-Oost,1138,zomereik,Quercus robur,POINT (52.163345208923275 5.461546363167896),1980,5.46154600702388,52.163342077444,0

Gemeentelijke_bomen.15955781,2023-02-03,Geen vrije uitgroei,6-9 m,Willem III,Gemeente Amersfoort,Pareltjes,3,Solitair,11-25 cm,Elementverharding,Randenbroek,1228,eenbladige es,Fraxinus excelsior Diversifolia,POINT (52.15281359705968 5.395608284767451),1989,5.39560837987146,52.1528101164934,0

Gemeentelijke_bomen.15955782,2023-02-03,Geen vrije uitgroei,9-12 m,Willem III,Gemeente Amersfoort,Pareltjes,15,Solitair,51-75 cm,Ruw gras,Randenbroek,1229,bruine beuk,Fagus sylvatica Atropunicea,POINT (52.15340691480294 5.3938549583492925),1950,5.39385505231916,52.1534034226843,0

Gemeentelijke_bomen.15955783,2023-02-03,Geen vrije uitgroei,15-18 m,Willem III,Gemeente Amersfoort,Pareltjes,15,Groep,51-75 cm,Heesters,Randenbroek,1231,witte paardenkastanje,Aesculus hippocastanum,POINT (52.15356780595395 5.39372931924008),1950,5.39372941149842,52.153564312537,0

Gemeentelijke_bomen.15955784,2023-02-03,Geen vrije uitgroei,6-9 m,Stoutenburg-Noord,Gemeente Amersfoort,Agrarische bestemming,6,Bomenrij,11-25 cm,Bosplantsoen,Buitengebied-Oost,1136,zomereik,Quercus robur,POINT (52.163338346057216 5.461429796534768),1985,5.46142944104984,52.1633352138307,0

Gemeentelijke_bomen.15955785,2023-02-03,Geen vrije uitgroei,18-24 m,Componistenbuurt-Zuid,Gemeente Amersfoort,Stadsdeel- en wijkgroen,9,Groep,26-50 cm,Gazon,Randenbroek,1915,Amerikaanse tulpenboom,Liriodendron tulipifera,POINT (52.14691490917757 5.40326272803353),1961,5.40326287693819,52.1469114918545,0

Gemeentelijke_bomen.15955786,2023-02-03,Geen vrije uitgroei,18-24 m,Componistenbuurt-Zuid,Gemeente Amersfoort,Stadsdeel- en wijkgroen,18,Groep,51-75 cm,Gazon,Randenbroek,1916,Amerikaanse tulpenboom,Liriodendron tulipifera,POINT (52.14670893257614 5.4031639420416875),1961,5.40316409426486,52.1467055154604,0

Gemeentelijke_bomen.15955787,2023-02-03,Vrije uitgroei,18-24 m,Componistenbuurt-Zuid,Gemeente Amersfoort,Stadsdeel- en wijkgroen,12,Groep,51-75 cm,Gazon,Randenbroek,1917,Amerikaanse tulpenboom,Liriodendron tulipifera,POINT (52.14671895573113 5.40338099631728),1961,5.40338114759752,52.1467155397577,0

Gemeentelijke_bomen.15955788,2023-02-03,Geen vrije uitgroei,15-18 m,De Wieken,Gemeente Amersfoort,Agrarische bestemming,6,Solitair,26-50 cm,Gazon,Buitengebied-Oost,111,schietwilg,Salix alba,POINT (52.168966681816094 5.429833847478093),1970,5.4298335485713,52.1689633228561,0

Gemeentelijke_bomen.15955789,2023-02-03,Geen vrije uitgroei,15-18 m,De Wieken,Gemeente Amersfoort,Agrarische bestemming,9,Groep,51-75 cm,Gazon,Buitengebied-Oost,112,zomereik,Quercus robur,POINT (52.16839808881887 5.428151450198183),1950,5.42815116856891,52.168394722551,0

Gemeentelijke_bomen.15955790,2023-02-03,Geen vrije uitgroei,15-18 m,De Wieken,Gemeente Amersfoort,Agrarische bestemming,9,Groep,51-75 cm,Gazon,Buitengebied-Oost,113,zomereik,Quercus robur,POINT (52.16838102806115 5.42810466043369),1950,5.42810437930306,52.1683776615967,0

Gemeentelijke_bomen.15955791,2023-02-03,Geen vrije uitgroei,12-15 m,Bloeidaal,Gemeente Amersfoort,Agrarische bestemming,12,Bomenrij,26-50 cm,Ruw gras,Buitengebied-Oost,16,zomereik,Quercus robur,POINT (52.16289561650699 5.425707117802248),1950,5.42570693418179,52.1628922614487,0

Gemeentelijke_bomen.15955792,2023-02-03,Geen vrije uitgroei,15-18 m,Bloeidaal,Gemeente Amersfoort,Agrarische bestemming,12,Bomenrij,51-75 cm,Ruw gras,Buitengebied-Oost,224,zomereik,Quercus robur,POINT (52.16230693687486 5.447114541550081),1950,5.44711426951076,52.1623037159194,0

