FID,OVW_STARTDATUM,BOOMKLASSE,BOOMHOOGTE,BUURT,EIGENAAR,FUNCTIE,KROONDIAMETER,PLANTWIJZE,STAMDIAMETER,STANDPLAATS,WIJKNAAM,ID,NEDERLANDSE_NAAM,BOOMSOORT,GEOMETRIE,PLANTJAAR,LONGITUDE,LATITUDE,OVW_MAX_SIZE
Gemeentelijke_bomen.15955515,2023-02-03,Geen vrije uitgroei,9-12 m,Bloeidaal,Gemeente Amersfoort,Agrarische bestemming,6,Bomenrij,26-50 cm,Ruw gras,Buitengebied-Oost,175,zomereik,Quercus robur,POINT (52.16325195523157 5.4387032877966766),1983,5.43870303863777,52.163248677191,0

Gemeentelijke_bomen.15955516,2023-02-03,Geen vrije uitgroei,9-12 m,Bloeidaal,Gemeente Amersfoort,Agrarische bestemming,6,Bomenrij,26-50 cm,Ruw gras,Buitengebied-Oost,176,zomereik,Quercus robur,POINT (52.16329511958188 5.438652184478986),1983,5.43865193484949,52.163291841029,0

Gemeentelijke_bomen.15955517,2023-02-03,Geen vrije uitgroei,12-15 m,Bloeidaal,Gemeente Amersfoort,Agrarische bestemming,12,Bomenrij,26-50 cm,Ruw gras,Buitengebied-Oost,177,zomereik,Quercus robur,POINT (52.16333918399642 5.438598158978019),1983,5.43859790887695,52.1633359049091,0

Gemeentelijke_bomen.15955518,2023-02-03,Geen vrije uitgroei,15-18 m,Stoutenburg-Noord,Gemeente Amersfoort,Agrarische bestemming,15,Bomenrij,26-50 cm,Ruw gras,Buitengebied-Oost,524,zomereik,Quercus robur,POINT (52.16220425159875 5.44915060774533),1970 (geschat),5.44915032816669,52.1622010441177,0

Gemeentelijke_bomen.15955519,2023-02-03,Geen vrije uitgroei,9-12 m,Rustenburg-Zuid,Gemeente Amersfoort,Rijkswegen,3,Bomenrij,26-50 cm,Ruw gras,Rustenburg,378,gewone es cv.,Fraxinus excelsior Westhofs Glorie,POINT (52.16248091556221 5.419688012023246),1994,5.41968786240497,52.1624775271824,0

Gemeentelijke_bomen.15955520,2023-02-03,Geen vrije uitgroei,9-12 m,Rustenburg-Zuid,Gemeente Amersfoort,Rijkswegen,3,Bomenrij,26-50 cm,Ruw gras,Rustenburg,380,gewone es cv.,Fraxinus excelsior Westhofs Glorie,POINT (52.16256547140164 5.419735651537026),1994,5.41973550040797,52.1625620829169,0

Gemeentelijke_bomen.15955521,2023-02-03,Geen vrije uitgroei,12-15 m,Stoutenburg-Noord,Gemeente Amersfoort,Agrarische bestemming,12,Bomenrij,51-75 cm,Bosplantsoen,Buitengebied-Oost,952,zomereik,Quercus robur,POINT (52.163530419619384 5.464766071590951),1950,5.46476569728467,52.1635273089144,0

Gemeentelijke_bomen.15955522,2023-02-03,Geen vrije uitgroei,18-24 m,Bloeidaal,Gemeente Amersfoort,Agrarische bestemming,15,Bomenrij,51-75 cm,Ruw gras,Buitengebied-Oost,182,zomereik,Quercus robur,POINT (52.16276763263945 5.4423886477905015),1950,5.44238838965903,52.1627643797472,0

Gemeentelijke_bomen.15955523,2023-02-03,Geen vrije uitgroei,15-18 m,Stoutenburg-Noord,Gemeente Amersfoort,Agrarische bestemming,12,Bomenrij,26-50 cm,Ruw gras,Buitengebied-Oost,480,zomereik,Quercus robur,POINT (52.16294458441131 5.45324073243543),1950,5.45324042151271,52.1629414000106,0

Gemeentelijke_bomen.15955524,2023-02-03,Geen vrije uitgroei,12-15 m,Bloeidaal,Gemeente Amersfoort,Agrarische bestemming,9,Bomenrij,26-50 cm,Ruw gras,Buitengebied-Oost,205,zomereik,Quercus robur,POINT (52.16261093054635 5.444912467307046),1950,5.44491220022365,52.1626076942496,0

Gemeentelijke_bomen.15955525,2023-02-03,Geen vrije uitgroei,18-24 m,Stoutenburg-Noord,Gemeente Amersfoort,Agrarische bestemming,15,Bomenrij,51-75 cm,Ruw gras,Buitengebied-Oost,699,zomereik,Quercus robur,POINT (52.16296070716803 5.455076714214231),1950,5.45507639457949,52.1629575346669,0

Gemeentelijke_bomen.15955526,2023-02-03,Gekandelaberde boom,9-12 m,Stoutenburg-Noord,Gemeente Amersfoort,Agrarische bestemming,6,Bomenrij,26-50 cm,Ruw gras,Buitengebied-Oost,700,zomereik,Quercus robur,POINT (52.1629499932946 5.455009539709136),1950,5.45500922056825,52.1629468204025,0

Gemeentelijke_bomen.15955527,2023-02-03,Geen vrije uitgroei,12-15 m,Stoutenburg-Noord,Gemeente Amersfoort,Agrarische bestemming,12,Bomenrij,26-50 cm,Ruw gras,Buitengebied-Oost,790,gewone es,Fraxinus excelsior,POINT (52.157396566664126 5.45967555909356),1970,5.4596753160014,52.157393448754,0

Gemeentelijke_bomen.15955528,2023-02-03,Geen vrije uitgroei,15-18 m,Stoutenburg-Noord,Gemeente Amersfoort,Agrarische bestemming,12,Bomenrij,51-75 cm,Ruw gras,Buitengebied-Oost,795,gewone es,Fraxinus excelsior,POINT (52.157773883070995 5.459626995435501),1950,5.45962674592987,52.1577707632471,0

Gemeentelijke_bomen.15955529,2023-02-03,Geen vrije uitgroei,18-24 m,Stoutenburg-Noord,Gemeente Amersfoort,Agrarische bestemming,15,Bomenrij,51-75 cm,Ruw gras,Buitengebied-Oost,702,zomereik,Quercus robur,POINT (52.16291971383616 5.454800779587913),1950,5.45480046192916,52.1629165397163,0

Gemeentelijke_bomen.15955530,2023-02-03,Geen vrije uitgroei,15-18 m,Stoutenburg-Noord,Gemeente Amersfoort,Agrarische bestemming,15,Bomenrij,51-75 cm,Ruw gras,Buitengebied-Oost,703,zomereik,Quercus robur,POINT (52.162907935940574 5.454723867091788),1950,5.45472354998966,52.1629047613714,0

Gemeentelijke_bomen.15955531,2023-02-03,Geen vrije uitgroei,15-18 m,Stoutenburg-Noord,Gemeente Amersfoort,Agrarische bestemming,12,Bomenrij,51-75 cm,Bosplantsoen,Buitengebied-Oost,942,gewone esdoorn,Acer pseudoplatanus,POINT (52.154720565217005 5.456087794741309),1950,5.45608761341703,52.1547174346808,0

Gemeentelijke_bomen.15955532,2023-02-03,Geen vrije uitgroei,18-24 m,De Wieken,Gemeente Amersfoort,Agrarische bestemming,12,Bomenrij,51-75 cm,Ruw gras,Buitengebied-Oost,98,zomereik,Quercus robur,POINT (52.16481238803069 5.4293480982168),1950,5.42934786751046,52.1648090458708,0

Gemeentelijke_bomen.15955533,2023-02-03,Geen vrije uitgroei,15-18 m,De Wieken,Gemeente Amersfoort,Agrarische bestemming,12,Bomenrij,51-75 cm,Ruw gras,Buitengebied-Oost,99,zomereik,Quercus robur,POINT (52.16475221089324 5.42923111531921),1950,5.42923088611574,52.1647488683112,0

Gemeentelijke_bomen.15955534,2023-02-03,Geen vrije uitgroei,15-18 m,Bloeidaal,Gemeente Amersfoort,Agrarische bestemming,15,Bomenrij,51-75 cm,Ruw gras,Buitengebied-Oost,1,zomereik,Quercus robur,POINT (52.162210582341224 5.423366680775344),1950,5.42336651852604,52.1622072165897,0

Gemeentelijke_bomen.15955535,2023-02-03,Geen vrije uitgroei,12-15 m,Bloeidaal,Gemeente Amersfoort,Agrarische bestemming,9,Bomenrij,26-50 cm,Ruw gras,Buitengebied-Oost,2,zomereik,Quercus robur,POINT (52.16235871747975 5.423900246556976),1950,5.42390007957628,52.1623553541941,0

Gemeentelijke_bomen.15955536,2023-02-03,Geen vrije uitgroei,9-12 m,Bloeidaal,Gemeente Amersfoort,Agrarische bestemming,6,Bomenrij,11-25 cm,Ruw gras,Buitengebied-Oost,132,zomereik,Quercus robur,POINT (52.16468961030295 5.4375780821735065),1983,5.4375778147666,52.1646863187274,0

Gemeentelijke_bomen.15955537,2023-02-03,Geen vrije uitgroei,12-15 m,Bloeidaal,Gemeente Amersfoort,Agrarische bestemming,6,Bomenrij,26-50 cm,Ruw gras,Buitengebied-Oost,133,zomereik,Quercus robur,POINT (52.16458802253175 5.4376349681968215),1983,5.43763470217946,52.1645847317761,0

Gemeentelijke_bomen.15955538,2023-02-03,Geen vrije uitgroei,9-12 m,Bloeidaal,Gemeente Amersfoort,Agrarische bestemming,6,Bomenrij,26-50 cm,Ruw gras,Buitengebied-Oost,134,zomereik,Quercus robur,POINT (52.164537678948975 5.437661219267492),1983,5.43766095394808,52.1645343885874,0

Gemeentelijke_bomen.15955539,2023-02-03,Geen vrije uitgroei,9-12 m,Bloeidaal,Gemeente Amersfoort,Agrarische bestemming,6,Bomenrij,26-50 cm,Ruw gras,Buitengebied-Oost,135,zomereik,Quercus robur,POINT (52.16448733473247 5.437688931878132),1983,5.43768866724998,52.1644840447739,0

Gemeentelijke_bomen.15955540,2023-02-03,Geen vrije uitgroei,12-15 m,Bloeidaal,Gemeente Amersfoort,Agrarische bestemming,6,Bomenrij,26-50 cm,Ruw gras,Buitengebied-Oost,136,zomereik,Quercus robur,POINT (52.164435192890984 5.437716642289366),1983,5.43771637838197,52.1644319033436,0

Gemeentelijke_bomen.15955541,2023-02-03,Geen vrije uitgroei,9-12 m,Bloeidaal,Gemeente Amersfoort,Agrarische bestemming,6,Bomenrij,26-50 cm,Ruw gras,Buitengebied-Oost,137,zomereik,Quercus robur,POINT (52.164385747469595 5.437744355795336),1983,5.43774409256485,52.1643824583209,0

Gemeentelijke_bomen.15955542,2023-02-03,Geen vrije uitgroei,9-12 m,Bloeidaal,Gemeente Amersfoort,Agrarische bestemming,6,Bomenrij,26-50 cm,Ruw gras,Buitengebied-Oost,138,zomereik,Quercus robur,POINT (52.164333605614225 5.437772066173739),1983,5.43777180366432,52.1643303168764,0

Gemeentelijke_bomen.15955543,2023-02-03,Geen vrije uitgroei,9-12 m,Bloeidaal,Gemeente Amersfoort,Agrarische bestemming,6,Bomenrij,26-50 cm,Ruw gras,Buitengebied-Oost,139,zomereik,Quercus robur,POINT (52.164283260741094 5.4378012400301134),1983,5.43780097820577,52.1642799724147,0

Gemeentelijke_bomen.15955544,2023-02-03,Geen vrije uitgroei,9-12 m,Bloeidaal,Gemeente Amersfoort,Agrarische bestemming,6,Bomenrij,26-50 cm,Ruw gras,Buitengebied-Oost,140,zomereik,Quercus robur,POINT (52.1642311201927 5.437826027191897),1983,5.43782576610257,52.1642278322589,0

Gemeentelijke_bomen.15955545,2023-02-03,Geen vrije uitgroei,15-18 m,Stoutenburg-Noord,Gemeente Amersfoort,Agrarische bestemming,9,Bomenrij,26-50 cm,Bosplantsoen,Buitengebied-Oost,943,gewone esdoorn,Acer pseudoplatanus,POINT (52.154689451425824 5.455903688137738),1950,5.45590350811258,52.154686319808,0

Gemeentelijke_bomen.15955546,2023-02-03,Geen vrije uitgroei,18-24 m,Stoutenburg-Noord,Gemeente Amersfoort,Agrarische bestemming,12,Bomenrij,26-50 cm,Ruw gras,Buitengebied-Oost,452,zomereik,Quercus robur,POINT (52.16285589783639 5.451722701310467),1950,5.45172239887787,52.1628527039918,0

Gemeentelijke_bomen.15955547,2023-02-03,Geen vrije uitgroei,18-24 m,Stoutenburg-Noord,Gemeente Amersfoort,Agrarische bestemming,12,Bomenrij,51-75 cm,Ruw gras,Buitengebied-Oost,453,zomereik,Quercus robur,POINT (52.162870334908995 5.4518083711801),1950,5.45180806810738,52.1628671415535,0

Gemeentelijke_bomen.15955548,2023-02-03,Geen vrije uitgroei,18-24 m,Stoutenburg-Noord,Gemeente Amersfoort,Agrarische bestemming,12,Bomenrij,26-50 cm,Ruw gras,Buitengebied-Oost,454,zomereik,Quercus robur,POINT (52.16287818712278 5.451891875739373),1950,5.45189157214903,52.1628749942722,0

Gemeentelijke_bomen.15955408,2023-02-03,Geen vrije uitgroei,18-24 m,Stoutenburg-Noord,Gemeente Amersfoort,Agrarische bestemming,12,Bomenrij,51-75 cm,Ruw gras,Buitengebied-Oost,459,zomereik,Quercus robur,POINT (52.16288186917486 5.452377861254017),1950,5.45237755536995,52.1628786794557,0

Gemeentelijke_bomen.15955409,2023-02-03,Geen vrije uitgroei,18-24 m,Bloeidaal,Gemeente Amersfoort,Agrarische bestemming,15,Bomenrij,51-75 cm,Ruw gras,Buitengebied-Oost,187,zomereik,Quercus robur,POINT (52.16273417426165 5.442819750594392),1950,5.44281949104164,52.1627309242248,0

Gemeentelijke_bomen.15955410,2023-02-03,Geen vrije uitgroei,12-15 m,Bloeidaal,Gemeente Amersfoort,Agrarische bestemming,9,Bomenrij,26-50 cm,Ruw gras,Buitengebied-Oost,131,zomereik,Quercus robur,POINT (52.16474175210969 5.437550371347408),1983,5.43755010322055,52.1647384601223,0

Gemeentelijke_bomen.15955411,2023-02-03,Geen vrije uitgroei,12-15 m,Stoutenburg-Noord,Gemeente Amersfoort,Agrarische bestemming,6,Bomenrij,26-50 cm,Ruw gras,Buitengebied-Oost,716,zwarte els,Alnus glutinosa,POINT (52.163081966287066 5.46026520741767),1970,5.46026486181621,52.1630788274621,0

Gemeentelijke_bomen.15955412,2023-02-03,Geen vrije uitgroei,12-15 m,Stoutenburg-Noord,Gemeente Amersfoort,Agrarische bestemming,12,Bomenrij,26-50 cm,Ruw gras,Buitengebied-Oost,797,zomereik,Quercus robur,POINT (52.15799446872538 5.459597536742984),1930,5.45959728349344,52.1579913477718,0

Gemeentelijke_bomen.15955413,2023-02-03,Geen vrije uitgroei,15-18 m,Stoutenburg-Noord,Gemeente Amersfoort,Agrarische bestemming,12,Bomenrij,26-50 cm,Ruw gras,Buitengebied-Oost,701,zomereik,Quercus robur,POINT (52.16297786567427 5.455147591973682),1950,5.45514727171651,52.1629746935591,0

Gemeentelijke_bomen.15955414,2023-02-03,Geen vrije uitgroei,12-15 m,Bloeidaal,Gemeente Amersfoort,Agrarische bestemming,12,Bomenrij,51-75 cm,Ruw gras,Buitengebied-Oost,414,zomereik,Quercus robur,POINT (52.16293352662751 5.4257920704011156),1950,5.42579188579757,52.1629301719001,0

Gemeentelijke_bomen.15955415,2023-02-03,Geen vrije uitgroei,15-18 m,De Wieken,Gemeente Amersfoort,Agrarische bestemming,12,Bomenrij,51-75 cm,Ruw gras,Buitengebied-Oost,415,zomereik,Quercus robur,POINT (52.16519062495027 5.430146673054578),1950,5.43014643258477,52.1651872858257,0

Gemeentelijke_bomen.15955416,2023-02-03,Geen vrije uitgroei,15-18 m,Stoutenburg-Noord,Gemeente Amersfoort,Agrarische bestemming,12,Bomenrij,51-75 cm,Ruw gras,Buitengebied-Oost,585,zomereik,Quercus robur,POINT (52.16308278436837 5.458920397506343),1950,5.45892005807689,52.1630796366135,0

Gemeentelijke_bomen.15955417,2023-02-03,Geen vrije uitgroei,12-15 m,De Wieken,Gemeente Amersfoort,Agrarische bestemming,12,Bomenrij,26-50 cm,Ruw gras,Buitengebied-Oost,100,zomereik,Quercus robur,POINT (52.16470012123102 5.429118525184764),1950,5.42911829733476,52.1646967782159,0

Gemeentelijke_bomen.15955418,2023-02-03,Geen vrije uitgroei,15-18 m,De Wieken,Gemeente Amersfoort,Agrarische bestemming,6,Bomenrij,26-50 cm,Ruw gras,Buitengebied-Oost,101,zomereik,Quercus robur,POINT (52.164596835143016 5.428907962101953),1950,5.42890773687418,52.1645934913453,0

Gemeentelijke_bomen.15955419,2023-02-03,Geen vrije uitgroei,6-9 m,Rustenburg-Zuid,Gemeente Amersfoort,Rijkswegen,3,Bomenrij,11-25 cm,Ruw gras,Rustenburg,382,gewone es cv.,Fraxinus excelsior Westhofs Glorie,POINT (52.162264978827366 5.419544024969958),2010,5.41954387930962,52.1622615905847,0

Gemeentelijke_bomen.15955420,2023-02-03,Geen vrije uitgroei,9-12 m,Stoutenburg-Noord,Gemeente Amersfoort,Agrarische bestemming,6,Bomenrij,26-50 cm,Ruw gras,Buitengebied-Oost,708,zomereik,Quercus robur,POINT (52.16298220017136 5.459789766528002),1950,5.4597894248657,52.1629790586378,0

Gemeentelijke_bomen.15955421,2023-02-03,Geen vrije uitgroei,0-6 m,Rustenburg-Zuid,Gemeente Amersfoort,Rijkswegen,3,Bomenrij,11-25 cm,Ruw gras,Rustenburg,388,gewone es cv.,Fraxinus excelsior Westhofs Glorie,POINT (52.16204897454133 5.4193198281550226),2010,5.4193196868149,52.1620455859707,0

Gemeentelijke_bomen.15955422,2023-02-03,Geen vrije uitgroei,0-6 m,Rustenburg-Zuid,Gemeente Amersfoort,Rijkswegen,3,Bomenrij,11-25 cm,Ruw gras,Rustenburg,389,gewone es cv.,Fraxinus excelsior Westhofs Glorie,POINT (52.16197071070236 5.419243394579989),2010,5.41924325478203,52.1619673220403,0

Gemeentelijke_bomen.15955423,2023-02-03,Geen vrije uitgroei,0-6 m,Rustenburg-Zuid,Gemeente Amersfoort,Rijkswegen,3,Bomenrij,11-25 cm,Ruw gras,Rustenburg,390,gewone es cv.,Fraxinus excelsior Westhofs Glorie,POINT (52.161901840978615 5.4191669680374455),2010,5.4191668296376,52.1618984521829,0

Gemeentelijke_bomen.15955424,2023-02-03,Geen vrije uitgroei,6-9 m,Rustenburg-Zuid,Gemeente Amersfoort,Rijkswegen,3,Bomenrij,11-25 cm,Ruw gras,Rustenburg,391,gewone es cv.,Fraxinus excelsior Westhofs Glorie,POINT (52.16182983981585 5.419090539481426),2010,5.41909040252686,52.1618264509004,0

Gemeentelijke_bomen.15955425,2023-02-03,Geen vrije uitgroei,12-15 m,Bloeidaal,Gemeente Amersfoort,Agrarische bestemming,9,Bomenrij,26-50 cm,Ruw gras,Buitengebied-Oost,221,zomereik,Quercus robur,POINT (52.16237356405791 5.446885176629873),1980 (geschat),5.44688490451474,52.162370341343,0

Gemeentelijke_bomen.15955426,2023-02-03,Geen vrije uitgroei,15-18 m,Bloeidaal,Gemeente Amersfoort,Agrarische bestemming,9,Bomenrij,26-50 cm,Ruw gras,Buitengebied-Oost,222,zomereik,Quercus robur,POINT (52.16236276080026 5.446920238014249),1950,5.446919965921,52.1623595383571,0

Gemeentelijke_bomen.15955427,2023-02-03,Geen vrije uitgroei,15-18 m,Stoutenburg-Noord,Gemeente Amersfoort,Agrarische bestemming,12,Bomenrij,26-50 cm,Ruw gras,Buitengebied-Oost,552,zomereik,Quercus robur,POINT (52.163127563743735 5.45559170528792),1950,5.45559138039668,52.1631243938585,0

Gemeentelijke_bomen.15955428,2023-02-03,Geen vrije uitgroei,18-24 m,Rustenburg-Zuid,Gemeente Amersfoort,Rijkswegen,9,Bomenrij,51-75 cm,Ruw gras,Rustenburg,383,Canadese populier,Populus x canadensis,POINT (52.162130733695385 5.419579107514196),1980 (geschat),5.41957896374538,52.1621273462569,0

Gemeentelijke_bomen.15955429,2023-02-03,Geen vrije uitgroei,18-24 m,Rustenburg-Zuid,Gemeente Amersfoort,Rijkswegen,9,Bomenrij,51-75 cm,Ruw gras,Rustenburg,386,Canadese populier,Populus x canadensis,POINT (52.16196143013904 5.419425379505995),1990 (geschat),5.41942523902287,52.1619580425693,0

Gemeentelijke_bomen.15955430,2023-02-03,Geen vrije uitgroei,18-24 m,Rustenburg-Zuid,Gemeente Amersfoort,Rijkswegen,9,Bomenrij,51-75 cm,Heesters,Rustenburg,387,Canadese populier,Populus x canadensis,POINT (52.16195449403595 5.419505922523215),1990 (geschat),5.41950578178013,52.1619511069624,0

Gemeentelijke_bomen.15955431,2023-02-03,Geen vrije uitgroei,15-18 m,Bloeidaal,Gemeente Amersfoort,Agrarische bestemming,15,Bomenrij,51-75 cm,Ruw gras,Buitengebied-Oost,47,zomereik,Quercus robur,POINT (52.16474040908909 5.429558496207394),1950,5.42955826565233,52.1647370685227,0

Gemeentelijke_bomen.15955432,2023-02-03,Geen vrije uitgroei,15-18 m,Bloeidaal,Gemeente Amersfoort,Agrarische bestemming,15,Bomenrij,51-75 cm,Ruw gras,Buitengebied-Oost,48,zomereik,Quercus robur,POINT (52.16479070288823 5.429665238992353),1950,5.42966500713825,52.1647873627291,0

Gemeentelijke_bomen.15955433,2023-02-03,Geen vrije uitgroei,15-18 m,Bloeidaal,Gemeente Amersfoort,Agrarische bestemming,15,Bomenrij,26-50 cm,Ruw gras,Buitengebied-Oost,50,zomereik,Quercus robur,POINT (52.16489398602882 5.429880189485956),1950,5.42987995498227,52.164890646681,0

Gemeentelijke_bomen.15955434,2023-02-03,Geen vrije uitgroei,12-15 m,Bloeidaal,Gemeente Amersfoort,Agrarische bestemming,15,Bomenrij,26-50 cm,Elementverharding,Buitengebied-Oost,51,zomereik,Quercus robur,POINT (52.16494697430342 5.429991320249736),1950,5.42999108438172,52.164943635377,0

Gemeentelijke_bomen.15955435,2023-02-03,Geen vrije uitgroei,15-18 m,Bloeidaal,Gemeente Amersfoort,Agrarische bestemming,15,Bomenrij,51-75 cm,Ruw gras,Buitengebied-Oost,53,zomereik,Quercus robur,POINT (52.16499996253567 5.4301024513725435),1950,5.43010221413952,52.1649966240308,0

Gemeentelijke_bomen.15955549,2023-02-03,Geen vrije uitgroei,18-24 m,Stoutenburg-Noord,Gemeente Amersfoort,Agrarische bestemming,12,Bomenrij,51-75 cm,Ruw gras,Buitengebied-Oost,455,zomereik,Quercus robur,POINT (52.16287944498616 5.451998921545797),1950,5.45199861744259,52.1628762528229,0

Gemeentelijke_bomen.15955550,2023-02-03,Geen vrije uitgroei,18-24 m,Stoutenburg-Noord,Gemeente Amersfoort,Agrarische bestemming,12,Bomenrij,26-50 cm,Ruw gras,Buitengebied-Oost,457,zomereik,Quercus robur,POINT (52.16288197336594 5.452189463898961),1950,5.45218915887786,52.1628787824253,0

Gemeentelijke_bomen.15955551,2023-02-03,Geen vrije uitgroei,18-24 m,Stoutenburg-Noord,Gemeente Amersfoort,Agrarische bestemming,12,Bomenrij,51-75 cm,Ruw gras,Buitengebied-Oost,458,zomereik,Quercus robur,POINT (52.16288059158818 5.452307211400478),1950,5.45230690586259,52.1628774014168,0

Gemeentelijke_bomen.15955552,2023-02-03,Geen vrije uitgroei,18-24 m,Bloeidaal,Gemeente Amersfoort,Agrarische bestemming,15,Bomenrij,51-75 cm,Ruw gras,Buitengebied-Oost,183,zomereik,Quercus robur,POINT (52.16276220073341 5.442471946938235),1950,5.44247168851488,52.1627589483879,0

Gemeentelijke_bomen.15955553,2023-02-03,Geen vrije uitgroei,18-24 m,Bloeidaal,Gemeente Amersfoort,Agrarische bestemming,15,Bomenrij,51-75 cm,Ruw gras,Buitengebied-Oost,184,zomereik,Quercus robur,POINT (52.16275496990033 5.442558166913796),1950,5.44255790821506,52.1627517181282,0

Gemeentelijke_bomen.15955554,2023-02-03,Geen vrije uitgroei,15-18 m,Bloeidaal,Gemeente Amersfoort,Agrarische bestemming,15,Bomenrij,51-75 cm,Ruw gras,Buitengebied-Oost,186,zomereik,Quercus robur,POINT (52.16274140534873 5.442733530796556),1950,5.44273327151897,52.1627381547381,0

Gemeentelijke_bomen.15955555,2023-02-03,Geen vrije uitgroei,0-6 m,Bloeidaal,Gemeente Amersfoort,Agrarische bestemming,6,Bomenrij,26-50 cm,Ruw gras,Buitengebied-Oost,281,zomereik,Quercus robur,POINT (52.16270907177248 5.444558910343058),2000 (geschat),5.44455864323873,52.1627058327995,0

Gemeentelijke_bomen.15955556,2023-02-03,Geen vrije uitgroei,18-24 m,Bloeidaal,Gemeente Amersfoort,Agrarische bestemming,15,Bomenrij,51-75 cm,Ruw gras,Buitengebied-Oost,282,zomereik,Quercus robur,POINT (52.1628303219809 5.442520637062217),1950,5.44252037728598,52.1628270696333,0

Gemeentelijke_bomen.15955557,2023-02-03,Geen vrije uitgroei,12-15 m,Bloeidaal,Gemeente Amersfoort,Agrarische bestemming,6,Bomenrij,26-50 cm,Ruw gras,Buitengebied-Oost,178,zomereik,Quercus robur,POINT (52.1635298170098 5.4383937648083664),1983,5.43839351253451,52.163526535791,0

Gemeentelijke_bomen.15955558,2023-02-03,Geen vrije uitgroei,12-15 m,Bloeidaal,Gemeente Amersfoort,Agrarische bestemming,6,Bomenrij,26-50 cm,Ruw gras,Buitengebied-Oost,179,zomereik,Quercus robur,POINT (52.16356758404558 5.438352885370367),1983,5.43835263266836,52.163564302402,0

Gemeentelijke_bomen.15955559,2023-02-03,Geen vrije uitgroei,15-18 m,Bloeidaal,Gemeente Amersfoort,Agrarische bestemming,15,Bomenrij,51-75 cm,Ruw gras,Buitengebied-Oost,181,zomereik,Quercus robur,POINT (52.16277306305443 5.442308271708285),1950,5.44230801385537,52.1627698096339,0

Gemeentelijke_bomen.15955560,2023-02-03,Geen vrije uitgroei,9-12 m,Bloeidaal,Gemeente Amersfoort,Agrarische bestemming,9,Bomenrij,26-50 cm,Ruw gras,Buitengebied-Oost,141,zomereik,Quercus robur,POINT (52.16412953286103 5.437881450478839),1983,5.43788119078875,52.1641262457358,0

Gemeentelijke_bomen.15955561,2023-02-03,Geen vrije uitgroei,9-12 m,Bloeidaal,Gemeente Amersfoort,Agrarische bestemming,6,Bomenrij,26-50 cm,Ruw gras,Buitengebied-Oost,142,zomereik,Quercus robur,POINT (52.16407469340937 5.437912080540041),1983,5.43791182160225,52.1640714067247,0

Gemeentelijke_bomen.15955562,2023-02-03,Geen vrije uitgroei,9-12 m,Bloeidaal,Gemeente Amersfoort,Agrarische bestemming,6,Bomenrij,26-50 cm,Ruw gras,Buitengebied-Oost,143,zomereik,Quercus robur,POINT (52.163952429449054 5.437977710721478),1983,5.43797745347397,52.1639491437298,0

Gemeentelijke_bomen.15955563,2023-02-03,Geen vrije uitgroei,9-12 m,Bloeidaal,Gemeente Amersfoort,Agrarische bestemming,6,Bomenrij,26-50 cm,Ruw gras,Buitengebied-Oost,144,zomereik,Quercus robur,POINT (52.16390118634419 5.438005421489928),1983,5.43800516495017,52.1638979010305,0

Gemeentelijke_bomen.15955564,2023-02-03,Geen vrije uitgroei,9-12 m,Bloeidaal,Gemeente Amersfoort,Agrarische bestemming,6,Bomenrij,26-50 cm,Ruw gras,Buitengebied-Oost,208,zomereik,Quercus robur,POINT (52.162611655322614 5.445266151738905),1980 (geschat),5.44526588302496,52.1626084212603,0
