GEOCODE,SUBCODE,GEOCODE_NR,GEOSUBCODE,GEOCODE_NAAM,KMLINT,KMLINT_OMSCHRIJVING,KM_GEOCODE_VLAKPUNT,KM_GEOCODE_VLAKPUNT_T,REGIO_NAAM,REGIO_AFKORTING,FYSIEK_VOORKOMEN,OPPERVLAKTE,X_VLAKPUNT,Y_VLAKPUNT,LATITUDE_VLAKPUNT,LONGITUDE_VLAKPUNT,BGTBRONHOUDER,BGTBRONHOUDERCODE,BGTSTATUS,POSITIONELE_NAUWKEURIGHEID_MM,PUIC,RELATIEVEHOOGTELIGGING,TIJDSTIP_REGISTRATIE,NAAM,STATUS,ID,Shape__Area,Shape__Length
624,a,624,624_a,Gouda,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,32.11853,"32,118530",Randstad Zuid,RZ,gesloten verharding,7.352208,108244.130815,447882.881,52.0173294168031,4.7060749726909,Prorail,L0004,bestaand,283,98e7b462cee34f83bf1b0f75998792da,0,2015/07/24 13:41:35+00,,gerealiseerd,367990,0,0
105,,105,105__,Woerden - Gouda,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,29.589125,"29,589125",Randstad Zuid,RZ,gesloten verharding,11.809123,110753.098558,447605.5335,52.0150424840175,4.74265857435863,Prorail,L0004,bestaand,283,8195b98d48ec44ce811eff244c2b6256,0,2016/03/17 15:55:28+00,,gerealiseerd,368090,0,0
624,a,624,624_a,Gouda,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,32.105423,"32,105423",Randstad Zuid,RZ,gesloten verharding,7.241597,108260.267117,447910.122,52.0175756079779,4.70630630685714,Prorail,L0004,bestaand,283,bce0d19103ad494dbcf625179d3f679c,0,2015/07/24 13:41:35+00,,gerealiseerd,368174,0,0
624,a,624,624_a,Gouda,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,32.101427,"32,101427",Randstad Zuid,RZ,gesloten verharding,11.889593,108260.9305,447880.958,52.0173135491963,4.70631995243608,Prorail,L0004,bestaand,283,2dccdcd9111e465ab3c92419f87e4bff,-1,2020/09/11 15:52:36+00,,gerealiseerd,368204,0,0
533,,533,533__,Woerden,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,15.78364,"15,783640",Randstad Noord,RN,gesloten verharding,7.572564,121132.548,455254.874051,52.0845239410757,4.893091749415,Prorail,L0004,bestaand,283,59c1593bf34243669123e91abca0007a,0,2018/08/29 16:17:47+00,,gerealiseerd,368280,0,0
105,,105,105__,Woerden - Gouda,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,29.582638,"29,582638",Randstad Zuid,RZ,gesloten verharding,11.62527,110757.661974,447587.87,52.01488409426,4.74272732828194,Prorail,L0004,bestaand,283,b17f8f094a804d7aa8c5d0a435250b1b,0,2018/02/12 11:14:18+00,,gerealiseerd,368319,0,0
624,a,624,624_a,Gouda,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,32.122252,"32,122252",Randstad Zuid,RZ,gesloten verharding,13.556504,108243.877,447913.251,52.0176023491283,4.70606712706254,Prorail,L0004,bestaand,283,fbfef9411fd94ab18a3be1258915556c,-1,2020/09/11 15:52:28+00,,gerealiseerd,368346,0,0
545,b,545,545_b,Roosendaal,Zlw-Np,Lage Zwaluwe - Nispen ,22.945287,"22,945287",Zuid,Z,gesloten verharding,6.720945,90608.291131,395058.422,51.5408067042472,4.45900558799142,Prorail,L0004,bestaand,283,b5bfa57ec2ac4b3289ac32f880cc02e9,0,2015/06/29 11:15:08+00,,gerealiseerd,368751,0,0
618,b,618,618_b,Eindhoven,Vl-Ehv,Venlo - Eindhoven ,51.508538,"51,508538",Zuid,Z,gesloten verharding,14.187358,161498.722,383786.908246,51.4431390991761,5.48067629442448,Prorail,L0004,bestaand,283,f1bbc1fff7344e79867284d98625c5d0,0,2015/07/03 08:54:46+00,,gerealiseerd,368754,0,0
614,c,614,614_c,s Hertogenbosch,Ut-Btl,Utrecht Centraal - Boxtel ,47.904031,"47,904031",Zuid,Z,gesloten verharding,6.516525,148566.3845,411313.696172,51.6905668630727,5.2941571740203,Prorail,L0004,bestaand,283,87dbc3a01ca042a7ae8835d47bd4ca49,0,2015/05/26 10:22:00+00,,gerealiseerd,368796,0,0
617,a,617,617_a,Boxtel,Bd-Ehv,Breda - Eindhoven ,39.18636,"39,186360",Zuid,Z,gesloten verharding,6.565965,150276.3935,399483.853651,51.5842509390612,5.31904751166087,Prorail,L0004,bestaand,283,9e349d25db5545a6ab00e9b2a995811b,0,2015/06/30 12:55:56+00,,gerealiseerd,368873,0,0
561,,561,561__,Den Haag Laan van NOI,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,59.319121,"59,319121",Randstad Zuid,RZ,gesloten verharding,6.449026,83453.553,455023.4465,52.0788576402176,4.34348428093348,Prorail,L0004,bestaand,283,61ed45a0525040e6831293ac7d7214bd,0,2015/08/21 10:59:31+00,,gerealiseerd,391200,0,0
561,,561,561__,Den Haag Laan van NOI,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,59.318918,"59,318918",Randstad Zuid,RZ,gesloten verharding,6.602376,83443.276,455038.178,52.0789887018101,4.3433312944039,Prorail,L0004,bestaand,283,d81644b331ba44989bab3a50e4e6e8bc,0,2015/08/04 11:37:33+00,,gerealiseerd,391293,0,0
555,,555,555__,Rotterdam Centraal,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,83.925364,"83,925364",Randstad Zuid,RZ,gesloten verharding,9.843335,91866.6815,437763.501137,51.9247620449654,4.46937985614912,Prorail,L0004,bestaand,283,c2fc304db51146cda2b30d89f52a18a7,0,2015/08/03 08:57:54+00,,gerealiseerd,391359,0,0
536,,536,536__,Den Haag HS,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,61.077242,"61,077242",Randstad Zuid,RZ,gesloten verharding,8.699949,81998.195473,454031.861,52.0697565284616,4.32246911708075,Prorail,L0004,bestaand,283,53fe1bba54644021bab2249a3ef28d1d,0,2015/08/21 10:24:38+00,,gerealiseerd,391454,0,0
112,,112,112__,Den Haag HS - Schiedam Centrum,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,63.090647,"63,090647",Randstad Zuid,RZ,gesloten verharding,6.577813,81026.4615,452375.373,52.0547411299021,4.30865755631523,Prorail,L0004,bestaand,283,e4e0e75aeb184279a88aa32f86ebb259,0,2015/07/28 14:51:51+00,,gerealiseerd,391529,0,0
539,,539,539__,Schiedam Centrum,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,79.630384,"79,630384",Randstad Zuid,RZ,gesloten verharding,10.256235,87685.145901,437541.3705,51.9222754034289,4.40864099250464,Prorail,L0004,bestaand,283,0ebcbc272a044d37af3798f66ed435cd,0,2015/07/31 07:54:15+00,,gerealiseerd,391706,0,0
560,a,560,560_a,Den Haag Centraal,Gd-Gvc,Gouda - Den Haag Centraal ,25.330214,"25,330214",Randstad Zuid,RZ,gesloten verharding,58.019388,82104.765732,455258.48,52.0807939295824,4.3237611786001,Prorail,L0004,bestaand,283,ffe79879f8f84a5990b688844f393551,0,2020/11/18 13:20:54+00,,gerealiseerd,391711,0,0
555,,555,555__,Rotterdam Centraal,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,83.924197,"83,924197",Randstad Zuid,RZ,gesloten verharding,9.843335,91853.3505,437805.765137,51.9251403713508,4.46917831559817,Prorail,L0004,bestaand,283,f36e769bee4b43ea84d1a4d16079b159,0,2015/08/03 08:57:54+00,,gerealiseerd,391958,0,0
539,,539,539__,Schiedam Centrum,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,79.630696,"79,630696",Randstad Zuid,RZ,gesloten verharding,11.858556,87668.374538,437499.791,51.9218996911065,4.4084053591236,Prorail,L0004,bestaand,283,c00daeb8f06c425f8897b8295dc6499f,0,2017/01/10 17:09:53+00,,gerealiseerd,392114,0,0
555,,555,555__,Rotterdam Centraal,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,83.923046,"83,923046",Randstad Zuid,RZ,gesloten verharding,9.843335,91840.0235,437848.071137,51.9255190752844,4.46897682206691,Prorail,L0004,bestaand,283,6167f93d8b694b1cba6e033d06ea0b57,0,2015/08/03 08:57:54+00,,gerealiseerd,392290,0,0
560,a,560,560_a,Den Haag Centraal,Gd-Gvc,Gouda - Den Haag Centraal ,25.333213,"25,333213",Randstad Zuid,RZ,gesloten verharding,8.395389,82175.250319,455316.1545,52.0813215121203,4.32477697206344,Prorail,L0004,bestaand,283,34680717f8e7474695ed560f3bd54759,0,2015/08/21 10:56:02+00,,gerealiseerd,392377,0,0
112,,112,112__,Den Haag HS - Schiedam Centrum,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,63.090634,"63,090634",Randstad Zuid,RZ,gesloten verharding,6.576345,81011.704,452376.198228,52.0547465758675,4.30844224742405,Prorail,L0004,bestaand,283,de318786e1304cfebcca4d08fb164804,0,2015/07/28 14:51:51+00,,gerealiseerd,392447,0,0
