beroepsopleiding_id;beroepsopleiding;SectorunitID;Sectorunit
bc411;Service- en onderhoudstechniek;1;Sectorunit techniek en gebouwde omgeving
bc412;Mechatronische systemen;1;Sectorunit techniek en gebouwde omgeving
bc413;Mechatronica;1;Sectorunit techniek en gebouwde omgeving
bc414;Vliegtuigonderhoud;1;Sectorunit techniek en gebouwde omgeving
bc415;Vliegtuigbouw;1;Sectorunit techniek en gebouwde omgeving
bc426;Elektrotechnische systemen en installaties;1;Sectorunit techniek en gebouwde omgeving
bc428;Infratechniek (kader);1;Sectorunit techniek en gebouwde omgeving
bc429;Infratechniek;1;Sectorunit techniek en gebouwde omgeving
bc440;Decoratiestukadoor;1;Sectorunit techniek en gebouwde omgeving
bc047;Goederenvervoer;2;Sectorunit mobiliteit, transport, logistiek, maritiem
bc048;Personenvervoer;2;Sectorunit mobiliteit, transport, logistiek, maritiem
bc075;Havenlogistiek;2;Sectorunit mobiliteit, transport, logistiek, maritiem
bc102;Dienstverlening in de luchtvaart;2;Sectorunit mobiliteit, transport, logistiek, maritiem
bc108;Railvervoer;2;Sectorunit mobiliteit, transport, logistiek, maritiem
bc170;Transportplanning;2;Sectorunit mobiliteit, transport, logistiek, maritiem
bc185;Rondvaartboot;2;Sectorunit mobiliteit, transport, logistiek, maritiem
bc186;Koopvaardij SMBW;2;Sectorunit mobiliteit, transport, logistiek, maritiem
bc202;Zeevisvaart SW6;2;Sectorunit mobiliteit, transport, logistiek, maritiem
bc224;Visserij officieren;2;Sectorunit mobiliteit, transport, logistiek, maritiem
bc285;Autoschadehersteltechniek;2;Sectorunit mobiliteit, transport, logistiek, maritiem
bc286;Autospuiten;2;Sectorunit mobiliteit, transport, logistiek, maritiem
bc287;Middenkader transport en logistiek;2;Sectorunit mobiliteit, transport, logistiek, maritiem
bc293;Havenoperaties;2;Sectorunit mobiliteit, transport, logistiek, maritiem
bc357;Verkoop mobiliteitsbranche;2;Sectorunit mobiliteit, transport, logistiek, maritiem
bc382;Voertuigen en mobiele werktuigen;2;Sectorunit mobiliteit, transport, logistiek, maritiem
bc383;Aftersales mobiliteitsbranche;2;Sectorunit mobiliteit, transport, logistiek, maritiem
bc384;Assemblage, Carrosseriebouw en recreatievoertuigen;2;Sectorunit mobiliteit, transport, logistiek, maritiem
bc385;Verbrandingsmotortechniek;2;Sectorunit mobiliteit, transport, logistiek, maritiem
bc386;Gemotoriseerde tweewielers;2;Sectorunit mobiliteit, transport, logistiek, maritiem
bc387;Fietstechniek;2;Sectorunit mobiliteit, transport, logistiek, maritiem
bc403;Koopvaardij ;2;Sectorunit mobiliteit, transport, logistiek, maritiem
bc416;Logistiek;2;Sectorunit mobiliteit, transport, logistiek, maritiem
bc417;Supervisors logistiek;2;Sectorunit mobiliteit, transport, logistiek, maritiem
bc418;Bootmannen;2;Sectorunit mobiliteit, transport, logistiek, maritiem
bc419;Binnenvaart;2;Sectorunit mobiliteit, transport, logistiek, maritiem
bc450;Maritieme techniek;2;Sectorunit mobiliteit, transport, logistiek, maritiem
bc451;Maritieme waterbouw;2;Sectorunit mobiliteit, transport, logistiek, maritiem
bc008;Apothekersassistent;3;Sectorunit zorg, welzijn en sport
bc057;Doktersassistent;3;Sectorunit zorg, welzijn en sport
bc113;Mbo-Verpleegkundige;3;Sectorunit zorg, welzijn en sport
bc167;Voetzorg;3;Sectorunit zorg, welzijn en sport
bc173;Praktijkopleider;3;Sectorunit zorg, welzijn en sport
bc189;Schoonheidsverzorging;3;Sectorunit zorg, welzijn en sport
bc203;Tandartsassistent;3;Sectorunit zorg, welzijn en sport
bc223;Verzorgende IG;3;Sectorunit zorg, welzijn en sport
bc301;Dienstverlening;3;Sectorunit zorg, welzijn en sport
bc310;Maatschappelijke Zorg;3;Sectorunit zorg, welzijn en sport
bc337;Pedagogisch werk;3;Sectorunit zorg, welzijn en sport
bc348;Sociaal werk;3;Sectorunit zorg, welzijn en sport
bc350;Sport en bewegen;3;Sectorunit zorg, welzijn en sport
bc448;Instructeur mbo;3;Sectorunit zorg, welzijn en sport
bc084;Interieuradvies;4;Sectorunit handel
bc313;Management retail;4;Sectorunit handel
bc319;Mode/maatkleding;4;Sectorunit handel
bc333;Ondernemerschap retail;4;Sectorunit handel
bc336;Parketvloeren leggen;4;Sectorunit handel
bc358;Advies en leiding in de verkoop;4;Sectorunit handel
bc359;Verkoop;4;Sectorunit handel
bc363;Woningstofferen;4;Sectorunit handel
bc373;Kleding-, confectie- en veranderatelier;4;Sectorunit handel
bc388;Commercie;4;Sectorunit handel
bc407;Fashion design & productmanagement;4;Sectorunit handel
bc005;Make-up art;5;Sectorunit creatieve industrie en ICT
bc031;AV-productie;5;Sectorunit creatieve industrie en ICT
bc058;Mediamaken;5;Sectorunit creatieve industrie en ICT
bc080;ICT support;5;Sectorunit creatieve industrie en ICT
bc131;Mediamanagement;5;Sectorunit creatieve industrie en ICT
bc172;Podium- en evenemententechniek;5;Sectorunit creatieve industrie en ICT
bc194;Signmaking;5;Sectorunit creatieve industrie en ICT
bc283;Artiesten;5;Sectorunit creatieve industrie en ICT
bc303;IT systems and devices;5;Sectorunit creatieve industrie en ICT
bc323;Mediavormgeving;5;Sectorunit creatieve industrie en ICT
bc354;Stand- en decorbouw;5;Sectorunit creatieve industrie en ICT
bc362;Ruimtelijke vormgeving;5;Sectorunit creatieve industrie en ICT
bc368;Mediaredactie;5;Sectorunit creatieve industrie en ICT
bc424;Printmedia;5;Sectorunit creatieve industrie en ICT
bc425;Software development;5;Sectorunit creatieve industrie en ICT
bc069;Hoefsmederij;6;Sectorunit voedsel, groen en gastvrijheid
bc089;Keuken;6;Sectorunit voedsel, groen en gastvrijheid
bc256;Paardensport en -houderij;6;Sectorunit voedsel, groen en gastvrijheid
bc290;Brood en banket;6;Sectorunit voedsel, groen en gastvrijheid
bc296;Facilitaire dienstverlening;6;Sectorunit voedsel, groen en gastvrijheid
bc297;Fastservice;6;Sectorunit voedsel, groen en gastvrijheid
bc300;Travel, leisure & hospitality;6;Sectorunit voedsel, groen en gastvrijheid
bc307;Haarverzorging;6;Sectorunit voedsel, groen en gastvrijheid
bc308;Vers: leidinggeven & ambacht;6;Sectorunit voedsel, groen en gastvrijheid
bc309;Vers: leidinggeven & industrie;6;Sectorunit voedsel, groen en gastvrijheid
bc314;Bediening;6;Sectorunit voedsel, groen en gastvrijheid
bc322;Vers: vakmanschap & ambacht;6;Sectorunit voedsel, groen en gastvrijheid
bc330;Milieu-onderzoek en -inspectie;6;Sectorunit voedsel, groen en gastvrijheid
bc334;Ondernemer horeca/bakkerij;6;Sectorunit voedsel, groen en gastvrijheid
bc342;Vers: vakmanschap & industrie;6;Sectorunit voedsel, groen en gastvrijheid
bc345;Schoonmaak en glazenwassen;6;Sectorunit voedsel, groen en gastvrijheid
bc367;Patisserie;6;Sectorunit voedsel, groen en gastvrijheid
bc374;Dierlijke vruchtbaarheid en voortplanting;6;Sectorunit voedsel, groen en gastvrijheid
bc375;Gespecialiseerde proefdierverzorging;6;Sectorunit voedsel, groen en gastvrijheid
bc390;Voeding;6;Sectorunit voedsel, groen en gastvrijheid
bc391;Agro productie, handel en technologie;6;Sectorunit voedsel, groen en gastvrijheid
bc392;Dierverzorging;6;Sectorunit voedsel, groen en gastvrijheid
bc393;Bloem, groen en styling;6;Sectorunit voedsel, groen en gastvrijheid
bc394;Groene ruimte;6;Sectorunit voedsel, groen en gastvrijheid
bc457;Boulangerie;6;Sectorunit voedsel, groen en gastvrijheid
bc457;Boulangerie;6;Sectorunit voedsel, groen en gastvrijheid
bc165;Particuliere beveiliging;7;Sectorunit zakelijke dienstverlening en veiligheid
bc217;Veiligheid en vakmanschap;7;Sectorunit zakelijke dienstverlening en veiligheid
bc279;Ondersteunende administratieve beroepen;7;Sectorunit zakelijke dienstverlening en veiligheid
bc292;Financiële dienstverlening;7;Sectorunit zakelijke dienstverlening en veiligheid
bc299;Financieel administratieve beroepen;7;Sectorunit zakelijke dienstverlening en veiligheid
bc305;Juridisch-administratieve beroepen;7;Sectorunit zakelijke dienstverlening en veiligheid
bc317;Bibliotheken;7;Sectorunit zakelijke dienstverlening en veiligheid
bc318;Marketing, communicatie en evenementen;7;Sectorunit zakelijke dienstverlening en veiligheid
bc346;Secretariële beroepen;7;Sectorunit zakelijke dienstverlening en veiligheid
bc356;Publieke veiligheid;7;Sectorunit zakelijke dienstverlening en veiligheid
bc072;Goud- en zilversmeden;8;Sectorunit specialistisch vakmanschap 
bc086;Juweliersbedrijf;8;Sectorunit specialistisch vakmanschap 
bc128;Medewerkers steriele medische hulpmiddelen;8;Sectorunit specialistisch vakmanschap 
bc205;Technisch oogheelkundig assistenten;8;Sectorunit specialistisch vakmanschap 
bc213;Uurwerktechniek;8;Sectorunit specialistisch vakmanschap 
bc240;Collectiebeheer;8;Sectorunit specialistisch vakmanschap 
bc284;Audiciens;8;Sectorunit specialistisch vakmanschap 
bc294;Creatief Vakmanschap;8;Sectorunit specialistisch vakmanschap 
bc335;Optiek;8;Sectorunit specialistisch vakmanschap 
bc338;Pianotechniek;8;Sectorunit specialistisch vakmanschap 
bc352;Tandtechniek;8;Sectorunit specialistisch vakmanschap 
bc364;Orthopedische techniek;8;Sectorunit specialistisch vakmanschap 
bc389;Orthopedische schoentechniek;8;Sectorunit specialistisch vakmanschap 
bc404;Vormenmaken;8;Sectorunit specialistisch vakmanschap 
bc422;Schoenen, zadels en lederwaren;8;Sectorunit specialistisch vakmanschap 
bc365;Entree ;99;Bovensectoraal
bc423;Ondernemerschap op basis van vakmanschap;99;Bovensectoraal
bc427;Leidinggeven op basis van vakmanschap;99;Bovensectoraal
bc430;Allround coördinator-instructeur buitensport;99;Bovensectoraal
bc431;Technicus hout en restauratie;99;Bovensectoraal
bc432;Zorgtechnicus;99;Bovensectoraal
bc433;Food professional;99;Bovensectoraal
bc434;Food specialist;99;Bovensectoraal
bc435;Middenkaderfunctionaris smart building;99;Bovensectoraal
bc436;Middenkaderfunctionaris smart industry;99;Bovensectoraal
bc437;Servicemedewerker;99;Bovensectoraal
bc438;Leidinggevende international hospitality;99;Bovensectoraal
bc439;Adviseur duurzame leefomgeving;99;Bovensectoraal
bc441;E-commercemanager;99;Bovensectoraal
bc442;Vitaliteitsbegeleider in zorg en welzijn ;99;Bovensectoraal
bc443;Allround hospitality medewerker ;99;Bovensectoraal
bc444;AV-mediatechnoloog ;99;Bovensectoraal
bc445;Eventproducer;99;Bovensectoraal
bc446;Voorman Jachtbouw;99;Bovensectoraal
bc447;Vakexpert industrieel produceren van levensmiddelen;99;Bovensectoraal
bc449;Keukenmonteur;99;Bovensectoraal
bc452;Persoonlijk begeleider zorgboerderij;99;Bovensectoraal
bc453;Business support;99;Bovensectoraal
bc454;Creatief technoloog ;99;Bovensectoraal
bc455;Beauty professional in de zorg;99;Bovensectoraal
bc456;Allround keukenmonteur;99;Bovensectoraal
bc458;Junior business controller;99;Bovensectoraal
bc459;Voeding- en leefstijladviseur;99;Bovensectoraal
bc460;Vakman fundering;99;Bovensectoraal
bc461;Werkbegeleider zorgbedrijf dierhouderij;99;Bovensectoraal
bc462;Medewerker Food & Hospitality;99;Bovensectoraal
bc463;International creative business developer;99;Bovensectoraal
bc464;Medewerker kinderopvang, onderwijs en bewegen;99;Bovensectoraal
bc465;Specialist made-to-measure;99;Bovensectoraal
