Ministerie;handelsnaam na kvk;1000 - Personele exploitatie overig;1110 - Verhuiskosten personeel binnen- en buitenland;1120 - Arbeidsomstandigheden en personele zorg;1130 - Representatie voor eigen personeel;1140 - Instroom, doorstroom en uitstroom van personeel;1150 - Leren en ontwikkelen;1160 - Personeelsevenementen, bijeenkomsten en recepties;1170 - Noodzakelijke contributies van personeel;1180 - Reis & verblijfskosten;Eindtotaal
BZK;Chinees Indisch Rest. Wan Soen;;;;1;;;;;;1
BZK;Chinees Indisch Restaurant Mandarin Heemstede;;;;;;;1;;;1
BZK;CHINEES WOK RESTAURANT ROYAL PALACE;;;;1;;;;;;1
BZK;Ciao! Ciao! B.V.;;;;1;;;;;;1
BZK;CIO PLATFORM NEDERLAND;;;;;;1;;;;1
BZK;CIOa.i. B.V.;;;1;;;;;;;1
BZK;CIOnet Nederland B.V.;;;;;;1;;;;1
BZK;City Hotel Tilburg;;;;;;;;;1;1
BZK;City Resort Events;;;;;;;;;1;1
BZK;Citylife B.V.;;;;1;;;;;;1
BZK;Classic Incasso B.V.;;;;;;1;;;;1
BZK;Cloose;;;;1;;;;;;1
BZK;CLUBFOOS;;;;1;;;;;;1
BZK;Cmotions BV;;;;;;1;;;;1
BZK;CO�?PERATIE VERTROUW JE;;;;;;1;;;;1
BZK;Coöperatie De Betekenaar UA;;;;;;1;;;;1
BZK;Coach to coach B.V.;;;;;;1;;;;1
BZK;CoÃ¶peratie Doon UA;;;;;;1;;;;1
BZK;COCD vzw;;;;;;1;;;;1
BZK;Coffee and Coaching;;;;;;1;;;;1
BZK;Cohesie;;;;1;;;;;;1
BZK;Collective Talent Company;;;1;;;1;;;;1
BZK;College of Multimedia;;;;;;1;;;;1
BZK;Colourshift;;;;;;1;;;;1
BZK;COMM VAN BEHEER RYKSKANT HANZELAND;;;;1;;;;;;1
BZK;Companion Conferences;;;;;;1;;;;1
BZK;Compu'Train;;;;;;1;;;;1
BZK;Computrain Opleidingen;;;;;;1;;;;1
BZK;Compu'Train Opleidingen B.V.;;;;;;1;;;;1
BZK;Conducto Opleidingen B.V.;;;;;;1;;;;1
BZK;Confetti Shopping Group B.V.;;;;1;;;;;;1
BZK;Connecting Colours B.V.;;;;;;1;;;;1
BZK;Conny Schoonen;;;;;;1;;;;1
BZK;Conrad Electronic Benelux B.V.;;;;1;;;;;;1
BZK;COOPERATIE DE BETEKENAAR U.A.;;;;;;1;;;;1
BZK;COOSTO;;;;;;1;;;;1
BZK;COPENHAGEN INSTITUTE OF;;;;;;1;;;;1
BZK;Corael Opleidingen;;;;;;1;;;;1
BZK;Cormet Enjoy the Good Life B.V.;;;;1;;;;;;1
BZK;Corn.-Stone Marketing & Sales Programmes B.V.;;;;;;1;;;;1
BZK;CORNER STONE;;;;;;1;;;;1
BZK;Corona;;;;;;;;;1;1
BZK;Corridor Taverne (Lunchroom/cafe De Corridor);;;;1;;;;;;1
BZK;Crazy Piano s Scheveningen B.V.;;;;1;;;;;;1
BZK;Creactor;;;;1;;;;;;1
BZK;Creaim B.V.;;;;;;1;;;;1
BZK;Cristina Hoogewind;;;;;;1;;;;1
BZK;CRP B.V.;;;;1;;;;;;1
BZK;CS Opleidingen B.V.;;;;;;1;;;;1
BZK;CTMabc;;;;1;;1;;;;1
BZK;Culinair Wonder Groep B.V.;;;;;;;1;;;1
BZK;CURLCONCEPTS B.V.;;;;1;;;;;;1
BZK;CUSTOMER REVOLUTION;;;;;;1;;;;1
BZK;CVA Informarica Opleidingen B.V.;;;;;;1;;;;1
BZK;DAB TAX;;;;;;;;;1;1
BZK;Dakbar B.V.;;;;1;;;;;;1
BZK;DARA B.V.;;;;1;;;;;;1
BZK;De Academy B.V.;;;;;;1;;;;1
BZK;De Alchemist;;;;;;1;;;;1
BZK;DE ARGUMENTENFABRIEK DENKACADEMIE;;;;;;1;;;;1
BZK;DE BAAK SEASIDE;;;;;;1;;;;1
BZK;De Beijer-Rehmann;;;;1;;;;;;1
BZK;De Belgische Keizer B.V.;;;;1;;;;;;1
BZK;De Beren Zwolle;;;;1;;;;;;1
BZK;de Betekenaar;;;;;;1;;;;1
BZK;De Beyerd Caf� Restaurant;;;;1;;;;;;1
BZK;DE BIBLIOTHEEK;;;;;;1;;;;1
BZK;DE BIJENKORF;;;;1;;;;;;1
BZK;De Boeckhorst B.V.;;;1;;;;;;;1
BZK;De Bonte Haas B.V.;;;;1;;;;;;1
BZK;DE COACHPRAKTIJK;;;;;;1;;;;1
BZK;De Corridor;;;;1;;;;;;1
BZK;De Dwarsdenkerij B.V.;;;;;;1;;;;1
BZK;De eerste verdieping;;;;;;1;;;;1
BZK;De Efteling B.V.;;;;1;;;;;;1
BZK;De Ferrante Secretariaten en Opleidingen B.V.;;;;;;1;;;;1
BZK;DE GENERAAL';;;;1;;;;;;1
BZK;De Gezonde Zaak B.V.;;;;;;1;;;;1
BZK;DE GOESTING;;;;1;;;;;;1
BZK;De Gouden Ton;;;;1;;;;;;1
BZK;De Gouden Wok Zuiderpark;;;;1;;;;;;1
BZK;DE GOUDSE LICHTFABRIEK B.V.;;;;1;;;;;;1
BZK;De Heeren van Soetermeer;;;;1;;;;;;1
BZK;De Hofnar Scheveningen B.V.;;;;1;;;;;;1
BZK;De Hooge Vuursche B.V.;;;;;;;;;1;1
BZK;De Horeca Academie Zakelijk B.V.;;;;1;;;;;;1
BZK;De Horeca Academie Zakelijk BV;;;;1;;;;;;1
BZK;De Ibis Illustraties;;;;1;;;;;;1
BZK;De Javaanse Vlam;;;;1;;;1;;;1
BZK;De Jong Psycholoog voor Arbeid en Vitaliteit;;;;;;1;;;;1
BZK;DE KEUKEN VAN THIJS;;;;1;;;;;;1
BZK;DE KNEGT & LEEFLANG B.V.;;;;1;;;;;;1
BZK;De Koers;;;;;;1;;;;1
BZK;De Kookfabriek;;;;1;;;;;;1
BZK;De Kookfabriek Den Haag B.V.;;;;1;;;;;;1
BZK;De Laat Teammanagement;;;;1;;;;;;1
BZK;De Lachende Koe III B.V.;;;;1;;;;;;1
BZK;De Lachende Lama;;;;1;;;;;;1
BZK;DE MARKTHOF;;;;1;;;;;;1
BZK;DE MOOR TEKST & UITLEG;;;;;;1;;;;1
BZK;De Nederlandse Ver. van Rentmeesters NVR;;;;;;1;;;;1
BZK;De Nederlands-Vlaamse Bouwfysica Vereniging;;;;;;1;;;;1
BZK;De Ondersteen;;;;;;1;;;;1
BZK;De Onderstroom Karin Brugman;;;;;;1;;;;1
BZK;De Ooievaart / De Vlietvaart;;;;1;;;;;;1
BZK;DE OOIEVAER;;;;1;;;;;;1
BZK;DE PERSGROEP NEDERLAND B.V.;;;;1;;;;;;1
BZK;DE POORT VAN KLEEF;;;;1;;;;;;1
BZK;De Projectinrichter B.V.;;;;1;;;;;;1
BZK;De Pubquizmaster Delft;;;;1;;;;;;1
BZK;De Reehorst' B.V.;;;;;;1;;;;1
BZK;De Rotterdam Tours;;;;1;;;;;;1
BZK;De Salon Noordeinde B.V.;;;;1;;;;;;1
BZK;De Schelmse Brug B.V.;;;;1;;;;;;1
BZK;De Spijker B.V.;;;;1;;;;;;1
BZK;De Surinees;;;;1;;;;;;1
BZK;De Tijd Bar & Grill (onderdeel Somhoreca);;;;1;;;;;;1
BZK;De Toekomst B.V.;;;;;;1;;;;1
BZK;De Tombe Consultancy B.V.;;;;;;1;;;;1
BZK;DE TUINDERIJ;;;;1;;;;;;1
BZK;De Tuinkamer;;;;;;1;;;;1
BZK;DE VOLKSKRANT;;;;;;1;;;;1
BZK;De Vrienden van de Burgemeester;;;;1;;;1;;;1
BZK;De Vrijplaats;;;;;;1;;;;1
BZK;De Watertuin Holding B.V.;;;;1;;;;;;1
BZK;De Wijkplaats B.V.;;;;;;1;;;;1
BZK;De Zeevruchten;;1;;1;;;;;;1
BZK;De Zuidooster B.V.;;;;;;;;1;;1
BZK;DEBAT.NL;;;;;;1;;;;1
BZK;Dechesne Personal Coaching;;;;;;1;;;;1
BZK;DEERNS;;;1;;;;;;;1
BZK;DEIMAN TOURS;;;;1;;;;;;1
BZK;DEKKER ZOETERMEER;;;;1;;;;;;1
BZK;DeLaMar Theater;;;;1;;;;;;1
BZK;Delflandhoeve;;;;1;;;;;;1
BZK;Delft Congress Support B.V.;;;;;;1;1;;;1
BZK;Deltion College Stichting;;;;;;1;;;;1
BZK;DEN HAAG MARKETING;;;;1;;;;;;1
BZK;DENDY;;;;1;;;;;;1
BZK;Dendy B.V.;;;;1;;;;;;1
BZK;DENKPRODUCTIES;;;;;;1;;;;1
BZK;DENKSCHETS.NL;;;;;;1;;;;1
BZK;Depok B.V.;;;;1;;;;;;1
BZK;Depressie Vereniging;;;;;;1;;;;1
BZK;DesignThinkers B.V.;;;;;;1;;;;1
BZK;Deskbookers;;;;;;;;;1;1
BZK;DeSpreker.nl;;;;;;1;;;;1
BZK;DGMR Bouw B.V.;;;;;;1;;;;1
BZK;DIALOGUE;;;;;;1;;;;1
BZK;Dickens Horecabedrijven B.V.;;;;1;;;;;;1
BZK;Diensten en Recreatiecomplex Nieuwe Haven Witte Raaf Stichting;;;;1;;;;;;1
BZK;DIENSTEN STICHTING MEDIATION;;;1;;;1;;;;1
BZK;DiEx B.V.;;;;;;1;;;;1
BZK;Different Drums;;;;;;1;;;;1
BZK;DIGITAL ACTION;;;;;;1;;;;1
BZK;Digital Optimizers BV;;;;;;1;;;;1
BZK;Diner Thuis;;;;1;;;;;;1
BZK;DIOR Opleidingen;;;;;;1;;;;1
BZK;Discountoffice.nl B.V.;;;;1;;;;;;1
BZK;DISGOVER B.V.;;;;;;1;;;;1
BZK;Distinguished;;;;1;;1;;;;1
BZK;DIT B.V.;;;;1;;;;;;1
BZK;DJ JeroenSound;;;;1;;;;;;1
BZK;DJAMBO CARIBBEAN RESORT;;;;;;;;;1;1
BZK;Djemb� Agog�;;;;1;;;;;;1
BZK;DNA Noordoost-Brabandt;;;;;;1;;;;1
BZK;DNV GL BUSINESS ASSURANCE;;;;;;1;;;;1
BZK;DOCFACTORY B.V.;;;;;;1;;;;1
BZK;Doffegnies Catering B.V.;;;;1;;;;;;1
BZK;DOKKUMER VLAGGEN CENTRALE;;;;1;;;;;;1
BZK;DOMINO'S PIZZA TORENSTRAAT;;1;;1;;;;;;1
BZK;Domino's Pizza Voorburg;;1;;1;;;;;;1
BZK;Domstad Cursus- en vergadercentrum;;;;;;1;;;;1
BZK;Domstad Evenementen B.V.;;;;1;;1;;;;1
BZK;Donconsult;;;;1;;;;;;1
BZK;DONKERGROEN B.V.;;;;1;;;;;;1
BZK;dOorsprong;;;;;;1;;;;1
BZK;Dopper;;;;1;;;;;;1
BZK;Dordts Genoegen;;;;1;;;;;;1
BZK;DRAAKJE HOLDING;;;;;;1;;;;1
BZK;Drent Uitvaartverzorging;;;;1;;;;;;1
BZK;DRENTSE HISTORISCHE VERENIGING;;;;;;1;;;;1
BZK;DriveToConnect;;;;;;;;;1;1
BZK;DRIZwolle;;;;;;1;;;;1
BZK;DUIDT;;;;;;1;;;;1
BZK;Dulang Restaurant;;;;1;;;;;;1
BZK;Dunea Duin & Water;;;;;;;;;1;1
BZK;Dunes Investment B.V.;;;;1;;;;;;1
BZK;DUNUNBA PERCUSSIE WORKSHOPS;;;;1;;;;;;1
BZK;Dusecon;;;;;;1;;;;1
BZK;Dutch Pinball Museum;;;;;;1;;;;1
BZK;DYNA VISION;;;;;;1;;;;1
BZK;Easy2Rent (nieuw);;;;;;1;;;;1
BZK;EAZIE DEN HAAG II B.V.;;;;1;;;;;;1
BZK;Ebbinge & Company;;;;;;1;;;;1
BZK;Echo;;;;;;1;;;;1
BZK;ECONOMISCH STATISTISCHE BERICHTEN;;;;;;1;;;;1
BZK;EDEN HOTEL EXPLOITATIE;;;;1;;;;;;1
BZK;Eden Oranje Hotel B.V.;;;;;;;;;1;1
BZK;Editio B.V.;;;;;;1;;;;1
BZK;EDWIN DE VOS BUSINESS CONSULTANCY;;;;;;1;;;;1
BZK;Eenhoorn Meeting Center;;;;;;;;;1;1
BZK;EFECTIS NEDERLAND BV;;;1;;;;;;;1
BZK;Effectief Office;;;;;;1;;;;1
BZK;EFFECTIVENTS;;;;;;1;;;;1
BZK;Eindhoven247 B.V.;;;;1;;;;;;1
BZK;Ekwadraat Advies B.V.;;;;1;;;;;;1
BZK;El Hage ,Burney;;;;;;;;;1;1
BZK;El Iberico;;;;1;;;;;;1
BZK;Elektroraad Opleidingen B.V.;;;;;;1;;;;1
BZK;Element Catering;;;;1;;;;;1;1
BZK;ELENCHIS;;;;;;1;;;;1
BZK;Elsevier Business Information;;;;;;1;;;;1
BZK;ELYCIO TALEN;;;;;;1;;;;1
BZK;Elycio Talen B.V.;;;;;;1;;;;1
BZK;EMD CENTRE;;;;;;1;;;;1
BZK;Emerce B.V.;;;;;;1;;;;1
BZK;EMMA COMMUNICATIE;;;;;;1;;;;1
BZK;Emovements;;;;;;1;;;;1
BZK;Endemol Shine Nederland Producties B.V.;;;;1;;;;;;1
BZK;Engels Horeca Rotterdam B.V.;;;;1;;;;;;1
BZK;English Breeze;;;;;;1;;;;1
BZK;Entalis B.V.;;;;;;1;;;;1
BZK;ENTERPRISE SUMMIT B.V.;;;;;;;;;1;1
BZK;Entopic B.V.;;;;;;1;;;;1
BZK;EQLANT;;;;;;1;;;;1
BZK;Equisabella Coaching;;;;;;1;;;;1
BZK;ER&ESCONSULT;;;;;;1;;;;1
BZK;ERA;;;;;;1;;;;1
BZK;Escape Experience;;;;1;;;;;;1
BZK;Escape Room Rijswijk;;;;1;;;;;;1
BZK;ESCAPE ROOM SCHEVENINGEN;;;;1;;;;;;1
BZK;Escape World B.V.;;;;1;;;;;;1
BZK;Esri Nederland;;;;;;1;;;;1
BZK;Essence trainingen;;;;;;1;;;;1
BZK;Essence Trainingen Amsterdam B.V.;;;;;;1;;;;1
BZK;Eten & Zo Zoetermeer B.V.;;;;1;;;;;;1
BZK;ETEN EN ZO;;;;1;;;;;;1
BZK;Eten&Zo;;;;1;;;;;;1
BZK;ETIQUETTE A LA CARTE;;;;;;1;;;;1
BZK;Eurest Service BV;;;;;;1;;;;1
BZK;Euro Events B.V.;;;;1;;;;;;1
BZK;EUROBORG HORECA BV;;;;1;;;;;;1
BZK;European Groep for Public Administration;;;;;;1;;;;1
BZK;EUROPEAN LANGUAGE CENTRE;;;;;;1;;;;1
BZK;Eurosafe Solutions B.V.;;;;;;1;;;;1
BZK;Euroscope Benelux B.V.;;;;1;;;;;;1
BZK;EURS;;;;;;1;;;;1
BZK;Event Medical Service B.V.;;;;;;1;;;;1
BZK;Evers Events;;;;1;;;;;;1
BZK;Evolution at Work LLC;;;;;;1;;;;1
BZK;eX:plain;;;;;;1;;;;1
BZK;Exact Software Nederland B.V.;;;;;;1;;;;1
BZK;Examenadviesburo B.V.;;;;;;1;;;;1
BZK;EXCELLENT TOURINGCARS;;;;;;;;;1;1
BZK;EXIN;;;;;;1;;;;1
BZK;Expedia;;;;;;;;;1;1
BZK;Expertise Centrum Busch;;;;;;1;;;;1
BZK;Expl.maatschappij Golfbaan Amelisweerd B.V.;;;;1;;;;;;1
BZK;EXPLAINIT;;;;;;1;;;;1
BZK;ExplainiT B.V.;;;;;;1;;;;1
BZK;Explainit Company;;;;;;1;;;;1
BZK;Explicit Solutions;;;;;;1;;;;1
BZK;Exploitatie Maatschappij Komfort B.V.;;;;1;;1;;;;1
BZK;Exploitatie Schimmelpenninckhuys B.V.;;;;;;;;;1;1
BZK;EXPONENTIAL EXPANSION;;;;;;1;;;;1
BZK;F H BUDDENBERG;;;1;;;;;;;1
BZK;F.C.C. de IJsselcrossers;;;;1;;;;;;1
BZK;Faculteit Governance and Global Affairs;;;;;;1;;;;1
BZK;Faire du Vélo B.V.;;;;;;1;;;;1
BZK;FAMO;;;;;;1;;;;1
BZK;Fashion Hotel Amsterdam B.V.;;;;;;;;;1;1
BZK;Fast Moving Targets B.V.;;;;;;1;;;;1
BZK;FCE STICHTING OPLEIDINGSKUNDE;;;;;;1;;;;1
BZK;Feelgood2GO B.V.;;;;1;;;;;;1
BZK;FEM Products;;;;;;1;;;;1
BZK;Fepa Horeca B.V.;;;;;;;;;1;1
BZK;Fidder's;;;;;;;;;1;1
BZK;Fietsen van Freek;;;;1;;;;;;1
BZK;Film Atelier Den Haag;;;;;;1;;;;1
BZK;FINE ASIAN GOURMET B.V.;;;;1;;;;;;1
BZK;Finow BV/ Burrata;;;;1;;;;;;1
BZK;Fire-Control B.V.;;;;;;1;;;;1
BZK;Firma Hof der Muzen;;;;1;;;;;;1
BZK;First Priority Music;;;;1;;;;;;1
BZK;Fish & Meat B.V.;;;;1;;;;;;1
BZK;Fles en Mes B.V.;;;;1;;;;;;1
BZK;Fletcher Hotel Restaur. de Wipselberg-Veluwe;;;;;;;;;1;1
BZK;Fletcher Hotel Restaurant Apeldoorn;;;;;;;;;1;1
BZK;Fletcher Hotels Leidschendam;;;;;;;;;1;1
BZK;Fletcher Hotels Nieuwegein-Utrecht;;;;;;;;;1;1
BZK;Fleurtiek Amsterdam B.V.;;;;1;;;;;;1
BZK;Flexchair;;;1;;;;;;;1
BZK;Flirt Incompany;;;;;;1;;;;1
BZK;Flitz-events;;;;1;;;;;;1
BZK;FLOC RESTAURANT;;;;1;;;;;;1
BZK;Flowers&Wheels;;;;1;;;;;;1
BZK;FLOWERS4U;;;;1;;;;;;1
BZK;FOCUS;;;;;;1;;;;1
BZK;Focus Learning Journeys;;;;;;1;;;;1
BZK;Fonk Beach BV;;;;1;;;;;;1
BZK;Foodzie;;;;1;;;;;;1
BZK;FOR CONFERENCE;;;;;;1;;;;1
BZK;Forsa Advies B.V.;;;;;;1;;;;1
BZK;Fort Events;;;;1;;;;;;1
BZK;FORTES SOLUTIONS;;;;;;1;;;;1
BZK;Fortune Factory B.V.;;;;1;;;;;;1
BZK;Fountainheads;;;;;;1;;;;1
BZK;FOUQUET RESTAURANT;;;;1;;;;;;1
BZK;Fox Consultancy;;;;;;1;;;;1
BZK;FOX-IT;;;;;;1;;;;1
BZK;FRAME B.V.;;;;;;1;;;;1
BZK;Frank Schaper;;;;1;;;;;;1
BZK;FRANKE INTERIM MANAGEMENT;;;;;;1;;;;1
BZK;Franklin-Coaching & Consultancy;;;;;;1;;;;1
BZK;Fratelli Den Haag;;;;1;;;;;;1
BZK;Fresh Today Westerkade;;;;1;;;;;;1
BZK;FREZON;;;;1;;;;;;1
BZK;Friends of the Brands B.V.;;;;1;;;;;;1
BZK;FRIJTERS MIND TUNING B.V.;;;;;;1;;;;1
BZK;FRISSEWIND;;;;;;1;;;;1
BZK;Fruitful Office Benelux;;;;1;;;;;;1
BZK;Fruitschaal.nu;;;;1;;;;;;1
BZK;FRYSKE AKADEMY;;;;;;1;;;;1
BZK;Fujitsu Technology Solutions B.V.;;;;;;1;;;;1
BZK;Funding Subsidiemanagement B.V;;;;;;1;;;;1
BZK;Furth Trainingen;;;;;;1;;;;1
BZK;Gaaf verhuur;;;;1;;;;;;1
BZK;GAAF! Events;;;;1;;;;;;1
BZK;GAROEDA;;;;1;;;;;;1
BZK;Garoeda  Indonesisch restaurant;;;;1;;;;;;1
BZK;Gartner U.K. Limited;;;;;;;;;1;1
BZK;Gasterij 't Karrewiel B.V.;;;;1;;;;;;1
BZK;Gastvrijheid in bedrijf;;;;;;1;;;;1
BZK;Gebr. Barendsen;;;;1;;;;;;1
BZK;GEFELICITAART;;;;1;;;;;;1
BZK;gefeliciTAART B.V.;;;;1;;;;;;1
BZK;Gelukkig Werken;;;;;;1;;;;1
BZK;GENOOTSCHAP AMSTELODAMUM;;;;;;1;;;;1
BZK;Genootschap Onze Taal;;;;;;1;;;;1
BZK;GENOOTSCHAP ONZE TAAL PENN;;;;;;1;;;;1
BZK;Geoplan Nederland B.V.;;;;;;1;;;;1
BZK;GEORGE HOUSE;;;;;;1;;;;1
BZK;GESCHENKBEZORGEN.NL;;;;1;;;;;;1
BZK;Geschenkbezorgen.nl B.V.;;;;1;;;;;;1
BZK;GESCHIEDKUNDIGE VERENIGING DIE HAGHE;;;;;;1;;;;1
BZK;GET EVENTS;;;;1;;;;;;1
BZK;Get Events BV;;;;1;;;;;;1
BZK;Getting the picture B.V.;;;;;;1;;;;1
BZK;Gewoon aan de slag;;;;1;;;;;;1
BZK;Gezondheidszorg psycholoog;;;;;;1;;;;1
BZK;GH Catering B.V.;;;;;;1;;;;1
BZK;GILDE DELFT;;;;1;;;;;;1
BZK;Gilze-Tilburg Hotel;;;;1;;;;;;1
BZK;GITP Training & Opleiding B.V.;;;;;;1;;;;1
BZK;GJM Communicatie B.V.;;;;;;1;;;;1
BZK;GL events World Forum Convention Center B.V.;;;;1;;;;;;1
BZK;GLOBAL KNOWLEDGE NETWORK;;;;;;1;;;;1
BZK;Global Knowledge Network Netherlands B.V.;;;;;;1;;;;1
BZK;Global Project Performance;;;;;;1;;;;1
BZK;Glope Events BV;;;;1;;;;;;1
BZK;Glow Golf Scheveningen B.V.;;;;1;;;;;;1
BZK;Glowgolf de Kuip BV;;;;1;;;;;;1
BZK;Go B.V.;;;;;;1;;;;1
BZK;Golf- & Countryclub Liemeer B.V.;;;;1;;;;;;1
BZK;Golfbaan Heelsum Stichting;;;;1;;;;;;1
BZK;GOLFSTROMEN;;;;;;1;;;;1
BZK;Gommers I. Huis & Interieur;;;;;;1;;;;1
BZK;Gopi Perkash;;;;1;;;;;;1
BZK;Goude Hooft;;;;1;;;;;;1
BZK;Gouden Wok;;;;1;;;;;;1
BZK;GOVERNANCE & INTEGRITY NEDERLAND B.V.;;;;;;1;;;;1
BZK;Gran Mercado B.V.;;;;1;;;;;;1
BZK;Grand Café Van Buuren B.V.;;;;1;;;;;;1
BZK;Grand Cafe De Tijd;;;;1;;;;;;1
BZK;Grand Cafe Hemels;;;;1;;;;;;1
BZK;Grand Central Food Market B.V.;;;;1;;;;;;1
BZK;Grand Central Foodmarket B.V.;;;;1;;;;;;1
BZK;GRAND HOTEL KAREL V;;;;1;;;;;;1
BZK;GRAND RESTAURANT LE CONNAISSEUR DEN HAAG;;;;1;;;;;;1
BZK;Grandcafé De Wens B.V.;;;;1;;;;;;1
BZK;Grandcafe De Wens;;;;1;;;;;;1
BZK;Grandcafe De Wens BV;;;;1;;;;;;1
BZK;Grandcafe Haagsche Bluf;;;;1;;;;;;1
BZK;Grandcafe L�beck;;;;1;;;;;;1
BZK;GRANNYS CORNER;;;;1;;;;;;1
BZK;Granny's Corner;;;;1;;;;;;1
BZK;GRAPES & OLIVES;;;;1;;;;;;1
BZK;GRAPHIC HUNTERS;;;;;;1;;;;1
BZK;Green Turf B.V.;;;;1;;;;;;1
BZK;Greenbean;;;;1;;;;;;1
BZK;Greetz;;;;1;;;;;;1
BZK;Grey Amsterdam B.V.;;;;;;1;;;;1
BZK;Grey Matters;;;;1;;;;;;1
BZK;GRILL- EN STEAKHOUSE DESPERADO;;;;1;;;;;;1
BZK;Grillrestaurant Boove & Beneeje;;;;1;;;;;;1
BZK;Groeneveld Communicatie;;;;;;1;;;;1
BZK;Groot Haarlem B.V.;;;;1;;;;;;1
BZK;GROOTE SOCIETEIT HAAGSCHE CLUB - PLAATS;;;;1;;;;;;1
BZK;GULDEN BELOFTE;;;;1;;;;;;1
BZK;Gusto Mangia e Bevi;;;;1;;;;;;1
BZK;H.U. Gunes t.h.o.d.n. SPAR CITY Korte;;;;1;;;;;;1
BZK;Hörnig Consultancy B.V.;;;;;;1;;;;1
BZK;HAAGS CONGRES BUREAU;;;;;;1;;;;1
BZK;Haagse Beek Organisatieadvies;;;;;;1;;;;1
BZK;HAAGSE BEEK ORGANISATIEADVIES B.V.;;;;1;;1;;;;1
BZK;HAAGSE BOEKERIJ;;;;;;1;;;;1
BZK;Hall4 B.V.;;;;;1;;;;;1
BZK;HALLMARK CARDS NEDERLAND B.V.;;;;1;;;;;;1
BZK;Hampshire Exploitatie I B.V.;;;;;;1;;;1;1
BZK;Hampshire Exploitatie II B.V.;;;;;;1;;;;1
BZK;Hampshire Hotel - Crown Eindhoven;;;;;;;;;1;1
BZK;HAMPSHIRE HOTEL GRONINGEN;;;;;;;;;1;1
BZK;Hampshire Hotel Groningen Centre;;;;;;;;;1;1
BZK;Hampshire Hotel Management B.V.;;;;1;;;;;;1
BZK;HANTING CUISINE B.V.;;;;1;;;;;;1
BZK;Hapjesbar Tabasco;;;;1;;;;;;1
BZK;Happy Garden;;;;1;;;;;;1
BZK;Happy Meat B.V.;;;;1;;;;;;1
BZK;Haptonomiepraktijk Vreeswijk;;;1;;;;;;;1
BZK;HARMONY RELOCATION;;1;;;;;;;;1
BZK;HART BEACH;;;;1;;;;;;1
BZK;Hartelijk Gefaciliteerd;;;;;;1;;;;1
BZK;Hartog B;;;;1;;;;;;1
BZK;Hauber Management Advies;;;;;;1;;;;1
BZK;HBM Academy B.V.;;;;;;1;;;;1
BZK;HBO-I. Stichting;;;;;;1;;;;1
BZK;HBS (Ballon 24 uur);;;;1;;;;;;1
BZK;HD-HRM Consult bvba;;;;;;1;;;;1
BZK;HEALTH2WORK;;;1;;;;;;;1
BZK;Health2Work B.V.;;;1;;;;;;;1
BZK;Heart Connection;;;;;;1;;;;1
BZK;Heco Systems B.V.;;;;1;;;;;;1
BZK;Heeren & Jansze;;;;;;1;;;;1
BZK;HEIDI VIJVERBERG;;;;;;1;;;;1
BZK;Heijmans Utiliteit;;;;1;;;;;;1
BZK;Heilig Vuur;;;1;;;1;;;;1
BZK;Helder Werk B.V.;;;;;;1;;;;1
BZK;Helicon Opleidingen;;;;;;1;;;;1
BZK;Heliview;;;;;;1;;;;1
BZK;Heliview Conferences en Training B.V.;;;;;;1;;;;1
BZK;Heliview Marketingservice B.V.;;;;;;1;;;;1
BZK;HEMA BAKKERIJEN B.V.;;;;1;;;;;;1
BZK;HESBAK 2 BV;;;;1;;;;;;1
BZK;Het Bakkertje;;;;1;;;;;;1
BZK;Het Blije Wij;;;;;;1;;;;1
BZK;Het Debatbureau;;;;;;1;;;;1
BZK;HET FINANCIEEL DAGBLAD;;;;;;1;;;;1
BZK;Het Gegeven Paard B.V.;;;;1;;;;;;1
BZK;Het Heden;;;;1;;;;;;1
BZK;Het Kabinet, Eten en Drinken;;;;1;;;;;;1
BZK;Het Kantoor van Nu;;;;1;;;;;;1
BZK;Het Klooster van Dalfsen;;;;1;;;;;;1
BZK;Het Kookstation;;;;;;;1;;;1
BZK;Het Nutshuis, Stichting;;;;;;;;;1;1
BZK;Het Oranje Kruis;;;1;;;;;;;1
BZK;HET PAROOL;;;;;;1;;;;1
BZK;Het Pleidooi;;;;1;;;;;;1
BZK;HET TRAININGSBUREAU CO�?PERATIEF;;;;;;1;;;;1
BZK;HFCC Racing;;;;1;;;;;;1
BZK;HGN EUROPE;;;;1;;;;;1;1
BZK;Historische Verzameling Koninklijke Militaire Academie Stichting;;;;1;;;;;;1
BZK;HKH Nederland;;;;1;;;;;;1
BZK;HMSHOST NEDERLAND B.V.;;;;1;;;;;;1
BZK;HOC Opleiding & Training B.V.;;;;;;1;;;;1
BZK;Hodac B.V.;;;;;;1;;;;1
BZK;Hoegen Fietsverhuur;;;;1;;;;;;1
BZK;Hoender en Hop;;;;;;;;;1;1
BZK;Hoesenie Naushad;;;;1;;;;;;1
BZK;Hof Catering BV;;;;1;;;;;;1
BZK;Hofje van Pauw;;;;;;1;;;;1
BZK;Hofje van Pauw: praktijk voor haptonomie;;;;;;1;;;;1
BZK;HOFSTAD EVENTS;;;;1;;;;;;1
BZK;Hogesch. voor Toegepaste Filosofie (HTF) B.V.;;;;;;1;;;;1
BZK;Hogeschool Utrecht;;;;;;1;;;;1
BZK;Hogeschool van Amsterdam;;;;;;1;;;;1
BZK;HolacracyOne LLC;;;;;;1;;;;1
