OBJECTID,GPGIDENT,GPGZMRPL,GPGWNTPL,IWS_GPGONDP,IWS_GPGBOVP,IWS_GPGAFWONDP,IWS_GPGAFWBOVP,HOOFDSTROOMGEBIED,DEELSTROOMGEBIED,STROOMGEBIED,GLOBALID,INSP_GEBVOLGNR,IWS_MEMO,Shape__Area,Shape__Length
14,OV682,8.61,8.61,8.61,8.61,,,2,3,2,e913aba7-066b-4de6-9a02-934d3bc6fecd,ZW.250,,151508.912277222,2078.40754956186
15,855,2.6,2.45,2.45,2.6,,,3,30,15,36f2195e-71ec-4f04-8a41-a17e114634b7,ZW.246,,2063157.54854584,6823.94667753412
16,856,2.9,2.7,2.7,2.9,,,3,30,15,00b394ea-1146-476a-85fa-350260122d6d,ZW.246,,312077.429458618,2283.10979503082
17,857,-0.55,-0.65,-0.65,-0.55,,,3,36,15,52e89c67-f2df-40b5-9182-d0f215f8d003,ZW.245,,750629.524291992,3780.13462781924
18,858,-0.2,-0.6,-0.6,-0.2,,,3,36,15,6b45f5e5-788d-4745-88e5-49bbff35cf2a,ZW.245,,339846.552528381,2329.32798240381
19,865,5.1,5.1,5.1,5.1,,,4,60,19,75c6e41c-9b42-47fb-a47a-29db2bc40a85,ZW.241,,2487541.70661926,9776.38508220862
20,221,3.7,3.5,3.5,3.7,,,3,27,15,4c8a4466-6491-4b3e-bdb0-756600c615d0,ZW.246,,600978.1926651,3848.60934667687
21,860,4.95,4.75,4.75,4.95,,,3,55,18,ba0fb990-ff34-40aa-88e6-1227e0b1612a,ZW.246,,13119.9785232544,1570.75778788113
22,863,1.4,1.4,1.4,1.4,,,3,30,15,4e28c94d-2f48-4533-8524-8dd308cf66bd,ZW.246,,1224284.20944214,4412.29881395407
23,OV665,11.75,11.75,11.75,11.75,,,2,3,2,81e36033-d410-4782-b01f-1359f56b22cc,ZW.250,,119323.456459045,1428.72406761478
24,OV668,10.5,10.5,10.5,10.5,,,2,3,2,2a3c29c2-c27e-45b5-8fc7-0f76e54af652,ZW.250,,321140.231506348,2741.31799708695
25,VH2113,-1,-1,-1,-1,,,1,16,1,afb6bcf0-6558-4b56-9d0f-ef19a8290de8,ZR.246,,12909.1433563232,482.529939269989
26,NK75,-1.1,-1.1,-1.1,-1.1,,,1,15,1,89324da8-f0a5-42d6-b5b0-1b42d93c76c1,ZR.246,,26215.4432907104,695.766344850229
27,RM474,4,3.8,3.8,4,,,2,4,3,b579ec80-7f9c-468c-a707-d0dee03ce13a,ZW.250,,286530.497154236,2204.50913066447
28,989,4.4,4.1,4.1,4.4,,,3,27,15,0cfa52be-d4d9-41d8-ba80-389919eefbda,ZW.246,,93935.9522628784,1435.36982422795
29,236,2.65,2.55,2.55,2.65,,,3,27,15,faf08471-99d1-4e5e-9965-f4e898ae2822,ZW.246,,5077370.39515686,18193.8848619043
30,VH39,-1.45,-1.45,-1.45,-1.45,,,1,19,1,9dbc0a96-0899-4d93-b0a7-c42f273f25df,ZR.246,,1348230.25771332,8676.83778205884
31,1006,1.5,1.5,1.5,1.5,,,4,60,19,aaaf2a6a-f148-48c0-9467-a33677e995b6,ZW.241,,58866.3347015381,1027.09085801923
32,1007,-0.6,-0.8,-0.8,-0.6,,,3,36,15,0aba8a1a-a5f0-4c64-9309-67f75a44d3ae,ZW.245,,308529.671043396,2786.15334933893
33,866,6.3,6.3,6.3,6.3,,,4,48,19,79991f9d-8218-4328-9383-94ce0b507ce3,ZW.241,,190582.852706909,1992.17127709028
34,867,3.9,3.9,3.9,3.9,,,4,60,19,5b854226-a6d8-45b9-93a3-4f07e797d95f,ZW.241,,1223418.04878998,6133.04971739467
35,870,0.9,0.9,0.9,0.9,,,4,51,19,bbd1dacd-e22f-4fdc-8101-c24e7868e13c,ZW.241,,510014.120506287,2931.58812143566
36,702,2.7,2.7,2.7,2.7,,,4,49,19,bda4fbfe-522e-4f0c-9bb7-4a20bdc9c9f9,ZW.241,,413298.845314026,2933.33890152776
37,872,-3.68,-3.68,-3.68,-3.68,,,5,82,14,0f65c2c3-059a-45c6-bc2e-88d27b6fe4a5,ZR.248,,581737.011062622,3078.03744094274
38,736,4.8,4.8,4.8,4.8,,,4,35,19,131fe9e1-1403-4d42-a2b2-714b78ea1432,ZW.241,,173390.791725159,1794.26844626695
39,968,,,,,,,4,50,19,24ce0226-e67f-4be2-8e8c-3100666d1b65,ZW.241,,202049.866020203,2044.14091182197
40,969,4.8,4.8,4.8,4.8,,,4,35,19,c075491a-0474-408d-ae37-c8f1fdb5c04a,ZW.241,,17373.8477401733,570.482552728677
41,970,3.7,3.5,3.5,3.7,,,4,60,19,2a726ed5-b6a1-45e0-b875-b09ba418af9f,ZW.241,,92233.7867584229,1359.81453584526
42,971,-1.2,-1.3,-1.3,-1.2,,,3,39,16,260043d5-942f-48e8-b4fd-ccf3f49259d0,ZW.248,,43642.033203125,899.659819571285
43,972,-1.95,-2,-2,-1.95,,,5,42,14,ae07c1b1-26db-426a-ba4e-88092ac8025e,ZR.248,,920429.259628296,8717.02775629504
44,OV094,8,7.55,7.55,8,,,2,3,2,671f424c-99ac-412c-bfd6-64eb0d2ca172,ZW.250,,261174.25276947,7848.55421329775
45,OV695,8.2,8.2,8.2,8.2,,,2,3,2,6328a4a7-8879-446a-bb43-689e0146b774,ZW.250,,121390.916679382,1368.45507776092
46,RM469,3.7,3.7,3.7,3.7,,,2,13,10,8eb70d38-a70f-4e82-a0fc-b0e3d27b54fc,ZW.250,,71323.3841400146,2683.75975518715
47,RM470,2.7,2.7,2.7,2.7,,,2,13,10,098e1e4e-690e-44f8-a806-e9f842667da0,ZW.250,,139317.985176086,4922.80434754737
48,955,4,4,4,4,,,4,60,19,b2d4d9ad-4711-4bee-b718-1e1b7a52fbf1,ZW.241,,1246075.67905426,4788.4251562599
49,VH2109,,,,,,,1,19,1,ebea076e-7be5-401d-ab96-5b57d674210d,ZR.246,,336400.7474823,2746.13950848911
50,999,6.3,6.15,6.15,6.3,,,4,60,19,b5a0712d-51f1-472d-bb81-2908a400d017,ZW.241,,1789890.33747864,5850.70629574571
51,1001,1.5,1.5,1.5,1.5,,,4,41,19,cca173ff-be9a-4732-b7e1-510721bfd53e,ZW.241,,609247.602783203,3711.56023305498
52,1002,2.25,2.25,2.25,2.25,,,4,41,19,62d1e106-cca8-46ca-a67e-11e424f0d60c,ZW.241,,439660.476760864,2992.42047919086
53,956,1.35,1.2,1.2,1.35,,,4,33,19,c29a652c-3dac-469c-8135-293cd5a3af48,ZW.241,,749333.852790833,3715.0133970798
54,957,0.35,0.2,0.2,0.35,,,4,49,19,b9157625-34d4-45af-9f0d-b8b69fd05bda,ZW.241,,532883.841819763,2998.51812039314
55,474,-0.3,-0.55,-0.55,-0.3,,,4,51,19,9eaa06f5-6853-495a-ab8b-4efc0bddd314,ZW.241,,9811632.87596893,30511.7371818907
56,958,,,,,,,4,51,19,8830b4d4-641d-460a-b920-bd8e31e6ebe8,ZW.241,,449396.332992554,2688.17669485319
57,959,,,,,,,4,51,19,fa34cf6d-d6b3-4401-a693-f607f63ea99d,ZW.241,,124996.905166626,2300.81997373997
58,962,,,,,,,4,51,19,7ad63f87-1137-4fb7-8e33-caebd48bf8da,ZW.241,,642197.445159912,4076.06458741046
59,1003,1.35,1.35,1.35,1.35,,,4,41,19,4f856972-7ad5-4662-9997-da598d6486ef,ZW.241,,63382.4488525391,2978.46014130025
60,RM478,10.5,10.5,10.5,10.5,,,2,13,10,7621107d-e1b6-4814-82af-51ae0907b68d,ZW.250,,446651.347503662,3542.19298239582
61,RM479,10.6,10.6,10.6,10.6,,,2,13,10,79ae084e-7e58-4751-b089-dcb9882ff8fe,ZW.250,,1288688.25463867,5186.4319619439
62,WA376,11.1,11.1,11.1,11.1,,,2,22,9,595815b6-1805-46ca-b067-bbba9c95f25a,ZW.250,,616447.405693054,3847.26789154081
63,WA386,0.3,0.3,0.3,0.3,,,2,13,10,f4088386-7e2a-4b67-bd75-603ac8eccfba,ZW.250,,50276.254486084,4048.11262651719
64,OV697,4.94,4.94,4.94,4.94,,,2,10,11,e008851e-3dc6-446c-9e80-6ff910ac7a53,ZW.250,,393840.040802002,2624.27585393444
65,OV702,3.53,3.53,3.53,3.53,,,2,10,11,f1ca0a8c-4612-45ec-93ea-9f78bff47862,ZW.250,,141493.347564697,1846.42623075298
66,VH2111,-1.15,-1.45,-1.45,-1.15,,,1,16,1,78aea674-0fba-49b7-b020-76c6aa770bb4,ZR.246,,262373.332305908,2740.33068736439
67,MV183,13.2,13,13,13.2,,,2,17,6,0d196f9e-6549-4534-8a80-bc0bbac69a03,ZW.250,,911929.195648193,7013.93383965145
68,OV076,10.7,10.35,10.35,10.7,,,2,3,2,b98e6fbf-8ddf-441a-80b7-37661ffd4c75,ZW.250,,1464040.66738129,6007.15339320247
69,VH2032,-1.3,-1.4,-1.4,-1.3,,,1,1,1,48b810e2-c595-4f67-8b0e-72afb6ee816b,ZR.246,,693246.843910217,4083.60214325622
70,VH35,-0.73,-0.83,-0.83,-0.73,,,1,1,1,a8548c72-bc9a-48f3-99cf-c0de40ab897d,ZR.246,,490083.669548035,3146.47061859177
71,960,-0.2,-0.4,-0.4,-0.2,,,5,51,21,0e8b3533-e070-4a69-846a-11f24f11f9fa,ZW.241,,25462.9320068359,798.60904655532
72,VH51M,-1.1,-1.5,-1.5,-1.1,,,1,12,5,ad5ee228-20dd-4b5a-aec5-5c4b363d0345,ZR.246,,485615.011230469,5174.19657630633
73,VH51J,-0.8,-1.2,-1.2,-0.8,,,1,12,5,bffd949f-a52d-409d-b9f1-19307b7082bd,ZR.246,,141212.659240723,2939.56866481337
74,VL112,10.35,10.05,10.05,10.35,,,2,10,11,b2377275-9126-444a-a922-6908f31a1c10,ZW.250,,759705.796600342,4380.83025191829
75,WA180,3.8,3.6,3.6,3.8,,,2,13,10,3bc12e26-9c12-43e9-abae-4dc344c6c80a,ZW.250,,348313.110435486,3123.82760336157
76,WA182,4.3,4.05,4.05,4.3,,,2,13,10,81361869-2b8e-4eb1-9f70-da145e907a94,ZW.250,,618012.570198059,3476.51630475359
77,WA034,0.1,-0.4,-0.4,0.1,,,2,22,9,4368a1ad-3f2b-4d82-a7fc-db7a60749493,ZW.250,,700025.731819153,3554.21978808967
78,WA092,2.75,2.3,2.3,2.75,,,2,22,9,3b24406b-1111-4c14-ae55-53e70c79d347,ZW.250,,1709801.55184174,9576.91118242276
79,WA094,2.4,2,2,2.4,,,2,22,9,d45e820a-9ece-44b0-86d2-bdb2b71dbbad,ZW.250,,149449.902877808,2148.78817422093
80,VL220,4.15,4.05,4.05,4.15,,,1,20,7,7e2a43a3-c019-4899-bbf2-73e48610adab,ZR.246,,85374.1419830322,1468.98302365335
81,694,3.05,2.9,2.9,3.05,,,4,49,19,8b57ba34-b19e-41df-affc-80a8c0301b4f,ZW.241,,2310950.3249054,10173.3853194866
82,VH52A,-1.05,-1.25,-1.25,-1.05,,,1,16,1,7d2a1ce9-3bf5-4384-a7f8-a033f94ce705,ZR.246,,796688.106285095,3853.8332906176
83,VH24,-1.5,-1.8,-1.8,-1.5,,,2,25,10,896b0c93-1297-4977-a704-366445e49d41,ZW.251,,1149915.53192139,9735.7652895498
84,VH25,-1.3,-1.6,-1.6,-1.3,,,2,25,10,2a10ec9a-00cd-4255-9244-bdb8b4aa3d09,ZW.251,,582997.961174011,3436.90229014371
85,OV322,15.3,14.8,14.8,15.3,,,2,3,2,4c54d8bc-99d3-4923-972f-bb2796b41fd1,ZW.250,,1242990.57511902,5654.54170848721
86,OV320,16,15.7,15.7,16,,,2,3,2,7351cfcc-3bc9-40b3-9907-95fc750ef536,ZW.250,,905308.192520142,4306.24600264248
87,461,1.15,1,1,1.15,,,4,43,19,41f0a777-ac10-475a-b0b8-59f9593a8531,ZW.241,,4236656.91194153,14341.3349299503
88,VL230,2.3,2.15,2.15,2.3,,,1,20,7,a6272412-4951-4bc2-965f-a349b1bfcb71,ZR.246,,2054254.26506805,11299.9569344468
89,881,3.4,3.4,3.4,3.4,,,4,49,19,fad3006a-afe2-487b-b314-ecbbba0035df,ZW.241,,143564.163749695,2438.68149568454
90,615,1.5,1.35,1.35,1.5,,,4,43,19,cc82887b-d901-49c0-8bc6-7e8cc3efdc8d,ZW.241,,757210.795951843,4603.58484989671
91,OV112,7.6,7.3,7.3,7.6,,,2,3,2,180837d2-15cb-4cb4-ae1c-fd86f10bc55c,ZW.250,,1306659.15935516,5369.24253317344
92,757,5.25,5.25,5.25,5.25,,,4,26,19,e04cf331-1268-4896-a0a3-59030796bab6,ZW.241,,361929.610061646,2587.99662474042
93,VL138,4.3,4,4,4.3,,,1,18,7,847b44d7-e23a-4f9c-8db1-c262ff482994,ZR.246,,489353.026245117,2904.43684329624
94,VL219,4.75,4.6,4.6,4.75,,,1,20,7,a59aab5d-d4f6-4f12-b1e6-34a701863d82,ZR.246,,740225.088218689,5350.49437208491
95,VL137,5.6,5.4,5.4,5.6,,,1,18,7,64d37201-df2c-443e-b017-4e13feeb68cf,ZR.246,,1200900.04310608,7059.08687240461
96,VL142,5.45,5.25,5.25,5.45,,,1,18,7,c5f3c6fc-6dd9-4716-80aa-b67de41e705b,ZR.246,,1368168.87017822,5067.34224760772
97,VL139,3.6,3.4,3.4,3.6,,,1,18,7,cbbc9c45-b502-42cc-94cc-b54fad81634b,ZR.246,,570672.683334351,3769.39824286369
98,VH68,-1.1,-1.25,-1.25,-1.1,,,1,16,1,464673c0-a569-4a77-bb5e-933f84348ce6,ZR.246,,268244.667831421,2243.03028011082
99,VH29,-1.35,-1.8,-1.8,-1.35,,,2,25,10,555a9e0d-7a1c-46b5-993b-97d5855e8bb9,ZW.251,,361164.742424011,3392.98510363071
100,876,0.1,-0.1,-0.1,0.1,,,4,51,19,4161b98c-8bb8-4b7c-9b49-5c127fd8c213,ZW.241,,1813311.3875351,11296.4939315759
101,VH113,-1.1,-1.25,-1.25,-1.1,,,1,16,1,7a6b1ac0-00b2-4eb2-a34d-cfc138e5c471,ZR.246,,397912.059196472,3851.67685338942
102,VH68A,-1,-1.25,-1.25,-1,,,1,16,1,dd644b16-ce0b-46ae-954c-95fecf168917,ZR.246,,608211.144973755,3103.82796195202
103,VH28,-1.1,-1.4,-1.4,-1.1,,,2,25,10,2a9195ea-03cc-4d94-a3a5-1d1e10b8b6b2,ZW.251,,678074.696998596,3684.44021769201
104,RM032,5.3,5.3,5.3,5.3,,,2,4,3,3744d2ca-36ff-4eae-8798-fb31867f1e0d,ZW.250,,1677325.01901245,9119.8257515282
105,SM079,12.1,11.9,11.9,12.1,,,2,10,11,8d0b6d1a-7dc2-48ab-8e76-3129f3713699,ZW.250,,14930608.9142151,24640.870538202
106,RM016A,6.3,5.95,5.95,6.3,,,2,4,3,cb645001-0e6d-4309-a89e-b1806e252c6e,ZW.250,,107087.445465088,1373.28969206569
107,VH53,-1,-1.3,-1.3,-1,,,1,16,1,b7021459-95da-499d-ae44-1c5248bd08ae,ZR.246,,1428169.61310577,7968.73879371365
108,SM073,7.8,7.8,7.8,7.8,,,2,10,11,5851e246-81a2-4c67-b51b-a696a406e0e9,ZW.250,,170885.729934692,7455.61984316206
109,SM074,9.86,9.86,9.86,9.86,,,2,10,11,5b724f4e-1278-4970-9758-94020dfcc2ce,ZW.250,,2461021.67982483,10949.2370347519
110,SM024,12.75,12.4,12.4,12.75,,,2,10,11,38dd0b52-a3c2-4fb0-a3cb-2c954b653f35,ZW.250,,2141627.99170685,7019.99270752112
111,SM032,11.7,11.4,11.4,11.7,,,2,10,11,607bd5b7-e927-4d48-ad7d-d3e4c1aa1bd5,ZW.250,,261151.075286865,2350.81620799374
112,SM036,9.2,8.88,8.88,9.2,,,2,10,11,ccb38feb-16f9-427a-a7ea-9555a9da7abd,ZW.250,,886624.592041016,4536.03422340902
113,VL144,4.05,3.6,3.6,4.05,,,1,18,7,dc7a048e-c1ac-4d56-81ac-ad9dd78829d8,ZR.246,,532499.073348999,6369.68305594719
114,VL150,6.4,6.2,6.2,6.4,,,1,20,7,c939fd22-af80-4985-9b47-6ea60bf64d73,ZR.246,,6641708.64886475,16024.456872442
115,VL145,4.95,4.7,4.7,4.95,,,1,18,7,2bd2b04e-8aec-48f5-bf02-3be46b45ba0e,ZR.246,,556953.274253845,3562.5533474592
116,VL222,4.25,4.15,4.15,4.25,,,1,20,7,ef78cdc7-8513-4c96-a3da-bf9ff12848dd,ZR.246,,716351.404708862,4097.72616462807
117,VL146,5.6,5.4,5.4,5.6,,,1,18,7,ba0a623a-a498-47e9-aa27-4b9a81ba18d3,ZR.246,,1275612.11036682,5900.13846927571
118,VL143,4.5,4.3,4.3,4.5,,,1,18,7,121e69fb-d593-491a-ac5e-98706d4f73ef,ZR.246,,354446.972343445,2666.77594287922
119,VL214,2.1,1.9,1.9,2.1,,,1,20,7,b78a1fe4-c94a-4e53-94cf-9822689474cc,ZR.246,,1405150.35514069,6578.72367974402
120,VH26,-0.9,-1.2,-1.2,-0.9,,,2,25,10,1bcf1775-3b92-4d4e-bbd6-29fcae320d5e,ZW.251,,912385.443565369,3979.80267765488
121,VH21,-0.8,-1.1,-1.1,-0.8,,,1,15,1,c2777255-fcd7-4c93-9a4d-6e2cdc056593,ZR.246,,217220.869804382,2198.20277915737
122,VL149,5,5,5,5,,,1,20,7,4e9abbf4-8a9a-4ece-91de-831fe0926acd,ZR.246,,361034.976890564,2941.73337551946
123,VL213,2.55,2.55,2.55,2.55,,,1,20,7,0d6a4e55-1b9b-4e89-9dd0-612df117998c,ZR.246,,50223.8215789795,887.232652984036
124,VH52,-1,-1.3,-1.3,-1,,,1,16,1,b4974fd7-70a2-41ff-ae19-d47860a09fa5,ZR.246,,1302573.71463776,9640.49673645402
125,VH64,-1.25,-1.25,-1.25,-1.25,,,1,16,8,9f20ab03-4b5a-43ea-b15d-40092af62000,ZR.246,,127477.992637634,2303.50155898355
126,VH62,-0.85,-1.15,-1.15,-0.85,,,1,16,8,b8e165f8-b623-47b5-b3d0-a61711884dc4,ZR.246,,180486.578063965,2599.98929660958
127,VH66,-0.75,-1.05,-1.05,-0.75,,,1,16,8,e0a3cbc9-565c-4e87-b92f-42f4f722e414,ZR.246,,592438.854095459,4018.8436270156
128,OV506,5.4,4.6,4.6,5.4,,,2,3,2,c0d7b843-6e85-4d84-bd62-172026851727,ZW.250,,610966.021232605,4369.80297891678
129,VH36,-2.4,-2.75,-2.75,-2.4,-2.65,-2.55,1,6,1,a030cc30-6368-4028-b762-c5f6f11ae8ff,ZR.246,,11807427.0839615,21696.2174626692
130,VL140,2.95,2.6,2.6,2.95,,,1,18,7,c31ba112-49c8-442c-b2dd-12ff504a5253,ZR.246,,3284025.18772125,13170.6681182814
131,391,0.2,0,0,0.2,,,4,51,19,e5e04f16-e89b-4f66-8a35-ed59db15e74b,ZW.241,,374116.271987915,2909.35976651005
132,VH53A,-1,-1.3,-1.3,-1,,,1,16,1,915d1606-fda1-48d9-830c-ac2f98e49928,ZR.246,,1752244.40965271,6638.57436959665
133,SM038,10.7,10.4,10.4,10.7,,,2,10,11,02412eb7-8a12-40b8-8cb5-5217838de05c,ZW.250,,627631.533576965,4672.93917967867
134,SM040,10.1,9.7,9.7,10.1,,,2,10,11,bdee6677-24b0-4f5e-ab1b-ab08b185b377,ZW.250,,1676620.43880463,8025.27189927198
135,SM042,9,8.7,8.7,9,,,2,10,11,edcfa1ed-65cd-4e79-a6b4-4cdc63eca9a9,ZW.250,,3458532.22273254,11020.1002090627
136,SM046,7.19,6.74,6.74,7.19,,,2,10,11,7bb4cc03-1bfe-43f1-bc3b-08ffbec1dd22,ZW.250,,954564.684623718,4244.19813373333
137,SM050,7,6.75,6.75,7,,,2,10,11,f09e80b4-95b6-4f90-b522-030043a455ed,ZW.250,,1336987.25559235,6904.32450437165
138,SM052,6.5,6.3,6.3,6.5,,,2,10,11,4dbfa4f5-8fac-4fa6-97f6-7a8ca20db581,ZW.250,,549104.816978455,3781.68882968384
139,SM056,6.2,5.75,5.75,6.2,,,2,10,11,117a6312-5194-40a4-9d95-a2dcb78d5119,ZW.250,,637568.835342407,4878.80631812593
140,SM060,8.74,8.74,8.74,8.74,,,2,10,11,882147a4-348d-4a30-82a8-cc81a78656c6,ZW.250,,148269.669830322,1726.07855762817
141,SM062,8.6,8.4,8.4,8.6,,,2,10,11,f8723b7d-9902-46dd-bd67-a95a54f1dae1,ZW.250,,703150.561080933,4814.71354369629
142,VL153,5.3,4.9,4.9,5.3,,,1,20,7,9041db44-52e7-405d-9c5d-04a39b7c0769,ZR.246,,375643.5025177,2793.59344783855
143,VL152,5.95,5.95,5.95,5.95,,,1,20,7,740aeefc-7ef9-4a73-b358-9b6b5f880a90,ZR.246,,975280.429100037,5068.03314582512
144,VL210,1.6,1.15,1.15,1.6,,,1,20,7,2e0156ac-6bdd-46f5-ba35-e8c007d876f8,ZR.246,,2927879.34289551,9579.67047338905
145,VL226,3.35,3.1,3.1,3.35,,,1,20,7,5b75dd44-a77a-44c9-96aa-1806b88c122f,ZR.246,,652268.006607056,6727.42442883199
146,VL148,4.95,4.8,4.8,4.95,,,1,20,7,32f76a72-7ef4-4abf-9ed8-cbaf3f2bfb7b,ZR.246,,787978.937576294,5409.07395033669
147,VL229,3.6,3.6,3.6,3.6,,,1,20,7,1f382623-8b01-4ecf-a625-acf8ce8f13de,ZR.246,,210068.651138306,3002.14685548816
148,WA162A,1.75,1.45,1.45,1.75,,,2,13,10,caa67cde-0cd6-470e-9031-0f54775ef83c,ZW.250,,1021423.40371704,8273.7811383017
149,WA112,2.1,1.85,1.85,2.1,,,2,22,9,10afeba0-778e-477e-bc25-0035a9931ce8,ZW.250,,629572.388168335,5271.71645027086
150,WA168,2.4,2.3,2.3,2.4,,,2,22,9,0e0fd4cc-486e-4038-8f0d-7d3f3175c133,ZW.250,,47041.5532608032,2114.31628562204
151,WA018,0.25,0.1,0.1,0.25,,,2,22,9,92cfc0bf-3442-4f40-8f0c-56ebe74308d1,ZW.250,,211660.294433594,1955.31980819183
152,WA190,3.2,2.85,2.85,3.2,,,2,13,10,1499e16d-fdd0-4186-b0c7-e909592c0fcd,ZW.250,,2246566.73648071,7361.71383923458
153,RM126,2.65,2.4,2.4,2.65,,,2,13,10,058cbe74-8e67-4f18-80c8-776004f470fb,ZW.250,,6265201.11307526,14009.6254031365
154,RM388,2.3,2.1,2.1,2.3,,,2,13,10,2057ba58-166a-45c9-83af-171d55de0cba,ZW.250,,2403220.82256317,11603.1415464769
155,RM400,1.8,1.5,1.5,1.8,,,2,13,10,2aa0110a-7763-49f3-b48d-1e4e75e34783,ZW.250,,1871661.46912384,9470.89239632784
156,VL199,2.7,2.45,2.45,2.7,,,1,20,7,1b122477-4f95-4d6c-aae5-e7fe4f40853b,ZR.246,,221780.199806213,2321.56696175895
157,VL195,3.2,2.9,2.9,3.2,,,1,20,7,062b2afe-8598-46f0-9ab3-58f8c63f7864,ZR.246,,936149.690925598,4556.1079218819
158,RM394,0.95,0.85,0.85,0.95,,,2,13,10,67c4a577-2aa1-4aea-98dd-89d397bdb6e9,ZW.250,,979103.896278381,7235.55129471099
159,RM396,0.95,0.7,0.7,0.95,,,2,25,10,60ad514f-8268-477f-89b4-3ec00fc5bdff,ZW.250,,355969.864318848,3454.15204649272
160,RM398,0.3,0.1,0.1,0.3,,,2,25,10,66e6071c-0458-4a02-9a93-ca0354fd490e,ZW.250,,246252.313735962,4130.24067693147
161,VH48,-0.6,-0.8,-0.8,-0.6,,,1,12,1,01fa9d90-5322-4ead-9cc5-bdc3ddb31ace,ZR.246,,646912.781585693,3821.88129832697
162,RM262,12,11.8,11.8,12,,,2,13,10,ecf1b311-3d9e-474d-bb0a-cc17049ca2e7,ZW.250,,162700.323249817,2061.62889182845
163,RM258,12.9,12.5,12.5,12.9,,,2,13,10,ccf118f9-a2a3-4519-86ac-1acaca6f4e3a,ZW.250,,814121.562026978,9066.63447838197
164,RM393,2.3,1.9,1.9,2.3,,,2,13,10,2a935a62-bd0f-42d3-9e44-5adeccd37017,ZW.250,,147386.489334106,2121.2240762895
165,VH33,-2.4,-2.4,-2.4,-2.4,,,1,7,1,6f59608f-7db3-4060-a971-bbc629932bef,ZR.246,,1274727.46874237,5264.78559115689
166,VH49,-0.9,-1.4,-1.4,-0.9,,,1,12,1,09fb248d-9ded-4594-a9d3-46044bfdf490,ZR.246,,1435827.84506226,7547.39643740277
167,VH34,-1,-1.3,-1.3,-1,,,1,1,1,7c38fa62-1370-4b1f-a9b9-a3d61e68a3f5,ZR.246,,471499.831947327,3360.95791284245
168,NK60,-0.75,-1.05,-1.05,-0.75,,,1,15,1,8e0890be-19a7-4133-91d8-b8fd41db0d53,ZR.246,,1429465.44213104,5167.20088435985
169,VH97,-1.2,-1.4,-1.4,-1.2,,,1,16,1,6efb5044-16d9-469d-bfc7-a249146e2b03,ZR.246,,616828.132446289,4089.81544348987
170,RM110,2.5,2.45,2.45,2.5,,,2,4,3,c98c60b0-dcdb-4a42-887e-62ac19efd1ac,ZW.250,,2738385.30763245,9206.70859458108
171,RM106,2.75,2.75,2.75,2.75,,,2,4,3,006de725-ac92-4684-b731-5424b0c5bf86,ZW.250,,3400138.42993927,13993.993404229
