FID,dcpstate,repcode,uwwcode,dcpcode,dcpname,dcpnuts,dcplatitud,dcplongitu,dcpwaterbo,dcpirrigat,dcptypeofr,rcacode,dcpsurface,dcpwater_1,dcpnotaffe,dcpmsprovi,dcpcomacce,dcpgroundw,dcpreceivi,dcpwfdsubu,dcpwfdrbd,dcpwater_2,dcpgroun_1,dcprecei_1,dcpwfdsu_1,dcpwfdrbdr,dcpbeginli,dcpendlife,dcpremarks,gdb_geomattr_data,shape
rsa__lozingspunten.11,1,NL2020,NL01031,NLDP01031,DISCHARGE POINT  UWWTP GAARKEUKEN,NL113,53.2499,6.322817,FW, ,A58,NL2014,1, , , , , ,NL24134,NLRN,NLRN, , , , , , , , ,,POINT (53.249900000000025 6.322816660000001)
rsa__lozingspunten.12,1,NL2020,NL01032,NLDP01032,DISCHARGE POINT  UWWTP MARUM,NL113,53.155383,6.259633,FW, ,A58,NL2014,1, , , , , ,NL28674,NLRN,NLRN, , , , , , , , ,,POINT (53.15538333000001 6.259633329999986)
rsa__lozingspunten.13,1,NL2020,NL01033,NLDP01033,DISCHARGE POINT  UWWTP GARMERWOLDE,NL113,53.24775,6.675,FW, ,A58,NL2014,1, , , , , ,NL55108,NLEM,NLEM, , , , , , , , ,,POINT (53.247749999999996 6.675000000000011)
rsa__lozingspunten.14,1,NL2020,NL01034,NLDP01034,DISCHARGE POINT  UWWTP FEERWERD,NL113,53.302933,6.480283,FW, ,A58,NL2014,1, , , , , ,NL28015,NLRN,NLRN, , , , , , , , ,,POINT (53.30293332999997 6.48028333000002)
rsa__lozingspunten.15,0,NL2020,NL01036,NLDP01036,DISCHARGE POINT  UWWTP HOOGKERK,NL113,53.21475,6.511433,FW, ,A58,NL2014,1, , , , , ,NL28009,NLRN,NLRN, , , , , , , , ,,POINT (53.21474999999998 6.5114333299999885)
rsa__lozingspunten.16,1,NL2020,NL01038,NLDP01038,DISCHARGE POINT  UWWTP SCHEVEKLAP,NL111,53.263367,6.974333,FW, ,A58,NL2014,1, , , , , ,NL24742,NLEM,NLEM, , , , , , , , ,,POINT (53.263366659999974 6.974333329999979)
rsa__lozingspunten.17,1,NL2020,NL01039,NLDP01039,DISCHARGE POINT  UWWTP SCHEEMDA,NL111,53.163067,7.0082,FW, ,A58,NL2014,1, , , , , ,NL28005,NLEM,NLEM, , , , , , , , ,,POINT (53.16306666000003 7.008199999999988)
rsa__lozingspunten.18,1,NL2020,NL01040,NLDP01040,DISCHARGE POINT  UWWTP VRIESCHELOO,NL111,53.06215,7.128567,FW, ,A58,NL2014,1, , , , , ,NL24922,NLEM,NLEM, , , , , , , , ,,POINT (53.062149999999974 7.12856665999999)
rsa__lozingspunten.19,1,NL2020,NL01041,NLDP01041,DISCHARGE POINT  UWWTP WEHE DEN HOORN,NL113,53.36875,6.4151,FW, ,A58,NL2014,1, , , , , ,NL55119,NLRN,NLRN, , , , , , , , ,,POINT (53.36874999999998 6.415099999999995)
rsa__lozingspunten.20,1,NL2020,NL01044,NLDP01044,DISCHARGE POINT  UWWTP DELFZIJL,NL112,53.314783,6.945567,FW, ,A58,NL2014,1, , , , , ,NL55109,NLEM,NLEM, , , , , , , , ,,POINT (53.31478333000001 6.945566659999997)
rsa__lozingspunten.21,1,NL2020,NL01045,NLDP01045,DISCHARGE POINT  UWWTP VEENDAM,NL111,53.10695,6.893483,FW, ,A58,NL2014,1, , , , , ,NL24926,NLEM,NLEM, , , , , , , , ,,POINT (53.10694999999998 6.893483329999981)
rsa__lozingspunten.22,1,NL2020,NL01046,NLDP01046,DISCHARGE POINT  UWWTP BELLINGWOLDE,NL111,53.130517,7.179567,FW, ,A58,NL2014,1, , , , , ,NL24922,NLEM,NLEM, , , , , , , , ,,POINT (53.13051666000001 7.179566659999978)
rsa__lozingspunten.23,1,NL2020,NL02002,NLDP02002,DISCHARGE POINT  UWWTP OOSTERWOLDE (A+B),NL126,52.992683,6.279017,FW, ,A58,NL2014,1, , , , , ,NL33002,NLRN,NLRN, , , , , , , , ,,POINT (52.99268332999998 6.279016660000025)
rsa__lozingspunten.24,1,NL2020,NL02011,NLDP02011,DISCHARGE POINT  UWWTP LEEUWARDEN,NL124,53.195383,5.8337,FW, ,A58,NL2014,1, , , , , ,NL33343,NLRN,NLRN, , , , , , , , ,,POINT (53.19538333000003 5.833700000000022)
rsa__lozingspunten.25,1,NL2020,NL02012,NLDP02012,DISCHARGE POINT  UWWTP DRACHTEN,NL126,53.112667,6.055967,FW, ,A58,NL2014,1, , , , , ,NL33334,NLRN,NLRN, , , , , , , , ,,POINT (53.11266666 6.055966660000024)
rsa__lozingspunten.26,1,NL2020,NL02013,NLDP02013,DISCHARGE POINT  UWWTP BERGUM-SUAMEER (SUAMEER),NL124,53.186183,6.00355,FW, ,A58,NL2014,1, , , , , ,NL33340,NLRN,NLRN, , , , , , , , ,,POINT (53.186183330000006 6.003550000000018)
rsa__lozingspunten.27,1,NL2020,NL02015,NLDP02015,DISCHARGE POINT  UWWTP GORREDIJK,NL126,53.0107,6.052317,FW, ,A58,NL2014,1, , , , , ,NL33035,NLRN,NLRN, , , , , , , , ,,POINT (53.010699999999986 6.052316659999974)
rsa__lozingspunten.28,1,NL2020,NL02016,NLDP02016,DISCHARGE POINT  UWWTP WOLVEGA,NL126,52.88639,5.98873,FW, ,A58,NL2014,1, , , , , ,NL33009,NLRN,NLRN, , , , , , , , ,,POINT (52.886390000000006 5.9887299999999755)
rsa__lozingspunten.29,1,NL2020,NL02017,NLDP02017,DISCHARGE POINT  UWWTP ST ANNAPAROCHIE,NL124,53.272883,5.634533,FW, ,A58,NL2014,1, , , , , ,NL33509,NLRN,NLRN, , , , , , , , ,,POINT (53.27288333000001 5.634533330000011)
rsa__lozingspunten.30,1,NL2020,NL02018,NLDP02018,DISCHARGE POINT  UWWTP SNEEK,NL125,53.02395,5.640567,FW, ,A58,NL2014,1, , , , , ,NL33188,NLRN,NLRN, , , , , , , , ,,POINT (53.02395000000001 5.64056665999999)
rsa__lozingspunten.31,1,NL2020,NL02019,NLDP02019,DISCHARGE POINT  UWWTP KOOTSTERTILLE,NL124,53.221483,6.119333,FW, ,A58,NL2014,1, , , , , ,NL33378,NLRN,NLRN, , , , , , , , ,,POINT (53.22148333000001 6.119333330000018)
rsa__lozingspunten.32,1,NL2020,NL02020,NLDP02020,DISCHARGE POINT  UWWTP AMELAND,NL124,53.442433,5.73785,CW, ,A58,NL2014,1, , , , , ,NL09067,NLRN,NLRN, , , , , , , , ,,POINT (53.44243332999997 5.73784999999998)
rsa__lozingspunten.33,1,NL2020,NL02021,NLDP02021,DISCHARGE POINT  UWWTP DAMWOUDE,NL124,53.275883,6.0333,FW, ,A58,NL2014,1, , , , , ,NL33368,NLRN,NLRN, , , , , , , , ,,POINT (53.27588333 6.033299999999997)
rsa__lozingspunten.34,1,NL2020,NL02022,NLDP02022,DISCHARGE POINT  UWWTP JOURE,NL125,52.9832,5.760933,FW, ,A58,NL2014,1, , , , , ,NL33143,NLRN,NLRN, , , , , , , , ,,POINT (52.98320000000001 5.76093333)
rsa__lozingspunten.35,1,NL2020,NL02023,NLDP02023,DISCHARGE POINT  UWWTP BOLSWARD,NL125,53.075417,5.525083,FW, ,A58,NL2014,1, , , , , ,NL33448,NLRN,NLRN, , , , , , , , ,,POINT (53.07541665999997 5.525083329999973)
rsa__lozingspunten.36,1,NL2020,NL02024,NLDP02024,DISCHARGE POINT  UWWTP SLOTEN,NL125,52.90625,5.636917,FW, ,A58,NL2014,1, , , , , ,NL33089,NLRN,NLRN, , , , , , , , ,,POINT (52.90625 5.636916659999997)
rsa__lozingspunten.37,1,NL2020,NL02025,NLDP02025,DISCHARGE POINT  UWWTP AKKRUM,NL126,53.04405,5.836017,FW, ,A58,NL2014,1, , , , , ,NL33038,NLRN,NLRN, , , , , , , , ,,POINT (53.04405000000003 5.836016659999984)
rsa__lozingspunten.38,1,NL2020,NL02026,NLDP02026,DISCHARGE POINT  UWWTP TERSCHELLING,NL124,53.3656,5.2445,CW, ,A58,NL2014,1, , , , , ,NL09067,NLRN,NLRN, , , , , , , , ,,POINT (53.36559999999997 5.244500000000016)
rsa__lozingspunten.39,1,NL2020,NL02027,NLDP02027,DISCHARGE POINT  UWWTP LEMMER,NL125,52.863883,5.690133,FW, ,A58,NL2014,1, , , , , ,NL33076,NLRN,NLRN, , , , , , , , ,,POINT (52.86388333000002 5.690133329999981)
rsa__lozingspunten.40,1,NL2020,NL02028,NLDP02028,DISCHARGE POINT  UWWTP DOKKUM,NL124,53.3256,6.0204,FW, ,A58,NL2014,1, , , , , ,NL33371,NLRN,NLRN, , , , , , , , ,,POINT (53.32560000000001 6.020399999999995)
rsa__lozingspunten.41,1,NL2020,NL02029,NLDP02029,DISCHARGE POINT  UWWTP BIRDAARD,NL124,53.296367,5.883633,FW, ,A58,NL2014,1, , , , , ,NL33355,NLRN,NLRN, , , , , , , , ,,POINT (53.29636665999999 5.883633330000009)
rsa__lozingspunten.42,1,NL2020,NL02030,NLDP02030,DISCHARGE POINT  UWWTP WORKUM,NL125,52.971183,5.451217,FW, ,A58,NL2014,1, , , , , ,NL33116,NLRN,NLRN, , , , , , , , ,,POINT (52.971183329999974 5.45121666)
rsa__lozingspunten.43,1,NL2020,NL02031,NLDP02031,DISCHARGE POINT  UWWTP HEERENVEEN,NL126,52.96925,5.8918,FW, ,A58,NL2014,1, , , , , ,NL33031,NLRN,NLRN, , , , , , , , ,,POINT (52.96924999999999 5.891799999999989)
rsa__lozingspunten.44,1,NL2020,NL02032,NLDP02032,DISCHARGE POINT  UWWTP HARLINGEN,NL124,53.174267,5.451517,FW, ,A58,NL2014,1, , , , , ,NL33004,NLRN,NLRN, , , , , , , , ,,POINT (53.17426666 5.451516659999982)
rsa__lozingspunten.45,1,NL2020,NL02036,NLDP02036,DISCHARGE POINT  UWWTP GROUW,NL124,53.093633,5.818167,FW, ,A58,NL2014,1, , , , , ,NL33232,NLRN,NLRN, , , , , , , , ,,POINT (53.09363332999999 5.818166659999974)
rsa__lozingspunten.46,1,NL2020,NL02037,NLDP02037,DISCHARGE POINT  UWWTP WARNS,NL125,52.884033,5.396117,FW, ,A58,NL2014,1, , , , , ,NL33103,NLRN,NLRN, , , , , , , , ,,POINT (52.88403333000002 5.396116660000018)
rsa__lozingspunten.47,1,NL2020,NL02038,NLDP02038,DISCHARGE POINT  UWWTP FRANEKER,NL124,53.178533,5.57925,FW, ,A58,NL2014,1, , , , , ,NL33004,NLRN,NLRN, , , , , , , , ,,POINT (53.17853332999999 5.579250000000002)
rsa__lozingspunten.48,1,NL2020,NL02040,NLDP02040,DISCHARGE POINT  UWWTP VLIELAND,NL124,53.296117,5.08425,CW, ,A58,NL2014,1, , , , , ,NL09067,NLRN,NLRN, , , , , , , , ,,POINT (53.296116659999996 5.084249999999997)
rsa__lozingspunten.49,1,NL2020,NL02041,NLDP02041,DISCHARGE POINT  UWWTP SCHIERMONNIKOOG,NL124,53.471817,6.1748,CW, ,A58,NL2014,1, , , , , ,NL09067,NLRN,NLRN, , , , , , , , ,,POINT (53.47181666 6.174800000000005)
rsa__lozingspunten.50,1,NL2020,NL03001,NLDP03001,DISCHARGE POINT  UWWTP BEILEN,NL131,52.859133,6.493367,FW, ,A58,NL2014,1, , , , , ,NL26117,NLRN,NLRN, , , , , , , , ,,POINT (52.85913333000002 6.493366659999992)
rsa__lozingspunten.51,1,NL2020,NL03010,NLDP03010,DISCHARGE POINT  UWWTP ASSEN,NL131,53.001233,6.575933,FW, ,A58,NL2014,1, , , , , ,NL26118,NLEM,NLEM, , , , , , , , ,,POINT (53.00123332999999 6.575933329999998)
rsa__lozingspunten.52,1,NL2020,NL03014,NLDP03014,DISCHARGE POINT  UWWTP MEPPEL,NL133,52.709683,6.190683,FW, ,A58,NL2014,1, , , , , ,NL26107,NLRN,NLRN, , , , , , , , ,,POINT (52.70968333000002 6.190683330000013)
rsa__lozingspunten.53,1,NL2020,NL03022,NLDP03022,DISCHARGE POINT  UWWTP EMMEN,NL132,52.713717,6.8818,FW, ,A58,NL2014,1, , , , , ,NL26110,NLRN,NLRN, , , , , , , , ,,POINT (52.71371665999999 6.881799999999998)
rsa__lozingspunten.54,1,NL2020,NL03023,NLDP03023,DISCHARGE POINT  UWWTP TWEEDE EXLOERMOND,NL132,52.917633,6.950467,FW, ,A58,NL2014,1, , , , , ,NL36275,NLEM,NLEM, , , , , , , , ,,POINT (52.91763333 6.950466660000018)
rsa__lozingspunten.55,1,NL2020,NL03027,NLDP03027,DISCHARGE POINT  UWWTP SMILDE,NL131,52.944967,6.443467,FW, ,A58,NL2014,1, , , , , ,NL26107,NLRN,NLRN, , , , , , , , ,,POINT (52.94496665999998 6.443466660000013)
rsa__lozingspunten.56,1,NL2020,NL03028,NLDP03028,DISCHARGE POINT  UWWTP SLEEN,NL132,52.73805,6.785783,FW, ,A58,NL2014,1, , , , , ,NL26943,NLRN,NLRN, , , , , , , , ,,POINT (52.73804999999999 6.785783330000015)
rsa__lozingspunten.57,1,NL2020,NL03030,NLDP03030,DISCHARGE POINT  UWWTP EELDE,NL131,53.12765,6.6063,FW, ,A58,NL2014,1, , , , , ,NL28017,NLEM,NLEM, , , , , , , , ,,POINT (53.12765000000002 6.606299999999976)
rsa__lozingspunten.58,1,NL2020,NL03031,NLDP03031,DISCHARGE POINT  UWWTP GIETEN,NL131,53.015267,6.776017,FW, ,A58,NL2014,1, , , , , ,NL36340,NLEM,NLEM, , , , , , , , ,,POINT (53.01526666000001 6.776016659999982)
rsa__lozingspunten.59,1,NL2020,NL03032,NLDP03032,DISCHARGE POINT  UWWTP DIEVERBRUG,NL133,52.8434,6.3386,FW, ,A58,NL2014,1, , , , , ,NL26107,NLRN,NLRN, , , , , , , , ,,POINT (52.843399999999974 6.338599999999985)
rsa__lozingspunten.60,1,NL2020,NL03033,NLDP03033,DISCHARGE POINT  UWWTP ECHTEN (DR),NL133,52.7092,6.416783,FW, ,A58,NL2014,1, , , , , ,NL26105,NLRN,NLRN, , , , , , , , ,,POINT (52.70920000000001 6.416783329999987)
rsa__lozingspunten.61,1,NL2020,NL03034,NLDP03034,DISCHARGE POINT  UWWTP COEVORDEN,NL132,52.641333,6.719683,FW, ,A58,NL2014,1, , , , , ,NL26112,NLRN,NLRN, , , , , , , , ,,POINT (52.64133333000001 6.719683330000009)
rsa__lozingspunten.62,1,NL2020,NL04005,NLDP04005,DISCHARGE POINT  UWWTP GENEMUIDEN,NL211,52.595367,6.08355,FW, ,A58,NL2014,1, , , , , ,NL12160,NLRN,NLRN, , , , , , , , ,,POINT (52.595366660000025 6.0835500000000025)
rsa__lozingspunten.63,1,NL2020,NL04006,NLDP04006,DISCHARGE POINT  UWWTP OLST/WIJHE (OLST),NL212,52.348933,6.103417,FW, ,A58,NL2014,1, , , , , ,NL09052,NLRN,NLRN, , , , , , , , ,,POINT (52.34893333000002 6.1034166599999935)
rsa__lozingspunten.64,1,NL2020,NL04016,NLDP04016,DISCHARGE POINT  UWWTP OMMEN,NL211,52.52705,6.405967,FW, ,A58,NL2014,1, , , , , ,NL55111,NLRN,NLRN, , , , , , , , ,,POINT (52.527049999999974 6.40596665999999)
rsa__lozingspunten.65,1,NL2020,NL04017,NLDP04017,DISCHARGE POINT  UWWTP VOLLENHOVE,NL211,52.668833,5.947483,FW, ,A58,NL2014,1, , , , , ,NL09017,NLRN,NLRN, , , , , , , , ,,POINT (52.668833329999984 5.947483330000011)
rsa__lozingspunten.66,1,NL2020,NL04018,NLDP04018,DISCHARGE POINT  UWWTP HEINO,NL212,52.440883,6.2005,FW, ,A58,NL2014,1, , , , , ,NL11688,NLRN,NLRN, , , , , , , , ,,POINT (52.44088333000002 6.200499999999977)
rsa__lozingspunten.67,1,NL2020,NL04019,NLDP04019,DISCHARGE POINT  UWWTP DEVENTER,NL212,52.270217,6.1268,FW, ,A58,NL2014,1, , , , , ,NL09052,NLRN,NLRN, , , , , , , , ,,POINT (52.27021666000002 6.126800000000003)
rsa__lozingspunten.68,1,NL2020,NL04020,NLDP04020,DISCHARGE POINT  UWWTP STEENWIJK,NL211,52.783133,6.085317,FW, ,A58,NL2014,1, , , , , ,NL12349,NLRN,NLRN, , , , , , , , ,,POINT (52.78313333 6.0853166599999895)
rsa__lozingspunten.69,1,NL2020,NL04021,NLDP04021,DISCHARGE POINT  UWWTP RAALTE,NL212,52.3955,6.26285,FW, ,A58,NL2014,1, , , , , ,NL11753,NLRN,NLRN, , , , , , , , ,,POINT (52.39550000000003 6.2628500000000145)
rsa__lozingspunten.70,1,NL2020,NL04022,NLDP04022,DISCHARGE POINT  UWWTP HOLTEN,NL213,52.24285,6.412567,FW, ,A58,NL2014,1, , , , , ,NL08640,NLRN,NLRN, , , , , , , , ,,POINT (52.242849999999976 6.412566659999982)
rsa__lozingspunten.71,1,NL2020,NL04023,NLDP04023,DISCHARGE POINT  UWWTP KAMPEN,NL211,52.577467,5.878467,FW, ,A58,NL2014,1, , , , , ,NL09052,NLRN,NLRN, , , , , , , , ,,POINT (52.57746666000003 5.878466660000015)
rsa__lozingspunten.72,1,NL2020,NL04024,NLDP04024,DISCHARGE POINT  UWWTP HARDENBERG,NL211,52.550933,6.59805,FW, ,A58,NL2014,1, , , , , ,NL55116,NLRN,NLRN, , , , , , , , ,,POINT (52.55093333000002 6.598050000000001)
rsa__lozingspunten.73,1,NL2020,NL04025,NLDP04025,DISCHARGE POINT  UWWTP DALFSEN,NL211,52.50805,6.235617,FW, ,A58,NL2014,1, , , , , ,NL55117,NLRN,NLRN, , , , , , , , ,,POINT (52.508050000000026 6.235616660000005)
rsa__lozingspunten.74,1,NL2020,NL04026,NLDP04026,DISCHARGE POINT  UWWTP ZWOLLE,NL211,52.507083,6.0472,FW, ,A58,NL2014,1, , , , , ,NL09052,NLRN,NLRN, , , , , , , , ,,POINT (52.50708333 6.047199999999975)
rsa__lozingspunten.75,1,NL2020,NL04027,NLDP04027,DISCHARGE POINT  UWWTP NOORDOOSTPOLDER (TOLLEBEEK),NL230,52.68145,5.691817,FW, ,A58,NL2014,1, , , , , ,NL12495,NLRN,NLRN, , , , , , , , ,,POINT (52.681449999999984 5.691816659999972)
rsa__lozingspunten.76,1,NL2020,NL04028,NLDP04028,DISCHARGE POINT  UWWTP DEDEMSVAART,NL211,52.610083,6.474,FW, ,A58,NL2014,1, , , , , ,NL55111,NLRN,NLRN, , , , , , , , ,,POINT (52.61008333000001 6.4739999999999895)
rsa__lozingspunten.77,1,NL2020,NL04030,NLDP04030,DISCHARGE POINT  UWWTP HESSENPOORT,NL211,52.522,6.168117,FW, ,A58,NL2014,1, , , , , ,NL55117,NLRN,NLRN, , , , , , , , ,,POINT (52.52199999999999 6.16811666000001)
rsa__lozingspunten.78,1,NL2020,NL05001,NLDP05001,DISCHARGE POINT  UWWTP HAAKSBERGEN,NL213,52.17685,6.712817,FW, ,A58,NL2014,1, , , , , ,NL11164,NLRN,NLRN, , , , , , , , ,,POINT (52.17685 6.712816659999987)
rsa__lozingspunten.79,1,NL2020,NL05002,NLDP05002,DISCHARGE POINT  UWWTP ENSCHEDE,NL213,52.232783,6.840533,FW, ,A58,NL2014,1, , , , , ,NL11311,NLRN,NLRN, , , , , , , , ,,POINT (52.23278333000002 6.840533330000028)
rsa__lozingspunten.80,1,NL2020,NL05003,NLDP05003,DISCHARGE POINT  UWWTP GLANERBRUG,NL213,52.2184,6.979883,FW, ,A58,NL2014,1, , , , , ,NL11252,NLRN,NLRN, , , , , , , , ,,POINT (52.218399999999974 6.979883330000007)
rsa__lozingspunten.81,1,NL2020,NL05004,NLDP05004,DISCHARGE POINT  UWWTP VRIEZENVEEN,NL213,52.408083,6.632767,FW, ,A58,NL2014,1, , , , , ,NL11497,NLRN,NLRN, , , , , , , , ,,POINT (52.40808333000001 6.632766660000016)
rsa__lozingspunten.82,1,NL2020,NL05005,NLDP05005,DISCHARGE POINT  UWWTP TUBBERGEN,NL213,52.4105,6.766433,FW, ,A58,NL2014,1, , , , , ,NL11457,NLRN,NLRN, , , , , , , , ,,POINT (52.41050000000001 6.766433329999984)
rsa__lozingspunten.83,1,NL2020,NL05011,NLDP05011,DISCHARGE POINT  UWWTP DENEKAMP,NL213,52.38515,7.035783,FW, ,A58,NL2014,1, , , , , ,NL11348,NLRN,NLRN, , , , , , , , ,,POINT (52.38515000000001 7.035783330000015)
rsa__lozingspunten.84,1,NL2020,NL05012,NLDP05012,DISCHARGE POINT  UWWTP OLDENZAAL,NL213,52.307483,6.8942,FW, ,A58,NL2014,1, , , , , ,NL11327,NLRN,NLRN, , , , , , , , ,,POINT (52.307483330000025 6.894200000000012)
rsa__lozingspunten.85,1,NL2020,NL05014,NLDP05014,DISCHARGE POINT  UWWTP VROOMSHOOP,NL213,52.446417,6.565133,FW, ,A58,NL2014,1, , , , , ,NL11502,NLRN,NLRN, , , , , , , , ,,POINT (52.44641666000001 6.565133329999981)
rsa__lozingspunten.86,1,NL2020,NL05015,NLDP05015,DISCHARGE POINT  UWWTP LOSSER,NL213,52.26185,7.01485,FW, ,A58,NL2014,1, , , , , ,NL11233,NLRN,NLRN, , , , , , , , ,,POINT (52.26184999999998 7.014850000000024)
rsa__lozingspunten.87,1,NL2020,NL05016,NLDP05016,DISCHARGE POINT  UWWTP GOOR,NL213,52.247317,6.574317,FW, ,A58,NL2014,1, , , , , ,NL11311,NLRN,NLRN, , , , , , , , ,,POINT (52.247316660000024 6.574316660000022)
rsa__lozingspunten.88,1,NL2020,NL05017,NLDP05017,DISCHARGE POINT  UWWTP HENGELO,NL213,52.280833,6.768533,FW, ,A58,NL2014,1, , , , , ,NL11309,NLRN,NLRN, , , , , , , , ,,POINT (52.28083333000001 6.768533330000025)
rsa__lozingspunten.89,1,NL2020,NL05018,NLDP05018,DISCHARGE POINT  UWWTP OOTMARSUM,NL213,52.416033,6.93145,FW, ,A58,NL2014,1, , , , , ,NL11380,NLRN,NLRN, , , , , , , , ,,POINT (52.416033330000005 6.931449999999984)
rsa__lozingspunten.90,1,NL2020,NL05019,NLDP05019,DISCHARGE POINT  UWWTP ALMELO-VISSEDIJK,NL213,52.371433,6.648733,FW, ,A58,NL2014,1, , , , , ,NL11454,NLRN,NLRN, , , , , , , , ,,POINT (52.37143333 6.648733330000027)
rsa__lozingspunten.91,1,NL2020,NL05020,NLDP05020,DISCHARGE POINT  UWWTP ALMELO-SUMPEL,NL213,52.342983,6.622983,FW, ,A58,NL2014,1, , , , , ,NL11086,NLRN,NLRN, , , , , , , , ,,POINT (52.34298332999998 6.622983330000011)
rsa__lozingspunten.92,1,NL2020,NL05022,NLDP05022,DISCHARGE POINT  UWWTP RIJSSEN,NL213,52.319167,6.53035,FW, ,A58,NL2014,1, , , , , ,NL11037,NLRN,NLRN, , , , , , , , ,,POINT (52.31916666000001 6.5303499999999985)
rsa__lozingspunten.93,1,NL2020,NL05023,NLDP05023,DISCHARGE POINT  UWWTP NIJVERDAL,NL213,52.369683,6.47085,FW, ,A58,NL2014,1, , , , , ,NL11037,NLRN,NLRN, , , , , , , , ,,POINT (52.36968332999999 6.4708499999999844)
rsa__lozingspunten.94,1,NL2020,NL05025,NLDP05025,DISCHARGE POINT  UWWTP DEN HAM,NL213,52.464633,6.477,FW, ,A58,NL2014,1, , , , , ,NL11012,NLRN,NLRN, , , , , , , , ,,POINT (52.46463333000003 6.476999999999975)
rsa__lozingspunten.95,1,NL2020,NL06003,NLDP06003,DISCHARGE POINT  UWWTP DRONTEN,NL230,52.5376,5.714417,FW, ,A58,NL2014,1, , , , , ,NL09216,NLRN,NLRN, , , , , , , , ,,POINT (52.5376 5.7144166599999835)
rsa__lozingspunten.96,1,NL2020,NL06004,NLDP06004,DISCHARGE POINT  UWWTP LELYSTAD,NL230,52.502633,5.421233,FW, ,A58,NL2014,1, , , , , ,NL09228,NLRN,NLRN, , , , , , , , ,,POINT (52.50263332999998 5.421233330000007)
rsa__lozingspunten.97,1,NL2020,NL06005,NLDP06005,DISCHARGE POINT  UWWTP ALMERE,NL230,52.399283,5.245267,FW, ,A58,NL2014,1, , , , , ,NL09216,NLRN,NLRN, , , , , , , , ,,POINT (52.39928333 5.245266660000027)
rsa__lozingspunten.98,1,NL2020,NL06006,NLDP06006,DISCHARGE POINT  UWWTP ZEEWOLDE,NL230,52.361883,5.50245,FW, ,A58,NL2014,1, , , , , ,NL09300,NLRN,NLRN, , , , , , , , ,,POINT (52.36188333000001 5.50245000000001)
