FID,DD_BIJGEWERKT,ID,BOOMSOORT,PLANTJAAR,MONUMENTAAL,WAARDEVOL,HERDENKINGSBOOM,BOOMTYPE,STADSDEEL,SNOEICYCLUS,SNOEIPLANNING,STAMDIAMETER,STANDPLAATS,WIJKEN,STRAATNAAM,KAPVERGUNNING,KROONDIAMETER,PARTICIPATIE,HOOGTE,GROEIPLAATSVERBETERING,BOOMSTRUCTUUR,TOEKOMSTVERWACHTING,BESCHRIJVING_QRCODE,HOOGTE_EXACT,GEOMETRIE
GRN_BOMEN.29979,2023-02-02,29979,Fraxinus excelsior X,1990,,,,Niet vrij uitgroeiend,Lindenholt,1x/4 jaar,,0.2 tot 0.3 m,Beplanting: Overig,Bijsterhuizen,Bijsterhuizen 11,,6,,6 tot 12 m,,Secundaire structuur,Normaal (> 15 jaar),,9.82999992,POINT (180807.979 426340.66)
GRN_BOMEN.29969,2023-02-02,29969,Fraxinus excelsior X,1990,,,,Niet vrij uitgroeiend,Lindenholt,1x/4 jaar,,0.2 tot 0.3 m,Beplanting: Overig,Bijsterhuizen,Bijsterhuizen 11,,5,,6 tot 12 m,,Secundaire structuur,Normaal (> 15 jaar),,8.76000023,POINT (180638.068 426366.597)
GRN_BOMEN.29972,2023-02-02,29972,Fraxinus excelsior X,1990,,,,Niet vrij uitgroeiend,Lindenholt,1x/4 jaar,,0.2 tot 0.3 m,Beplanting: Overig,Bijsterhuizen,Bijsterhuizen 11,,6,,6 tot 12 m,,Secundaire structuur,Normaal (> 15 jaar),,10.06999969,POINT (180676.531 426367.104)
GRN_BOMEN.29971,2023-02-02,29971,Fraxinus excelsior X,1990,,,,Niet vrij uitgroeiend,Lindenholt,1x/4 jaar,,0.2 tot 0.3 m,Beplanting: Overig,Bijsterhuizen,Bijsterhuizen 11,,6,,6 tot 12 m,,Secundaire structuur,Normaal (> 15 jaar),,10.27999973,POINT (180664.064 426365.713)
GRN_BOMEN.43661,2023-02-02,43661,Fraxinus excelsior X,1990,,,,Niet vrij uitgroeiend,Lindenholt,1x/4 jaar,,0.2 tot 0.3 m,Beplanting: Overig,Bijsterhuizen,Bijsterhuizen 11,,6,,6 tot 12 m,,Secundaire structuur,Normaal (> 15 jaar),,10.03999996,POINT (180900.785 426325.707)
GRN_BOMEN.29980,2023-02-02,29980,Fraxinus excelsior X,1990,,,,Niet vrij uitgroeiend,Lindenholt,1x/4 jaar,,0.2 tot 0.3 m,Beplanting: Overig,Bijsterhuizen,Bijsterhuizen 11,,5,,6 tot 12 m,,Secundaire structuur,Normaal (> 15 jaar),,9.19999981,POINT (180793.193 426343.25)
GRN_BOMEN.29966,2023-02-02,29966,Populus x canadensis X,1990,,,,Niet vrij uitgroeiend,Lindenholt,1x/4 jaar,Snoeien 2023,0.5 tot 1.0 m,Gras: Schraal gras 2x,Bijsterhuizen,Palkerdijk,,12,,18 tot 24 m,,Hoofdstructuur,Normaal (> 15 jaar),,21.29999924,POINT (180585.384 426276.528)
GRN_BOMEN.29967,2023-02-02,29967,Populus x canadensis X,1990,,,,Niet vrij uitgroeiend,Lindenholt,1x/4 jaar,Snoeien 2023,0.5 tot 1.0 m,Gras: Schraal gras 2x,Bijsterhuizen,Bijsterhuizen 10,,13,,18 tot 24 m,,Hoofdstructuur,Normaal (> 15 jaar),,21.07999992,POINT (180580.683 426286.487)
GRN_BOMEN.29968,2023-02-02,29968,Fraxinus excelsior X,1990,,,,Niet vrij uitgroeiend,Lindenholt,1x/4 jaar,,0.2 tot 0.3 m,Beplanting: Overig,Bijsterhuizen,Bijsterhuizen 11,,5,,6 tot 12 m,,Secundaire structuur,Normaal (> 15 jaar),,9.86999989,POINT (180625.233 426367.011)
GRN_BOMEN.29970,2023-02-02,29970,Fraxinus excelsior X,1990,,,,Niet vrij uitgroeiend,Lindenholt,1x/4 jaar,,0.2 tot 0.3 m,Beplanting: Overig,Bijsterhuizen,Bijsterhuizen 11,,6,,6 tot 12 m,,Secundaire structuur,Normaal (> 15 jaar),,9.43999958,POINT (180651.111 426366.139)
GRN_BOMEN.29973,2023-02-02,29973,Fraxinus excelsior X,1990,,,,Niet vrij uitgroeiend,Lindenholt,1x/4 jaar,,0.2 tot 0.3 m,Beplanting: Overig,Bijsterhuizen,Bijsterhuizen 11,,5,,6 tot 12 m,,Secundaire structuur,Normaal (> 15 jaar),,9.10999966,POINT (180691.06 426363.878)
GRN_BOMEN.29974,2023-02-02,29974,Fraxinus excelsior X,1990,,,,Niet vrij uitgroeiend,Lindenholt,1x/4 jaar,,0.2 tot 0.3 m,Beplanting: Overig,Bijsterhuizen,Bijsterhuizen 11,,6,,6 tot 12 m,,Secundaire structuur,Normaal (> 15 jaar),,10.14999962,POINT (180705.411 426360.709)
GRN_BOMEN.29975,2023-02-02,29975,Fraxinus excelsior X,1990,,,,Niet vrij uitgroeiend,Lindenholt,1x/4 jaar,,0.2 tot 0.3 m,Beplanting: Overig,Bijsterhuizen,Bijsterhuizen 11,,7,,6 tot 12 m,,Secundaire structuur,Normaal (> 15 jaar),,10.31000042,POINT (180720.106 426357.636)
GRN_BOMEN.29976,2023-02-02,29976,Fraxinus excelsior X,1990,,,,Niet vrij uitgroeiend,Lindenholt,1x/4 jaar,,0.2 tot 0.3 m,Beplanting: Overig,Bijsterhuizen,Bijsterhuizen 11,,6,,12 tot 18 m,,Secundaire structuur,Normaal (> 15 jaar),,12.17000008,POINT (180734.706 426354.551)
GRN_BOMEN.29977,2023-02-02,29977,Fraxinus excelsior X,1990,,,,Niet vrij uitgroeiend,Lindenholt,1x/4 jaar,,0.2 tot 0.3 m,Beplanting: Overig,Bijsterhuizen,Bijsterhuizen 11,,5,,6 tot 12 m,,Secundaire structuur,Normaal (> 15 jaar),,10.94999981,POINT (180749.376 426351.606)
GRN_BOMEN.29978,2023-02-02,29978,Fraxinus excelsior X,1995,,,,Niet vrij uitgroeiend,Lindenholt,1x/4 jaar,,0.2 tot 0.3 m,Beplanting: Overig,Bijsterhuizen,Bijsterhuizen 11,,5,,6 tot 12 m,,Secundaire structuur,Normaal (> 15 jaar),,9.39000034,POINT (180763.984 426348.658)
GRN_BOMEN.29981,2023-02-02,29981,Fraxinus excelsior X,1990,,,,Niet vrij uitgroeiend,Lindenholt,1x/4 jaar,,0.2 tot 0.3 m,Beplanting: Overig,Bijsterhuizen,Bijsterhuizen 11,,5,,6 tot 12 m,,Secundaire structuur,Normaal (> 15 jaar),,10.64999962,POINT (180778.649 426346.027)
GRN_BOMEN.64069,2023-02-02,64069,Populus x canadensis X,1980,,,,Niet vrij uitgroeiend,,1x/4 jaar,Snoeien 2023,0.3 tot 0.5 m,Gras: Schraal gras 2x,,,,8,,12 tot 18 m,,Hoofdstructuur,Normaal (> 15 jaar),,0,POINT (180560.658 426203.865)
GRN_BOMEN.64070,2023-02-02,64070,Populus x canadensis X,1980,,,,Niet vrij uitgroeiend,,1x/4 jaar,Snoeien 2023,0.3 tot 0.5 m,Gras: Schraal gras 2x,,,,11,,12 tot 18 m,,Hoofdstructuur,Normaal (> 15 jaar),,0,POINT (180566.561 426209.468)
GRN_BOMEN.29898,2023-02-02,29898,Populus x canadensis X,1990,,,,Niet vrij uitgroeiend,Lindenholt,1x/4 jaar,Snoeien 2023,0.5 tot 1.0 m,Gras: Schraal gras 2x,Bijsterhuizen,Wijchenseweg,,16,,24 m en hoger,,Hoofdstructuur,Normaal (> 15 jaar),,25.02000046,POINT (180974.96 426187.987)
GRN_BOMEN.29936,2023-02-02,29936,Populus x canadensis X,1990,,,,Niet vrij uitgroeiend,Lindenholt,1x/4 jaar,Snoeien 2023,0.5 tot 1.0 m,Gras: Schraal gras 2x,Bijsterhuizen,Wijchenseweg,,15,,18 tot 24 m,,Hoofdstructuur,Normaal (> 15 jaar),,23.01000023,POINT (180969.326 426156.666)
GRN_BOMEN.29899,2023-02-02,29899,Populus x canadensis X,1990,,,,Niet vrij uitgroeiend,Lindenholt,1x/4 jaar,Snoeien 2023,0.5 tot 1.0 m,Gras: Schraal gras 2x,Bijsterhuizen,Wijchenseweg,,15,,18 tot 24 m,,Hoofdstructuur,Normaal (> 15 jaar),,22.03000069,POINT (180954.759 426190.584)
GRN_BOMEN.29900,2023-02-02,29900,Populus x canadensis X,1990,,,,Niet vrij uitgroeiend,Lindenholt,1x/4 jaar,Snoeien 2023,0.5 tot 1.0 m,Gras: Schraal gras 2x,Bijsterhuizen,Wijchenseweg,,13,,18 tot 24 m,,Hoofdstructuur,Normaal (> 15 jaar),,22.71999931,POINT (180934.532 426191.149)
GRN_BOMEN.29934,2023-02-02,29934,Populus x canadensis X,1990,,,,Niet vrij uitgroeiend,Lindenholt,1x/4 jaar,Snoeien 2023,0.5 tot 1.0 m,Gras: Schraal gras 2x,Bijsterhuizen,Wijchenseweg,,15,,18 tot 24 m,,Hoofdstructuur,Normaal (> 15 jaar),,22.88999939,POINT (180929.087 426161.513)
GRN_BOMEN.29935,2023-02-02,29935,Populus x canadensis X,1990,,,,Niet vrij uitgroeiend,Lindenholt,1x/4 jaar,Snoeien 2023,0.5 tot 1.0 m,Gras: Schraal gras 2x,Bijsterhuizen,Wijchenseweg,,14,,18 tot 24 m,,Hoofdstructuur,Normaal (> 15 jaar),,22.77000046,POINT (180948.884 426158.965)
GRN_BOMEN.30057,2023-02-02,30057,Fraxinus excelsior X,1990,,,,Niet vrij uitgroeiend,Lindenholt,,,tot 0.2 m,Beplanting: Overig,Bijsterhuizen,Bijsterhuizen 11,,3,,6 tot 12 m,,Secundaire structuur,Verminderd (10 - 15 jaar),,7.84000015,POINT (180849.94 426752.74)
GRN_BOMEN.30058,2023-02-02,30058,Fraxinus excelsior X,1990,,,,Niet vrij uitgroeiend,Lindenholt,1x/4 jaar,,0.2 tot 0.3 m,Beplanting: Overig,Bijsterhuizen,Bijsterhuizen 11,,5,,6 tot 12 m,,Secundaire structuur,Normaal (> 15 jaar),,8.56999969,POINT (180860.14 426747.09)
GRN_BOMEN.30059,2023-02-02,30059,Fraxinus excelsior X,1990,,,,Niet vrij uitgroeiend,Lindenholt,1x/4 jaar,,0.2 tot 0.3 m,Beplanting: Overig,Bijsterhuizen,Bijsterhuizen 11,,5,,6 tot 12 m,,Secundaire structuur,Normaal (> 15 jaar),,8.43999958,POINT (180871.094 426740.188)
GRN_BOMEN.30060,2023-02-02,30060,Fraxinus excelsior X,1990,,,,Niet vrij uitgroeiend,Lindenholt,1x/4 jaar,,0.2 tot 0.3 m,Beplanting: Overig,Bijsterhuizen,Bijsterhuizen 11,,5,,6 tot 12 m,,Secundaire structuur,Normaal (> 15 jaar),,9.48999977,POINT (180889.127 426727.017)
GRN_BOMEN.30061,2023-02-02,30061,Fraxinus excelsior X,2008,,,,Niet vrij uitgroeiend,Lindenholt,1x/4 jaar,,0.2 tot 0.3 m,Beplanting: Overig,Bijsterhuizen,Bijsterhuizen 11,,5,,6 tot 12 m,,Secundaire structuur,Normaal (> 15 jaar),,10.05000019,POINT (180902.521 426719.912)
GRN_BOMEN.30062,2023-02-02,30062,Fraxinus excelsior X,2008,,,,Niet vrij uitgroeiend,Lindenholt,1x/4 jaar,,0.2 tot 0.3 m,Beplanting: Overig,Bijsterhuizen,Bijsterhuizen 11,,5,,6 tot 12 m,,Secundaire structuur,Normaal (> 15 jaar),,9.52999973,POINT (180915.733 426712.971)
GRN_BOMEN.43652,2023-02-02,43652,Fraxinus excelsior X,1990,,,,Niet vrij uitgroeiend,Lindenholt,,,tot 0.2 m,Beplanting: Overig,Bijsterhuizen,Bijsterhuizen 11,,6,,6 tot 12 m,,Secundaire structuur,Normaal (> 15 jaar),,10.35000038,POINT (180839.67 426758.14)
GRN_BOMEN.68014,2023-02-02,68014,Fraxinus excelsior X,2008,,,,Niet vrij uitgroeiend,Lindenholt,,,tot 0.2 m,Verharding,Bijsterhuizen,,,5,,6 tot 12 m,,Secundaire structuur,Normaal (> 15 jaar),,9.06000042,POINT (180828.45 426764.07)
GRN_BOMEN.30046,2023-02-02,30046,Fraxinus excelsior X,2008,,,,Niet vrij uitgroeiend,Lindenholt,1x/4 jaar,,0.2 tot 0.3 m,Beplanting: Overig,Bijsterhuizen,Bijsterhuizen 11,,5,,6 tot 12 m,,Secundaire structuur,Normaal (> 15 jaar),,10.15999985,POINT (180990.034 426674.313)
GRN_BOMEN.30047,2023-02-02,30047,Fraxinus excelsior X,2008,,,,Niet vrij uitgroeiend,Lindenholt,1x/4 jaar,,tot 0.2 m,Beplanting: Overig,Bijsterhuizen,Bijsterhuizen 11,,4,,6 tot 12 m,,Secundaire structuur,Normaal (> 15 jaar),,9.03999996,POINT (181003.462 426667.302)
GRN_BOMEN.30048,2023-02-02,30048,Fraxinus excelsior X,2008,,,,Niet vrij uitgroeiend,Lindenholt,1x/4 jaar,,tot 0.2 m,Beplanting: Overig,Bijsterhuizen,Bijsterhuizen 11,,5,,6 tot 12 m,,Secundaire structuur,Normaal (> 15 jaar),,8.35999966,POINT (181021.934 426657.514)
GRN_BOMEN.30049,2023-02-02,30049,Fraxinus excelsior X,1990,,,,Niet vrij uitgroeiend,Lindenholt,1x/4 jaar,,0.2 tot 0.3 m,Beplanting: Overig,Bijsterhuizen,Bijsterhuizen 11,,5,,6 tot 12 m,,Secundaire structuur,Normaal (> 15 jaar),,9.80000019,POINT (181029.942 426653.35)
GRN_BOMEN.30063,2023-02-02,30063,Fraxinus excelsior X,2008,,,,Niet vrij uitgroeiend,Lindenholt,1x/4 jaar,,0.2 tot 0.3 m,Beplanting: Overig,Bijsterhuizen,Bijsterhuizen 11,,5,,6 tot 12 m,,Secundaire structuur,Normaal (> 15 jaar),,9.85999966,POINT (180929.455 426705.942)
GRN_BOMEN.30064,2023-02-02,30064,Fraxinus excelsior X,2008,,,,Niet vrij uitgroeiend,Lindenholt,1x/4 jaar,,0.2 tot 0.3 m,Beplanting: Overig,Bijsterhuizen,Bijsterhuizen 11,,6,,6 tot 12 m,,Secundaire structuur,Normaal (> 15 jaar),,9.90999985,POINT (180942.479 426699.161)
GRN_BOMEN.30065,2023-02-02,30065,Fraxinus excelsior X,2008,,,,Niet vrij uitgroeiend,Lindenholt,1x/4 jaar,,0.2 tot 0.3 m,Beplanting: Overig,Bijsterhuizen,Bijsterhuizen 11,,6,,6 tot 12 m,,Secundaire structuur,Normaal (> 15 jaar),,9.22000027,POINT (180955.487 426692.33)
GRN_BOMEN.30066,2023-02-02,30066,Fraxinus excelsior X,2008,,,,Niet vrij uitgroeiend,Lindenholt,1x/4 jaar,,0.2 tot 0.3 m,Beplanting: Overig,Bijsterhuizen,Bijsterhuizen 11,,5,,6 tot 12 m,,Secundaire structuur,Normaal (> 15 jaar),,9.22999954,POINT (180966.257 426686.774)
GRN_BOMEN.30039,2023-02-02,30039,Fraxinus excelsior X,1995,,,,Niet vrij uitgroeiend,Lindenholt,1x/4 jaar,,tot 0.2 m,Beplanting: Overig,Bijsterhuizen,Bijsterhuizen 11,,3,,6 tot 12 m,,Secundaire structuur,Normaal (> 15 jaar),,7.36999989,POINT (181314.194 426496.423)
GRN_BOMEN.30035,2023-02-02,30035,Fraxinus excelsior X,2008,,,,Niet vrij uitgroeiend,Lindenholt,1x/4 jaar,,0.2 tot 0.3 m,Beplanting: Overig,Bijsterhuizen,Bijsterhuizen 11,,5,,6 tot 12 m,,Secundaire structuur,Normaal (> 15 jaar),,8.03999996,POINT (181369.33 426464.058)
GRN_BOMEN.30026,2023-02-02,30026,Fraxinus excelsior X,1990,,,,Niet vrij uitgroeiend,Lindenholt,1x/4 jaar,,0.2 tot 0.3 m,Beplanting: Overig,Bijsterhuizen,Bijsterhuizen 11,,5,,6 tot 12 m,,Secundaire structuur,Normaal (> 15 jaar),,8.88000011,POINT (181395.93 426358.174)
GRN_BOMEN.30033,2023-02-02,30033,Fraxinus excelsior X,2008,,,,Niet vrij uitgroeiend,Lindenholt,1x/4 jaar,,0.2 tot 0.3 m,Beplanting: Overig,Bijsterhuizen,Bijsterhuizen 11,,4,,6 tot 12 m,,Secundaire structuur,Normaal (> 15 jaar),,8.48999977,POINT (181394.969 426449.086)
GRN_BOMEN.30023,2023-02-02,30023,Fraxinus excelsior X,1990,,,,Niet vrij uitgroeiend,Lindenholt,1x/4 jaar,,0.2 tot 0.3 m,Beplanting: Overig,Bijsterhuizen,Bijsterhuizen 11,,5,,6 tot 12 m,,Secundaire structuur,Normaal (> 15 jaar),,7.92999983,POINT (181317.372 426296.491)
GRN_BOMEN.30030,2023-02-02,30030,Fraxinus excelsior X,1990,,,,Niet vrij uitgroeiend,Lindenholt,1x/4 jaar,,tot 0.2 m,Beplanting: Overig,Bijsterhuizen,Bijsterhuizen 11,,4,,6 tot 12 m,,Secundaire structuur,Normaal (> 15 jaar),,8.21000004,POINT (181410.541 426410.051)
GRN_BOMEN.30022,2023-02-02,30022,Fraxinus excelsior X,1990,,,,Niet vrij uitgroeiend,Lindenholt,1x/4 jaar,,0.2 tot 0.3 m,Beplanting: Overig,Bijsterhuizen,Bijsterhuizen 11,,5,,6 tot 12 m,,Secundaire structuur,Normaal (> 15 jaar),,9.01000023,POINT (181332.029 426296.489)
GRN_BOMEN.30020,2023-02-02,30020,Fraxinus excelsior X,2008,,,,Niet vrij uitgroeiend,Lindenholt,,,tot 0.2 m,Beplanting: Overig,Bijsterhuizen,Bijsterhuizen 11,,3,,6 tot 12 m,,Secundaire structuur,Normaal (> 15 jaar),,8.02999973,POINT (181362.056 426297.018)
GRN_BOMEN.30024,2023-02-02,30024,Fraxinus excelsior X,1995,,,,Niet vrij uitgroeiend,Lindenholt,1x/4 jaar,,tot 0.2 m,Beplanting: Overig,Bijsterhuizen,Bijsterhuizen 11,,5,,6 tot 12 m,,Secundaire structuur,Normaal (> 15 jaar),,8.19999981,POINT (181407.276 426398.84)
GRN_BOMEN.30025,2023-02-02,30025,Fraxinus excelsior X,1990,,,,Niet vrij uitgroeiend,Lindenholt,1x/4 jaar,,0.2 tot 0.3 m,Beplanting: Overig,Bijsterhuizen,Bijsterhuizen 11,,5,,6 tot 12 m,,Secundaire structuur,Normaal (> 15 jaar),,8.61999989,POINT (181403.094 426384.353)
GRN_BOMEN.30027,2023-02-02,30027,Fraxinus excelsior X,1990,,,,Niet vrij uitgroeiend,Lindenholt,1x/4 jaar,,0.2 tot 0.3 m,Beplanting: Overig,Bijsterhuizen,Bijsterhuizen 11,,5,,6 tot 12 m,,Secundaire structuur,Normaal (> 15 jaar),,9.35000038,POINT (181392.872 426347.477)
GRN_BOMEN.30028,2023-02-02,30028,Fraxinus excelsior X,2008,,,,Niet vrij uitgroeiend,Lindenholt,1x/4 jaar,,tot 0.2 m,Beplanting: Overig,Bijsterhuizen,Bijsterhuizen 11,,5,,6 tot 12 m,,Secundaire structuur,Normaal (> 15 jaar),,8.85000038,POINT (181385.31 426319.692)
GRN_BOMEN.30031,2023-02-02,30031,Fraxinus excelsior X,2008,,,,Niet vrij uitgroeiend,Lindenholt,1x/4 jaar,,0.2 tot 0.3 m,Beplanting: Overig,Bijsterhuizen,Bijsterhuizen 11,,3,,6 tot 12 m,,Secundaire structuur,Normaal (> 15 jaar),,8.27000046,POINT (181407.868 426439.685)
GRN_BOMEN.30032,2023-02-02,30032,Fraxinus excelsior X,2008,,,,Niet vrij uitgroeiend,Lindenholt,1x/4 jaar,,0.2 tot 0.3 m,Beplanting: Overig,Bijsterhuizen,Bijsterhuizen 11,,3,,6 tot 12 m,,Secundaire structuur,Normaal (> 15 jaar),,8.90999985,POINT (181401.142 426445.086)
GRN_BOMEN.30034,2023-02-02,30034,Fraxinus excelsior X,2008,,,,Niet vrij uitgroeiend,Lindenholt,1x/4 jaar,,tot 0.2 m,Beplanting: Overig,Bijsterhuizen,Bijsterhuizen 11,,3,,6 tot 12 m,,Secundaire structuur,Normaal (> 15 jaar),,7.1500001,POINT (181375.649 426460.551)
GRN_BOMEN.30036,2023-02-02,30036,Fraxinus excelsior X,2008,,,,Niet vrij uitgroeiend,Lindenholt,1x/4 jaar,,tot 0.2 m,Beplanting: Overig,Bijsterhuizen,Bijsterhuizen 11,,4,,6 tot 12 m,,Secundaire structuur,Normaal (> 15 jaar),,7.46999979,POINT (181350.819 426474.673)
GRN_BOMEN.30037,2023-02-02,30037,Fraxinus excelsior X,2008,,,,Niet vrij uitgroeiend,Lindenholt,1x/4 jaar,,0.2 tot 0.3 m,Beplanting: Overig,Bijsterhuizen,Bijsterhuizen 11,,3,,6 tot 12 m,,Secundaire structuur,Normaal (> 15 jaar),,8.39000034,POINT (181343.717 426479.138)
GRN_BOMEN.30038,2023-02-02,30038,Fraxinus excelsior X,2008,,,,Niet vrij uitgroeiend,Lindenholt,1x/4 jaar,,tot 0.2 m,Beplanting: Overig,Bijsterhuizen,Bijsterhuizen 11,,4,,6 tot 12 m,,Secundaire structuur,Normaal (> 15 jaar),,7.84000015,POINT (181330.88 426486.728)
GRN_BOMEN.43659,2023-02-02,43659,Fraxinus excelsior X,1995,,,,Niet vrij uitgroeiend,Lindenholt,,,tot 0.2 m,Beplanting: Overig,Bijsterhuizen,Bijsterhuizen 11,,3,,6 tot 12 m,,Secundaire structuur,Normaal (> 15 jaar),,7.23000002,POINT (181399.76 426372.134)
GRN_BOMEN.68513,2023-02-02,68513,Fraxinus excelsior X,2008,,,,Niet vrij uitgroeiend,Lindenholt,,,tot 0.2 m,Beplanting: Overig,Bijsterhuizen,,,5,,6 tot 12 m,,Secundaire structuur,Normaal (> 15 jaar),,8.36999989,POINT (181389.751 426336.135)
GRN_BOMEN.30042,2023-02-02,30042,Fraxinus excelsior X,1990,,,,Niet vrij uitgroeiend,Lindenholt,1x/4 jaar,,0.2 tot 0.3 m,Beplanting: Overig,Bijsterhuizen,Bijsterhuizen 11,,5,,6 tot 12 m,,Secundaire structuur,Normaal (> 15 jaar),,10.60000038,POINT (181279.139 426517.216)
GRN_BOMEN.30041,2023-02-02,30041,Fraxinus excelsior X,2008,,,,Niet vrij uitgroeiend,Lindenholt,1x/4 jaar,,0.2 tot 0.3 m,Beplanting: Overig,Bijsterhuizen,Bijsterhuizen 11,,5,,6 tot 12 m,,Secundaire structuur,Verminderd (10 - 15 jaar),,9.10999966,POINT (181292.052 426509.723)
GRN_BOMEN.30005,2023-02-02,30005,Fraxinus excelsior X,2002,,,,Niet vrij uitgroeiend,Lindenholt,1x/4 jaar,,0.2 tot 0.3 m,Beplanting: Overig,Bijsterhuizen,Bijsterhuizen 13,,5,,6 tot 12 m,,Secundaire structuur,Normaal (> 15 jaar),,10.59000015,POINT (181216.736 426520.472)
