FID,DD_BIJGEWERKT,ID,BOOMSOORT,PLANTJAAR,MONUMENTAAL,WAARDEVOL,HERDENKINGSBOOM,BOOMTYPE,STADSDEEL,SNOEICYCLUS,SNOEIPLANNING,STAMDIAMETER,STANDPLAATS,WIJKEN,STRAATNAAM,KAPVERGUNNING,KROONDIAMETER,PARTICIPATIE,HOOGTE,GROEIPLAATSVERBETERING,BOOMSTRUCTUUR,TOEKOMSTVERWACHTING,BESCHRIJVING_QRCODE,HOOGTE_EXACT,GEOMETRIE
GRN_BOMEN.74260,2023-02-02,74260,Tilia x europaea -,0,,,,Niet vrij uitgroeiend,Lindenholt,,Snoeien 2025,tot 0.2 m,Gras: Schraal gras 1x,t Broek,,,0,,6 tot 12 m,,Gewenste wijkstructuur,,,8.68999958,POINT (181804.18 427268.123)
GRN_BOMEN.61666,2023-02-02,61666,Populus x canadensis Ellert,2012,,,,Niet vrij uitgroeiend,Lindenholt,,Snoeien 2025,0.2 tot 0.3 m,Gras: Schraal gras 1x,t Broek,,,7,,18 tot 24 m,,Gewenste wijkstructuur,Normaal (> 15 jaar),,20.11000061,POINT (181813.519 427270.86)
GRN_BOMEN.61664,2023-02-02,61664,Populus x canadensis Ellert,2012,,,,Niet vrij uitgroeiend,Lindenholt,,Snoeien 2025,0.2 tot 0.3 m,Gras: Schraal gras 2x,t Broek,,,7,,18 tot 24 m,,Gewenste wijkstructuur,Normaal (> 15 jaar),,18.53000069,POINT (181814.018 427258.561)
GRN_BOMEN.61665,2023-02-02,61665,Populus x canadensis Ellert,2012,,,,Niet vrij uitgroeiend,Lindenholt,,Snoeien 2025,0.2 tot 0.3 m,Gras: Schraal gras 1x,t Broek,,,8,,18 tot 24 m,,Gewenste wijkstructuur,Normaal (> 15 jaar),,19.38999939,POINT (181810.335 427264.912)
GRN_BOMEN.61667,2023-02-02,61667,Populus x canadensis Ellert,2012,,,,Niet vrij uitgroeiend,Lindenholt,,Snoeien 2025,0.2 tot 0.3 m,Gras: Schraal gras 1x,t Broek,,,3,,18 tot 24 m,,Gewenste wijkstructuur,Normaal (> 15 jaar),,19.98999977,POINT (181817.518 427265.267)
GRN_BOMEN.61668,2023-02-02,61668,Carpinus betulus 0,2012,,,,Niet vrij uitgroeiend,Lindenholt,,Snoeien 2025,tot 0.2 m,Gras: Schraal gras 1x,t Broek,,,5,,6 tot 12 m,,Gewenste wijkstructuur,Normaal (> 15 jaar),,11.72999954,POINT (181821.433 427264.497)
GRN_BOMEN.66556,2023-02-02,66556,Quercus pubescens 0,1990,,,,Niet vrij uitgroeiend,Lindenholt,,Snoeien 2025,0.3 tot 0.5 m,Gras: Schraal gras 2x,t Broek,,,10,,6 tot 12 m,,Gewenste wijkstructuur,Normaal (> 15 jaar),,11.68000031,POINT (181832.808 427258.129)
GRN_BOMEN.66671,2023-02-02,66671,Populus x canadensis Ellert,2008,,,,Niet vrij uitgroeiend,Lindenholt,,Snoeien 2025,0.2 tot 0.3 m,Gras: Schraal gras 1x,t Broek,,,5,,18 tot 24 m,,Gewenste wijkstructuur,Normaal (> 15 jaar),,20.95000076,POINT (181820.704 427270.905)
GRN_BOMEN.67908,2023-02-02,67908,Tilia x europaea -,1995,,,,Niet vrij uitgroeiend,Lindenholt,,Snoeien 2025,0.2 tot 0.3 m,Gras: Schraal gras 1x,t Broek,,,5,,12 tot 18 m,,Gewenste wijkstructuur,Normaal (> 15 jaar),,14.69999981,POINT (181823.044 427267.283)
GRN_BOMEN.68395,2023-02-02,68395,Tilia x europaea -,2004,,,,Niet vrij uitgroeiend,Lindenholt,,Snoeien 2025,tot 0.2 m,Gras: Schraal gras 1x,t Broek,,,8,,6 tot 12 m,,Gewenste wijkstructuur,Normaal (> 15 jaar),,10.07999992,POINT (181820.48 427259.207)
GRN_BOMEN.68853,2023-02-02,68853,Tilia x europaea -,1990,,,,Niet vrij uitgroeiend,Lindenholt,,Snoeien 2025,0.2 tot 0.3 m,Gras: Schraal gras 1x,t Broek,,,5,,12 tot 18 m,,Gewenste wijkstructuur,Normaal (> 15 jaar),,12.56000042,POINT (181823.406 427264.293)
GRN_BOMEN.74261,2023-02-02,74261,Carpinus betulus 0,0,,,,,Lindenholt,,Snoeien 2025,,Gras: Schraal gras 1x,t Broek,,,0,,6 tot 12 m,,Gewenste wijkstructuur,,,11.59000015,POINT (181821.739 427261.985)
GRN_BOMEN.61676,2023-02-02,61676,Populus x canadensis Ellert,2012,,,,Niet vrij uitgroeiend,Lindenholt,,Snoeien 2025,0.2 tot 0.3 m,Gras: Schraal gras 1x,t Broek,,,6,,18 tot 24 m,,Gewenste wijkstructuur,Normaal (> 15 jaar),,21.29000092,POINT (181834.248 427296.216)
GRN_BOMEN.66286,2023-02-02,66286,Tilia x europaea -,1995,,,,Niet vrij uitgroeiend,Lindenholt,,Snoeien 2025,0.2 tot 0.3 m,Gras: Schraal gras 1x,t Broek,,,5,,12 tot 18 m,,Gewenste wijkstructuur,Normaal (> 15 jaar),,12.35999966,POINT (181812.964 427285.79)
GRN_BOMEN.61673,2023-02-02,61673,Populus x canadensis Ellert,2012,,,,Niet vrij uitgroeiend,Lindenholt,,Snoeien 2025,0.2 tot 0.3 m,Gras: Schraal gras 1x,t Broek,,,6,,18 tot 24 m,,Gewenste wijkstructuur,Normaal (> 15 jaar),,18.86000061,POINT (181823.439 427289.534)
GRN_BOMEN.44192,2023-02-02,44192,Tilia x europaea -,2005,,,,Niet vrij uitgroeiend,Lindenholt,1x/4 jaar,Snoeien 2025,0.2 tot 0.3 m,Gras: Schraal gras 1x,t Broek,Leuvensbroek 33,,10,,6 tot 12 m,,Gewenste wijkstructuur,Normaal (> 15 jaar),,10.15999985,POINT (181809.474 427277.872)
GRN_BOMEN.34707,2023-02-02,34707,Quercus robur 0,1985,,,,Niet vrij uitgroeiend,Lindenholt,1x/4 jaar,Snoeien 2025,0.2 tot 0.3 m,Gras: Schraal gras 1x,t Broek,Leuvensbroek 33,,6,,12 tot 18 m,,Gewenste wijkstructuur,Normaal (> 15 jaar),,12.18000031,POINT (181803.719 427295.171)
GRN_BOMEN.61669,2023-02-02,61669,Populus x canadensis Ellert,2012,,,,Niet vrij uitgroeiend,Lindenholt,,Snoeien 2025,0.2 tot 0.3 m,Gras: Schraal gras 1x,t Broek,,,6,,18 tot 24 m,,Gewenste wijkstructuur,Normaal (> 15 jaar),,18.73999977,POINT (181816.932 427277.197)
GRN_BOMEN.61670,2023-02-02,61670,Populus x canadensis Ellert,2012,,,,Niet vrij uitgroeiend,Lindenholt,,Snoeien 2025,0.2 tot 0.3 m,Gras: Schraal gras 1x,t Broek,,,5,,18 tot 24 m,,Gewenste wijkstructuur,Normaal (> 15 jaar),,20.04000092,POINT (181824.101 427277.454)
GRN_BOMEN.61671,2023-02-02,61671,Populus x canadensis Ellert,2012,,,,Niet vrij uitgroeiend,Lindenholt,,Snoeien 2025,0.2 tot 0.3 m,Gras: Schraal gras 1x,t Broek,,,6,,18 tot 24 m,,Gewenste wijkstructuur,Normaal (> 15 jaar),,19.64999962,POINT (181820.103 427283.108)
GRN_BOMEN.61672,2023-02-02,61672,Populus x canadensis Ellert,2012,,,,Niet vrij uitgroeiend,Lindenholt,,Snoeien 2025,0.2 tot 0.3 m,Gras: Schraal gras 1x,t Broek,,,4,,18 tot 24 m,,Gewenste wijkstructuur,Normaal (> 15 jaar),,19.92000008,POINT (181827.448 427283.929)
GRN_BOMEN.61674,2023-02-02,61674,Populus x canadensis Ellert,2012,,,,Niet vrij uitgroeiend,Lindenholt,,Snoeien 2025,0.2 tot 0.3 m,Gras: Schraal gras 1x,t Broek,,,5,,18 tot 24 m,,Gewenste wijkstructuur,Normaal (> 15 jaar),,19.95000076,POINT (181830.741 427290.016)
GRN_BOMEN.61675,2023-02-02,61675,Populus x canadensis Ellert,2012,,,,Niet vrij uitgroeiend,Lindenholt,,Snoeien 2025,0.2 tot 0.3 m,Gras: Schraal gras 1x,t Broek,,,6,,18 tot 24 m,,Gewenste wijkstructuur,Normaal (> 15 jaar),,20.30999947,POINT (181826.877 427295.646)
GRN_BOMEN.67040,2023-02-02,67040,Tilia x europaea -,1995,,,,Niet vrij uitgroeiend,Lindenholt,,Snoeien 2025,0.2 tot 0.3 m,Gras: Schraal gras 1x,t Broek,,,5,,6 tot 12 m,,Gewenste wijkstructuur,Normaal (> 15 jaar),,10.78999996,POINT (181817.529 427291.244)
GRN_BOMEN.67549,2023-02-02,67549,Tilia x europaea -,1995,,,,Niet vrij uitgroeiend,Lindenholt,,Snoeien 2025,0.3 tot 0.5 m,Gras: Schraal gras 1x,t Broek,,,5,,12 tot 18 m,,Gewenste wijkstructuur,Normaal (> 15 jaar),,14.46000004,POINT (181814.284 427289.149)
GRN_BOMEN.67212,2023-02-02,67212,Salix alba,1985,,,,Niet vrij uitgroeiend,Lindenholt,,Snoeien 2025,0.3 tot 0.5 m,Gras: Schraal gras 2x,t Broek,,,24,,12 tot 18 m,,Groenstructuur vlakken,Normaal (> 15 jaar),,15.11,POINT (181830.405 427394.84)
GRN_BOMEN.34740,2023-02-02,34740,Quercus robur 0,1985,,,,Niet vrij uitgroeiend,Lindenholt,1x/4 jaar,Snoeien 2025,0.3 tot 0.5 m,Gras: Gazon (B),t Broek,Hillekensacker  13,,7,,6 tot 12 m,,Groenstructuur vlakken,Normaal (> 15 jaar),,11.72999954,POINT (181864.287 427397.357)
GRN_BOMEN.1700,2023-02-02,1700,Platanus x hispanica 0,1980,,,,Niet vrij uitgroeiend,Lindenholt,1x/4 jaar,Snoeien 2025,0.3 tot 0.5 m,Beplanting: Bodembedekkers,t Acker,Hillekensacker  13,,11,,12 tot 18 m,,Geen,Normaal (> 15 jaar),,13.65999985,POINT (181899.868 427442.639)
GRN_BOMEN.32653,2023-02-02,32653,Salix sepulcralis Chrysocoma 0,1985,,,,Niet vrij uitgroeiend,Lindenholt,1x/4 jaar,Snoeien 2025,0.5 tot 1.0 m,Gras: Schraal gras 2x,t Acker,Hillekensacker  14,,20,,12 tot 18 m,,Groenstructuur vlakken,Normaal (> 15 jaar),,14.89000034,POINT (181820.186 427434.481)
GRN_BOMEN.34783,2023-02-02,34783,Fraxinus excelsior X,1985,,,,Niet vrij uitgroeiend,Lindenholt,1x/4 jaar,Snoeien 2025,0.3 tot 0.5 m,Gras: Schraal gras 2x,t Broek,Hillekensacker  13,,10,,12 tot 18 m,,Groenstructuur vlakken,Normaal (> 15 jaar),,13.76000023,POINT (181851.178 427397.672)
GRN_BOMEN.34876,2023-02-02,34876,Fraxinus excelsior X,1985,,,,Niet vrij uitgroeiend,Lindenholt,1x/4 jaar,Snoeien 2025,0.3 tot 0.5 m,Gras: Schraal gras 2x,t Broek,Hillekensacker  13,,10,,12 tot 18 m,,Groenstructuur vlakken,Normaal (> 15 jaar),,12.06000042,POINT (181843.364 427395.197)
GRN_BOMEN.44200,2023-02-02,44200,Quercus robur 0,1985,,,,Niet vrij uitgroeiend,Lindenholt,1x/4 jaar,Snoeien 2025,0.5 tot 1.0 m,Beplanting: Bosplantsoen,t Acker,Hillekensacker  13,,9,,6 tot 12 m,,Groenstructuur vlakken,Normaal (> 15 jaar),,10.71000004,POINT (181849.849 427444.408)
GRN_BOMEN.44201,2023-02-02,44201,Quercus robur 0,1985,,,,Niet vrij uitgroeiend,Lindenholt,1x/4 jaar,Snoeien 2025,0.5 tot 1.0 m,Gras: Schraal gras 2x,t Acker,Hillekensacker  13,,9,,6 tot 12 m,,Groenstructuur vlakken,Normaal (> 15 jaar),,9.93000031,POINT (181855.661 427441.086)
GRN_BOMEN.44202,2023-02-02,44202,Quercus robur 0,1985,,,,Niet vrij uitgroeiend,Lindenholt,1x/4 jaar,Snoeien 2025,0.5 tot 1.0 m,Gras: Schraal gras 2x,t Acker,Hillekensacker  14,,11,,12 tot 18 m,,Groenstructuur vlakken,Normaal (> 15 jaar),,12.30000019,POINT (181862.097 427452.089)
GRN_BOMEN.44320,2023-02-02,44320,Quercus robur 0,1985,,,,Niet vrij uitgroeiend,Lindenholt,1x/4 jaar,Snoeien 2025,0.3 tot 0.5 m,Gras: Gazon (B),t Acker,Hillekensacker  13,,13,,6 tot 12 m,,Groenstructuur vlakken,Normaal (> 15 jaar),,11.35999966,POINT (181871.877 427410.356)
GRN_BOMEN.56536,2023-02-02,56536,Alnus spaethii Spaeth 0,1970,,,,Niet vrij uitgroeiend,Lindenholt,1x/4 jaar,Snoeien 2025,0.3 tot 0.5 m,Beplanting: Bosplantsoen,t Acker,,,13,,18 tot 24 m,,Geen,Normaal (> 15 jaar),,20.25,POINT (181890.85 427399.559)
GRN_BOMEN.56537,2023-02-02,56537,Alnus spaethii Spaeth 0,1970,,,,Niet vrij uitgroeiend,Lindenholt,1x/4 jaar,Snoeien 2025,0.5 tot 1.0 m,Beplanting: Bosplantsoen,t Acker,,,15,,18 tot 24 m,,Geen,Normaal (> 15 jaar),,20.76000023,POINT (181895.856 427394.903)
GRN_BOMEN.56538,2023-02-02,56538,Alnus spaethii Spaeth 0,1970,,,,Niet vrij uitgroeiend,Lindenholt,1x/4 jaar,Snoeien 2025,0.3 tot 0.5 m,Beplanting: Bosplantsoen,t Acker,,,13,,18 tot 24 m,,Groenstructuur vlakken,Normaal (> 15 jaar),,18.02000046,POINT (181884.934 427401.131)
GRN_BOMEN.66915,2023-02-02,66915,Alnus glutinosa 0,1985,,,,Niet vrij uitgroeiend,Lindenholt,,Snoeien 2025,0.2 tot 0.3 m,Gras: Oever,t Broek,,,10,,12 tot 18 m,,Groenstructuur vlakken,Verminderd (10 - 15 jaar),,15.92000008,POINT (181815.588 427422.025)
GRN_BOMEN.32601,2023-02-02,32601,Prunus avium Landscape Bloom 0,1975,,,,Niet vrij uitgroeiend,Lindenholt,1x/4 jaar,Snoeien 2026 (2022),0.3 tot 0.5 m,Verharding,t Acker,Hillekensacker  21,,6,,6 tot 12 m,,Geen,Normaal (> 15 jaar),,9.73999977,POINT (182024.532 427497.401)
GRN_BOMEN.33418,2023-02-02,33418,Fraxinus angustifolia Raywood X,1975,,,,Niet vrij uitgroeiend,Lindenholt,1x/4 jaar,Snoeien 2026 (2022),0.5 tot 1.0 m,Gras: Gazon (B),t Acker,Hillekensacker  21,,10,,12 tot 18 m,,Geen,Normaal (> 15 jaar),,17.51000023,POINT (182036.013 427511.876)
GRN_BOMEN.1698,2023-02-02,1698,Aesculus hippocastanum 0,1975,,,,Niet vrij uitgroeiend,Lindenholt,1x/4 jaar,Snoeien 2026 (2022),0.5 tot 1.0 m,Gras: Gazon (B),t Acker,Hillekensacker  22,,9,,6 tot 12 m,,Wijkstructuur,Verminderd (10 - 15 jaar),,11.90999985,POINT (181959.86 427475.54)
GRN_BOMEN.32640,2023-02-02,32640,Carpinus betulus 0,1980,,,,Niet vrij uitgroeiend,Lindenholt,1x/4 jaar,Snoeien 2026 (2022),0.3 tot 0.5 m,Verharding,t Acker,Hillekensacker  12,,11,,12 tot 18 m,,Wijkstructuur,Normaal (> 15 jaar),,12.09000015,POINT (181880.177 427520.068)
GRN_BOMEN.32646,2023-02-02,32646,Acer platanoides 0,1990,,,,Niet vrij uitgroeiend,Lindenholt,1x/4 jaar,Snoeien 2026 (2022),0.2 tot 0.3 m,Gras: Gazon (B),t Acker,Hillekensacker  22,,6,,6 tot 12 m,,Groenstructuur vlakken,Normaal (> 15 jaar),,10.60999966,POINT (181975.449 427522.229)
GRN_BOMEN.32648,2023-02-02,32648,Carpinus betulus 0,1980,,,,Niet vrij uitgroeiend,Lindenholt,1x/4 jaar,Snoeien 2026 (2022),0.2 tot 0.3 m,Verharding,t Acker,Hillekensacker  14,,7,,6 tot 12 m,,Wijkstructuur,Normaal (> 15 jaar),,10.94999981,POINT (181873.332 427501.619)
GRN_BOMEN.32649,2023-02-02,32649,Quercus palustris 0,1975,,,,Niet vrij uitgroeiend,Lindenholt,1x/4 jaar,Snoeien 2026 (2022),0.5 tot 1.0 m,Beplanting: Sierplantsoen,t Acker,Hillekensacker  12,,14,,12 tot 18 m,,Wijkstructuur,Normaal (> 15 jaar),,14.43000031,POINT (181895.295 427508.607)
GRN_BOMEN.32655,2023-02-02,32655,Aesculus x carnea,1985,,,,Niet vrij uitgroeiend,Lindenholt,1x/4 jaar,Snoeien 2026 (2022),0.3 tot 0.5 m,Gras: Gazon (B),t Acker,Hillekensacker  12,,6,,6 tot 12 m,,Wijkstructuur,Normaal (> 15 jaar),,8.42000008,POINT (181958.137 427465.395)
GRN_BOMEN.32657,2023-02-02,32657,Prunus avium Landscape Bloom 0,1975,,,,Niet vrij uitgroeiend,Lindenholt,1x/4 jaar,Snoeien 2026 (2022),0.3 tot 0.5 m,Verharding,t Acker,Hillekensacker  21,,8,,6 tot 12 m,,Geen,Normaal (> 15 jaar),,9.71000004,POINT (182010.433 427472.014)
GRN_BOMEN.32893,2023-02-02,32893,Fraxinus angustifolia Raywood X,1980,,,,Niet vrij uitgroeiend,Lindenholt,1x/4 jaar,Snoeien 2026 (2022),0.3 tot 0.5 m,Gras: Gazon (B),t Acker,Hillekensacker  21,,7,,12 tot 18 m,,Geen,Normaal (> 15 jaar),,12.64000034,POINT (182032.843 427505.871)
GRN_BOMEN.33423,2023-02-02,33423,Acer platanoides 0,1990,,,,Niet vrij uitgroeiend,Lindenholt,1x/4 jaar,Snoeien 2026 (2022),0.2 tot 0.3 m,Gras: Gazon (B),t Acker,Hillekensacker  22,,4,,6 tot 12 m,,Groenstructuur vlakken,Normaal (> 15 jaar),,8.93999958,POINT (181975.553 427512.07)
GRN_BOMEN.33424,2023-02-02,33424,Carpinus betulus 0,1980,,,,Niet vrij uitgroeiend,Lindenholt,1x/4 jaar,Snoeien 2026 (2022),0.2 tot 0.3 m,Verharding,t Acker,Hillekensacker  12,,7,,6 tot 12 m,,Wijkstructuur,Normaal (> 15 jaar),,11.03999996,POINT (181881.762 427504.24)
GRN_BOMEN.33428,2023-02-02,33428,Acer platanoides 0,1990,,,,Niet vrij uitgroeiend,Lindenholt,1x/4 jaar,Snoeien 2026 (2022),0.2 tot 0.3 m,Gras: Gazon (B),t Acker,Hillekensacker  21,,5,,6 tot 12 m,,Groenstructuur vlakken,Normaal (> 15 jaar),,8.01000023,POINT (181986.388 427516.898)
GRN_BOMEN.33730,2023-02-02,33730,Quercus palustris 0,1975,,,,Niet vrij uitgroeiend,Lindenholt,1x/4 jaar,Snoeien 2026 (2022),0.5 tot 1.0 m,Beplanting: Overig,t Acker,Hillekensacker  12,,13,,18 tot 24 m,,Wijkstructuur,Normaal (> 15 jaar),,19.42000008,POINT (181891.785 427519.33)
GRN_BOMEN.73516,2023-02-02,73516,Prunus avium Landscape Bloom 0,2019,,,,Niet vrij uitgroeiend,Lindenholt,1x/4 jaar,Snoeien 2026 (2022),tot 0.2 m,Verharding,t Acker,,,0,,Tot 6 m,,Geen,Normaal (> 15 jaar),,4.5999999,POINT (182033.887 427492.723)
GRN_BOMEN.83992,2023-02-02,83992,Aesculus indica 0,2021,,,,Vrij uitgroeiend,Lindenholt,1x/4 jaar,Snoeien 2026 (2022),tot 0.2 m,Gras: Gazon (B),t Acker,,,0,,Tot 6 m,,Wijkstructuur,Normaal (> 15 jaar),,0,POINT (181963.904 427469.679)
GRN_BOMEN.44402,2023-02-02,44402,Prunus avium 0,1976,,,,Niet vrij uitgroeiend,Lindenholt,1x/4 jaar,Snoeien 2025,0.3 tot 0.5 m,Beplanting: Bosplantsoen,t Acker,Hillekensacker  12,,11,,18 tot 24 m,,Groenstructuur vlakken,Normaal (> 15 jaar),,20.20000076,POINT (181945.133 427387.32)
GRN_BOMEN.44337,2023-02-02,44337,Salix,1960,,,,Vormboom (knot),Lindenholt,1x/4 jaar,Snoeien 2025,0.5 tot 1.0 m,Beplanting: Bosplantsoen,t Acker,Hillekensacker  12,Niet nodig,12,,12 tot 18 m,,Groenstructuur vlakken,Dood,,17.42000008,POINT (181982.084 427404.135)
GRN_BOMEN.44415,2023-02-02,44415,Salix alba,1960,,,,Vormboom (knot),Lindenholt,1x/4 jaar,Snoeien 2025,0.5 tot 1.0 m,Beplanting: Bosplantsoen,t Acker,Hillekensacker  10,,10,,6 tot 12 m,,Groenstructuur vlakken,Verminderd (10 - 15 jaar),,15.51,POINT (182004.919 427394.171)
GRN_BOMEN.32652,2023-02-02,32652,Gleditsia triacanthos f inermis 0,1975,,,,Niet vrij uitgroeiend,Lindenholt,1x/4 jaar,Snoeien 2025,0.3 tot 0.5 m,Gras: Gazon (B),t Acker,Hillekensacker  12,,11,,12 tot 18 m,,Groenstructuur vlakken,Normaal (> 15 jaar),,16.51000023,POINT (181937.895 427407.827)
GRN_BOMEN.44317,2023-02-02,44317,Fraxinus excelsior X,1970,,,,Niet vrij uitgroeiend,Lindenholt,1x/4 jaar,Snoeien 2025,0.5 tot 1.0 m,Beplanting: Bosplantsoen,t Acker,Hillekensacker  12,,16,,24 m en hoger,,Groenstructuur vlakken,Normaal (> 15 jaar),,28.09000015,POINT (181954.059 427403.097)
GRN_BOMEN.44319,2023-02-02,44319,Populus x canadensis X,1960,,,,Niet vrij uitgroeiend,Lindenholt,1x/4 jaar,Snoeien 2025,1.0 m of meer,Beplanting: Bosplantsoen,t Acker,Hillekensacker  12,,11,,24 m en hoger,,Groenstructuur vlakken,Normaal (> 15 jaar),,28.57999992,POINT (181962.781 427397.475)
GRN_BOMEN.44323,2023-02-02,44323,Populus x canadensis X,1975,,,,Niet vrij uitgroeiend,Lindenholt,1x/4 jaar,Snoeien 2025,1.0 m of meer,Gras: Schraal gras 1x,t Acker,Hillekensacker  12,,17,,24 m en hoger,,Groenstructuur vlakken,Normaal (> 15 jaar),,30.29000092,POINT (181980.216 427387.735)
GRN_BOMEN.44328,2023-02-02,44328,Salix,1960,,,,Vormboom (knot),Lindenholt,1x/4 jaar,Snoeien 2025,0.5 tot 1.0 m,Gras: Schraal gras 1x,t Acker,Hillekensacker  12,,11,,24 m en hoger,,Groenstructuur vlakken,Zeer slecht (< 5 jaar),,25.31999969,POINT (181974.403 427404.135)
GRN_BOMEN.44373,2023-02-02,44373,Quercus petraea 0,1990,,,,Niet vrij uitgroeiend,Lindenholt,1x/4 jaar,Snoeien 2025,0.3 tot 0.5 m,Beplanting: Bosplantsoen,t Acker,Hillekensacker  10,,9,,12 tot 18 m,,Groenstructuur vlakken,Normaal (> 15 jaar),,13.56999969,POINT (182000.352 427399.776)
GRN_BOMEN.44400,2023-02-02,44400,Prunus avium 0,1990,,,,Niet vrij uitgroeiend,Lindenholt,1x/4 jaar,Snoeien 2025,0.3 tot 0.5 m,Beplanting: Bosplantsoen,t Acker,Hillekensacker  12,,10,,12 tot 18 m,,Groenstructuur vlakken,Normaal (> 15 jaar),,15,POINT (181935.999 427390.642)
GRN_BOMEN.44401,2023-02-02,44401,Salix alba,1965,,,,Vormboom (knot),Lindenholt,1x/4 jaar,Snoeien 2025,0.5 tot 1.0 m,Beplanting: Bosplantsoen,t Acker,Hillekensacker  12,,3,,Tot 6 m,,Groenstructuur vlakken,Normaal (> 15 jaar),,5.63999987,POINT (181942.227 427393.963)
GRN_BOMEN.44416,2023-02-02,44416,Quercus petraea 0,1990,,,,Niet vrij uitgroeiend,Lindenholt,1x/4 jaar,Snoeien 2025,0.3 tot 0.5 m,Gras: Gazon (B),t Acker,Hillekensacker  12,,10,,12 tot 18 m,,Groenstructuur vlakken,Normaal (> 15 jaar),,20.28000069,POINT (182002.428 427388.358)
GRN_BOMEN.44420,2023-02-02,44420,Prunus avium Landscape Bloom 0,1975,,,,Niet vrij uitgroeiend,Lindenholt,1x/4 jaar,Snoeien 2025,0.2 tot 0.3 m,Beplanting: Bosplantsoen,t Acker,Hillekensacker  12,,9,,12 tot 18 m,,Groenstructuur vlakken,Normaal (> 15 jaar),,15.73999977,POINT (181994.125 427403.512)
GRN_BOMEN.74241,2023-02-02,74241,Malus,0,,,,,Lindenholt,,Snoeien 2025,0.5 tot 1.0 m,Gras: Schraal gras 1x,t Acker,,,0,,24 m en hoger,,Groenstructuur vlakken,,,30.55999947,POINT (181968.756 427407.124)
GRN_BOMEN.79306,2023-02-02,79306,Salix alba,1975,,,,,Lindenholt,,Snoeien 2025,1.0 m of meer,Gras: Schraal gras 1x,t Acker,,,0,,24 m en hoger,,Groenstructuur vlakken,Normaal (> 15 jaar),,27.18000031,POINT (181978.735 427397.068)
GRN_BOMEN.74259,2023-02-02,74259,Salix alba,0,,,,Vormboom (knot),Lindenholt,,Snoeien 2025,0.3 tot 0.5 m,Gras: Oever,t Broek,,,0,,12 tot 18 m,,Geen,,,13.44999981,POINT (181785.063 427309.866)
GRN_BOMEN.34714,2023-02-02,34714,Populus x canadensis X,1975,,,,Niet vrij uitgroeiend,Lindenholt,1x/4 jaar,Snoeien 2024,0.5 tot 1.0 m,Gras: Begrazingsweide,t Broek,Leuvensbroek 33,,14,,24 m en hoger,,Groenstructuur vlakken,Normaal (> 15 jaar),,24.64999962,POINT (181711.548 427279.062)
GRN_BOMEN.34706,2023-02-02,34706,Quercus robur 0,1985,,,,Niet vrij uitgroeiend,Lindenholt,1x/4 jaar,Snoeien 2025,0.3 tot 0.5 m,Gras: Schraal gras 2x,t Broek,Leuvensbroek 33,,11,,12 tot 18 m,,Gewenste wijkstructuur,Normaal (> 15 jaar),,14.02999973,POINT (181796.675 427281.897)
GRN_BOMEN.34875,2023-02-02,34875,Populus x canadensis X,1985,,,,Niet vrij uitgroeiend,Lindenholt,1x/4 jaar,Snoeien 2024,0.5 tot 1.0 m,Gras: Schraal gras 1x 2jr,t Broek,Leuvensbroek 33,,19,,18 tot 24 m,,Groenstructuur vlakken,Normaal (> 15 jaar),,23.07999992,POINT (181730.693 427353.756)
GRN_BOMEN.34705,2023-02-02,34705,Quercus robur 0,1985,,,,Niet vrij uitgroeiend,Lindenholt,1x/4 jaar,Snoeien 2025,0.3 tot 0.5 m,Gras: Schraal gras 2x,t Broek,Leuvensbroek 35,,7,,12 tot 18 m,,Gewenste wijkstructuur,Normaal (> 15 jaar),,12.01000023,POINT (181789.808 427269.812)
GRN_BOMEN.34713,2023-02-02,34713,Populus x canadensis Robusta X,1965,,,,Niet vrij uitgroeiend,Lindenholt,1x/4 jaar,Snoeien 2024,1.0 m of meer,Gras: Begrazingsweide,t Broek,Leuvensbroek 33,,24,,24 m en hoger,,Groenstructuur vlakken,Normaal (> 15 jaar),,26.77000046,POINT (181740.361 427366.701)
GRN_BOMEN.34715,2023-02-02,34715,Populus x canadensis X,1975,,,,Niet vrij uitgroeiend,Lindenholt,1x/4 jaar,Snoeien 2024,0.5 tot 1.0 m,Gras: Begrazingsweide,t Broek,Leuvensbroek 33,,15,,24 m en hoger,,Groenstructuur vlakken,Normaal (> 15 jaar),,27.12000084,POINT (181699.047 427272.756)
GRN_BOMEN.34716,2023-02-02,34716,Populus x canadensis X,1975,,,,Niet vrij uitgroeiend,Lindenholt,1x/4 jaar,Snoeien 2024,0.5 tot 1.0 m,Gras: Begrazingsweide,t Broek,Leuvensbroek 33,,12,,24 m en hoger,,Groenstructuur vlakken,Normaal (> 15 jaar),,26.80999947,POINT (181708.187 427285.039)
GRN_BOMEN.67205,2023-02-02,67205,Salix sepulcralis Chrysocoma 0,1985,,,,Niet vrij uitgroeiend,Lindenholt,,Snoeien 2025,0.3 tot 0.5 m,Gras: Oever,t Broek,,,18,,6 tot 12 m,,Geen,Normaal (> 15 jaar),,17.52,POINT (181790.589 427322.475)
GRN_BOMEN.76223,2023-02-02,76223,Populus x canadensis X,1970,,,,,Lindenholt,,Snoeien 2024,0.5 tot 1.0 m,Beplanting: Bos,t Broek,,,0,,24 m en hoger,,Gewenste hoofdstructuur,Verminderd (10 - 15 jaar),,25.28000069,POINT (181652.199 427392.077)
