FID,fi_code_p,gdb_geomattr_data,shape
bomen.1628,Boom5+,,POINT (176998.95899999887 314591.04199999943)
bomen.1629,Boom5+,,POINT (176974.75200000033 314596.27600000054)
bomen.1630,Boom5+,,POINT (176964.47899999842 314596.87099999934)
bomen.1631,Boom5+,,POINT (177113.98299999908 314598.8960000016)
bomen.1632,Boom5+,,POINT (177019.8449999988 314598.98999999836)
bomen.1633,Boom5+,,POINT (177102.4530000016 314599.26300000027)
bomen.1634,Boom5+,,POINT (177082.70199999958 314599.7650000006)
bomen.1635,Boom5+,,POINT (177000.23699999973 314600.44200000167)
bomen.1636,Boom5+,,POINT (177061.88100000098 314600.4770000018)
bomen.1637,Boom5+,,POINT (177040.7589999996 314600.5379999988)
bomen.1638,Boom5+,,POINT (176975.4219999984 314605.91800000146)
bomen.1639,Boom5+,,POINT (176965.16000000015 314606.96599999815)
bomen.1640,Boom5+,,POINT (177102.3599999994 314609.1409999989)
bomen.1641,Boom5+,,POINT (177126.87299999967 314609.7980000004)
bomen.1642,Boom5+,,POINT (177082.61800000072 314610.33199999854)
bomen.1643,Boom5+,,POINT (177021.16699999943 314611.59800000116)
bomen.1644,Boom5+,,POINT (177135.16099999845 314611.6889999993)
bomen.1645,Boom5+,,POINT (177062.7250000015 314611.71400000155)
bomen.1646,Boom5+,,POINT (177040.9299999997 314612.93200000003)
bomen.1647,Boom5+,,POINT (176977.375 314616.0150000006)
bomen.1648,Boom5+,,POINT (177000.50699999928 314619.9620000012)
bomen.1649,Boom5+,,POINT (177127.6240000017 314620.12900000066)
bomen.1650,Boom5+,,POINT (177102.52100000158 314620.8530000001)
bomen.1651,Boom5+,,POINT (177082.7740000002 314621.5850000009)
bomen.1652,Boom5+,,POINT (176978.26799999923 314625.9759999998)
bomen.1653,Boom5+,,POINT (176968.8200000003 314626.5920000002)
bomen.1654,Boom5+,,POINT (177017.58300000057 314627.5229999982)
bomen.1655,Boom5+,,POINT (176997.30200000107 314627.5929999985)
bomen.1656,Boom5+,,POINT (177008.17500000075 314627.65199999884)
bomen.1657,Boom5+,,POINT (177028.04199999943 314627.7969999984)
bomen.1658,Boom5+,,POINT (177087.37700000033 314628.0370000005)
bomen.1659,Boom5+,,POINT (177079.31899999827 314628.1479999982)
bomen.1660,Boom5+,,POINT (177118.59200000018 314628.4310000017)
bomen.1661,Boom5+,,POINT (177098.51199999824 314628.45899999887)
bomen.1662,Boom5+,,POINT (177068.40799999982 314628.49500000104)
bomen.1663,Boom5+,,POINT (177037.6700000018 314628.5)
bomen.1664,Boom5+,,POINT (177128.4210000001 314628.50499999896)
bomen.1665,Boom5+,,POINT (177047.2890000008 314628.5769999996)
bomen.1666,Boom5+,,POINT (177057.74500000104 314628.6420000009)
bomen.1667,Boom5+,,POINT (177107.91800000146 314628.7129999995)
bomen.1668,Boom5+,,POINT (176980.38899999857 314637.4510000013)
bomen.1669,Boom5+,,POINT (176997.44000000134 314637.6259999983)
bomen.1670,Boom5+,,POINT (177007.8990000002 314637.8999999985)
bomen.1671,Boom5+,,POINT (177017.72700000182 314637.97399999946)
bomen.1672,Boom5+,,POINT (177027.76799999923 314638.25400000066)
bomen.1673,Boom5+,,POINT (177057.66899999976 314638.26000000164)
bomen.1674,Boom5+,,POINT (177037.18100000173 314638.54199999943)
bomen.1675,Boom5+,,POINT (177128.561999999 314638.7470000014)
bomen.1676,Boom5+,,POINT (177097.19700000063 314638.76099999994)
bomen.1677,Boom5+,,POINT (177066.45800000057 314638.7659999989)
bomen.1678,Boom5+,,POINT (177107.65300000086 314638.8260000013)
bomen.1679,Boom5+,,POINT (177046.5949999988 314638.83100000024)
bomen.1680,Boom5+,,POINT (177086.95199999958 314638.90199999884)
bomen.1681,Boom5+,,POINT (177077.75299999863 314639.02899999917)
bomen.1682,Boom5+,,POINT (177118.11199999973 314639.1000000015)
bomen.1683,Boom5+,,POINT (176993.3209999986 314646.63599999994)
bomen.1684,Boom5+,,POINT (177016.2049999982 314652.84699999914)
bomen.1685,Boom5+,,POINT (177038.94200000167 314653.4930000007)
bomen.1686,Boom5+,,POINT (177054.29300000146 314653.8839999996)
bomen.1687,Boom5+,,POINT (177043.61300000176 314654.0309999995)
bomen.1688,Boom5+,,POINT (177049.63199999928 314654.09800000116)
bomen.1689,Boom5+,,POINT (177059.86300000176 314654.1079999991)
bomen.1690,Boom5+,,POINT (177068.41699999943 314655.6079999991)
bomen.1691,Boom5+,,POINT (177130.16200000048 314656.39400000125)
bomen.1692,Boom5+,,POINT (177101.45199999958 314659.7659999989)
bomen.1693,Boom5+,,POINT (177069.94999999925 314681.88899999857)
bomen.1694,Boom5+,,POINT (177128.89600000158 314683.49599999934)
bomen.1695,Boom5+,,POINT (177034.08199999854 314685.7120000012)
bomen.1696,Boom5+,,POINT (176797.5080000013 314696.6220000014)
bomen.1697,Boom5+,,POINT (176983.30299999937 314702.0720000006)
bomen.1698,Boom5+,,POINT (176797.3139999993 314704.4970000014)
bomen.1699,Boom5+,,POINT (177276.07200000063 314705.57400000095)
bomen.1700,Boom5+,,POINT (177299.34099999815 314708.4210000001)
bomen.1701,Boom5+,,POINT (177096.70100000128 314716.0229999982)
bomen.1702,Boom5+,,POINT (177306.938000001 314721.3269999996)
bomen.1703,Boom5+,,POINT (177004.76099999994 314723.8040000014)
bomen.1704,Boom5+,,POINT (177044.2100000009 314724.2580000013)
bomen.1705,Boom5+,,POINT (176993.76199999824 314724.62999999896)
bomen.1706,Boom5+,,POINT (177082.4910000004 314724.8979999982)
bomen.1707,Boom5+,,POINT (177114.8449999988 314725.7670000009)
bomen.1708,Boom5+,,POINT (176997.31599999964 314728.6649999991)
bomen.1709,Boom5+,,POINT (177070.80600000173 314729.5850000009)
bomen.1710,Boom5+,,POINT (177009.69799999893 314731.01900000125)
bomen.1711,Boom5+,,POINT (177003.14799999818 314736.04100000113)
bomen.1712,Boom5+,,POINT (177059.7809999995 314736.76900000125)
bomen.1713,Boom5+,,POINT (177015.29899999872 314737.4930000007)
bomen.1714,Boom5+,,POINT (177298.25200000033 314739.2289999984)
bomen.1715,Boom5+,,POINT (177021.89699999988 314742.48099999875)
bomen.1716,Boom5+,,POINT (177009.8200000003 314743.67599999905)
bomen.1717,Boom5+,,POINT (177029.66099999845 314745.1579999998)
bomen.1718,Boom5+,,POINT (177046.22899999842 314745.47100000083)
bomen.1719,Boom5+,,POINT (177037.0150000006 314746.7569999993)
bomen.1720,Boom5+,,POINT (177017.49300000072 314749)
bomen.1721,Boom5+,,POINT (177073.7969999984 314753.2289999984)
bomen.1722,Boom5+,,POINT (177027.31700000167 314753.66899999976)
bomen.1723,Boom5+,,POINT (177297.6000000015 314753.8370000012)
bomen.1724,Boom5+,,POINT (177036.4050000012 314755.7719999999)
bomen.1725,Boom5+,,POINT (177047.78599999845 314756.2509999983)
bomen.1726,Boom5+,,POINT (177085.29399999976 314758.1499999985)
bomen.1727,Boom5+,,POINT (177296.97800000012 314763.57400000095)
bomen.1728,Boom5+,,POINT (177105.39699999988 314764.05099999905)
bomen.1729,Boom5+,,POINT (177305.5610000007 314769.05999999866)
bomen.1730,Boom5+,,POINT (177058.28299999982 314770.8370000012)
bomen.1731,Boom5+,,POINT (177066.57600000128 314773.47399999946)
bomen.1732,Boom5+,,POINT (177296.5390000008 314773.875)
bomen.1733,Boom5+,,POINT (177078.063000001 314777.55000000075)
bomen.1734,Boom5+,,POINT (177305.30799999833 314779.73699999973)
bomen.1735,Boom5+,,POINT (177087.97199999914 314781.0560000017)
bomen.1736,Boom5+,,POINT (177330.58900000155 314783.26900000125)
bomen.1737,Boom5+,,POINT (177098.2580000013 314783.6220000014)
bomen.1738,Boom5+,,POINT (177296.6640000008 314783.9919999987)
bomen.1739,Boom5+,,POINT (176994.94900000095 314784.58999999985)
bomen.1740,Boom5+,,POINT (177060.2410000004 314793.4770000018)
bomen.1741,Boom5+,,POINT (177296.60399999842 314793.7329999991)
bomen.1742,Boom5+,,POINT (176985.1710000001 314795.70899999887)
bomen.1743,Boom5+,,POINT (176997.6400000006 314796.01199999824)
bomen.1744,Boom5+,,POINT (177070.94999999925 314796.45899999887)
bomen.1745,Boom5+,,POINT (177304.44000000134 314798.83999999985)
bomen.1746,Boom5+,,POINT (176979.96499999985 314801.48999999836)
bomen.1747,Boom5+,,POINT (177091.99599999934 314803.8530000001)
bomen.1748,Boom5+,,POINT (177295.97399999946 314804.7820000015)
bomen.1749,Boom5+,,POINT (176994.72800000012 314806.27699999884)
bomen.1750,Boom5+,,POINT (177036.73800000176 314806.34600000083)
bomen.1751,Boom5+,,POINT (176985.01399999857 314806.4519999996)
bomen.1752,Boom5+,,POINT (177304.41299999878 314810.03599999845)
bomen.1753,Boom5+,,POINT (177295.41099999845 314813.868999999)
bomen.1754,Boom5+,,POINT (176984.41699999943 314816.8220000006)
bomen.1755,Boom5+,,POINT (177303.74799999967 314820.00400000066)
bomen.1756,Boom5+,,POINT (177295.85300000012 314823.4360000007)
bomen.1757,Boom5+,,POINT (177080.09899999946 314823.4470000006)
bomen.1758,Boom5+,,POINT (176985.11499999836 314827.17500000075)
bomen.1759,Boom5+,,POINT (177303.50299999863 314829.37000000104)
bomen.1760,Boom5+,,POINT (177294.72899999842 314833.5859999992)
bomen.1761,Boom5+,,POINT (176984.14299999923 314837.1799999997)
bomen.1762,Boom5+,,POINT (177303.063000001 314839.8579999991)
bomen.1763,Boom5+,,POINT (177294.2349999994 314843.7049999982)
bomen.1764,Boom5+,,POINT (176985.20100000128 314846.7870000005)
bomen.1765,Boom5+,,POINT (177301.80200000107 314848.37999999896)
bomen.1766,Boom5+,,POINT (177293.55700000003 314853.9829999991)
bomen.1767,Boom5+,,POINT (176984.58799999952 314856.33300000057)
bomen.1768,Boom5+,,POINT (177022.03599999845 314860.881000001)
bomen.1769,Boom5+,,POINT (177293.34600000083 314863.3420000002)
bomen.1770,Boom5+,,POINT (177036.04399999976 314865.5329999998)
bomen.1771,Boom5+,,POINT (176984.72800000012 314866.51199999824)
bomen.1772,Boom5+,,POINT (177292.66800000146 314873.7729999982)
bomen.1773,Boom5+,,POINT (176983.83799999952 314876.9120000005)
bomen.1774,Boom5+,,POINT (177066.2740000002 314877.2950000018)
bomen.1775,Boom5+,,POINT (177292.4530000016 314883.74599999934)
bomen.1776,Boom5+,,POINT (176984.27100000158 314887.063000001)
bomen.1777,Boom5+,,POINT (176806.08100000024 314889.55799999833)
bomen.1778,Boom5+,,POINT (177292.0799999982 314894.33300000057)
bomen.1779,Boom5+,,POINT (176984.41200000048 314897.2419999987)
bomen.1780,Boom5+,,POINT (177292.02299999818 314903.69299999997)
bomen.1781,Boom5+,,POINT (176984.19000000134 314907.98000000045)
bomen.1782,Boom5+,,POINT (176804.24399999902 314909.22100000083)
bomen.1783,Boom5+,,POINT (177054.09899999946 314911.7120000012)
bomen.1784,Boom5+,,POINT (176985.8040000014 314915.0540000014)
bomen.1785,Boom5+,,POINT (177300.22199999914 314918.57499999925)
bomen.1786,Boom5+,,POINT (176991.86199999973 314921.27600000054)
bomen.1787,Boom5+,,POINT (177000.67700000107 314922.8570000008)
bomen.1788,Boom5+,,POINT (177290.98099999875 314923.3289999999)
bomen.1789,Boom5+,,POINT (177307.7950000018 314924.0560000017)
bomen.1790,Boom5+,,POINT (176984.0700000003 314926.9239999987)
bomen.1791,Boom5+,,POINT (177299.79800000042 314928.53400000185)
bomen.1792,Boom5+,,POINT (177046.77899999917 314929.49599999934)
bomen.1793,Boom5+,,POINT (176992.66200000048 314931.2950000018)
bomen.1794,Boom5+,,POINT (176984.3139999993 314932.45699999854)
bomen.1795,Boom5+,,POINT (177290.91899999976 314933.3040000014)
bomen.1796,Boom5+,,POINT (176983.93499999866 314937.0489999987)
bomen.1797,Boom5+,,POINT (177299.73699999973 314938.49500000104)
bomen.1798,Boom5+,,POINT (177322.58700000122 314940.79399999976)
bomen.1799,Boom5+,,POINT (177027.40300000086 314941.91800000146)
bomen.1800,Boom5+,,POINT (176992.98099999875 314942.6229999997)
bomen.1801,Boom5+,,POINT (177290.69900000095 314944.04399999976)
bomen.1802,Boom5+,,POINT (176984.63100000098 314947.2250000015)
bomen.1803,Boom5+,,POINT (177041.74500000104 314947.4600000009)
bomen.1804,Boom5+,,POINT (177299.12900000066 314948.81500000134)
bomen.1805,Boom5+,,POINT (177321.79399999976 314952.0069999993)
bomen.1806,Boom5+,,POINT (177290.02800000086 314953.40100000054)
bomen.1807,Boom5+,,POINT (176984.02600000054 314957.0480000004)
bomen.1808,Boom5+,,POINT (177298.7039999999 314959.13599999994)
bomen.1809,Boom5+,,POINT (177019.9759999998 314961.3969999999)
bomen.1810,Boom5+,,POINT (177320.85700000077 314963.33399999887)
bomen.1811,Boom5+,,POINT (177289.2659999989 314964.33199999854)
bomen.1812,Boom5+,,POINT (176984.16099999845 314966.86100000143)
bomen.1813,Boom5+,,POINT (177301.55099999905 314967.3049999997)
bomen.1814,Boom5+,,POINT (176984.20600000024 314976.60500000045)
bomen.1815,Boom5+,,POINT (177014.08100000024 314979.7569999993)
bomen.1816,Boom5+,,POINT (176985.44000000134 314985.4750000015)
bomen.1817,Boom5+,,POINT (177317.6259999983 314992.3229999989)
bomen.1818,Boom5+,,POINT (177006.87900000066 314996.8819999993)
bomen.1819,Boom5+,,POINT (177318.8209999986 315001.95699999854)
bomen.1820,Boom5+,,POINT (177022.6719999984 315002.45600000024)
bomen.1821,Boom5+,,POINT (176983.95899999887 315009.05900000036)
bomen.1822,Boom5+,,POINT (177239.18299999833 315022.4789999984)
bomen.1823,Boom5+,,POINT (176994.99599999934 315025.23699999973)
bomen.1824,Boom5+,,POINT (177316.5799999982 315040.76099999994)
bomen.1825,Boom5+,,POINT (177034.96400000155 315049.3720000014)
bomen.1826,Boom5+,,POINT (177314.4050000012 315051.9759999998)
bomen.1827,Boom5+,,POINT (177310.76700000092 315073.0069999993)
bomen.1828,Boom5+,,POINT (177263.02699999884 315233.5210000016)
bomen.1829,Boom5+,,POINT (177258.91899999976 315248.8900000006)
bomen.1830,Boom5+,,POINT (177233.76799999923 315277.49500000104)
bomen.1831,Boom5+,,POINT (177250.08999999985 315283.89499999955)
bomen.1832,Boom5+,,POINT (177245.5450000018 315295.9279999994)
bomen.1833,Boom5+,,POINT (177241.39499999955 315308.15199999884)
bomen.1834,Boom5+,,POINT (177235.73099999875 315310.19200000167)
bomen.1835,Boom5+,,POINT (177236.83199999854 315318.811999999)
bomen.1836,Boom5+,,POINT (177231.6959999986 315320.7820000015)
bomen.1837,Boom5+,,POINT (177229.22700000182 315328.0639999993)
bomen.1838,Boom5+,,POINT (177234.1640000008 315331.70899999887)
bomen.1839,Boom5+,,POINT (177227.13699999824 315337.5879999995)
bomen.1840,Boom5+,,POINT (177226.33799999952 315342.2980000004)
bomen.1841,Boom5+,,POINT (177227.78400000185 315353.2569999993)
bomen.1842,Boom5+,,POINT (177220.96799999848 315376.86199999973)
bomen.1843,Boom5+,,POINT (177213.96700000018 315399.7740000002)
bomen.1844,Boom5+,,POINT (177209.76999999955 315411.15199999884)
bomen.1845,Boom5+,,POINT (177206.27100000158 315422.6950000003)
bomen.1846,Boom5+,,POINT (176787.85500000045 315436.6559999995)
bomen.1847,Boom5+,,POINT (177199.68200000003 315445.98600000143)
bomen.1848,Boom5+,,POINT (177195.2589999996 315457.7820000015)
bomen.1849,Boom5+,,POINT (177187.77600000054 315458.05799999833)
bomen.1850,Boom5+,,POINT (176953.563000001 315560.2829999998)
bomen.1851,Boom5+,,POINT (177060.97199999914 315563.4690000005)
bomen.1852,Boom5+,,POINT (176949.44099999964 315563.8909999989)
bomen.1853,Boom5+,,POINT (176953.2030000016 315569.16899999976)
bomen.1854,Boom5+,,POINT (176952.34299999848 315578.88500000164)
bomen.1855,Boom5+,,POINT (177057.44299999997 315583.05999999866)
bomen.1856,Boom5+,,POINT (176950.9210000001 315588.12099999934)
bomen.1857,Boom5+,,POINT (177057.9200000018 315593.1030000001)
bomen.1858,Boom5+,,POINT (177057.24700000137 315597.9200000018)
bomen.1859,Boom5+,,POINT (176949.29100000113 315599.11499999836)
bomen.1860,Boom5+,,POINT (177056.9539999999 315603.4699999988)
bomen.1861,Boom5+,,POINT (176949.3110000007 315611.96599999815)
bomen.1862,Boom5+,,POINT (177054.313000001 315620.3420000002)
bomen.1863,Boom5+,,POINT (176948.7960000001 315622.69999999925)
bomen.1864,Boom5+,,POINT (177054.33799999952 315626.2100000009)
bomen.1865,Boom5+,,POINT (176948.64299999923 315631.25499999896)
bomen.1866,Boom5+,,POINT (177001.3350000009 315633.0639999993)
bomen.1867,Boom5+,,POINT (177108.79100000113 315637.4450000003)
bomen.1868,Boom5+,,POINT (177047.91699999943 315639.9450000003)
bomen.1869,Boom5+,,POINT (176989.2490000017 315643.3289999999)
bomen.1870,Boom5+,,POINT (177035.55799999833 315644.7430000007)
bomen.1871,Boom5+,,POINT (177030.99300000072 315645.09899999946)
bomen.1872,Boom5+,,POINT (176948.0940000005 315655.90900000185)
bomen.1873,Boom5+,,POINT (176946.16699999943 315664.9620000012)
bomen.1874,Boom5+,,POINT (176981.22199999914 315671.45600000024)
bomen.1875,Boom5+,,POINT (177047.25200000033 315681.1570000015)
bomen.1876,Boom5+,,POINT (177120.98099999875 315689.20899999887)
bomen.1877,Boom5+,,POINT (177045.94799999893 315690.99599999934)
bomen.1878,Boom5+,,POINT (176977.436999999 315694.7010000013)
bomen.1879,Boom5+,,POINT (177045.25299999863 315699.0489999987)
bomen.1880,Boom5+,,POINT (176975.2899999991 315702.7349999994)
bomen.1881,Boom5+,,POINT (177044.1330000013 315703.5560000017)
bomen.1882,Boom5+,,POINT (177042.82600000128 315711.61300000176)
bomen.1883,Boom5+,,POINT (176969.16299999878 315711.8440000005)
bomen.1884,Boom5+,,POINT (176939.76300000027 315712.8420000002)
bomen.1885,Boom5+,,POINT (176955.92700000107 315719.41099999845)
bomen.1886,Boom5+,,POINT (176950.00400000066 315721.54300000146)
bomen.1887,Boom5+,,POINT (176937.40300000086 315726.6090000011)
bomen.1888,Boom5+,,POINT (177032.48800000176 315741.79199999943)
bomen.1889,Boom5+,,POINT (177029.06500000134 315750.82400000095)
bomen.1890,Boom5+,,POINT (177026.57200000063 315758.2199999988)
bomen.1891,Boom5+,,POINT (177021.28700000048 315761.76000000164)
bomen.1892,Boom5+,,POINT (176943.83300000057 315767.2109999992)
bomen.1893,Boom5+,,POINT (177017.82400000095 315767.71499999985)
bomen.1894,Boom5+,,POINT (176939.10399999842 315769.90199999884)
bomen.1895,Boom5+,,POINT (176937.1559999995 315777.45699999854)
bomen.1896,Boom5+,,POINT (177013.00299999863 315778.25)
bomen.1897,Boom5+,,POINT (176937.94399999827 315782.4459999986)
bomen.1898,Boom5+,,POINT (177010.03400000185 315785.5450000018)
bomen.1899,Boom5+,,POINT (176938.04800000042 315789.9079999998)
bomen.1900,Boom5+,,POINT (176938.92799999937 315795.76099999994)
bomen.1901,Boom5+,,POINT (177004.65199999884 315797.8839999996)
bomen.1902,Boom5+,,POINT (176953.38100000098 315797.9120000005)
bomen.1903,Boom5+,,POINT (176939.01300000027 315801.8900000006)
bomen.1904,Boom5+,,POINT (177000.93299999833 315802.4239999987)
bomen.1905,Boom5+,,POINT (176954.25400000066 315803.2289999984)
bomen.1906,Boom5+,,POINT (176939.62299999967 315807.48000000045)
bomen.1907,Boom5+,,POINT (176998.17300000042 315807.8960000016)
bomen.1908,Boom5+,,POINT (176939.57699999958 315812.8999999985)
bomen.1909,Boom5+,,POINT (176995.23900000006 315814.75)
bomen.1910,Boom5+,,POINT (176954.23999999836 315815.8539999984)
bomen.1911,Boom5+,,POINT (176939.1640000008 315817.12900000066)
bomen.1912,Boom5+,,POINT (176992.21499999985 315822.3520000018)
bomen.1913,Boom5+,,POINT (176954.39299999923 315823.2120000012)
bomen.1914,Boom5+,,POINT (176939.50600000098 315823.6710000001)
bomen.1915,Boom5+,,POINT (176941.09699999914 315829.44099999964)
bomen.1916,Boom5+,,POINT (176954.59299999848 315833.3350000009)
bomen.1917,Boom5+,,POINT (176940.65900000185 315834.23099999875)
bomen.1918,Boom5+,,POINT (176985.3440000005 315835.55099999905)
bomen.1919,Boom5+,,POINT (176954.59200000018 315839.4690000005)
bomen.1920,Boom5+,,POINT (176940.99799999967 315840.5210000016)
bomen.1921,Boom5+,,POINT (176956.69200000167 315845.3520000018)
bomen.1922,Boom5+,,POINT (176942.58399999887 315846.44099999964)
bomen.1923,Boom5+,,POINT (176955.36400000006 315851.20899999887)
bomen.1924,Boom5+,,POINT (176941.66699999943 315853.26300000027)
bomen.1925,Boom5+,,POINT (176941.73900000006 315858.5069999993)
bomen.1926,Boom5+,,POINT (176955.74500000104 315858.85500000045)
bomen.1927,Boom5+,,POINT (176942.4919999987 315863.51399999857)
bomen.1928,Boom5+,,POINT (176943.0240000002 315868.98000000045)
bomen.1929,Boom5+,,POINT (176956.42500000075 315872.0529999994)
bomen.1930,Boom5+,,POINT (176943.52600000054 315874.29399999976)
bomen.1931,Boom5+,,POINT (176957.01700000092 315878.7719999999)
bomen.1932,Boom5+,,POINT (176944.16800000146 315880.4849999994)
bomen.1933,Boom5+,,POINT (176957.88100000098 315887.2329999991)
bomen.1934,Boom5+,,POINT (176943.1400000006 315888.7129999995)
bomen.1935,Boom5+,,POINT (177181.95199999958 316150.10599999875)
bomen.1936,Boom5+,,POINT (177185.9690000005 316154.46499999985)
bomen.1937,Boom20+,,POINT (177189.48099999875 316163.2569999993)
bomen.1938,Boom5+,,POINT (176815.99599999934 316212.40900000185)
bomen.1939,Boom5+,,POINT (177214.79399999976 316243.9979999997)
bomen.1940,Boom5+,,POINT (177185.8049999997 316252.3900000006)
bomen.1941,Boom5+,,POINT (177088.00400000066 316256.9210000001)
bomen.1942,Boom5+,,POINT (177216.3200000003 316257.9140000008)
bomen.1943,Boom5+,,POINT (177220.95600000024 316269.688000001)
bomen.1944,Boom5+,,POINT (177229.37299999967 316310.62099999934)
bomen.1945,Boom5+,,POINT (177230.73999999836 316318.9990000017)
bomen.1946,Boom5+,,POINT (177095.7349999994 316419.3990000002)
bomen.1947,Boom5+,,POINT (177080.71599999815 316455.0460000001)
bomen.1948,Boom5+,,POINT (177095.9459999986 316456.1950000003)
bomen.1949,Boom5+,,POINT (177154.90900000185 316470.55000000075)
bomen.1950,Boom5+,,POINT (177058.45699999854 316472.08100000024)
bomen.1951,Boom5+,,POINT (177140.12900000066 316505.23699999973)
bomen.1952,Boom5+,,POINT (177086.03500000015 316542.4439999983)
bomen.1953,Boom5+,,POINT (177086.875 316582.23000000045)
bomen.1954,Boom5+,,POINT (177097.8759999983 316609.1770000011)
bomen.1955,Boom5+,,POINT (177089.41600000113 316623.30000000075)
bomen.1956,Boom5+,,POINT (177127.12799999863 316688.2100000009)
bomen.1957,Boom5+,,POINT (176863.83999999985 316735.30999999866)
bomen.1958,Boom5+,,POINT (176868.79100000113 316744.0450000018)
bomen.1959,Boom5+,,POINT (177104.74799999967 316816.48800000176)
bomen.1960,Boom5+,,POINT (176757.8110000007 317421.01000000164)
bomen.1961,Boom5+,,POINT (176737.26999999955 317491.26300000027)
bomen.1962,Boom5+,,POINT (176731.86300000176 317508.81500000134)
bomen.1963,Boom5+,,POINT (176729.86800000072 317515.6649999991)
bomen.1964,Boom5+,,POINT (176726.54399999976 317531.11199999973)
bomen.1965,Boom5+,,POINT (176725.36100000143 317538.9990000017)
bomen.1966,Boom5+,,POINT (176840.42799999937 317932.9439999983)
bomen.1967,Boom5+,,POINT (176637.40700000152 318117.12900000066)
bomen.1968,Boom5+,,POINT (179015.45199999958 324783.1799999997)
bomen.1969,Boom5+,,POINT (178858.79800000042 324794.1319999993)
bomen.1970,Boom5+,,POINT (179023.42500000075 324797.2179999985)
bomen.1971,Boom5+,,POINT (178863.65300000086 324805.44999999925)
bomen.1972,Boom5+,,POINT (179029.7490000017 324810.5450000018)
bomen.1973,Boom5+,,POINT (178868.83700000122 324813.86400000006)
bomen.1974,Boom5+,,POINT (179037.79899999872 324825.07400000095)
bomen.1975,Boom5+,,POINT (178873.71499999985 324825.08100000024)
bomen.1976,Boom5+,,POINT (179046.30600000173 324838.9279999994)
bomen.1977,Boom5+,,POINT (178879.29899999872 324840.54399999976)
bomen.1978,Boom5+,,POINT (178886.0159999989 324853.01399999857)
bomen.1979,Boom5+,,POINT (179053.98699999973 324854.3220000006)
bomen.1980,Boom5+,,POINT (178900.46400000155 324862.4849999994)
bomen.1981,Boom5+,,POINT (178888.84299999848 324863.0219999999)
bomen.1982,Boom5+,,POINT (178891.30099999905 324871.62900000066)
bomen.1983,Boom5+,,POINT (179110.34299999848 324950.188000001)
bomen.1984,Boom5+,,POINT (179122.99700000137 324970.6330000013)
bomen.1985,Boom5+,,POINT (179263.13100000098 325225.0850000009)
bomen.1986,Boom5+,,POINT (179253.82200000063 325231.30000000075)
bomen.1987,Boom5+,,POINT (179247.20199999958 325233.7659999989)
bomen.1988,Boom5+,,POINT (179236.1160000004 325239.90199999884)
bomen.1989,Boom5+,,POINT (179305.11100000143 325242.8350000009)
bomen.1990,Boom5+,,POINT (179229.59699999914 325244.25499999896)
bomen.1991,Boom5+,,POINT (179221.186999999 325247.4310000017)
bomen.1992,Boom5+,,POINT (179309.74399999902 325249.5240000002)
bomen.1993,Boom5+,,POINT (179212.99700000137 325251.7569999993)
bomen.1994,Boom5+,,POINT (179206.9539999999 325254.6810000017)
bomen.1995,Boom5+,,POINT (179314.34699999914 325257.45699999854)
bomen.1996,Boom5+,,POINT (179199.00400000066 325260.73000000045)
bomen.1997,Boom5+,,POINT (179320.5469999984 325265.4290000014)
bomen.1998,Boom5+,,POINT (179187.94799999893 325265.5879999995)
bomen.1999,Boom5+,,POINT (179180.27199999988 325268.8979999982)
