FID,omschr,voorz_vop,voorz_fop,voorz_vri,rijrtnghrb,rijrtngzij,afbuiging,invent_oms,wegdeelltr,kmtr,wegnummer,fk_veld4,ibn,gdb_geomattr_data,shape
kruispunten_kenmerk.533,Niet indeelbaar,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,OVERSTEEKPLAATS,R,24.00600052,835,KPK0001468915,I,,POINT (218681.5727000013 488576.7562999986)
kruispunten_kenmerk.534,Kruispunt met voorrangsregeling,N,N,N,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,NIJVERDALSEWEG,R,24.10099983,835,KPK0001468918,I,,POINT (218777.8392000012 488566.06390000135)
kruispunten_kenmerk.535,Kruispunt met voorrangsregeling,N,N,N,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,NIJVERDALSEWEG,R,24.18199921,835,KPK0001468919,I,,POINT (218856.54419999942 488546.9578000009)
kruispunten_kenmerk.536,Kruispunt zonder voorrangsregeling,N,N,N,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,NIJVERDALSEWEG,R,24.25,835,KPK0001468920,I,,POINT (218922.46779999882 488530.2818999998)
kruispunten_kenmerk.537,Kruispunt met voorrangsregeling,N,N,N,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,NIJVERDALSEWEG,R,24.54700089,835,KPK0001468921,I,,POINT (219208.61580000073 488458.5694999993)
kruispunten_kenmerk.538,Kruispunt met fysieke scheiding van de rijbanen,N,J,N,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,MR.F.J.HAARMANWEG,R,25.02199936,061,KPK0001480886,I,,POINT (47760.12730000168 368910.7952999994)
kruispunten_kenmerk.539,Kruispunt met fysieke scheiding van de rijbanen,N,J,N,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,MR.F.J.HAARMANWEG,R,25.02199936,061,KPK0001480887,I,,POINT (47746.030900001526 368923.10979999974)
kruispunten_kenmerk.540,Niet indeelbaar,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Rechtdoor en linksaf toegestaan voor de linker zijstraat (D6L),,VRACHTVERKEER,R,17.49099922,073,KPK0001480906,I,,POINT (199470.1361999996 355011.1779000014)
kruispunten_kenmerk.541,Niet indeelbaar,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Rechtdoor en linksaf toegestaan voor de linker zijstraat (D6L),,VRACHTVERKEER,R,17.47999954,073,KPK0001480908,I,,POINT (199415.03880000114 354996.88980000094)
kruispunten_kenmerk.542,Kruispunt met voorrangsregeling,N,N,N,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,NIJVERDALSEWEG,R,24.83499908,835,KPK0001468922,I,,POINT (219474.2617000006 488335.6682999991)
kruispunten_kenmerk.543,Kruispunt met voorrangsregeling,N,N,N,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,NIJVERDALSEWEG,R,24.99500084,835,KPK0001468923,I,,POINT (219618.19330000132 488265.78489999846)
kruispunten_kenmerk.544,Kruispunt met voorrangsregeling,N,N,N,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,NIJVERDALSEWEG,R,25.05200005,835,KPK0001468924,I,,POINT (219671.2511 488239.9805999994)
kruispunten_kenmerk.545,Kruispunt met voorrangsregeling,N,N,N,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor de rechter zijstraat (D4),,NIJVERDALSEWEG                 KEIZERSVELDWEG,R,25.20899963,835,KPK0001468937,I,,POINT (219798.7217000015 488151.2938000001)
kruispunten_kenmerk.546,Kruispunt met linksafvakken in de hoofdrijbaan,N,N,N,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,STATIONSWEG,R,28.02499962,835,KPK0001468941,I,,POINT (222481.9274000004 487436.8792999983)
kruispunten_kenmerk.547,Kruispunt met linksafvakken in de hoofdrijbaan,N,J,J,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,ALMELOSEWEG                    TUNNELWEG,R,29.45199966,835,KPK0001468942,I,,POINT (223899.80169999972 487305.18019999936)
kruispunten_kenmerk.548,Kruispunt met voorrangsregeling,N,N,J,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,RIETVELDSEWEG (N320),R,81.36399841,002,KPK0001474086,I,,POINT (139755.53869999945 437880.4989)
kruispunten_kenmerk.549,T-kruispunt met voorrangsregeling,N,J,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Rechtdoor en rechtsaf toegestaan voor de linker zijstraat (D6R),,STEENWEG (N830),R,93.95800018,002,KPK0001474468,I,,POINT (145865.1649999991 426886.11730000004)
kruispunten_kenmerk.550,Kruispunt zonder voorrangsregeling,N,N,J,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Rechtdoor en rechtsaf toegestaan voor de linker zijstraat (D6R),,STEENWEG (N322),R,103.03199768,002,KPK0001474496,I,,POINT (146272.67460000142 422755.38329999894)
kruispunten_kenmerk.551,Kruispunt zonder voorrangsregeling,N,N,J,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),,,GROTE GENT                     VBW. C EN D RW65,R,121.18499756,002,KPK0001474963,I,,POINT (149085.99230000004 408387.95899999887)
kruispunten_kenmerk.552,Niet indeelbaar,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,OVERSTEEKPLAATS,R,146.17500305,015,KPK0001475964,I,,POINT (172874.1361999996 436993.6429999992)
kruispunten_kenmerk.553,Pseudo kruispunt met voorrangsregeling,N,N,N,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,KRUISHOEVEWEG,R,7.36800003,065,KPK0001476326,I,,POINT (145656.9710999988 405755.75609999895)
kruispunten_kenmerk.554,Pseudo T-kruispunt met fysieke scheiding van de rijbanen,N,J,N,Alle rijrichtingen toegestaan bij een zijstraat,,,GROENEWOUDDREEF,R,6.94999981,065,KPK0001476327,I,,POINT (146017.39869999886 406029.68620000035)
kruispunten_kenmerk.555,Kruispunt zonder voorrangsregeling,N,N,N,"Rechtdoor, rechtsaf OF linksaf OF beide afslagen toegestaan (D4 + D5r of D4 + D5L  of D4 + D7)",Rechtsaf OF linksaf OF beide afslagen toegestaan (D5R of D5L of D7),,SPARRENDAALSEWEG,R,7.02799988,065,KPK0001476328,I,,POINT (145949.07429999858 405986.88280000165)
kruispunten_kenmerk.556,Pseudo kruispunt zonder voorrangsregeling,N,N,N,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,SPARRENDAALSEWEG,R,7.49399996,065,KPK0001476342,I,,POINT (145606.86659999937 405688.3830000013)
kruispunten_kenmerk.557,Pseudo kruispunt met voorrangsregeling,N,N,N,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,ACHTERSTRAAT                   TOUWSLAGERSBAANTJE,R,10.02999973,065,KPK0001476353,I,,POINT (143905.07869999856 403994.39759999886)
kruispunten_kenmerk.558,Kruispunt zonder voorrangsregeling,N,N,N,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,SCHILDERSTRAATJE,R,10.17399979,065,KPK0001476354,I,,POINT (143804.4101999998 403905.8872999996)
kruispunten_kenmerk.559,Pseudo kruispunt met voorrangsregeling,N,N,N,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,ACHTERSTRAAT                   TOUWSLAGERSBAANTJE,R,10.01299953,065,KPK0001476355,I,,POINT (143928.10300000012 403997.0058000013)
kruispunten_kenmerk.560,Kruispunt zonder voorrangsregeling,N,N,N,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,SCHILDERSTRAATJE,R,10.15200043,065,KPK0001476356,I,,POINT (143827.78620000184 403909.7355999984)
kruispunten_kenmerk.561,Pseudo kruispunt met voorrangsregeling,N,N,N,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,KREITESTRAAT                   HOGE RAAM,R,10.98200035,065,KPK0001476364,I,,POINT (143198.58700000122 403377.37999999896)
kruispunten_kenmerk.562,Pseudo kruispunt met voorrangsregeling,N,N,N,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,KREITESTRAAT                   HOGE RAAM,R,10.98200035,065,KPK0001476365,I,,POINT (143205.9763999991 403366.9770999998)
kruispunten_kenmerk.563,T-kruispunt met voorrangsregeling,N,N,J,Alle rijrichtingen toegestaan bij een zijstraat,,,VBW. A EN B RW65,R,120.8769989,002,KPK0001479267,I,,POINT (148935.4902999997 408654.30680000037)
kruispunten_kenmerk.564,T-kruispunt met voorrangsregeling,N,N,J,Alle rijrichtingen toegestaan bij een zijstraat,,,VBW. A EN B RW65,R,120.87799835,002,KPK0001479392,I,,POINT (148946.3077000007 408658.4615000002)
kruispunten_kenmerk.565,Kruispunt met voorrangsregeling,N,N,J,"Alleen rechtdoor, er geldt geen keerverbod op beide hoofdrijbanen (D4)",Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor de rechter zijstraat (D4),,RIJNKANT,R,140.83999634,015,KPK0001480618,I,,POINT (167751.90249999985 436666.4899000004)
kruispunten_kenmerk.566,Kruispunt met voorrangsregeling,N,N,J,"Alleen rechtdoor, er geldt geen keerverbod op beide hoofdrijbanen (D4)",Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor de rechter zijstraat (D4),,RIJNKANT,R,141.54200745,015,KPK0001480620,I,,POINT (167751.3808999993 436675.85080000013)
kruispunten_kenmerk.567,Kruispunt zonder voorrangsregeling,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Alleen rechtdoor toegestaan en keerverbod voor de linker zijstraat (D4 + F7),,DOORSTEEK,R,10.17399979,030,KPK0001480741,I,,POINT (170785.814100001 450912.69999999925)
kruispunten_kenmerk.568,Kruispunt zonder voorrangsregeling,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Rechtdoor en linksaf toegestaan voor de linker zijstraat (D6L),,DOORSTEEK,R,10.22799969,030,KPK0001480742,I,,POINT (171060.89279999956 450987.7498999983)
kruispunten_kenmerk.569,Kruispunt zonder voorrangsregeling,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Alleen rechtdoor toegestaan en keerverbod voor de rechter zijstraat (D4 + F7),,DOORSTEEK,R,10.39900017,030,KPK0001480743,I,,POINT (170796.3643000014 450914.46119999886)
kruispunten_kenmerk.570,Kruispunt zonder voorrangsregeling,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Er geldt alleen een keerverbod voor de linker zijstraat (F7),,DOORSTEEK,R,10.42000008,030,KPK0001480744,I,,POINT (171052.43609999865 450973.1752000004)
kruispunten_kenmerk.571,T-kruispunt met voorrangsregeling,N,N,N,"Rechtdoor met rechtsaf toegestaan, EN keerverbod bij een zijstraat (D6R + F7)",,,OUDEWEG,R,0.08,059,KPK0001480778,I,,POINT (53404.90839999914 408284.2270999998)
kruispunten_kenmerk.572,T-kruispunt met fysieke scheiding van de rijbanen,N,J,J,Alle rijrichtingen toegestaan bij een zijstraat,,,EDISONWEG,R,25.88199997,915,KPK0001223560,I,,POINT (106135.4785999991 429237.73270000145)
kruispunten_kenmerk.573,T-kruispunt met fysieke scheiding van de rijbanen,N,J,J,Alle rijrichtingen toegestaan bij een zijstraat,,,EDISONWEG,R,25.88199997,915,KPK0001223561,I,,POINT (106131.95670000091 429253.88589999825)
kruispunten_kenmerk.574,Niet indeelbaar,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,OVERSTEEKPLAATS,R,33.38000107,004,KPK0001420587,I,,POINT (94671.73050000146 461731.70380000025)
kruispunten_kenmerk.575,Niet indeelbaar,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,OVERSTEEKPLAATS,R,51.36999893,004,KPK0001420645,I,,POINT (81914.4497999996 449324.9875999987)
kruispunten_kenmerk.576,Niet indeelbaar,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,OVERSTEEKPLAATS,R,51.4980011,004,KPK0001420646,I,,POINT (82027.11290000007 449128.24980000034)
kruispunten_kenmerk.577,Kruispunt zonder voorrangsregeling,N,N,N,Rechtdoor met linksaf toegestaan (rechtsaf verbod) voor de linker hoofdrijbaan (D6L),Rechtdoor met linksaf toegestaan en keerverbod voor de linker zijstraat (D6L + F7),,DOORSTEEK,R,107.15599823,001,KPK0001422512,I,,POINT (211398.7199999988 472465.7932999991)
kruispunten_kenmerk.578,Kruispunt zonder voorrangsregeling,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Rechtdoor en linksaf toegestaan voor de linker zijstraat (D6L),,DOORSTEEK,R,106.80000305,001,KPK0001422514,I,,POINT (211383.9134999998 472471.83410000056)
kruispunten_kenmerk.579,Kruispunt zonder voorrangsregeling,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor de rechter zijstraat (D4),,HULPDIENSTEN,R,253.14500427,002,KPK0001424251,I,,POINT (179329.27439999953 320284.86510000005)
kruispunten_kenmerk.580,Kruispunt met voorrangsregeling,N,N,J,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,DELDENERSTRAAT,R,58.02299881,035,KPK0001428433,I,,POINT (247992.64620000124 476139.2653999999)
kruispunten_kenmerk.581,Kruispunt zonder voorrangsregeling,N,N,N,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,Rechtsaf OF linksaf OF beide afslagen toegestaan (D5R of D5L of D7),,DAALDERSTRAATJE                DAALDERSTRAATJE,R,139.21499634,050,KPK0001428451,I,,POINT (173343.13819999993 422448.3920000009)
kruispunten_kenmerk.582,Kruispunt zonder voorrangsregeling,N,N,N,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,Rechtsaf OF linksaf OF beide afslagen toegestaan (D5R of D5L of D7),,DAALDERSTRAATJE                DAALDERSTRAATJE,R,138.78799438,050,KPK0001428452,I,,POINT (173353.51399999857 422448.76960000023)
kruispunten_kenmerk.583,T-kruispunt met voorrangsregeling,N,N,N,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,NIEUWE PROVINCIALEWEG (N215),R,21.6439991,057,KPK0001428638,I,,POINT (60025.69029999897 425060.692400001)
kruispunten_kenmerk.584,Kruispunt met fysieke scheiding van de rijbanen,N,J,J,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,VISSERSWEG                     OUDE WESTERLOOSEDIJK,R,23.83200073,057,KPK0001428659,I,,POINT (58172.20850000158 426167.3990000002)
kruispunten_kenmerk.585,Kruispunt met fysieke scheiding van de rijbanen,N,J,J,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,VISSERSWEG                     OUDE WESTERLOOSEDIJK,R,23.83200073,057,KPK0001428660,I,,POINT (58167.97789999843 426159.70329999924)
kruispunten_kenmerk.586,Kruispunt met fysieke scheiding van de rijbanen,J,J,J,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,NIEUWE DEVENTERWEG             BURGEMEESTER ZUIDWIJKLAAN,R,19.26099968,835,KPK0001429269,I,,POINT (214971.31529999897 490638.7533)
kruispunten_kenmerk.587,Niet indeelbaar,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Rechtsaf OF linksaf OF beide afslagen toegestaan (D5R of D5L of D7),,CALAMITEITENDOORGANG,R,72.05599976,004,KPK0001431422,I,,POINT (85020.70850000158 435989.45270000026)
kruispunten_kenmerk.588,Niet indeelbaar,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Rechtsaf OF linksaf OF beide afslagen toegestaan (D5R of D5L of D7),,CALAMITEITENDOORGANG,R,73.79000092,004,KPK0001431423,I,,POINT (85430.54769999906 434376.49430000037)
kruispunten_kenmerk.589,Kruispunt met voorrangsregeling,N,N,J,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,FLEVOWEG,R,251.18899536,050,KPK0001432402,I,,POINT (188657.4572999999 507606.83989999816)
kruispunten_kenmerk.590,Kruispunt met voorrangsregeling,N,N,J,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,FLEVOWEG,R,251.18699646,050,KPK0001432404,I,,POINT (188635.64759999886 507638.94150000066)
kruispunten_kenmerk.591,Kruispunt met voorrangsregeling,N,N,J,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,FLEVOWEG,R,251.19400024,050,KPK0001432405,I,,POINT (188441.22580000013 507531.6545000002)
kruispunten_kenmerk.592,T-kruispunt met voorrangsregeling,N,N,N,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,SLAPER,R,247.66700745,050,KPK0001432406,I,,POINT (190900.8060999997 504916.18730000034)
kruispunten_kenmerk.593,Pseudo rotonde,N,N,J,Alle rijrichtingen toegestaan bij een zijstraat,,,LEENDERWEG,R,169.44799805,002,KPK0001433478,I,,POINT (162977.80689999834 379634.2175000012)
kruispunten_kenmerk.594,Pseudo rotonde,N,N,J,Alle rijrichtingen toegestaan bij een zijstraat,,,VBW. c(RW67),R,169.63400269,002,KPK0001433502,I,,POINT (163124.83289999887 379585.8854999989)
kruispunten_kenmerk.595,Pseudo rotonde,N,N,J,Alle rijrichtingen toegestaan bij een zijstraat,,,VBW. b(RW67),R,169.76800537,002,KPK0001433534,I,,POINT (163122.60489999875 379490.96620000154)
kruispunten_kenmerk.596,Pseudo rotonde,N,N,J,Alle rijrichtingen toegestaan bij een zijstraat,,,N2 RANDWEG EINDHOVEN VBW. m,R,169.74000549,002,KPK0001433684,I,,POINT (162931.11789999902 379494.6906000003)
kruispunten_kenmerk.597,Pseudo rotonde,N,N,J,Alle rijrichtingen toegestaan bij een zijstraat,,,KP.LEENDERHEIDE VBW. a,R,169.83000183,002,KPK0001433717,I,,POINT (162969.0177000016 379447.96979999915)
kruispunten_kenmerk.598,Kruispunt met voorrangsregeling,N,N,J,Alleen rechtdoor toegestaan voor de linker hoofdrijbaan (D4),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,BUSBAAN,R,60.06600189,012,KPK0001437098,I,,POINT (135773.08179999888 452493.2329000011)
kruispunten_kenmerk.599,T-kruispunt met voorrangsregeling,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Alleen rechtdoor toegestaan en keerverbod voor de rechter zijstraat (D4 + F7),,'S-GRAVELANDSEWEG,R,26.01799965,020,KPK0001437860,I,,POINT (87360.64900000021 437876.33669999987)
kruispunten_kenmerk.600,T-kruispunt met voorrangsregeling,N,N,J,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Rechtdoor en rechtsaf toegestaan voor de linker zijstraat (D6R),,EUROPALAAN,R,7.12200022,032,KPK0001438435,I,,POINT (209425.38760000095 521438.82360000163)
kruispunten_kenmerk.601,Kruispunt zonder voorrangsregeling,N,J,J,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,N324,R,130.33799744,050,KPK0001438729,I,,POINT (167822.67419999838 415922.5144000016)
kruispunten_kenmerk.602,Kruispunt zonder voorrangsregeling,N,J,J,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,N324,R,130.24200439,050,KPK0001438733,I,,POINT (167798.90419999883 415927.311900001)
kruispunten_kenmerk.603,Kruispunt zonder voorrangsregeling,N,N,J,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,VBW. c & d RW59                VORSTENGRAFDONK,R,130.67500305,050,KPK0001438734,I,,POINT (167676.60399999842 416330.32829999924)
kruispunten_kenmerk.604,Niet indeelbaar,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor de rechter zijstraat (D4),,VRACHTVERKEER,R,28.29100037,073,KPK0001438979,I,,POINT (202773.560899999 364226.7023999989)
kruispunten_kenmerk.605,Rotonde,N,N,N,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,WEST NIEUWLANDSEDIJK           BROUWERSDAM BINNENZ,R,35.82300186,057,KPK0001439974,I,,POINT (51335.94420000166 423693.5414999984)
kruispunten_kenmerk.606,Kruispunt met fysieke scheiding van de rijbanen,N,N,J,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,KABBELAARSBANK,R,39.91400146,057,KPK0001439975,I,,POINT (49178.59760000184 420350.81430000067)
kruispunten_kenmerk.607,Kruispunt met fysieke scheiding van de rijbanen,N,N,J,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,KABBELAARSBANK,R,39.9129982,057,KPK0001439976,I,,POINT (49185.96810000017 420343.34690000117)
kruispunten_kenmerk.608,T-kruispunt met voorrangsregeling,N,N,N,Alle rijrichtingen toegestaan bij een zijstraat,,,DORPSWEG,R,47.84799957,057,KPK0001439982,I,,POINT (45953.558499999344 413785.5511999987)
kruispunten_kenmerk.609,T-kruispunt met voorrangsregeling,N,N,N,Alle rijrichtingen toegestaan bij een zijstraat,,,STOLPWEG,R,49.22000122,057,KPK0001439985,I,,POINT (44802.288600001484 413834.7067000009)
kruispunten_kenmerk.610,T-kruispunt met voorrangsregeling,N,N,N,Alle rijrichtingen toegestaan bij een zijstraat,,,LUCHTENBURGHSEWEG,R,50.98799896,057,KPK0001439988,I,,POINT (43098.80739999935 413377.04089999944)
kruispunten_kenmerk.611,Kruispunt zonder voorrangsregeling,N,N,N,Rechtdoor met rechtsaf toegestaan (linksaf verbod) voor de rechter hoofdrijbaan (D6R),Rechtsaf OF linksaf OF beide afslagen toegestaan (D5R of D5L of D7),,ZIJSTRAAT,R,51.92399979,057,KPK0001439997,I,,POINT (42198.27980000153 413444.7496000007)
kruispunten_kenmerk.612,Rotonde,N,N,N,Alle rijrichtingen toegestaan bij een zijstraat,,,SEROOSKERKSEWEG=N652,R,52.13299942,057,KPK0001440001,I,,POINT (42034.23910000175 413403.28620000184)
kruispunten_kenmerk.613,Rotonde,N,N,N,Alle rijrichtingen toegestaan bij een zijstraat,,,SEROOSKERKSEWEG=N652,R,52.13299942,057,KPK0001440002,I,,POINT (42034.23910000175 413403.28620000184)
kruispunten_kenmerk.614,Rotonde,N,N,N,Alle rijrichtingen toegestaan bij een zijstraat,,,DE ROTERIJ,R,52.20299911,057,KPK0001440003,I,,POINT (42024.63210000098 413397.9285000004)
kruispunten_kenmerk.615,Rotonde,N,N,N,Alle rijrichtingen toegestaan bij een zijstraat,,,DE ROTERIJ,R,52.20299911,057,KPK0001440004,I,,POINT (42024.63210000098 413397.9285000004)
kruispunten_kenmerk.616,Rotonde,N,N,N,"Rechtdoor met rechtsaf toegestaan, EN keerverbod bij gelijkvloerse kruising (D6R + F7)",,,EEPERKWEG                      PARALLELWEG N57,R,73.56800079,057,KPK0001440018,I,,POINT (31014.6790000014 398059.7467)
kruispunten_kenmerk.617,Rotonde,N,N,N,"Rechtdoor met rechtsaf toegestaan, EN keerverbod bij gelijkvloerse kruising (D6R + F7)",,,ONBEKEND,R,73.56800079,057,KPK0001440019,I,,POINT (31044.123500000685 398052.37590000033)
kruispunten_kenmerk.618,Kruispunt met fysieke scheiding van de rijbanen,N,N,J,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,BERMWEG                        HAVENDORPWEG,R,171.37399292,058,KPK0001442575,I,,POINT (30565.80070000142 386847.9279000014)
kruispunten_kenmerk.619,Pseudo kruispunt met fysieke scheiding van de rijbanen,N,N,J,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,L,SLOEWEG                        VLISSINGSESTRAAT,R,171.37399292,058,KPK0001442576,I,,POINT (30566.943900000304 386830.9397)
kruispunten_kenmerk.620,Pseudo kruispunt met fysieke scheiding van de rijbanen,J,J,J,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,J.F.KENNEDYLAAN                PAST.VAN DEN HOUTSTRAAT,R,4.48099995,065,KPK0001442606,I,,POINT (148034 407462)
kruispunten_kenmerk.621,T-kruispunt met voorrangsregeling,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Rechtdoor en linksaf toegestaan voor de linker zijstraat (D6L),,MAASDIJK,R,21.25200081,027,KPK0001444089,I,,POINT (120425.98290000111 414051.88010000065)
kruispunten_kenmerk.622,T-kruispunt met voorrangsregeling,N,N,N,Alle rijrichtingen toegestaan bij een zijstraat,,,CARP.PL,R,24.06500053,027,KPK0001444090,I,,POINT (122007.94090000167 416425.48530000076)
kruispunten_kenmerk.683,Kruispunt met voorrangsregeling,N,N,N,"Rechtdoor met rechtsaf toegestaan, EN keerverbod bij gelijkvloerse kruising (D6R + F7)",,,BS.PPL.'BERGH-NOORD',R,149.16200256,012,KPK0001454396,I,,POINT (208083.68829999864 435523.4759999998)
kruispunten_kenmerk.623,Kruispunt met voorrangsregeling,N,J,N,Rechtdoor met rechtsaf toegestaan (linksaf verbod) voor de rechter hoofdrijbaan (D6R),Rechtdoor met rechtsaf toegestaan en keerverbod voor beide zijstraten (D6R + F7),,FIETSOVERSTEEKPLAATS,R,4.14099979,037,KPK0001444185,I,,POINT (231398.5885999985 525906.8911999986)
kruispunten_kenmerk.624,Kruispunt met voorrangsregeling,N,N,J,"Alleen rechtdoor, er geldt geen keerverbod op beide hoofdrijbanen (D4)",Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,BUSBAAN,R,71.93699646,058,KPK0001444380,I,,POINT (108591.05680000037 399054.1548999995)
kruispunten_kenmerk.625,Kruispunt met voorrangsregeling,N,N,J,"Alleen rechtdoor, er geldt geen keerverbod op beide hoofdrijbanen (D4)",Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,WEG NAAR DE VAL,R,16.68400002,059,KPK0001444419,I,,POINT (55093.971599999815 407817.5240000002)
kruispunten_kenmerk.626,Kruispunt met voorrangsregeling,N,N,J,"Alleen rechtdoor, er geldt geen keerverbod op beide hoofdrijbanen (D4)",Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,WEG NAAR DE VAL,R,16.68400002,059,KPK0001444420,I,,POINT (55110.50499999896 407826.7030000016)
kruispunten_kenmerk.627,Rotonde,N,N,N,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,RIJKSSTRAATWEG                 PAR.WEG,R,26.41799927,059,KPK0001444424,I,,POINT (64365.50939999893 408653.0067999996)
