objectid;dragertype;pkey;geo_shape;geo_point_2d;bordtype;gsmcode;volgorde;datum_plaatsing
2034;Lichtmast;67F49B51-D44C-45BE-AE8D-8A3527D0E0FC;"{""coordinates"": [5.470726772352207, 51.4333625074237], ""type"": ""Point""}";51.4333625074237, 5.470726772352207;GSM;5183;1;
1761;Lichtmast;D1C3F673-BD89-4C19-8DC3-41542B7B0877;"{""coordinates"": [5.391758107756752, 51.45273541456588], ""type"": ""Point""}";51.45273541456588, 5.391758107756752;BW112zbh;;2;
2212;Flespaal;3C2B3113-4825-47F2-8039-2C502D4D545E;"{""coordinates"": [5.481157394218728, 51.450669288577444], ""type"": ""Point""}";51.450669288577444, 5.481157394218728;BW112zb;;1;
2391;Lichtmast;E7718156-CB09-4FBF-A09F-2A9E0832EF74;"{""coordinates"": [5.474773894006231, 51.43201239948629], ""type"": ""Point""}";51.43201239948629, 5.474773894006231;BW112zbh;;2;
1928;Lichtmast;DD715935-C5A9-488F-8659-32BAE6387DD3;"{""coordinates"": [5.483336981697853, 51.43511045321817], ""type"": ""Point""}";51.43511045321817, 5.483336981697853;BW112zb;;3;
1676;Lichtmast;D003417D-2A76-4917-84A0-DC50251F1DF9;"{""coordinates"": [5.394414346761529, 51.45385310712785], ""type"": ""Point""}";51.45385310712785, 5.394414346761529;BW112R__OB401PA;;2;
2037;Lichtmast;AC4DBF56-55BB-48F2-8A58-C959471FA151;"{""coordinates"": [5.4642499248515, 51.43506518834928], ""type"": ""Point""}";51.43506518834928, 5.4642499248515;BW112R__OB401PA;;2;
1620;Lichtmast;729DD6A8-FDE2-494A-9EEA-A4E2C284AA97;"{""coordinates"": [5.4739188744165475, 51.43499988683277], ""type"": ""Point""}";51.43499988683277, 5.4739188744165475;GSM;5126;1;
2160;Flespaal;CC7FD2E1-A49F-47EC-AA4B-9B674CC4B130;"{""coordinates"": [5.4497097666507175, 51.447066440772915], ""type"": ""Point""}";51.447066440772915, 5.4497097666507175;BW112zbh;;2;
2443;Flespaal;EED62702-74B0-4C97-8BD9-8B2940B7CB73;"{""coordinates"": [5.455136267426686, 51.443183825406365], ""type"": ""Point""}";51.443183825406365, 5.455136267426686;BW112zb;;1;
3041;Flespaal;A58FD4BE-01F2-4681-91C4-67D5B8DA9D42;"{""coordinates"": [5.467768108018951, 51.43358546313057], ""type"": ""Point""}";51.43358546313057, 5.467768108018951;BW112ze;;;
2294;Lichtmast;06D03082-C0C5-4A5D-874A-C722EF70B34E;"{""coordinates"": [5.471399273431856, 51.45153839213732], ""type"": ""Point""}";51.45153839213732, 5.471399273431856;GSM;5143;1;
2295;Lichtmast;06D03082-C0C5-4A5D-874A-C722EF70B34E;"{""coordinates"": [5.471399273431856, 51.45153839213732], ""type"": ""Point""}";51.45153839213732, 5.471399273431856;GSM;5143;1;
1607;Flespaal;83186BD9-82FD-4D37-AFBD-6F853F5D835F;"{""coordinates"": [5.4743694648261725, 51.43615170955238], ""type"": ""Point""}";51.43615170955238, 5.4743694648261725;BW112zbh;;1;
2675;Lichtmast;5C6E460D-D8B0-42C2-9A07-E3E45DA2BC50;"{""coordinates"": [5.466353471384906, 51.43523916358332], ""type"": ""Point""}";51.43523916358332, 5.466353471384906;GSM;5183;1;
2201;Flespaal;689B6AE4-497C-49DC-B998-FA8F408837CE;"{""coordinates"": [5.478034274397726, 51.447833941105465], ""type"": ""Point""}";51.447833941105465, 5.478034274397726;GSM;;3;
2369;Lichtmast;E4636863-3910-4EB8-B703-4C2A71BAA67A;"{""coordinates"": [5.491063131908607, 51.435153771351075], ""type"": ""Point""}";51.435153771351075, 5.491063131908607;GSM;5179;1;
2421;Lichtmast;EA89319A-C734-46C1-9E4C-3EC9EBECBBC3;"{""coordinates"": [5.454912405354794, 51.44137963345296], ""type"": ""Point""}";51.44137963345296, 5.454912405354794;BW112ze;;1;
2437;Lichtmast;8FA1A78F-4247-4217-AD19-B67DD2972577;"{""coordinates"": [5.458004189240481, 51.443279538252426], ""type"": ""Point""}";51.443279538252426, 5.458004189240481;GSM;5157;1;
1666;Lichtmast;4000B4F8-64C0-4B4F-949B-365BB556A9EB;"{""coordinates"": [5.47591500439712, 51.43292032472883], ""type"": ""Point""}";51.43292032472883, 5.47591500439712;BW112zb;;2;
2053;Lichtmast;C2539141-C466-4CEC-8A42-CFD63E0F494F;"{""coordinates"": [5.493572147586613, 51.44022528853859], ""type"": ""Point""}";51.44022528853859, 5.493572147586613;BW112L__OB401PA;;1;
2383;Lichtmast;A7A25D42-04FC-44C5-90D6-0BC03E89ACC7;"{""coordinates"": [5.475382763308051, 51.43143090257414], ""type"": ""Point""}";51.43143090257414, 5.475382763308051;E08-1;;3;
2366;Lichtmast;FD435D24-A99A-473D-98EE-EB032CF842E4;"{""coordinates"": [5.47368724446393, 51.4334332791593], ""type"": ""Point""}";51.4334332791593, 5.47368724446393;GSM;5177;1;
1828;Lichtmast;00B33F3A-8236-4360-A951-461BC6BA6E30;"{""coordinates"": [5.456234023291091, 51.44111980425982], ""type"": ""Point""}";51.44111980425982, 5.456234023291091;GSM;5157;1;
2549;Lichtmast;F58FE688-B0E6-4BB5-B1D8-5C793C6B784B;"{""coordinates"": [5.474127687733263, 51.43005814101952], ""type"": ""Point""}";51.43005814101952, 5.474127687733263;GSM;5177;;
2620;Lichtmast;E91597A5-0037-4F99-9C18-ADA95C2BEDB9;"{""coordinates"": [5.466452737051013, 51.43893667474963], ""type"": ""Point""}";51.43893667474963, 5.466452737051013;BW112L__OB401PA;;;
2621;Lichtmast;E91597A5-0037-4F99-9C18-ADA95C2BEDB9;"{""coordinates"": [5.466452737051013, 51.43893667474963], ""type"": ""Point""}";51.43893667474963, 5.466452737051013;GSM;5157;2;
1930;Lichtmast;F99FEA3C-99E6-422A-85B6-29C150C30A32;"{""coordinates"": [5.485505446232887, 51.43712204642565], ""type"": ""Point""}";51.43712204642565, 5.485505446232887;GSM;5179;1;
1705;Flespaal;BBE57D0E-8FE6-49DF-89FA-218291FC3198;"{""coordinates"": [5.4725915265494445, 51.469479385608935], ""type"": ""Point""}";51.469479385608935, 5.4725915265494445;BW112zb;;1;
1913;Flespaal;A7178BB5-BA3F-452E-8C2D-1DE83E9E9095;"{""coordinates"": [5.4808259228051455, 51.43996118301441], ""type"": ""Point""}";51.43996118301441, 5.4808259228051455;BW112zb;;;
2451;Lichtmast;4D5C64CA-DE69-4315-86FA-7C80423EA170;"{""coordinates"": [5.473136224055619, 51.43357681310751], ""type"": ""Point""}";51.43357681310751, 5.473136224055619;BW112zbh;;1;
2262;Lichtmast;0E36C09F-B80F-48B3-966D-25E0F0909CBF;"{""coordinates"": [5.470391643769688, 51.436019188476905], ""type"": ""Point""}";51.436019188476905, 5.470391643769688;BW112L__OB401PA;;;
1746;Lichtmast;64B7D2DD-DD2F-465B-8901-0138D396FEEF;"{""coordinates"": [5.397102341466671, 51.46034085472963], ""type"": ""Point""}";51.46034085472963, 5.397102341466671;BW112zb;;1;
2190;Lichtmast;26C84222-BA7E-4070-8AF6-D511EDDBDC85;"{""coordinates"": [5.490895922710608, 51.4430127701065], ""type"": ""Point""}";51.4430127701065, 5.490895922710608;GSM;5166;2;
2522;Flespaal;697E2556-63D4-429B-8EF0-6DF159F6B70B;"{""coordinates"": [5.468145702445416, 51.452178390189715], ""type"": ""Point""}";51.452178390189715, 5.468145702445416;BW112ze;;1;
1745;Lichtmast;E51AF243-167D-4391-A9C1-4137530672AF;"{""coordinates"": [5.398356423348721, 51.45722724581551], ""type"": ""Point""}";51.45722724581551, 5.398356423348721;BW112L__OB401PA;;;
2647;Lichtmast;BE1C3195-7C8A-448F-A196-43285ABD7B51;"{""coordinates"": [5.468615808042447, 51.44022489598625], ""type"": ""Point""}";51.44022489598625, 5.468615808042447;GSM;5157;1;
2707;Lichtmast;9F8BE811-880B-464D-96FF-F96390BC3D8C;"{""coordinates"": [5.484297239801969, 51.42934964322786], ""type"": ""Point""}";51.42934964322786, 5.484297239801969;GSM;5178;2;
2114;Flespaal;9191CF0E-9C2D-477D-8B5D-2A4207145FDA;"{""coordinates"": [5.488233096220497, 51.43051669522216], ""type"": ""Point""}";51.43051669522216, 5.488233096220497;BW112ze;;1;
1999;Lichtmast;70BBC001-D981-4DC8-B54D-E78D6642E55C;"{""coordinates"": [5.48371112003513, 51.44259728951298], ""type"": ""Point""}";51.44259728951298, 5.48371112003513;GSM;5114;;
2299;Lichtmast;7719A1ED-A7FE-46F3-ACCB-0269A2808B32;"{""coordinates"": [5.479017219715947, 51.44660639597326], ""type"": ""Point""}";51.44660639597326, 5.479017219715947;GSM;5132;;
2099;Lichtmast;B5794759-614A-4DF4-A113-3F13351B81E3;"{""coordinates"": [5.493529849567517, 51.44337994415044], ""type"": ""Point""}";51.44337994415044, 5.493529849567517;GSM;5166;1;
1731;Lichtmast;A4E31220-B06A-4462-A72E-A6BF0C0D39BB;"{""coordinates"": [5.470954971078007, 51.44715983454249], ""type"": ""Point""}";51.44715983454249, 5.470954971078007;BW112L__OB401PA;;1;
2308;Lichtmast;FF3718E4-CE87-47BA-979E-38627D347618;"{""coordinates"": [5.481679216679148, 51.44934847367247], ""type"": ""Point""}";51.44934847367247, 5.481679216679148;GSM;5151;1;
3040;Lichtmast;27696DEB-FF54-4906-8D4D-EAC7570E211D;"{""coordinates"": [5.469351859986026, 51.44074224217548], ""type"": ""Point""}";51.44074224217548, 5.469351859986026;BW112L__OB401PA;;2;
1968;Flespaal;178B5B6A-4C44-47D6-87C3-3FB753FFE9E2;"{""coordinates"": [5.477361354599007, 51.46900865890739], ""type"": ""Point""}";51.46900865890739, 5.477361354599007;GSM;5190;1;
1642;Lichtmast;5F1C914E-D4B5-4B5D-9276-B3BB2D8195FC;"{""coordinates"": [5.478664152515431, 51.442238167775166], ""type"": ""Point""}";51.442238167775166, 5.478664152515431;GSM;5110;1;
2584;Flespaal;26E37F22-E447-437D-8DA2-D100EAE2368E;"{""coordinates"": [5.462205214725773, 51.43588174490903], ""type"": ""Point""}";51.43588174490903, 5.462205214725773;BW112;;1;
2585;Flespaal;26E37F22-E447-437D-8DA2-D100EAE2368E;"{""coordinates"": [5.462205214725773, 51.43588174490903], ""type"": ""Point""}";51.43588174490903, 5.462205214725773;OB502;;2;
2348;Lichtmast;3D81E7AC-F43D-4E6F-B8B2-37B39FDF97C0;"{""coordinates"": [5.460479737321987, 51.44157188225099], ""type"": ""Point""}";51.44157188225099, 5.460479737321987;GSM;5157;1;
2139;Lichtmast;A80C7316-F506-4BA8-8B14-9198C48976F7;"{""coordinates"": [5.452504484695912, 51.445252811535326], ""type"": ""Point""}";51.445252811535326, 5.452504484695912;GSM;5157;1;20190701000000
1766;Flespaal;F44EAA6A-C194-429D-9A03-CBD494614F84;"{""coordinates"": [5.393217475857059, 51.45393764189894], ""type"": ""Point""}";51.45393764189894, 5.393217475857059;GSM;5191;1;
2468;Lichtmast;4E6EA493-F041-4087-9677-82DBD224A79E;"{""coordinates"": [5.478033881830081, 51.43412531593775], ""type"": ""Point""}";51.43412531593775, 5.478033881830081;GSM;5119;1;
2049;Lichtmast;C360C578-8F04-4DF9-ACF1-AA1E06797AC7;"{""coordinates"": [5.463141197756364, 51.43558798748893], ""type"": ""Point""}";51.43558798748893, 5.463141197756364;GSM;5183;3;
2225;Lichtmast;C360C578-8F04-4DF9-ACF1-AA1E06797AC7;"{""coordinates"": [5.463141197756364, 51.43558798748893], ""type"": ""Point""}";51.43558798748893, 5.463141197756364;OB502;;2;
2656;Lichtmast;30BAB93D-5A3E-4CF0-98CE-A72265EF51DB;"{""coordinates"": [5.467166764124521, 51.43415946324385], ""type"": ""Point""}";51.43415946324385, 5.467166764124521;GSM;5183;1;
1895;Lichtmast;59CE8CAC-7B22-4EA2-9330-FEF24F9F3530;"{""coordinates"": [5.487251832010985, 51.43246984311956], ""type"": ""Point""}";51.43246984311956, 5.487251832010985;GSM;5141;2;
2132;Flespaal;76BD787C-15E0-4DA7-B603-5216690E3D41;"{""coordinates"": [5.4523434561851705, 51.44533558228536], ""type"": ""Point""}";51.44533558228536, 5.4523434561851705;BW112zb;;1;20190701000000
1844;Flespaal;359BCD97-A6E5-434A-A394-3649B560F324;"{""coordinates"": [5.454399988592404, 51.44412696115792], ""type"": ""Point""}";51.44412696115792, 5.454399988592404;BW112ze;;1;
1841;Flespaal;359BCD97-A6E5-434A-A394-3649B560F324;"{""coordinates"": [5.454399988592404, 51.44412696115792], ""type"": ""Point""}";51.44412696115792, 5.454399988592404;BW112zb;;1;
1644;Lichtmast;B2F94026-59A6-4A43-84E6-5D6367E93440;"{""coordinates"": [5.4876605719300695, 51.44257203175555], ""type"": ""Point""}";51.44257203175555, 5.4876605719300695;GSM;5166;;
2069;Flespaal;46D2B983-8749-4FC1-B6FA-3C65D050F86F;"{""coordinates"": [5.450845392240666, 51.44781386170326], ""type"": ""Point""}";51.44781386170326, 5.450845392240666;BW112zbh;;1;
2218;Flespaal;3961B213-0FEB-496C-A500-E35B19F17998;"{""coordinates"": [5.4784029827960214, 51.434107431088016], ""type"": ""Point""}";51.434107431088016, 5.4784029827960214;BW112ze;;1;
3042;Flespaal;E5E0564D-7E0B-4208-BDBF-BA696E5AE40D;"{""coordinates"": [5.465372272253217, 51.43257102634114], ""type"": ""Point""}";51.43257102634114, 5.465372272253217;BW112ze;;;
3081;Flespaal;5459562F-E71F-4FEF-AD86-EF8116A36537;"{""coordinates"": [5.464231676731978, 51.43522287346384], ""type"": ""Point""}";51.43522287346384, 5.464231676731978;BW112;;1;
3070;Lichtmast;DB70E3E3-B378-40DC-86E8-189A3AFEC805;"{""coordinates"": [5.468142491691293, 51.43551305828769], ""type"": ""Point""}";51.43551305828769, 5.468142491691293;GSM;5183;1;
3202;Flespaal;0907A89F-9D82-44B0-BCFA-FA3B4C3E390F;"{""coordinates"": [5.46947433546443, 51.441234609818025], ""type"": ""Point""}";51.441234609818025, 5.46947433546443;BW112zbh;;1;
2008;Lichtmast;717A4E07-2CE5-4B18-82BF-7C0C95C948C9;"{""coordinates"": [5.468399414556601, 51.43077056060695], ""type"": ""Point""}";51.43077056060695, 5.468399414556601;GSM;;;
1956;Lichtmast;A9CEF802-DE71-4B39-A4B2-056D91DB6187;"{""coordinates"": [5.478705984963064, 51.44211609573887], ""type"": ""Point""}";51.44211609573887, 5.478705984963064;GSM;5110;1;
2556;Lichtmast;49D9FFAA-123C-47F0-A229-A83B98846082;"{""coordinates"": [5.465317510260127, 51.43735013449817], ""type"": ""Point""}";51.43735013449817, 5.465317510260127;BW112zbh;;1;
2318;Lichtmast;DF22EE11-CB92-4752-8F92-6816156F5E38;"{""coordinates"": [5.475894304622795, 51.447595334847975], ""type"": ""Point""}";51.447595334847975, 5.475894304622795;GSM;5150;1;
2471;Flespaal;4EB6547E-8255-476B-8566-1D4245DD4FBB;"{""coordinates"": [5.3901251055801636, 51.45577568939789], ""type"": ""Point""}";51.45577568939789, 5.3901251055801636;BW112zbh;;1;
2293;Lichtmast;8AB276CC-98F7-4A2A-BD66-EE54A1E6A2AF;"{""coordinates"": [5.474667407670447, 51.44525964851023], ""type"": ""Point""}";51.44525964851023, 5.474667407670447;GSM;5154;1;
2122;Flespaal;EFAC8481-93BC-4A12-9E2C-33BC8199498E;"{""coordinates"": [5.460044325843493, 51.43859507980265], ""type"": ""Point""}";51.43859507980265, 5.460044325843493;BW112ze;;1;20190701000000
1829;Lichtmast;117159C0-C9D5-45D6-B2F8-3813E6BFA667;"{""coordinates"": [5.393638201363311, 51.45818135610367], ""type"": ""Point""}";51.45818135610367, 5.393638201363311;GSM;5191;1;
1808;Flespaal;1DC35A3A-84D9-492D-B41F-42242D392BC4;"{""coordinates"": [5.488605393403663, 51.42686965588801], ""type"": ""Point""}";51.42686965588801, 5.488605393403663;BW112zbh;;;
2629;Lichtmast;F1F21D2D-9C6D-4103-B2A2-DEDA84CBAAB6;"{""coordinates"": [5.468505631379352, 51.43397815076991], ""type"": ""Point""}";51.43397815076991, 5.468505631379352;GSM;5183;1;
1699;Flespaal;CA71DAA6-E4BB-46B9-B8A3-061C36002DEC;"{""coordinates"": [5.477855086489713, 51.471028493344804], ""type"": ""Point""}";51.471028493344804, 5.477855086489713;BW112ze;;1;
2298;Lichtmast;543EA60F-CE8D-4B98-8FAA-427B54D90E3F;"{""coordinates"": [5.489607969089977, 51.439288949856795], ""type"": ""Point""}";51.439288949856795, 5.489607969089977;GSM;5182;;
2554;Lichtmast;90B61D49-631F-4DF0-891C-D325800834C7;"{""coordinates"": [5.49047168463759, 51.43977559335123], ""type"": ""Point""}";51.43977559335123, 5.49047168463759;GSM;5182;2;
3169;Flespaal;D9903886-6AA9-4F3D-A469-A5E4B3522178;"{""coordinates"": [5.485813037667606, 51.43127480509801], ""type"": ""Point""}";51.43127480509801, 5.485813037667606;BW112ze;;1;
2505;Flespaal;E64356CB-ED0B-4E20-8977-B5721330D53B;"{""coordinates"": [5.478114650117868, 51.42920705623509], ""type"": ""Point""}";51.42920705623509, 5.478114650117868;BW112ze;;1;
2529;Lichtmast;1B812042-E26B-457D-961C-6EAF7E80E716;"{""coordinates"": [5.4641478064586035, 51.4386757228873], ""type"": ""Point""}";51.4386757228873, 5.4641478064586035;BW112R__OB401PA;;1;
3151;Lichtmast;FE99FBC7-DAC1-4F06-86EF-1D4585EF7F13;"{""coordinates"": [5.457774477648003, 51.43941957170932], ""type"": ""Point""}";51.43941957170932, 5.457774477648003;BW112R__OB401PA;;1;
1744;Lichtmast;B02A1CAE-9A51-4939-9EF2-6005A02397BC;"{""coordinates"": [5.476203662716127, 51.445364401150584], ""type"": ""Point""}";51.445364401150584, 5.476203662716127;GSM;5150;3;
2003;Lichtmast;B02A1CAE-9A51-4939-9EF2-6005A02397BC;"{""coordinates"": [5.476203662716127, 51.445364401150584], ""type"": ""Point""}";51.445364401150584, 5.476203662716127;BW112ze;;1;
1693;Flespaal;5080BCA4-7A0C-4C32-971B-A909395F8D8E;"{""coordinates"": [5.4779444658344, 51.47164356214783], ""type"": ""Point""}";51.47164356214783, 5.4779444658344;BW112ze;;1;
2118;Lichtmast;5FCE284B-B9E0-42D4-AC33-7BC6E26344CE;"{""coordinates"": [5.462064009376727, 51.43877101662245], ""type"": ""Point""}";51.43877101662245, 5.462064009376727;BW112R__OB401PA;;1;20190701000000
2020;Lichtmast;5895F6F9-9065-40F1-8B68-2BA2219ECEEF;"{""coordinates"": [5.468030064826615, 51.451856116475724], ""type"": ""Point""}";51.451856116475724, 5.468030064826615;BW112ze;;1;
2550;Lichtmast;4B2B84F4-7398-49DB-AD6C-400E32DCCDC2;"{""coordinates"": [5.473147044151374, 51.429159630087604], ""type"": ""Point""}";51.429159630087604, 5.473147044151374;GSM;5177;;
2475;Flespaal;8FC25937-DA9D-4B9E-8381-7D2CCCFF1795;"{""coordinates"": [5.472936877060795, 51.43550663629353], ""type"": ""Point""}";51.43550663629353, 5.472936877060795;BW112ze;5735;1;
2234;Flespaal;6BB75CA8-8A52-44A3-B1E7-35A9BD61F795;"{""coordinates"": [5.472761790050353, 51.44472093949634], ""type"": ""Point""}";51.44472093949634, 5.472761790050353;BW112zb;;1;
2509;Lichtmast;E061DC59-0D6D-40BE-8E1A-05317ED0E8FE;"{""coordinates"": [5.477159699278361, 51.431560804412236], ""type"": ""Point""}";51.431560804412236, 5.477159699278361;GSM;5177;1;
2571;Lichtmast;02A9B227-E749-49A9-A0AF-24AB8C3ED86B;"{""coordinates"": [5.492918171524205, 51.43973508818762], ""type"": ""Point""}";51.43973508818762, 5.492918171524205;GSM;5182;2;
2746;Lichtmast;02A9B227-E749-49A9-A0AF-24AB8C3ED86B;"{""coordinates"": [5.492918171524205, 51.43973508818762], ""type"": ""Point""}";51.43973508818762, 5.492918171524205;BW112R__OB401PA;;1;
2673;Lichtmast;1102F902-E401-4BFB-A82A-5CB2F6789B20;"{""coordinates"": [5.487824902950253, 51.4364149223586], ""type"": ""Point""}";51.4364149223586, 5.487824902950253;BW112L__OB401PA;;1;
2185;Lichtmast;A66F049C-15D0-49E2-A6B0-314A3DE1695D;"{""coordinates"": [5.488597160545399, 51.43691585193707], ""type"": ""Point""}";51.43691585193707, 5.488597160545399;GSM;5179;1;
2176;Lichtmast;ECF3C2A5-3281-4082-8A47-3983BBA2234A;"{""coordinates"": [5.467059442461605, 51.431939351955236], ""type"": ""Point""}";51.431939351955236, 5.467059442461605;GSM;5183;;
3102;Lichtmast;1E36A28C-FA41-412A-9EEE-AE0670A557FB;"{""coordinates"": [5.496557072980165, 51.44376658739502], ""type"": ""Point""}";51.44376658739502, 5.496557072980165;BW112zb;;;
1763;Lichtmast;562D4F78-4A0A-46F8-8377-79D8E69365CE;"{""coordinates"": [5.389697665646062, 51.45543497698376], ""type"": ""Point""}";51.45543497698376, 5.389697665646062;GSM;5191;1;
2164;Lichtmast;52064410-D771-4A60-AA59-D077F953CB3E;"{""coordinates"": [5.469367840263281, 51.43248620078624], ""type"": ""Point""}";51.43248620078624, 5.469367840263281;BW112L__OB401PA;;1;
2055;Lichtmast;DE53CA00-179E-422C-B05F-D63B6DB7128B;"{""coordinates"": [5.479870800334053, 51.43120984845839], ""type"": ""Point""}";51.43120984845839, 5.479870800334053;GSM;5178;1;
3155;Flespaal;E8D6F62A-4BE9-46AC-90A3-1C556DE0ECCC;"{""coordinates"": [5.477691370197565, 51.46972355818045], ""type"": ""Point""}";51.46972355818045, 5.477691370197565;E08r;;1;
2341;Lichtmast;64054FE5-6060-4350-A8B1-B7BBDB260C9B;"{""coordinates"": [5.4691070180854675, 51.435554536711834], ""type"": ""Point""}";51.435554536711834, 5.4691070180854675;GSM;5183;1;
2059;Lichtmast;71FC3C01-CCCA-4C24-A0F3-3691FD3FBC4F;"{""coordinates"": [5.476729231787808, 51.43474791881941], ""type"": ""Point""}";51.43474791881941, 5.476729231787808;GSM;5135;1;
1748;Flespaal;0F37C2B1-3893-4423-A3E9-22366072AA59;"{""coordinates"": [5.39937697504696, 51.455244439309276], ""type"": ""Point""}";51.455244439309276, 5.39937697504696;BW112zb;;1;
1834;Flespaal;3F805E39-6261-4DDB-85EA-C00B34759263;"{""coordinates"": [5.4898927481067625, 51.42573561579363], ""type"": ""Point""}";51.42573561579363, 5.4898927481067625;BW112zb;;;
1947;Flespaal;660992A9-6D32-4A84-8027-DD27D797F0FA;"{""coordinates"": [5.483619102780592, 51.43885900422218], ""type"": ""Point""}";51.43885900422218, 5.483619102780592;BW112;;;
