Ministerie;Leverancier;1000 - Personele exploitatie overig;1110 - Verhuiskosten personeel (binnen- en buitenland);1120 - Arbeidsomstandigheden en personele zorg (incl. BHV middelen);1130 - Representatie voor eigen personeel;1140 - Instroom, doorstroom en uitstroom van personeel;1150 - Studie en opleiding;1160 - Personeelsevenementen, - bijeenkomsten en recepties;1170 - Noodzakelijke contributies van personeel;1180 - Reis en verblijfkosten;Eindtotaal
AZ;CorpTV;;;;;;1;;;;1
AZ;Crowne Plaza Changi Airport;;;;;;;;;1;1
AZ;CTM Solution B.V.;;;;;;1;;;;1
AZ;Data Driven Marketing Association;;;;;;;;1;;1
AZ;Daumas Communicatie B.V.;;;;;;1;;;;1
AZ;De Baak B.V.;;;;;;2;;;;2
AZ;De Nonnen in Vught;;;;;;1;;;;1
AZ;Debatrix;;;;;;1;;;;1
AZ;Delft Congress Support B.V.;;;;;;1;;;;1
AZ;Deloitte Consulting B.V.;;;;;;1;;;;1
AZ;DIOR Opleidingen;;;;;;1;;;;1
AZ;Dudok Den Haag B.V.;;;;1;;;;;;1
AZ;Expo Team B.V.;;;1;;;;;;;1
AZ;Firebrand Training BeNeLux B.V.;;;;;;1;;;;1
AZ;Fortune Factory B.V.;;;;1;;;;;;1
AZ;Fotografie : Paul Voorham;;;;1;;;;;;1
AZ;Frederik B.V.;;;;1;;;;;;1
AZ;FrederIQ;;;;;;1;;;;1
AZ;Gastronomia Lusso;;;;;;;1;;;1
AZ;Genootschap Onze Taal;;;;;;;;1;;1
AZ;Gispen Kantoorinrichting;;;1;;;;;;;1
AZ;Global Knowledge;;;;;;1;;;;1
AZ;Go B.V.;;;;;;1;;;;1
AZ;GoodHabitz Netherlands B.V.;;;;;;2;;;;2
AZ;Governance University (Netherlands) B.V.;;;;;;1;;;;1
AZ;GPAW;;;;;1;;;;;1
AZ;Grieks Restaurant Greekz;;;;;;;1;;;1
AZ;Gusto Mangia e Bevi;;;;1;;;;;;1
AZ;Haagse Hogeschool;;;;;;1;;;;1
AZ;Happy Meat B.V.;;;;1;;;;;;1
AZ;Heering Office;;;1;;;;;;;1
AZ;Het Bakkertje;;;;1;;;1;;;1
AZ;Het Effectieve Werken B.V.;;;;;;1;;;;1
AZ;High Five Fitness Network B.V.;;;1;;;;;;;1
AZ;Holding Beheermaatschappij Ropeni B.V.;;;;1;;;1;;;1
AZ;Holland Catering Specialisten Loc. Woudestein;;;;;;;1;;;1
AZ;Hotel Contact B.V.;;;;;;;;;1;1
AZ;House of Lords B.V.;;;;1;;;1;;;1
AZ;Hudson Danzig B.V.;;;;1;;;;;;1
AZ;ICM Opleidingen & Trainingen B.V.;;;;;;1;;;;1
AZ;ID Wear B.V.;;;1;;;;;;;1
AZ;Inbraakpreventie 'M.I.B.' B.V.;;2;;;;;;;;2
AZ;ING Bank N.V.;;;;;;;1;;1;1
AZ;Inner Side Coaching;;;;;;1;;;;1
AZ;Irish Flowers;;;;;;;1;;;1
AZ;Jinc;;;;;2;;;;;2
AZ;KLM Health Services B.V.;;;1;;;;;;;1
AZ;Kon. Ned. Veren. van Informatieprofessionals;;;;;;;;1;;1
AZ;KSG B.V.;;;;;;1;;;;1
AZ;KSG Trainers & Consultants;;;;;;1;;;;1
AZ;Laudius B.V.;;;;;;1;;;;1
AZ;Logeion;;;;;;1;;1;;1
AZ;Mainpress B.V.;;;;1;;1;;;;1
AZ;MarktOnderzoekAssociatie.nl;;;;;;;;1;;1
AZ;Media Werkgroep;;;;;;;;1;;1
AZ;Meetingselect B.V.;;;;;;1;1;;;1
AZ;Naaierij;;;1;;;;;;;1
AZ;NaVijfen B.V.;;;;1;;;;;;1
AZ;Ned. Gen.schap van Funct. Gegevensbescherming;;;;;;;;1;;1
AZ;Nederl. Ber.ver. voor Contractmanagement;;;;;;;;1;;1
AZ;Nederlandse Vereniging voor wetgeving;;;;;;;;1;;1
AZ;Nevi B.V.;;;;;;1;;1;;1
AZ;NEVI-Purspective B.V.;;;;;;1;;1;;1
AZ;Newgen North America;;;;;;1;;;;1
AZ;Nielsen Media Research B.V.;;;;;;;;1;;1
AZ;NIMA-Nederlands Instituut voor Marketing;;;;;;;;1;;1
AZ;NLJUG B.V.;;;;;;;;1;;1
AZ;NOC*NSF;;;;;;;;;1;1
AZ;NS Reizigers B.V.;;;;;;;;;2;2
AZ;OABv;;;1;;;;;;;1
AZ;Ontbijt & Lunch Juni;;;;1;;;;;;1
AZ;Park-line B.V.;;;;;;;;;1;1
AZ;Passion@Work;;;;;;1;;;;1
AZ;Phaos Advies B.V.;;;;;;2;;;;2
AZ;Pinewood B.V.;;;;;1;;;;;1
AZ;Protinus IT B.V.;;;1;;;;;;;1
AZ;Puurgeschenk;;;;;;;1;;;1
AZ;PVO VESEC;;;;;;1;;;;1
AZ;Rasul Sarwary t.h.o.d.n. Simon Levelt;;;;1;;;1;;;1
AZ;Regina Bloemsierkunst;;;;1;;;;;;1
AZ;Ristorante Trattoria Impero Romano;;;;1;;;;;;1
AZ;Santos;;;;;;1;;;;1
AZ;Schateiland Training B.V.;;;;;;1;;;;1
AZ;Schoevers Trainingen B.V.;;;;;;1;;;;1
AZ;Shuttel B.V.;;;;;;;;;4;4
AZ;Silvie de Peijper Communicatie;;;;;;1;;;;1
AZ;Simon Peter Been;;;;;;;;1;;1
AZ;Sligro B.V.;;;;1;;;;;;1
AZ;SMAAKenmeer;;;;1;;;;;;1
AZ;SMT Simple Management Technologies B.V.;;;;;;1;;;;1
AZ;SOS Sport en Events B.V.;;;;1;;;;;;1
AZ;Sphere Kado idee;;;;;;;1;;;1
AZ;SpiZe B.V.;;;;1;;;;;;1
AZ;Stan&Co Den Haag;;;;1;;;;;;1
AZ;Stg. Centr. voor Arbeidsverhoud. Overh.pers.;;;;;;1;;;;1
AZ;Stichting Alliance Francaise Rotterdam;;;;;;1;;;;1
AZ;Stichting Instituut voor Bouwrecht;;;;;;1;;;;1
AZ;Stichting Internat. Perscentrum 'Nieuwspoort';;;;;;;1;1;;1
AZ;StressWise;;;;;;1;;;;1
AZ;studystore;;;;;;1;;;;1
AZ;Taat & Friends B.V.;;;;1;;;1;;;1
AZ;TalentOn B.V.;;;;;;1;;;;1
AZ;The Story Network;;;;;;1;;;;1
AZ;Toko Eddo B.V.;;;;;;;2;;;2
AZ;train2work B.V.;;;;;;1;;;;1
AZ;Twynstra Gudde;;;;;;1;;;;1
AZ;Van der Hilst Communicatie B.V.;;;;;;1;;;;1
AZ;Van Kleef;;;;;;;1;;;1
AZ;VCK Travel B.V.;;;;;;;;;2;2
AZ;Veiligheidsinstituut Medi-Select B.V.;;;1;;;;;;;1
AZ;Ver. Yng Prof. v.d. Stg. Stud. & Werk op Maat;;;;;1;;;;;1
AZ;Vereniging voor Klachtrecht;;;;;;;;1;;1
AZ;Vereniging voor Overheidsmanagement;;;;;;;;1;;1
AZ;Vhic Faculty B.V.;;;;;;1;;;;1
AZ;Via-ML;;;;;1;;;;;1
AZ;Victor Adviezen en Produkties;;;;;;1;;;;1
AZ;Vinity;;;;1;;;;;;1
AZ;Vormingscentrum 'De Essenburgh'B.V.;;;;;;1;;;;1
AZ;VRC;;;;;;;;1;;1
AZ;VVV Cadeaubonnen B.V.;;;;2;;;;;;2
AZ;Wenders B.V.;;;;;;1;;;;1
AZ;XebiaLabs B.V.;;;;;;1;;;;1
AZ;XpatCoach;;;;;;2;;;;2
AZ;ZorgmarktAdvies;;;;;;1;;;;1
BZ;&Samhoud Nederland B.V.;;;;;;1;;;;1
BZ;1e Klas' Grand Café Restaurant;;;;;;;1;;;1
BZ;200 cm;;;;;;1;;;;1
BZ;5hart-IT Opleidingen B.V.;;;;;;2;;;;2
BZ;5st3ps lean six sigma;;;;;;1;;;;1
BZ;A. Werkman Tweewielers V.O.F..;;;;;;;1;;;1
BZ;A+O Fonds Rijk;;;;;;1;;;;1
BZ;a4 Training;;;;;;2;;;;2
BZ;A5tien B.V.;;;;;;1;;;;1
BZ;Aaltje Vincent & Company;;;;;;1;;;;1
BZ;Absoluta B.V.;;;;;;;1;;;1
BZ;Academie voor de Rechtspraktijk B.V.;;;;;;1;;;;1
BZ;Academy for Recruitment B.V.;;;;;;1;;;;1
BZ;AD EM PRODUCTIES B.V.;;;;;;1;;;;1
BZ;Advanced Security Solutions B.V.;;;;1;;;;;;1
BZ;Advisory Group Roshd;;;;;;1;;;;1
BZ;Agile Scrum Group B.V.;;;;;;1;;;;1
BZ;Ahrend Nederland B.V.;;;2;;;;;;;2
BZ;Alfabeta Tekst & Training;;;;;;1;;;;1
BZ;All About Chocolate;;;;1;;;;;;1
BZ;Allgifts.nl B.V.;;;;1;;;;;;1
BZ;Alliance Française d'Amsterdam;;;;;;1;;;;1
BZ;Allium;;;;;;1;;;;1
BZ;Amero B.V.;;;;;;;1;;;1
BZ;Amplooi;;;1;;;;;;;1
BZ;Amsterdam Univers.Press AUP B.V.;;;;;;;1;;;1
BZ;Andija B.V.;;;;;;1;;;;1
BZ;Angelien Eijsink;;;;;;1;;;;1
BZ;Annelies Kraan Beheer B.V.;;;;;;2;;;;2
BZ;Anoek Nuyens;;;;;;;1;;;1
BZ;Ardis Opleidingen B.V.;;;;;;4;;;1;4
BZ;Arian Food;;;;;;;1;;;1
BZ;ARQ IVP B.V.;;;1;;;;;;;1
BZ;August;;;;;;;1;;;1
BZ;Autobusbedrijf Doornbos B.V.;;;;;;;;;1;1
BZ;Avans Hogeschool B.V.;;;;;;1;;;;1
BZ;AWVN;;;;;;1;;;;1
BZ;B&S Köpcke Global Supply B.V.;;;;;;;1;;;1
BZ;B.V. Leerdam Crystal;;;;;;;1;;;1
BZ;B.V. Panorama Mesdag;;;;;;;1;;;1
BZ;B+B Vakmedianet B.V.;;;;;;1;;;;1
BZ;Bakkerij C.J. van Kempen;;;;1;;;;;;1
BZ;Balans & Impuls B.V.;;;1;;;1;;;;1
BZ;Bambook V.O.F.;;;;1;;;;;;1
BZ;Band en Lint;;;;;;;1;;;1
BZ;Banketbakkerij Boheemen;;;;1;;;;;;1
BZ;Banketbakkerij Maison Kelder B.V.;;;;1;;;;;;1
BZ;Banketbakkerij Plasman;;;;1;;;;;;1
BZ;BAP Medical B.V.;;;;;;;1;;;1
BZ;Bar Restaurant Pavlov B.V.;;;;1;;;1;;;1
BZ;Bartine;;;;;;;1;;;1
BZ;Bashe.online;;;;;;1;;;;1
BZ;BE O Lifestyle B.V.;;;;;;;1;;;1
BZ;Beachclub BIRDS;;;;;;;1;;;1
BZ;Beachclub Indigo B.V.;;;;;;;1;;;1
BZ;Becker & More Services;;;;;;1;;;;1
BZ;Beleving aan zee;;;;;;;1;;;1
BZ;Berdine Segers Trainingsacteren;;;;;;1;;;;1
BZ;Berenschot B.V.;;;;;;1;;;;1
BZ;Berenschot Groep B.V.;;;;;;1;;;;1
BZ;Berlitz Schools of Languages B.V.;;;;;;1;;;;1
BZ;Bernice Zondag Den Haag B.V.;;;;;;;1;;;1
BZ;Beroepsvereniging voor Public Affairs (Bvpa);;;;;;;;1;;1
BZ;Bestuursacademie Nederland Opleidingen B.V.;;;;;;2;;;;2
BZ;BitesWeLove B.V.;;;;1;;;;;;1
BZ;BKB;;;;;;1;;;;1
BZ;BKFF bas kijzers fotografie en film;;;;;;;1;;;1
BZ;Black Heritage Tours;;;;;;1;;;;1
BZ;bloem & styling aan de zeven alleetjes;;;;1;;;;;;1
BZ;BLOSSOM bloemisterij;;;1;1;;;;;;1
BZ;Boerderij Theetuin Mossel;;;;;;;1;;;1
BZ;Boertien Vergouwen Overduin B.V.;;;;;;1;;;;1
BZ;bol.com B.V.;;;;2;;;1;;;2
BZ;Boom uitgevers Amsterdam B.V.;;;;;;1;;;;1
BZ;Boomerang Beach;;;;;;;1;;;1
BZ;Boudewijn European Affairs;;;;;;1;;;;1
BZ;Brain Box Mediatraining B.V.;;;;;;2;;;;2
BZ;Brasserie Berlage;;;;;;;1;;;1
BZ;Brasserie Soho B.V.;;;;;;;1;;;1
BZ;Bribenco B.V.;;;;;;;1;;;1
BZ;Broekhuizen Communicatie;;;;;;2;;;;2
BZ;Bureau Tijd & Ruimte;;;;;;1;;;;1
BZ;Bureau Tromp B.V.;;;;;;1;;;;1
BZ;Bureau Zuidema B.V.;;;;;;2;;;;2
BZ;BuroCocon;;;;;;1;;;;1
BZ;Burrata Turfmarkt B.V.;;;;1;;;1;;;1
BZ;C. Beumer system. coachen, opstell. & train.;;;;;;2;;;;2
BZ;Cadeau Concepten B.V.;;;;2;;;;;;2
BZ;CafÃ©-Restaurant Amier;;;;;;;1;;;1
BZ;Café Suhumi;;;;;;;1;;;1
BZ;Café Van Beek;;;;;;;1;;;1
BZ;Cafe/Restaurant De Eeuwige Jachtvelden;;;;;;;1;;;1
BZ;Calamiteitenfonds;;;;;;;;;1;1
BZ;Calla's LVRED 51A B.V.;;;;;;;1;;;1
BZ;Capgemini N.V.;;;;;;1;;;;1
BZ;Capilla;;;;;;;1;;;1
BZ;Cappon Coaching & Training;;;;;;1;;;;1
BZ;Caresse Retail B.V.;;;;;;;1;;;1
BZ;Carlton Hotel Collection;;;;;;;1;;1;1
BZ;caronieuwenhuis.com;;;;;;1;;;;1
BZ;Charles Begheyn Coaching & Training;;;;;;1;;;;1
BZ;China Access;;;1;;;;;;;1
BZ;China Cultural Consultancy;;;;;;1;;;;1
BZ;China Eastern Airlines Corporation Limited;;1;;;;;;;2;2
BZ;ChoX;;;;1;;;;;;1
BZ;Christian;;;;;;;1;;;1
BZ;Ciao! Ciao! B.V.;;;;;;;1;;;1
BZ;CIO Platform Nederland;;;;;;1;;;;1
BZ;Citylife B.V.;;;;;;;1;;;1
BZ;Clavis Consulting;;;;;;2;;;;2
BZ;Cleve Dominum Beheer;;;;;;;;;2;2
BZ;Cloose;;;;;;;1;;;1
BZ;Coffeelicious Den Haag;;;;1;;;1;;;1
BZ;Competence Factory B.V.;;;;;;1;;;;1
BZ;Compu'Train;;;;;;1;;;;1
BZ;Computrain Opleidingen;;;;;;1;;;;1
BZ;Conducto Opleidingen B.V.;;;;;;1;;;;1
BZ;Connectify diversity coaching & consulting;;;;;;1;;;;1
BZ;Content Strategy B.V.;;;;;;1;;;;1
BZ;Cooloo;;;;;;;1;;;1
BZ;Coöperatie Primera BA;;;;1;;;;;;1
BZ;Corn.-Stone Marketing & Sales Programmes B.V.;;;;;;1;;;;1
BZ;Cosmic Vision;;;;;;1;;;;1
BZ;Count Me Online;;;;;;;1;;;1
BZ;CreActive Company B.V.;;;;;;;1;;;1
BZ;Create 2 Connect B.V.;;;;;;1;;;;1
BZ;CSD;;;;;;2;;;;2
BZ;Culpepper B.V.;;;;;;;1;;;1
BZ;Culturele Ontdekking en Ontmoeting via de Keu;;;;;;;1;;;1
BZ;CURA Preventie B.V.;;;2;;;;;;;2
BZ;Custom Company;;;;1;;;;;;1
BZ;CVS/ME Medisch Centrum B.V.;;;1;;;;;;;1
BZ;Cynthia Beumer;;;;;;1;;;;1
BZ;Daan Limburg;;;;;;1;;;;1
BZ;Damen Shipyards;;;;;;;1;;;1
BZ;Daxtrio B.V.;;;1;;;;;;;1
BZ;De Baak B.V.;;;;;;3;;;;3
BZ;De Bierelier B.V.;;;;;;;1;;;1
BZ;De Bonte Koe B.V.;;;;;;;1;;;1
BZ;De Borrel B.V.;;;;1;;;;;;1
BZ;De Feed Fabriek;;;;1;;;;;;1
BZ;De Franse Stap Culinair;;;;;;;1;;;1
BZ;De Groene Vraagbaak;;;;;;;1;;;1
BZ;De Holland Winkel;;;;;;;1;;;1
BZ;De Nederlandse Boekenbon B.V.;;;;1;;;;;;1
BZ;De Porceleyne Fles;;;;;;;1;;;1
BZ;De Schenker B.V.;;;;1;;;;;;1
BZ;De Schrijfster journalistiek & communicatie;;;;;;1;;;;1
BZ;De Stroopwafelwinkel;;;;;;;1;;;1
BZ;De Waterreus;;;;;;;1;;;1
BZ;de zilveren Raaf;;;;;;;1;;;1
BZ;Déhora advies B.V.;;;;;;1;;;;1
BZ;Dekker & Van Velzen;;;;;;2;;;;2
BZ;Delft Congress Support B.V.;;;;;;1;;;;1
BZ;Den Haag Centrum v. Strategische Studies B.V.;;;;;;1;;;;1
BZ;DesignThinkers B.V.;;;;;;1;;;;1
BZ;Develhub;;;;;;;;1;;1
BZ;Didactive B.V.;;;;;;1;;;;1
BZ;Dijk en Van Emmerik B.V.;;;;;;1;;;;1
BZ;Dikscommuniceert;;;;;;2;;;;2
BZ;Diner Thuis;;;;;;;1;;;1
BZ;DISC Factor B.V.;;;;;;1;;;;1
BZ;Distinguished;;;;;;1;;;;1
BZ;Diversity and Performance B.V.;;;;;;2;;;;2
BZ;Doctor Watsons B.V.;;;;;;;1;;;1
BZ;Dok 19;;;;1;;;;;;1
BZ;Double Healix Educational Media B.V.;;;;;;2;;;;2
BZ;DPG Media B.V.;;;1;;;;;;;1
BZ;Drukkerij van de Sande B.V.;;;;;;;1;;;1
BZ;Dudok Den Haag B.V.;;;;;;;1;;;1
BZ;Dutch Association of Corporate Treasurers;;;;;;;;1;;1
BZ;Dutch Right;;;;;;1;;;;1
BZ;Dutch Stocklot;;;;;;2;;;;2
BZ;Dutchgift.store;;;;;;;1;;;1
BZ;Ebbinge B.V.;;;;;;1;;;;1
BZ;ECU'92;;;;;;1;;;;1
BZ;Elja Daae Marketingadvies;;;;;;1;;;;1
BZ;Ellen Tuenter Consultancy;;;;;;2;;;;2
BZ;Elycio Talen B.V.;;;;;2;3;;;;3
BZ;En nu online;;;;;;2;;;;2
BZ;Engelen en Partners Organisatieontwikk. B.V.;;;;;;1;;;;1
BZ;Enraf-Nonius B.V.;;;;;;;1;;;1
BZ;Entopic Expert Services B.V.;;;;;;;;;1;1
BZ;Episode One B.V.;;;;;;;1;;;1
BZ;eric burger document management;;;;;;1;;;;1
BZ;Erstad B.V.;;;2;;;;;;;2
BZ;Eur. Instit. voor Certified Public Controll.;;;;;;;;1;;1
BZ;Eurocross Assistance Netherlands B.V.;;;4;;;;;;;4
BZ;Euroforum;;;;;;1;;;;1
BZ;European Language Centre B.V.;;;;;;2;;;;2
BZ;Evolve B.V.;;;;;;2;;;;2
BZ;Exploitatie Hotel Zeestraat Den Haag B.V.;;;;;;;1;;;1
BZ;Filmistan;;;;;;;1;;;1
BZ;Firma Hof der Muzen;;;;;;;1;;;1
BZ;Fleurop-Interflora Nederland B.V.;;;;1;;;;;;1
BZ;Flex Lens Media;;;;;;;1;;;1
BZ;Flow Artist Label B.V.;;;;;;1;;;;1
BZ;Flow Events;;;;;;;1;;;1
BZ;Formatie Schipper;;;;;;;1;;;1
BZ;Fortune Factory B.V.;;;;;;;1;;;1
BZ;Fotogeniek;;;;;1;;;;;1
BZ;Frank van Berkum Consultancy;;;;;;1;;;;1
BZ;Frank van Leeuwen;;;;;1;;;;;1
BZ;Frankwatching B.V.;;;;;;1;;;;1
BZ;Frans Lemmens Photography;;;;;;;1;;;1
BZ;FreeCollective;;;;;;;1;;;1
BZ;FreedomLab B.V.;;;;;;1;;;;1
BZ;Future Motions;;;;;;1;;;;1
BZ;Futures Studies & Management consultancy;;;;;1;;;;;1
BZ;Geef een Boompje.nl;;;;1;;;;;;1
BZ;Gemco International B.V.;;;;;;;1;;;1
BZ;Gerard Borkus;;;;;;1;;;;1
BZ;Global Compact Network Netherlands;;;;;;1;;;;1
BZ;Global Connection;;;;;;2;;;;2
BZ;Go B.V.;;;;;;1;;;;1
BZ;Goedhart Reclame V.O.F.;;;;1;;;;;;1
BZ;Goldmund, Wyldebeast & Wunderliebe B.V.;;;;;1;;;;;1
BZ;Governance & Integrity International B.V.;;;;;;1;;;;1
BZ;Governance & Integrity Nederland B.V.;;;;;;2;;;;2
BZ;Gran Mercado B.V.;;;;;;;1;;;1
BZ;Grandcafe Haagsche Bluf;;;;;;;1;;;1
BZ;Granny's Corner;;;;;;;1;;;1
BZ;Greens in the Park B.V.;;;;;;;1;;;1
BZ;Groothandel Artisan B.V.;;;;1;;;;;;1
BZ;Gusto Mangia e Bevi;;;;1;;;1;;;1
BZ;Habana Beach;;;;;;;1;;;1
BZ;Happy Meat B.V.;;;;;;;1;;;1
BZ;Happy Parents Coaching;;;;;;1;;;;1
BZ;Hart Beach B.V.;;;;;;;1;;;1
BZ;Havenverg. R'dam;;;;;;;1;;;1
BZ;HC Producties;;;;;;1;;;;1
BZ;Helga Merits;;;;;;;1;;;1
BZ;Hemelaar-van Campenhout;;;;;;;1;;;1
BZ;HenriÃ«tte van Dueren den Hollander;;;;;;1;;;;1
BZ;Hermans Interimmanagement, Advies & Coaching;;;;;1;;;;;1
BZ;Het ConsultancyHuis B.V.;;;;1;;;;;;1
BZ;Het Koninklijk Concertgebouw N.V.;;;;;;;1;;;1
BZ;Het Kookplein;;;;;;;1;;;1
BZ;Het Nutshuis;;;;;;;1;;;1
BZ;Het Pleidooi;;;;;;;1;;;1
BZ;Het Tolhuis;;;;;;;1;;;1
BZ;Het Wapen van Zoetermeer B.V.;;;;;;;1;;;1
BZ;High Five Health Promotion B.V.;;;2;;;;;;;2
BZ;HOAX;;;;;;;1;;;1
BZ;Holding Beheermaatschappij Ropeni B.V.;;;;1;;1;1;;;1
BZ;Holland Promotion B.V.;;;;;;;2;;;2
BZ;Holland Tour Guides B.V.;;;;;;;1;;;1
BZ;Holland Webshops B.V.;;;;;;;1;;;1
BZ;Hollandse Hoogte B.V.;;;;;;;1;;;1
BZ;Hollandsouvenirshop;;;;;;;1;;;1
BZ;Host Catering;;;;;;1;;;;1
BZ;Hotel Des Indes B.V.;;;;;;;1;;;1
BZ;Hotel Indigo The Haque - Palace Noordeinde;;;;;;;1;;1;1
BZ;Hotel Media Park Hilversum B.V.;;;;;;;;;1;1
BZ;House of Lords B.V.;;;;1;;;1;;;2
BZ;House of Thol;;;;;;;1;;;1
BZ;I.T.O. PCO B.V.;;;;;;;1;;;1
BZ;Ibis Den Haag City Centre;;;;;;;;;3;3
BZ;ICM Administratie B.V.;;;;;;1;;;;1
BZ;ICM Opleidingen & Trainingen B.V.;;;;;;1;;;;1
BZ;IDcentre B.V.;;;;;;1;;;;1
BZ;IKAN Consultancy;;;;;;2;;;;2
BZ;ikontwikkelmijzelf.nl;;;;;;2;;;;2
BZ;ILAT Information, Learning and Adv. Transact.;;;;;;1;;;;1
BZ;Incassobureau Plaggemars;;;;;;1;;;;1
BZ;Indonesisch Restaurant Poentjak;;;;;;;1;;;1
BZ;Information Security Academy B.V.;;;;;;1;;;;1
BZ;Infotopics B.V.;;;;;;1;;;;1
BZ;ING Bank;;1;1;1;;1;3;;4;4
BZ;ING Bank N.V.;;;;;;;;;1;1
BZ;Innervar;;;;;;2;;;;2
BZ;InSight4u;;;2;;;;;;;2
BZ;inspearit B.V.;;;;;;1;;;;1
BZ;Instituut voor Systemisch Werk (IVSW);;;;;;1;;;;1
BZ;Instock Amsterdam;;;;;;;1;;;1
BZ;Instock Hospitality B.V.;;;;;;;1;;;1
BZ;Intact;;;;;;;1;;;1
BZ;Intercult. Business Improvement Holding B.V.;;;;;;2;;;2;2
BZ;International Distributors B.V.;;;;;;;1;;;1
BZ;Inzicht Bureau voor Coaching en Communicatie;;;;;;1;;;;1
BZ;iPeople;;;;;;1;;;;1
BZ;Irish Flowers;;;;;;1;;;;1
BZ;Irma Schepers;;;;;;1;;;;1
BZ;ISBW;;;;;;1;;;;1
BZ;ISS Integrated Facility Services B.V.;;;;1;;;2;;;2
BZ;Istana Indonesisch restaurant;;;;1;;;;;;1
BZ;IT Management Group;;;;;;1;;;;1
BZ;Jaap Hoekzema;;;;;;1;;;;1
BZ;Jaarbeurs Ontwikkeling B.V.;;;;;;;1;;;1
BZ;Jack Menke MD Public Health Consultancy;;;1;;;;;;;1
BZ;Jan Cramer;;;;;;;1;;;1
BZ;Jansen&Jansen Quiz;;;;;;;1;;;1
BZ;Jentien Keijzer;;;;;;1;;;;1
BZ;JessvanSpengen;;;;;;1;;;;1
BZ;Jet Aviation Netherlands B.V.;;;;;;;;;1;1
BZ;JI Wildschut Coaching;;;;;;1;;;;1
BZ;Jones Brothers Coffee Company B.V.;;;;;;;1;;;1
BZ;Joop Vos Coaching;;;;;;1;;;;1
BZ;Joseph B.V.;;;;;;;1;;;1
BZ;Juris B.V.;;;;;;2;;;;2
BZ;Kaartje2go;;;;1;;;;;;1
BZ;Karin Wikaart bedrijfspsycholoog;;;;;;1;;;;1
BZ;Kelly Maakt;;;;;;1;;;;1
BZ;Kenan Services;;;;;;1;;;;1
BZ;Kiremko B.V.;;;;;;;1;;;1
BZ;Klantenservice Federatie;;;;;;;;1;;1
BZ;Klarna B.V.;;;;1;;;;;;1
BZ;Klimmuur Amsterdam B.V.;;;;;;;1;;;1
BZ;KLM Health Services B.V.;;;4;;;;;;;4
BZ;Knowingo B.V.;;;;;;2;;;;2
BZ;Koken-op-maat;;;;;;;1;;;1
BZ;Komijn Koriander;;;;;;;1;;;1
BZ;Kon. Ned. Veren. van Informatieprofessionals;;;;;;;;1;;1
BZ;Koninklijke van der Most B.V.;;;;;;;1;;;1
BZ;Kopi Kopi;;;;1;;;;;;1
BZ;Krasi & Krasi;;;;;;;1;;;1
BZ;KreOs Leiderschap & Ethiek;;;;;;1;;;;1
BZ;Krijger Public Affairs;;;;;;;1;;;1
BZ;Kruyning Training&Coaching;;;;;;1;;;;1
BZ;KSG Trainers & Consultants;;;;;;1;;;1;1
BZ;La Carte Internet B.V.;;;;;;;1;;;1
BZ;Language Partners Nederland B.V.;;;;;;1;;;;1
BZ;LanguageOne Middle East B.V.;;;;;;1;;;;1
BZ;LDpe Nederland B.V.;;;;;;1;;;;1
