OBJECTID,PUIC,REF_WISSEL_KRUISING_PUIC,REF_WISSEL_KRUISING_NAAM,POSITIONELE_NAUWKEURIGHEID_MM,LEVENSCYCLUS_STATUS,GEOCODE,SUBCODE,GEOCODE_NR,GEOSUBCODE,GEOCODE_NAAM,KMLINT,KMLINT_OMSCHRIJVING,KM_GEOCODE_T,OFFSET,OFFSET_T,ONDERHOUDSREGIO_NAAM,ONDERHOUDSREGIO_AFKORTING,OPC_GEBIED_NAAM,OPC_GEBIED_NR,TECHNIEKVELD,PGO_GEBIED_NAAM,BEHEERDER,BEDIENGEBIED_NAAM,BEDIENGEBIED_AFKORTING,BEDIENGEBIED_SOORT,X,Y,Z,PGO_GEBIED_NR,GELDIG_VANAF,PUBLICATIEDATUM,PCA,IN_GEBRUIK,PRORAIL_GEBIED,LATITUDE,LONGITUDE,KM_GEOCODE
838,5a5864b3-cf5a-41d4-b92e-426840189118,6c75f5a8-dcf0-4e9b-88fa-585e2cca370a,181B,60,Bestaand,501,,501,501__,Groningen,Hlg-Nscg,Harlingen - Nieuweschans Grens ,"81,063662",-1.429558,"-1,429558",Noord-Oost,NO,Groningen,37,Baan,Wadden,ProRail,Groningen,GN,PPLG,234257.214,581056.388,2.718,420,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Onbekend,Noord,53.21026405,6.57354908,81.063662
839,337aae5d-0068-43e2-ae80-b79f569509c3,c07fddf9-1e6f-4232-a608-d6512de2f8b6,231,60,Bestaand,517,a,517,517_a,Venlo,Vl-Ehv,Venlo - Eindhoven ,"0,470264",3.311444,"3,311444",Zuid,Z,Venlo,27,Baan,De Peel,ProRail,Venlo,VL,PPLG,209189.64999999,375672.49099999,23.60099999,300,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Ja,Zuid-Oost,51.36763876,6.16536497,0.470264
840,8243b83f-99b8-4d54-96e5-5870e2f433ac,3f5bfced-47bc-4bbe-ab42-15e7164a619c,1009B,60,Bestaand,054,a,54,054_a,Boxtel - Eindhoven,Bd-Ehv,Breda - Eindhoven ,"57,492985",6.842403,"6,842403",Zuid,Z,Boxtel,23,Baan,Brabant,ProRail,Eindhoven,EHV,PPLG,160200.66899999,384166.886,22.925,330,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Ja,Zuid-West,51.44656774,5.46200991,57.492985
841,14b9e0ae-ce12-4300-9046-1467b82de9fd,11757499-53c4-4712-9bc8-65dea654f008,29A,60,Bestaand,017,,17,017__,Amersfoort Aansl. - Hattemerbroek,Ama-Htba,Amersfoort Aansluiting - Hattemerbroek Aansluiting ,"61,502967",-3.754041,"-3,754041",Noord-Oost,NO,Gelderland,33,Baan,Veluwe,ProRail,Nunspeet,NS,PPLG,182369.63,487184.12199999,9.894,430,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Oost,52.37185057,5.78910023,61.502967
842,52003566-8a62-4ea6-902c-36f0148bc668,141de455-0694-4ba5-8548-a74bbc14773e,135B,60,Bestaand,551,b,551,551_b,Tilburg,Bd-Ehv,Breda - Eindhoven ,"22,594864",4.741106,"4,741106",Zuid,Z,Breda,20,Baan,Brabant,ProRail,Tilburg,TB,PPLG,134386.42499999,396831.402,17.963,330,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Ja,Zuid-West,51.56005111,5.08993851,22.594864
843,4907c9b6-efae-47e0-b49a-14fc15bc1618,0bbea244-f560-454b-93ce-553fe910d148,141,60,Bestaand,309,,309,309__,Landgraaf - Simpelveld,Lg-Spv,Landgraaf - Simpelveld ,"5,324411",-0.25006,"-0,250060",Zuid,Z,Maastricht,26,Baan,Limburg,ProRail,Kerkrade Centrum,KRD,PPLG,202177.396,319562.228,145.216,340,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Zuid-Oost,50.86393356,6.05728579,5.324411
844,1240d674-a87d-4ff7-be0c-716ae95c2cbb,6659b488-89b6-44f4-8b3c-08247e2c103d,65,60,Bestaand,011,,11,011__,Assen - Haren,Mp-Gn,Meppel - Groningen ,"68,858193",48.793222,"48,793222",Noord-Oost,NO,Drenthe,35,Baan,Drenthe,ProRail,Onnen Rangeerterrein,ONR,NCBG,238167.954,575083.03799999,3.51799999,440,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Ja,Noord,53.15600718,6.63052958,68.858193
845,88d68ec8-7721-444d-bc47-33a78c11b281,b49fb106-07db-45aa-a415-3891c81cf374,143A,60,Bestaand,551,b,551,551_b,Tilburg,Bd-Ehv,Breda - Eindhoven ,"22,797534",-2.78964,"-2,789640",Zuid,Z,Breda,20,Baan,Brabant,ProRail,Tilburg,TB,PPLG,134588.389,396813.961,17.85999999,330,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Ja,Zuid-West,51.55990171,5.09285195,22.797534
846,d7834fe2-5ab8-46fb-84df-fd56cd8c1f8e,39dc1d88-a19d-474e-bf06-38a2fdf1bfd6,111,60,Bestaand,518,,518,518__,Weert,Bdl-Rm,Budel - Roermond ,"63,289030",-4.726779,"-4,726779",Zuid,Z,Roermond,25,Baan,Limburg,ProRail,Weert,WT,PPLG,176040.81,362302.342,38.60499999,340,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Zuid-Oost,51.24966635,5.68856431,63.28903
847,3741a20c-e2aa-4dc1-9f6b-d4697d62bda4,b1918d44-4853-4bc6-8925-aadf76b5abc8,20,60,Bestaand,823,a,823,823_a,Oosterhout Weststad,Hzl-Otw,Hooge Zwaluwe - Oosterhout Weststad ,"5,138707",84.403426,"84,403426",Zuid,Z,Roosendaal,19,Baan,Zeeland,Derden - Overig - Gefco Benelux Automotive,Oosterhout Weststad,OTW,NCBG,116850.073,408941.032,0.915,310,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Zuid-West,51.66797903,4.83573867,5.138707
848,fa41708c-c9b3-4d07-9934-3b4e1435967e,3559ce78-733c-4d30-8d26-0d28cc505b16,363B,60,Bestaand,203,,203,203__,Mariënberg - Emmen,Hea-Emn,Herfte Aansl. - Emmen ,"47,227647",-0.925761,"-0,925761",Noord-Oost,NO,Overijssel,34,Baan,Drenthe,ProRail,Gramsbergen,GBG,PPLG,242134.185,513757.815,10.925,440,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Ja,Noord,52.60439547,6.67347638,47.227647
849,0bd3c603-df09-4df9-9536-ceaabeac794d,b0d1f9f1-a446-4303-8ecf-71a181c8c9ff,377,60,Bestaand,586,,586,586__,Amsterdam Centraal,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,"81,397340",-4.50635,"-4,506350",Randstad Noord,RN,Amsterdam,9,Baan,Amsterdam,ProRail,Amsterdam Centraal,ASD,PPLG,122399.651,487770.18599999,5.721,220,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Midden,52.37683306,4.9084461,81.39734
850,5b225235-abb3-4599-a658-206990a0dec5,7f2cbb0d-3fb0-48f9-b080-a9469ea76577,387,120,Bestaand,950,a,950,950_a,Barendrecht Vork - Rotterdam Maasvlakte,Whz-Bot,"Rotterdam, Emplacement Waalhaven Zuid - Rotterdam, Botlek","18,395017",18.008466,"18,008466",Randstad Zuid,RZ,Europoort,4,Baan,Zee-Zevenaar,ProRail,"Rotterdam, Botlek",BOT,PPLG,78779.103,431636.86599999,5.11099999,130,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Zee-Zevenaar,51.86806345,4.28050172,18.395017
851,2693e906-55cd-40e2-a140-6f5a3559276c,9938d328-d69f-4a1e-a757-608b5a078dc4,80,60,Bestaand,817,e,817,817_e,Vlissingen Sloehaven,Sloe-Qh,Sloehaven Emplacement - Quarleshaven ,"205,700259",-4.073421,"-4,073421",Zuid,Z,Goes,18,Baan,Zeeland,ProRail,Sloehaven Emplacement,SLOE_VP,NCBG,37752.845,388292.587,5.136,310,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Zuid-West,51.47147881,3.69960664,205.700259
852,083aa568-1cd6-4a30-a4b1-67a79322c223,ebaa4f1b-fa20-4249-af7c-a12135310565,261A,60,Bestaand,089,,89,089__,Amersfoort - Amersfoort Aansl.,Asd-Zp,Amsterdam Centraal - Zutphen ,"45,699374",5.058303,"5,058303",Randstad Noord,RN,Amersfoort,12,Baan,Eemland,ProRail,Amersfoort,AMF,PPLG,154879.44099999,463555.83299999,3.31499999,200,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Onbekend,Midden,52.16016869,5.38544182,45.699374
853,67ec7ce3-7cb8-4b15-b1df-f466953706a7,9d376f5e-3a66-4a3c-bc7a-1fcfb6f73af5,253B,60,Bestaand,506,b,506,506_b,Amersfoort,Asd-Zp,Amsterdam Centraal - Zutphen ,"45,330492",-6.49456,"-6,494560",Randstad Noord,RN,Amersfoort,12,Baan,Eemland,ProRail,Amersfoort,AMF,PPLG,154647.35399999,463270.78,4.24399999,200,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Onbekend,Midden,52.15760655,5.38205032,45.330492
854,d75c7967-f462-4e48-ac63-daa2a3392e3e,f6141a84-476e-495a-bc4d-3cb08f98b0c8,229,120,Bestaand,950,a,950,950_a,Barendrecht Vork - Rotterdam Maasvlakte,Whz-Bot,"Rotterdam, Emplacement Waalhaven Zuid - Rotterdam, Botlek","17,488643",4.081911,"4,081911",Randstad Zuid,RZ,Europoort,4,Baan,Zee-Zevenaar,ProRail,"Rotterdam, Botlek",BOT,PPLG,79679.17699999,431656.08199999,4.31599999,130,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Zee-Zevenaar,51.86835862,4.29356393,17.488643
855,6d9e9439-67aa-41e9-b519-fb24be51d3a7,35ab973b-30ef-4fbb-8198-3a4ae37cad98,33,60,Bestaand,527,c,527,527_c,Haarlem,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,"16,494158",7.829408,"7,829408",Randstad Noord,RN,Haarlem,8,Baan,Kennemerland,ProRail,Haarlem,HLM,PPLG,104382.403,489058.96999999,4.878,240,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Onbekend,Noord-West,52.3870498,4.64367471,16.494158
856,12c9e73d-e3be-4075-9cc5-7d52e65b11c4,6135f952-48cd-421f-a297-3a556f8bf6ac,581,60,Bestaand,900,,900,900__,Amersfoort Hoofdwerkplaats,Amf-Amfwph,Amersfoort - Amersfoort Hoofdwerkplaats ,"200,930748",55.284534,"55,284534",Randstad Noord,RN,Amersfoort,12,Baan,Eemland,ProRail,Amersfoort Hoofdwerkplaats,AMFWPH,NCBG,153452.14499999,462957.46999999,5.655,200,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Onbekend,Midden,52.1547885,5.36458564,200.930748
857,4b79eca7-95f2-469f-ad79-7daffdf363d9,ebaacbe7-ea61-44a6-a827-bdb9b459be88,27B,60,Bestaand,608,b,608,608_b,Apeldoorn,Asd-Zp,Amsterdam Centraal - Zutphen ,"87,689472",-5.304789,"-5,304789",Noord-Oost,NO,IJsselstreek,31,Baan,Veluwe,ProRail,Apeldoorn,APD,PPLG,194379.893,469178.33899999,17.29599999,430,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Oost,52.20929622,5.96334896,87.689472
858,8d3054b3-e45e-4e0a-acee-e69230f99536,50a6a8fd-9f44-4a8e-9cc9-372c0dabae3c,503,60,Bestaand,127,a,127,127_a,Roosendaal - Vlissingen,Rsd-Vs,Roosendaal - Vlissingen ,"73,832560",-13.108459,"-13,108459",Zuid,Z,Goes,18,Baan,Zeeland,ProRail,Vlissingen,VS,NCBG,30406.06599999,385922.683,3.438,310,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Zuid-West,51.4486087,3.59474742,73.83256
859,320161cc-57f6-4067-a6d5-74b01918fd75,69967850-d7ef-41ff-b70f-c856a45fab5e,936,60,Bestaand,901,,901,901__,Haarlem Hoofdwerkplaats,Spbr-Hlmwph,Spaarne (brug o/h - bij Haarlem) - Haarlem Hoofdwerkplaats ,"100,469697",-16.064314,"-16,064314",Randstad Noord,RN,Haarlem,8,Baan,Kennemerland,Derden - Overig - NS Onderhoud & Service (onder voorbehoud),Haarlem Hoofdwerkplaats,HLMWPH,NCBG,105217.105,488471.802,0.044,240,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Noord-West,52.38184933,4.65602177,100.469697
860,c1584451-81f6-4499-9f47-aba2a81edae4,476f94ec-78cf-4879-873e-f6f69483dc99,4743,60,Bestaand,158,,158,158__,Ressen = Bemmel - Zevenaar,Brech-Brzv,Betuweroute Echteld - Betuweroute Zevenaar ,"101,689876",0.270439,"0,270439",Randstad Zuid,RZ,A15trace,71,Baan,Zee-Zevenaar,ProRail,Betuweroute Duiven Overloopw.,BRDVNO,PPLG,198150.833,437267.45799999,11.872,130,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Zee-Zevenaar,51.92221064,6.01448136,101.689876
861,266edfac-d5e0-459c-8443-126ba12085cb,83db73d5-cbe3-4ec6-9d95-b3da5f13189e,201A,60,Bestaand,522,b,522,522_b,Uitgeest,Hdr-Zd,Den Helder - Zaandam ,"57,996933",1.902973,"1,902973",Randstad Noord,RN,Alkmaar,7,Baan,Hollands Noorderkwartier,ProRail,Uitgeest,UTG,PPLG,108662.247,503873.106,0.504,210,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Noord-West,52.5205611,4.70448609,57.996933
862,58fd9899-1986-4fa1-bb4a-f486b42293b7,1bdcb265-dc4a-45d4-b9ba-3458f68c0d45,975,60,Bestaand,081,,81,081__,Zaandam - Amsterdam Singelgracht Aansl.,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,"74,491084",9.490806,"9,490806",Randstad Noord,RN,Amsterdam,9,Baan,Amsterdam,ProRail,Amsterdam Westhaven (gebied),AWHV,NCBG,116817.394,491684.02899999,1.326,220,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Midden,52.41164773,4.82602551,74.491084
863,5164a3ec-ed54-49a7-a618-5e180d24e35f,a4e61454-6ff3-4b9d-9df6-83f44273ae8e,1105A,60,Bestaand,133,a,133,133_a,Amsterdam Riekerpolder - Warmond,Asra-Wmd,Amsterdam Riekerpolder Aansl. - Warmond ,"18,233753",5.157151,"5,157151",Randstad Noord,RN,Haarlem,8,Baan,Kennemerland,ProRail,Hoofddorp,HFD,PPLG,108759.973,478812.96799999,3.188,240,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Onbekend,Noord-West,52.2953545,4.70938042,18.233753
864,acc85d7d-48e5-45a7-9004-fc02bf0e67da,07febb6b-6518-4a01-8798-8b7d00bc9e61,3,60,Bestaand,801,p,801,801_p,Moerdijk Industrieterrein,Mdk-Chwg,Moerdijk (Racc) - Chemieweg ,"902,144286",2.412004,"2,412004",Zuid,Z,Roosendaal,19,Baan,Zeeland,Derden - Overig - Shell/Havenbedrijf Moerdijk,Moerdijk Industrieterrein,MDKI,NCBG,98681.77599999,410873.35999999,4.79,310,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Zuid-West,51.68381483,4.57282279,902.144286
865,c83e2dd9-b304-42d1-b9d3-e03637d39e0e,883406e3-494e-44c9-b531-c4ba41b90548,407,60,Bestaand,203,,203,203__,Mariënberg - Emmen,Hea-Emn,Herfte Aansl. - Emmen ,"55,703000",1.696808,"1,696808",Noord-Oost,NO,Overijssel,34,Baan,Drenthe,ProRail,Coevorden,CO,PPLG,246244.584,520745.346,11.06,440,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Ja,Noord,52.66650615,6.73606172,55.703
866,446cd02c-9fc2-472a-928e-156c4326ed61,0a5866c2-5ed4-4470-9a3c-25c39fb7e367,5135,60,Bestaand,039,,39,039__,Zevenaar - Zevenaar Grens,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,"109,584479",-7.034454,"-7,034454",Randstad Zuid,RZ,A15trace,71,Baan,Zee-Zevenaar,ProRail,Zevenaar Oost,ZVO,PPLG,205483.303,435857.303,12.474,130,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Zee-Zevenaar,51.90891953,6.12085842,109.584479
867,11246a54-dbff-4679-974b-0d3f8b526455,861646e8-33cc-45eb-a7d2-22353517ce16,119,60,Bestaand,501,,501,501__,Groningen,Hlg-Nscg,Harlingen - Nieuweschans Grens ,"80,786101",-7.88231,"-7,882310",Noord-Oost,NO,Groningen,37,Baan,Wadden,ProRail,Groningen,GN,PPLG,233993.894,581124.41399999,2.399,420,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Onbekend,Noord,53.21091408,6.56962519,80.786101
868,c4a067cc-a0f2-4a94-95b3-88453c4c1b2d,9e7f285a-1a4e-49e1-a031-cdec692e6372,263B,60,Bestaand,502,b,502,502_b,Meppel,Zl-Lw,Zwolle - Leeuwarden ,"100,632616",-2.535315,"-2,535315",Noord-Oost,NO,Drenthe,35,Baan,Drenthe,ProRail,Meppel,MP,PPLG,209776.24299999,522873.738,2.494,440,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Onbekend,Noord,52.69052569,6.19737728,100.632616
869,516b9c43-5dc9-45fd-a79e-aafc9773eaaf,62359b50-4af6-400c-b5f1-85f7bfbc2d80,983,60,Bestaand,525,b,525,525_b,Amsterdam Singelgracht Aansl.,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,"78,202518",3.072164,"3,072164",Randstad Noord,RN,Amsterdam,9,Baan,Amsterdam,ProRail,Amsterdam Lijnwerkplaats,ASDWPL,NCBG,119646.538,489371.06,2.40799999,220,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Midden,52.39105019,4.86784797,78.202518
870,534583a7-f83c-41af-b1bf-b60c9ada00fd,97a16bb5-8aa9-4ec0-afec-d8b20d966ba4,982,120,Bestaand,475,a,475,475_a,Rotterdam Maasvlakte,Mvt-Mvtm,"Rotterdam, Emplacement Maasvlakte - Maasvlakte Missouriweg ","1,189084",-0.358316,"-0,358316",Randstad Zuid,RZ,Europoort,4,Baan,Zee-Zevenaar,Strukton Rail Short Line,"Rotterdam, Emplacement Maasvlakte",MVT_791-794,NCBG,62068.32499999,440421.434,5.392,130,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Zee-Zevenaar,51.94446619,4.03555281,1.189084
871,39d481c2-2eb8-461a-9b03-671f1a320384,8a799a27-e1d9-4cde-857c-72655a83b7ae,3,60,Bestaand,485,d,485,485_d,Amsterdam Hemhaven (gebied),Awhv-Chv,Amsterdam Westhaven (gebied) - Amsterdam Coenhaven ,"100,368732",4.052797,"4,052797",Randstad Noord,RN,Amsterdam,9,Baan,Amsterdam,ProRail,Amsterdam Hemhaven (gebied),ASDH,NCBG,118639.783,490701.569,1.078,220,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Midden,52.402942,4.85291487,100.368732
872,d52c7cba-ae7d-4a2b-b61c-f89310c83a91,6ee0cf60-8b63-49bc-875f-94fd2bc2a630,477B,60,Bestaand,132,,132,132__,Moordrecht Aansl. - Rotterdam Kleiweg,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,"47,865438",1.369655,"1,369655",Randstad Zuid,RZ,Rotterdam,3,Baan,Rotterdam,ProRail,Rotterdam Noord Goederenstation,RTNG,PPLG,95822.229,440338.731,-0.276,120,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Zuid-Holland Zuid,51.94834171,4.52643515,47.865438
873,f16ec1e3-85aa-4a52-a6ed-80108b6f0be9,f67ad317-3e06-4a2b-b0a5-9dccdaa26f3a,1139B,60,Bestaand,533,,533,533__,Woerden,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,"15,960518",9.515002,"9,515002",Randstad Noord,RN,Woerden,14,Baan,Neerlands Midden,ProRail,Woerden,WD,PPLG,120956.757,455204.134,2.38799999,250,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Ja,Midden,52.08405756,4.89053229,15.960518
874,034f9db2-2823-48e0-a4a4-95bde5b16a0f,a5c6c122-b955-4363-bda9-961d63672ecc,479A,120,Bestaand,950,a,950,950_a,Barendrecht Vork - Rotterdam Maasvlakte,Whz-Bot,"Rotterdam, Emplacement Waalhaven Zuid - Rotterdam, Botlek","8,108758",-0.953015,"-0,953015",Randstad Zuid,RZ,Europoort,4,Baan,Zee-Zevenaar,ProRail,"Rotterdam, Emplacement Waalhaven Zuid",WHZ,PPLG,88829.81299999,431964.15399999,4.23899999,130,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Zee-Zevenaar,51.87228939,4.42635046,8.108758
875,7a80ef0a-bd7f-47df-b334-00d781acb50e,2d101350-27ce-4331-ae19-f71c2976d379,3271,60,Bestaand,080,,80,080__,Amsterdam Bijlmer - Nieuwersluis=Loenen,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,"6,559283",-12.151641,"-12,151641",Randstad Noord,RN,Duivendrecht,10,Baan,Amstelsepoort,ProRail,Amsterdam Bijlmer ArenA,ASB,PPLG,125374.738,479894.536,3.78399999,230,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Onbekend,Midden,52.3062201,4.95282895,6.559283
876,cb07bfdc-10a5-4a13-8e6f-6ec091a3b65c,0dc528a7-a543-4b4d-b083-cdb585c52457,179,60,Bestaand,212,,212,212__,Winterswijk - Zevenaar,Ww-Zv,Winterswijk-Zevenaar ,"33,831109",-10.224313,"-10,224313",Noord-Oost,NO,Achterhoek,30,Baan,Gelre,ProRail,Doetinchem,DTC,PPLG,217224.61199999,441494.46,13.13599999,400,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Ja,Oost,51.95839342,6.29249299,33.831109
877,3f8fca4a-c44d-4ddd-97ef-e31784239625,e8e3aaac-3f7c-4eb3-9bd7-61ebc9b17074,977,60,Bestaand,922,,922,922__,Leidschendam Lijnwerkplaats,Ldvn-Ldvwpl,Leidschenveen - Leidschendam werkplaats ,"18,242366",-138.288585,"-138,288585",Randstad Zuid,RZ,Den Haag,2,Baan,Den Haag,Derden - Overig - NS Onderhoud & Service (vastgesteld op 03-04-2018),Leidschendam Werkplaats,LDD,NCBG,86221.32099999,454391.95799999,-0.405,110,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Zuid-Holland Noord,52.07353353,4.38398152,18.242366
878,3d958915-d05e-4139-ab83-b8c1c275cdb8,4eaa2c1c-efae-4372-8afc-94491713235e,962,60,Bestaand,437,a,437,437_a,Arnhem Goederenstation - Velperbroek Aansl.,Ahg-Va,Arnhem Goederenstation - Velperpoort Aansl. ,"0,887544",-18.448584,"-18,448584",Noord-Oost,NO,Achterhoek,30,Baan,Gelre,ProRail,Velperbroek Aansl.,VA,NCBG,192617.31599999,443287.03,15.129,400,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Ja,Oost,51.97671597,5.93470454,0.887544
879,0ab7bf14-43f2-4ab0-97e7-9bfa4d3f6d0d,642b4993-9d10-435b-9229-6c4e3ea198dc,137B,60,Bestaand,082,,82,082__,Haarlem - Santpoort Noord,Hlm-Utg,Haarlem - Uitgeest ,"1,494551",0.679004,"0,679004",Randstad Noord,RN,Haarlem,8,Baan,Kennemerland,ProRail,Haarlem,HLM,PPLG,103005.201,489959.184,3.7,240,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Onbekend,Noord-West,52.39501114,4.62330718,1.494551
880,ba4a5172-7596-4f2c-bf63-a6551f1875f4,4aaef826-8dfc-4e3e-b58f-a8151119d5bd,95,60,Bestaand,803,h,803,803_h,Delfzijl Stamlijn Havenschap,Dz-Dzsh,Delfzijl - Delfzijl Stamlijn Havenschap ,"105,803630",-1.814803,"-1,814803",Noord-Oost,NO,Groningen,37,Baan,Wadden,ProRail,Delfzijl Stamlijn Havenschap,DZSH,NCBG,261074.939,592045.18099999,1.02,420,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Noord,53.30433262,6.9784649,105.80363
881,b014ec25-88a3-4adc-9c9d-1f262f9ffe9f,b9ddda91-21a3-4fcd-9d76-75a5646be86d,1367B,60,Bestaand,054,a,54,054_a,Boxtel - Eindhoven,Bd-Ehv,Breda - Eindhoven ,"53,649667",25.686666,"25,686666",Zuid,Z,Boxtel,23,Baan,Brabant,ProRail,Acht,AT_416,NCBG,157732.70699999,387114.228,19.03,330,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Ja,Zuid-West,51.47307782,5.42653169,53.649667
882,78256105-a5a4-42ff-938d-b43e31a4b71a,505338b8-b5eb-48ed-8c62-2490b66d7136,271B,60,Bestaand,107,,107,107__,Moordrecht Aansl. - Den Haag Binckhorst,Gd-Gvc,Gouda - Den Haag Centraal ,"1,686484",0.222305,"0,222305",Randstad Zuid,RZ,Rijn en Gouwe,81,Baan,Rijn en Gouwe,ProRail,Moordrecht Aansl. Zuid,MDAZ,PPLG,103971.368,447069.63699999,-3.13399999,100,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,BAM Rail,Ja,Zuid-Holland Noord,52.00964421,4.64395573,1.686484
883,4506bd1d-81e8-482a-8397-c0d32b897b1e,5b06aeae-3138-4007-870a-55cf820379c5,97,60,Bestaand,545,b,545,545_b,Roosendaal,Zlw-Np,Lage Zwaluwe - Nispen ,"22,520019",-14.842163,"-14,842163",Zuid,Z,Roosendaal,19,Baan,Zeeland,ProRail,Roosendaal,RSD,PPLG,90932.86599999,395331.42599999,4.31599999,310,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Zuid-West,51.54329745,4.46363309,22.520019
884,b67b92b1-4133-41e6-9404-9adb5723d36c,046e1b86-e3aa-4d27-9e0f-4f1272ce308f,2229,60,Bestaand,614,c,614,614_c,s Hertogenbosch,Ut-Btl,Utrecht Centraal - Boxtel ,"48,462313",19.233083,"19,233083",Zuid,Z,Den Bosch,21,Baan,Betuwe,ProRail,'s Hertogenbosch,HT,PPLG,148367.507,410788.422,6.509,320,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Zuid-West,51.6858429,5.29129038,48.462313
885,453716a7-629e-489f-82a9-0f0646faf762,15760fd4-586a-4761-a176-d7ff072a86de,56,60,Bestaand,817,i,817,817_i,Vlissingen Sloehaven,Frkws-Bww,Frankrijkweg Sloegebied - Belgiëweg West ,"401,570015",6.280855,"6,280855",Zuid,Z,Goes,18,Baan,Zeeland,ProRail,Sloehaven Emplacement,SLOE_VP,NCBG,39948.52799999,386318.804,5.50199999,310,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Zuid-West,51.45419569,3.73184226,401.570015
