ID,NUMMER,KLASSE,TYPE,DAK,SCHOT,BIJZONDERHEDEN,X_COORD,Y_COORD,longitude,latitude,GML
19,24,2,1_pers,,,,"120933,985450736","488038,388214777",4.88690183823825,52.3791487019725,"<gml:Point srsName=SDO:90112 xmlns:gml=http://www.opengis.net/gml><gml:coordinates decimal=. cs=, ts= >120933.985450736,488038.388214777,0 </gml:coordinates></gml:Point>"
20,25,4,1_pers,,1,verlichting,"120628,627456509","487042,705978961",4.88251915698215,52.3701813732382,"<gml:Point srsName=SDO:90112 xmlns:gml=http://www.opengis.net/gml><gml:coordinates decimal=. cs=, ts= >120628.627456509,487042.705978961,0 </gml:coordinates></gml:Point>"
21,26,3,1_pers,,1,verlichting,"120717,547663685","486496,458541116",4.88388037120856,52.3652777189025,"<gml:Point srsName=SDO:90112 xmlns:gml=http://www.opengis.net/gml><gml:coordinates decimal=. cs=, ts= >120717.547663685,486496.458541116,0 </gml:coordinates></gml:Point>"
22,27,4,1_pers,,,,"121553,945999326","486132,471709733",4.89619575544888,52.3620580070703,"<gml:Point srsName=SDO:90112 xmlns:gml=http://www.opengis.net/gml><gml:coordinates decimal=. cs=, ts= >121553.945999326,486132.471709733,0 </gml:coordinates></gml:Point>"
23,30,5,1_pers,,,,"122309,278902156","486033,751560744",4.90729365199577,52.3612162021445,"<gml:Point srsName=SDO:90112 xmlns:gml=http://www.opengis.net/gml><gml:coordinates decimal=. cs=, ts= >122309.278902156,486033.751560744.0 </gml:coordinates></gml:Point>"
24,31,3,1_pers,,,,"121421,043304069","488016,982639772",4.89405673866665,52.3789862916638,"<gml:Point srsName=SDO:90112 xmlns:gml=http://www.opengis.net/gml><gml:coordinates decimal=. cs=, ts= >121421.043304069,488016.982639772,0 </gml:coordinates></gml:Point>"
25,32,2,1_pers,,,,"121310,146841934","487808,282571181",4.89244905473574,52.3771038924027,"<gml:Point srsName=SDO:90112 xmlns:gml=http://www.opengis.net/gml><gml:coordinates decimal=. cs=, ts= >121310.146841934.487808.282571181,0 </gml:coordinates></gml:Point>"
26,33,4,1_pers,,,,"121075,795301121","487359,657019438",4.88905283500814,52.3730576245289,"<gml:Point srsName=SDO:90112 xmlns:gml=http://www.opengis.net/gml><gml:coordinates decimal=. cs=, ts= >121075.795301121,487359.657019438,0 </gml:coordinates></gml:Point>"
27,34,4,1_pers,,,,"121027,7347339","487061,940788964",4.88837718151965,52.3703790396972,"<gml:Point srsName=SDO:90112 xmlns:gml=http://www.opengis.net/gml><gml:coordinates decimal=. cs=, ts= >121027.7347339,487061.940788964.0 </gml:coordinates></gml:Point>"
28,35,5,1_pers,,,,"122158,600785584","486482,150347615",4.90503799903276,52.3652370662044,"<gml:Point srsName=SDO:90112 xmlns:gml=http://www.opengis.net/gml><gml:coordinates decimal=. cs=, ts= >122158.600785584.486482.150347615,0 </gml:coordinates></gml:Point>"
29,36,4,1_pers,,,,"121671,473438156","488011,128537514",4.89773503773572,52.378948918924,"<gml:Point srsName=SDO:90112 xmlns:gml=http://www.opengis.net/gml><gml:coordinates decimal=. cs=, ts= >121671.473438156,488011.128537514.0 </gml:coordinates></gml:Point>"
30,37,6,1_pers,,,,"121142,977894114","486715,618079972",4.89010410115443,52.3672736931942,"<gml:Point srsName=SDO:90112 xmlns:gml=http://www.opengis.net/gml><gml:coordinates decimal=. cs=, ts= >121142.977894114.486715.618079972,0 </gml:coordinates></gml:Point>"
31,38,6,1_pers,,,,"121107,856228947","487489,623125298",4.88951051735163,52.3742276248495,"<gml:Point srsName=SDO:90112 xmlns:gml=http://www.opengis.net/gml><gml:coordinates decimal=. cs=, ts= >121107.856228947,487489.623125298,0 </gml:coordinates></gml:Point>"
32,14,,1_pers,,,,"120256,857625212","486886,102984344",4.87707674835419,52.3687505992243,"<gml:Point srsName=SDO:90112 xmlns:gml=http://www.opengis.net/gml><gml:coordinates decimal=. cs=, ts= >120256.857625212,486886.102984344.0 </gml:coordinates></gml:Point>"
33,28,5,1_pers,,,,"122556,814330651","486256,019395517",4.91090599818778,52.3632284210008,"<gml:Point srsName=SDO:90112 xmlns:gml=http://www.opengis.net/gml><gml:coordinates decimal=. cs=, ts= >122556.814330651,486256.019395517,0 </gml:coordinates></gml:Point>"
34,39,,1_pers,,,,"121866,52727883","487370,621697465",4.90066259062871,52.3732043820038,"<gml:Point srsName=SDO:90112 xmlns:gml=http://www.opengis.net/gml><gml:coordinates decimal=. cs=, ts= >121866.52727883,487370.621697465,0 </gml:coordinates></gml:Point>"
35,21,,2_pers,,,,121514.963735722,"487176,664373321",4.89551963539451,52.3714399619954,"<gml:Point srsName=SDO:90112 xmlns:gml=http://www.opengis.net/gml><gml:coordinates decimal=. cs=, ts= >121514.963735722,487176.664373321,0 </gml:coordinates></gml:Point>"
36,40,,1_pers,,,,"120479,513662353","488277,393304511",4.88020310807092,52.3812683189848,"<gml:Point srsName=SDO:90112 xmlns:gml=http://www.opengis.net/gml><gml:coordinates decimal=. cs=, ts= >120479.513662353,488277.393304511,0 </gml:coordinates></gml:Point>"
