Ministerie;Handelsnaam;4000 - Diensten en middelen overig;4110 - Consumptieve diensten;4120 - Risicobeheersen;4130 - Schoonmaak;4210 - Post-, koeriers- en transportdiensten;4310 - Documentmanagement;4410 - Afvalzorgmanagement;4510 - Inrichting van gebouwen;4610 - Benodigdheden en hulpmiddelen;4710 - Bankdiensten;Eindtotaal
BZ;Galerie De Vlaming;;;;;;;;2;;;2
BZ;Galerie De Zaal;;;;;;;;1;;;1
BZ;Galerie Diana Stigter;;;;;;;;2;;;2
BZ;Galerie Gerhard Hofland;;;;;;;;1;;;1
BZ;Galerie Maurits van de Laar;;;;;;;;1;;;1
BZ;Galerie Nouvelles Images;;;;;;;;2;;;2
BZ;Galerie Onrust;;;;;;;;1;;;1
BZ;Galerie Van Kranendonk;;;;;;;;1;;;1
BZ;Galerie Wit;;;;;;;;2;;;2
BZ;Galerie Wouter van Leeuwen;;;;;;;;1;;;1
BZ;Glasblazerij De Oude Horn B.V.;;;;;;;;2;;;2
BZ;Gunnebo Nederland B.V.;;;2;;;;;;;;2
BZ;Het Sleutelhuis B.V.;;;1;;;;;;;;1
BZ;Het Stempel No. 539 B.V.;;;;;;;;;1;;1
BZ;in60seconds B.V.;;;;;;1;;;;;1
BZ;ING Bank N.V.;;;;;;;;1;1;;1
BZ;Jimmy Jap-Ngie;;;1;;;;;;;;1
BZ;K. Boske;;;;;;;;2;;;2
BZ;Koninklijke Luchtvaart Maatschappij N.V.;;;;;2;;;;;;2
BZ;Koninklijke van der Most B.V.;;;;;;;;;2;;2
BZ;Korporaal Installatietechniek B.V.;;;;;;;;5;;;5
BZ;Lensvelt Contract B.V.;;;;;;;;1;;;1
BZ;Lyreco Nederland B.V.;;;;;;;;6;3;;6
BZ;M.G. Geerlinks;;;;;;;;1;;;1
BZ;Manutan B.V.;;;;;;;;;1;;1
BZ;Metaform B.V.;;;;;;;;1;;;1
BZ;Misco Nederland B.V.;;;;;;;;;1;;1
BZ;Moduli Print B.V.;;;;;;3;;;1;;3
BZ;Molenaar;;;;;;;;1;;;1
BZ;Muldi B.V.;;;;;;;;;1;;1
BZ;N.V. Koninklijke Porceleyne Fles;;;;;;;;1;;;1
BZ;Nauta B.V.;;;;;;;;2;;;2
BZ;NIBHV B.V.;;;1;;;;;;;;1
BZ;Passa Flor B.V.;;;;;;;;1;;;1
BZ;PDS Professional Driving Solutions B.V.;;;2;;;;;;;;2
BZ;Personal Art/Living Stone Editions;;;;;;;;1;;;1
BZ;Pim Ras Fotografie;;;;;;1;;;;;1
BZ;Poike Stomps Fotografie;;;;;;;;2;;;2
BZ;QC Light Factory B.V.;;;;;;;;4;;;4
BZ;Quinton Brandveiligheid B.V.;;;2;;;;;;;;2
BZ;RauwCC B.V.;;;;;;1;;;;;1
BZ;Reisswolf Nederland B.V.;;;;;;;;;1;;1
BZ;Reporterservice B.V.;;;;;;1;;;;;1
BZ;riskconsult;;;1;;;;;;;;1
BZ;S. Hooft Graafland;;;;;;;;1;;;1
BZ;Sander Troelstra Photography;;;;;;;;1;;;1
BZ;SB Commerce B.V.;;;;;;;;1;;;1
BZ;Schut-Copex B.V.;;;2;;4;;;1;;;4
BZ;SOS International Amsterdam;;;1;;;;;;;;1
BZ;Spencer Medical B.V.;;;1;;;;;;;;1
BZ;Staples Nederland B.V.;;;;;;;;;2;;2
BZ;Stas B.V.;;;;;;;;;1;;1
BZ;Steendrukkerij Amsterdam B.V.;;;;;;;;1;;;1
BZ;Ster in Lijsten B.V.;;;;;;;;2;;;2
BZ;STICHTING Centre for Safety and Development;;;2;;;;;;;;2
BZ;Technisch Bureau Koppes B.V.;;;;;;;;;1;;1
BZ;Technisch Bureau Verhagen B.V.;;;;;;;;;1;;1
BZ;The Ravestijn Gallery B.V.;;;;;;;;1;;;1
BZ;Transposafe Systems;;;;;2;;;;;;2
BZ;Upstream Gallery;;;;;;;;1;;;1
BZ;VCK Travel B.V.;;;1;;;;;;;;1
BZ;Vereniging VNO-NCW;;;;;;1;;;;;1
BZ;Windmill Forwarding B.V.;;;;;1;;;;;;1
BZ;Xerox (Nederland) B.V.;;;;;;5;;;1;;5
BZ;Zwartwoud Groningen B.V.;;;;;;;;1;;;1
BZK;3K Horeca B.V.;;1;;;;;;;;;1
BZK;7AM B.V.;2;2;;;;;;;;;2
BZK;A & C Presentations;;;;;;;;;1;;1
BZK;Aannemersbedrijf G.B. van Hoek B.V.;;;;;;;;2;;;2
BZK;Absoluta Food and Facilities B.V.;;1;;;;;;;;;1
BZK;ABS-Technologies;1;;;;;;;;;;1
BZK;Ad Hoc Data B.V.;;;1;;;;;;;;1
BZK;Aeneas B.V.;1;;;;;;;;;;1
BZK;Aestic Produkten B.V.;;;;;;;;1;;;1
BZK;Ahrend Nederland B.V.;;;;;;;;5;;;5
BZK;Aiki-Budo Sport/Ronin B.V.;;;;;;;;;1;;1
BZK;AKB.nl;;;;;;;;2;;;2
BZK;Alarmpoint B.V.;;;1;;;;;;;;1
BZK;Albert Nolten Schoenen;;;;;;;;;1;;1
BZK;Albron Nederland B.V.;;6;;;;;;;;;6
BZK;Albyco Nederland B.V.;;;;;;1;;;;;1
BZK;Alert Teleservices B.V.;;;1;;;;;;;;1
BZK;Alvero Kantoormeubelverhuur B.V.;;;;;;;;1;;;1
BZK;Always Green B.V.;;1;;;;;;;;;1
BZK;Ambius B.V.;;;;;;;;1;;;1
BZK;Andermanskeuken;;1;;;;;;;;;1
BZK;Anjoly NL B.V.;;1;;;;;;;;;1
BZK;Ann's Art;;;;;;;;1;;;1
BZK;Anoniem 112;;;;;;;;1;1;;1
BZK;Anoniem 125;;;;;;;;1;;;1
BZK;Anoniem 141;;1;;;;;;;;;1
BZK;Anoniem 15;;;;;;1;;;;;1
BZK;Anoniem 150;;;;;;;;;1;;1
BZK;Anoniem 151;;;;;;1;;;;;1
BZK;Anoniem 157;;1;;;;;;;;;1
BZK;Anoniem 176;;1;;;;;;;;;1
BZK;Anoniem 193;;1;;;;;;;;;1
BZK;Anoniem 200;;;;;;1;;1;1;;1
BZK;Anoniem 224;;1;;;;;;;;;1
BZK;Anoniem 240;;;;;;;;1;;;1
BZK;Anoniem 245;;1;;;;;;;;;1
BZK;Anoniem 246;;1;;;;;;;;;1
BZK;Anoniem 248;;1;;;;;;;;;1
BZK;Anoniem 25;;;1;;;;;;;;1
BZK;Anoniem 250;1;;;;;;;;;;1
BZK;Anoniem 268;;1;;;;;;;;;1
BZK;Anoniem 285;;1;;;;;;;;;1
BZK;Anoniem 287;;;;;;;;1;;;1
BZK;Anoniem 305;;1;;;;;;;;;1
BZK;Anoniem 311;;;;;;;;;1;;1
BZK;Anoniem 313;;1;;;;;;;;;1
BZK;Anoniem 319;;1;;;;;;;;;1
BZK;Anoniem 322;;1;;;;;;;;;1
BZK;Anoniem 323;;1;;;;;;;;;1
BZK;Anoniem 324;;1;;;;;;;;;1
BZK;Anoniem 326;;1;;;;;;;;;1
BZK;Anoniem 333;;1;;;;;;;;;1
BZK;Anoniem 339;;2;;;;;;;;;2
BZK;Anoniem 340;;1;;;;;;;;;1
BZK;Anoniem 341;;1;;;;;;;;;1
BZK;Anoniem 345;;1;;;;;;;;;1
BZK;Anoniem 349;;;;;;;;;1;;1
BZK;Anoniem 35;;;2;;;;;1;;;2
BZK;Anoniem 36;1;;;;;;;;;;1
BZK;Anoniem 383;;;;2;;;;;;;2
BZK;Anoniem 398;;1;;;;;;;;;1
BZK;Anoniem 399;;1;;;;;;;;;1
BZK;Anoniem 403;1;;;;;;;;;;1
BZK;Anoniem 408;;;;;;;;1;;;1
BZK;Anoniem 431;;1;;;;;;;;;1
BZK;Anoniem 440;;1;;;;;;;;;1
BZK;Anoniem 459;;;;;;;;;1;;1
BZK;Anoniem 46;;1;;;;;;;;;1
BZK;Anoniem 499;;1;;;;;;;;;1
BZK;Anoniem 517;;2;;;;;;;;;2
BZK;Anoniem 52;;1;;;;;;;;;1
BZK;Anoniem 526;;1;;;;;;;;;1
BZK;Anoniem 536;;1;;;;;;;;;1
BZK;Anoniem 547;;;1;;;;;;;;1
BZK;Anoniem 550;;;;;;1;;;;;1
BZK;Anoniem 559;;;;;;1;;;;;1
BZK;Anoniem 564;;;;;;;;;1;;1
BZK;Anoniem 57;;1;;;;;;;;;1
BZK;Anoniem 576;;;;;;;;1;;;1
BZK;Anoniem 591;;1;;;;;;;;;1
BZK;Anoniem 593;;;;;;1;;;;;1
BZK;Anoniem 67;;;;;;;;;1;;1
BZK;Anoniem 69;;2;;;;;;;;;2
BZK;Anoniem 76;;1;;;;;;;;;1
BZK;Anoniem 8;;1;;;;;;;;;1
BZK;Anoniem 86;;1;;;;;;;;;1
BZK;Anoniem 88;;;;;;;;2;;;2
BZK;Anoniem 90;;1;;;;;;;;;1
BZK;Anoniem 99;;1;;;;;;;;;1
BZK;Antalis B.V.;;;;;1;1;;;1;;1
BZK;APARTT. in Business;;;;;;;;;1;;1
BZK;Ardis Organisatieontwikkeling B.V.;1;;;;;;;;;;1
BZK;Art 4 You Decorations;;;;;;;;2;;;2
BZK;Artikraak;3;;;;;;;;;;3
BZK;ASB Security B.V.;;;1;;;;;;;;1
BZK;Ascom (Nederland) B.V.;;;1;;;;;;;;1
BZK;Asito B.V.;;;;7;;;;;;;7
BZK;Asito Friesland B.V.;;;;2;;;;;;;2
BZK;ASSA ABLOY Nederland B.V.;;;1;;;;;;;;1
BZK;Athene Palace B.V.;;1;;;;;;;;;1
BZK;Athlete.nl B.V.;;;;;;;;;1;;1
BZK;Atir Schoonmaakstrategen;;;;2;;;;;;;2
BZK;ATK Grootkeukentechniek B.V.;;1;;;;;;;;;1
BZK;Atlantic Hotel Exploitatie B.V.;;1;;;;;;;;;1
BZK;B & V Brandbeveiliging B.V.;;;1;;;;;;;;1
BZK;Bally's eten & drinken;;1;;;;;;;;;1
BZK;BAM Bouw en Techniek B.V.;;;;;1;;;;;;1
BZK;Bandra Beheer B.V.;;1;;;;;;;;;1
BZK;Banketbakkerij Boheemen;;1;;;;;;;;;1
BZK;Banketbakkerij De Kruyter;;1;;;;;;;;;1
BZK;Bar Restaurant Pavlov B.V.;1;1;;;;;;;;;1
BZK;Barbarossa Beach B.V.;;1;;;;;;;;;1
BZK;Barlot B.V.;;1;;;;;;;;;1
BZK;Bavak Beveiligingsgroep B.V.;;;1;;;;;;;;1
BZK;BCN B.V.;;2;;;;;;;;;2
BZK;BDO Accountants & Belastingadviseurs B.V.;1;;;;;;;;;;1
BZK;Bemeij Schoonmaakbedrijf B.V.;;;;1;;;;;;;1
BZK;Berg Toilet en Douchewagen Verhuur B.V.;;1;;;;;;;;;1
BZK;'Betonvereniging';1;;;;;;;;;;1
BZK;Bilderberg Residence Groot Heideborgh;;1;;;;;;;;;1
BZK;BIM Media B.V.;1;;;;;;;;1;;1
BZK;Blinker B.V.;;;;;;;;;1;;1
BZK;Boerderij Rietveld;;;;;;1;;;;;1
BZK;Boerhof Projectinrichters;;;;;;;;7;;;7
BZK;bol.com B.V.;1;1;;;;;;;1;;1
BZK;bon design;;1;;;;;;;;;1
BZK;Boomerang Beach;;1;;;;;;;;;1
BZK;Boone IT;;1;;;;;;;;;1
BZK;Bourgonje Holding B.V.;;1;;;;;;;;;1
BZK;BPI Services B.V.;;;1;;;;;;;;1
BZK;Brics;1;;;;;;;;;;1
BZK;Bruynzeel Storage Systems B.V.;;;;;;;;1;;;1
BZK;buildingSMART Benelux Chapter;1;;;;;;;;;;1
BZK;Bureau G.I.T.;;;;;;;;1;;;1
BZK;Buro Grootswagers Communicatie&Spel;1;;;;;;;;;;1
BZK;CA & MA Holding B.V.;;1;;;;;;;;;1
BZK;Café Restaurant Rootz B.V.;1;1;;;;;;;;;1
BZK;Cafe/Restaurant De Eeuwige Jachtvelden;1;;;;;;;;;;1
BZK;Cafe/Restaurant Schlemmer;1;;;;;;;;;;1
BZK;Canon Nederland N.V.;;;;;;1;;;2;;2
BZK;Cantine Service;;5;;;;;;;;;5
BZK;Capo Cucina;;1;;;;;;;;;1
BZK;Caravanbouw Jager;;1;;;;;;;;;1
BZK;Card Vision B.V.;;;;;;;;;1;;1
BZK;Carlton Hotels Nederland B.V.;;1;;;;;;;;;1
BZK;Catering Lokaal B.V.;;2;;;;;;;;;2
BZK;Centrum Quadraat;;1;;;;;;;;;1
BZK;Chubb Fire & Security B.V.;;;1;;;;;;;;1
BZK;Citylife B.V.;;1;;;;;;;;;1
BZK;Claire Harvey;;;;;;;;1;;;1
BZK;Classic Leveranciers;;;;;;;;;1;;1
BZK;C-Mark B.V.;;;;1;;;;;;;1
BZK;Colour XL B.V.;;;;;;1;;;;;1
BZK;COMBICO;;;;;;;;1;;;1
BZK;Compacon & Partners B.V.;;;;1;;;;;1;;1
BZK;Compass Group Nederland B.V.;;7;;1;;;;;;;7
BZK;Cona Trading & Services;;1;;;;;;;;;1
BZK;Conrad Electronic Benelux B.V.;;;;;;;;;1;;1
BZK;Coolblue B.V.;;1;;;;;;;1;;1
BZK;Copybrook B.V.;;;;;;;;;1;;1
BZK;Cor van Raaij Elektrotechniek B.V.;;;1;;;;;;1;;1
BZK;Croon Elektrotechniek B.V.;;1;;;;;;;;;1
BZK;Crowd Support;;;1;;;;;;;;1
BZK;Crowd Support B.V.;;;2;;;;;;;;2
BZK;CSU Cleaning Services;;;;7;;;;;;;7
BZK;CSU Food Services;;;;7;;;;2;;;7
BZK;CTMabc;;1;;;;;;;;;1
BZK;Cuna International B.V.;;;1;;;;;;;;1
BZK;CURA Preventie B.V.;;;3;;;;;;;;3
BZK;CURA Safety Solutions B.V.;;;1;;;;;;;;1
BZK;CWS Nederland B.V.;;;;5;;;;;;;5
BZK;Dalosy Projecten B.V.;;;;;;;;;1;;1
BZK;Daniëlla van der Linden;;1;;;;;;;;;1
BZK;DDM marketing en sales;;;;;1;;;;;;1
BZK;De Baak B.V.;;1;;;;;;;;;1
BZK;De Bakkerswinkel Den Haag;;1;;;;;;;;;1
BZK;De Ballonnenwinkel;;;;;;;;;1;;1
BZK;De Belgische Keizer B.V.;;1;;;;;;;;;1
BZK;De Beurs;;1;;;;;;;;;1
BZK;De Gouverneur;;1;;;;;;;;;1
BZK;De Horeca Academie Zakelijk B.V.;;1;;;;;;;;;1
BZK;De Jonge Voorn B.V.;;1;;;;;;;;;1
BZK;De keuken van Thijs;;1;;;;;;;;;1
BZK;De Kroon Service- en Schoonmaakdiensten B.V.;;;;1;;;;;;;1
BZK;de Persgroep Nederland B.V.;1;;;;;;;;;;1
BZK;De Poort van Kleef Utrecht B.V.;;1;;;;;;;;;1
BZK;De Raat Security Products B.V.;;;;;;;;;1;;1
BZK;'De Reehorst' B.V.;;1;;;;;;;;;1
BZK;De Rotterdam B.V.;;1;;;;;;;;;1
BZK;De Sparrenhorst;;1;;;;;;;;;1
BZK;De Winkel van Sinkel B.V.;;1;;;;;;;;;1
BZK;De Witte Vosch B.V.;;1;;;;;;;;;1
BZK;Dekxels B.V.;;1;;;;;;;;;1
BZK;Delta International Promotioneel B.V.;;;;;;1;;;;;1
BZK;Dendy B.V.;1;1;;;;;;;;;1
BZK;Dierenpark 'Amersfoort' B.V.;;1;;;;;;;;;1
BZK;Dijkgraaf-Rijsdorp B.V.;;1;;;;;;;1;;1
BZK;DINING56;1;;;;;;;;;;1
BZK;Discountoffice.nl B.V.;;;;;;;;;1;;1
BZK;DJM Bedrijfsdiensten;;;;1;;;;;;;1
BZK;Dokkumer Vlaggen Centrale B.V.;;;1;;;;;;1;;1
BZK;Domino's Pizza Torenstraat;;1;;;;;;;;;1
BZK;Donki Gotte;;;;;;2;;;;;2
BZK;Douwe Egberts Horeca;;6;;;;;;;;;6
BZK;Drentea Kantoormeubelen;;;;;;;;7;;;7
BZK;Dudok Den Haag B.V.;;1;;;;;;;;;1
BZK;Dunea N.V.;;;;;;;;1;;;1
BZK;Dutchband B.V.;;;;;;;;;1;;1
BZK;E. Evers;;1;;;;;;;;;1
