OBJECTID,SIGMA_ID,REF_FUNC_SPOORTAK_NAAM_LANG,KANTCODE,M_SIGMATRAJECT_BEGIN,M_SIGMATRAJECT_EIND,PUBLICATIEDATUM,DATUM_GOEDGEKEURD,ELEMENT_TYPE,ELEMENT_LENGTE,STRAAL_BEGIN,STRAAL_EIND,ROTATIE_BEGIN,ROTATIE_EIND,ARGUMENT_BEGIN,ARGUMENT_EIND,VOLGNUMMER,LENGTE_TOTAAL_SIGMATRAJECT,BEIDE_EINDEN_GELIJK,POSITIONELE_NAUWKEURIGHEID_MM,REF_FUNCTIONELE_SPOORTAK_PUIC,SIGMATRAJECT_GUID,REF_WISSEL_KRUISING_PUIC,Shape__Length
28,938772,003_2241L_84.3,,96.181103,124.25345,2021/10/29 14:28:15+00,2017/05/16 10:01:20+00,Boog,28.072347,500,500,CW,CW,5.79529707,5.73915238,8,457.65190263,Nee,10,bec56179-0f0c-496d-94ee-4f9bcd9942f4,23d323ae-f400-431e-a526-6d6a4bf6b0f1,,28.0723575227752
29,938773,003_2241L_84.3,,124.25345,457.65190263,2021/10/29 14:28:15+00,2017/05/16 10:01:20+00,Rechtstand,333.39845263,,,,,5.73915238,5.73915238,9,457.65190263,Nee,10,bec56179-0f0c-496d-94ee-4f9bcd9942f4,23d323ae-f400-431e-a526-6d6a4bf6b0f1,,333.398427371831
30,938774,003_2217V_84.0,V,0,1.225,2021/10/29 14:28:16+00,2017/05/16 09:57:03+00,Rechtstand,1.225,,,,,5.84980962,5.84980962,0,134.11589173,Ja,10,613a6db7-34f8-4566-a409-515c299e1d45,275ca0dd-ae7f-439f-8414-656a30684871,d89a34d2-2228-4911-a6ad-0073952711ab,1.22498454684131
31,938775,003_2217V_84.0,V,1.225,3.8,2021/10/29 14:28:16+00,2017/05/16 09:57:03+00,Rechtstand,2.575,,,,,5.84980962,5.84980962,1,134.11589173,Ja,10,613a6db7-34f8-4566-a409-515c299e1d45,275ca0dd-ae7f-439f-8414-656a30684871,d89a34d2-2228-4911-a6ad-0073952711ab,2.57502984254552
32,938776,003_2217V_84.0,,3.8,111.28582763,2021/10/29 14:28:16+00,2017/05/16 09:57:03+00,Rechtstand,107.48582763,,,,,5.84980962,5.84980962,2,134.11589173,Ja,10,613a6db7-34f8-4566-a409-515c299e1d45,275ca0dd-ae7f-439f-8414-656a30684871,,107.485783872334
33,938777,003_2217V_84.0,,111.28582763,111.79671278,2021/10/29 14:28:16+00,2020/08/20 18:23:20+00,Boog,0.51088515,30000,30000,CW,CW,5.84980962,5.84979259,3,134.11589173,Ja,10,613a6db7-34f8-4566-a409-515c299e1d45,275ca0dd-ae7f-439f-8414-656a30684871,,0.510860176564978
34,938778,003_2217V_84.0,,111.79671278,130.31589173,2021/10/29 14:28:16+00,2020/08/20 18:23:20+00,Rechtstand,18.51917895,,,,,5.84979259,5.84979259,4,134.11589173,Ja,10,613a6db7-34f8-4566-a409-515c299e1d45,275ca0dd-ae7f-439f-8414-656a30684871,,18.5192724006641
35,938779,003_2217V_84.0,V,130.31589173,132.38150658,2021/10/29 14:28:16+00,2020/08/20 18:23:20+00,Rechtstand,2.06561485,,,,,5.84979259,5.84979259,5,134.11589173,Ja,10,613a6db7-34f8-4566-a409-515c299e1d45,275ca0dd-ae7f-439f-8414-656a30684871,0c142fa7-8b5e-4a44-8a70-25593ac958e1,2.06555269117009
36,938780,003_2217V_84.0,V,132.38150658,132.89089173,2021/10/29 14:28:16+00,2020/08/20 18:23:20+00,Boog,0.50938515,30000,30000,CCW,CCW,5.84979259,5.84980957,6,134.11589173,Ja,10,613a6db7-34f8-4566-a409-515c299e1d45,275ca0dd-ae7f-439f-8414-656a30684871,0c142fa7-8b5e-4a44-8a70-25593ac958e1,0.509386395578052
37,938781,003_2217V_84.0,V,132.89089173,134.11589173,2021/10/29 14:28:16+00,2020/08/20 02:00:00+00,Rechtstand,1.225,,,,,5.84980957,5.84980957,7,134.11589173,Ja,10,613a6db7-34f8-4566-a409-515c299e1d45,275ca0dd-ae7f-439f-8414-656a30684871,0c142fa7-8b5e-4a44-8a70-25593ac958e1,1.22498454684131
38,938790,003_2329L_84.4,L,0,1.31602,2021/10/29 14:28:18+00,2017/05/16 10:20:53+00,Rechtstand,1.31602,,,,,5.71540409,5.71540409,0,59.74295,Ja,10,62816607-ec10-49cc-a3db-ff25f4b0959a,283660ef-1d49-41e3-af27-d8c8232e042c,9a281323-d741-4401-b985-f770ea9b22d4,1.31598994677011
39,938791,003_2329L_84.4,L,1.31602,3.37102,2021/10/29 14:28:18+00,2017/05/16 10:20:53+00,Boog,2.055,250,250,CCW,CCW,5.71540409,5.72362409,1,59.74295,Ja,10,62816607-ec10-49cc-a3db-ff25f4b0959a,283660ef-1d49-41e3-af27-d8c8232e042c,9a281323-d741-4401-b985-f770ea9b22d4,2.0550287541541
40,938792,003_2329L_84.4,L,3.37102,21.39635,2021/10/29 14:28:18+00,2017/05/16 10:20:53+00,Boog,18.02533,195,195,CCW,CCW,5.72362409,5.81606168,2,59.74295,Ja,10,62816607-ec10-49cc-a3db-ff25f4b0959a,283660ef-1d49-41e3-af27-d8c8232e042c,9a281323-d741-4401-b985-f770ea9b22d4,18.0252899477528
41,938793,003_2329L_84.4,L,21.39635,27.34246,2021/10/29 14:28:18+00,2017/05/16 10:20:53+00,Rechtstand,5.94611,,,,,5.81606164,5.81606164,3,59.74295,Ja,10,62816607-ec10-49cc-a3db-ff25f4b0959a,283660ef-1d49-41e3-af27-d8c8232e042c,9a281323-d741-4401-b985-f770ea9b22d4,5.94614329628878
42,938794,003_2329L_84.4,L,27.34246,36.54746,2021/10/29 14:28:18+00,2017/05/16 10:20:53+00,Rechtstand,9.205,,,,,5.81606168,5.81606168,4,59.74295,Ja,10,62816607-ec10-49cc-a3db-ff25f4b0959a,283660ef-1d49-41e3-af27-d8c8232e042c,9a281323-d741-4401-b985-f770ea9b22d4,9.20505297377478
43,938795,003_2329L_84.4,,36.54746,55.94295,2021/10/29 14:28:18+00,2017/05/16 10:20:53+00,Rechtstand,19.39549,,,,,5.81606168,5.81606168,5,59.74295,Ja,10,62816607-ec10-49cc-a3db-ff25f4b0959a,283660ef-1d49-41e3-af27-d8c8232e042c,,19.3954575241215
44,938796,003_2329L_84.4,V,55.94295,58.51795,2021/10/29 14:28:18+00,2017/05/16 10:20:53+00,Rechtstand,2.575,,,,,5.81606168,5.81606168,6,59.74295,Ja,10,62816607-ec10-49cc-a3db-ff25f4b0959a,283660ef-1d49-41e3-af27-d8c8232e042c,7e945fa8-c6f1-43e8-b758-b2219acd29b3,2.57498213003508
45,938797,003_2329L_84.4,V,58.51795,59.74295,2021/10/29 14:28:18+00,2017/05/16 10:20:53+00,Rechtstand,1.225,,,,,5.81606168,5.81606168,7,59.74295,Ja,10,62816607-ec10-49cc-a3db-ff25f4b0959a,283660ef-1d49-41e3-af27-d8c8232e042c,7e945fa8-c6f1-43e8-b758-b2219acd29b3,1.22501469378943
46,938798,003_2335L_84.4,L,0,27.365,2021/10/29 14:28:18+00,2017/05/16 10:20:53+00,Rechtstand,27.365,,,,,5.81606168,5.81606168,0,43.46589,Ja,10,d99fdc2a-5a50-40a9-9e51-ef5c53a2d572,28368508-5f5a-43cc-bc47-9a593e574f71,7e945fa8-c6f1-43e8-b758-b2219acd29b3,27.3650313813085
47,938799,003_2335L_84.4,L,27.365,36.57,2021/10/29 14:28:18+00,2017/05/16 10:20:53+00,Rechtstand,9.205,,,,,5.81606168,5.81606168,1,43.46589,Ja,10,d99fdc2a-5a50-40a9-9e51-ef5c53a2d572,28368508-5f5a-43cc-bc47-9a593e574f71,7e945fa8-c6f1-43e8-b758-b2219acd29b3,9.20496368705494
48,938800,003_2335L_84.4,,36.57,39.66589,2021/10/29 14:28:18+00,2017/05/16 10:20:53+00,Rechtstand,3.09589,,,,,5.81606168,5.81606168,2,43.46589,Ja,10,d99fdc2a-5a50-40a9-9e51-ef5c53a2d572,28368508-5f5a-43cc-bc47-9a593e574f71,,3.09594400789162
49,938801,003_2335L_84.4,V,39.66589,42.24089,2021/10/29 14:28:18+00,2017/05/16 10:20:53+00,Rechtstand,2.575,,,,,5.81606168,5.81606168,3,43.46589,Ja,10,d99fdc2a-5a50-40a9-9e51-ef5c53a2d572,28368508-5f5a-43cc-bc47-9a593e574f71,36ccaed9-0bcc-48e3-ada5-561e1709db5d,2.57498213003508
50,938802,003_2335L_84.4,V,42.24089,43.46589,2021/10/29 14:28:18+00,2017/05/16 10:20:53+00,Rechtstand,1.225,,,,,5.81606168,5.81606168,4,43.46589,Ja,10,d99fdc2a-5a50-40a9-9e51-ef5c53a2d572,28368508-5f5a-43cc-bc47-9a593e574f71,36ccaed9-0bcc-48e3-ada5-561e1709db5d,1.22501469378943
51,938803,003_2327L_84.4,L,0,1.31602,2021/10/29 14:28:23+00,2017/05/16 10:20:05+00,Rechtstand,1.31602,,,,,5.82606134,5.82606134,0,53.97325,Ja,10,cbafc01e-5f20-4562-bd8a-cd2c5292250d,2bab877d-a756-4c11-a90e-8428b823daa4,e17030cf-80a6-47da-bf15-1497affec6ad,1.316043167985
52,938804,003_2327L_84.4,L,1.31602,3.37102,2021/10/29 14:28:23+00,2017/05/16 10:20:05+00,Boog,2.055,250,250,CCW,CCW,5.82606134,5.83428134,1,53.97325,Ja,10,cbafc01e-5f20-4562-bd8a-cd2c5292250d,2bab877d-a756-4c11-a90e-8428b823daa4,e17030cf-80a6-47da-bf15-1497affec6ad,2.05497873631271
53,938805,003_2327L_84.4,L,3.37102,21.39635,2021/10/29 14:28:23+00,2017/05/16 10:20:05+00,Boog,18.02533,195,195,CCW,CCW,5.83428134,5.92671893,2,53.97325,Ja,10,cbafc01e-5f20-4562-bd8a-cd2c5292250d,2bab877d-a756-4c11-a90e-8428b823daa4,e17030cf-80a6-47da-bf15-1497affec6ad,18.025296356081
54,938806,003_2327L_84.4,L,21.39635,27.34246,2021/10/29 14:28:23+00,2017/05/16 10:20:05+00,Rechtstand,5.94611,,,,,5.92671889,5.92671889,3,53.97325,Ja,10,cbafc01e-5f20-4562-bd8a-cd2c5292250d,2bab877d-a756-4c11-a90e-8428b823daa4,e17030cf-80a6-47da-bf15-1497affec6ad,5.94619767246263
55,938807,003_2327L_84.4,L,27.34246,32.25369349,2021/10/29 14:28:23+00,2017/05/16 10:20:05+00,Rechtstand,4.91123349,,,,,5.92671885,5.92671885,4,53.97325,Ja,10,cbafc01e-5f20-4562-bd8a-cd2c5292250d,2bab877d-a756-4c11-a90e-8428b823daa4,e17030cf-80a6-47da-bf15-1497affec6ad,4.91122354306949
56,938808,003_2327L_84.4,Q,32.25369349,37.13825,2021/10/29 14:28:23+00,2017/05/16 10:20:05+00,Rechtstand,4.88455651,,,,,5.92671885,5.92671885,5,53.97325,Ja,10,cbafc01e-5f20-4562-bd8a-cd2c5292250d,2bab877d-a756-4c11-a90e-8428b823daa4,fed2c116-6d20-4d81-bf84-2f6fe4076f63,4.8844909581245
57,938809,003_2327L_84.4,Q,37.13825,43.89825,2021/10/29 14:28:23+00,2017/05/16 10:20:05+00,Rechtstand,6.76,,,,,5.92671885,5.92671885,6,53.97325,Ja,10,cbafc01e-5f20-4562-bd8a-cd2c5292250d,2bab877d-a756-4c11-a90e-8428b823daa4,fed2c116-6d20-4d81-bf84-2f6fe4076f63,6.76005717505407
58,938810,003_2327L_84.4,Q,43.89825,53.97325,2021/10/29 14:28:23+00,2017/05/16 10:20:05+00,Rechtstand,10.075,,,,,5.92671885,5.92671885,7,53.97325,Ja,10,cbafc01e-5f20-4562-bd8a-cd2c5292250d,2bab877d-a756-4c11-a90e-8428b823daa4,fed2c116-6d20-4d81-bf84-2f6fe4076f63,10.0749521189929
59,938811,003_2331/2333_S_T_84,S_T,0,0.81645,2021/10/29 14:28:24+00,2017/05/16 10:20:05+00,Rechtstand,0.81645,,,,,2.77512659,2.77512659,0,20.12712,Nee,10,,306ba9b8-91b4-438b-a6c0-957e2ce40514,fed2c116-6d20-4d81-bf84-2f6fe4076f63,0.816397629834874
60,938812,003_2331/2333_S_T_84,S_T,0.81645,19.31067,2021/10/29 14:28:24+00,2017/05/16 10:20:05+00,Boog,18.49422,204,204,CW,CW,2.77512659,2.68446865,1,20.12712,Nee,10,,306ba9b8-91b4-438b-a6c0-957e2ce40514,fed2c116-6d20-4d81-bf84-2f6fe4076f63,18.4942535759682
61,938813,003_2331/2333_S_T_84,S_T,19.31067,20.12712,2021/10/29 14:28:24+00,2017/05/16 10:20:05+00,Rechtstand,0.81645,,,,,2.68446865,2.68446865,2,20.12712,Nee,10,,306ba9b8-91b4-438b-a6c0-957e2ce40514,fed2c116-6d20-4d81-bf84-2f6fe4076f63,0.816450194439318
62,938814,003_2323/2325_S_T_84,S_T,0,0.81645,2021/10/29 14:28:24+00,2017/05/16 10:19:23+00,Rechtstand,0.81645,,,,,2.66446941,2.66446941,0,20.12712,Nee,10,,334bcafa-123f-482b-84f7-0fae854316dc,fd956ccd-6929-4458-b552-75542b1b8076,0.816461940325451
63,938815,003_2323/2325_S_T_84,S_T,0.81645,19.31067,2021/10/29 14:28:24+00,2017/05/16 10:19:23+00,Boog,18.49422,204,204,CW,CW,2.66446941,2.57381147,1,20.12712,Nee,10,,334bcafa-123f-482b-84f7-0fae854316dc,fd956ccd-6929-4458-b552-75542b1b8076,18.4942534026897
64,938816,003_2323/2325_S_T_84,S_T,19.31067,20.12712,2021/10/29 14:28:24+00,2017/05/16 10:19:23+00,Rechtstand,0.81645,,,,,2.57381147,2.57381147,2,20.12712,Nee,10,,334bcafa-123f-482b-84f7-0fae854316dc,fd956ccd-6929-4458-b552-75542b1b8076,0.816380971115814
65,938880,003_2313V_84.1,V,0,1.225,2021/10/29 14:28:28+00,2017/05/16 10:02:23+00,Rechtstand,1.225,,,,,5.72543331,5.72543331,0,196.36905,Ja,10,776366d4-f718-460d-9593-87b87cba2a66,4d58242c-b143-4b4c-a9ea-90ce23bdf94b,56e2ad71-f000-4983-885d-0dbdf055486d,1.22497634671042
66,938881,003_2313V_84.1,V,1.225,3.8,2021/10/29 14:28:28+00,2017/05/16 10:19:23+00,Rechtstand,2.575,,,,,5.72543331,5.72543331,1,196.36905,Ja,10,776366d4-f718-460d-9593-87b87cba2a66,4d58242c-b143-4b4c-a9ea-90ce23bdf94b,56e2ad71-f000-4983-885d-0dbdf055486d,2.57504319381248
67,938882,003_2313V_84.1,,3.8,54.58294,2021/10/29 14:28:28+00,2017/05/16 10:19:23+00,Rechtstand,50.78294,,,,,5.72543331,5.72543331,2,196.36905,Ja,10,776366d4-f718-460d-9593-87b87cba2a66,4d58242c-b143-4b4c-a9ea-90ce23bdf94b,,50.7829054517364
68,938883,003_2313V_84.1,,54.58294,99.89712,2021/10/29 14:28:28+00,2017/05/16 10:19:23+00,Boog,45.31418,500,500,CCW,CCW,5.72543331,5.81606167,3,196.36905,Ja,10,776366d4-f718-460d-9593-87b87cba2a66,4d58242c-b143-4b4c-a9ea-90ce23bdf94b,,45.3142296898227
69,938884,003_2313V_84.1,,99.89712,170.37905,2021/10/29 14:28:28+00,2017/05/16 10:19:23+00,Rechtstand,70.48193,,,,,5.81606167,5.81606167,4,196.36905,Ja,10,776366d4-f718-460d-9593-87b87cba2a66,4d58242c-b143-4b4c-a9ea-90ce23bdf94b,,70.4819145125897
70,938885,003_2313V_84.1,Q,170.37905,179.53405,2021/10/29 14:28:28+00,2017/05/16 10:19:23+00,Rechtstand,9.155,,,,,5.81606167,5.81606167,5,196.36905,Ja,10,776366d4-f718-460d-9593-87b87cba2a66,4d58242c-b143-4b4c-a9ea-90ce23bdf94b,fd956ccd-6929-4458-b552-75542b1b8076,9.15500960840566
71,938886,003_2313V_84.1,Q,179.53405,186.29405,2021/10/29 14:28:28+00,2017/05/16 10:19:23+00,Rechtstand,6.76,,,,,5.81606167,5.81606167,6,196.36905,Ja,10,776366d4-f718-460d-9593-87b87cba2a66,4d58242c-b143-4b4c-a9ea-90ce23bdf94b,fd956ccd-6929-4458-b552-75542b1b8076,6.76003219518961
72,938887,003_2313V_84.1,Q,186.29405,196.36905,2021/10/29 14:28:28+00,2017/05/16 10:19:23+00,Rechtstand,10.075,,,,,5.81606167,5.81606167,7,196.36905,Ja,10,776366d4-f718-460d-9593-87b87cba2a66,4d58242c-b143-4b4c-a9ea-90ce23bdf94b,fd956ccd-6929-4458-b552-75542b1b8076,10.0749783304978
73,938888,003_2325P_84.3,P,0,10.075,2021/10/29 14:28:29+00,2017/05/16 10:19:23+00,Rechtstand,10.075,,,,,5.70540445,5.70540445,0,49.23558,Ja,10,7f2a6a8c-9951-4892-9418-129f6e0d29fc,4ee6b466-d6d0-4939-819f-af8112057de3,fd956ccd-6929-4458-b552-75542b1b8076,10.0749915593017
74,938889,003_2325P_84.3,P,10.075,16.835,2021/10/29 14:28:29+00,2017/05/16 10:19:23+00,Rechtstand,6.76,,,,,5.70540445,5.70540445,1,49.23558,Ja,10,7f2a6a8c-9951-4892-9418-129f6e0d29fc,4ee6b466-d6d0-4939-819f-af8112057de3,fd956ccd-6929-4458-b552-75542b1b8076,6.76001284762093
75,938890,003_2325P_84.3,P,16.835,25.99,2021/10/29 14:28:29+00,2017/05/16 10:20:35+00,Rechtstand,9.155,,,,,5.70540442,5.70540442,2,49.23558,Ja,10,7f2a6a8c-9951-4892-9418-129f6e0d29fc,4ee6b466-d6d0-4939-819f-af8112057de3,fd956ccd-6929-4458-b552-75542b1b8076,9.15500012288367
