FID,datummutatie,naammuteerder,bron,status,genormeerd,objecttype,oevertype,objectnaam,rwsdienst,waterlichaam,beheerobjectcode,objectcode,opmerkingen,gdb_geomattr_data,shape
natuurvriendelijke_vooroever_legger.3567,2022-07-04T00:00:00,RHDHV,Stakeholder,Vastgesteld,1,Niet van toepassing,4,Vooroever Amerongse bovenpolder ,ON,Pannerdensch Kanaal - Nederrijn - Lek,"RL2.ON.R.919,570.ov",0BB22B02-84C6-470F-976D-B3DB7BDBB68A,Ingetekend op basis van BKN,,"LINESTRING (158784.96240000054 444275.4129000008, 158743.20059999824 444274.16629999876)"
natuurvriendelijke_vooroever_legger.3568,2022-07-04T00:00:00,RHDHV,Stakeholder,Vastgesteld,1,Niet van toepassing,4,Vooroever Amerongse bovenpolder ,ON,Pannerdensch Kanaal - Nederrijn - Lek,"RL2.ON.R.919,680.ov",41D3ECCD-F0D1-4704-BEF5-070491369124,Ingetekend op basis van BKN,,"LINESTRING (158670.21350000054 444271.35929999873, 158622.77380000055 444266.16220000014)"
natuurvriendelijke_vooroever_legger.3569,2022-07-04T00:00:00,RHDHV,Stakeholder,Vastgesteld,1,Niet van toepassing,4,Vooroever Amerongse bovenpolder ,ON,Pannerdensch Kanaal - Nederrijn - Lek,"RL2.ON.R.919,780.ov",04122DF8-395B-457C-BF12-D4B28A028AB2,Ingetekend op basis van BKN,,"LINESTRING (158501.65239999816 444244.26249999925, 158501.5201999992 444244.2311999984, 158482.81120000035 444238.93030000106, 158461.29580000043 444237.9948000014, 158446.64029999822 444233.9411999993)"
natuurvriendelijke_vooroever_legger.3570,2022-07-04T00:00:00,RHDHV,Stakeholder,Vastgesteld,1,Niet van toepassing,4,Vooroever Amerongse bovenpolder ,ON,Pannerdensch Kanaal - Nederrijn - Lek,"RL2.ON.R.919,900.ov",B9B687BB-2D62-4D0B-868E-762C6ED38725,Ingetekend op basis van BKN,,"LINESTRING (158379.37970000133 444216.64290000126, 158329.7087999992 444200.2648999989)"
natuurvriendelijke_vooroever_legger.3571,2022-07-04T00:00:00,RHDHV,Stakeholder,Vastgesteld,1,Niet van toepassing,4,Vooroever Amerongse bovenpolder ,ON,Pannerdensch Kanaal - Nederrijn - Lek,"RL2.ON.R.920,000.ov",5D5759BE-FD2A-4829-BD7B-39221720EBD6,Ingetekend op basis van BKN,,"LINESTRING (158269.06940000132 444175.76790000126, 158222.44359999895 444157.85770000145)"
natuurvriendelijke_vooroever_legger.3572,2022-07-04T00:00:00,RHDHV,Stakeholder,Vastgesteld,1,Niet van toepassing,4,Vooroever Amerongse bovenpolder ,ON,Pannerdensch Kanaal - Nederrijn - Lek,"RL2.ON.R.920,110.ov",69319F0E-0708-4F44-9EDC-963E8F4665B3,Ingetekend op basis van BKN,,"LINESTRING (158174.3847000003 444133.2402999997, 158173.80000000075 444132.91230000183, 158113.30739999935 444103.6015000008)"
natuurvriendelijke_vooroever_legger.3573,2022-07-04T00:00:00,RHDHV,Stakeholder,Vastgesteld,1,Niet van toepassing,4,Vooroever Steenwaard,ON,Pannerdensch Kanaal - Nederrijn - Lek,"RL3.ON.R.941,850.ov",7C8FB3F3-81EB-47BF-A874-4A54549F6F09,Ingetekend op basis van luchtfoto,,"LINESTRING (141262.7248999998 441862.03819999844, 141254.9197999984 441862.7478, 141248.88859999925 441860.2642999999, 141232.56870000064 441873.3911000006, 141225.47309999913 441876.58410000056, 141202.0577000007 441894.6779000014, 141183.96400000155 441913.4811999984, 141161.25809999928 441932.993999999, 141147.42170000076 441943.2826000005)"
natuurvriendelijke_vooroever_legger.3574,2022-07-04T00:00:00,RHDHV,Stakeholder,Vastgesteld,1,Niet van toepassing,4,Vooroever Steenwaard,ON,Pannerdensch Kanaal - Nederrijn - Lek,"RL3.ON.R.942,060.ov",87777136-F1D2-4076-A076-E19D1014D0D2,Ingetekend op basis van luchtfoto,,"LINESTRING (141143.8740000017 441980.88919999823, 141130.03759999946 441984.0821999982, 141111.9437999986 441976.9866000004, 141080.36850000173 441997.91860000044, 141044.89059999958 442029.13910000026, 141027.1517000012 442050.4259000011, 141004.80059999973 442064.9717999995)"
natuurvriendelijke_vooroever_legger.3575,2022-07-04T00:00:00,RHDHV,Stakeholder,Vastgesteld,1,Niet van toepassing,4,Vooroever Steenwaard,ON,Pannerdensch Kanaal - Nederrijn - Lek,"RL3.ON.R.942,230.ov",22D63EA5-1E8C-41E2-97B2-EB12B11BFD3B,Ingetekend op basis van luchtfoto,,"LINESTRING (140993.4475999996 442098.6757999994, 140984.57820000127 442101.51399999857, 140977.83740000054 442097.25670000166, 140965.77490000054 442099.74020000175, 140941.64990000054 442116.05999999866, 140933.84479999915 442118.5434000008, 140901.91470000148 442141.9589000009, 140869.9844999984 442163.9552000016)"
natuurvriendelijke_vooroever_legger.3576,2022-07-04T00:00:00,RHDHV,Stakeholder,Vastgesteld,1,Niet van toepassing,4,Vooroever Steenwaard,ON,Pannerdensch Kanaal - Nederrijn - Lek,"RL3.ON.R.942,370.ov",EBEF7C64-2579-48A3-82D9-9AF4504C66A9,Ingetekend op basis van luchtfoto,,"LINESTRING (140871.75840000063 442191.62790000066, 140860.05070000142 442190.2087999992, 140850.4717000015 442187.3706, 140824.57279999927 442197.6592000015, 140797.96440000087 442217.5267999992, 140777.7419999987 442231.3632000014, 140741.90929999948 442256.55249999836)"
natuurvriendelijke_vooroever_legger.3577,2022-07-04T00:00:00,RHDHV,Stakeholder,Vastgesteld,1,Niet van toepassing,4,Vooroever Steenwaard,ON,Pannerdensch Kanaal - Nederrijn - Lek,"RL3.ON.R.942,510.ov",389C49D9-8AB1-4E20-A791-07D38DD3CDAF,Ingetekend op basis van luchtfoto,,"LINESTRING (140741.90929999948 442280.3227000013, 140731.26590000093 442280.67749999836, 140722.0417000018 442277.8392000012, 140698.62629999965 442287.4182999991, 140667.40569999814 442302.3189999983, 140657.47190000117 442312.96240000054)"
natuurvriendelijke_vooroever_legger.3578,2022-07-04T00:00:00,RHDHV,Stakeholder,Vastgesteld,1,Niet van toepassing,4,Vooroever Steenwaard,ON,Pannerdensch Kanaal - Nederrijn - Lek,"RL3.ON.R.942,610.ov",A37FD000-DB48-4046-8988-1914F5443C73,Ingetekend op basis van luchtfoto,,"LINESTRING (140653.21449999884 442339.57079999894, 140642.92599999905 442342.05420000106, 140635.47560000047 442339.21599999815, 140630.50869999826 442331.0560999997, 140616.67229999974 442331.4109000005, 140601.061999999 442342.7637999989, 140569.13190000132 442367.2435000017, 140568.06760000065 442367.5982999988)"
natuurvriendelijke_vooroever_legger.3579,2022-07-04T00:00:00,RHDHV,Stakeholder,Vastgesteld,1,Niet van toepassing,4,Vooroever Steenwaard,ON,Pannerdensch Kanaal - Nederrijn - Lek,"RL3.ON.R.942,710.ov",3C7FA622-7F11-4EEC-94E9-F5E6DD1FD804,Ingetekend op basis van luchtfoto,,"LINESTRING (140559.19810000062 442384.2729000002, 140553.87640000135 442380.0155999996, 140531.17060000077 442372.9200000018, 140518.75329999998 442378.9512999989, 140501.7239000015 442382.85379999876, 140492.49960000068 442382.4990000017, 140476.17980000004 442396.690200001, 140466.60080000013 442401.3022999987)"
natuurvriendelijke_vooroever_legger.3580,2022-07-04T00:00:00,RHDHV,Stakeholder,Vastgesteld,1,Niet van toepassing,4,Vooroever Steenwaard,ON,Pannerdensch Kanaal - Nederrijn - Lek,"RL3.ON.R.942,810.ov",F71C2406-4DC0-4A2F-B6CB-9B1D0590101D,Ingetekend op basis van luchtfoto,,"LINESTRING (140453.4739000015 442428.62029999867, 140442.83060000092 442424.36300000176, 140438.5731999986 442417.9770000018, 140424.0273000002 442415.8482999988, 140410.90049999952 442422.23429999873, 140387.4849999994 442431.10379999876, 140327.52739999816 442448.133200001)"
natuurvriendelijke_vooroever_legger.3581,2022-07-04T00:00:00,RHDHV,Stakeholder,Vastgesteld,1,Niet van toepassing,4,Vooroever Steenwaard,ON,Pannerdensch Kanaal - Nederrijn - Lek,"RL3.ON.R.942,960.ov",D137BA48-B61F-4E3A-B35A-D43A35CD9A6F,Ingetekend op basis van luchtfoto,,"LINESTRING (140319.3674999997 442483.9659000002, 140309.07889999822 442487.15890000015, 140300.91899999976 442484.3205999993, 140288.50169999897 442473.6772999987, 140274.66530000046 442465.51729999855, 140206.90249999985 442477.57979999855)"
natuurvriendelijke_vooroever_legger.3582,2022-07-04T00:00:00,RHDHV,Stakeholder,Vastgesteld,1,Niet van toepassing,4,Vooroever Steenwaard,ON,Pannerdensch Kanaal - Nederrijn - Lek,"RL3.ON.R.943,320.ov",D41DEF81-C8D9-4975-9492-3ED4AE99CF98,Ingetekend op basis van luchtfoto,,"LINESTRING (139957.54960000142 442535.36620000005, 139944.38019999862 442531.2791999988, 139923.9448999986 442524.6944999993, 139906.46139999852 442523.5592, 139848.3343999982 442529.2357000001)"
natuurvriendelijke_vooroever_legger.3583,2022-07-04T00:00:00,RHDHV,Stakeholder,Vastgesteld,1,Niet van toepassing,4,Vooroever Steenwaard,ON,Pannerdensch Kanaal - Nederrijn - Lek,"RL3.ON.R.943,430.ov",8443735B-39A8-4507-8D55-0FB93D110B3C,Ingetekend op basis van luchtfoto,,"LINESTRING (139837.66270000115 442555.57449999824, 139826.9908999987 442550.125, 139818.13560000062 442543.54030000046, 139802.2415000014 442538.0909000002, 139791.56980000064 442536.04740000144, 139775.67570000142 442533.5498000011, 139751.15340000018 442536.9556000009, 139725.0416000001 442539.90740000084, 139700.97340000048 442542.632100001, 139675.99700000137 442543.08619999886)"
natuurvriendelijke_vooroever_legger.3584,2022-07-04T00:00:00,RHDHV,Stakeholder,Vastgesteld,1,Niet van toepassing,4,Vooroever Steenwaard,ON,Pannerdensch Kanaal - Nederrijn - Lek,"RL3.ON.R.943,610.ov",10460705-ECB7-499B-B121-563581A05F8C,Ingetekend op basis van luchtfoto,,"LINESTRING (139665.32519999892 442578.0533000007, 139649.2041000016 442575.3284999989, 139635.12640000135 442564.65680000186, 139608.78759999946 442556.48270000145, 139572.00409999862 442557.8449999988, 139529.31709999964 442558.7533, 139511.37950000167 442561.9321000017)"
natuurvriendelijke_vooroever_legger.3585,2022-07-04T00:00:00,RHDHV,Stakeholder,Vastgesteld,1,Niet van toepassing,4,Vooroever Steenwaard,ON,Pannerdensch Kanaal - Nederrijn - Lek,"RL3.ON.R.943,780.ov",83428712-F11F-41F5-9D82-832F7B33E665,Ingetekend op basis van luchtfoto,,"LINESTRING (139504.06819999963 442600.0324999988, 139503.48690000176 442594.65579999983, 139497.81960000098 442592.7666000016, 139486.04879999906 442593.4932000004, 139482.27059999853 442589.71499999985, 139481.39869999886 442582.0131999999, 139475.1499999985 442574.16600000113, 139467.3029000014 442568.64389999956, 139457.13069999963 442565.7375999987, 139445.5053000003 442567.4814000018, 139434.6064000018 442570.8236999996, 139420.3652999997 442570.8236999996, 139406.26949999854 442573.58469999954, 139389.99399999902 442579.688099999, 139377.49670000002 442582.8850999996, 139366.59789999947 442581.43189999834, 139351.92080000043 442582.0131999999, 139336.80779999867 442585.79140000045)"
natuurvriendelijke_vooroever_legger.3586,2022-07-04T00:00:00,RHDHV,Stakeholder,Vastgesteld,1,Niet van toepassing,4,Vooroever Goilberdingerwaard Everdingen,ON,Pannerdensch Kanaal - Nederrijn - Lek,"RL3.ON.L.943,755.ov",4E4869BF-02A3-4ADB-9429-2D0EDF63496F,Ingetekend op basis van luchtfoto,,"LINESTRING (139319.75400000066 442426.3350000009, 139400.20289999992 442409.808699999, 139454.77100000158 442399.2069000006, 139470.6735999994 442396.0887000002)"
natuurvriendelijke_vooroever_legger.3587,2022-07-04T00:00:00,RHDHV,Stakeholder,Vastgesteld,1,Niet van toepassing,4,Vooroever Goilberdingerwaard Everdingen,ON,Pannerdensch Kanaal - Nederrijn - Lek,"RL3.ON.L.943,595.ov",DFC829AA-3A75-4856-A135-6CA0BA00EFCF,Ingetekend op basis van luchtfoto,,"LINESTRING (139487.82360000163 442393.28240000084, 139510.89809999987 442392.03510000184, 139530.89229999855 442387.5084999986, 139552.86030000076 442386.86989999935, 139571.37970000133 442383.5491999984, 139578.02120000124 442383.8046000004, 139606.2474000007 442380.3561999984, 139627.70439999923 442376.3968000002, 139636.38940000162 442371.2879999988, 139642.0091000013 442368.98910000175)"
natuurvriendelijke_vooroever_legger.3588,2022-07-04T00:00:00,RHDHV,Stakeholder,Vastgesteld,1,Niet van toepassing,4,Vooroever Goilberdingerwaard Everdingen,ON,Pannerdensch Kanaal - Nederrijn - Lek,"RL3.ON.L.943,425.ov",4F0B2E2D-AC85-4E14-9A5A-8242CF2ED4C4,Ingetekend op basis van luchtfoto,,"LINESTRING (139661.93349999934 442376.2690999992, 139682.75200000033 442370.9048999995, 139697.69530000165 442368.0949999988, 139720.6849000007 442365.15740000084, 139742.3973999992 442362.4752999991, 139749.67749999836 442362.4752999991, 139770.62359999865 442362.8585000001, 139786.97190000117 442360.43180000037, 139804.98039999977 442353.4072000012, 139814.94260000065 442350.3418999985)"
natuurvriendelijke_vooroever_legger.3589,2022-07-04T00:00:00,RHDHV,Stakeholder,Vastgesteld,1,Niet van toepassing,4,Vooroever Goilberdingerwaard Everdingen,ON,Pannerdensch Kanaal - Nederrijn - Lek,"RL3.ON.L.943,255.ov",07BA387E-323A-4F82-8B53-F61AFB676A88,Ingetekend op basis van luchtfoto,,"LINESTRING (139837.16600000113 442358.13280000165, 139874.20490000024 442349.83100000024, 139893.36300000176 442347.91519999877, 139905.49639999866 442346.2547999993, 139930.65740000084 442345.61620000005, 139950.83720000088 442345.23310000077, 139971.78330000117 442343.8280999996, 139985.96029999852 442341.6568999998, 139996.43340000138 442338.97480000183, 140004.99069999903 442333.3550999984, 140020.18939999864 442312.7921000011)"
natuurvriendelijke_vooroever_legger.3590,2022-07-04T00:00:00,RHDHV,Stakeholder,Vastgesteld,1,Niet van toepassing,4,Vooroever Goilberdingerwaard Everdingen,ON,Pannerdensch Kanaal - Nederrijn - Lek,"RL3.ON.L.942,985.ov",DFC37856-D4FD-45BE-9127-E2E61E1DA324,Ingetekend op basis van luchtfoto,,"LINESTRING (140049.6928000003 442327.9908000007, 140086.9871999994 442314.8355999999, 140136.67049999908 442306.66149999946, 140160.0432999991 442305.38430000097, 140177.7963999994 442305.8951999992, 140202.70190000162 442308.44959999993, 140207.9384999983 442307.4277999997, 140221.47679999843 442301.935800001, 140237.82510000095 442296.6992999986, 140255.1950000003 442286.35390000045)"
natuurvriendelijke_vooroever_legger.3591,2022-07-04T00:00:00,RHDHV,Stakeholder,Vastgesteld,1,Niet van toepassing,4,Vooroever Goilberdingerwaard Everdingen,ON,Pannerdensch Kanaal - Nederrijn - Lek,"RL3.ON.L.942,705.ov",05933307-52EF-4AEE-9E19-C9ECCD326BD1,Ingetekend op basis van luchtfoto,,"LINESTRING (140277.85830000043 442281.741799999, 140332.13949999958 442250.8759999983, 140369.74610000104 442234.91099999845, 140385.3564000018 442231.3632000014, 140443.1854000017 442220.36499999836, 140476.37849999964 442212.48889999837, 140485.00670000166 442207.7206999995, 140496.35960000008 442187.51249999925)"
natuurvriendelijke_vooroever_legger.3592,2022-07-04T00:00:00,RHDHV,Stakeholder,Vastgesteld,1,Niet van toepassing,4,Vooroever Goilberdingerwaard Everdingen,ON,Pannerdensch Kanaal - Nederrijn - Lek,"RL3.ON.L.942,505.ov",DCBFFFBC-B869-437C-942C-0D3007B32EA9,Ingetekend op basis van luchtfoto,,"LINESTRING (140524.7419999987 442193.870099999, 140578.78189999983 442164.5795999989, 140621.4688999988 442141.6466999985, 140624.64770000055 442135.5161000006, 140625.32889999822 442106.45259999856)"
natuurvriendelijke_vooroever_legger.3593,2022-07-04T00:00:00,RHDHV,BKN,Vastgesteld,1,Niet van toepassing,4,Vooroever Lexkesveer Wageningener Benedenwaarden,ON,Pannerdensch Kanaal - Nederrijn - Lek,"RL2.ON.R.900,610.ov",,Ingetekend op basis van BKN,,"LINESTRING (175326.82360000163 441348.46269999817, 175232.61019999906 441319.0177000016)"
natuurvriendelijke_vooroever_legger.3594,2022-07-04T00:00:00,RHDHV,BKN,Vastgesteld,1,Niet van toepassing,4,Vooroever Lexkesveer Wageningener Benedenwaarden,ON,Pannerdensch Kanaal - Nederrijn - Lek,"RL2.ON.R.900,470.ov",,Ingetekend op basis van BKN,,"LINESTRING (175472.58940000087 441382.1396000013, 175378.86100000143 441362.128800001)"
natuurvriendelijke_vooroever_legger.3595,2022-07-04T00:00:00,RHDHV,BKN,Vastgesteld,1,Niet van toepassing,4,Vooroever Lexkesveer Wageningener Benedenwaarden,ON,Pannerdensch Kanaal - Nederrijn - Lek,"RL2.ON.R.900,320.ov",,Ingetekend op basis van BKN,,"LINESTRING (175620.1453000009 441417.00129999965, 175584.54800000042 441398.9941999987, 175524.9032999985 441390.875599999)"
natuurvriendelijke_vooroever_legger.3596,2022-07-04T00:00:00,RHDHV,BKN,Vastgesteld,1,Niet van toepassing,4,Vooroever Lexkesveer Wageningener Benedenwaarden,ON,Pannerdensch Kanaal - Nederrijn - Lek,"RL2.ON.R.900,760.ov",,Ingetekend op basis van BKN,,"LINESTRING (175096.4274000004 441261.0753999986, 175185.80209999904 441301.367899999)"
natuurvriendelijke_vooroever_legger.3597,2022-07-04T00:00:00,RHDHV,BKN,Vastgesteld,1,Niet van toepassing,4,Vooroever Lexkesveer Wageningener Benedenwaarden,ON,Pannerdensch Kanaal - Nederrijn - Lek,"RL2.ON.R.900,910.ov",,Ingetekend op basis van BKN,,"LINESTRING (174966.8947999999 441194.92269999906, 174988.245099999 441206.0637000017, 175012.8088000007 441219.02809999883, 175038.31390000135 441247.0720999986, 175039.67460000142 441248.43279999867, 175041.53319999948 441250.10880000144)"
natuurvriendelijke_vooroever_legger.3598,2022-07-04T00:00:00,RHDHV,BKN,Vastgesteld,1,Niet van toepassing,4,Vooroever Lexkesveer Wageningener Benedenwaarden,ON,Pannerdensch Kanaal - Nederrijn - Lek,"RL2.ON.R.901,050.ov",,Ingetekend op basis van BKN,,"LINESTRING (174839.35159999877 441116.7380999997, 174842.6821999997 441119.08249999955, 174887.88650000095 441147.66519999877, 174910.38379999995 441177.00659999996)"
natuurvriendelijke_vooroever_legger.3599,2022-07-04T00:00:00,RHDHV,Stakeholder,Vastgesteld,1,Niet van toepassing,4,Vooroever Amerongse bovenpolder ,ON,Pannerdensch Kanaal - Nederrijn - Lek,"RL2.ON.R.919,570.ov",0BB22B02-84C6-470F-976D-B3DB7BDBB68A,Ingetekend op basis van BKN,,"LINESTRING (158729.6884999983 444273.7628999986, 158680.50349999964 444272.29470000044)"
natuurvriendelijke_vooroever_legger.3600,2022-07-04T00:00:00,RHDHV,Stakeholder,Vastgesteld,1,Niet van toepassing,4,Vooroever Amerongse bovenpolder ,ON,Pannerdensch Kanaal - Nederrijn - Lek,"RL2.ON.R.919,450.ov",6A0DCC3C-BD7C-44BB-BE48-3B8B65EF9D41,Ingetekend op basis van BKN,,"LINESTRING (158842.2558999993 444270.3621000014, 158795.564100001 444274.1656000018)"
natuurvriendelijke_vooroever_legger.3601,2022-07-04T00:00:00,RHDHV,Stakeholder,Vastgesteld,1,Niet van toepassing,4,Vooroever Amerongse bovenpolder ,ON,Pannerdensch Kanaal - Nederrijn - Lek,"RL2.ON.R.919,360.ov",BE2EC11C-FB68-4E2E-BDDD-5ED35210ECE0,Ingetekend op basis van BKN,,"LINESTRING (158972.91209999844 444254.2023999989, 158919.35570000112 444264.1875)"
natuurvriendelijke_vooroever_legger.3602,2022-07-04T00:00:00,RHDHV,Stakeholder,Vastgesteld,1,Niet van toepassing,4,Vooroever Amerongse bovenpolder ,ON,Pannerdensch Kanaal - Nederrijn - Lek,"RL2.ON.R.919,680.ov",41D3ECCD-F0D1-4704-BEF5-070491369124,Ingetekend op basis van BKN,,"LINESTRING (158610.89710000157 444264.8610999994, 158559.20650000125 444259.19839999825)"
natuurvriendelijke_vooroever_legger.3603,2022-07-04T00:00:00,RHDHV,Stakeholder,Vastgesteld,1,Niet van toepassing,4,Vooroever Amerongse bovenpolder ,ON,Pannerdensch Kanaal - Nederrijn - Lek,"RL2.ON.R.919,780.ov",04122DF8-395B-457C-BF12-D4B28A028AB2,Ingetekend op basis van BKN,,"LINESTRING (158549.85190000013 444258.2628999986, 158513.36930000037 444247.0375000015, 158511.04069999978 444246.48600000143)"
natuurvriendelijke_vooroever_legger.3604,2022-07-04T00:00:00,RHDHV,Stakeholder,Vastgesteld,1,Niet van toepassing,4,Vooroever Amerongse bovenpolder ,ON,Pannerdensch Kanaal - Nederrijn - Lek,"RL2.ON.R.919,900.ov",B9B687BB-2D62-4D0B-868E-762C6ED38725,Ingetekend op basis van BKN,,"LINESTRING (158435.72670000046 444231.13479999825, 158392.28730000183 444220.48519999906)"
natuurvriendelijke_vooroever_legger.3605,2022-07-04T00:00:00,RHDHV,Stakeholder,Vastgesteld,1,Niet van toepassing,4,Vooroever Amerongse bovenpolder ,ON,Pannerdensch Kanaal - Nederrijn - Lek,"RL2.ON.R.920,000.ov",5D5759BE-FD2A-4829-BD7B-39221720EBD6,Ingetekend op basis van BKN,,"LINESTRING (158320.6660999991 444195.5876000002, 158283.28299999982 444181.22769999877)"
natuurvriendelijke_vooroever_legger.3606,2022-07-04T00:00:00,RHDHV,Stakeholder,Vastgesteld,1,Niet van toepassing,4,Vooroever Amerongse bovenpolder ,ON,Pannerdensch Kanaal - Nederrijn - Lek,"RL2.ON.R.920,110.ov",69319F0E-0708-4F44-9EDC-963E8F4665B3,Ingetekend op basis van BKN,,"LINESTRING (158212.15359999985 444154.42770000175, 158180.57789999992 444136.71449999884)"
