id;name;lat;lon;description;observables_0;observables_1;observables_2;observables_3;observables_4;url;geopoint
524;I23;51.458435;5.404972;Eindhoven, Anthony Fokkerweg;Lat;Lon;PM1;PM2.5;PM10;https://api.dustmonitoring.nl/v1/project(30)/locations?;51.458435, 5.404972
537;I24;51.444538;5.47874;Eindhoven, Fellenoord;Lat;Lon;PM1;PM2.5;PM10;https://api.dustmonitoring.nl/v1/project(30)/locations?;51.444538, 5.47874
539;I29;51.435237;5.479904;Eindhoven, Wal;Lat;Lon;PM1;PM2.5;PM10;https://api.dustmonitoring.nl/v1/project(30)/locations?;51.435237, 5.479904
558;I33;51.52953;5.471856;Son en Breugel, Sonniuswijk;Lat;Lon;PM1;PM2.5;PM10;https://api.dustmonitoring.nl/v1/project(30)/locations?;51.52953, 5.471856
560;I41;51.432001;5.627201;Geldrop-Mierlo, Voortje;Lat;Lon;PM1;PM2.5;PM10;https://api.dustmonitoring.nl/v1/project(30)/locations?;51.432001, 5.627201
562;I43;51.530464;5.28456;Oirschot, Krukkerd;Lat;Lon;PM1;PM2.5;PM10;https://api.dustmonitoring.nl/v1/project(30)/locations?;51.530464, 5.28456
564;I45;51.583522;5.548012;Meierijstad, Zonveldstraat;Lat;Lon;PM1;PM2.5;PM10;https://api.dustmonitoring.nl/v1/project(30)/locations?;51.583522, 5.548012
565;I46;51.509185;5.378086;Best, Oirschotseweg/kruising Ringweg;Lat;Lon;PM1;PM2.5;PM10;https://api.dustmonitoring.nl/v1/project(30)/locations?;51.509185, 5.378086
568;I49;51.47354;5.653042;Helmond, Kanaaldijk Zuid West;Lat;Lon;PM1;PM2.5;PM10;https://api.dustmonitoring.nl/v1/project(30)/locations?;51.47354, 5.653042
571;I52;51.477652;5.656776;Helmond, Kasteel-Traverse;Lat;Lon;PM1;PM2.5;PM10;https://api.dustmonitoring.nl/v1/project(30)/locations?;51.477652, 5.656776
543;I04;51.491448;5.439148;Eindhoven, Finisterelaan;Lat;Lon;PM1;PM2.5;PM10;https://api.dustmonitoring.nl/v1/project(30)/locations?;51.491448, 5.439148
545;I07;51.456811;5.4383;Eindhoven, Oirschotsedijk;Lat;Lon;PM1;PM2.5;PM10;https://api.dustmonitoring.nl/v1/project(30)/locations?;51.456811, 5.4383
542;I13;51.481518;5.519937;Best, Kapelweg;Lat;Lon;PM1;PM2.5;PM10;https://api.dustmonitoring.nl/v1/project(30)/locations?;51.481518, 5.519937
532;I18;51.569607;5.311352;Eindhoven, Beukenlaan;Lat;Lon;PM1;PM2.5;PM10;https://api.dustmonitoring.nl/v1/project(30)/locations?;51.569607, 5.311352
526;I28;51.449157;5.456938;Eindhoven, Beukenlaan Klokgebouw;Lat;Lon;PM1;PM2.5;PM10;https://api.dustmonitoring.nl/v1/project(30)/locations?;51.449157, 5.456938
527;I36;51.438597;5.481455;Eindhoven, Vestdijk;Lat;Lon;PM1;PM2.5;PM10;https://api.dustmonitoring.nl/v1/project(30)/locations?;51.438597, 5.481455
528;I37;51.468568;5.472333;Eindhoven, Genovevalaan;Lat;Lon;PM1;PM2.5;PM10;https://api.dustmonitoring.nl/v1/project(30)/locations?;51.468568, 5.472333
529;I39;51.43897;5.464986;Eindhoven, Willemstraat;Lat;Lon;PM1;PM2.5;PM10;https://api.dustmonitoring.nl/v1/project(30)/locations?;51.43897, 5.464986
530;I40;51.452775;5.485086;Eindhoven, Kennedylaan;Lat;Lon;PM1;PM2.5;PM10;https://api.dustmonitoring.nl/v1/project(30)/locations?;51.452775, 5.485086
563;I44;51.356476;5.635831;Heeze-Leende, Ronde Bleek;Lat;Lon;PM1;PM2.5;PM10;https://api.dustmonitoring.nl/v1/project(30)/locations?;51.356476, 5.635831
567;I48;51.465908;5.678495;Helmond, Vossenbeemd;PM1;PM2.5;PM10;-;-;https://api.dustmonitoring.nl/v1/project(30)/locations?;51.465908, 5.678495
577;I58;51.490372;5.394095;Best, Looierstraat;Lat;Lon;PM1;PM2.5;PM10;https://api.dustmonitoring.nl/v1/project(30)/locations?;51.490372, 5.394095
