FID,vwk_id,vwk_begdtm,vwj_id_beg,vwj_id_end,vaktype,vrt_code,vrt_naam,vwg_nr,vwg_naam,begkm,endkm,gdb_geomattr_data,shape
vaarwegvakken.612,132,1998-01-01T00:00:00,166,167,D,027,Vaarweg van de Slenk (Lauwersmeer) naar Leeuwarden,10,Verbindingskanaal,45.18799973,45.95199966,,"LINESTRING (180092 579169, 180064 579155, 179604 578997, 179482 578958, 179373 578911)"
vaarwegvakken.613,591,1998-01-01T00:00:00,602,359,D,022,Van Harinxmakanaal,2,Van Harinxmakanaal,14.69299984,19.20000076,,"LINESTRING (170699 578282, 170785 578301, 170896 578326, 170990 578343, 171081 578346, 171240 578348, 171417 578321, 171608 578276, 171773 578232, 171931 578185, 172073 578143, 172198 578118, 172317 578096, 172444 578085, 172860 578077, 173107 578066, 173210 578057, 173298 578038, 173390 577988, 173767 577786, 173922 577708, 174058 577669, 174197 577650, 174317 577650, 174423 577655, 174514 577677, 174631 577716, 175035 577883)"
vaarwegvakken.614,601,1998-01-01T00:00:00,167,606,D,022,Van Harinxmakanaal,2,Van Harinxmakanaal,23.72100067,25.10099983,,"LINESTRING (179373 578911, 179492 578853, 179617 578778, 179714 578678, 179911 578416, 180042 578225, 180214 577988, 180292 577910)"
vaarwegvakken.615,820,1998-01-01T00:00:00,602,806,D,022c,Vaart naar Dronrijp,1,Vaart naar Dronrijp,0,1.58800006,,"LINESTRING (170699 578282, 170729 578341, 170767 578384, 170884 578549, 170963 578659, 171087 578806, 171120 578827, 171161 578826, 171486 578690, 171729 578593, 171955 578510)"
vaarwegvakken.616,276,2000-03-01T00:00:00,320,321,D,047,Vaarweg van het Johan Frisokanaal naar het Prinses Margrietkanaal nabij Lemmer,4,Slotermeer,6.01100016,7.10599995,,"LINESTRING (171759 547540, 171902 546454)"
vaarwegvakken.617,2899,2000-03-01T00:00:00,346,2605,H,617,Schuttevaerhaven te Sneek,1,Schuttevaerhaven te Sneek,0,0.35699999,,"LINESTRING (175205 559768, 175181 559738, 174981 559490)"
vaarwegvakken.618,3509,2000-03-01T00:00:00,3246,838,D,056a,Heeger Var,1,Heeger Var,0.71600002,1.18200004,,"LINESTRING (170492 553565, 170146 553554, 170112 553522, 170105 553498, 170114 553451)"
vaarwegvakken.619,3510,2000-03-01T00:00:00,3246,3261,D,056a1,Vaart naar Osingahuizen,1,Vaart naar Osingahuizen,0,0.66900003,,"LINESTRING (170492 553565, 170360 554221)"
vaarwegvakken.620,275,2000-03-01T00:00:00,319,320,D,047,Vaarweg van het Johan Frisokanaal naar het Prinses Margrietkanaal nabij Lemmer,4,Slotermeer,4.00899982,6.01100016,,"LINESTRING (171440 549516, 171759 547540)"
vaarwegvakken.621,434,1998-01-01T00:00:00,475,476,D,045,Vaarweg van het Oudhof naar het Tjeukemeer,6,Lutkekruis,11.39799976,11.58699989,,"LINESTRING (182061 547891, 182137 547718)"
vaarwegvakken.622,131,1998-01-01T00:00:00,165,166,D,027,Vaarweg van de Slenk (Lauwersmeer) naar Leeuwarden,9,Harlingervaart,44.75099945,45.18799973,,"LINESTRING (180519 579142, 180485 579153, 180252 579186, 180180 579197, 180128 579186, 180092 579169)"
vaarwegvakken.623,196,1998-01-01T00:00:00,240,241,D,035,"Vaarweg van de Peanster Ee bezuiden Grouw, naar de Wijde Ee bij de Hooidambrug",1,"Wijde Ee, Peanster Ee",0,1.12699997,,"LINESTRING (186699 566182, 186727 566263, 186764 566337, 186806 566384, 186856 566426, 186974 566513, 187561 566863)"
vaarwegvakken.624,197,1998-01-01T00:00:00,241,140,D,035,"Vaarweg van de Peanster Ee bezuiden Grouw, naar de Wijde Ee bij de Hooidambrug",1,"Wijde Ee, Peanster Ee",1.12699997,2.58400011,,"LINESTRING (187561 566863, 187640 566963, 187692 567063, 187740 567186, 187771 567315, 187840 567410, 187929 567486, 188192 567720, 188516 567889)"
vaarwegvakken.625,198,1998-01-01T00:00:00,140,242,D,035,"Vaarweg van de Peanster Ee bezuiden Grouw, naar de Wijde Ee bij de Hooidambrug",2,"Wijde Ee, Sitebuurster Ee",2.58400011,3.63700008,,"LINESTRING (188516 567889, 189255 568047, 189326 568057, 189386 568039, 189431 568015, 189484 568002, 189520 568012, 189536 568024)"
vaarwegvakken.626,199,1998-01-01T00:00:00,242,243,D,035,"Vaarweg van de Peanster Ee bezuiden Grouw, naar de Wijde Ee bij de Hooidambrug",3,Kromme Ee,3.63700008,5.63899994,,"LINESTRING (189536 568024, 189552 568036, 189562 568062, 189557 568210, 189568 568260, 189597 568310, 189647 568357, 189699 568381, 189996 568402, 190088 568404, 190241 568344, 190341 568331, 190383 568310, 190417 568286, 190491 568175, 190530 568146, 190570 568133, 190621 568104, 190640 568070, 190634 568025, 190613 567981, 190619 567944, 190721 567857, 190745 567810, 190766 567731, 190808 567678, 190839 567655)"
vaarwegvakken.627,207,1998-01-01T00:00:00,240,250,D,036,"Vaarweg van de Boorne, ten oosten van Akkrum, naar Grouw",6,"Wijde Ee, Peanster Ee",2.97799993,3.69799995,,"LINESTRING (186699 566182, 186474 566844, 186464 566862)"
vaarwegvakken.628,208,1998-01-01T00:00:00,250,251,D,036,"Vaarweg van de Boorne, ten oosten van Akkrum, naar Grouw",7,Tijnje,3.69799995,3.80100012,,"LINESTRING (186464 566862, 186414 566952)"
vaarwegvakken.629,596,1998-01-01T00:00:00,203,604,D,022,Van Harinxmakanaal,2,Van Harinxmakanaal,30.03300095,31.26300049,,"LINESTRING (185088 578006, 185400 578097, 185600 578141, 185700 578147, 185813 578138, 185897 578116, 185982 578069, 186072 578006, 186144 577938, 186216 577878)"
vaarwegvakken.630,647,1998-01-01T00:00:00,643,152,D,039a,Terkaplesterpoelen,1,Terkaplesterpoelen,1.495,2.5250001,,"LINESTRING (182361 560453, 182184 560219, 182137 560181, 182081 560156, 181972 560134, 181850 560137, 181731 560156, 181481 560230)"
vaarwegvakken.631,2771,1998-01-01T00:00:00,2501,2502,D,119,Maas-Waalkanaal,1,"Voorhaven Sluis Weurt, Maas-Waalkanaal",12.05599976,12.65499973,,"LINESTRING (185051 429623, 185072 429665, 185236 430074, 185264 430182)"
vaarwegvakken.632,3011,1998-01-01T00:00:00,2502,2717,H,728,"Pgem, haven van de",1,"Pgem, haven van de",0,0.41999999,,"LINESTRING (185264 430182, 185623 429964)"
vaarwegvakken.633,871,1998-01-01T00:00:00,859,860,D,094f,Leemvaart,1,Leemvaart,0,1.05999994,,"LINESTRING (190238 520720, 190093 520470, 190011 520367, 189858 520195, 189721 520004, 189660 519915, 189637 519881, 189631 519857)"
vaarwegvakken.634,1354,1998-01-01T00:00:00,1341,1229,D,229,Vaarweg vanaf het IJmeer via de Randmeren naar het Ketelmeer,5,Drontermeer,60.18700027,60.29000092,,"LINESTRING (184243 496804, 184287 496897)"
vaarwegvakken.635,1855,1998-01-01T00:00:00,858,1806,D,086,"Zwolle-IJsselkanaal, Zwarte Water, Zwolsche Diep, Ramsdiep en Schokkerhaven",2,Ramsdiep,33.08300018,39.68000031,,"LINESTRING (187215 514580, 186064 514199, 185279 513943, 185223 513924, 185160 513921, 183354 513918, 180723 513921)"
vaarwegvakken.636,1873,1998-01-01T00:00:00,1806,1811,D,086,"Zwolle-IJsselkanaal, Zwarte Water, Zwolsche Diep, Ramsdiep en Schokkerhaven",9,Schokkerhaven,39.68000031,39.93999863,,"LINESTRING (180723 513921, 180463 513921)"
vaarwegvakken.637,2901,1998-01-01T00:00:00,634,2606,H,618,Industriehaven-West te Heerenveen,1,Industriehaven-West te Heerenveen,0,1.11899996,,"LINESTRING (188567 554836, 188659 554808, 189093 554283, 189178 554136, 189250 553980)"
vaarwegvakken.638,2294,2000-03-01T00:00:00,2125,2126,D,150f1,Kraaijenbergse Plassen,5,"Plas 4, Kraaijenbergse Plassen",3.02200007,3.71000004,,"LINESTRING (184579 417595, 184889 417354, 185106 417153)"
vaarwegvakken.639,2295,2000-03-01T00:00:00,2126,2127,D,150f1,Kraaijenbergse Plassen,6,"Plas 7, Kraaijenbergse Plassen",3.71000004,4.21299982,,"LINESTRING (185106 417153, 185238 417010, 185462 416798)"
vaarwegvakken.640,203,1998-01-01T00:00:00,246,247,D,036,"Vaarweg van de Boorne, ten oosten van Akkrum, naar Grouw",2,Bokkumermeer,0.73400003,0.93900001,,"LINESTRING (185981 564332, 185977 564367, 186011 564430, 186048 564501, 186059 564515)"
vaarwegvakken.641,3073,1998-01-01T00:00:00,42,2779,H,790,Industriehaven te Drachten,1,Industriehaven te Drachten,0,0.56599998,,"LINESTRING (199806 569342, 199806 569414, 199746 569904)"
vaarwegvakken.642,2585,1998-01-01T00:00:00,2353,2354,D,150u,Watersportgebied Leukerheide,1,Toegangskanaal naar haven te 't Leuken en Kamp,0.099,0.39700001,,"LINESTRING (201379 396817, 201549 397062)"
vaarwegvakken.643,2586,1998-01-01T00:00:00,2354,2355,D,150u,Watersportgebied Leukerheide,2,Haven te 't Leuken en Kamp,0.39700001,0.89300001,,"LINESTRING (201549 397062, 201600 397136, 201687 397467, 201730 397514)"
vaarwegvakken.644,2587,1998-01-01T00:00:00,2355,2356,D,150u,Watersportgebied Leukerheide,3,'t Leuken,0.89300001,2.18300009,,"LINESTRING (201730 397514, 201781 397570, 201947 397773, 202303 398023, 202756 398230, 202772 398240)"
vaarwegvakken.645,1969,1998-01-01T00:00:00,203,1874,D,028,"Wijde Greuns, Tijnje, Nieuwe Kanaal en Zuiderstadsgracht te Leeuwarden",1,Wijde Greuns,0,1.35300004,,"LINESTRING (185088 578006, 185122 578141, 185132 578224, 185128 578294, 185126 578320, 185113 578346, 184913 578716, 184853 578856, 184808 579006, 184681 579250)"
vaarwegvakken.646,1970,1998-01-01T00:00:00,1874,1875,D,028,"Wijde Greuns, Tijnje, Nieuwe Kanaal en Zuiderstadsgracht te Leeuwarden",2,Tijnje,1.35300004,1.53299999,,"LINESTRING (184681 579250, 184635 579339, 184611 579400, 184607 579414)"
vaarwegvakken.647,2922,1998-01-01T00:00:00,606,2628,H,640,Zwettehaven,1,Zwettehaven,0,0.49599999,,"LINESTRING (180292 577910, 180299 577981, 180302 578013, 180367 578400)"
vaarwegvakken.648,3072,1998-01-01T00:00:00,165,2778,H,789,Kalkhaven te Leeuwarden,1,Kalkhaven te Leeuwarden,0,0.51200002,,"LINESTRING (180519 579142, 180505 579104, 180487 579023, 180465 578918, 180419 578641)"
vaarwegvakken.649,3253,1998-01-01T00:00:00,2532,2960,H,970,3e Insteekhaven te Maasbracht,1,3e Insteekhaven te Maasbracht,0,0.16,,"LINESTRING (190089 351729, 190107 351777, 190107 351805, 190130 351882)"
vaarwegvakken.650,29,1998-01-01T00:00:00,36,37,D,034,Vaarweg van het Prinses Margrietkanaal (Kruiswaters) naar Drachten,7,Smalle Eesterzanding,9.97200012,11.50300026,,"LINESTRING (196900 569166, 196911 569167, 197436 569208, 198395 569227, 198429 569230)"
vaarwegvakken.651,30,1998-01-01T00:00:00,37,38,D,034,Vaarweg van het Prinses Margrietkanaal (Kruiswaters) naar Drachten,8,Gaasterdiep,11.50300026,11.78999996,,"LINESTRING (198429 569230, 198714 569264)"
vaarwegvakken.652,32,1998-01-01T00:00:00,33,40,D,034,Vaarweg van het Prinses Margrietkanaal (Kruiswaters) naar Drachten,9,Wijde Ee,5.78100014,8.1239996,,"LINESTRING (192860 568602, 192960 568604, 193120 568636, 193786 568828, 194421 569075, 194562 569097, 194678 569109, 194774 569081, 194884 569022, 194999 569018, 195105 569022)"
vaarwegvakken.653,33,1998-01-01T00:00:00,40,41,D,034,Vaarweg van het Prinses Margrietkanaal (Kruiswaters) naar Drachten,10,Monnike Ee,8.1239996,8.90600014,,"LINESTRING (195105 569022, 195391 569032, 195454 569019, 195507 568997, 195548 568956, 195601 568937, 195729 568956, 195851 568972, 195858 568973)"
vaarwegvakken.654,36,1998-01-01T00:00:00,42,43,D,034,Vaarweg van het Prinses Margrietkanaal (Kruiswaters) naar Drachten,11,Nieuw Kanaal,12.88599968,14.36100006,,"LINESTRING (199806 569342, 200239 569358, 201281 569361)"
vaarwegvakken.655,120,1998-01-01T00:00:00,154,155,D,027,Vaarweg van de Slenk (Lauwersmeer) naar Leeuwarden,2,Doorgraving,21.32600021,21.41200066,,"LINESTRING (194561 593158, 194523 593086, 194522 593082)"
vaarwegvakken.656,785,1998-01-01T00:00:00,774,775,D,091,Vaarweg van het Giethoornse Meer naar het Kanaal van Steenwijk naar de Linde,1,Giethoornse Meer,0,0.89099997,,"LINESTRING (196823 527093, 196239 527766)"
vaarwegvakken.685,3080,1998-01-01T00:00:00,1808,2786,H,797,Scaniahaven,1,Scaniahaven,0,0.17399999,,"LINESTRING (200869 503380, 200918 503344, 200839 503263)"
vaarwegvakken.686,3081,1998-01-01T00:00:00,1809,2787,H,798,Katwolderhaven,1,Katwolderhaven,0,0.212,,"LINESTRING (201180 503778, 201220 503742, 201282 503678, 201314 503653, 201337 503636)"
vaarwegvakken.657,789,1998-01-01T00:00:00,79,778,D,091,Vaarweg van het Giethoornse Meer naar het Kanaal van Steenwijk naar de Linde,3,Wetering,2.48900008,6.30900002,,"LINESTRING (196030 529157, 196035 529311, 196023 529714, 196028 529743, 196047 529762, 196066 529801, 196071 529914, 196049 530069, 196049 530151, 196037 530387, 195984 530561, 195897 530703, 195812 530901, 195795 530966, 195761 531036, 195720 531138, 195635 531287, 195532 531476, 195450 531642, 195346 531852, 195254 532036, 195218 532137, 195203 532229, 195100 532692, 195083 532721, 195049 532733)"
vaarwegvakken.658,792,1998-01-01T00:00:00,774,780,D,092,Vaarweg Blauwe Hand-Blokzijl,1,Giethoornse Meer,6.54300022,7.49900007,,"LINESTRING (196823 527093, 196501 527256, 196363 527324, 196226 527371, 196082 527390, 195932 527371)"
vaarwegvakken.659,794,1998-01-01T00:00:00,782,774,D,092,Vaarweg Blauwe Hand-Blokzijl,1,Giethoornse Meer,5.59200001,6.54300022,,"LINESTRING (197375 526320, 197370 526331, 196976 526912, 196823 527093)"
vaarwegvakken.660,795,1998-01-01T00:00:00,780,783,D,092,Vaarweg Blauwe Hand-Blokzijl,1,Giethoornse Meer,7.49900007,7.60200024,,"LINESTRING (195932 527371, 195888 527337, 195856 527302)"
vaarwegvakken.661,799,1998-01-01T00:00:00,786,782,D,092,Vaarweg Blauwe Hand-Blokzijl,2,Walengracht,3,5.59200001,,"LINESTRING (198774 524537, 198723 524590, 198601 524693, 198529 524777, 198451 524837, 198329 524893, 198245 524921, 198135 524968, 198057 525006, 197985 525027, 197926 525056, 197863 525077, 197770 525118, 197710 525140, 197629 525174, 197545 525221, 197557 525331, 197573 525506, 197585 525590, 197610 525662, 197629 525746, 197613 525824, 197420 526240, 197375 526320)"
vaarwegvakken.662,832,1998-01-01T00:00:00,815,816,D,034c,Kruisdobbe en Geeuw,2,Geeuw,0.093,0.52600002,,"LINESTRING (192270 570317, 192053 570204, 192015 570191, 191978 570182, 191941 570175, 191887 570168, 191869 570165)"
vaarwegvakken.663,912,1998-01-01T00:00:00,38,915,D,034e,Nieuwe Drait,1,Nieuwe Drait,0,1.08700001,,"LINESTRING (198714 569264, 198773 569198, 198858 568964, 198864 568908, 198861 568827, 198864 568752, 198864 568721, 198879 568670, 198893 568644, 199051 568523, 199098 568508, 199270 568542)"
vaarwegvakken.664,919,1998-01-01T00:00:00,397,920,D,044a1,Mallegat,1,Mallegat,0,1.42999995,,"LINESTRING (193354 538616, 193389 538581, 193423 538517, 193446 538422, 193482 538368, 193551 538314, 193747 538211, 193991 538023, 194114 537967, 194150 537895, 194168 537820, 194171 537709, 194186 537681, 194238 537604)"
vaarwegvakken.665,974,1998-01-01T00:00:00,179,975,D,093,Zwanendiep en Vollenhoverkanaal,2,Vollenhoverkanaal,7.30299997,7.78000021,,"LINESTRING (192755 521956, 193096 522290)"
vaarwegvakken.666,978,1998-01-01T00:00:00,978,979,D,093,Zwanendiep en Vollenhoverkanaal,6,Vollenhoverkanaal,1.80599999,2.47900009,,"LINESTRING (195258 519091, 194844 519477, 194756 519538)"
vaarwegvakken.667,1446,1998-01-01T00:00:00,786,1415,D,092a,Arembergergracht,1,Beulakerwijde,0,2.15899992,,"LINESTRING (198774 524537, 199384 522625, 199451 522488)"
vaarwegvakken.668,1447,1998-01-01T00:00:00,1415,1416,D,092a,Arembergergracht,2,Doorgraving bij Ronduite,2.15899992,2.5710001,,"LINESTRING (199451 522488, 199453 522484, 199476 522452, 199482 522435, 199505 522415, 199558 522366, 199600 522314, 199643 522255, 199686 522192, 199693 522161)"
vaarwegvakken.669,1448,1998-01-01T00:00:00,1416,1417,D,092a,Arembergergracht,3,Belterwijde,2.5710001,2.98200011,,"LINESTRING (199693 522161, 199702 522124, 199796 521812, 199797 521765)"
vaarwegvakken.670,1435,1998-01-01T00:00:00,1405,1406,D,088,Meppelerdiep,1,Zwartewater,0,0.227,,"LINESTRING (201632 516671, 201742 516869)"
vaarwegvakken.671,1439,1998-01-01T00:00:00,1410,1411,D,088,Meppelerdiep,2,Meppelerdiep,6.55200005,7.58500004,,"LINESTRING (205688 521368, 205700 521375, 205887 521456, 206029 521520, 206196 521637, 206304 521715, 206449 521854, 206541 521934)"
vaarwegvakken.672,1440,1998-01-01T00:00:00,1411,1412,D,088,Meppelerdiep,2,Meppelerdiep,7.58500004,8.53199959,,"LINESTRING (206541 521934, 206737 522154, 206879 522485, 206905 522535, 206952 522591, 207025 522657, 207074 522698)"
vaarwegvakken.673,1441,1998-01-01T00:00:00,1409,73,D,088,Meppelerdiep,2,Meppelerdiep,2.01799989,3.54099989,,"LINESTRING (202642 518406, 202645 518408, 203070 518750, 203132 518806, 203175 518864, 203214 518930, 203248 519009, 203301 519165, 203347 519327, 203361 519408, 203362 519486, 203354 519573, 203332 519644)"
vaarwegvakken.674,1445,1998-01-01T00:00:00,1407,1414,D,088a,Zijtak naar het Zwarte Water via de Grote Kolksluis,1,Zijtak via Grote Kolksluis,0,1.13600004,,"LINESTRING (202003 517410, 201777 517456, 201753 517459, 201730 517452, 201699 517434, 201671 517412, 201618 517341, 201536 517254, 201475 517189, 201392 517139, 201326 517095, 201069 516917)"
vaarwegvakken.675,1853,1998-01-01T00:00:00,1405,1414,D,086,"Zwolle-IJsselkanaal, Zwarte Water, Zwolsche Diep, Ramsdiep en Schokkerhaven",1,Zwarte Water,17.2140007,17.85400009,,"LINESTRING (201632 516671, 201439 516838, 201204 516921, 201069 516917)"
vaarwegvakken.676,1857,1998-01-01T00:00:00,1799,1800,D,086,"Zwolle-IJsselkanaal, Zwarte Water, Zwolsche Diep, Ramsdiep en Schokkerhaven",1,Zwarte Water,10.20699978,10.78499985,,"LINESTRING (203201 510769, 203012 511048, 202902 511255, 202897 511260)"
vaarwegvakken.677,1858,1998-01-01T00:00:00,1800,1801,D,086,"Zwolle-IJsselkanaal, Zwarte Water, Zwolsche Diep, Ramsdiep en Schokkerhaven",1,Zwarte Water,10.78499985,11.08399963,,"LINESTRING (202897 511260, 202687 511473)"
vaarwegvakken.678,1868,1998-01-01T00:00:00,1807,1808,D,086,"Zwolle-IJsselkanaal, Zwarte Water, Zwolsche Diep, Ramsdiep en Schokkerhaven",8,Zwolle-IJsselkanaal,1.60800004,1.78799999,,"LINESTRING (200756 503240, 200869 503380)"
vaarwegvakken.679,1869,1998-01-01T00:00:00,1808,1809,D,086,"Zwolle-IJsselkanaal, Zwarte Water, Zwolsche Diep, Ramsdiep en Schokkerhaven",8,Zwolle-IJsselkanaal,1.78799999,2.29299998,,"LINESTRING (200869 503380, 201016 503564, 201180 503778)"
vaarwegvakken.680,1870,1998-01-01T00:00:00,1809,1396,D,086,"Zwolle-IJsselkanaal, Zwarte Water, Zwolsche Diep, Ramsdiep en Schokkerhaven",8,Zwolle-IJsselkanaal,2.29299998,2.977,,"LINESTRING (201180 503778, 201245 503861, 201335 503998, 201382 504120, 201426 504270, 201485 504383)"
vaarwegvakken.681,2839,1998-01-01T00:00:00,1801,2560,D,086b,Stadsgracht Hasselt,1,"Voormalige Schutsluis, Stadsgracht Hasselt",0,0.223,,"LINESTRING (202687 511473, 202745 511552, 202782 511635, 202785 511646, 202784 511659, 202782 511668)"
vaarwegvakken.682,2840,1998-01-01T00:00:00,2560,2561,D,086b,Stadsgracht Hasselt,2,Stadsgracht Hasselt,0.223,0.667,,"LINESTRING (202782 511668, 202782 511670, 202777 511681, 202660 511902, 202658 511906, 202657 511914, 202658 511924, 202662 511936, 202669 511949, 202677 511963, 202686 511973, 202696 511980, 202706 511984, 202782 511997)"
vaarwegvakken.683,3078,1998-01-01T00:00:00,674,2784,H,795,3e Havenarm te Deventer,1,3e Havenarm te Deventer,0,0.45899999,,"LINESTRING (209182 473281, 209048 473720)"
vaarwegvakken.687,3082,1998-01-01T00:00:00,1810,2788,H,799,Rijkshaven Zwolle,1,Rijkshaven Zwolle,0,0.124,,"LINESTRING (201576 505279, 201697 505253)"
vaarwegvakken.688,3083,1998-01-01T00:00:00,1799,2789,H,800,Betoncentrale Hasselt,1,Betoncentrale Hasselt,0,0.31400001,,"LINESTRING (203201 510769, 203153 510746, 202918 510633)"
vaarwegvakken.689,3084,1998-01-01T00:00:00,1800,2790,H,801,De Beer,1,De Beer,0,0.207,,"LINESTRING (202897 511260, 202943 511310, 202956 511334, 202970 511445)"
vaarwegvakken.690,3085,1998-01-01T00:00:00,1802,2791,H,802,Industriehaven te Genemuiden,1,Industriehaven te Genemuiden,0,0.33700001,,"LINESTRING (200000 515993, 200009 515923, 200059 515897, 200262 515951)"
vaarwegvakken.691,3086,1998-01-01T00:00:00,1397,2792,H,803,Prinses Margriethaven te Zwolle,1,Prinses Margriethaven te Zwolle,0,0.126,,"LINESTRING (201693 504047, 201817 504071)"
vaarwegvakken.692,3087,1998-01-01T00:00:00,1398,2793,H,804,Schuttevaerhaven te Zwolle,1,Schuttevaerhaven te Zwolle,0,0.382,,"LINESTRING (202637 503235, 202647 503268, 202669 503322, 202682 503338, 202698 503344, 202819 503313, 202879 503362, 202927 503370)"
vaarwegvakken.693,3089,1998-01-01T00:00:00,1409,2795,H,806,Industriehaven Kraanerweerd,1,Industriehaven Kraanerweerd,0,0.57300001,,"LINESTRING (202642 518406, 202780 518271, 202554 517966)"
vaarwegvakken.694,3090,1998-01-01T00:00:00,1410,2796,H,807,Rijkshaven Doosje,1,Rijkshaven Doosje,0,0.074,,"LINESTRING (205688 521368, 205660 521436)"
