Leveranciers;4000 - Diensten en middelen overig;4110 - Consumptieve diensten;4120 - Risicobeheersen;4130 - Schoonmaak;4210 - Post-, koeriers- en transportdiensten;4410 - Afvalzorgmanagement;4510 - Inrichting van gebouwen;4610 - Benodigdheden en hulpmiddelen;4710 - Bankdiensten;Eindtotaal
Hogenkamp Klompen en Souvenirs B.V.;1;;;;;;;;;1
Hogeschool Dirksen B.V.;1;;;;;;;;;1
Holding AVR-Afvalverwerking B.V.;;;;1;;;;;;1
Holding Beheermaatschappij Ropeni B.V.;;1;;;;;;;;1
Holding 'Frans op den Bult' B.V.;1;;;;;;;;;1
Holland Air Pumps B.V.;1;;;;;;;;;1
Holland Casino;1;;;;;;;;;1
Holland Catering Specialisten;4;1;;;;;;;;4
Holland Combinatie B.V.;1;;1;;;;;1;;1
Holland Hydraulics B.V.;;;;;;;;;1;1
Holland Inbouw;1;;;;;;;;;1
Holland Lift International B.V.;1;;;;;;;;;1
Holland Marine Services Amsterdam B.V.;;;;;;;;;1;1
Holland Mast B.V.;1;;;;;;;;;1
Holland Packing B.V.;5;;;;;;;;;5
Holland Safety B.V.;3;;1;;;;1;;;3
Holland Screen;1;;;;;;;;;1
Holland Shielding Systems B.V.;1;;;;;;;;1;1
Holland Technical;2;;;;;;;1;1;2
Holland-Nautic-Apeldoorn B.V.;2;;;;;;;;;2
Hollands Perslucht Centrum;1;;;;;;;;;1
Hollandse Telecommunicatie Maatschappij;1;;;;;;;;;1
Holmatro Rescue Equipment;2;;2;;;;;;1;2
Holterman Wapeningsstaal B.V.;1;;;;;;;;;1
Holthuizen Advocaten c.s.;;;;;;;;;1;1
Homa Pompen B.V.;1;;;;;;;;1;1
Home & Joy;1;;;;;;;;;1
Homeij Oisterwijk B.V.;;;;;;;;5;;5
Hommel Sportprijzen;;1;;;;;;;;1
Honeywell B.V.;1;;;;;;;;;1
Hooch Watersport Bootliften;1;;;;;;;;;1
Hoogenbosch Schoenpoetsmachines;1;;;;;;1;;;1
Hoogland-Mennens;2;;;;;;;;;2
Hoppecke Batterijen Nederland B.V.;1;;;;;;;;;1
Horeca Adviescentrum HTC;;2;;;;;;;;2
Horecaslijperij Bloom B.V.;;;;;;;;1;;1
Horepa;;;;;;;1;;;1
Horequip B.V.;5;;;;;;;;1;5
Horka International B.V.;;;;;;;;1;;1
Hostellerie Munten B.V.;1;;;;;;;;;1
Hostnet B.V.;1;;;;;;;;;1
Hotel Café Restaurant 'De Oude Molen';1;;;;;;;;;1
Hotel Café Restaurant 'De Posthoorn';;1;;;;;;;;1
Hotel Contact B.V.;2;2;;1;;;2;;;4
Hotel Eurotel;1;;;;;;;;;1
Hotel Exploitatie Huisduinen B.V.;;1;;;;;;;;1
Hotel Gilze-Rijen;;2;;;;;1;;;2
HOTEL GOES;;1;;;;;;;;1
Hotel Leeuwarden Centre B.V.;;1;;;;;;;;1
Hotel Leusden B.V.;1;;;;;;;;;1
Hotel Maatschappij De Wittenburg B.V.;;1;;;;;;;;1
Hotel Mitland;1;1;;;;;;;;1
Hotel Park Handelskade B.V.;;2;;;;;;;;2
Hotel Restaurant Avenarius V.O.F.;1;;;;;;;;;1
Hotel Restaurant 'in den Hoof';;1;;;;;;;;1
Hotel Restaurant Princenhof;1;;;;;;;;;1
Hotel Sutor;1;;;;;;;;;1
Hotel-Café-Restaurant 'De Wadden';;1;;;;;;;;1
Hotel-Restaurant 'De Jonge' B.V.;;1;;;;;;;;1
Hotel-Restaurant 'Oud London';;1;;;;;;;;1
House of Lords B.V.;;1;;;;;;;;1
Houthandel Looijmans B.V.;1;;;;;;;;;1
Houthandel P. van Loon B.V.;1;;;;;;;;;1
Hovens- A&T;1;;;;;;;;;1
Hoza B.V.;1;;;;;;;;;1
HPP Kop & Schouders B.V.;1;;;;;;;;;1
HPS Industrial B.V.;1;;;;;;;;;1
HSH uw partner in bouwmaterialen;1;;1;;;;;;;1
HSK Interventie B.V.;1;;;;;;;;;1
Hub van Laar trumpets & flugelhorns;1;;;;;;;;;1
Huffels Delicatessen B.V.;1;1;;;;;;;;1
Hugen Brandbeveiliging en Adviesbureau B.V.;4;;2;;;;;;;5
Hugen Maintenance for Aircraft B.V.;1;;;;;;;1;;2
Huibers Beheer B.V.;1;;;;;;;;;1
Huima Specials B.V.;1;;;;;;;;;1
Huisarts A.C.P. Swierstra;1;;;;;;;;;1
Huisartsenpraktijk Crajé en Kroes;1;;;;;;;;;1
Huisartsenpraktijk Klijn & van Thiel;1;;;;;;;;;1
Huisartsenpraktijk Mooij/van Oosten;1;;;;;;;;;1
Huisartsenpraktijk Ussen;1;;;;;;;;;1
Humanistisch Verbond;;1;;;;;;;;1
Husqvarna Nederland B.V.;1;;;;;;;;1;1
Hutter Veiligheid B.V.;;;;;;;1;1;;1
Huurhoeftnietduur.nl;;;;;;;;1;;1
HWS;1;;;;;;;;;1
Hycom B.V.;1;;;;1;;;;1;1
Hydac B.V.;2;;;;;;;;;2
Hydrasun Instrumentation B.V.;1;;;;;;;;1;1
Hydrauvision Systems B.V.;;;;;;;;;1;1
Hydropa Nederland;1;;;;;;;;;1
Hynamic B.V.;1;;;;;;;;;1
Hystrix Producties;;1;;;;;;;;1
Hytorc Nederland B.V.;2;;;;;;;1;;2
Hytrans Systems B.V.;1;;;;;;;;;1
I Fiori;1;;;;;;;;;1
I.T.C. Alles voor Uw Kantoor N.V.;;;;;;;1;;;1
Ianua Consult;1;;;;;;;;;1
Ibis Den Haag City Centre;1;;;;;;;;;1
Ibou B.V.;;;;;;;;1;;1
ICAM B.V.;1;;;;;;;;;1
Icob B.V.;1;;;;;;;;;1
ICT Concept B.V.;1;;;;;;;;;1
ID Wear B.V.;1;;;;;;;;;1
Idak B.V.;1;;;;;;;;;1
IDCP B.V.;1;;;;;;;;;1
Identiteit & Diensten B.V.;1;;;;;;;;;1
IFM-ecom;1;;;;;;;;;1
Igo-Post B.V.;1;;;;;;;1;;1
IHC Hytech B.V.;4;;;;;;;4;;5
IHC Lagersmit;1;;;;;;;;1;1
IJzerhandel Gruythuysen B.V.;1;;;;;;;;;1
IJzerhandel Knoef B.V.;1;;;;;;;;;1
IJzerhandel Staphorst B.V.;1;;;;;;;;;1
Imaging People;1;;;;;;;;;1
Imbema Rhiwa B.V.;;;;;1;;;1;;1
Imbema SMT B.V.;;;;;;;;2;;2
Imhotep Promotions B.V.;2;;;;;;;;;2
IMI Hydronic Engineering B.V.;1;;;;;;;;;1
IMK-BPO Medezeggenschap B.V.;1;;;;;;;;;1
IMNederland Credit Management Services;;;;;;;;;1;1
Import Trading B.V.;1;;;;;;;;;1
Impromex Technics B.V.;;;;;;;1;;;1
In 't Groene Woud B.V.;1;;;;;;;;;1
IN2 productions;2;;;;;;;;;2
In2Content B.V.;3;;;;;;;;;3
Inbraakpreventie 'M.I.B.' B.V.;1;;;;;;;;;1
Incassobureau Plaggemars;;;;;;;;;1;1
Incredible Crowds B.V.;2;;;;;;;;;2
Ind. en Hand.ond. Conval Nederland B.V.;1;;;;;;;;;1
Ind. Specialiteiten Restaurant Sari Koering;;1;;;;;;;;1
Indigo Midden-Nederland B.V.;1;;;;;;;;;1
Indisch Restaurant Garoeda;;1;;;;;;;;1
Indonesia Indah;;1;;;;;;;;1
Indonesisch restaurant Anak Dèpok;;1;;;;;;;;1
Indonesisch Restaurant Poentjak;;1;;;;;;;;1
Indoor Plant Services B.V.;1;;;;;;;;;1
Indulux Nederland B.V.;2;;;;;;;;;2
Industrial Solutions Zuid-Oost B.V.;4;;;;;;;;;4
Info Instruments B.V.;1;;;;;;;;;1
Info Training B.V.;1;;;;;;;;;1
Informatiebord.nl B.V.;1;;;;;;;;;1
Informatique Computers & Componenten;1;;;;;;;;;1
Infrastructure Services & Projects B.V.;2;;;;;;;;;2
Infratel B.V.;1;;;;;;;;;1
ING Bank;1;;;;;;;;;1
Ing. Struik Advies en Scholing (Sas);1;;;;;;;;;1
Inge Hondebrink fotograaf;1;;;;;;;;;1
Ingenieurs Bureau Jac. van der Veen B.V.;1;;;;;;;;;1
Ingersoll-Rand Netherlands B.V.;2;;;;;;;;;2
Ingressus B.V.;1;;;;;;;;;1
Ingrid van den Nieuwenhuizen;1;;;;;;;;;1
Inham Hi-Safe Systems B.V.;1;;;;;;;;;1
Inkada B.V.;;;;2;;;;;;2
Inmotus B.V.;1;;;;;;;;;1
Innovam;1;;;;;;;;;1
Innovative Fire Fighting Solutions B.V.;;;4;;;;;;;4
Innoventa B.V.;;;;;;;;;1;1
InnoVfoam B.V.;1;;;;;;;;;1
Inofec B.V.;1;;;;;;;;;1
Inotec Barcode Security B.V.;;;;;;;;1;;1
Inoxcon B.V.;1;;;;;;;;1;1
Inscentives Europe B.V.;;;;;;;1;;;1
Inspection Technology Europe B.V.;1;;;;;;;;;1
Installatiebedrijf A. Tromp B.V.;1;;;;;;;;;1
Installatiebedrijf van Bentem;2;;;;;;;;;2
Instituut van Internal Auditors Nederland;1;;;;;;;;;1
Instituut voor Veiligheid en Milieu B.V.;1;;;;;;;;;1
Instrument Solutions Benelux B.V.;1;;;;;;;;;1
Insulcon B.V.;1;;;;;;;;;1
Int. Handelsonderneming 'Explora' B.V.;2;;;;;;;;;2
Intab Benelux;1;;;;;;;;;1
Intelligence Group B.V.;1;;;;;;;;;1
Intercédé B.V.;2;;1;;1;;1;1;;3
Intercessie Heerhugowaard B.V.;1;;;;;;;;;1
Interclean Benelux B.V.;1;;;;;;;;;1
InterConnect Services B.V.;1;;;;;;;;;1
Interkontakt B.V.;1;;;;;;;;;1
Interland Techniek B.V.;1;;;;;;;;1;1
Interline Systems B.V.;1;;;;;;;;;1
International Paint (Nederland) B.V.;;;;;;;;;1;1
Internet Selling Service B.V.;1;;;;;;1;1;;1
INTER-PSY B.V.;1;;;;;;;;;1
Interroutier Nederland B.V.;1;;;;;;;;;1
Intersafe Groeneveld B.V.;2;;1;;;;;2;;2
Interscience B.V.;1;;;;;;;;;1
Interspiro B.V.;4;;;;;;;5;;5
Interster;;;;;;;;1;1;1
Intersurgical Nederland B.V.;;;;;;;;;1;1
Intertek Nederland B.V.;2;;;;;;;;;2
Interzeil;2;;;;;;;;;2
Intimus International Netherlands B.V.;1;;;;;;;;;1
Intratuin Barneveld B.V.;;1;;;1;;2;;;2
Intrum Justitia Nederland B.V.;;;;;;;;;1;1
Invited Holding B.V.;;;;;;;1;;;1
Ipar Industrial Partners B.V.;1;;;;;;;;;1
Ipic Nederland B.V.;1;;;;;;;;;1
IPMA Certificering B.V.;1;;;;;;;;;1
IPO Medical B.V.;;;;;;;;;1;1
i-POS.nl B.V.;1;;;;;;;;;1
Ippn Measurements en Controls;1;;;;;;;;;1
ISBW;2;;;;;;;;1;2
Iscar Nederland B.V.;1;;;;;;;;;1
ISI Media;;1;;;;;;;;1
Isolatie- en Timmerbedrijf C. Kranendonk B.V.;1;;;;;;;;;1
Israel Producten Centrum;;1;;;;;;;;1
Istec International B.V.;2;;;;;;;;;2
ITAN NLP opleidingen;1;;;;;;;;;1
ITC Rondo B.V. H/O GRS Beheer B.V.;3;;;;;;;;;3
ITM Interma;;;;;;;;1;;1
ITS Hendrion B.V.;1;;;;;;;;;1
IVA Groep B.V.;2;;;;;;;2;;2
Iveco Nederland B.V.;2;;;;;;;;;2
Ivex Zwijndrecht;1;;;;;;;;;1
Ivoren Kruis;1;;;;;;;;;1
J & H Professioneel Licht en Geluid;1;;;;;;;;;1
J&S E-Business B.V.;1;;;;;;;;;1
J. & C. Productions B.V.;1;;;;;;;;;1
J. de Jonge Flowsystems B.V.;2;;;;;;;;;2
J. Schaart Electronica B.V.;;;;;;;;2;;2
J. Stehouwer Mechanisatie B.V.;2;;;;;;;;;2
J.B. Hydraulics B.V.;1;;;;;;;;1;1
J.G.N. Cupedo en Zn.;;;;;;;;;1;1
J.J. Rooyackers;1;;;;;;;;;1
J.M.G.A. Westerhof Consultant;2;;;;;;;;;2
J.M.W. Horeca Uitzendbureau B.V.;1;;;;;;;;;1
Jaap van Roozendaal Decorbouw;1;;;;;;;;;1
Jacobs Breda Electronics (J.B.E.);1;;;;;;;;;1
Jagersma Naaimachines;1;;;;;;;;;1
Jaguar Land Rover Nederland B.V.;1;;;;;;;;;1
Jalema B.V.;1;;;;;;;;;1
Ja-maar® B.V.;1;;;;;;;;;1
James Walker Benelux B.V.;2;;;;;;;;;1
Jan Andreae en Partners B.V.;;2;;;;;;;;2
Jan de Wit Autocars N.V.;;;;;1;;;;;1
Jan Kuipers Nunspeet B.V.;1;;;;;;;;;1
Jan van Velden & Co. B.V.;1;;;;;;;1;;1
Jansen Infra B.V.;1;;;;;;;;;1
Jansen International Trading B.V.;1;;;;;;;;;1
Jansen Kunststoffen B.V.;1;;;;;;;;;1
Janssen Sound & Light;2;;;;;;;;;2
Janus Vaten B.V.;2;;;;;;;;;2
Jaski Automaten B.V.;;;;;;;;;1;1
Jasper Grijpink;1;;;;;;;;;1
JC Janssen Consultancy B.V.;1;;;;;;;;;1
JCB;4;;;;;;;1;1;4
JdeB Steam Cleaning;;;;;;;;1;;1
Jean Heybroek B.V.;1;;;;;;;;;1
Jelmer Tichelaar;1;;;;;;;;;1
Jeroen Bron, musicus;1;;;;;;;;;1
JetSupport B.V.;;;;;;;;;1;1
Jeveka B.V.;1;;;;;;;;;1
JK Partyverhuur;1;;;;;;;;;1
JKS B.V.;1;;;;1;;;;;1
JN Music;1;;;;;;;;;1
Jobarco B.V.;1;;;;;;;;;1
Joël Botma Music;1;;;;;;;;;1
JoGe11;;;;;;;;1;;1
Joh.Th. Schulte B.V.;1;;;;;;;;;1
Johan Plomp;1;;;;;;;;;1
John van Helvert Photography;1;;;;;;;;;1
Johnson & Johnson Medical B.V.;1;;;;;;;;;1
Johnson Controls Systems & Service B.V.;2;;;;;;;;;2
Jongejans Luchttechniek B.V.;2;;;;;;;;;2
Jongsma Containers B.V.;6;;;;;;;;1;6
Jonker Carrosserieen B.V.;1;;;;;;;;;1
Jooren Scheepsschroeven B.V.;1;;;;;;;;;1
Jora Graphics B.V.;1;;;;;;;;;1
Joris Reutelingsperger;1;;;;;;;;;1
Jos van den Heuvel;1;;;;;;;;;1
José Boekema;1;;;;;;;;;1
Jottem da's lekker;1;;;;;;;;;1
Jouwkabel.nl B.V.;1;;;;;;;;;1
Jowat Nederland B.V.;;1;;;;;;;;1
JRM Medical B.V.;1;;;;;;;;;1
JS Arrangements;1;;;;;;;;;1
Judith Kuipers;2;;;;;;;;;2
Judo Bond Nederland;1;;;;;;;;;1
Jules van de Loo;1;;;;;;;;;1
Jumo Meet- en Regeltechniek B.V.;1;;;;;;;;;1
Jungheinrich Nederland B.V.;5;;;;;;2;3;1;5
Jura Nederland B.V.;;;;;;;;1;;1
JuRo Horeca;;1;;;;;;;;1
JYSK B.V.;1;;;;;;;;;1
K.E.P. Rijks;1;;;;;;;;;1
K.G. Business Support;2;;;;;;;1;1;2
K.M. A. Logistics and Textiles B.V.;2;;;;;;;2;;2
K.S.B. Nederland B.V.;2;;;;;;;;;2
Kaak Vlaggen en Reklame;1;;;;;;;;;1
Kaarsen-online;1;;;;;;;;;1
Kabel Meet Techniek-Services B.V.;1;;;;;;;;;1
Kabel-Zaandam B.V.;1;;;;;;;;;1
Kaltenbach Tools B.V.;1;;;;;;;;;1
Kamera Express;1;;;;;;;;;1
Kamp Lederwaren;1;;;;;;;;;1
Kamper Sportprijzen en Graveerbedrijf;1;;;;;;;;;1
KantoorExpert Groep;1;;;;;;;;;1
Kantoormeubelshop.nl;1;;;;;;;;;1
Kantoorstempels.nl B.V.;1;;;;;;;;;1
Karcher B.V.;2;;;;;;;1;;2
Kater Funsports B.V.;1;;;;;;;1;;1
Katja Staartjes Management Inspiratie B.V.;1;;;;;;;;;1
KATO Group B.V.;1;;;;;;;;1;1
Kavo Nederland B.V.;1;;;;;;;;1;1
Kayak Centrum Arend Bloem B.V.;1;;;;;;;;;1
KBS Advocaten N.V.;1;;;;;;;;;1
Kees Smit Tuinmeubelen B.V.;1;;;;;;;;;1
Kegama Automat. t.h.o.d.n. Brezan Automat.;1;;;;;;;;;1
Keijsers Lundiform B.V.;;;;;;;6;;;6
Keiser Europe B.V.;1;;;;;;;;;1
Keizer Kijk op Kleur;;;;;;;1;;;1
Kelvin Hughes (Nederland) B.V.;;;;;;;;;1;1
Kelvion Machine Cooling B.V.;1;;;;;;;;;1
Kelvion PHE B.V.;1;;;;;;;;;1
Kemet Europe B.V.;2;;;;;;;;;2
Kemetyl Professional B.V.;1;;;;;;;;;1
Kempers Princessepaviljoen;2;;;;;;;;1;2
KEN engineering B.V.;4;;;;;;;;;4
Kenbri Fire Fighting B.V.;4;;2;;;;;;1;4
Kennelbouw Exclusief V.O.F.;;;1;;;;;;;1
Kentie Afterprint B.V.;1;;;;;;;1;;1
Keramiekland;;;;;;;;1;;1
Kerkgenootschap Ned. Verb. v. Progr. Jodendom;;1;;;;;;;;1
Kerklau Import;1;;;;;;;;;1
Kesco B.V.;1;1;;;;;;;;1
Ketelaar Sport Zevenaar B.V.;1;;;;;;;;;1
Keuren en Kalibreren B.V.;3;;;;;;;;;3
Kewill B.V.;1;;;;;;;;;1
KEYMUSIC Eindhoven;2;;;;;;;;;2
Keysight Technologies Netherlands B.V.;4;;;;;;;;1;4
Kienhuishoving N.V.;1;;;;;;;;;1
KijkDaan B.V.;1;;;;;;;;;1
Kijlstra Beton;1;;;;;;;;;1
King Nederland B.V.;1;;;7;;;1;1;1;7
Kinket-Seal B.V.;1;;;;;;;;;1
Kistler B.V.;1;;;;;;;;;1
Kitbedrijf Van Veen B.V.;1;;;;;;;;;1
Kitlv Press v. Inst. Taal-, Land- en Volkenk.;1;;;;;;;;;1
Kitty's Heksenketel;1;;;;;;;;;1
Kivo Petfood;;;1;;;;;;;1
Kiwa Nederland B.V.;1;;;;;;;1;;1
Klaas Mulder Jachtbouw B.V.;;;;;;;;;1;1
Klaas Zijlstra Metaalbewerking B.V.;1;;;;;;;;;1
Klaucke Tweewielerhuis;1;;;;;;;;;1
Klaver Infratechniek;2;;;;;;;;;2
Klaver Tweewielers;1;;;;;;;;;1
Kleding Service Bosschenhoofd;;;;;;;2;;;2
Klein Tooling;1;;;;;;;;;1
Kleiss & Co. B.V.;1;;;;;;;;;1
Klinch Fasteners B.V.;1;;;;;;;;;1
Klip B.V.;3;;;;;;;;;3
Kloek Pallets Kampen B.V.;7;;;;;;;;1;7
Kloosterhof Neer B.V.;1;;;;;;;;;1
Klus Marsum;1;;;;;;;;;1
Kluwer Opleidingen;1;;;;;;;;;1
KNMP Holding B.V.;1;;;;;;;;;1
Knoops' Advocaten N.V.;2;;;;;;;;;2
KOAC.NPC, Inst. voor Mat.-/Wegbouwk. Onderz.;1;;;;;;;;;1
Kobatt Benelux B.V.;4;;;;;;;;;4
Kobout B.V.;4;;;;1;;;;;4
Koch Illustraties & Animaties;1;;;;;;;;;1
Koenders Instruments B.V.;1;;;;;;;;;1
Koks After Sales B.V.;1;;;;;;;;;1
Komfort Exploitatie Maatschappij B.;;;;;;;;1;;1
Kon. Ned. Veren. van Informatieprofessionals;1;;;;;;;;;1
Kon. Nederlandse Politiehond Vereniging;;;1;;;;;;;1
Konica Minolta Sensing Europe B.V.;1;;;;;;;;;1
Koning Willem I College;1;;;;;;;;;1
Koning's Technisch Bedrijf B.V.;4;;;;;;;;;4
Koninklijke Ahrend N.V.;1;;;;;;7;;;7
Koninklijke Begeer B.V.;1;1;;;;;;;1;2
Koninklijke Fabrieken Posthumus B.V.;3;;;;;;;1;;3
Koninklijke Gazelle N.V.;2;;;;;;;;1;2
Koninklijke Nederlandse Jagers Vereniging;1;;;;;;;;;1
Koninklijke PostNL B.V.;1;;;;;;;;1;1
Koninklijke Wegener N.V.;1;;;;;;;;;1
Konnichi WA B.V.;1;;;;;;;;;1
Konrad Koselleck;1;;;;;;;;;1
Kools & Ravenhorst Brandkasten B.V.;1;;;;;;;;;1
Kooning Schiphol B.V.;1;;;;;;;;;1
Koopman Logistics Group B.V.;1;;;;;;;;;1
Koot Metals B.V.;1;;;;;;;;;1
Kop Beveiliging B.V.;1;;;;;;;;;1
Koper- en Met.Giet. Sillen & Co. Swalmen B.V.;1;;;;;;;;;1
Kors Hoogwerksystemen B.V.;1;;;;;;;;;1
Kortpack;;;;;;;;1;;1
KPN B.V.;1;;;;;;;;;1
Kraakman Perfors B.V.;1;;;;;;1;;;1
Kraamzorg Rotterdam en omstreken B.V.;1;;;;;;;;;1
Krabbers-van Liempt;1;;;;;;;;;1
Kreisler Import B.V.;4;;;;;;;;1;4
Kringapotheek Velperweg;1;;;;;;;;;1
Kroeze-Maritiem B.V.;1;;;;;;;;1;1
Kroon B.V.;3;;;;;;;;1;3
Kropman Installatietechniek;4;;;;;;;;1;4
Kruimel Advies;2;;;;;;;;;2
