ZAAK_ID;ZAAKTYPE;HOOFDCATEGORIE;SUBCATEGORIE;SUB_SUBCATEGORIE;SUB_SUB_SUBCATEGORIE;STADSDEEL;DATUM_MELDING;REDEN_VERLENGEN;GEPLAND;EINDDATUM;KANAAL;PRIORITEIT;STATUS;INTERNE_STATUS;STRAATNAAM;HUISNUMMER;HUISLETTER;TOEVOEGING;WIJK;BUURT;AFDELING;WIJZEVANOPLOSSING;XCOORDINAAT;YCOORDINAAT;LONG;LAT;COUNTER
734072;Melding Openbare Ruimte;Afval;Grofvuil;Op openbare weg;;Leidschenveen-Ypenburg;2016-07-01;;2016-07-06;2016-07-04;E-mail;Normaal;Afgerond;Afgerond;GLAZENMAKERHOF;100;;;Leidschenveen;De Vissen;Handhavingsorganisatie Leidschenveen-;;88265.713;453136.945;4.414042815009559;52.06250447904448;110
734073;Melding Openbare Ruimte;Straten en straatmeubilair;Straat;Gat/ verzakt;;Scheveningen;2016-07-01;;2016-07-05;2016-08-30;Telefoon;Hoog;Afgerond;Afgerond;STADHOUDERSPLANTSOEN;26;;;Zorgvliet;Zorgvliet;Straten-serviceploeg;Opgelost;79245.688;456010.449;4.2818914146171405;52.08716787332989;111
734075;Melding Openbare Ruimte;Afval;Wrakken;Fietsen;Achtergelaten;Segbroek;2016-07-01;;2016-07-05;2016-07-03;Telefoon;Hoog;Afgerond;Afgerond;REGENTESSELAAN;0;;;Regentessekwartier;;Handhavingsorganisatie Segbroek;Opgelost;;;;;112
734080;Melding Openbare Ruimte;Verkeerslichten/ borden/ straatverlichting;Borden;Verkeersbord;Aanbrengen/aanvragen;Scheveningen;2016-07-01;;2016-07-06;2016-07-05;Telefoon;Normaal;Afgerond;Afgerond;KEIZERSTRAAT;0;;;Scheveningen;;Straatmeubilair;Wordt meegenomen in gepland onderhoud;;;;;113
734084;Melding Openbare Ruimte;Groen;Onkruidgroei;Tussen de bestrating;;Centrum;2016-07-01;;2016-07-07;2016-07-06;formulier met geo-inf;Normaal;Afgerond;Afgerond;PAULUS POTTERSTRAAT;0;;;Schildersbuurt;Schildersbuurt-Noord;Groenbeheer Centrum;Informatie verstrekt;;;;;114
734085;Melding Openbare Ruimte;Afval;Grofvuil;Op openbare weg;;Laak;2016-07-01;;2016-07-06;2016-07-01;BuitenBeter;Normaal;Afgerond;Afgerond;LAAKKADE;167;;;Laakkwartier en Spoorwijk;Laakkwartier-O;Handhavingsorganisatie Laak;Handhavingsorganisatie oplossing;82261.054;453452.572;4.326425712113056;52.06458515110658;115
734088;Melding Openbare Ruimte;Afval;Wrakken;Winkelwagen;Achtergelaten;Escamp;2016-07-01;;2016-07-07;2016-07-01;formulier met geo-inf;Normaal;Afgerond;Afgerond;ANSLOSTRAAT;0;;;Moerwijk;Moerwijk-West;Handhavingsorganisatie Escamp;Handhavingsorganisatie oplossing;;;;;116
734092;Melding Openbare Ruimte;Afval;Wrakken;Fietsen;Achtergelaten;Escamp;2016-07-01;;2016-07-07;2016-07-01;Telefoon;Normaal;Afgerond;Afgerond;LOOSDRECHTSESTRAAT;80;;;Rustenburg en Oostbroek;Rustenburg;Handhavingsorganisatie Escamp;Handhavingsorganisatie oplossing;78640.966;453451.655;4.273642217106701;52.064089770039615;117
734103;Melding Openbare Ruimte;Groen;Bomen en planten;Snoeien;;Escamp;2016-07-01;;2016-07-06;2016-07-06;Telefoon;Normaal;Afgerond;Afgerond;CHICAGOSTRAAT;22;;;Wateringse Veld;Hoge veld;Groenbeheer Escamp;Wordt meegenomen in gepland onderhoud;79313.755;449871.599;4.284244796566663;52.032009094010455;118
734104;Melding Openbare Ruimte;Afval;Grofvuil;Op openbare weg;;Centrum;2016-07-01;;2016-07-06;2016-07-01;E-mail;Normaal;Afgerond;Afgerond;REMBRANDTSTRAAT;84;;;Schildersbuurt;Schildersbuurt-Noord;Handhavingsorganisatie Centrum;Handhavingsorganisatie oplossing;80769.729;454180.612;4.30452257275092;52.07093005058187;119
734109;Melding Openbare Ruimte;Groen;Onkruidgroei;Tussen de bestrating;;Laak;2016-07-01;;2016-07-07;2016-07-06;BuitenBeter;Normaal;Afgerond;Afgerond;LAAKKADE;179;;;Laakkwartier en Spoorwijk;Laakkwartier-O;Vegen;Wordt meegenomen in gepland onderhoud;82240.795;453433.346;4.326134413330683;52.064409710343085;120
734114;Melding Openbare Ruimte;Afval;Grofvuil;Op openbare weg;;Laak;2016-07-01;;2016-07-06;2016-07-01;BuitenBeter;Normaal;Afgerond;Afgerond;JAN VAN BEERSSTRAAT;1;;;Laakkwartier en Spoorwijk;Laakkwartier-W;Handhavingsorganisatie Laak;Handhavingsorganisatie oplossing;82050.272;452481.725;4.323559683523018;52.05583261860427;121
734117;Melding Openbare Ruimte;Afval;Grofvuil;Op openbare weg;;Escamp;2016-07-01;;2016-07-06;2016-07-01;E-mail;Normaal;Afgerond;Afgerond;OOSTERHESSELENSTRAAT;301;;;Morgenstond;Morgenstond-West;Handhavingsorganisatie Escamp;Handhavingsorganisatie oplossing;78551.591;451631.409;4.272746440568095;52.04771945367248;122
734118;Melding Openbare Ruimte;Afval;Grofvuil;Op openbare weg;;Loosduinen;2016-07-01;;2016-07-06;2016-07-04;Telefoon;Normaal;Afgerond;Afgerond;OKKERNOOTSTRAAT;123;;;Waldeck;Rosenburg;Handhavingsorganisatie Loosduinen;Handhavingsorganisatie oplossing;77380.731;453290.443;4.2553039733229;52.06246588178922;123
734121;Melding Openbare Ruimte;Afval;Grofvuil;Niet opgehaald na afspraak;;Centrum;2016-07-01;;2016-07-06;2016-07-01;Telefoon;Normaal;Afgerond;Afgerond;AMSTELHOF;8;;;Stationsbuurt;Rivierenbuurt-Noord;HMS;;82217.116;454945.922;4.325466622053645;52.077999816256295;124
734122;Melding Openbare Ruimte;Groen;Bomen en planten;Snoeien;;Escamp;2016-07-01;;2016-07-04;2016-07-06;Telefoon;Hoog;Afgerond;Afgerond;LEYWEG;1452;;;Morgenstond;Morgenstond-Zuid;Vegen;Opgelost;79329.852;451115.257;4.28420410042329;52.04318773023905;125
734124;Melding Openbare Ruimte;Afval;Grofvuil;Op openbare weg;;Escamp;2016-07-01;;2016-07-06;2016-07-01;E-mail;Normaal;Afgerond;Afgerond;MEPPELWEG;520;;;Morgenstond;Morgenstond-West;Handhavingsorganisatie Escamp;Handhavingsorganisatie oplossing;78206.376;452105.671;4.267608266101321;52.05193377616192;126
734128;Melding Openbare Ruimte;Afval;Wrakken;Fietsen;Achtergelaten;Segbroek;2016-07-01;;2016-07-07;2016-07-03;BuitenBeter;Normaal;Afgerond;Afgerond;FRAMBOZENSTRAAT;6;;;Vruchtenbuurt;Vruchtenbuurt;Handhavingsorganisatie Segbroek;Handhavingsorganisatie oplossing;77510.907;453898.549;4.257063928234993;52.067948934301675;127
734134;Melding Openbare Ruimte;Afval;Zwerfvuil;Op openbare weg;;Escamp;2016-07-01;;2016-07-07;2016-07-02;E-mail;Normaal;Afgerond;Afgerond;HAVELTESTRAAT;2;;;Morgenstond;Morgenstond-Zuid;Handhavingsorganisatie Escamp;Handhavingsorganisatie oplossing;79024.804;451173.785;4.279745379722774;52.04367198058555;128
734139;Melding Openbare Ruimte;Straten en straatmeubilair;Stoep;Gat/ verzakt;;Centrum;2016-07-01;;2016-07-07;2016-07-11;Telefoon;Normaal;Afgerond;Afgerond;BANKASTRAAT ;0;;;Archipelbuurt;Archipelbuurt;Wegbeheer Centrum;Informatie verstrekt;;;;;129
734142;Melding Openbare Ruimte;Afval;Grofvuil;Op openbare weg;;Escamp;2016-07-01;;2016-07-06;2016-07-02;E-mail;Normaal;Afgerond;Afgerond;HAVELTESTRAAT;0;;;Morgenstond;Morgenstond-Zuid;Handhavingsorganisatie Escamp;Handhavingsorganisatie oplossing;;;;;130
734057;Melding Openbare Ruimte;Afval;Zwerfvuil;Op openbare weg;;Escamp;2016-07-01;;2016-07-07;2016-07-02;E-mail;Normaal;Afgerond;Afgerond;GIETENSTRAAT;102;;;Morgenstond;Morgenstond-West;Handhavingsorganisatie Escamp;Handhavingsorganisatie oplossing;78137.679;451815.506;4.266672168741661;52.04931663128036;104
733974;Melding Openbare Ruimte;Straten en straatmeubilair;Stoep;Gat/ verzakt;;Centrum;2016-07-01;werk is uitgevoerd, maar nog n;2016-07-26;2016-09-02;Telefoon;Hoog;Afgerond;Afgerond;VAILLANTLAAN;360;;;Schildersbuurt;Schildersbuurt-Noord;Riolering;Opgelost;80829.747;453615.403;4.305520612634957;52.065858695993995;76
734437;Melding Openbare Ruimte;Afval;Verzamelcontainer;Restafval;Vol;Segbroek;2016-07-01;;2016-07-06;2016-07-01;Telefoon;Normaal;Afgerond;Afgerond;HYACINTHWEG;32;;;Bomen- en Bloemenbuurt;Bloemenbuurt-West;HMS;;77192.113;454365.989;4.252308800196544;52.07210495361355;343
734027;Melding Openbare Ruimte;Afval;Verzamelcontainer;Restafval;Beschadigd;Segbroek;2016-07-01;;2016-07-06;2016-07-01;formulier met geo-inf;Normaal;Afgerond;Afgerond;CARTESIUSSTRAAT;137;;;Valkenboskwartier;Valkenboskwartier;HMS;;79137.051;454417.397;4.280660829547767;52.072836753019196;94
734147;Melding Openbare Ruimte;Afval;Verzamelcontainer;Restafval;Beschadigd;Centrum;2016-07-01;;2016-07-06;2016-07-01;Telefoon;Normaal;Afgerond;Afgerond;Z.H.B.-HOVEN;0;;;Centrum;Kortenbos;HMS;;;;;;131
734152;Melding Openbare Ruimte;Groen;Onkruidgroei;In het groen;;Segbroek;2016-07-01;;2016-07-06;2016-07-01;Telefoon;Normaal;Afgerond;Afgerond;FAHRENHEITSTRAAT;0;;;;;Groenbeheer Segbroek;Informatie verstrekt;;;;;132
734157;Melding Openbare Ruimte;Afval;Zwerfvuil;In het water;;Escamp;2016-07-01;;2016-07-07;2016-07-04;E-mail;Normaal;Afgerond;Afgerond;MAARTENSDIJKLAAN;386;;;Morgenstond;Morgenstond-Oost;Waterbeheersing;Informatie verstrekt;78878.327;452034.419;4.277418929651773;52.05138615879019;133
734160;Melding Openbare Ruimte;Afval;Grofvuil;Op openbare weg;;Centrum;2016-07-01;;2016-07-06;2016-07-02;Telefoon;Normaal;Afgerond;Afgerond;BIJ DE WESTERMOLENS;165;;;Centrum;Kortenbos;Handhavingsorganisatie Centrum;Handhavingsorganisatie oplossing;80178.768;454764.016;4.295776740183097;52.07609342806015;134
734161;Melding Openbare Ruimte;Afval;Grofvuil;Op openbare weg;;Escamp;2016-07-01;;2016-07-06;2016-07-02;E-mail;Normaal;Afgerond;Afgerond;GENEMUIDENSTRAAT;28;;;Morgenstond;Morgenstond-Oost;Handhavingsorganisatie Escamp;Handhavingsorganisatie oplossing;79237.865;451700.467;4.282733773944435;52.048434290972466;135
734164;Melding Openbare Ruimte;Afval;Inzameling huisvuil;Minicontainer restafval;Niet geleegd;Scheveningen;2016-07-01;;2016-07-04;2016-07-01;Telefoon;Hoog;Afgerond;Afgerond;ZEEZWALUWHOF;22;;;Duindorp;Duindorp;HMS;;77951.749;456486.266;4.2629078218979;52.09126529604191;136
734168;Melding Openbare Ruimte;Afval;Grofvuil;Niet opgehaald na afspraak;;Leidschenveen-Ypenburg;2016-07-01;;2016-07-06;2016-07-01;Telefoon;Normaal;Afgerond;Afgerond;WRIGHTLAAN;71;;;Ypenburg;Singels;HMS;;84786.265;450534.098;4.363845766825081;52.03868288018629;137
734169;Melding Openbare Ruimte;Afval;Inzameling huisvuil;Oud papier;Niet goed aangeboden;Scheveningen;2016-07-01;;2016-07-06;2016-07-04;Telefoon;Normaal;Afgerond;Afgerond;ARCHIMEDESSTRAAT;0;;;Duinoord;Sweelinckplein e.o.;Milieubeheer Scheveningen;Informatie verstrekt;;;;;138
734183;Melding Openbare Ruimte;Straten en straatmeubilair;Stoep;Gat/ verzakt;;Loosduinen;2016-07-01;;2016-07-07;2016-07-06;formulier met geo-inf;Normaal;Afgerond;Afgerond;MARGRIETSTRAAT;1;;;Bohemen en Meer en Bos;B&M en B;Straten-serviceploeg;Opgelost;76237.419;453736.549;4.238531663776314;52.06631349741089;140
734185;Melding Openbare Ruimte;Straten en straatmeubilair;Anti-parkeerpaal/ Hagenaartje;Beschadigd;;Centrum;2016-07-01;;2016-07-07;2016-07-06;Telefoon;Normaal;Afgerond;Afgerond;REGGESTRAAT;0;;;Stationsbuurt;Rivierenbuurt-Noord;Straten-serviceploeg;Informatie verstrekt;;;;;141
734187;Melding Openbare Ruimte;Riolering, Water en Constructies;Riool;huisaansluiting;kan niet lozen;Loosduinen;2016-07-01;werk moet nog worden uitgevoer;2016-07-26;2016-08-26;Telefoon;Normaal;Afgerond;Afgerond;PUCCINISTRAAT;171;;;Waldeck;Nieuw Waldeck;Riolering;Opgelost;76375.119;453365.016;4.240625045726028;52.06299424027893;1
734188;Melding Openbare Ruimte;Speelterrein;Speeltoestel;Beschadigd;;Leidschenveen-Ypenburg;2016-07-01;;2016-07-07;2016-07-05;App melding;Normaal;Afgerond;Afgerond;ZOMEREIK;0;;;Ypenburg;De Bras;Speelbeheer Leidschenveen-Ypenburg;Informatie verstrekt;;;;;2
734191;Melding Openbare Ruimte;Afval;Verzamelcontainer;Restafval;Vol;Leidschenveen-Ypenburg;2016-07-01;;2016-07-06;2016-07-01;formulier met geo-inf;Normaal;Afgerond;Afgerond;WEIDEVOGELLAAN;184;;;Ypenburg;Morgenweide;HMS;;85510.15;451385.08;4.374221734262965;52.046421818259404;3
734195;Melding Openbare Ruimte;Afval;Inzameling huisvuil;Huisvuilzak;Niet opgehaald;Scheveningen;2016-07-01;;2016-07-06;2016-07-01;Telefoon;Normaal;Afgerond;Afgerond;AERT VAN DER GOESSTRAAT;11;A;;Geuzen- en Statenkwartier;Statenkwartier;HMS;;78874.025;456134.278;4.276441906051185;52.08822970182494;5
734196;Melding Openbare Ruimte;Straten en straatmeubilair;Anti-parkeerpaal/ Hagenaartje;Verwijderen;;Centrum;2016-07-01;;2016-07-06;2016-09-13;E-mail;Normaal;Afgerond;Afgerond;VAN SPEIJKSTRAAT;49;;;Zeeheldenkwartier;Zeeheldenkwartier;Wegbeheer Centrum;Informatie verstrekt;80003.281;455564.21;4.293041441220485;52.08326080195937;6
734198;Melding Openbare Ruimte;Verkeerslichten/ borden/ straatverlichting;Straatverlichting;Lamp brandt niet;;Centrum;2016-07-01;;2016-07-11;2016-07-01;Telefoon;Normaal;Afgerond;Afgerond;DA COSTASTRAAT;21;;;Zeeheldenkwartier;Zeeheldenkwartier;Openbare Verlichting;Wordt verder behandeld in OVIN (OVL);80235.475;454956.786;4.2965615522013225;52.07783345670662;7
734200;Melding Openbare Ruimte;Riolering, Water en Constructies;Riool;huisaansluiting;kan niet lozen;Loosduinen;2016-07-01;vervolg werk is goedgekeurd.;2016-07-26;2016-08-26;Telefoon;Hoog;Afgerond;Afgerond;KERKETUINENWEG;21;;;Loosduinen;Kerketuinen en Zichtenb;Riolering;Opgelost;77505.436;452061.664;4.257400945785336;52.051440729121296;8
