OBJECTID_1,OBJECTID,IDENT,TYPEINFRAS,TYPEWATER,BREEDTEKLA,BREEDTE,HOOFDAFWAT,FYSIEKVOOR,FUNCTIE,VOORKOMEN,STROOMRICH,SCHEEPSLAA,STATUS,NAAMNL,NAAMFR,SLUISNAAM,BRUGNAAM,HOOGTENIVE,GEOMSOORT,OBJ_BEGIN,OBJ_EIND,VER_BEGIN,VER_EIND,BRONTYPE,BRONDATUM,BRONNAUWK,BRONBESCHR,DIMENSIE,AREA,PERIMETER,ACRES,HECTARES
194,15801,NL.TOP10NL.111064487,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,1751.449,164.116,0.433,0.175
195,15802,NL.TOP10NL.111064281,overig watergebied,waterloop,> 6 meter, ,ja, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,2626.044,420.041,0.649,0.263
196,15803,NL.TOP10NL.111064480,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,799.274,155.028,0.198,0.08
197,15804,NL.TOP10NL.111064478,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,11721.119,1006.693,2.896,1.172
198,15805,NL.TOP10NL.111064390,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,3553.24,327.455,0.878,0.355
199,15806,NL.TOP10NL.111064457,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,1581.182,174.921,0.391,0.158
200,15807,NL.TOP10NL.111064178,overig watergebied,waterloop,> 6 meter, ,ja, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,5675.071,397.57,1.402,0.568
201,15808,NL.TOP10NL.111064230,overig watergebied,waterloop,> 6 meter, ,ja, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,2548.357,204.049,0.63,0.255
202,15809,NL.TOP10NL.111064437,overig watergebied,waterloop,> 6 meter, ,ja, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,752.086,302.286,0.186,0.075
203,15810,NL.TOP10NL.111064476,overig watergebied,waterloop,> 6 meter, ,ja, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,3051.155,541.664,0.754,0.305
204,15811,NL.TOP10NL.111064058,overig watergebied,waterloop,> 6 meter, ,ja, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,1274.655,306.967,0.315,0.127
205,15812,NL.TOP10NL.111064423,overig watergebied,waterloop,> 6 meter, ,ja, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,2151.982,370.171,0.532,0.215
206,15814,NL.TOP10NL.111064410,overig watergebied,waterloop,> 6 meter, ,ja, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,3630.427,639.782,0.897,0.363
207,15815,NL.TOP10NL.111064259,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,180.16,49.813,0.045,0.018
208,15816,NL.TOP10NL.111064297,overig watergebied,waterloop,> 6 meter, ,ja, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,3978.769,558.914,0.983,0.398
209,15817,NL.TOP10NL.111064131,overig watergebied,waterloop,> 6 meter, ,ja, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,1433.721,166.563,0.354,0.143
210,15818,NL.TOP10NL.111064177,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,2912.005,351.946,0.72,0.291
211,15819,NL.TOP10NL.111064098,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,280.226,59.548,0.069,0.028
212,15822,NL.TOP10NL.111064049,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,130.716,41.639,0.032,0.013
213,15823,NL.TOP10NL.111064397,overig watergebied,waterloop,> 6 meter, ,ja, ,overig,overig, , ,in gebruik,Noord Willemskanaal, , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,48313.992,3147.359,11.939,4.831
214,15824,NL.TOP10NL.111064184,overig watergebied,waterloop,> 6 meter, ,ja, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,570.894,181.587,0.141,0.057
215,15825,NL.TOP10NL.111064234,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,4176.016,363.163,1.032,0.418
216,15827,NL.TOP10NL.111064422,overig watergebied,waterloop,> 6 meter, ,ja, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,2144.257,215.9,0.53,0.214
217,15828,NL.TOP10NL.111064434,overig watergebied,waterloop,> 6 meter, ,ja, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,731.912,221.949,0.181,0.073
218,15829,NL.TOP10NL.111064127,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,710.084,122.058,0.175,0.071
219,15830,NL.TOP10NL.111064130,overig watergebied,waterloop,> 6 meter, ,ja, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,1436.771,198.864,0.355,0.144
220,15831,NL.TOP10NL.111064379,overig watergebied,waterloop,> 6 meter, ,ja, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,831.988,197.541,0.206,0.083
221,15832,NL.TOP10NL.111064447,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,8528.7,596.64,2.107,0.853
222,15833,NL.TOP10NL.111064085,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,183.88,52.823,0.045,0.018
223,15834,NL.TOP10NL.111064347,overig watergebied,waterloop,> 6 meter, ,ja, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,14730.783,1513.409,3.64,1.473
224,17182,NL.TOP10NL.111064429,overig watergebied,waterloop,> 6 meter, ,ja, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,32.683,24.187,0.008,0.003
225,17185,NL.TOP10NL.111064439,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,755.98,108.386,0.187,0.076
226,17186,NL.TOP10NL.111064304,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,231.602,68.986,0.057,0.023
227,17187,NL.TOP10NL.111064206,overig watergebied,waterloop,> 6 meter, ,ja, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,1474.301,396.802,0.364,0.147
228,17188,NL.TOP10NL.111064296,overig watergebied,waterloop,> 6 meter, ,ja, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,3875.759,488.641,0.958,0.388
229,17189,NL.TOP10NL.111064212,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,148.919,43.336,0.037,0.015
230,17190,NL.TOP10NL.111064167,overig watergebied,waterloop,> 6 meter, ,ja, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,2772.232,569.533,0.685,0.277
231,17191,NL.TOP10NL.111064158,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,537.254,115.086,0.133,0.054
232,17192,NL.TOP10NL.111064408,overig watergebied,waterloop,> 6 meter, ,ja, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,3617.068,799.57,0.894,0.362
233,17193,NL.TOP10NL.111064426,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,3687.868,232.635,0.911,0.369
234,17194,NL.TOP10NL.111064284,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,1026.473,121.434,0.254,0.103
235,17195,NL.TOP10NL.111064250,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,126.601,42.393,0.031,0.013
236,16937,NL.TOP10NL.111061186,overig watergebied,waterloop,> 6 meter, ,ja, ,overig,overig, , ,in gebruik,Noord Willemskanaal, , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,1.81,34.669,0,0
237,16939,NL.TOP10NL.111081876,overig watergebied,waterloop,> 6 meter, ,ja, ,overig,overig, , ,in gebruik,Noord Willemskanaal, , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,4.493,118.044,0.001,0
238,16940,NL.TOP10NL.111061096,overig watergebied,waterloop,> 6 meter, ,ja, ,overig,overig, , ,in gebruik,Noord Willemskanaal, , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,942.036,2231.393,0.233,0.094
239,16942,NL.TOP10NL.111061154,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,248.572,63.738,0.061,0.025
240,17065,NL.TOP10NL.111060996,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,133.869,44.075,0.033,0.013
241,17076,NL.TOP10NL.111061209,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,4510.455,296.325,1.115,0.451
242,17077,NL.TOP10NL.111060858,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,220.315,69.103,0.054,0.022
243,17078,NL.TOP10NL.111061076,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik,Boerveen, , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,16894.476,878.446,4.175,1.689
244,17079,NL.TOP10NL.111060797,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,292.947,108.571,0.072,0.029
245,17080,NL.TOP10NL.111061109,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik,Achterste Veen, , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,8419.628,567.145,2.081,0.842
246,17081,NL.TOP10NL.111064053,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,502.623,109.767,0.124,0.05
247,17149,NL.TOP10NL.111060804,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik,Meestersveen, , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,4011.172,327.921,0.991,0.401
248,17150,NL.TOP10NL.111061098,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,81303.655,1352.843,20.09,8.13
249,17155,NL.TOP10NL.111060854,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,213884.866,2159.532,52.852,21.388
250,19412,NL.TOP10NL.111064162,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,1367.416,168.056,0.338,0.137
251,19413,NL.TOP10NL.111064093,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,208.24,61.988,0.051,0.021
252,19414,NL.TOP10NL.111081884,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,30054.785,785.021,7.427,3.005
253,19415,NL.TOP10NL.111064449,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,8557.701,533.684,2.115,0.856
254,19416,NL.TOP10NL.111064287,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,1080.579,130.984,0.267,0.108
255,19417,NL.TOP10NL.111064306,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,1138.214,363.584,0.281,0.114
256,19418,NL.TOP10NL.111064122,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,1363.098,414.421,0.337,0.136
257,19419,NL.TOP10NL.111064257,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,177.427,66.062,0.044,0.018
258,19420,NL.TOP10NL.111064301,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,229.43,95.797,0.057,0.023
259,19421,NL.TOP10NL.111063804,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,1774.809,560.185,0.439,0.177
260,19422,NL.TOP10NL.111064451,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,757.465,122.494,0.187,0.076
261,19423,NL.TOP10NL.111063405,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,29918.654,811.128,7.393,2.992
262,19424,NL.TOP10NL.111063881,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,231.54,90.675,0.057,0.023
263,19425,NL.TOP10NL.111063896,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,7537.797,351.37,1.863,0.754
264,19427,NL.TOP10NL.111063914,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,260.5,105.333,0.064,0.026
265,19428,NL.TOP10NL.111063617,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,100.068,39.404,0.025,0.01
266,19429,NL.TOP10NL.111063924,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,2265.933,278.621,0.56,0.227
267,19430,NL.TOP10NL.111063375,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,3565.858,257.444,0.881,0.357
268,19431,NL.TOP10NL.111063989,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,308.286,82.094,0.076,0.031
269,19432,NL.TOP10NL.111063711,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,1472.074,222.584,0.364,0.147
270,19433,NL.TOP10NL.111063837,overig watergebied,waterloop,> 6 meter, ,ja, ,overig,overig, , ,in gebruik,Eekhoutswijk, , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,3571.942,1292.087,0.883,0.357
271,19434,NL.TOP10NL.111063855,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,200.899,56.962,0.05,0.02
272,19436,NL.TOP10NL.111064407,overig watergebied,waterloop,> 6 meter, ,ja, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,3602.468,466.659,0.89,0.36
273,19437,NL.TOP10NL.111081881,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,930.213,181.68,0.23,0.093
274,19438,NL.TOP10NL.111064221,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,621.629,138.455,0.154,0.062
275,19439,NL.TOP10NL.111064406,overig watergebied,waterloop,> 6 meter, ,ja, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,2045.929,353.948,0.506,0.205
276,19440,NL.TOP10NL.111064489,overig watergebied,waterloop,> 6 meter, ,ja, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,3231.511,719.779,0.799,0.323
277,19441,NL.TOP10NL.111064405,overig watergebied,waterloop,> 6 meter, ,ja, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,1969.14,439.348,0.487,0.197
278,19442,NL.TOP10NL.111064400,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,855.594,215.187,0.211,0.086
279,19444,NL.TOP10NL.111064070,overig watergebied,waterloop,> 6 meter, ,ja, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,4548.809,395.602,1.124,0.455
280,19446,NL.TOP10NL.111064321,overig watergebied,waterloop,> 6 meter, ,ja, ,overig,overig, , ,in gebruik,Drentsche Hoofdvaart, , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,19313.348,1981.056,4.772,1.931
281,19448,NL.TOP10NL.111064277,overig watergebied,waterloop,> 6 meter, ,ja, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,1357.038,330.428,0.335,0.136
282,19449,NL.TOP10NL.111064491,overig watergebied,waterloop,> 6 meter, ,ja, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,3393.932,632.496,0.839,0.339
283,19451,NL.TOP10NL.111081878,overig watergebied,waterloop,> 6 meter, ,ja, ,overig,overig, , ,in gebruik,Drentsche Hoofdvaart, , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,25286.059,2595.196,6.248,2.529
284,19452,NL.TOP10NL.111064007,overig watergebied,waterloop,> 6 meter, ,ja, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,9334.825,1659.043,2.307,0.933
285,19456,NL.TOP10NL.111064278,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,1361.687,147.605,0.336,0.136
286,19457,NL.TOP10NL.111064361,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,met riet, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,7190.311,329.106,1.777,0.719
287,19458,NL.TOP10NL.111064163,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,1408.643,140,0.348,0.141
288,19459,NL.TOP10NL.111064063,overig watergebied,waterloop,> 6 meter, ,ja, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,2500.302,617.36,0.618,0.25
289,19461,NL.TOP10NL.111064360,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,32135.954,892.207,7.941,3.214
290,19462,NL.TOP10NL.111064359,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,met riet, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,5327.663,319.24,1.316,0.533
291,19463,NL.TOP10NL.111064399,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,853.663,135.018,0.211,0.085
