VERSIE,DATUM_BESTAND,PEILDATUM,JAAR,BEHANDELEND_SPECIALISME_CD,TYPERENDE_DIAGNOSE_CD,ZORGPRODUCT_CD,AANTAL_PAT_PER_ZPD,AANTAL_SUBTRAJECT_PER_ZPD,AANTAL_PAT_PER_DIAG,AANTAL_SUBTRAJECT_PER_DIAG,AANTAL_PAT_PER_SPC,AANTAL_SUBTRAJECT_PER_SPC,GEMIDDELDE_VERKOOPPRIJS
1.0,2023-02-03,2023-02-01,2015,0328,1350,109599009,4,4,121,124,54743,63176,7380
1.0,2023-02-03,2023-02-01,2015,0328,1350,109599005,2,2,121,124,54743,63176,815
1.0,2023-02-03,2023-02-01,2015,0328,1350,109599008,9,9,121,124,54743,63176,3075
1.0,2023-02-03,2023-02-01,2015,0328,1350,109599002,1,1,121,124,54743,63176,940
1.0,2023-02-03,2023-02-01,2015,0328,1350,109599017,20,20,121,124,54743,63176,7955
1.0,2023-02-03,2023-02-01,2015,0328,1350,109599007,1,1,121,124,54743,63176,2735
1.0,2023-02-03,2023-02-01,2015,0328,2405,979001252,26,28,526,585,54743,63176,400
1.0,2023-02-03,2023-02-01,2015,0328,2405,979001190,2,2,526,585,54743,63176,
1.0,2023-02-03,2023-02-01,2015,0328,2405,979001191,6,6,526,585,54743,63176,35340
1.0,2023-02-03,2023-02-01,2015,0328,2405,979001250,1,1,526,585,54743,63176,
1.0,2023-02-03,2023-02-01,2015,0328,2405,979001193,274,279,526,585,54743,63176,19540
1.0,2023-02-03,2023-02-01,2015,0328,2405,979001192,225,226,526,585,54743,63176,23065
1.0,2023-02-03,2023-02-01,2015,0328,2405,979001253,41,42,526,585,54743,63176,145
1.0,2023-02-03,2023-02-01,2015,0328,2405,979001189,1,1,526,585,54743,63176,19615
1.0,2023-02-03,2023-02-01,2015,0328,2750,979001185,80,81,101,130,54743,63176,22675
1.0,2023-02-03,2023-02-01,2015,0328,2750,979001253,8,8,101,130,54743,63176,145
1.0,2023-02-03,2023-02-01,2015,0328,2750,979001252,37,39,101,130,54743,63176,400
1.0,2023-02-03,2023-02-01,2015,0328,2750,979001250,2,2,101,130,54743,63176,
1.0,2023-02-03,2023-02-01,2015,0328,4110,182199028,1,1,50,50,54743,63176,310
1.0,2023-02-03,2023-02-01,2015,0328,4110,990003016,48,48,50,50,54743,63176,
1.0,2023-02-03,2023-02-01,2015,0328,2615,979001253,4,5,51,65,54743,63176,145
1.0,2023-02-03,2023-02-01,2015,0328,2615,979001250,1,1,51,65,54743,63176,
1.0,2023-02-03,2023-02-01,2015,0328,2615,979001184,36,37,51,65,54743,63176,30950
1.0,2023-02-03,2023-02-01,2015,0328,2615,979001252,18,19,51,65,54743,63176,400
1.0,2023-02-03,2023-02-01,2015,0328,2615,979001249,2,2,51,65,54743,63176,1285
1.0,2023-02-03,2023-02-01,2015,0328,2740,979001250,1,1,47,56,54743,63176,
1.0,2023-02-03,2023-02-01,2015,0328,2740,979001249,1,1,47,56,54743,63176,1285
1.0,2023-02-03,2023-02-01,2015,0328,2740,979001253,4,4,47,56,54743,63176,145
1.0,2023-02-03,2023-02-01,2015,0328,2740,979001186,30,30,47,56,54743,63176,
1.0,2023-02-03,2023-02-01,2015,0328,2740,979001252,19,20,47,56,54743,63176,400
1.0,2023-02-03,2023-02-01,2015,0328,2385,979001252,11,11,69,90,54743,63176,400
1.0,2023-02-03,2023-02-01,2015,0328,2385,979001208,60,65,69,90,54743,63176,7845
1.0,2023-02-03,2023-02-01,2015,0328,2385,979001253,10,11,69,90,54743,63176,145
1.0,2023-02-03,2023-02-01,2015,0328,2385,979001250,1,1,69,90,54743,63176,
1.0,2023-02-03,2023-02-01,2015,0328,2385,979001249,2,2,69,90,54743,63176,1285
1.0,2023-02-03,2023-02-01,2015,0328,2520,979001253,2,2,24,27,54743,63176,145
1.0,2023-02-03,2023-02-01,2015,0328,2520,979001250,1,1,24,27,54743,63176,
1.0,2023-02-03,2023-02-01,2015,0328,2520,979001195,24,24,24,27,54743,63176,19525
1.0,2023-02-03,2023-02-01,2015,0328,2655,979001191,2,2,6,6,54743,63176,35340
1.0,2023-02-03,2023-02-01,2015,0328,2655,979001252,1,1,6,6,54743,63176,400
1.0,2023-02-03,2023-02-01,2015,0328,2655,979001192,3,3,6,6,54743,63176,23065
1.0,2023-02-03,2023-02-01,2015,0328,2435,979001211,27,27,48,48,54743,63176,
1.0,2023-02-03,2023-02-01,2015,0328,2435,979001210,20,20,48,48,54743,63176,18510
1.0,2023-02-03,2023-02-01,2015,0328,2435,979001253,1,1,48,48,54743,63176,145
1.0,2023-02-03,2023-02-01,2015,0328,2465,979001193,1,1,81,91,54743,63176,19540
1.0,2023-02-03,2023-02-01,2015,0328,2465,979001249,1,1,81,91,54743,63176,1285
1.0,2023-02-03,2023-02-01,2015,0328,2465,979001253,10,10,81,91,54743,63176,145
1.0,2023-02-03,2023-02-01,2015,0328,2465,979001191,17,17,81,91,54743,63176,35340
1.0,2023-02-03,2023-02-01,2015,0328,2465,979001192,52,53,81,91,54743,63176,23065
1.0,2023-02-03,2023-02-01,2015,0328,2465,979001190,1,1,81,91,54743,63176,
1.0,2023-02-03,2023-02-01,2015,0328,2465,979001188,1,1,81,91,54743,63176,29690
1.0,2023-02-03,2023-02-01,2015,0328,2465,979001252,7,7,81,91,54743,63176,400
1.0,2023-02-03,2023-02-01,2015,0328,2515,979001211,34,34,49,49,54743,63176,
1.0,2023-02-03,2023-02-01,2015,0328,2515,979001210,15,15,49,49,54743,63176,18510
1.0,2023-02-03,2023-02-01,2015,0328,1560,170901071,7,7,428,556,54743,63176,
1.0,2023-02-03,2023-02-01,2015,0328,1560,170901051,1,1,428,556,54743,63176,
1.0,2023-02-03,2023-02-01,2015,0328,1560,170901045,7,7,428,556,54743,63176,
1.0,2023-02-03,2023-02-01,2015,0328,1560,170901050,1,1,428,556,54743,63176,
1.0,2023-02-03,2023-02-01,2015,0328,1560,170901055,266,303,428,556,54743,63176,160
1.0,2023-02-03,2023-02-01,2015,0328,1560,170901044,10,10,428,556,54743,63176,
1.0,2023-02-03,2023-02-01,2015,0328,1560,170901053,59,59,428,556,54743,63176,595
1.0,2023-02-03,2023-02-01,2015,0328,1560,170901054,5,6,428,556,54743,63176,335
1.0,2023-02-03,2023-02-01,2015,0328,1560,170901070,158,161,428,556,54743,63176,8945
1.0,2023-02-03,2023-02-01,2015,0328,2760,979001184,132,132,232,299,54743,63176,30950
1.0,2023-02-03,2023-02-01,2015,0328,2760,979001253,31,34,232,299,54743,63176,145
1.0,2023-02-03,2023-02-01,2015,0328,2760,979001249,5,5,232,299,54743,63176,1285
1.0,2023-02-03,2023-02-01,2015,0328,2760,979001252,116,124,232,299,54743,63176,400
1.0,2023-02-03,2023-02-01,2015,0328,2760,979001250,4,4,232,299,54743,63176,
1.0,2023-02-03,2023-02-01,2015,0328,1250,029099003,1,1,1,1,54743,63176,17615
1.0,2023-02-03,2023-02-01,2015,0328,2585,979001196,5,5,5,6,54743,63176,
1.0,2023-02-03,2023-02-01,2015,0328,2585,979001253,1,1,5,6,54743,63176,145
1.0,2023-02-03,2023-02-01,2015,0328,3120,099699054,12,12,12,12,54743,63176,3875
1.0,2023-02-03,2023-02-01,2015,0328,2940,979001256,6,6,60,76,54743,63176,
1.0,2023-02-03,2023-02-01,2015,0328,2940,979001129,47,50,60,76,54743,63176,
1.0,2023-02-03,2023-02-01,2015,0328,2940,979001130,10,15,60,76,54743,63176,
1.0,2023-02-03,2023-02-01,2015,0328,2940,979001128,5,5,60,76,54743,63176,
1.0,2023-02-03,2023-02-01,2015,0328,2450,979001196,42,42,43,43,54743,63176,
1.0,2023-02-03,2023-02-01,2015,0328,2450,979001253,1,1,43,43,54743,63176,145
1.0,2023-02-03,2023-02-01,2015,0328,2570,979001191,5,5,73,77,54743,63176,35340
1.0,2023-02-03,2023-02-01,2015,0328,2570,979001192,64,64,73,77,54743,63176,23065
1.0,2023-02-03,2023-02-01,2015,0328,2570,979001253,4,4,73,77,54743,63176,145
1.0,2023-02-03,2023-02-01,2015,0328,2570,979001190,1,1,73,77,54743,63176,
1.0,2023-02-03,2023-02-01,2015,0328,2570,979001252,2,2,73,77,54743,63176,400
1.0,2023-02-03,2023-02-01,2015,0328,2570,979001188,1,1,73,77,54743,63176,29690
1.0,2023-02-03,2023-02-01,2015,0328,2810,979001178,55,55,159,196,54743,63176,
1.0,2023-02-03,2023-02-01,2015,0328,2810,979001252,100,106,159,196,54743,63176,400
1.0,2023-02-03,2023-02-01,2015,0328,2810,979001253,26,26,159,196,54743,63176,145
1.0,2023-02-03,2023-02-01,2015,0328,2810,979001249,6,6,159,196,54743,63176,1285
1.0,2023-02-03,2023-02-01,2015,0328,2810,979001250,3,3,159,196,54743,63176,
1.0,2023-02-03,2023-02-01,2015,0328,2400,979001200,1244,1256,1780,1891,54743,63176,11240
1.0,2023-02-03,2023-02-01,2015,0328,2400,979001252,22,22,1780,1891,54743,63176,400
1.0,2023-02-03,2023-02-01,2015,0328,2400,979001253,99,103,1780,1891,54743,63176,145
1.0,2023-02-03,2023-02-01,2015,0328,2400,979001199,501,501,1780,1891,54743,63176,13205
1.0,2023-02-03,2023-02-01,2015,0328,2400,979001249,6,6,1780,1891,54743,63176,1285
1.0,2023-02-03,2023-02-01,2015,0328,2400,979001250,1,1,1780,1891,54743,63176,
1.0,2023-02-03,2023-02-01,2015,0328,2400,979001251,1,1,1780,1891,54743,63176,
1.0,2023-02-03,2023-02-01,2015,0328,1550,109599003,3,3,6,7,54743,63176,
1.0,2023-02-03,2023-02-01,2015,0328,1550,109599004,3,3,6,7,54743,63176,
1.0,2023-02-03,2023-02-01,2015,0328,3220,099699047,1,1,18,23,54743,63176,350
1.0,2023-02-03,2023-02-01,2015,0328,3220,099699046,8,9,18,23,54743,63176,440
1.0,2023-02-03,2023-02-01,2015,0328,3220,099699078,2,2,18,23,54743,63176,120
1.0,2023-02-03,2023-02-01,2015,0328,3220,099699054,4,4,18,23,54743,63176,3875
1.0,2023-02-03,2023-02-01,2015,0328,3220,099699026,1,1,18,23,54743,63176,1950
1.0,2023-02-03,2023-02-01,2015,0328,3220,099699055,2,2,18,23,54743,63176,9450
1.0,2023-02-03,2023-02-01,2015,0328,3220,099699094,1,1,18,23,54743,63176,3455
1.0,2023-02-03,2023-02-01,2015,0328,3220,099699073,3,3,18,23,54743,63176,14445
1.0,2023-02-03,2023-02-01,2015,0328,2340,979001253,4,4,63,67,54743,63176,145
1.0,2023-02-03,2023-02-01,2015,0328,2340,979001193,49,49,63,67,54743,63176,19540
1.0,2023-02-03,2023-02-01,2015,0328,2340,979001191,3,3,63,67,54743,63176,35340
1.0,2023-02-03,2023-02-01,2015,0328,2340,979001190,1,1,63,67,54743,63176,
1.0,2023-02-03,2023-02-01,2015,0328,2340,979001192,9,9,63,67,54743,63176,23065
1.0,2023-02-03,2023-02-01,2015,0328,2340,979001249,1,1,63,67,54743,63176,1285
1.0,2023-02-03,2023-02-01,2015,0328,1270,029099031,2,2,42,43,54743,63176,205
1.0,2023-02-03,2023-02-01,2015,0328,1270,029099045,13,13,42,43,54743,63176,5745
1.0,2023-02-03,2023-02-01,2015,0328,1270,029099028,1,1,42,43,54743,63176,4950
1.0,2023-02-03,2023-02-01,2015,0328,1270,029099044,15,15,42,43,54743,63176,2650
1.0,2023-02-03,2023-02-01,2015,0328,1270,029099033,9,9,42,43,54743,63176,6520
1.0,2023-02-03,2023-02-01,2015,0328,1270,029099007,2,2,42,43,54743,63176,1545
1.0,2023-02-03,2023-02-01,2015,0328,1270,029099032,1,1,42,43,54743,63176,3170
1.0,2023-02-03,2023-02-01,2015,0328,2475,979001191,2,2,4,4,54743,63176,35340
1.0,2023-02-03,2023-02-01,2015,0328,2475,979001193,1,1,4,4,54743,63176,19540
1.0,2023-02-03,2023-02-01,2015,0328,2475,979001192,1,1,4,4,54743,63176,23065
1.0,2023-02-03,2023-02-01,2015,0328,2620,979001211,5,5,13,13,54743,63176,
1.0,2023-02-03,2023-02-01,2015,0328,2620,979001210,8,8,13,13,54743,63176,18510
1.0,2023-02-03,2023-02-01,2015,0328,2785,979001249,2,2,115,127,54743,63176,1285
1.0,2023-02-03,2023-02-01,2015,0328,2785,979001252,9,9,115,127,54743,63176,400
1.0,2023-02-03,2023-02-01,2015,0328,2785,979001191,53,53,115,127,54743,63176,35340
1.0,2023-02-03,2023-02-01,2015,0328,2785,979001192,30,33,115,127,54743,63176,23065
1.0,2023-02-03,2023-02-01,2015,0328,2785,979001193,1,1,115,127,54743,63176,19540
1.0,2023-02-03,2023-02-01,2015,0328,2785,979001190,24,24,115,127,54743,63176,
1.0,2023-02-03,2023-02-01,2015,0328,2785,979001253,5,5,115,127,54743,63176,145
1.0,2023-02-03,2023-02-01,2015,0328,2020,979001215,16,16,28,29,54743,63176,
1.0,2023-02-03,2023-02-01,2015,0328,2020,979001214,11,11,28,29,54743,63176,
1.0,2023-02-03,2023-02-01,2015,0328,2020,979001252,1,1,28,29,54743,63176,400
1.0,2023-02-03,2023-02-01,2015,0328,2020,979001253,1,1,28,29,54743,63176,145
1.0,2023-02-03,2023-02-01,2015,0328,1410,029999011,6,6,53,55,54743,63176,140
1.0,2023-02-03,2023-02-01,2015,0328,1410,029999005,49,49,53,55,54743,63176,4890
1.0,2023-02-03,2023-02-01,2015,0328,2675,979001249,1,1,252,278,54743,63176,1285
1.0,2023-02-03,2023-02-01,2015,0328,2675,979001253,17,19,252,278,54743,63176,145
1.0,2023-02-03,2023-02-01,2015,0328,2675,979001191,111,111,252,278,54743,63176,35340
1.0,2023-02-03,2023-02-01,2015,0328,2675,979001193,1,1,252,278,54743,63176,19540
1.0,2023-02-03,2023-02-01,2015,0328,2675,979001190,16,16,252,278,54743,63176,
1.0,2023-02-03,2023-02-01,2015,0328,2675,979001192,118,119,252,278,54743,63176,23065
1.0,2023-02-03,2023-02-01,2015,0328,2675,979001252,11,11,252,278,54743,63176,400
1.0,2023-02-03,2023-02-01,2015,0328,2030,979001211,1,1,1,1,54743,63176,
1.0,2023-02-03,2023-02-01,2015,0328,2555,979001253,1,1,12,13,54743,63176,145
1.0,2023-02-03,2023-02-01,2015,0328,2555,979001192,10,10,12,13,54743,63176,23065
1.0,2023-02-03,2023-02-01,2015,0328,2555,979001191,2,2,12,13,54743,63176,35340
1.0,2023-02-03,2023-02-01,2015,0328,1540,979001206,16,16,17,17,54743,63176,
1.0,2023-02-03,2023-02-01,2015,0328,1540,979001205,1,1,17,17,54743,63176,
1.0,2023-02-03,2023-02-01,2015,0328,1430,029099028,208,210,544,573,54743,63176,4950
1.0,2023-02-03,2023-02-01,2015,0328,1430,029099029,303,306,544,573,54743,63176,9660
1.0,2023-02-03,2023-02-01,2015,0328,1430,029099031,23,25,544,573,54743,63176,205
1.0,2023-02-03,2023-02-01,2015,0328,1430,029099045,10,10,544,573,54743,63176,5745
1.0,2023-02-03,2023-02-01,2015,0328,1430,029099015,3,3,544,573,54743,63176,
1.0,2023-02-03,2023-02-01,2015,0328,1430,029099007,4,4,544,573,54743,63176,1545
1.0,2023-02-03,2023-02-01,2015,0328,1430,029099016,11,11,544,573,54743,63176,
1.0,2023-02-03,2023-02-01,2015,0328,1430,029099006,3,3,544,573,54743,63176,3375
1.0,2023-02-03,2023-02-01,2015,0328,1430,029099017,1,1,544,573,54743,63176,500
1.0,2023-02-03,2023-02-01,2015,0328,1590,100501015,7,7,8,8,54743,63176,
1.0,2023-02-03,2023-02-01,2015,0328,1590,100501016,1,1,8,8,54743,63176,
1.0,2023-02-03,2023-02-01,2015,0328,1210,029099028,3,3,227,232,54743,63176,4950
1.0,2023-02-03,2023-02-01,2015,0328,1210,029099044,90,90,227,232,54743,63176,2650
1.0,2023-02-03,2023-02-01,2015,0328,1210,029099016,2,2,227,232,54743,63176,
1.0,2023-02-03,2023-02-01,2015,0328,1210,029099007,1,1,227,232,54743,63176,1545
1.0,2023-02-03,2023-02-01,2015,0328,1210,029099017,1,1,227,232,54743,63176,500
1.0,2023-02-03,2023-02-01,2015,0328,1210,029099029,4,4,227,232,54743,63176,9660
1.0,2023-02-03,2023-02-01,2015,0328,1210,029099013,19,19,227,232,54743,63176,4020
1.0,2023-02-03,2023-02-01,2015,0328,1210,029099045,103,103,227,232,54743,63176,5745
1.0,2023-02-03,2023-02-01,2015,0328,1210,029099033,3,4,227,232,54743,63176,6520
1.0,2023-02-03,2023-02-01,2015,0328,1210,029099031,5,5,227,232,54743,63176,205
1.0,2023-02-03,2023-02-01,2015,0328,2120,099899003,907,976,907,976,54743,63176,175
1.0,2023-02-03,2023-02-01,2015,0328,1420,029099017,1,1,109,121,54743,63176,500
1.0,2023-02-03,2023-02-01,2015,0328,1420,029099028,3,3,109,121,54743,63176,4950
1.0,2023-02-03,2023-02-01,2015,0328,1420,029099045,4,4,109,121,54743,63176,5745
1.0,2023-02-03,2023-02-01,2015,0328,1420,029099013,2,2,109,121,54743,63176,4020
1.0,2023-02-03,2023-02-01,2015,0328,1420,029099016,1,1,109,121,54743,63176,
1.0,2023-02-03,2023-02-01,2015,0328,1420,029099003,1,1,109,121,54743,63176,17615
1.0,2023-02-03,2023-02-01,2015,0328,1420,029099029,12,12,109,121,54743,63176,9660
1.0,2023-02-03,2023-02-01,2015,0328,1420,029099007,1,1,109,121,54743,63176,1545
1.0,2023-02-03,2023-02-01,2015,0328,1420,029099031,8,10,109,121,54743,63176,205
1.0,2023-02-03,2023-02-01,2015,0328,1420,029099032,34,34,109,121,54743,63176,3170
1.0,2023-02-03,2023-02-01,2015,0328,1420,029099033,49,49,109,121,54743,63176,6520
1.0,2023-02-03,2023-02-01,2015,0328,1420,029099044,3,3,109,121,54743,63176,2650
1.0,2023-02-03,2023-02-01,2015,0328,2230,979001246,3,3,47,47,54743,63176,5880
1.0,2023-02-03,2023-02-01,2015,0328,2230,979001249,1,1,47,47,54743,63176,1285
1.0,2023-02-03,2023-02-01,2015,0328,2230,979001242,4,4,47,47,54743,63176,24035
1.0,2023-02-03,2023-02-01,2015,0328,2230,979001253,22,22,47,47,54743,63176,145
1.0,2023-02-03,2023-02-01,2015,0328,2230,979001245,10,10,47,47,54743,63176,20030
1.0,2023-02-03,2023-02-01,2015,0328,2230,979001243,7,7,47,47,54743,63176,20080
1.0,2023-02-03,2023-02-01,2015,0328,1110,029099073,2052,2173,2053,2174,54743,63176,405
1.0,2023-02-03,2023-02-01,2015,0328,1110,979001253,1,1,2053,2174,54743,63176,145
1.0,2023-02-03,2023-02-01,2015,0328,2280,979001252,39,42,384,473,54743,63176,400
1.0,2023-02-03,2023-02-01,2015,0328,2280,979001250,4,7,384,473,54743,63176,
1.0,2023-02-03,2023-02-01,2015,0328,2280,979001253,73,82,384,473,54743,63176,145
1.0,2023-02-03,2023-02-01,2015,0328,2280,979001208,319,339,384,473,54743,63176,7845
1.0,2023-02-03,2023-02-01,2015,0328,2280,979001249,3,3,384,473,54743,63176,1285
1.0,2023-02-03,2023-02-01,2015,0328,2920,979001133,61,62,65,66,54743,63176,
1.0,2023-02-03,2023-02-01,2015,0328,2920,979001135,4,4,65,66,54743,63176,
1.0,2023-02-03,2023-02-01,2015,0328,2460,979001197,30,30,34,34,54743,63176,
1.0,2023-02-03,2023-02-01,2015,0328,2460,979001253,1,1,34,34,54743,63176,145
1.0,2023-02-03,2023-02-01,2015,0328,2460,979001252,3,3,34,34,54743,63176,400
1.0,2023-02-03,2023-02-01,2015,0328,2635,979001253,13,14,146,161,54743,63176,145
1.0,2023-02-03,2023-02-01,2015,0328,2635,979001250,1,1,146,161,54743,63176,
1.0,2023-02-03,2023-02-01,2015,0328,2635,979001249,1,1,146,161,54743,63176,1285
1.0,2023-02-03,2023-02-01,2015,0328,2635,979001195,142,142,146,161,54743,63176,19525
1.0,2023-02-03,2023-02-01,2015,0328,2635,979001252,3,3,146,161,54743,63176,400
1.0,2023-02-03,2023-02-01,2015,0328,2580,979001191,1,1,13,13,54743,63176,35340
1.0,2023-02-03,2023-02-01,2015,0328,2580,979001193,5,5,13,13,54743,63176,19540
1.0,2023-02-03,2023-02-01,2015,0328,2580,979001192,7,7,13,13,54743,63176,23065
1.0,2023-02-03,2023-02-01,2015,0328,1260,109599006,1,1,22,22,54743,63176,1995
1.0,2023-02-03,2023-02-01,2015,0328,1260,109599005,1,1,22,22,54743,63176,815
1.0,2023-02-03,2023-02-01,2015,0328,1260,109599002,10,10,22,22,54743,63176,940
1.0,2023-02-03,2023-02-01,2015,0328,1260,109599016,5,5,22,22,54743,63176,3025
1.0,2023-02-03,2023-02-01,2015,0328,1260,109599012,1,1,22,22,54743,63176,
1.0,2023-02-03,2023-02-01,2015,0328,1260,109599013,1,1,22,22,54743,63176,5805
1.0,2023-02-03,2023-02-01,2015,0328,1260,109599007,2,2,22,22,54743,63176,2735
1.0,2023-02-03,2023-02-01,2015,0328,1260,109599010,1,1,22,22,54743,63176,435
1.0,2023-02-03,2023-02-01,2015,0328,2110,979001256,1,1,16979,17455,54743,63176,
1.0,2023-02-03,2023-02-01,2015,0328,2110,979001189,2,2,16979,17455,54743,63176,19615
1.0,2023-02-03,2023-02-01,2015,0328,2110,979001222,1,1,16979,17455,54743,63176,4495
1.0,2023-02-03,2023-02-01,2015,0328,2110,990003016,1,1,16979,17455,54743,63176,
1.0,2023-02-03,2023-02-01,2015,0328,2110,099899003,16976,17449,16979,17455,54743,63176,175
1.0,2023-02-03,2023-02-01,2015,0328,2110,979001188,1,1,16979,17455,54743,63176,29690
1.0,2023-02-03,2023-02-01,2015,0328,2335,979001193,159,162,234,259,54743,63176,19540
1.0,2023-02-03,2023-02-01,2015,0328,2335,979001192,47,47,234,259,54743,63176,23065
1.0,2023-02-03,2023-02-01,2015,0328,2335,979001253,23,24,234,259,54743,63176,145
1.0,2023-02-03,2023-02-01,2015,0328,2335,979001191,3,3,234,259,54743,63176,35340
1.0,2023-02-03,2023-02-01,2015,0328,2335,979001188,4,4,234,259,54743,63176,29690
1.0,2023-02-03,2023-02-01,2015,0328,2335,979001252,14,15,234,259,54743,63176,400
1.0,2023-02-03,2023-02-01,2015,0328,2335,979001249,1,1,234,259,54743,63176,1285
1.0,2023-02-03,2023-02-01,2015,0328,2335,979001250,3,3,234,259,54743,63176,
1.0,2023-02-03,2023-02-01,2015,0328,1120,979001253,1,1,52,52,54743,63176,145
1.0,2023-02-03,2023-02-01,2015,0328,1120,029099073,51,51,52,52,54743,63176,405
1.0,2023-02-03,2023-02-01,2015,0328,2790,979001184,14,14,16,17,54743,63176,30950
1.0,2023-02-03,2023-02-01,2015,0328,2790,979001253,1,1,16,17,54743,63176,145
1.0,2023-02-03,2023-02-01,2015,0328,2790,979001252,2,2,16,17,54743,63176,400
1.0,2023-02-03,2023-02-01,2015,0328,1310,029099029,116,116,254,262,54743,63176,9660
1.0,2023-02-03,2023-02-01,2015,0328,1310,029099032,1,1,254,262,54743,63176,3170
1.0,2023-02-03,2023-02-01,2015,0328,1310,029099028,115,117,254,262,54743,63176,4950
1.0,2023-02-03,2023-02-01,2015,0328,1310,029099007,2,2,254,262,54743,63176,1545
1.0,2023-02-03,2023-02-01,2015,0328,1310,979001220,1,1,254,262,54743,63176,4585
1.0,2023-02-03,2023-02-01,2015,0328,1310,029099017,1,1,254,262,54743,63176,500
