OBJECTID,VERSIE,POSITIONELE_NAUWKEURIGHEID_MM,OBEGINTIJD,RELATIEVEHOOGTELIGGING,TIJDSTIP_REGISTRATIE,STATUS,OPPERVLAKTE,BGTBRONHOUDER,BGTBRONHOUDERCODE,BGTSTATUS,DOCUMENT,Shape__Area,Shape__Length
1254,01,283,2014/01/17 00:00:00+00,0,2015/10/20 09:02:30+00,,3.205,Dordrecht,G0505,bestaand,,3.2048035,9.04015759390846
1255,01,283,2013/12/19 00:00:00+00,0,2015/10/20 09:02:30+00,,7.602,Dordrecht,G0505,bestaand,,7.602127,11.8259406954966
1256,01,283,2013/12/19 00:00:00+00,0,2015/10/20 09:02:30+00,,6.654,Dordrecht,G0505,bestaand,,6.653549,10.7969895880841
1257,01,283,2013/12/16 00:00:00+00,0,2015/10/20 09:02:30+00,,6.344,Dordrecht,G0505,bestaand,,6.3441695,10.4747223238757
1258,01,283,2013/12/16 00:00:00+00,0,2015/10/20 09:02:30+00,,10.975,Dordrecht,G0505,bestaand,,10.9753635,73.3646723767407
1259,01,283,2013/10/25 00:00:00+00,0,2015/10/20 09:02:30+00,,11.113,Dordrecht,G0505,bestaand,,11.1125375,44.702072930046
1260,01,283,2020/04/20 00:00:00+00,0,2020/04/28 14:33:10+00,,12.042,Leeuwarden,G0080,bestaand,,12.07786198,23.0399011973349
1261,01,283,2013/12/19 00:00:00+00,0,2015/10/20 09:02:30+00,,15.09,Dordrecht,G0505,bestaand,,15.089933,19.7743251080683
1262,01,283,2013/12/16 00:00:00+00,0,2015/10/20 09:02:30+00,,6.331,Dordrecht,G0505,bestaand,,6.330716,10.440193428995
1263,01,283,2013/12/16 00:00:00+00,0,2015/10/20 09:02:30+00,,6.514,Dordrecht,G0505,bestaand,,6.5137155,10.7018686227107
1264,01,283,2013/12/16 00:00:00+00,0,2015/10/20 09:02:30+00,,12.011,Dordrecht,G0505,bestaand,,12.010647,80.0362253486379
1265,01,283,2013/10/25 00:00:00+00,0,2015/10/20 09:02:30+00,,8.518,Dordrecht,G0505,bestaand,,8.517718,34.3476453933679
1266,01,283,2014/01/31 00:00:00+00,0,2015/10/20 09:02:30+00,,27.738,Dordrecht,G0505,bestaand,,27.737932,93.9300295602464
1267,01,283,2020/04/20 00:00:00+00,0,2020/04/28 14:33:10+00,,13.37,Leeuwarden,G0080,bestaand,,13.39717676,22.4604381916538
1268,01,283,2014/01/23 00:00:00+00,0,2015/10/20 09:02:30+00,,22.441,Dordrecht,G0505,bestaand,,22.4405215,18.1850479649011
1269,01,283,2014/01/17 00:00:00+00,0,2015/10/20 09:02:30+00,,1.202,Dordrecht,G0505,bestaand,,1.2024105,6.34298637350932
1270,01,283,2013/12/19 00:00:00+00,0,2015/10/20 09:02:30+00,,15.195,Dordrecht,G0505,bestaand,,15.194943,19.8361930306294
1271,01,283,2019/07/31 00:00:00+00,0,2021/07/15 09:03:37+00,,4.898,Venlo,G0983,bestaand,,4.89721103,9.519910093869
1272,01,283,2019/07/30 00:00:00+00,0,2019/07/31 10:58:14+00,,31.507,Venlo,G0983,bestaand,,31.5065895,27.528579458649
1273,01,283,2019/01/22 00:00:00+00,0,2019/01/22 15:12:38+00,,6.158,Brummen,G0213,bestaand,,6.158383,14.3211073662913
1274,01,283,2019/07/31 00:00:00+00,0,2019/07/31 10:58:14+00,,3.816,Venlo,G0983,bestaand,,3.81527705,8.27899132160626
1275,01,283,2019/01/22 00:00:00+00,0,2019/01/22 15:12:38+00,,4.808,Brummen,G0213,bestaand,,4.8084585,11.6547198817525
1276,01,283,2020/03/09 00:00:00+00,0,2022/03/10 08:37:28+00,,13.315,Pijnacker-Nootdorp,G1926,bestaand,,13.314501,16.1848681229844
1277,01,283,2019/02/19 00:00:00+00,1,2019/02/21 10:23:08+00,,3.33,West Betuwe,G1960,bestaand,,3.330001,11.6305462671674
1278,01,283,2019/02/19 00:00:00+00,1,2019/02/19 10:00:58+00,,19.951,West Betuwe,G1960,bestaand,,19.9509115,63.9104875080372
1279,01,283,2019/02/19 00:00:00+00,1,2019/02/19 14:25:53+00,,3.386,West Betuwe,G1960,bestaand,,3.3863565,12.2970224401078
1280,01,283,2019/03/27 00:00:00+00,0,2019/03/27 12:17:45+00,,6.003,Brummen,G0213,bestaand,,6.002579,30.8094986598797
1281,01,283,2019/03/27 00:00:00+00,0,2019/03/27 12:17:45+00,,6.049,Brummen,G0213,bestaand,,6.0490565,31.0233005243345
1282,01,283,2020/03/12 00:00:00+00,0,2020/03/16 10:50:01+00,,18.558,Stichtse Vecht,G1904,bestaand,,18.5583705,60.5367394860096
1283,01,283,2020/03/12 00:00:00+00,0,2020/03/16 10:50:01+00,,12.797,Stichtse Vecht,G1904,bestaand,,12.797264,29.1261615480006
1284,01,283,2020/03/12 00:00:00+00,0,2020/03/16 10:50:01+00,,23.047,Stichtse Vecht,G1904,bestaand,,23.047213,23.9282283592414
1285,01,283,2013/12/18 00:00:00+00,0,2013/12/18 17:23:48+00,,153.404,Haarlemmermeer,G0394,bestaand,,153.4042985,53.0638152564958
1286,01,283,2015/07/01 00:00:00+00,0,2016/01/05 16:19:00+00,,107.597,Barendrecht,G0489,bestaand,,107.592685585,77.7274783550712
1287,01,283,2015/07/14 00:00:00+00,0,2016/01/05 16:19:00+00,,43.597,Barendrecht,G0489,bestaand,,43.5971005,89.3309924794771
1288,01,283,2015/06/08 00:00:00+00,0,2016/01/05 16:19:00+00,,50.845,Barendrecht,G0489,bestaand,,50.8452285,103.782943422626
1289,01,283,2015/06/08 00:00:00+00,0,2016/01/05 16:19:00+00,,20.008,Barendrecht,G0489,bestaand,,20.001474865,55.8616983885865
1290,01,283,2015/11/24 00:00:00+00,0,2016/01/05 16:19:00+00,,68.134,Barendrecht,G0489,bestaand,,68.1336835,70.8040211706483
1291,01,283,2015/06/08 00:00:00+00,0,2016/01/05 16:19:00+00,,26.813,Barendrecht,G0489,bestaand,,26.812556,20.240657971583
1292,01,283,2015/07/01 00:00:00+00,0,2016/01/05 16:19:00+00,,84.469,Barendrecht,G0489,bestaand,,84.46516575,61.8568576599579
1293,01,283,2015/06/08 00:00:00+00,0,2016/01/05 16:19:00+00,,44.17,Barendrecht,G0489,bestaand,,44.169578,119.333613770957
1294,01,283,2015/11/24 00:00:00+00,0,2016/01/05 16:19:00+00,,13.504,Barendrecht,G0489,bestaand,,13.5042353,40.7004393282185
1295,01,283,2020/07/29 00:00:00+00,0,2020/08/03 10:25:35+00,,14.531,Leiden,G0546,bestaand,,14.531425,19.7409731836147
1296,01,283,2020/07/28 00:00:00+00,0,2020/08/03 10:25:35+00,,78.835,Leiden,G0546,bestaand,,78.835472,54.2248420685191
1297,01,283,2020/07/28 00:00:00+00,0,2020/08/03 10:25:35+00,,3.074,Leiden,G0546,bestaand,,3.073948,7.0493046747863
1298,01,283,2018/03/26 00:00:00+00,0,2018/03/26 11:38:50+00,,3.993,Deurne,G0762,bestaand,,3.992646,19.457786743002
1299,01,283,2018/03/05 00:00:00+00,0,2018/03/05 09:49:27+00,,7.337,Deurne,G0762,bestaand,,7.33110599,14.3509515125388
1300,01,283,2018/03/05 00:00:00+00,0,2018/03/05 09:49:27+00,,7.5,Deurne,G0762,bestaand,,7.499746,14.3709321875103
1301,01,283,2018/03/05 00:00:00+00,0,2018/03/05 13:37:31+00,,9.295,Deurne,G0762,bestaand,,9.295276075,21.8835851379727
1302,01,283,2018/03/05 00:00:00+00,0,2018/03/05 09:49:27+00,,7.369,Deurne,G0762,bestaand,,7.36886,13.9785606760838
1303,01,283,2018/10/29 00:00:00+00,0,2018/11/22 10:15:21+00,,3.818,Zwijndrecht,G0642,bestaand,,3.81742709,7.961650465178
1304,01,283,2018/10/26 00:00:00+00,0,2018/11/22 10:15:21+00,,359.273,Zwijndrecht,G0642,bestaand,,359.270375825,304.395864559373
1305,01,283,2018/10/18 00:00:00+00,0,2018/11/22 10:15:21+00,,27.146,Zwijndrecht,G0642,bestaand,,27.146306,70.6968826845852
1306,01,283,2018/10/29 00:00:00+00,0,2018/11/22 10:15:21+00,,3.756,Zwijndrecht,G0642,bestaand,,3.75465377,7.1387249547429
1307,01,283,2021/09/07 00:00:00+00,0,2021/09/07 15:25:44+00,,16.597,Moerdijk,G1709,bestaand,,16.597323,35.0752525300876
1308,01,283,2014/07/15 00:00:00+00,0,2014/12/16 13:40:40+00,,11.815,Hendrik-Ido-Ambacht,G0531,bestaand,,11.81480965,14.3378344352982
1309,01,283,2014/07/15 00:00:00+00,0,2014/12/16 13:40:40+00,,72.275,Hendrik-Ido-Ambacht,G0531,bestaand,,72.27782368,82.1406213231428
1310,01,283,2014/07/15 00:00:00+00,0,2014/12/16 13:40:40+00,,4.144,Hendrik-Ido-Ambacht,G0531,bestaand,,4.1437319,7.98404613235071
1311,01,283,2014/07/15 00:00:00+00,0,2015/05/13 14:20:24+00,,3.883,Hendrik-Ido-Ambacht,G0531,bestaand,,3.88236227,7.54125798426304
1312,01,283,2014/07/15 00:00:00+00,0,2014/12/30 12:06:35+00,,10.791,Hendrik-Ido-Ambacht,G0531,bestaand,,10.791157,16.5757760576727
1313,01,283,2014/10/13 00:00:00+00,0,2015/03/02 12:23:01+00,,7.623,Hendrik-Ido-Ambacht,G0531,bestaand,,7.6234575,26.234160947508
1314,01,283,2014/07/15 00:00:00+00,0,2014/12/16 13:40:40+00,,11.913,Hendrik-Ido-Ambacht,G0531,bestaand,,11.9122572,14.3838836561624
1315,01,283,2014/07/15 00:00:00+00,0,2014/12/16 13:40:40+00,,6.358,Hendrik-Ido-Ambacht,G0531,bestaand,,6.358207145,12.5727914427505
1316,01,283,2014/07/15 00:00:00+00,0,2021/08/19 10:39:56+00,,4.362,Hendrik-Ido-Ambacht,G0531,bestaand,,4.3613504,8.01213109248234
1317,01,283,2021/09/07 00:00:00+00,0,2021/09/07 15:25:44+00,,10.088,Moerdijk,G1709,bestaand,,10.087821,26.8968695819794
1318,01,283,2021/09/20 00:00:00+00,0,2021/09/24 14:28:38+00,,7.517,Amersfoort,G0307,bestaand,,7.516567,20.4861177988414
1319,01,283,2015/02/26 00:00:00+00,0,2015/02/26 11:08:14+00,,13.275,Hendrik-Ido-Ambacht,G0531,bestaand,,13.2748995,34.6518636230511
1320,01,283,2021/09/20 00:00:00+00,0,2021/09/24 14:28:38+00,,2.214,Amersfoort,G0307,bestaand,,2.2138005,7.10784590513276
1321,01,283,2021/09/20 00:00:00+00,0,2021/09/24 14:28:38+00,,44.968,Amersfoort,G0307,bestaand,,44.967795,91.9400342494887
1322,01,283,2021/09/20 00:00:00+00,0,2021/09/24 14:28:38+00,,13.398,Amersfoort,G0307,bestaand,,13.3984095,40.1702926920781
1323,01,283,2018/07/11 00:00:00+00,0,2018/07/19 14:24:49+00,,117.172,Amersfoort,G0307,bestaand,,117.172039,146.108862818224
1324,01,283,2019/07/31 00:00:00+00,0,2019/07/31 10:58:14+00,,3.139,Venlo,G0983,bestaand,,3.13890994,8.20009072099268
1325,01,283,2013/12/13 00:00:00+00,0,2015/11/05 14:50:46+00,,81.897,Dordrecht,G0505,bestaand,,81.88868737,191.676311416735
1326,01,283,2015/11/12 00:00:00+00,0,2017/05/10 08:15:23+00,,29.443,Ommen,G0175,bestaand,,29.4428445,56.7842393588088
1327,01,283,2015/11/12 00:00:00+00,0,2017/05/10 08:15:23+00,,12.907,Ommen,G0175,bestaand,,12.9066355,52.2987355170253
1328,01,283,2018/10/10 00:00:00+00,0,2018/11/22 10:15:21+00,,90.544,Zwijndrecht,G0642,bestaand,,90.562292195,93.4062588430652
1329,01,283,2018/10/10 00:00:00+00,0,2018/11/22 10:15:21+00,,182.946,Zwijndrecht,G0642,bestaand,,182.945914,274.204513659132
1330,01,283,2018/10/29 00:00:00+00,0,2018/11/22 10:15:21+00,,3.65,Zwijndrecht,G0642,bestaand,,3.650179925,7.90322292834292
1331,01,283,2019/02/15 00:00:00+00,0,2019/02/15 12:12:20+00,,44.815,Lingewaard,G1705,bestaand,,44.814998,27.0311414062137
1332,01,283,2019/02/12 00:00:00+00,0,2019/02/15 12:12:20+00,,25.986,Lingewaard,G1705,bestaand,,25.986023395,61.6194459511887
1333,01,283,2019/02/15 00:00:00+00,0,2019/02/15 12:12:20+00,,4.505,Lingewaard,G1705,bestaand,,4.504821,11.4201167920567
1334,01,283,2019/02/13 00:00:00+00,0,2019/02/15 12:12:20+00,,56.969,Lingewaard,G1705,bestaand,,56.9687265,31.1129123674854
1335,01,283,2019/02/12 00:00:00+00,0,2019/02/15 12:12:20+00,,11.845,Lingewaard,G1705,bestaand,,11.844716,15.3869761829803
1336,01,283,2019/02/15 00:00:00+00,0,2019/02/15 12:12:20+00,,4.496,Lingewaard,G1705,bestaand,,4.4961645,11.3853000351663
1337,01,283,2019/02/12 00:00:00+00,0,2019/02/15 12:12:20+00,,5.818,Lingewaard,G1705,bestaand,,5.818366,18.4960277301727
1338,01,283,2019/02/15 00:00:00+00,0,2019/02/15 12:12:20+00,,38.918,Lingewaard,G1705,bestaand,,38.87162113,25.1061271639437
1339,01,283,2019/02/12 00:00:00+00,0,2019/02/15 12:12:20+00,,9.667,Lingewaard,G1705,bestaand,,9.667,15.2540235539981
1340,01,283,2019/02/12 00:00:00+00,0,2021/12/23 09:06:02+00,,111.564,Lingewaard,G1705,bestaand,,111.563843,299.892079561441
1341,01,283,2015/12/08 00:00:00+00,0,2016/07/04 15:18:26+00,,36.391,Veenendaal,G0345,bestaand,,36.381611365,24.920160492524
1342,01,283,2015/12/08 00:00:00+00,0,2016/04/11 16:55:15+00,,20.131,Veenendaal,G0345,bestaand,,20.1312905,51.7595755749066
1343,01,283,2020/09/02 00:00:00+00,0,2020/09/02 13:38:09+00,,4.264,Brummen,G0213,bestaand,,4.263845,11.5414608383924
1344,01,283,2015/12/08 00:00:00+00,0,2015/12/08 16:25:55+00,,28.882,Veenendaal,G0345,bestaand,,28.8824985,34.8603661047738
1345,01,283,2020/09/20 00:00:00+00,0,2020/09/23 14:19:32+00,,7.232,Vught,G0865,bestaand,,7.232077,16.228677245279
1346,01,283,2020/09/20 00:00:00+00,0,2020/09/23 14:19:32+00,,12.213,Vught,G0865,bestaand,,12.2132295,25.7582245882042
1347,01,283,2020/09/20 00:00:00+00,0,2020/09/23 14:19:32+00,,53.909,Vught,G0865,bestaand,,53.909339,76.1776440655637
1348,01,283,2020/09/20 00:00:00+00,0,2020/09/23 14:19:32+00,,24.026,Vught,G0865,bestaand,,24.0261515,49.8999211131847
1349,01,283,2015/12/08 00:00:00+00,0,2016/07/04 15:18:26+00,,7.867,Veenendaal,G0345,bestaand,,7.866535,11.3797775401145
1350,01,283,2015/06/08 00:00:00+00,0,2015/11/18 15:30:03+00,,274.595,Barendrecht,G0489,bestaand,,274.604182435,260.095322146558
1351,01,283,2015/06/08 00:00:00+00,0,2015/11/18 15:30:03+00,,30.469,Barendrecht,G0489,bestaand,,30.46533045,26.8234442776295
1352,01,283,2015/06/08 00:00:00+00,0,2015/11/18 15:30:03+00,,25.76,Barendrecht,G0489,bestaand,,25.7604565,51.1213414365791
1353,01,283,2015/06/08 00:00:00+00,0,2015/11/18 15:30:03+00,,9.497,Barendrecht,G0489,bestaand,,9.496548,22.4820984670303
1354,01,283,2015/06/08 00:00:00+00,0,2015/11/18 15:30:03+00,,8.522,Barendrecht,G0489,bestaand,,8.521754,35.1128746741777
1355,01,283,2015/06/08 00:00:00+00,0,2015/11/18 15:30:03+00,,9.888,Barendrecht,G0489,bestaand,,9.87361335,13.4679685081584
1356,01,283,2015/06/08 00:00:00+00,0,2015/11/18 15:30:03+00,,133.219,Barendrecht,G0489,bestaand,,133.34878975,295.363013799379
1357,01,283,2015/06/08 00:00:00+00,0,2015/11/18 15:30:03+00,,19.552,Barendrecht,G0489,bestaand,,19.55229,32.9405816482372
1358,01,283,2018/10/16 00:00:00+00,0,2018/11/09 15:51:54+00,,7.337,Barendrecht,G0489,bestaand,,7.32997102,20.3637556995332
1359,01,283,2015/06/08 00:00:00+00,0,2015/11/18 15:30:03+00,,10.622,Barendrecht,G0489,bestaand,,10.6218355,35.7534760342993
1360,01,283,2015/06/08 00:00:00+00,0,2015/11/18 15:30:03+00,,228.794,Barendrecht,G0489,bestaand,,227.474304975,296.010084384264
1361,01,283,2015/06/08 00:00:00+00,0,2015/11/18 15:30:03+00,,29.365,Barendrecht,G0489,bestaand,,29.365447,43.5698287937912
1362,01,283,2018/10/16 00:00:00+00,0,2018/11/09 15:51:54+00,,22.122,Barendrecht,G0489,bestaand,,22.1302629,53.334442575034
1363,01,283,2018/10/16 00:00:00+00,0,2018/11/09 15:51:54+00,,158.399,Barendrecht,G0489,bestaand,,158.48384837,269.108599828074
1364,01,283,2018/08/15 00:00:00+00,0,2018/09/13 11:48:04+00,,104.49,Vlissingen,G0718,bestaand,,104.4903055,290.167558458687
1365,01,283,2018/08/29 00:00:00+00,0,2018/09/13 11:48:04+00,,22.005,Vlissingen,G0718,bestaand,,22.0046605,32.0592049887071
1366,01,283,2017/07/17 00:00:00+00,0,2017/07/18 11:08:35+00,,15.088,Apeldoorn,G0200,bestaand,,15.0881325,30.8539135104255
1367,01,283,2018/08/31 00:00:00+00,0,2018/09/13 11:48:04+00,,9.323,Vlissingen,G0718,bestaand,,9.3226015,42.1715693515891
1368,01,283,2018/08/29 00:00:00+00,0,2018/09/13 11:48:04+00,,20.844,Vlissingen,G0718,bestaand,,20.8439195,64.5214210904818
1369,01,283,2017/07/17 00:00:00+00,0,2017/07/17 15:29:15+00,,21.15,Alphen aan den Rijn,G0484,bestaand,,21.1498745,80.5201576058313
1370,01,283,2018/07/25 00:00:00+00,0,2018/09/13 16:14:24+00,,30.695,Teylingen,G1525,bestaand,,30.6952285,32.9777171665983
1371,01,283,2017/07/17 00:00:00+00,0,2017/07/18 11:08:35+00,,9.056,Apeldoorn,G0200,bestaand,,9.0560935,20.1137461882732
1372,01,283,2018/07/25 00:00:00+00,0,2018/09/13 16:14:24+00,,20.516,Teylingen,G1525,bestaand,,20.509852465,21.465292391485
1373,01,283,2018/07/24 00:00:00+00,0,2018/09/13 16:14:24+00,,7.166,Teylingen,G1525,bestaand,,7.165564,18.4686830441231
1374,01,283,2018/07/25 00:00:00+00,0,2018/09/13 16:14:24+00,,11.025,Teylingen,G1525,bestaand,,11.025387,23.2733166528779
1375,01,283,2018/07/25 00:00:00+00,0,2018/09/13 16:14:24+00,,4.424,Teylingen,G1525,bestaand,,4.423875,19.2226926649423
1376,01,283,2018/07/25 00:00:00+00,0,2018/09/13 16:14:24+00,,15.732,Teylingen,G1525,bestaand,,15.731935,32.767087960068
1377,01,283,2018/07/24 00:00:00+00,0,2018/09/13 16:14:24+00,,9.841,Teylingen,G1525,bestaand,,9.841018,19.0382111407036
1378,01,283,2018/10/08 00:00:00+00,0,2018/11/21 07:18:22+00,,76.688,Venlo,G0983,bestaand,,76.6880055,155.370872945169
1379,01,283,2017/07/17 00:00:00+00,0,2017/07/18 11:08:35+00,,17.612,Apeldoorn,G0200,bestaand,,17.611667,37.2833355566843
1380,01,283,2017/07/17 00:00:00+00,0,2017/07/18 11:08:35+00,,15.488,Apeldoorn,G0200,bestaand,,15.4876695,32.9785658421773
1381,01,283,2014/10/10 00:00:00+00,0,2015/03/02 12:02:54+00,,25.441,Hendrik-Ido-Ambacht,G0531,bestaand,,25.441444,43.8439037656598
1382,01,283,2014/04/09 00:00:00+00,0,2015/11/05 14:50:46+00,,35.218,Dordrecht,G0505,bestaand,,35.217583,102.0036518392
1383,01,283,2014/04/08 00:00:00+00,0,2015/11/05 14:50:46+00,,21.449,Dordrecht,G0505,bestaand,,21.449324,18.5148837766495
1384,01,283,2014/04/08 00:00:00+00,0,2015/11/05 14:50:46+00,,30.718,Dordrecht,G0505,bestaand,,30.7176275,22.174200611494
1385,01,283,2020/06/10 00:00:00+00,0,2020/06/12 13:37:38+00,,17.695,Groningen,G0014,bestaand,,17.6953925,64.1861359093936
1386,01,283,2020/06/10 00:00:00+00,0,2020/06/12 13:37:38+00,,14.916,Groningen,G0014,bestaand,,14.91612,53.0183207072794
1387,01,283,2015/02/27 00:00:00+00,0,2015/03/02 12:23:01+00,,6.276,Hendrik-Ido-Ambacht,G0531,bestaand,,6.2756845,31.1819162549194
1388,01,283,2014/10/15 00:00:00+00,0,2015/02/26 11:08:14+00,,8.805,Hendrik-Ido-Ambacht,G0531,bestaand,,8.805134,16.4608621649781
1389,01,283,2018/07/31 00:00:00+00,0,2018/07/31 13:43:56+00,,2.757,Rijnwaarden,G0299,bestaand,,2.7573735,6.89578628083009
1390,01,283,2020/06/10 00:00:00+00,0,2020/06/12 13:37:38+00,,17.206,Groningen,G0014,bestaand,,17.2062345,61.037311754476
1391,01,283,2014/09/04 00:00:00+00,0,2016/11/11 08:16:42+00,,13.813,Hendrik-Ido-Ambacht,G0531,bestaand,,13.812895,26.0551755038734
1392,01,283,2018/07/31 00:00:00+00,0,2018/07/31 13:43:57+00,,2.572,Rijnwaarden,G0299,bestaand,,2.571864,6.89642608473696
1393,01,283,2020/06/10 00:00:00+00,0,2020/06/12 13:37:38+00,,18.987,Groningen,G0014,bestaand,,18.9874645,69.1333905631881
1394,01,283,2014/09/25 00:00:00+00,0,2015/02/27 15:32:29+00,,13.434,Hendrik-Ido-Ambacht,G0531,bestaand,,13.4339465,39.1284304251407
1395,01,283,2018/07/30 00:00:00+00,0,2018/07/30 14:51:41+00,,49.939,Rijnwaarden,G0299,bestaand,,49.93939,41.298572370409
1396,01,283,2018/07/31 00:00:00+00,0,2018/07/31 12:12:03+00,,54.813,Rijnwaarden,G0299,bestaand,,54.8130855,42.5478417676904
1397,01,283,2020/06/10 00:00:00+00,0,2020/06/12 13:37:38+00,,16.939,Groningen,G0014,bestaand,,16.9393825,65.0287034864182
1398,01,283,2020/06/10 00:00:00+00,0,2020/06/12 13:37:38+00,,29.338,Groningen,G0014,bestaand,,29.3383595,93.8991224327666
1399,01,283,2020/06/10 00:00:00+00,0,2020/06/12 13:37:38+00,,35.644,Groningen,G0014,bestaand,,35.644101,91.9395086981987
1400,01,283,2014/04/08 00:00:00+00,0,2015/11/05 14:50:46+00,,21.484,Dordrecht,G0505,bestaand,,21.4841105,18.5177618269513
1401,01,283,2013/07/24 00:00:00+00,0,2015/11/05 14:50:46+00,,6.21,Dordrecht,G0505,bestaand,,6.2096095,11.444064201278
1402,01,283,2014/04/09 00:00:00+00,0,2015/11/05 14:50:46+00,,35.61,Dordrecht,G0505,bestaand,,35.6098485,78.3593863550178
1403,01,283,2014/04/09 00:00:00+00,0,2015/11/05 14:50:46+00,,117.812,Dordrecht,G0505,bestaand,,117.8119615,67.8354607545558
1404,01,283,2014/04/08 00:00:00+00,0,2015/11/05 14:50:46+00,,22.731,Dordrecht,G0505,bestaand,,22.7314125,20.0438481030024
1405,01,283,2014/04/08 00:00:00+00,0,2015/11/05 14:50:46+00,,23.796,Dordrecht,G0505,bestaand,,23.796464,19.2990908414323
1406,01,283,2014/04/07 00:00:00+00,0,2015/11/05 14:50:46+00,,17.103,Dordrecht,G0505,bestaand,,17.102546,18.2855204611745
1407,01,283,2014/10/13 00:00:00+00,0,2015/03/02 12:23:01+00,,7.607,Hendrik-Ido-Ambacht,G0531,bestaand,,7.606526,25.5010929207284
1408,01,283,2022/08/31 00:00:00+00,0,2022/08/31 04:34:14+00,,307.059,Emmen,G0114,bestaand,,307.0587215,271.044424121686
1409,01,283,2015/02/27 00:00:00+00,0,2015/03/02 09:26:35+00,,62.83,Hendrik-Ido-Ambacht,G0531,bestaand,,62.8297955,173.270888688792
1410,01,283,2014/10/06 00:00:00+00,0,2015/03/02 09:26:35+00,,6.071,Hendrik-Ido-Ambacht,G0531,bestaand,,6.0714005,25.6844059489463
1411,01,283,2015/02/27 00:00:00+00,0,2015/02/27 13:11:48+00,,21.908,Hendrik-Ido-Ambacht,G0531,bestaand,,21.9081555,65.7260457844329
1412,01,283,2015/02/27 00:00:00+00,0,2015/02/27 15:32:29+00,,115.356,Hendrik-Ido-Ambacht,G0531,bestaand,,115.35351181,217.506526451826
1413,01,283,2014/09/23 00:00:00+00,0,2015/03/02 09:26:35+00,,23.837,Hendrik-Ido-Ambacht,G0531,bestaand,,23.83629497,46.1926656191049
1414,01,283,2015/03/02 00:00:00+00,0,2015/03/02 16:05:02+00,,18.72,Hendrik-Ido-Ambacht,G0531,bestaand,,18.7204415,43.3636691854446
1415,01,283,2015/02/27 00:00:00+00,0,2015/03/02 12:23:01+00,,8.354,Hendrik-Ido-Ambacht,G0531,bestaand,,8.3541265,35.4013487257401
1416,01,283,2019/10/21 00:00:00+00,0,2019/10/28 08:18:46+00,,18.967,Zaanstad,G0479,bestaand,,18.966578,22.2169778291312
1417,01,283,2019/10/21 00:00:00+00,0,2019/10/28 08:18:46+00,,15.545,Zaanstad,G0479,bestaand,,15.545476,16.8126726221038
1418,01,283,2019/10/21 00:00:00+00,0,2019/10/28 08:18:46+00,,15.494,Zaanstad,G0479,bestaand,,15.494394,18.0941262726914
1419,01,283,2019/10/21 00:00:00+00,0,2019/10/28 08:18:46+00,,92.331,Zaanstad,G0479,bestaand,,92.330810505,132.546380872942
1420,01,283,2019/10/17 00:00:00+00,0,2019/10/28 08:18:46+00,,103.442,Zaanstad,G0479,bestaand,,103.4419975,239.10496964676
1421,01,283,2014/10/10 00:00:00+00,0,2015/03/02 12:02:54+00,,4.857,Hendrik-Ido-Ambacht,G0531,bestaand,,4.8565765,11.37393158204
1422,01,283,2014/07/15 00:00:00+00,0,2017/11/23 13:29:38+00,,13.306,Hendrik-Ido-Ambacht,G0531,bestaand,,13.305478745,14.4999998430401
1423,01,283,2014/07/15 00:00:00+00,0,2014/12/16 13:40:40+00,,89.803,Hendrik-Ido-Ambacht,G0531,bestaand,,89.8016634,52.9516816917816
1424,01,283,2014/07/15 00:00:00+00,0,2014/12/16 13:40:40+00,,3.93,Hendrik-Ido-Ambacht,G0531,bestaand,,3.929890115,7.59726888517348
1425,01,283,2021/08/24 00:00:00+00,0,2021/08/24 14:49:03+00,,14.882,Zaanstad,G0479,bestaand,,14.8817945,37.2947049288841
1426,01,283,2014/07/15 00:00:00+00,0,2014/12/30 12:06:35+00,,4.194,Hendrik-Ido-Ambacht,G0531,bestaand,,4.193793605,7.87397070807455
1427,01,283,2014/07/15 00:00:00+00,0,2014/12/30 12:06:35+00,,10.512,Hendrik-Ido-Ambacht,G0531,bestaand,,10.5119955,16.449129628892
1428,01,283,2014/09/29 00:00:00+00,0,2015/03/02 12:02:54+00,,4.277,Hendrik-Ido-Ambacht,G0531,bestaand,,4.2769655,10.8798775041024
1429,01,283,2014/07/15 00:00:00+00,0,2014/12/16 13:40:40+00,,11.737,Hendrik-Ido-Ambacht,G0531,bestaand,,11.73676745,14.3023848878173
1430,01,283,2014/07/15 00:00:00+00,0,2015/03/26 12:08:40+00,,22.461,Hendrik-Ido-Ambacht,G0531,bestaand,,22.4607055,21.3380284744527
1431,01,283,2015/02/27 00:00:00+00,0,2015/03/02 12:23:01+00,,8.114,Hendrik-Ido-Ambacht,G0531,bestaand,,8.111437435,36.2127222629223
1432,01,283,2014/07/15 00:00:00+00,0,2014/12/16 13:40:40+00,,3.833,Hendrik-Ido-Ambacht,G0531,bestaand,,3.832647895,7.51718648713553
1433,01,283,2020/03/31 00:00:00+00,0,2022/03/10 08:41:49+00,,35.994,Pijnacker-Nootdorp,G1926,bestaand,,35.994127,42.3749948543008
1434,01,283,2020/03/31 00:00:00+00,0,2022/03/10 08:41:48+00,,16.845,Pijnacker-Nootdorp,G1926,bestaand,,16.8446675,39.7469188437529
1435,01,283,2016/01/07 00:00:00+00,0,2016/01/15 13:45:35+00,,5.625,Dronten,G0303,bestaand,,5.624585,9.49228199638622
