FID,utm_x,utm_y,naam,status,opmerking,gebiednr,turbine_nr,eigenaar,gdb_geomattr_data,shape
turbines_en_ohvs.310,496392.53,5724332.49,Borssele III,In gebruik,Turbine,3,B314,MHI Vestas Offshore wind A/S,,POINT (496392.53000000026 5724332.49)
turbines_en_ohvs.311,497897.27,5726292.62,Borssele III,In gebruik,Turbine,3,B315,MHI Vestas Offshore wind A/S,,POINT (497897.26999999955 5726292.619999999)
turbines_en_ohvs.312,499027.34,5727767.36,Borssele III,In gebruik,Turbine,3,B316,MHI Vestas Offshore wind A/S,,POINT (499027.33999999985 5727767.359999999)
turbines_en_ohvs.313,500547.37,5727047.31,Borssele III,In gebruik,Turbine,3,B317,MHI Vestas Offshore wind A/S,,POINT (500547.3700000001 5727047.3100000005)
turbines_en_ohvs.314,502302.84,5727827.54,Borssele III,In gebruik,Turbine,3,B318,MHI Vestas Offshore wind A/S,,POINT (502302.83999999985 5727827.539999999)
turbines_en_ohvs.315,501997.24,5726462.51,Borssele III,In gebruik,Turbine,3,B319,MHI Vestas Offshore wind A/S,,POINT (501997.2400000002 5726462.51)
turbines_en_ohvs.316,501687.14,5725042.04,Borssele III,In gebruik,Turbine,3,B320,MHI Vestas Offshore wind A/S,,POINT (501687.13999999966 5725042.039999999)
turbines_en_ohvs.317,501472.65,5723497.54,Borssele III,In gebruik,Turbine,3,B321,MHI Vestas Offshore wind A/S,,POINT (501472.6500000004 5723497.539999999)
turbines_en_ohvs.318,501192.16,5722092.54,Borssele III,In gebruik,Turbine,3,B322,MHI Vestas Offshore wind A/S,,POINT (501192.16000000015 5722092.539999999)
turbines_en_ohvs.319,500987.53,5720802.56,Borssele III,In gebruik,Turbine,3,B323,MHI Vestas Offshore wind A/S,,POINT (500987.53000000026 5720802.5600000005)
turbines_en_ohvs.320,500657.46,5719382.4,Borssele III,In gebruik,Turbine,3,B324,MHI Vestas Offshore wind A/S,,POINT (500657.45999999996 5719382.4)
turbines_en_ohvs.321,500537.39,5718097.53,Borssele III,In gebruik,Turbine,3,B325,MHI Vestas Offshore wind A/S,,POINT (500537.38999999966 5718097.529999999)
turbines_en_ohvs.322,500492.32,5716822.68,Borssele III,In gebruik,Turbine,3,B326,MHI Vestas Offshore wind A/S,,POINT (500492.3200000003 5716822.68)
turbines_en_ohvs.323,499122.36,5718232.37,Borssele III,In gebruik,Turbine,3,B327,MHI Vestas Offshore wind A/S,,POINT (499122.36000000034 5718232.369999999)
turbines_en_ohvs.324,497672.54,5719597.49,Borssele III,In gebruik,Turbine,3,B328,MHI Vestas Offshore wind A/S,,POINT (497672.54000000004 5719597.49)
turbines_en_ohvs.325,496367.46,5720947.45,Borssele III,In gebruik,Turbine,3,B329,MHI Vestas Offshore wind A/S,,POINT (496367.45999999996 5720947.449999999)
turbines_en_ohvs.326,496832.27,5722697.47,Borssele III,In gebruik,Turbine,3,B330,MHI Vestas Offshore wind A/S,,POINT (496832.26999999955 5722697.470000001)
turbines_en_ohvs.327,498427.44,5724317.5,Borssele III,In gebruik,Turbine,3,B331,MHI Vestas Offshore wind A/S,,POINT (498427.4400000004 5724317.5)
turbines_en_ohvs.328,499652.46,5725747.64,Borssele III,In gebruik,Turbine,3,B332,MHI Vestas Offshore wind A/S,,POINT (499652.45999999996 5725747.640000001)
turbines_en_ohvs.329,500216.83,5724179.24,Borssele III,In gebruik,Turbine,3,B333,MHI Vestas Offshore wind A/S,,POINT (500216.8300000001 5724179.24)
turbines_en_ohvs.330,499452.6,5722627.46,Borssele III,In gebruik,Turbine,3,B334,MHI Vestas Offshore wind A/S,,POINT (499452.5999999996 5722627.460000001)
turbines_en_ohvs.331,497732.37,5729862.63,Borssele III,In gebruik,Turbine,3,B335,MHI Vestas Offshore wind A/S,,POINT (497732.3700000001 5729862.630000001)
turbines_en_ohvs.332,497812.34,5721582.61,Borssele III,In gebruik,Turbine,3,B336,MHI Vestas Offshore wind A/S,,POINT (497812.33999999985 5721582.609999999)
turbines_en_ohvs.333,499177.56,5720277.69,Borssele III,In gebruik,Turbine,3,B337,MHI Vestas Offshore wind A/S,,POINT (499177.5599999996 5720277.6899999995)
turbines_en_ohvs.334,492300.09,5734916.86,Borssele IV,In gebruik,Turbine,4,B401,MHI Vestas Offshore wind A/S,,POINT (492300.08999999985 5734916.859999999)
turbines_en_ohvs.335,493427.19,5735207.84,Borssele IV,In gebruik,Turbine,4,B402,MHI Vestas Offshore wind A/S,,POINT (493427.1900000004 5735207.84)
turbines_en_ohvs.336,494782.16,5735692.56,Borssele IV,In gebruik,Turbine,4,B403,MHI Vestas Offshore wind A/S,,POINT (494782.16000000015 5735692.5600000005)
turbines_en_ohvs.337,496087.04,5736147.43,Borssele IV,In gebruik,Turbine,4,B404,MHI Vestas Offshore wind A/S,,POINT (496087.04000000004 5736147.43)
turbines_en_ohvs.338,497262.12,5736457.5,Borssele IV,In gebruik,Turbine,4,B405,MHI Vestas Offshore wind A/S,,POINT (497262.1200000001 5736457.5)
turbines_en_ohvs.339,498652.5,5736892.76,Borssele IV,In gebruik,Turbine,4,B406,MHI Vestas Offshore wind A/S,,POINT (498652.5 5736892.76)
turbines_en_ohvs.340,499797.23,5737287.62,Borssele IV,In gebruik,Turbine,4,B407,MHI Vestas Offshore wind A/S,,POINT (499797.23000000045 5737287.619999999)
turbines_en_ohvs.341,498437.27,5735697.19,Borssele IV,In gebruik,Turbine,4,B408,MHI Vestas Offshore wind A/S,,POINT (498437.26999999955 5735697.1899999995)
turbines_en_ohvs.342,497517.45,5734537.43,Borssele IV,In gebruik,Turbine,4,B409,MHI Vestas Offshore wind A/S,,POINT (497517.4500000002 5734537.43)
turbines_en_ohvs.343,496502.6,5733207.37,Borssele IV,In gebruik,Turbine,4,B410,MHI Vestas Offshore wind A/S,,POINT (496502.5999999996 5733207.369999999)
turbines_en_ohvs.344,493742.54,5734362.4,Borssele IV,In gebruik,Turbine,4,B411,MHI Vestas Offshore wind A/S,,POINT (493742.54000000004 5734362.4)
turbines_en_ohvs.345,495332.37,5734422.56,Borssele IV,In gebruik,Turbine,4,B412,MHI Vestas Offshore wind A/S,,POINT (495332.3700000001 5734422.5600000005)
turbines_en_ohvs.346,484442.59,5732452.62,Borssele IV,In gebruik,Turbine,4,B413,MHI Vestas Offshore wind A/S,,POINT (484442.58999999985 5732452.619999999)
turbines_en_ohvs.347,485757.39,5732782.36,Borssele IV,In gebruik,Turbine,4,B414,MHI Vestas Offshore wind A/S,,POINT (485757.38999999966 5732782.359999999)
turbines_en_ohvs.348,487162.35,5733227.38,Borssele IV,In gebruik,Turbine,4,B415,MHI Vestas Offshore wind A/S,,POINT (487162.3499999996 5733227.380000001)
turbines_en_ohvs.349,488437.38,5733687.47,Borssele IV,In gebruik,Turbine,4,B416,MHI Vestas Offshore wind A/S,,POINT (488437.3799999999 5733687.470000001)
turbines_en_ohvs.350,489867.36,5734102.66,Borssele IV,In gebruik,Turbine,4,B417,MHI Vestas Offshore wind A/S,,POINT (489867.36000000034 5734102.66)
turbines_en_ohvs.351,490842.38,5733537.45,Borssele IV,In gebruik,Turbine,4,B418,MHI Vestas Offshore wind A/S,,POINT (490842.3799999999 5733537.449999999)
turbines_en_ohvs.352,491967.29,5733112.56,Borssele IV,In gebruik,Turbine,4,B419,MHI Vestas Offshore wind A/S,,POINT (491967.29000000004 5733112.5600000005)
turbines_en_ohvs.353,493322.79,5732582.75,Borssele IV,In gebruik,Turbine,4,B420,MHI Vestas Offshore wind A/S,,POINT (493322.79000000004 5732582.75)
turbines_en_ohvs.354,494717.47,5732122.73,Borssele IV,In gebruik,Turbine,4,B421,MHI Vestas Offshore wind A/S,,POINT (494717.46999999974 5732122.73)
turbines_en_ohvs.355,492187.31,5731507.47,Borssele IV,In gebruik,Turbine,4,B422,MHI Vestas Offshore wind A/S,,POINT (492187.3099999996 5731507.470000001)
turbines_en_ohvs.356,490052.33,5730972.43,Borssele IV,In gebruik,Turbine,4,B423,MHI Vestas Offshore wind A/S,,POINT (490052.3300000001 5730972.43)
turbines_en_ohvs.357,485552.51,5731377.59,Borssele IV,In gebruik,Turbine,4,B424,MHI Vestas Offshore wind A/S,,POINT (485552.5099999998 5731377.59)
turbines_en_ohvs.358,487202.42,5732017.55,Borssele IV,In gebruik,Turbine,4,B425,MHI Vestas Offshore wind A/S,,POINT (487202.4199999999 5732017.550000001)
turbines_en_ohvs.359,486787.18,5730142.27,Borssele IV,In gebruik,Turbine,4,B426,MHI Vestas Offshore wind A/S,,POINT (486787.1799999997 5730142.27)
turbines_en_ohvs.360,488912.36,5732457.58,Borssele IV,In gebruik,Turbine,4,B427,MHI Vestas Offshore wind A/S,,POINT (488912.36000000034 5732457.58)
turbines_en_ohvs.361,488417.19,5730587.56,Borssele IV,In gebruik,Turbine,4,B428,MHI Vestas Offshore wind A/S,,POINT (488417.1900000004 5730587.5600000005)
turbines_en_ohvs.362,487817.37,5729152.01,Borssele IV,In gebruik,Turbine,4,B429,MHI Vestas Offshore wind A/S,,POINT (487817.3700000001 5729152.01)
turbines_en_ohvs.363,489797.34,5729577.53,Borssele IV,In gebruik,Turbine,4,B430,MHI Vestas Offshore wind A/S,,POINT (489797.33999999985 5729577.529999999)
turbines_en_ohvs.364,491887.36,5730107.78,Borssele IV,In gebruik,Turbine,4,B431,MHI Vestas Offshore wind A/S,,POINT (491887.36000000034 5730107.779999999)
turbines_en_ohvs.365,493922.61,5730607.42,Borssele IV,In gebruik,Turbine,4,B432,MHI Vestas Offshore wind A/S,,POINT (493922.61000000034 5730607.42)
turbines_en_ohvs.366,495952.73,5731137.34,Borssele IV,In gebruik,Turbine,4,B433,MHI Vestas Offshore wind A/S,,POINT (495952.73000000045 5731137.34)
turbines_en_ohvs.367,494167.44,5728957.57,Borssele IV,In gebruik,Turbine,4,B434,MHI Vestas Offshore wind A/S,,POINT (494167.4400000004 5728957.57)
turbines_en_ohvs.368,492927.57,5727347.17,Borssele IV,In gebruik,Turbine,4,B435,MHI Vestas Offshore wind A/S,,POINT (492927.5700000003 5727347.17)
turbines_en_ohvs.369,491542.35,5725622.34,Borssele IV,In gebruik,Turbine,4,B436,MHI Vestas Offshore wind A/S,,POINT (491542.3499999996 5725622.34)
turbines_en_ohvs.370,490317.35,5726812.08,Borssele IV,In gebruik,Turbine,4,B437,MHI Vestas Offshore wind A/S,,POINT (490317.3499999996 5726812.08)
turbines_en_ohvs.371,488947.5,5728007.55,Borssele IV,In gebruik,Turbine,4,B438,MHI Vestas Offshore wind A/S,,POINT (488947.5 5728007.550000001)
turbines_en_ohvs.372,491037.29,5728082.49,Borssele IV,In gebruik,Turbine,4,B439,MHI Vestas Offshore wind A/S,,POINT (491037.29000000004 5728082.49)
turbines_en_ohvs.373,492622.48,5728902.44,Borssele IV,In gebruik,Turbine,4,B440,MHI Vestas Offshore wind A/S,,POINT (492622.48000000045 5728902.4399999995)
turbines_en_ohvs.374,500697.53,5728527.52,Borssele V,In gebruik,Turbine,5,B501,9.5MW V164 MHI Vestas,,POINT (500697.53000000026 5728527.52)
turbines_en_ohvs.375,499837.3,5728952.15,Borssele V,In gebruik,Turbine,5,B502,9.5MW V164 MHI Vestas,,POINT (499837.2999999998 5728952.15)
turbines_en_ohvs.376,503889.685,5729537.9663,Borssele I,In gebruik,Turbine,1,A01,Siemens Gamesa Renewable Energy (SGRE),,POINT (503889.6849999996 5729537.9662999995)
turbines_en_ohvs.377,502564.888,5730102.3198,Borssele I,In gebruik,Turbine,1,A02,Siemens Gamesa Renewable Energy (SGRE),,POINT (502564.88800000027 5730102.319800001)
turbines_en_ohvs.378,501201.659,5730803.1948,Borssele I,In gebruik,Turbine,1,A03,Siemens Gamesa Renewable Energy (SGRE),,POINT (501201.659 5730803.194800001)
turbines_en_ohvs.379,500689.967,5732344.2253,Borssele I,In gebruik,Turbine,1,A04,Siemens Gamesa Renewable Energy (SGRE),,POINT (500689.9670000002 5732344.225299999)
turbines_en_ohvs.380,499610.851,5731538.0801,Borssele I,In gebruik,Turbine,1,A05,Siemens Gamesa Renewable Energy (SGRE),,POINT (499610.8509999998 5731538.0801)
turbines_en_ohvs.381,498274.894,5732111.9338,Borssele I,In gebruik,Turbine,1,A06,Siemens Gamesa Renewable Energy (SGRE),,POINT (498274.8940000003 5732111.933800001)
turbines_en_ohvs.382,499193.429,5733226.1713,Borssele I,In gebruik,Turbine,1,A07,Siemens Gamesa Renewable Energy (SGRE),,POINT (499193.42899999954 5733226.1713)
turbines_en_ohvs.383,499939.249,5734271.8471,Borssele I,In gebruik,Turbine,1,A08,Siemens Gamesa Renewable Energy (SGRE),,POINT (499939.24899999984 5734271.847100001)
turbines_en_ohvs.384,502506.216,5731364.5361,Borssele I,In gebruik,Turbine,1,B01,Siemens Gamesa Renewable Energy (SGRE),,POINT (502506.216 5731364.5361)
turbines_en_ohvs.385,502490.383,5732547.7269,Borssele I,In gebruik,Turbine,1,B02,Siemens Gamesa Renewable Energy (SGRE),,POINT (502490.3830000004 5732547.7269)
turbines_en_ohvs.386,501241.877,5733648.3618,Borssele I,In gebruik,Turbine,1,B03,Siemens Gamesa Renewable Energy (SGRE),,POINT (501241.8770000003 5733648.3618)
turbines_en_ohvs.387,502199.074,5734755.1907,Borssele I,In gebruik,Turbine,1,B04,Siemens Gamesa Renewable Energy (SGRE),,POINT (502199.074 5734755.1907)
turbines_en_ohvs.388,500798.808,5735379.3197,Borssele I,In gebruik,Turbine,1,B05,Siemens Gamesa Renewable Energy (SGRE),,POINT (500798.8080000002 5735379.319700001)
turbines_en_ohvs.389,501578.796,5736391.4073,Borssele I,In gebruik,Turbine,1,B06,Siemens Gamesa Renewable Energy (SGRE),,POINT (501578.7960000001 5736391.407299999)
turbines_en_ohvs.390,502318.092,5737319.5889,Borssele I,In gebruik,Turbine,1,B07,Siemens Gamesa Renewable Energy (SGRE),,POINT (502318.0920000002 5737319.5889)
turbines_en_ohvs.391,502762.743,5736112.8051,Borssele I,In gebruik,Turbine,1,B08,Siemens Gamesa Renewable Energy (SGRE),,POINT (502762.7429999998 5736112.8050999995)
turbines_en_ohvs.392,504113.822,5730962.5668,Borssele I,In gebruik,Turbine,1,C01,Siemens Gamesa Renewable Energy (SGRE),,POINT (504113.8219999997 5730962.5668)
turbines_en_ohvs.393,504392.813,5732427.7386,Borssele I,In gebruik,Turbine,1,C02,Siemens Gamesa Renewable Energy (SGRE),,POINT (504392.8130000001 5732427.738600001)
turbines_en_ohvs.394,503365.659,5733488.911,Borssele I,In gebruik,Turbine,1,C03,Siemens Gamesa Renewable Energy (SGRE),,POINT (503365.659 5733488.911)
turbines_en_ohvs.395,503647.669,5734978.5335,Borssele I,In gebruik,Turbine,1,C04,Siemens Gamesa Renewable Energy (SGRE),,POINT (503647.66899999976 5734978.533500001)
turbines_en_ohvs.396,503945.645,5736550.3497,Borssele I,In gebruik,Turbine,1,C05,Siemens Gamesa Renewable Energy (SGRE),,POINT (503945.64499999955 5736550.3497)
turbines_en_ohvs.397,504171.094,5737742.8737,Borssele I,In gebruik,Turbine,1,C06,Siemens Gamesa Renewable Energy (SGRE),,POINT (504171.0939999996 5737742.8737)
turbines_en_ohvs.398,504333.969,5738761.0623,Borssele I,In gebruik,Turbine,1,C07,Siemens Gamesa Renewable Energy (SGRE),,POINT (504333.9689999996 5738761.0623)
turbines_en_ohvs.399,503112.61,5738374.0504,Borssele I,In gebruik,Turbine,1,C08,Siemens Gamesa Renewable Energy (SGRE),,POINT (503112.61000000034 5738374.0504)
turbines_en_ohvs.400,505560.846,5731804.1088,Borssele I,In gebruik,Turbine,1,D01,Siemens Gamesa Renewable Energy (SGRE),,POINT (505560.8459999999 5731804.1088)
turbines_en_ohvs.401,506426.023,5732924.319,Borssele I,In gebruik,Turbine,1,D02,Siemens Gamesa Renewable Energy (SGRE),,POINT (506426.02300000004 5732924.319)
turbines_en_ohvs.402,506066.921,5734224.5831,Borssele I,In gebruik,Turbine,1,D03,Siemens Gamesa Renewable Energy (SGRE),,POINT (506066.9210000001 5734224.5831)
turbines_en_ohvs.403,504833.426,5733781.7418,Borssele I,In gebruik,Turbine,1,D04,Siemens Gamesa Renewable Energy (SGRE),,POINT (504833.426 5733781.741800001)
turbines_en_ohvs.404,505070.381,5735516.1518,Borssele I,In gebruik,Turbine,1,D05,Siemens Gamesa Renewable Energy (SGRE),,POINT (505070.38100000005 5735516.151799999)
turbines_en_ohvs.405,506057.588,5736267.5247,Borssele I,In gebruik,Turbine,1,D06,Siemens Gamesa Renewable Energy (SGRE),,POINT (506057.58800000045 5736267.524700001)
turbines_en_ohvs.406,505313.882,5737286.2298,Borssele I,In gebruik,Turbine,1,D07,Siemens Gamesa Renewable Energy (SGRE),,POINT (505313.8820000002 5737286.229800001)
turbines_en_ohvs.407,504875.842,5729009.096,Borssele I,In gebruik,Turbine,1,E01,Siemens Gamesa Renewable Energy (SGRE),,POINT (504875.8420000002 5729009.096000001)
turbines_en_ohvs.408,505622.384,5730303.9071,Borssele I,In gebruik,Turbine,1,E02,Siemens Gamesa Renewable Energy (SGRE),,POINT (505622.3839999996 5730303.9070999995)
turbines_en_ohvs.409,506794.382,5731193.1648,Borssele I,In gebruik,Turbine,1,E03,Siemens Gamesa Renewable Energy (SGRE),,POINT (506794.3820000002 5731193.164799999)
turbines_en_ohvs.410,508065.744,5731370.6648,Borssele I,In gebruik,Turbine,1,E04,Siemens Gamesa Renewable Energy (SGRE),,POINT (508065.74399999995 5731370.664799999)
turbines_en_ohvs.411,507891.04,5732330.4473,Borssele I,In gebruik,Turbine,1,E05,Siemens Gamesa Renewable Energy (SGRE),,POINT (507891.04000000004 5732330.4473)
turbines_en_ohvs.412,507718.192,5733270.1724,Borssele I,In gebruik,Turbine,1,E06,Siemens Gamesa Renewable Energy (SGRE),,POINT (507718.1919999998 5733270.1724)
turbines_en_ohvs.413,507450.223,5734256.1045,Borssele I,In gebruik,Turbine,1,E07,Siemens Gamesa Renewable Energy (SGRE),,POINT (507450.22300000023 5734256.104499999)
turbines_en_ohvs.414,506873.086,5735139.2182,Borssele I,In gebruik,Turbine,1,E08,Siemens Gamesa Renewable Energy (SGRE),,POINT (506873.0860000001 5735139.2182)
turbines_en_ohvs.415,505921.141,5728566.6878,Borssele I,In gebruik,Turbine,1,F01,Siemens Gamesa Renewable Energy (SGRE),,POINT (505921.1409999998 5728566.6877999995)
turbines_en_ohvs.416,506997.035,5729640.901,Borssele I,In gebruik,Turbine,1,F02,Siemens Gamesa Renewable Energy (SGRE),,POINT (506997.03500000015 5729640.901000001)
turbines_en_ohvs.417,508259.956,5730303.1066,Borssele I,In gebruik,Turbine,1,F03,Siemens Gamesa Renewable Energy (SGRE),,POINT (508259.95600000024 5730303.1066)
turbines_en_ohvs.418,508444.972,5729286.5689,Borssele I,In gebruik,Turbine,1,F04,Siemens Gamesa Renewable Energy (SGRE),,POINT (508444.97200000007 5729286.5689)
turbines_en_ohvs.419,508623.639,5728301.6855,Borssele I,In gebruik,Turbine,1,F05,Siemens Gamesa Renewable Energy (SGRE),,POINT (508623.63900000043 5728301.6855)
turbines_en_ohvs.420,506879.165,5728071.7145,Borssele I,In gebruik,Turbine,1,F06,Siemens Gamesa Renewable Energy (SGRE),,POINT (506879.16500000004 5728071.714500001)
turbines_en_ohvs.421,507803.322,5727641.854,Borssele I,In gebruik,Turbine,1,F07,Siemens Gamesa Renewable Energy (SGRE),,POINT (507803.3219999997 5727641.854)
turbines_en_ohvs.422,508814.811,5727166.1377,Borssele I,In gebruik,Turbine,1,F08,Siemens Gamesa Renewable Energy (SGRE),,POINT (508814.81099999975 5727166.137700001)
turbines_en_ohvs.423,504477.21,5726627.1799,Borssele II,In gebruik,Turbine,2,G01,Siemens Gamesa Renewable Energy (SGRE),,POINT (504477.20999999996 5726627.1799)
turbines_en_ohvs.424,505573.962,5726093.9629,Borssele II,In gebruik,Turbine,2,G02,Siemens Gamesa Renewable Energy (SGRE),,POINT (505573.9620000003 5726093.9629)
turbines_en_ohvs.425,506629.386,5725620.7769,Borssele II,In gebruik,Turbine,2,G03,Siemens Gamesa Renewable Energy (SGRE),,POINT (506629.38599999994 5725620.776900001)
turbines_en_ohvs.426,507657.996,5725091.3663,Borssele II,In gebruik,Turbine,2,G04,Siemens Gamesa Renewable Energy (SGRE),,POINT (507657.9960000003 5725091.3663)
turbines_en_ohvs.427,508354.802,5724500.6957,Borssele II,In gebruik,Turbine,2,G05,Siemens Gamesa Renewable Energy (SGRE),,POINT (508354.80200000014 5724500.695699999)
turbines_en_ohvs.428,508175.84,5723415.4152,Borssele II,In gebruik,Turbine,2,G06,Siemens Gamesa Renewable Energy (SGRE),,POINT (508175.83999999985 5723415.415200001)
turbines_en_ohvs.429,506921.26,5724192.1482,Borssele II,In gebruik,Turbine,2,G07,Siemens Gamesa Renewable Energy (SGRE),,POINT (506921.2599999998 5724192.1482)
turbines_en_ohvs.430,505661.243,5724495.2764,Borssele II,In gebruik,Turbine,2,H01,Siemens Gamesa Renewable Energy (SGRE),,POINT (505661.2429999998 5724495.2764)
turbines_en_ohvs.431,506884.179,5722993.3969,Borssele II,In gebruik,Turbine,2,H02,Siemens Gamesa Renewable Energy (SGRE),,POINT (506884.17899999954 5722993.3969)
turbines_en_ohvs.432,507975.262,5722302.395,Borssele II,In gebruik,Turbine,2,H03,Siemens Gamesa Renewable Energy (SGRE),,POINT (507975.2620000001 5722302.395)
turbines_en_ohvs.433,507776.088,5721198.1783,Borssele II,In gebruik,Turbine,2,H04,Siemens Gamesa Renewable Energy (SGRE),,POINT (507776.08800000045 5721198.178300001)
turbines_en_ohvs.434,507574.318,5720078.0437,Borssele II,In gebruik,Turbine,2,H05,Siemens Gamesa Renewable Energy (SGRE),,POINT (507574.31799999997 5720078.0437)
turbines_en_ohvs.435,507370.415,5718952.0856,Borssele II,In gebruik,Turbine,2,H06,Siemens Gamesa Renewable Energy (SGRE),,POINT (507370.41500000004 5718952.0856)
turbines_en_ohvs.436,507182.82,5717907.2222,Borssele II,In gebruik,Turbine,2,H07,Siemens Gamesa Renewable Energy (SGRE),,POINT (507182.8200000003 5717907.222200001)
turbines_en_ohvs.437,506960.556,5716816.0242,Borssele II,In gebruik,Turbine,2,H08,Siemens Gamesa Renewable Energy (SGRE),,POINT (506960.55599999987 5716816.0242)
turbines_en_ohvs.438,505533.672,5722962.1532,Borssele II,In gebruik,Turbine,2,I01,Siemens Gamesa Renewable Energy (SGRE),,POINT (505533.67200000025 5722962.1532000005)
turbines_en_ohvs.439,506603.093,5721783.7395,Borssele II,In gebruik,Turbine,2,I02,Siemens Gamesa Renewable Energy (SGRE),,POINT (506603.09300000034 5721783.739499999)
turbines_en_ohvs.440,506367.94,5720520.4368,Borssele II,In gebruik,Turbine,2,I03,Siemens Gamesa Renewable Energy (SGRE),,POINT (506367.9400000004 5720520.436799999)
turbines_en_ohvs.441,506274.113,5719385.3235,Borssele II,In gebruik,Turbine,2,I04,Siemens Gamesa Renewable Energy (SGRE),,POINT (506274.1129999999 5719385.3235)
turbines_en_ohvs.442,505895.872,5718014.8341,Borssele II,In gebruik,Turbine,2,I05,Siemens Gamesa Renewable Energy (SGRE),,POINT (505895.87200000044 5718014.834100001)
turbines_en_ohvs.443,505789.278,5716784.7554,Borssele II,In gebruik,Turbine,2,I06,Siemens Gamesa Renewable Energy (SGRE),,POINT (505789.27799999993 5716784.7554)
turbines_en_ohvs.444,506033.786,5715733.2876,Borssele II,In gebruik,Turbine,2,I07,Siemens Gamesa Renewable Energy (SGRE),,POINT (506033.7860000003 5715733.287599999)
turbines_en_ohvs.445,505203.304,5714761.7724,Borssele II,In gebruik,Turbine,2,I08,Siemens Gamesa Renewable Energy (SGRE),,POINT (505203.30399999954 5714761.772399999)
turbines_en_ohvs.446,504482.082,5725179.3299,Borssele II,In gebruik,Turbine,2,J01,Siemens Gamesa Renewable Energy (SGRE),,POINT (504482.0820000004 5725179.3299)
turbines_en_ohvs.447,505220.538,5721499.8365,Borssele II,In gebruik,Turbine,2,J02,Siemens Gamesa Renewable Energy (SGRE),,POINT (505220.5379999997 5721499.8365)
turbines_en_ohvs.448,504950.654,5720071.813,Borssele II,In gebruik,Turbine,2,J03,Siemens Gamesa Renewable Energy (SGRE),,POINT (504950.6540000001 5720071.812999999)
turbines_en_ohvs.449,504688.925,5718738.9162,Borssele II,In gebruik,Turbine,2,J04,Siemens Gamesa Renewable Energy (SGRE),,POINT (504688.9249999998 5718738.916200001)
turbines_en_ohvs.450,504537.232,5717248.2899,Borssele II,In gebruik,Turbine,2,J05,Siemens Gamesa Renewable Energy (SGRE),,POINT (504537.23199999984 5717248.289899999)
turbines_en_ohvs.451,504683.531,5715932.0326,Borssele II,In gebruik,Turbine,2,J06,Siemens Gamesa Renewable Energy (SGRE),,POINT (504683.5310000004 5715932.0326000005)
turbines_en_ohvs.452,503797.233,5714826.7054,Borssele II,In gebruik,Turbine,2,J07,Siemens Gamesa Renewable Energy (SGRE),,POINT (503797.233 5714826.705399999)
turbines_en_ohvs.453,504357.422,5713771.9602,Borssele II,In gebruik,Turbine,2,J08,Siemens Gamesa Renewable Energy (SGRE),,POINT (504357.42200000025 5713771.960200001)
turbines_en_ohvs.454,504333.106,5723777.0759,Borssele II,In gebruik,Turbine,2,K01,Siemens Gamesa Renewable Energy (SGRE),,POINT (504333.1059999997 5723777.0759)
turbines_en_ohvs.455,504069.246,5722264.4809,Borssele II,In gebruik,Turbine,2,K02,Siemens Gamesa Renewable Energy (SGRE),,POINT (504069.2460000003 5722264.480900001)
turbines_en_ohvs.456,503778,5720882.0484,Borssele II,In gebruik,Turbine,2,K03,Siemens Gamesa Renewable Energy (SGRE),,POINT (503778 5720882.0484)
turbines_en_ohvs.457,503476.979,5719424.9809,Borssele II,In gebruik,Turbine,2,K04,Siemens Gamesa Renewable Energy (SGRE),,POINT (503476.9790000003 5719424.980900001)
turbines_en_ohvs.458,503297.603,5717944.5626,Borssele II,In gebruik,Turbine,2,K05,Siemens Gamesa Renewable Energy (SGRE),,POINT (503297.6030000001 5717944.5626)
turbines_en_ohvs.459,503260.683,5716339.0988,Borssele II,In gebruik,Turbine,2,K06,Siemens Gamesa Renewable Energy (SGRE),,POINT (503260.6830000002 5716339.0988)
turbines_en_ohvs.460,502544.934,5714879.7072,Borssele II,In gebruik,Turbine,2,K07,Siemens Gamesa Renewable Energy (SGRE),,POINT (502544.93400000036 5714879.7072)
turbines_en_ohvs.461,501816.268,5715898.129,Borssele II,In gebruik,Turbine,2,K08,Siemens Gamesa Renewable Energy (SGRE),,POINT (501816.26800000016 5715898.129000001)
turbines_en_ohvs.462,503409.328,5727207.5089,Borssele II,In gebruik,Turbine,2,L01,Siemens Gamesa Renewable Energy (SGRE),,POINT (503409.32799999975 5727207.5089)
turbines_en_ohvs.463,503244.435,5725877.1243,Borssele II,In gebruik,Turbine,2,L02,Siemens Gamesa Renewable Energy (SGRE),,POINT (503244.4349999996 5725877.124299999)
turbines_en_ohvs.464,503085.822,5724472.4013,Borssele II,In gebruik,Turbine,2,L03,Siemens Gamesa Renewable Energy (SGRE),,POINT (503085.8219999997 5724472.4013)
turbines_en_ohvs.465,502865.127,5723136.2505,Borssele II,In gebruik,Turbine,2,L04,Siemens Gamesa Renewable Energy (SGRE),,POINT (502865.1270000003 5723136.250499999)
turbines_en_ohvs.466,502578.465,5721712.5029,Borssele II,In gebruik,Turbine,2,L05,Siemens Gamesa Renewable Energy (SGRE),,POINT (502578.46499999985 5721712.502900001)
turbines_en_ohvs.467,502328.14,5720457.1115,Borssele II,In gebruik,Turbine,2,L06,Siemens Gamesa Renewable Energy (SGRE),,POINT (502328.13999999966 5720457.111500001)
