FID,utm_x,utm_y,naam,status,opmerking,gebiednr,turbine_nr,eigenaar,gdb_geomattr_data,shape
turbines_en_ohvs.41,686943.97,5992713.09,ZeeEnergie / Gemini II,In gebruik,Turbine,14,B3,Gemini ZeeEnergie,,POINT (686943.9699999997 5992713.09)
turbines_en_ohvs.42,686608.22,5993235.9,ZeeEnergie / Gemini II,In gebruik,Turbine,14,B4,Gemini ZeeEnergie,,POINT (686608.2199999997 5993235.9)
turbines_en_ohvs.43,686271.7,5993758.91,ZeeEnergie / Gemini II,In gebruik,Turbine,14,B5,Gemini ZeeEnergie,,POINT (686271.7000000002 5993758.91)
turbines_en_ohvs.44,685681.74,5993019.14,ZeeEnergie / Gemini II,In gebruik,Turbine,14,B6,Gemini ZeeEnergie,,POINT (685681.7400000002 5993019.140000001)
turbines_en_ohvs.45,686082.72,5992459.91,ZeeEnergie / Gemini II,In gebruik,Turbine,14,B7,Gemini ZeeEnergie,,POINT (686082.7199999997 5992459.91)
turbines_en_ohvs.46,686482.79,5991899.93,ZeeEnergie / Gemini II,In gebruik,Turbine,14,B8,Gemini ZeeEnergie,,POINT (686482.79 5991899.93)
turbines_en_ohvs.47,688804.01,5991254.09,ZeeEnergie / Gemini II,In gebruik,Turbine,14,C1,Gemini ZeeEnergie,,POINT (688804.0099999998 5991254.09)
turbines_en_ohvs.48,688496.25,5991790.55,ZeeEnergie / Gemini II,In gebruik,Turbine,14,C2,Gemini ZeeEnergie,,POINT (688496.25 5991790.550000001)
turbines_en_ohvs.49,688187.26,5992327.81,ZeeEnergie / Gemini II,In gebruik,Turbine,14,C3,Gemini ZeeEnergie,,POINT (688187.2599999998 5992327.8100000005)
turbines_en_ohvs.50,687878.89,5992865.54,ZeeEnergie / Gemini II,In gebruik,Turbine,14,C4,Gemini ZeeEnergie,,POINT (687878.8899999997 5992865.539999999)
turbines_en_ohvs.51,687570.82,5993402.31,ZeeEnergie / Gemini II,In gebruik,Turbine,14,C5,Gemini ZeeEnergie,,POINT (687570.8200000003 5993402.3100000005)
turbines_en_ohvs.52,687262.03,5993938.89,ZeeEnergie / Gemini II,In gebruik,Turbine,14,C6,Gemini ZeeEnergie,,POINT (687262.0300000003 5993938.890000001)
turbines_en_ohvs.53,688260.34,5994121.17,ZeeEnergie / Gemini II,In gebruik,Turbine,14,C7,Gemini ZeeEnergie,,POINT (688260.3399999999 5994121.17)
turbines_en_ohvs.54,689379.94,5991914.74,ZeeEnergie / Gemini II,In gebruik,Turbine,14,D1,Gemini ZeeEnergie,,POINT (689379.9400000004 5991914.74)
turbines_en_ohvs.55,689100.09,5992466.81,ZeeEnergie / Gemini II,In gebruik,Turbine,14,D2,Gemini ZeeEnergie,,POINT (689100.0899999999 5992466.8100000005)
turbines_en_ohvs.56,688820.67,5993018.06,ZeeEnergie / Gemini II,In gebruik,Turbine,14,D3,Gemini ZeeEnergie,,POINT (688820.6699999999 5993018.0600000005)
turbines_en_ohvs.57,688540.05,5993569.06,ZeeEnergie / Gemini II,In gebruik,Turbine,14,D4,Gemini ZeeEnergie,,POINT (688540.0499999998 5993569.0600000005)
turbines_en_ohvs.58,689251.2,5994301.11,ZeeEnergie / Gemini II,In gebruik,Turbine,14,D5,Gemini ZeeEnergie,,POINT (689251.2000000002 5994301.109999999)
turbines_en_ohvs.59,689528.04,5993679.33,ZeeEnergie / Gemini II,In gebruik,Turbine,14,D6,Gemini ZeeEnergie,,POINT (689528.04 5993679.33)
turbines_en_ohvs.60,689804.98,5993056.73,ZeeEnergie / Gemini II,In gebruik,Turbine,14,D7,Gemini ZeeEnergie,,POINT (689804.9800000004 5993056.73)
turbines_en_ohvs.61,690083.33,5992434.01,ZeeEnergie / Gemini II,In gebruik,Turbine,14,D8,Gemini ZeeEnergie,,POINT (690083.3300000001 5992434.01)
turbines_en_ohvs.62,689661.08,5991364.12,ZeeEnergie / Gemini II,In gebruik,Turbine,14,E1,Gemini ZeeEnergie,,POINT (689661.0800000001 5991364.119999999)
turbines_en_ohvs.63,691362.26,5991581.61,ZeeEnergie / Gemini II,In gebruik,Turbine,14,E3,Gemini ZeeEnergie,,POINT (691362.2599999998 5991581.609999999)
turbines_en_ohvs.64,691137.84,5992161.77,ZeeEnergie / Gemini II,In gebruik,Turbine,14,E4,Gemini ZeeEnergie,,POINT (691137.8399999999 5992161.77)
turbines_en_ohvs.65,690913.67,5992741.68,ZeeEnergie / Gemini II,In gebruik,Turbine,14,E5,Gemini ZeeEnergie,,POINT (690913.6699999999 5992741.68)
turbines_en_ohvs.66,690689.94,5993321.83,ZeeEnergie / Gemini II,In gebruik,Turbine,14,E6,Gemini ZeeEnergie,,POINT (690689.9400000004 5993321.83)
turbines_en_ohvs.67,690464.81,5993900.54,ZeeEnergie / Gemini II,In gebruik,Turbine,14,E7,Gemini ZeeEnergie,,POINT (690464.8099999996 5993900.539999999)
turbines_en_ohvs.68,690241.14,5994480.95,ZeeEnergie / Gemini II,In gebruik,Turbine,14,E8,Gemini ZeeEnergie,,POINT (690241.1399999997 5994480.949999999)
turbines_en_ohvs.69,690553.21,5991179.98,ZeeEnergie / Gemini II,In gebruik,Turbine,14,F1,Gemini ZeeEnergie,,POINT (690553.21 5991179.98)
turbines_en_ohvs.70,691588.06,5990998.88,ZeeEnergie / Gemini II,In gebruik,Turbine,14,F2,Gemini ZeeEnergie,,POINT (691588.0599999996 5990998.880000001)
turbines_en_ohvs.71,691812.26,5990419.86,ZeeEnergie / Gemini II,In gebruik,Turbine,14,F3,Gemini ZeeEnergie,,POINT (691812.2599999998 5990419.859999999)
turbines_en_ohvs.72,583695.95806,5826882.12078,NSW Offshore windpark Egmond aan Zee,In gebruik,OHVS,2,OHVS,Noordzeewind,,POINT (594102.7297 5829389.6258000005)
turbines_en_ohvs.73,692036.09,5989839.83,ZeeEnergie / Gemini II,In gebruik,Turbine,14,F4,Gemini ZeeEnergie,,POINT (692036.0899999999 5989839.83)
turbines_en_ohvs.74,692260.23,5989260.05,ZeeEnergie / Gemini II,In gebruik,Turbine,14,F5,Gemini ZeeEnergie,,POINT (692260.2300000004 5989260.050000001)
turbines_en_ohvs.75,692484.36,5988679.69,ZeeEnergie / Gemini II,In gebruik,Turbine,14,F6,Gemini ZeeEnergie,,POINT (692484.3600000003 5988679.6899999995)
turbines_en_ohvs.76,692709.22,5988099.85,ZeeEnergie / Gemini II,In gebruik,Turbine,14,F7,Gemini ZeeEnergie,,POINT (692709.2199999997 5988099.85)
turbines_en_ohvs.77,689609.64,5990772.14,ZeeEnergie / Gemini II,In gebruik,Turbine,14,G1,Gemini ZeeEnergie,,POINT (689609.6399999997 5990772.140000001)
turbines_en_ohvs.78,690753.06,5990547.75,ZeeEnergie / Gemini II,In gebruik,Turbine,14,G2,Gemini ZeeEnergie,,POINT (690753.0599999996 5990547.75)
turbines_en_ohvs.79,691037.07,5989929.12,ZeeEnergie / Gemini II,In gebruik,Turbine,14,G3,Gemini ZeeEnergie,,POINT (691037.0700000003 5989929.119999999)
turbines_en_ohvs.80,691319.85,5989310.12,ZeeEnergie / Gemini II,In gebruik,Turbine,14,G4,Gemini ZeeEnergie,,POINT (691319.8499999996 5989310.119999999)
turbines_en_ohvs.81,691604.71,5988690.53,ZeeEnergie / Gemini II,In gebruik,Turbine,14,G5,Gemini ZeeEnergie,,POINT (691604.71 5988690.529999999)
turbines_en_ohvs.82,691887.05,5988071.73,ZeeEnergie / Gemini II,In gebruik,Turbine,14,G6,Gemini ZeeEnergie,,POINT (691887.0499999998 5988071.73)
turbines_en_ohvs.83,691065.22,5988043.97,ZeeEnergie / Gemini II,In gebruik,Turbine,14,G7,Gemini ZeeEnergie,,POINT (691065.2199999997 5988043.970000001)
turbines_en_ohvs.84,689901.13,5990226.25,ZeeEnergie / Gemini II,In gebruik,Turbine,14,H1,Gemini ZeeEnergie,,POINT (689901.1299999999 5990226.25)
turbines_en_ohvs.85,690191.76,5989681.26,ZeeEnergie / Gemini II,In gebruik,Turbine,14,H2,Gemini ZeeEnergie,,POINT (690191.7599999998 5989681.26)
turbines_en_ohvs.86,690483.01,5989135.03,ZeeEnergie / Gemini II,In gebruik,Turbine,14,H3,Gemini ZeeEnergie,,POINT (690483.0099999998 5989135.029999999)
turbines_en_ohvs.87,690774.12,5988588.01,ZeeEnergie / Gemini II,In gebruik,Turbine,14,H4,Gemini ZeeEnergie,,POINT (690774.1200000001 5988588.01)
turbines_en_ohvs.88,689922.88,5988543.86,ZeeEnergie / Gemini II,In gebruik,Turbine,14,H5,Gemini ZeeEnergie,,POINT (689922.8799999999 5988543.859999999)
turbines_en_ohvs.89,689596.85,5989073.47,ZeeEnergie / Gemini II,In gebruik,Turbine,14,H6,Gemini ZeeEnergie,,POINT (689596.8499999996 5989073.470000001)
turbines_en_ohvs.90,688946.88,5990129.94,ZeeEnergie / Gemini II,In gebruik,Turbine,14,J1,Gemini ZeeEnergie,,POINT (688946.8799999999 5990129.9399999995)
turbines_en_ohvs.91,687847.49,5990238.26,ZeeEnergie / Gemini II,In gebruik,Turbine,14,J2,Gemini ZeeEnergie,,POINT (687847.4900000002 5990238.26)
turbines_en_ohvs.92,688243.1,5989675.45,ZeeEnergie / Gemini II,In gebruik,Turbine,14,J3,Gemini ZeeEnergie,,POINT (688243.0999999996 5989675.449999999)
turbines_en_ohvs.93,688637.32,5989113.32,ZeeEnergie / Gemini II,In gebruik,Turbine,14,J4,Gemini ZeeEnergie,,POINT (688637.3200000003 5989113.32)
turbines_en_ohvs.94,689032.32,5988549.46,ZeeEnergie / Gemini II,In gebruik,Turbine,14,J5,Gemini ZeeEnergie,,POINT (689032.3200000003 5988549.460000001)
turbines_en_ohvs.95,689425.72,5987986.7,ZeeEnergie / Gemini II,In gebruik,Turbine,14,J6,Gemini ZeeEnergie,,POINT (689425.7199999997 5987986.699999999)
turbines_en_ohvs.96,690248.41,5988015.68,ZeeEnergie / Gemini II,In gebruik,Turbine,14,J7,Gemini ZeeEnergie,,POINT (690248.4100000001 5988015.68)
turbines_en_ohvs.97,688622.06,5990659.17,ZeeEnergie / Gemini II,In gebruik,Turbine,14,K1,Gemini ZeeEnergie,,POINT (688622.0599999996 5990659.17)
turbines_en_ohvs.98,687367.84,5990792.38,ZeeEnergie / Gemini II,In gebruik,Turbine,14,K2,Gemini ZeeEnergie,,POINT (687367.8399999999 5990792.380000001)
turbines_en_ohvs.99,686447.11,5990679.22,ZeeEnergie / Gemini II,In gebruik,Turbine,14,K3,Gemini ZeeEnergie,,POINT (686447.1100000003 5990679.220000001)
turbines_en_ohvs.100,686869.68,5990146.36,ZeeEnergie / Gemini II,In gebruik,Turbine,14,K4,Gemini ZeeEnergie,,POINT (686869.6799999997 5990146.359999999)
turbines_en_ohvs.101,687290.78,5989615.69,ZeeEnergie / Gemini II,In gebruik,Turbine,14,K5,Gemini ZeeEnergie,,POINT (687290.7800000003 5989615.6899999995)
turbines_en_ohvs.102,687731.81,5989059.12,ZeeEnergie / Gemini II,In gebruik,Turbine,14,K6,Gemini ZeeEnergie,,POINT (687731.8099999996 5989059.119999999)
turbines_en_ohvs.103,688173.16,5988503.07,ZeeEnergie / Gemini II,In gebruik,Turbine,14,K7,Gemini ZeeEnergie,,POINT (688173.1600000001 5988503.07)
turbines_en_ohvs.104,688604.28,5987958.62,ZeeEnergie / Gemini II,In gebruik,Turbine,14,K8,Gemini ZeeEnergie,,POINT (688604.2800000003 5987958.619999999)
turbines_en_ohvs.105,689154.78,5991011.41,ZeeEnergie / Gemini II,In gebruik,OHVS,14,OHVS1,Gemini ZeeEnergie,,POINT (689154.7800000003 5991011.41)
turbines_en_ohvs.106,699185.43,5991906.84,Buitengaats / Gemini I,In gebruik,OHVS,12,OHVS2,Gemini Buitengaats,,POINT (699185.4299999997 5991906.84)
turbines_en_ohvs.107,697864.53,5991937.28,Buitengaats / Gemini I,In gebruik,Turbine,12,Q1,Gemini Buitengaats,,POINT (697864.5300000003 5991937.279999999)
turbines_en_ohvs.108,696889.01,5992174.72,Buitengaats / Gemini I,In gebruik,Turbine,12,Q2,Gemini Buitengaats,,POINT (696889.0099999998 5992174.720000001)
turbines_en_ohvs.109,696638.27,5992821.19,Buitengaats / Gemini I,In gebruik,Turbine,12,Q3,Gemini Buitengaats,,POINT (696638.2699999996 5992821.1899999995)
turbines_en_ohvs.110,696387.22,5993467.31,Buitengaats / Gemini I,In gebruik,Turbine,12,Q4,Gemini Buitengaats,,POINT (696387.2199999997 5993467.3100000005)
turbines_en_ohvs.111,696135.64,5994113.13,Buitengaats / Gemini I,In gebruik,Turbine,12,Q5,Gemini Buitengaats,,POINT (696135.6399999997 5994113.130000001)
turbines_en_ohvs.112,695885.19,5994758.92,Buitengaats / Gemini I,In gebruik,Turbine,12,Q6,Gemini Buitengaats,,POINT (695885.1900000004 5994758.92)
turbines_en_ohvs.113,695634.06,5995405.22,Buitengaats / Gemini I,In gebruik,Turbine,12,Q7,Gemini Buitengaats,,POINT (695634.0599999996 5995405.220000001)
turbines_en_ohvs.114,698585.82,5992354.77,Buitengaats / Gemini I,In gebruik,Turbine,12,R1,Gemini Buitengaats,,POINT (698585.8200000003 5992354.77)
turbines_en_ohvs.115,697632.36,5992538.02,Buitengaats / Gemini I,In gebruik,Turbine,12,R2,Gemini Buitengaats,,POINT (697632.3600000003 5992538.02)
turbines_en_ohvs.116,697398.5,5993138.95,Buitengaats / Gemini I,In gebruik,Turbine,12,R3,Gemini Buitengaats,,POINT (697398.5 5993138.949999999)
turbines_en_ohvs.117,697164.89,5993740.83,Buitengaats / Gemini I,In gebruik,Turbine,12,R4,Gemini Buitengaats,,POINT (697164.8899999997 5993740.83)
turbines_en_ohvs.118,696931.57,5994341.99,Buitengaats / Gemini I,In gebruik,Turbine,12,R5,Gemini Buitengaats,,POINT (696931.5700000003 5994341.99)
turbines_en_ohvs.119,696697.55,5994944.41,Buitengaats / Gemini I,In gebruik,Turbine,12,R6,Gemini Buitengaats,,POINT (696697.5499999998 5994944.41)
turbines_en_ohvs.120,696464.12,5995544.96,Buitengaats / Gemini I,In gebruik,Turbine,12,R7,Gemini Buitengaats,,POINT (696464.1200000001 5995544.960000001)
turbines_en_ohvs.121,698327.87,5993020.58,Buitengaats / Gemini I,In gebruik,Turbine,12,S1,Gemini Buitengaats,,POINT (698327.8700000001 5993020.58)
turbines_en_ohvs.122,698070.13,5993686.43,Buitengaats / Gemini I,In gebruik,Turbine,12,S2,Gemini Buitengaats,,POINT (698070.1299999999 5993686.43)
turbines_en_ohvs.123,697811.99,5994352.83,Buitengaats / Gemini I,In gebruik,Turbine,12,S3,Gemini Buitengaats,,POINT (697811.9900000002 5994352.83)
turbines_en_ohvs.124,697553.71,5995018.58,Buitengaats / Gemini I,In gebruik,Turbine,12,S4,Gemini Buitengaats,,POINT (697553.71 5995018.58)
turbines_en_ohvs.125,698371.82,5995206.255,Buitengaats / Gemini I,In gebruik,Turbine,12,S5,Gemini Buitengaats,,POINT (698371.8200000003 5995206.255000001)
turbines_en_ohvs.126,698612.51,5994586.85,Buitengaats / Gemini I,In gebruik,Turbine,12,S6,Gemini Buitengaats,,POINT (698612.5099999998 5994586.85)
turbines_en_ohvs.127,698851.33,5993966.87,Buitengaats / Gemini I,In gebruik,Turbine,12,S7,Gemini Buitengaats,,POINT (698851.3300000001 5993966.869999999)
turbines_en_ohvs.128,699091.81,5993346.33,Buitengaats / Gemini I,In gebruik,Turbine,12,S8,Gemini Buitengaats,,POINT (699091.8099999996 5993346.33)
turbines_en_ohvs.129,699331.77,5992726.93,Buitengaats / Gemini I,In gebruik,Turbine,12,T1,Gemini Buitengaats,,POINT (699331.7699999996 5992726.93)
turbines_en_ohvs.130,700023.89,5993221.96,Buitengaats / Gemini I,In gebruik,Turbine,12,T2,Gemini Buitengaats,,POINT (700023.8899999997 5993221.960000001)
turbines_en_ohvs.131,699758.69,5993907.9,Buitengaats / Gemini I,In gebruik,Turbine,12,T3,Gemini Buitengaats,,POINT (699758.6900000004 5993907.9)
turbines_en_ohvs.132,699493.8,5994593.96,Buitengaats / Gemini I,In gebruik,Turbine,12,T4,Gemini Buitengaats,,POINT (699493.7999999998 5994593.960000001)
turbines_en_ohvs.133,699227.58,5995281.26,Buitengaats / Gemini I,In gebruik,Turbine,12,T5,Gemini Buitengaats,,POINT (699227.5800000001 5995281.26)
turbines_en_ohvs.134,698962.68,5995966.94,Buitengaats / Gemini I,In gebruik,Turbine,12,T6,Gemini Buitengaats,,POINT (698962.6799999997 5995966.9399999995)
turbines_en_ohvs.135,597181.86002,5826380.12179,NSW Offshore windpark Egmond aan Zee,In gebruik,Turbine,1,1,Noordzeewind,,POINT (597181.8601000002 5826380.1218)
turbines_en_ohvs.136,596756.86311,5826863.1183,NSW Offshore windpark Egmond aan Zee,In gebruik,Turbine,1,2,Noordzeewind,,POINT (596756.8633000003 5826863.1183)
turbines_en_ohvs.137,596339.86628,5827338.11494,NSW Offshore windpark Egmond aan Zee,In gebruik,Turbine,1,3,Noordzeewind,,POINT (596339.8663999997 5827338.1149)
turbines_en_ohvs.138,595914.86947,5827822.11156,NSW Offshore windpark Egmond aan Zee,In gebruik,Turbine,1,4,Noordzeewind,,POINT (595914.8696999997 5827822.1116)
turbines_en_ohvs.139,595490.87267,5828305.10816,NSW Offshore windpark Egmond aan Zee,In gebruik,Turbine,1,5,Noordzeewind,,POINT (595490.8728 5828305.108100001)
turbines_en_ohvs.140,595065.87587,5828789.10468,NSW Offshore windpark Egmond aan Zee,In gebruik,Turbine,1,6,Noordzeewind,,POINT (595065.8760000002 5828789.104699999)
turbines_en_ohvs.141,594633.8791,5829281.10116,NSW Offshore windpark Egmond aan Zee,In gebruik,Turbine,1,7,Noordzeewind,,POINT (594633.8792000003 5829281.101199999)
turbines_en_ohvs.142,594208.8823,5829764.09777,NSW Offshore windpark Egmond aan Zee,In gebruik,Turbine,1,8,Noordzeewind,,POINT (594208.8825000003 5829764.0977)
turbines_en_ohvs.143,593783.88549,5830248.09428,NSW Offshore windpark Egmond aan Zee,In gebruik,Turbine,1,9,Noordzeewind,,POINT (593783.8855999997 5830248.0943)
turbines_en_ohvs.144,593366.88855,5830739.09075,NSW Offshore windpark Egmond aan Zee,In gebruik,Turbine,1,10,Noordzeewind,,POINT (593366.8887 5830739.0908)
turbines_en_ohvs.145,592933.89188,5831216.08741,NSW Offshore windpark Egmond aan Zee,In gebruik,Turbine,1,11,Noordzeewind,,POINT (592933.892 5831216.087400001)
turbines_en_ohvs.146,592508.89508,5831700.08393,NSW Offshore windpark Egmond aan Zee,In gebruik,Turbine,1,12,Noordzeewind,,POINT (592508.8952000001 5831700.084000001)
turbines_en_ohvs.147,598189.85269,5826748.11891,NSW Offshore windpark Egmond aan Zee,In gebruik,Turbine,1,13,Noordzeewind,,POINT (598189.8529000003 5826748.118899999)
turbines_en_ohvs.148,597764.85588,5827232.11542,NSW Offshore windpark Egmond aan Zee,In gebruik,Turbine,1,14,Noordzeewind,,POINT (597764.8559999997 5827232.1154)
turbines_en_ohvs.149,597339.85918,5827715.11203,NSW Offshore windpark Egmond aan Zee,In gebruik,Turbine,1,15,Noordzeewind,,POINT (597339.8592999997 5827715.1121)
turbines_en_ohvs.150,596914.86227,5828199.10855,NSW Offshore windpark Egmond aan Zee,In gebruik,Turbine,1,16,Noordzeewind,,POINT (596914.8624 5828199.1086)
turbines_en_ohvs.151,596234.8674,5828973.10313,NSW Offshore windpark Egmond aan Zee,In gebruik,Turbine,1,17,Noordzeewind,,POINT (596234.8674999997 5828973.1031)
turbines_en_ohvs.152,595809.8706,5829457.09964,NSW Offshore windpark Egmond aan Zee,In gebruik,Turbine,1,18,Noordzeewind,,POINT (595809.8707999997 5829457.0997)
turbines_en_ohvs.153,595384.87379,5829940.09625,NSW Offshore windpark Egmond aan Zee,In gebruik,Turbine,1,19,Noordzeewind,,POINT (595384.8739 5829940.0962000005)
turbines_en_ohvs.154,594959.87698,5830424.09277,NSW Offshore windpark Egmond aan Zee,In gebruik,Turbine,1,20,Noordzeewind,,POINT (594959.8771000002 5830424.092800001)
