Kenteken,Soort erkenning keuringsinstantie,Meld datum door keuringsinstantie,Meld tijd door keuringsinstantie,Gebrek identificatie,Soort erkenning omschrijving,Aantal gebreken geconstateerd,Meld datum door keuringsinstantie DT
00BDR7,AZ,20220125,1627,516,APK Zware voertuigen,2,01/25/2022 04:27:00 PM
00BDR7,AZ,20230124,1624,172,APK Zware voertuigen,1,01/24/2023 04:24:00 PM
00BDR7,AZ,20230124,1624,391,APK Zware voertuigen,2,01/24/2023 04:24:00 PM
00BDR7,AZ,20230124,1624,576,APK Zware voertuigen,1,01/24/2023 04:24:00 PM
00BDS1,AZ,20200226,1540,391,APK Zware voertuigen,1,02/26/2020 03:40:00 PM
00BDS1,AZ,20200226,1540,497,APK Zware voertuigen,1,02/26/2020 03:40:00 PM
00BDS1,AZ,20200226,1540,598,APK Zware voertuigen,1,02/26/2020 03:40:00 PM
00BDS1,AZ,20200226,1540,AC4,APK Zware voertuigen,1,02/26/2020 03:40:00 PM
00BDS1,AZ,20210303,1520,203,APK Zware voertuigen,3,03/03/2021 03:20:00 PM
00BDS1,AZ,20210303,1520,584,APK Zware voertuigen,1,03/03/2021 03:20:00 PM
00BDS1,AZ,20210303,1520,AC4,APK Zware voertuigen,1,03/03/2021 03:20:00 PM
00BDS1,AZ,20220314,1007,115,APK Zware voertuigen,1,03/14/2022 10:07:00 AM
00BDS1,AZ,20220314,1007,516,APK Zware voertuigen,1,03/14/2022 10:07:00 AM
00BDS1,AZ,20220314,1007,916,APK Zware voertuigen,1,03/14/2022 10:07:00 AM
00BDS1,AZ,20220314,1007,AC4,APK Zware voertuigen,1,03/14/2022 10:07:00 AM
00BDS2,AZ,20210210,1038,584,APK Zware voertuigen,1,02/10/2021 10:38:00 AM
00BDS2,AZ,20210210,1038,674,APK Zware voertuigen,1,02/10/2021 10:38:00 AM
00BDS2,AZ,20220208,1450,083,APK Zware voertuigen,1,02/08/2022 02:50:00 PM
00BDS2,AZ,20220208,1450,205,APK Zware voertuigen,1,02/08/2022 02:50:00 PM
00BDS2,AZ,20220208,1450,520,APK Zware voertuigen,1,02/08/2022 02:50:00 PM
00BDS2,AZ,20220208,1450,656,APK Zware voertuigen,1,02/08/2022 02:50:00 PM
00BDS4,AZ,20220314,1355,589,APK Zware voertuigen,1,03/14/2022 01:55:00 PM
00BDS5,AZ,20210917,1652,145,APK Zware voertuigen,1,09/17/2021 04:52:00 PM
00BDS5,AZ,20210917,1652,391,APK Zware voertuigen,1,09/17/2021 04:52:00 PM
00BDS5,AZ,20210917,1652,440,APK Zware voertuigen,1,09/17/2021 04:52:00 PM
00BDS5,AZ,20210917,1652,AC4,APK Zware voertuigen,1,09/17/2021 04:52:00 PM
00BDS5,AZ,20220920,1429,234,APK Zware voertuigen,2,09/20/2022 02:29:00 PM
00BDS5,AZ,20220920,1429,313,APK Zware voertuigen,2,09/20/2022 02:29:00 PM
00BDS5,AZ,20220920,1429,AC4,APK Zware voertuigen,1,09/20/2022 02:29:00 PM
00BDS5,TA,20210917,843,939,Controleapparaten,1,09/17/2021 08:43:00 AM
00BDS7,AZ,20210303,1452,205,APK Zware voertuigen,2,03/03/2021 02:52:00 PM
00BDS7,AZ,20210303,1452,259,APK Zware voertuigen,1,03/03/2021 02:52:00 PM
00BDS7,AZ,20210303,1452,635,APK Zware voertuigen,1,03/03/2021 02:52:00 PM
00BDS7,AZ,20220302,1609,AC4,APK Zware voertuigen,1,03/02/2022 04:09:00 PM
00BDS8,AZ,20200302,1645,226,APK Zware voertuigen,2,03/02/2020 04:45:00 PM
00BDS8,AZ,20200302,1645,259,APK Zware voertuigen,2,03/02/2020 04:45:00 PM
00BDS8,AZ,20200302,1645,391,APK Zware voertuigen,2,03/02/2020 04:45:00 PM
00BDS8,AZ,20200302,1645,434,APK Zware voertuigen,1,03/02/2020 04:45:00 PM
00BDS8,AZ,20200302,1645,475,APK Zware voertuigen,2,03/02/2020 04:45:00 PM
00BDS8,AZ,20200302,1645,542,APK Zware voertuigen,2,03/02/2020 04:45:00 PM
00BDS8,AZ,20210226,1412,029,APK Zware voertuigen,1,02/26/2021 02:12:00 PM
00BDS8,AZ,20210226,1412,388,APK Zware voertuigen,1,02/26/2021 02:12:00 PM
00BDS8,AZ,20210226,1412,532,APK Zware voertuigen,1,02/26/2021 02:12:00 PM
00BDS8,AZ,20210226,1412,589,APK Zware voertuigen,2,02/26/2021 02:12:00 PM
00BDS8,AZ,20220315,1351,259,APK Zware voertuigen,2,03/15/2022 01:51:00 PM
00BDS8,AZ,20220315,1351,516,APK Zware voertuigen,2,03/15/2022 01:51:00 PM
00BDS8,AZ,20220315,1351,524,APK Zware voertuigen,2,03/15/2022 01:51:00 PM
00BDS9,AZ,20200505,1213,295,APK Zware voertuigen,1,05/05/2020 12:13:00 PM
00BDS9,AZ,20200505,1213,589,APK Zware voertuigen,3,05/05/2020 12:13:00 PM
00BDS9,AZ,20200505,1213,AC4,APK Zware voertuigen,1,05/05/2020 12:13:00 PM
00BDS9,AZ,20210520,1652,205,APK Zware voertuigen,2,05/20/2021 04:52:00 PM
00BDS9,AZ,20210520,1652,392,APK Zware voertuigen,1,05/20/2021 04:52:00 PM
00BDS9,AZ,20210520,1652,414,APK Zware voertuigen,1,05/20/2021 04:52:00 PM
00BDS9,AZ,20210520,1652,475,APK Zware voertuigen,6,05/20/2021 04:52:00 PM
00BDS9,AZ,20210520,1652,516,APK Zware voertuigen,1,05/20/2021 04:52:00 PM
00BDS9,AZ,20210520,1652,571,APK Zware voertuigen,3,05/20/2021 04:52:00 PM
00BDS9,AZ,20210520,1652,656,APK Zware voertuigen,1,05/20/2021 04:52:00 PM
00BDS9,AZ,20220504,1541,AC4,APK Zware voertuigen,1,05/04/2022 03:41:00 PM
00BDT1,AZ,20200421,1523,147,APK Zware voertuigen,1,04/21/2020 03:23:00 PM
00BDT1,AZ,20200421,1523,169,APK Zware voertuigen,1,04/21/2020 03:23:00 PM
00BDT1,AZ,20200421,1523,259,APK Zware voertuigen,1,04/21/2020 03:23:00 PM
00BDT1,AZ,20200421,1523,429,APK Zware voertuigen,2,04/21/2020 03:23:00 PM
00BDT1,AZ,20200421,1523,475,APK Zware voertuigen,1,04/21/2020 03:23:00 PM
00BDT1,AZ,20200421,1523,516,APK Zware voertuigen,2,04/21/2020 03:23:00 PM
00BDT1,AZ,20200421,1523,576,APK Zware voertuigen,2,04/21/2020 03:23:00 PM
00BDT1,AZ,20200421,1523,589,APK Zware voertuigen,2,04/21/2020 03:23:00 PM
00BDT1,AZ,20210408,1605,391,APK Zware voertuigen,1,04/08/2021 04:05:00 PM
00BDT1,AZ,20220419,1529,AC1,APK Zware voertuigen,1,04/19/2022 03:29:00 PM
00BDT1,AZ,20220419,1529,AC4,APK Zware voertuigen,1,04/19/2022 03:29:00 PM
00BDT6,TA,20211213,1244,940,Controleapparaten,1,12/13/2021 12:44:00 PM
00BDT6,TA,20211213,1244,941,Controleapparaten,1,12/13/2021 12:44:00 PM
00BDT7,AZ,20200406,1104,571,APK Zware voertuigen,1,04/06/2020 11:04:00 AM
00BDT7,AZ,20200406,1104,610,APK Zware voertuigen,2,04/06/2020 11:04:00 AM
00BDT7,AZ,20210422,1131,295,APK Zware voertuigen,1,04/22/2021 11:31:00 AM
00BDT7,AZ,20210422,1131,391,APK Zware voertuigen,1,04/22/2021 11:31:00 AM
00BDT7,AZ,20220328,1440,203,APK Zware voertuigen,4,03/28/2022 02:40:00 PM
00BDT7,AZ,20220328,1440,316,APK Zware voertuigen,1,03/28/2022 02:40:00 PM
00BDT7,AZ,20220328,1440,597,APK Zware voertuigen,1,03/28/2022 02:40:00 PM
00BDT7,AZ,20220328,1440,AC4,APK Zware voertuigen,1,03/28/2022 02:40:00 PM
00BDT9,AZ,20210317,1420,203,APK Zware voertuigen,2,03/17/2021 02:20:00 PM
00BDT9,AZ,20210317,1420,346,APK Zware voertuigen,1,03/17/2021 02:20:00 PM
00BDT9,AZ,20210317,1420,430,APK Zware voertuigen,1,03/17/2021 02:20:00 PM
00BDT9,AZ,20220504,1052,203,APK Zware voertuigen,2,05/04/2022 10:52:00 AM
00BDT9,AZ,20220504,1052,259,APK Zware voertuigen,1,05/04/2022 10:52:00 AM
00BDT9,AZ,20220504,1052,311,APK Zware voertuigen,1,05/04/2022 10:52:00 AM
00BDT9,AZ,20220504,1052,516,APK Zware voertuigen,1,05/04/2022 10:52:00 AM
00BDV1,AZ,20200529,1610,516,APK Zware voertuigen,1,05/29/2020 04:10:00 PM
00BDV1,AZ,20200529,1610,AC4,APK Zware voertuigen,1,05/29/2020 04:10:00 PM
00BDV1,AZ,20210618,1642,475,APK Zware voertuigen,1,06/18/2021 04:42:00 PM
00BDV1,AZ,20210618,1642,AC1,APK Zware voertuigen,1,06/18/2021 04:42:00 PM
00BDV1,AZ,20210618,1642,AC4,APK Zware voertuigen,1,06/18/2021 04:42:00 PM
00BDV1,AZ,20220627,1640,AC4,APK Zware voertuigen,1,06/27/2022 04:40:00 PM
00BDV2,AZ,20200422,1655,475,APK Zware voertuigen,5,04/22/2020 04:55:00 PM
00BDV3,AZ,20200424,907,053,APK Zware voertuigen,1,04/24/2020 09:07:00 AM
00BDV3,AZ,20200424,907,169,APK Zware voertuigen,1,04/24/2020 09:07:00 AM
00BDV3,AZ,20210402,1134,216,APK Zware voertuigen,1,04/02/2021 11:34:00 AM
00BDV3,AZ,20210402,1134,589,APK Zware voertuigen,1,04/02/2021 11:34:00 AM
00BDV3,AZ,20220325,1141,053,APK Zware voertuigen,1,03/25/2022 11:41:00 AM
00BDV3,AZ,20220325,1141,216,APK Zware voertuigen,1,03/25/2022 11:41:00 AM
00BDV3,AZ,20220325,1141,391,APK Zware voertuigen,1,03/25/2022 11:41:00 AM
00BDV4,AZ,20210210,1519,053,APK Zware voertuigen,3,02/10/2021 03:19:00 PM
00BDV4,AZ,20210210,1519,392,APK Zware voertuigen,1,02/10/2021 03:19:00 PM
00BDV4,AZ,20210210,1519,AC4,APK Zware voertuigen,1,02/10/2021 03:19:00 PM
00BDV4,AZ,20220209,1059,053,APK Zware voertuigen,1,02/09/2022 10:59:00 AM
00BDV4,AZ,20220209,1059,572,APK Zware voertuigen,1,02/09/2022 10:59:00 AM
00BDV6,AZ,20200429,849,230,APK Zware voertuigen,1,04/29/2020 08:49:00 AM
00BDV6,AZ,20200429,849,259,APK Zware voertuigen,1,04/29/2020 08:49:00 AM
00BDV6,AZ,20200429,849,388,APK Zware voertuigen,1,04/29/2020 08:49:00 AM
00BDV6,AZ,20200429,849,436,APK Zware voertuigen,1,04/29/2020 08:49:00 AM
00BDV6,AZ,20200429,849,576,APK Zware voertuigen,1,04/29/2020 08:49:00 AM
00BDV6,AZ,20200429,849,589,APK Zware voertuigen,1,04/29/2020 08:49:00 AM
00BDV6,AZ,20210408,852,203,APK Zware voertuigen,1,04/08/2021 08:52:00 AM
00BDV6,AZ,20210408,852,259,APK Zware voertuigen,1,04/08/2021 08:52:00 AM
00BDV6,AZ,20210408,852,983,APK Zware voertuigen,1,04/08/2021 08:52:00 AM
00BDV6,AZ,20210413,1358,203,APK Zware voertuigen,4,04/13/2021 01:58:00 PM
00BDV6,AZ,20210413,1358,205,APK Zware voertuigen,4,04/13/2021 01:58:00 PM
00BDV6,AZ,20210413,1358,249,APK Zware voertuigen,1,04/13/2021 01:58:00 PM
00BDV6,AZ,20210413,1358,259,APK Zware voertuigen,1,04/13/2021 01:58:00 PM
00BDV6,AZ,20210413,1358,495,APK Zware voertuigen,1,04/13/2021 01:58:00 PM
00BDV6,AZ,20220426,1341,389,APK Zware voertuigen,1,04/26/2022 01:41:00 PM
00BDV6,AZ,20220426,1341,589,APK Zware voertuigen,1,04/26/2022 01:41:00 PM
00BDV6,AZ,20220426,1341,AC4,APK Zware voertuigen,1,04/26/2022 01:41:00 PM
00BDX1,AZ,20200528,1554,436,APK Zware voertuigen,1,05/28/2020 03:54:00 PM
00BDX1,AZ,20200528,1554,497,APK Zware voertuigen,2,05/28/2020 03:54:00 PM
00BDX1,AZ,20200528,1554,584,APK Zware voertuigen,1,05/28/2020 03:54:00 PM
00BDX1,AZ,20200528,1554,AC5,APK Zware voertuigen,1,05/28/2020 03:54:00 PM
00BDX1,AZ,20210527,1446,AC4,APK Zware voertuigen,1,05/27/2021 02:46:00 PM
00BDX1,AZ,20210527,1446,AC5,APK Zware voertuigen,1,05/27/2021 02:46:00 PM
00BDX1,AZ,20220614,1633,259,APK Zware voertuigen,1,06/14/2022 04:33:00 PM
00BDX1,AZ,20220614,1633,280,APK Zware voertuigen,2,06/14/2022 04:33:00 PM
00BDX1,AZ,20220614,1633,433,APK Zware voertuigen,1,06/14/2022 04:33:00 PM
00BDX1,AZ,20220614,1633,556,APK Zware voertuigen,1,06/14/2022 04:33:00 PM
00BDX1,AZ,20220614,1633,589,APK Zware voertuigen,1,06/14/2022 04:33:00 PM
00BDX1,AZ,20220614,1633,AC5,APK Zware voertuigen,1,06/14/2022 04:33:00 PM
00BDX2,AZ,20200501,1244,259,APK Zware voertuigen,1,05/01/2020 12:44:00 PM
00BDX2,AZ,20200501,1244,391,APK Zware voertuigen,1,05/01/2020 12:44:00 PM
00BDX2,AZ,20200501,1244,584,APK Zware voertuigen,1,05/01/2020 12:44:00 PM
00BDX2,AZ,20210415,1559,203,APK Zware voertuigen,1,04/15/2021 03:59:00 PM
00BDX2,AZ,20210415,1559,475,APK Zware voertuigen,1,04/15/2021 03:59:00 PM
00BDX2,AZ,20210415,1559,576,APK Zware voertuigen,1,04/15/2021 03:59:00 PM
00BDX2,AZ,20220426,1343,259,APK Zware voertuigen,2,04/26/2022 01:43:00 PM
00BDX2,AZ,20220426,1343,282,APK Zware voertuigen,2,04/26/2022 01:43:00 PM
00BDX2,AZ,20220426,1343,295,APK Zware voertuigen,1,04/26/2022 01:43:00 PM
00BDX2,AZ,20220426,1343,475,APK Zware voertuigen,2,04/26/2022 01:43:00 PM
00BDX3,AZ,20200313,936,470,APK Zware voertuigen,1,03/13/2020 09:36:00 AM
00BDX3,AZ,20210215,1200,487,APK Zware voertuigen,1,02/15/2021 12:00:00 PM
00BDX3,AZ,20220216,1617,205,APK Zware voertuigen,1,02/16/2022 04:17:00 PM
00BDX3,AZ,20220216,1617,239,APK Zware voertuigen,1,02/16/2022 04:17:00 PM
00BDX3,AZ,20220216,1617,475,APK Zware voertuigen,3,02/16/2022 04:17:00 PM
00BDX3,AZ,20220216,1617,516,APK Zware voertuigen,1,02/16/2022 04:17:00 PM
00BDX4,AZ,20200608,1618,205,APK Zware voertuigen,1,06/08/2020 04:18:00 PM
00BDX4,AZ,20200608,1618,475,APK Zware voertuigen,1,06/08/2020 04:18:00 PM
00BDX4,AZ,20200608,1618,572,APK Zware voertuigen,1,06/08/2020 04:18:00 PM
00BDX4,AZ,20200608,1618,AC4,APK Zware voertuigen,1,06/08/2020 04:18:00 PM
00BDX4,AZ,20210531,1507,475,APK Zware voertuigen,1,05/31/2021 03:07:00 PM
00BDX6,AZ,20200911,959,AC4,APK Zware voertuigen,1,09/11/2020 09:59:00 AM
00BDX6,AZ,20210922,1022,AC4,APK Zware voertuigen,1,09/22/2021 10:22:00 AM
00BDX7,AZ,20200511,1332,259,APK Zware voertuigen,1,05/11/2020 01:32:00 PM
00BDX7,AZ,20200511,1332,391,APK Zware voertuigen,3,05/11/2020 01:32:00 PM
00BDX7,AZ,20200511,1332,475,APK Zware voertuigen,1,05/11/2020 01:32:00 PM
00BDX7,AZ,20200511,1332,487,APK Zware voertuigen,1,05/11/2020 01:32:00 PM
00BDX7,AZ,20200511,1332,656,APK Zware voertuigen,1,05/11/2020 01:32:00 PM
00BDX7,AZ,20210419,1425,475,APK Zware voertuigen,2,04/19/2021 02:25:00 PM
00BDX7,AZ,20210419,1425,656,APK Zware voertuigen,1,04/19/2021 02:25:00 PM
00BDX7,AZ,20220513,1115,391,APK Zware voertuigen,3,05/13/2022 11:15:00 AM
00BDX7,AZ,20220513,1115,524,APK Zware voertuigen,2,05/13/2022 11:15:00 AM
00BDX7,AZ,20220513,1115,656,APK Zware voertuigen,1,05/13/2022 11:15:00 AM
00BDZ5,AZ,20200529,1202,203,APK Zware voertuigen,1,05/29/2020 12:02:00 PM
00BDZ5,AZ,20200529,1202,205,APK Zware voertuigen,1,05/29/2020 12:02:00 PM
00BDZ5,AZ,20200529,1202,475,APK Zware voertuigen,1,05/29/2020 12:02:00 PM
00BDZ5,AZ,20210609,1614,216,APK Zware voertuigen,2,06/09/2021 04:14:00 PM
00BDZ5,AZ,20210609,1614,224,APK Zware voertuigen,2,06/09/2021 04:14:00 PM
00BDZ5,AZ,20210609,1614,428,APK Zware voertuigen,2,06/09/2021 04:14:00 PM
00BDZ5,AZ,20210609,1614,475,APK Zware voertuigen,2,06/09/2021 04:14:00 PM
00BDZ5,AZ,20210609,1614,547,APK Zware voertuigen,1,06/09/2021 04:14:00 PM
00BDZ5,AZ,20210609,1614,979,APK Zware voertuigen,1,06/09/2021 04:14:00 PM
00BDZ5,AZ,20210609,1614,AC1,APK Zware voertuigen,1,06/09/2021 04:14:00 PM
00BDZ5,AZ,20210609,1614,AC4,APK Zware voertuigen,1,06/09/2021 04:14:00 PM
00BDZ5,AZ,20220527,1207,203,APK Zware voertuigen,1,05/27/2022 12:07:00 PM
00BDZ5,AZ,20220527,1207,205,APK Zware voertuigen,3,05/27/2022 12:07:00 PM
00BDZ5,AZ,20220527,1207,224,APK Zware voertuigen,1,05/27/2022 12:07:00 PM
00BDZ5,AZ,20220527,1207,259,APK Zware voertuigen,1,05/27/2022 12:07:00 PM
00BDZ5,AZ,20220527,1207,497,APK Zware voertuigen,1,05/27/2022 12:07:00 PM
00BDZ5,AZ,20220527,1207,AC4,APK Zware voertuigen,1,05/27/2022 12:07:00 PM
00BDZ6,AZ,20200708,1647,203,APK Zware voertuigen,1,07/08/2020 04:47:00 PM
00BDZ6,AZ,20200708,1647,205,APK Zware voertuigen,1,07/08/2020 04:47:00 PM
00BDZ6,AZ,20200708,1647,234,APK Zware voertuigen,2,07/08/2020 04:47:00 PM
00BDZ6,AZ,20200708,1647,250,APK Zware voertuigen,1,07/08/2020 04:47:00 PM
00BDZ6,AZ,20200708,1647,259,APK Zware voertuigen,1,07/08/2020 04:47:00 PM
00BDZ6,AZ,20200708,1647,584,APK Zware voertuigen,1,07/08/2020 04:47:00 PM
00BDZ6,AZ,20200708,1647,617,APK Zware voertuigen,1,07/08/2020 04:47:00 PM
00BDZ6,AZ,20210806,1032,250,APK Zware voertuigen,1,08/06/2021 10:32:00 AM
00BDZ6,AZ,20210806,1032,480,APK Zware voertuigen,1,08/06/2021 10:32:00 AM
00BDZ6,AZ,20210806,1032,507,APK Zware voertuigen,1,08/06/2021 10:32:00 AM
00BDZ6,AZ,20210806,1032,556,APK Zware voertuigen,1,08/06/2021 10:32:00 AM
00BDZ6,AZ,20220818,1529,497,APK Zware voertuigen,1,08/18/2022 03:29:00 PM
00BDZ6,AZ,20220818,1529,584,APK Zware voertuigen,1,08/18/2022 03:29:00 PM
00BDZ6,AZ,20220818,1529,589,APK Zware voertuigen,1,08/18/2022 03:29:00 PM
00BDZ6,AZ,20220818,1529,AC5,APK Zware voertuigen,1,08/18/2022 03:29:00 PM
00BDZ8,AZ,20200525,1659,205,APK Zware voertuigen,1,05/25/2020 04:59:00 PM
00BDZ8,AZ,20200525,1659,589,APK Zware voertuigen,1,05/25/2020 04:59:00 PM
00BDZ8,AZ,20211026,1338,028,APK Zware voertuigen,2,10/26/2021 01:38:00 PM
00BDZ8,AZ,20211026,1338,235,APK Zware voertuigen,2,10/26/2021 01:38:00 PM
00BDZ8,AZ,20211026,1338,391,APK Zware voertuigen,1,10/26/2021 01:38:00 PM
00BDZ8,AZ,20211026,1338,502,APK Zware voertuigen,1,10/26/2021 01:38:00 PM
00BDZ8,AZ,20211026,1338,AC4,APK Zware voertuigen,1,10/26/2021 01:38:00 PM
00BDZ8,AZ,20221021,1616,AC4,APK Zware voertuigen,1,10/21/2022 04:16:00 PM
00BDZ9,AZ,20210730,925,259,APK Zware voertuigen,1,07/30/2021 09:25:00 AM
00BDZ9,AZ,20220720,1546,205,APK Zware voertuigen,1,07/20/2022 03:46:00 PM
00BFB2,AZ,20200706,1351,484,APK Zware voertuigen,1,07/06/2020 01:51:00 PM
00BFB2,AZ,20220711,1316,259,APK Zware voertuigen,1,07/11/2022 01:16:00 PM
00BFB3,AZ,20200306,1518,205,APK Zware voertuigen,1,03/06/2020 03:18:00 PM
00BFB3,AZ,20220314,1649,203,APK Zware voertuigen,1,03/14/2022 04:49:00 PM
00BFB3,AZ,20220314,1649,205,APK Zware voertuigen,1,03/14/2022 04:49:00 PM
00BFB3,AZ,20220314,1649,207,APK Zware voertuigen,1,03/14/2022 04:49:00 PM
00BFB3,AZ,20220314,1649,475,APK Zware voertuigen,1,03/14/2022 04:49:00 PM
00BFB3,AZ,20220314,1649,547,APK Zware voertuigen,1,03/14/2022 04:49:00 PM
00BFB3,AZ,20220314,1649,548,APK Zware voertuigen,1,03/14/2022 04:49:00 PM
00BFB3,AZ,20220314,1649,AC4,APK Zware voertuigen,1,03/14/2022 04:49:00 PM
00BFB7,AZ,20200609,836,RA2,APK Zware voertuigen,1,06/09/2020 08:36:00 AM
00BFB7,AZ,20220406,1159,077,APK Zware voertuigen,2,04/06/2022 11:59:00 AM
00BFB7,AZ,20220406,1159,119,APK Zware voertuigen,1,04/06/2022 11:59:00 AM
00BFB7,AZ,20220406,1159,656,APK Zware voertuigen,1,04/06/2022 11:59:00 AM
00BFB7,AZ,20220406,1159,AC4,APK Zware voertuigen,1,04/06/2022 11:59:00 AM
00BFD4,AZ,20200707,1329,172,APK Zware voertuigen,1,07/07/2020 01:29:00 PM
00BFD4,AZ,20220715,1532,RA2,APK Zware voertuigen,1,07/15/2022 03:32:00 PM
00BFD7,AZ,20200902,1409,203,APK Zware voertuigen,1,09/02/2020 02:09:00 PM
00BFD7,AZ,20200902,1409,AC4,APK Zware voertuigen,1,09/02/2020 02:09:00 PM
00BFD7,AZ,20210729,1227,544,APK Zware voertuigen,2,07/29/2021 12:27:00 PM
00BFD7,AZ,20220818,1128,391,APK Zware voertuigen,2,08/18/2022 11:28:00 AM
00BFD7,AZ,20220818,1128,AC4,APK Zware voertuigen,1,08/18/2022 11:28:00 AM
00BFD9,AZ,20200803,1107,475,APK Zware voertuigen,1,08/03/2020 11:07:00 AM
00BFD9,AZ,20200803,1107,589,APK Zware voertuigen,1,08/03/2020 11:07:00 AM
00BFD9,AZ,20210802,1059,401,APK Zware voertuigen,1,08/02/2021 10:59:00 AM
00BFD9,AZ,20210802,1059,AC4,APK Zware voertuigen,1,08/02/2021 10:59:00 AM
00BFD9,AZ,20220802,957,516,APK Zware voertuigen,1,08/02/2022 09:57:00 AM
00BFD9,AZ,20220802,957,532,APK Zware voertuigen,1,08/02/2022 09:57:00 AM
00BFD9,AZ,20220802,957,AC4,APK Zware voertuigen,1,08/02/2022 09:57:00 AM
00BFF2,AZ,20200921,1007,516,APK Zware voertuigen,2,09/21/2020 10:07:00 AM
00BFG2,AZ,20210923,1618,053,APK Zware voertuigen,1,09/23/2021 04:18:00 PM
00BFG2,AZ,20210923,1618,115,APK Zware voertuigen,1,09/23/2021 04:18:00 PM
00BFG2,AZ,20210923,1618,319,APK Zware voertuigen,1,09/23/2021 04:18:00 PM
00BFG2,AZ,20220915,1338,516,APK Zware voertuigen,1,09/15/2022 01:38:00 PM
00BFG4,AZ,20200921,1027,429,APK Zware voertuigen,2,09/21/2020 10:27:00 AM
00BFG4,AZ,20200921,1027,576,APK Zware voertuigen,2,09/21/2020 10:27:00 AM
00BFG4,AZ,20200921,1027,656,APK Zware voertuigen,1,09/21/2020 10:27:00 AM
00BFG4,AZ,20211005,1039,391,APK Zware voertuigen,3,10/05/2021 10:39:00 AM
00BFG4,AZ,20211005,1039,429,APK Zware voertuigen,2,10/05/2021 10:39:00 AM
00BFG4,AZ,20211005,1039,576,APK Zware voertuigen,1,10/05/2021 10:39:00 AM
00BFG4,AZ,20211005,1039,589,APK Zware voertuigen,1,10/05/2021 10:39:00 AM
00BFG4,AZ,20211005,1039,656,APK Zware voertuigen,1,10/05/2021 10:39:00 AM
00BFG4,AZ,20221004,1422,169,APK Zware voertuigen,1,10/04/2022 02:22:00 PM
00BFG4,AZ,20221004,1422,475,APK Zware voertuigen,1,10/04/2022 02:22:00 PM
00BFG4,AZ,20221004,1422,516,APK Zware voertuigen,1,10/04/2022 02:22:00 PM
00BFG4,AZ,20221004,1422,AC4,APK Zware voertuigen,1,10/04/2022 02:22:00 PM
00BFG4,TA,20221004,1403,939,Controleapparaten,1,10/04/2022 02:03:00 PM
00BFG5,AZ,20201002,1443,589,APK Zware voertuigen,1,10/02/2020 02:43:00 PM
00BFG5,AZ,20210929,1007,298,APK Zware voertuigen,1,09/29/2021 10:07:00 AM
00BFG5,AZ,20210929,1007,584,APK Zware voertuigen,1,09/29/2021 10:07:00 AM
00BFG5,AZ,20210929,1007,656,APK Zware voertuigen,1,09/29/2021 10:07:00 AM
00BFG5,AZ,20220826,1036,584,APK Zware voertuigen,1,08/26/2022 10:36:00 AM
00BFG6,AZ,20200727,1501,259,APK Zware voertuigen,2,07/27/2020 03:01:00 PM
00BFG6,AZ,20200727,1501,475,APK Zware voertuigen,2,07/27/2020 03:01:00 PM
00BFG6,AZ,20210816,1658,391,APK Zware voertuigen,1,08/16/2021 04:58:00 PM
00BFG6,AZ,20210816,1658,419,APK Zware voertuigen,1,08/16/2021 04:58:00 PM
00BFG6,AZ,20210816,1658,475,APK Zware voertuigen,2,08/16/2021 04:58:00 PM
00BFG6,AZ,20210816,1658,AC4,APK Zware voertuigen,1,08/16/2021 04:58:00 PM
00BFG7,AZ,20200918,1518,050,APK Zware voertuigen,1,09/18/2020 03:18:00 PM
00BFG7,AZ,20200918,1518,250,APK Zware voertuigen,1,09/18/2020 03:18:00 PM
00BFG7,AZ,20200918,1518,259,APK Zware voertuigen,1,09/18/2020 03:18:00 PM
00BFG7,AZ,20200918,1518,434,APK Zware voertuigen,2,09/18/2020 03:18:00 PM
00BFG7,AZ,20200918,1518,497,APK Zware voertuigen,1,09/18/2020 03:18:00 PM
00BFG7,AZ,20200918,1518,586,APK Zware voertuigen,2,09/18/2020 03:18:00 PM
00BFG7,AZ,20200918,1518,610,APK Zware voertuigen,3,09/18/2020 03:18:00 PM
00BFG7,AZ,20200918,1518,AC4,APK Zware voertuigen,1,09/18/2020 03:18:00 PM
00BFG7,AZ,20210830,1106,586,APK Zware voertuigen,1,08/30/2021 11:06:00 AM
00BFG7,AZ,20210830,1106,610,APK Zware voertuigen,1,08/30/2021 11:06:00 AM
00BFG7,AZ,20220930,1502,234,APK Zware voertuigen,2,09/30/2022 03:02:00 PM
00BFG7,AZ,20220930,1502,359,APK Zware voertuigen,1,09/30/2022 03:02:00 PM
00BFG7,AZ,20220930,1502,568,APK Zware voertuigen,1,09/30/2022 03:02:00 PM
00BFG7,AZ,20220930,1502,586,APK Zware voertuigen,2,09/30/2022 03:02:00 PM
00BFG7,AZ,20220930,1502,610,APK Zware voertuigen,1,09/30/2022 03:02:00 PM
00BFG7,AZ,20220930,1502,AC4,APK Zware voertuigen,1,09/30/2022 03:02:00 PM
00BFG7,TA,20220624,1111,939,Controleapparaten,1,06/24/2022 11:11:00 AM
00BFH5,TA,20211209,910,923,Controleapparaten,1,12/09/2021 09:10:00 AM
00BFH7,AZ,20200610,1646,205,APK Zware voertuigen,1,06/10/2020 04:46:00 PM
00BFH7,AZ,20200610,1646,259,APK Zware voertuigen,1,06/10/2020 04:46:00 PM
