FID,omschr,portaalnr,wegdeelltr,kmtr,wegnummer,fk_veld4,ibn,gdb_geomattr_data,shape
portalen_kenmerk.28,staal (losstaande stalen constructie),0,R,67.48500061,002,KPK0001111507,I,,POINT (132824.96779999882 449412.6655000001)
portalen_kenmerk.29,staal (losstaande stalen constructie),0,R,67.69599915,002,KPK0001111508,I,,POINT (132819.37970000133 449206.74240000173)
portalen_kenmerk.30,viaduct (aan de zijkant van een viaduct),0,R,68.27400208,002,KPK0001111509,I,,POINT (132818.33799999952 448628.09959999844)
portalen_kenmerk.31,staal (losstaande stalen constructie),0,R,68.25,002,KPK0001111828,I,,POINT (132772.14119999856 448652.31799999997)
portalen_kenmerk.32,viaduct (aan de zijkant van een viaduct),0,R,10.81900024,076,KPK0000931107,I,,POINT (189921.73460000008 326882.11829999834)
portalen_kenmerk.33,staal (losstaande stalen constructie),0,R,223.102005,002,KPK0001095191,I,,POINT (188629.314100001 347320.9978)
portalen_kenmerk.34,staal (losstaande stalen constructie),0,R,1.13900006,005,KPK0001103998,I,,POINT (110235.35680000111 478555.99109999835)
portalen_kenmerk.35,staal (losstaande stalen constructie),0,R,7.09600019,009,KPK0001096040,I,,POINT (128252.49670000002 480988.17240000144)
portalen_kenmerk.36,staal (losstaande stalen constructie),0,R,7.51000023,009,KPK0001096043,I,,POINT (127900.94330000132 480767.73999999836)
portalen_kenmerk.37,staal (losstaande stalen constructie),0,R,24.36000061,016,KPK0001097004,I,,POINT (98508.41710000113 432437.62220000103)
portalen_kenmerk.38,staal (losstaande stalen constructie),0,R,57.44599915,006,KPK0000833837,I,,POINT (148989.85130000114 487850.4605999999)
portalen_kenmerk.39,staal (losstaande stalen constructie),0,R,50.33200073,015,KPK0001104877,I,,POINT (85797.27360000089 432020.32880000025)
portalen_kenmerk.40,viaduct (aan de zijkant van een viaduct),0,R,50.66699982,015,KPK0001104880,I,,POINT (86085.79710000008 432103.32669999823)
portalen_kenmerk.41,staal (losstaande stalen constructie),0,R,50.99399948,015,KPK0001104883,I,,POINT (86164.26579999924 432399.16739999875)
portalen_kenmerk.42,staal (losstaande stalen constructie),0,R,50.74499893,015,KPK0001104888,I,,POINT (86269.65900000185 432328.7197000012)
portalen_kenmerk.43,staal (losstaande stalen constructie),0,R,110.19799805,028,KPK0001105211,I,,POINT (210445.34650000185 515947.58150000125)
portalen_kenmerk.44,viaduct (aan de zijkant van een viaduct),0,R,110.83100128,028,KPK0001105212,I,,POINT (210341.49069999903 516571.99870000035)
portalen_kenmerk.45,staal (losstaande stalen constructie),0,R,111.40200043,028,KPK0001105213,I,,POINT (210249.57059999928 517134.11360000074)
portalen_kenmerk.46,staal (losstaande stalen constructie),0,R,112,028,KPK0001105214,I,,POINT (210147.42960000038 517719.7408999987)
portalen_kenmerk.47,staal (losstaande stalen constructie),0,R,32.95999908,835,KPK0001106075,I,,POINT (227393.41259999946 487107.9395999983)
portalen_kenmerk.48,viaduct (aan de zijkant van een viaduct),0,R,34.05199814,835,KPK0001106076,I,,POINT (228481.2413999997 487013.9626000002)
portalen_kenmerk.49,staal (losstaande stalen constructie),0,R,57.54999924,006,KPK0000920771,I,,POINT (148914.07470000163 488215.27800000086)
portalen_kenmerk.50,staal (losstaande stalen constructie),0,R,15.03299999,013,KPK0001204603,I,,POINT (87557.94810000062 442142.4316999987)
portalen_kenmerk.51,staal (losstaande stalen constructie),0,R,240.6190033,002,KPK0001126537,I,,POINT (184024.5177000016 330363.64869999886)
portalen_kenmerk.52,staal (losstaande stalen constructie),0,R,53.77999878,006,KPK0001149669,I,,POINT (146426.62209999934 485443.2908000015)
portalen_kenmerk.53,staal (losstaande stalen constructie),0,R,45.77399826,006,KPK0001149676,I,,POINT (139155.99920000136 482893.0212999992)
portalen_kenmerk.54,staal (losstaande stalen constructie),0,R,52.56200027,006,KPK0001149684,I,,POINT (145290.9499000013 484999.08370000124)
portalen_kenmerk.55,staal (losstaande stalen constructie),0,R,77.81700134,027,KPK0001114076,I,,POINT (138846.75989999995 453796.38610000163)
portalen_kenmerk.56,staal (losstaande stalen constructie),0,R,58.93799973,027,KPK0001138877,I,,POINT (136161.8211000003 445442.9012000002)
portalen_kenmerk.57,staal (losstaande stalen constructie),0,R,69.14600372,027,KPK0001138929,I,,POINT (138050.22450000048 450264.91849999875)
portalen_kenmerk.58,staal (losstaande stalen constructie),0,R,77.03900146,027,KPK0001138943,I,,POINT (138502.34479999915 453102.66120000184)
portalen_kenmerk.59,staal (losstaande stalen constructie),0,R,82.63999939,027,KPK0001139009,I,,POINT (138685.7034999989 458266.54410000145)
portalen_kenmerk.60,staal (losstaande stalen constructie),0,R,91.13600159,027,KPK0001139081,I,,POINT (141114.1873999983 466217.9873000011)
portalen_kenmerk.61,staal (losstaande stalen constructie),0,R,7.1960001,001,KPK0001218865,I,,POINT (128061.35660000145 483199.8900000006)
portalen_kenmerk.62,staal (losstaande stalen constructie),0,R,42.45399857,001,KPK0001218937,I,,POINT (156413.75879999995 466914.74159999937)
portalen_kenmerk.63,staal (losstaande stalen constructie),0,R,42.77600098,001,KPK0001218938,I,,POINT (156623.92810000107 466666.8572999984)
portalen_kenmerk.64,staal (losstaande stalen constructie),0,R,43.19499969,001,KPK0001218939,I,,POINT (156888.85159999877 466348.7457000017)
portalen_kenmerk.65,staal (losstaande stalen constructie),0,R,43.56800079,001,KPK0001218940,I,,POINT (157129.88489999995 466058.89240000024)
portalen_kenmerk.66,staal (losstaande stalen constructie),0,R,43.88600159,001,KPK0001218941,I,,POINT (157341.89939999953 465819.7767000012)
portalen_kenmerk.67,viaduct (aan de zijkant van een viaduct),0,R,44.56800079,001,KPK0001218952,I,,POINT (157785.72590000182 465307.29399999976)
portalen_kenmerk.68,staal (losstaande stalen constructie),0,R,35.93600082,002,KPK0001219119,I,,POINT (124889.11279999837 479100.27490000054)
portalen_kenmerk.69,staal (losstaande stalen constructie),0,R,21.12000084,027,KPK0001221622,I,,POINT (120566.50250000134 413989.438000001)
portalen_kenmerk.70,staal (losstaande stalen constructie),0,R,21.50200081,027,KPK0001221625,I,,POINT (120609.50950000063 414370.54740000144)
portalen_kenmerk.71,staal (losstaande stalen constructie),0,R,22.14299965,027,KPK0001221628,I,,POINT (120764.68560000136 414994.2371999994)
portalen_kenmerk.72,staal (losstaande stalen constructie),0,R,23.25300026,027,KPK0001221634,I,,POINT (121344.12269999832 415928.6409999989)
portalen_kenmerk.73,staal (losstaande stalen constructie),0,R,23.89900017,027,KPK0001221635,I,,POINT (121820.84549999982 416353.4010999985)
portalen_kenmerk.74,staal (losstaande stalen constructie),0,R,77.25499725,004,KPK0001204114,I,,POINT (87108.07059999928 432107.56599999964)
portalen_kenmerk.75,viaduct (aan de zijkant van een viaduct),0,R,50.125,059,KPK0001222887,I,,POINT (86010.90260000154 412932.59270000085)
portalen_kenmerk.76,staal (losstaande stalen constructie),0,R,89.3769989,059,KPK0001222901,I,,POINT (107552.91290000081 406723.69519999996)
portalen_kenmerk.77,staal (losstaande stalen constructie),0,R,89.69100189,059,KPK0001222904,I,,POINT (107834.9160999991 406813.63859999925)
portalen_kenmerk.78,staal (losstaande stalen constructie),0,R,90.3030014,059,KPK0001222909,I,,POINT (108435.83749999851 406999.35929999873)
portalen_kenmerk.79,staal (losstaande stalen constructie),0,R,90.94999695,059,KPK0001222917,I,,POINT (109062.5278000012 407155.72190000117)
portalen_kenmerk.80,staal (losstaande stalen constructie),0,R,240.31500244,002,KPK0001149510,I,,POINT (182991.17390000075 331977.78819999844)
portalen_kenmerk.81,staal (losstaande stalen constructie),0,R,241.73500061,002,KPK0001149513,I,,POINT (183327.33570000157 330781.35550000146)
portalen_kenmerk.82,staal (losstaande stalen constructie),0,R,241.13200378,002,KPK0001149516,I,,POINT (183624.68890000135 330693.79830000177)
portalen_kenmerk.83,staal (losstaande stalen constructie),0,R,43.52799988,006,KPK0001128630,I,,POINT (137431.5540000014 481459.1768999994)
portalen_kenmerk.84,staal (losstaande stalen constructie),0,R,44.16999817,006,KPK0001128643,I,,POINT (137921.3412999995 481872.56599999964)
portalen_kenmerk.85,staal (losstaande stalen constructie),0,R,45.05199814,006,KPK0001128654,I,,POINT (138600.6414999999 482431.9259000011)
portalen_kenmerk.86,staal (losstaande stalen constructie),0,R,46.33300018,006,KPK0001128667,I,,POINT (139609.06450000033 483218.4288999997)
portalen_kenmerk.87,staal (losstaande stalen constructie),0,R,54.11500168,006,KPK0001128757,I,,POINT (146663.4063999988 485636.0304000005)
portalen_kenmerk.88,staal (losstaande stalen constructie),0,R,54.71300125,006,KPK0001128771,I,,POINT (147173.40320000052 485966.97349999845)
portalen_kenmerk.89,staal (losstaande stalen constructie),0,R,57.00500107,006,KPK0001128807,I,,POINT (148571.92080000043 487738.23479999974)
portalen_kenmerk.90,staal (losstaande stalen constructie),0,R,58.80199814,006,KPK0001128821,I,,POINT (150005.57710000128 488794.42709999904)
portalen_kenmerk.91,staal (losstaande stalen constructie),0,R,61.55400085,006,KPK0001128860,I,,POINT (152327.03449999914 490298.91690000147)
portalen_kenmerk.92,staal (losstaande stalen constructie),0,R,43.04299927,006,KPK0001149538,I,,POINT (137008.77529999986 481201.8267999999)
portalen_kenmerk.93,staal (losstaande stalen constructie),0,R,49.3730011,006,KPK0001149560,I,,POINT (142156.04940000176 484799.0557000004)
portalen_kenmerk.94,staal (losstaande stalen constructie),0,R,51.81700134,006,KPK0001149565,I,,POINT (144540.1136999987 485025.1966000013)
portalen_kenmerk.95,staal (losstaande stalen constructie),0,R,52.1609993,006,KPK0001149569,I,,POINT (144890.07889999822 484968.40199999884)
portalen_kenmerk.96,viaduct (aan de zijkant van een viaduct),0,R,38.84799957,027,KPK0001221667,I,,POINT (125520.75340000167 430617.11140000075)
portalen_kenmerk.97,staal (losstaande stalen constructie),0,R,39.44599915,027,KPK0001221671,I,,POINT (125730.03049999848 431185.1479000002)
portalen_kenmerk.98,staal (losstaande stalen constructie),0,R,39.95000076,027,KPK0001221677,I,,POINT (125905.46290000156 431658.69590000063)
portalen_kenmerk.99,viaduct (aan de zijkant van een viaduct),0,R,40.44100189,027,KPK0001221682,I,,POINT (126084.27470000088 432117.73160000145)
portalen_kenmerk.100,staal (losstaande stalen constructie),0,R,40.9980011,027,KPK0001221685,I,,POINT (126287.42289999872 432635.97879999876)
portalen_kenmerk.101,staal (losstaande stalen constructie),0,R,41.5,027,KPK0001221686,I,,POINT (126471.0876000002 433104.248300001)
portalen_kenmerk.102,staal (losstaande stalen constructie),0,R,41.90800095,027,KPK0001221693,I,,POINT (126619.72520000115 433484.20969999954)
portalen_kenmerk.103,staal (losstaande stalen constructie),0,R,42.38199997,027,KPK0001221694,I,,POINT (126758.65170000121 433935.88589999825)
portalen_kenmerk.104,viaduct (aan de zijkant van een viaduct),0,R,50.125,059,KPK0001223001,I,,POINT (86011.01850000024 412936.9527999982)
portalen_kenmerk.105,staal (losstaande stalen constructie),0,R,54.60900116,006,KPK0001149582,I,,POINT (147104.35660000145 485904.98600000143)
portalen_kenmerk.106,staal (losstaande stalen constructie),0,R,18.27599907,027,KPK0001138344,I,,POINT (120221.7237999998 411179.12139999866)
portalen_kenmerk.107,staal (losstaande stalen constructie),0,R,22.14699936,027,KPK0001138394,I,,POINT (120781.94949999824 414991.0245000012)
portalen_kenmerk.108,staal (losstaande stalen constructie),0,R,24.45000076,027,KPK0001138422,I,,POINT (122214.98629999906 416748.2782000005)
portalen_kenmerk.109,staal (losstaande stalen constructie),0,R,27.34199905,027,KPK0001138460,I,,POINT (123242.37339999899 419415.09530000016)
portalen_kenmerk.110,staal (losstaande stalen constructie),0,R,31.40500069,027,KPK0001138502,I,,POINT (123530.87429999933 423462.6583000012)
portalen_kenmerk.111,staal (losstaande stalen constructie),0,R,35.09000015,027,KPK0001138551,I,,POINT (124432.24280000106 427028.7168999985)
portalen_kenmerk.112,staal (losstaande stalen constructie),0,R,35.375,027,KPK0001138564,I,,POINT (124513.43930000067 427317.1143000014)
portalen_kenmerk.113,staal (losstaande stalen constructie),0,R,35.68199921,027,KPK0001138578,I,,POINT (124587.46730000153 427612.5647)
portalen_kenmerk.114,staal (losstaande stalen constructie),0,R,42.37900162,027,KPK0001138663,I,,POINT (126744.67859999835 433932.6673000008)
portalen_kenmerk.115,staal (losstaande stalen constructie),0,R,43.5,027,KPK0001138677,I,,POINT (127018.1341000013 435021.0254999995)
portalen_kenmerk.116,staal (losstaande stalen constructie),0,R,44.38499832,027,KPK0001138690,I,,POINT (127235.06340000033 435880.04879999906)
portalen_kenmerk.117,staal (losstaande stalen constructie),0,R,46.4469986,027,KPK0001138718,I,,POINT (127956.0560999997 437808.8936999999)
portalen_kenmerk.118,staal (losstaande stalen constructie),0,R,51.79299927,027,KPK0001138762,I,,POINT (131730.91690000147 440838.50759999827)
portalen_kenmerk.119,staal (losstaande stalen constructie),0,R,55.58300018,027,KPK0001138817,I,,POINT (134931.67130000144 442379.8216000013)
portalen_kenmerk.120,staal (losstaande stalen constructie),0,R,36.9129982,027,KPK0001139265,I,,POINT (124785.10990000144 428877.4748999998)
portalen_kenmerk.121,staal (losstaande stalen constructie),0,R,147.19000244,050,KPK0001142098,I,,POINT (176886.00439999998 429359.5978000015)
portalen_kenmerk.122,staal (losstaande stalen constructie),0,R,155.06300354,001,KPK0001219071,I,,POINT (246756.6297999993 478956.94200000167)
portalen_kenmerk.123,staal (losstaande stalen constructie),0,R,155.16499329,001,KPK0001219072,I,,POINT (246839.0447999984 478894.5089999996)
portalen_kenmerk.124,staal (losstaande stalen constructie),0,R,131.29699707,059,KPK0001203506,I,,POINT (147249.9803000018 413955.2923000008)
portalen_kenmerk.125,viaduct (aan de zijkant van een viaduct),0,R,115.05200195,073,KPK0001223329,I,,POINT (177332.21609999985 430045.44420000166)
portalen_kenmerk.126,staal (losstaande stalen constructie),8039,R,9.70300007,076,KPK0001223372,I,,POINT (189197.56109999865 327686.7996000014)
portalen_kenmerk.127,staal (losstaande stalen constructie),0,R,10.30000019,076,KPK0001223377,I,,POINT (189657.88230000064 327331.0020000003)
portalen_kenmerk.128,viaduct (aan de zijkant van een viaduct),0,R,100.34400177,027,KPK0001149817,I,,POINT (145514.3150999993 473859.8073000014)
portalen_kenmerk.129,viaduct (aan de zijkant van een viaduct),0,R,16.70000076,013,KPK0001204619,I,,POINT (88296.85619999841 440633.7415000014)
portalen_kenmerk.130,staal (losstaande stalen constructie),0,R,204.90699768,050,KPK0001142196,I,,POINT (198178.04720000178 467689.9732999988)
portalen_kenmerk.131,staal (losstaande stalen constructie),8034,R,6.30000019,076,KPK0001144363,I,,POINT (186044.42650000006 328865.35379999876)
portalen_kenmerk.132,staal (losstaande stalen constructie),8035,R,6.95499992,076,KPK0001144377,I,,POINT (186651.28440000117 328638.2250000015)
portalen_kenmerk.133,staal (losstaande stalen constructie),8037,R,8.32199955,076,KPK0001144392,I,,POINT (187894.85759999976 328119.26630000025)
portalen_kenmerk.134,viaduct (aan de zijkant van een viaduct),0,R,11.71100044,076,KPK0001144418,I,,POINT (190269.23539999872 326063.8839999996)
portalen_kenmerk.135,staal (losstaande stalen constructie),0,R,12.77400017,076,KPK0001144433,I,,POINT (190896.49190000072 325236.8423999995)
portalen_kenmerk.136,staal (losstaande stalen constructie),0,R,30.84199905,002,KPK0001219242,I,,POINT (122660.07669999823 482654.50180000067)
portalen_kenmerk.137,staal (losstaande stalen constructie),0,R,31.07999992,002,KPK0001219243,I,,POINT (122682.25349999964 482411.5152999982)
portalen_kenmerk.138,staal (losstaande stalen constructie),0,R,114.44999695,073,KPK0001223319,I,,POINT (177368.10810000077 429981.4673999995)
portalen_kenmerk.139,viaduct (aan de zijkant van een viaduct),0,R,10.68599987,076,KPK0001223383,I,,POINT (189851.0375000015 326998.6994000003)
portalen_kenmerk.140,viaduct (aan de zijkant van een viaduct),0,R,11.69200039,076,KPK0001223384,I,,POINT (190251.46620000154 326076.9803000018)
portalen_kenmerk.141,staal (losstaande stalen constructie),8042,R,12.30099964,076,KPK0001223390,I,,POINT (190524.89970000088 325535.7525999993)
portalen_kenmerk.142,staal (losstaande stalen constructie),8019,R,1.50999999,076,KPK0001144292,I,,POINT (181983.08630000055 330676.1788999997)
portalen_kenmerk.143,staal (losstaande stalen constructie),8022,R,2.4000001,076,KPK0001144305,I,,POINT (182834.51929999888 330932.557599999)
portalen_kenmerk.144,staal (losstaande stalen constructie),0,R,4.39499998,076,KPK0001144331,I,,POINT (184486.2837000005 329949.26209999993)
portalen_kenmerk.145,staal (losstaande stalen constructie),0,R,6.30200005,076,KPK0001150479,I,,POINT (186050.85550000146 328874.8029999994)
portalen_kenmerk.146,viaduct (aan de zijkant van een viaduct),0,R,2.03500009,076,KPK0001150512,I,,POINT (183092.95639999956 330960.83949999884)
portalen_kenmerk.147,staal (losstaande stalen constructie),0,R,169.38000488,002,KPK0001219406,I,,POINT (162405.98180000111 379527.7912000008)
portalen_kenmerk.148,staal (losstaande stalen constructie),0,R,169.90499878,002,KPK0001219407,I,,POINT (162881.48939999938 379343.24390000105)
portalen_kenmerk.149,staal (losstaande stalen constructie),0,R,27.01600075,028,KPK0001140292,I,,POINT (157585.52010000125 464888.5458999984)
portalen_kenmerk.150,staal (losstaande stalen constructie),0,R,54.9090004,035,KPK0001140972,I,,POINT (246843.59950000048 478909.9913999997)
portalen_kenmerk.151,staal (losstaande stalen constructie),0,R,52.80400085,035,KPK0001150215,I,,POINT (245355.09710000083 480407.37889999896)
portalen_kenmerk.152,staal (losstaande stalen constructie),0,R,156.91799927,050,KPK0001141521,I,,POINT (181369.43310000002 437509.1019000001)
portalen_kenmerk.153,staal (losstaande stalen constructie),0,R,161.84100342,050,KPK0001141573,I,,POINT (181197.31500000134 442346.17650000006)
portalen_kenmerk.154,staal (losstaande stalen constructie),0,R,184.71899414,050,KPK0001141706,I,,POINT (192216.47659999877 449881.33900000155)
portalen_kenmerk.155,staal (losstaande stalen constructie),0,R,185.80099487,050,KPK0001141718,I,,POINT (192542.05669999868 450911.5042000003)
portalen_kenmerk.156,staal (losstaande stalen constructie),0,R,187.03700256,050,KPK0001141724,I,,POINT (192866.4433999993 452103.929299999)
portalen_kenmerk.157,staal (losstaande stalen constructie),0,R,187.74699402,050,KPK0001141738,I,,POINT (193036.93210000172 452795.4710999988)
portalen_kenmerk.158,staal (losstaande stalen constructie),0,R,191.74299622,050,KPK0001141778,I,,POINT (193682.21139999852 456733.5315999985)
portalen_kenmerk.159,staal (losstaande stalen constructie),0,R,170.58000183,002,KPK0001219416,I,,POINT (163223.9486999996 378783.1094999984)
portalen_kenmerk.160,staal (losstaande stalen constructie),0,R,171.21400452,002,KPK0001219420,I,,POINT (163387.5111999996 378170.28269999847)
portalen_kenmerk.161,staal (losstaande stalen constructie),0,R,171.94299316,002,KPK0001219423,I,,POINT (163578.5496999994 377467.80420000106)
portalen_kenmerk.162,staal (losstaande stalen constructie),0,R,172.63800049,002,KPK0001219424,I,,POINT (163823.1634999998 376814.63069999963)
portalen_kenmerk.163,staal (losstaande stalen constructie),0,R,173.33999634,002,KPK0001219429,I,,POINT (164179.14869999886 376213.9103000015)
portalen_kenmerk.164,staal (losstaande stalen constructie),0,R,174.04100037,002,KPK0001219430,I,,POINT (164536.5364000015 375612.0181999989)
portalen_kenmerk.165,staal (losstaande stalen constructie),0,R,97.98799896,004,KPK0001219706,I,,POINT (86399.41739999875 413511.4979000017)
portalen_kenmerk.166,staal (losstaande stalen constructie),0,R,98.36599731,004,KPK0001219707,I,,POINT (86270.0225000009 413156.76029999927)
portalen_kenmerk.167,staal (losstaande stalen constructie),0,R,13.74400043,004,KPK0001219737,I,,POINT (108002.70789999887 475823.76300000027)
portalen_kenmerk.168,staal (losstaande stalen constructie),0,R,14.19499969,004,KPK0001219738,I,,POINT (107702.95490000024 475494.89939999953)
portalen_kenmerk.169,staal (losstaande stalen constructie),0,R,14.36999989,004,KPK0001219739,I,,POINT (107588.1400000006 475366.83089999855)
portalen_kenmerk.170,staal (losstaande stalen constructie),0,R,14.60000038,004,KPK0001219740,I,,POINT (107435.94350000098 475197.0656999983)
portalen_kenmerk.171,staal (losstaande stalen constructie),0,R,14.78999996,004,KPK0001219741,I,,POINT (107309.30449999869 475055.60830000043)
portalen_kenmerk.172,staal (losstaande stalen constructie),0,R,15.44999981,004,KPK0001219742,I,,POINT (106866.75429999828 474561.92990000173)
portalen_kenmerk.173,staal (losstaande stalen constructie),0,R,15.70199966,004,KPK0001219753,I,,POINT (106672.46660000086 474345.1656999998)
portalen_kenmerk.174,staal (losstaande stalen constructie),0,R,16.19599915,004,KPK0001219754,I,,POINT (106342.06599999964 473973.92760000005)
portalen_kenmerk.175,staal (losstaande stalen constructie),0,R,1.05700004,005,KPK0001219881,I,,POINT (110304.9822999984 478485.25239999965)
portalen_kenmerk.176,staal (losstaande stalen constructie),0,R,0.60500002,005,KPK0001219882,I,,POINT (109980.57110000029 478089.61360000074)
portalen_kenmerk.177,staal (losstaande stalen constructie),0,R,1.66999996,005,KPK0001219891,I,,POINT (110255.46400000155 479086.12420000136)
portalen_kenmerk.178,staal (losstaande stalen constructie),0,R,2.16000009,005,KPK0001219892,I,,POINT (110287.20080000162 479574.0929999985)
portalen_kenmerk.179,staal (losstaande stalen constructie),0,R,2.6400001,005,KPK0001219893,I,,POINT (110318.30029999837 480051.08029999956)
portalen_kenmerk.180,staal (losstaande stalen constructie),0,R,3.38199997,005,KPK0001219900,I,,POINT (110366.44590000063 480789.5124000013)
portalen_kenmerk.181,staal (losstaande stalen constructie),0,R,3.96499991,005,KPK0001219903,I,,POINT (110404.44200000167 481372.2749999985)
portalen_kenmerk.182,staal (losstaande stalen constructie),0,R,4.42999983,005,KPK0001219904,I,,POINT (110434.63060000166 481835.29190000147)
portalen_kenmerk.183,staal (losstaande stalen constructie),0,R,5.01999998,005,KPK0001219905,I,,POINT (110472.95199999958 482423.04399999976)
portalen_kenmerk.184,staal (losstaande stalen constructie),0,R,142.91900635,007,KPK0001204327,I,,POINT (189881.34109999985 553932.1750999987)
portalen_kenmerk.185,staal (losstaande stalen constructie),0,R,143.71699524,007,KPK0001204332,I,,POINT (190553.9695999995 554385.947900001)
portalen_kenmerk.186,staal (losstaande stalen constructie),0,R,61.40999985,012,KPK0001204551,I,,POINT (137005.93450000137 452023.0040999986)
portalen_kenmerk.187,staal (losstaande stalen constructie),0,R,61.93099976,012,KPK0001204555,I,,POINT (137510.50400000066 451915.46229999885)
portalen_kenmerk.188,staal (losstaande stalen constructie),0,R,62.12200165,012,KPK0001204559,I,,POINT (137693.13419999927 451923.2104999982)
portalen_kenmerk.189,staal (losstaande stalen constructie),0,R,5.66599989,005,KPK0001219915,I,,POINT (110514.91679999977 483066.6774000004)
portalen_kenmerk.190,staal (losstaande stalen constructie),0,R,57.37400055,006,KPK0000915357,I,,POINT (148829.2226999998 487997.61840000004)
portalen_kenmerk.191,staal (losstaande stalen constructie),0,R,45.18999863,006,KPK0001129029,I,,POINT (138738.0148999989 482477.13589999825)
portalen_kenmerk.192,staal (losstaande stalen constructie),0,R,55.8219986,006,KPK0000915346,I,,POINT (147974.95340000093 486720.4675000012)
portalen_kenmerk.193,staal (losstaande stalen constructie),0,R,3.50200009,001,KPK0001216970,I,,POINT (125646.86780000106 484205.06760000065)
portalen_kenmerk.194,staal (losstaande stalen constructie),0,R,5.13000011,001,KPK0001216983,I,,POINT (126580.6501000002 484616.1970000006)
portalen_kenmerk.195,staal (losstaande stalen constructie),0,R,5.40999985,001,KPK0001216984,I,,POINT (126814.7135999985 484466.26630000025)
portalen_kenmerk.196,staal (losstaande stalen constructie),0,R,5.73000002,001,KPK0001216985,I,,POINT (127073.73600000143 484276.7708999999)
portalen_kenmerk.197,staal (losstaande stalen constructie),0,R,28.86499977,001,KPK0001203596,I,,POINT (144372.21669999883 472106.72250000015)
