OBJECTID,PUIC,NAAM,POSITIONELE_NAUWKEURIGHEID_MM,LEVENSCYCLUS_STATUS,RELATIEVEHOOGTELIGGING,TIJDSTIP_REGISTRATIE,REF_TERREINVERLICHTING_PUIC,GELDIG_VANAF,PUBLICATIEDATUM,KMLINT,KMLINT_OMSCHRIJVING,GEOCODE,SUBCODE,GEOCODE_NR,GEOSUBCODE,GEOCODE_NAAM,KM_GEOCODE,KM_GEOCODE_T,OFFSET,OFFSET_T,BEHEERDER,ONDERHOUDSREGIO_NAAM,ONDERHOUDSREGIO_AFKORTING,TECHNIEKVELD,PGO_GEBIED_NAAM,PGO_GEBIED_NR,OPC_GEBIED_NAAM,OPC_GEBIED_NR,PCA,X,Y,LATITUDE,LONGITUDE
58,4988c489-3ad4-4fb7-91f7-e2243be06d01,,60,Bestaand,,2020/11/05 00:00:00+00,6b637180-e47e-44ed-bfaa-89349129bf9b,2022/12/21 18:01:08+00,,Zl-Lw,Zwolle - Leeuwarden ,602,b,602,602_b,Herfte Aansl.,77.465716,"77,465716",53.863737,"53,863737",ProRail,Noord-Oost,NO,BAAN,Drenthe,440,Overijssel,34,ASSET Rail,206348.926,502476.821,52.50756346,6.14353485
59,79c9bbc3-d25a-474c-9845-847fb2b1d464,,60,Bestaand,,2020/11/05 00:00:00+00,6b637180-e47e-44ed-bfaa-89349129bf9b,2022/12/21 18:01:08+00,,Zl-Lw,Zwolle - Leeuwarden ,602,b,602,602_b,Herfte Aansl.,77.462177,"77,462177",64.314461,"64,314461",ProRail,Noord-Oost,NO,BAAN,Drenthe,440,Overijssel,34,ASSET Rail,206353.292,502466.676,52.50747188,6.14359759
60,035a7b1d-31b3-4ed7-bc45-4467873bedd6,,60,Bestaand,,2020/11/05 00:00:00+00,6b637180-e47e-44ed-bfaa-89349129bf9b,2022/12/21 18:01:08+00,,Zl-Lw,Zwolle - Leeuwarden ,602,b,602,602_b,Herfte Aansl.,77.370145,"77,370145",26.499074,"26,499074",ProRail,Noord-Oost,NO,BAAN,Drenthe,440,Overijssel,34,ASSET Rail,206260.912,502432.257,52.50717124,6.14223174
61,5d397ffb-66ce-4f39-b647-6296d86ca0ff,,60,Bestaand,,2020/11/05 00:00:00+00,6b637180-e47e-44ed-bfaa-89349129bf9b,2022/12/21 18:01:08+00,,Zl-Lw,Zwolle - Leeuwarden ,602,b,602,602_b,Herfte Aansl.,77.419701,"77,419701",39.928708,"39,928708",ProRail,Noord-Oost,NO,BAAN,Drenthe,440,Overijssel,34,ASSET Rail,206305.143,502455.976,52.50738024,6.14288681
62,a2668d3e-df00-41ff-ac94-53a7cb7ce804,,60,Bestaand,,2020/11/05 00:00:00+00,6b637180-e47e-44ed-bfaa-89349129bf9b,2022/12/21 18:01:08+00,,Zl-Lw,Zwolle - Leeuwarden ,602,b,602,602_b,Herfte Aansl.,77.39407,"77,394070",33.353676,"33,353676",ProRail,Noord-Oost,NO,BAAN,Drenthe,440,Overijssel,34,ASSET Rail,206282.839,502444.334,52.50727772,6.14255653
63,46138703-2bf9-461f-b669-f8f45eb0afd9,,60,Bestaand,,2020/11/05 00:00:00+00,6b637180-e47e-44ed-bfaa-89349129bf9b,2022/12/21 18:01:08+00,,Zl-Lw,Zwolle - Leeuwarden ,602,b,602,602_b,Herfte Aansl.,77.391001,"77,391001",43.775861,"43,775861",ProRail,Noord-Oost,NO,BAAN,Drenthe,440,Overijssel,34,ASSET Rail,206287.981,502434.757,52.50719117,6.14263079
64,63e61603-e8fb-45ec-be4c-b50de4491da4,,60,Bestaand,,2020/11/05 00:00:00+00,6b637180-e47e-44ed-bfaa-89349129bf9b,2022/12/21 18:01:08+00,,Zl-Lw,Zwolle - Leeuwarden ,602,b,602,602_b,Herfte Aansl.,77.416925,"77,416925",50.47429,"50,474290",ProRail,Noord-Oost,NO,BAAN,Drenthe,440,Overijssel,34,ASSET Rail,206310.144,502446.278,52.50729262,6.14295897
65,1524f7e4-dee7-4ef4-9635-e79e72fb5d57,,60,Bestaand,,2022/02/23 00:00:00+00,fa3fe2a1-f5b1-47c3-8da1-38a8c33b5bdc,2022/12/21 18:01:08+00,,Vl-Ehv,Venlo - Eindhoven ,618,b,618,618_b,Eindhoven,50.408769,"50,408769",-103.764889,"-103,764889",ProRail,Zuid,Z,BAAN,De Peel,300,Eindhoven,24,ASSET Rail,162590.945,383905.466,51.44419076,5.49638785
66,7bf48dd9-1844-4626-9e4e-1aeeb582b5af,,60,Bestaand,,2022/02/23 00:00:00+00,fa3fe2a1-f5b1-47c3-8da1-38a8c33b5bdc,2022/12/21 18:01:08+00,,Vl-Ehv,Venlo - Eindhoven ,618,b,618,618_b,Eindhoven,50.345884,"50,345884",-110.969101,"-110,969101",ProRail,Zuid,Z,BAAN,De Peel,300,Eindhoven,24,ASSET Rail,162651.787,383906.473,51.44419899,5.49726303
67,65e7d13b-7ba0-473a-ac0d-9e336f379463,,60,Bestaand,,2022/02/23 00:00:00+00,fa3fe2a1-f5b1-47c3-8da1-38a8c33b5bdc,2022/12/21 18:01:08+00,,Vl-Ehv,Venlo - Eindhoven ,618,b,618,618_b,Eindhoven,50.217441,"50,217441",-107.863168,"-107,863168",ProRail,Zuid,Z,BAAN,De Peel,300,Eindhoven,24,ASSET Rail,162769.237,383917.411,51.4442957,5.49895267
68,97ec1ccc-2b28-4a04-b90f-6f064450c775,,60,Bestaand,,2022/02/23 00:00:00+00,fa3fe2a1-f5b1-47c3-8da1-38a8c33b5bdc,2022/12/21 18:01:08+00,,Vl-Ehv,Venlo - Eindhoven ,618,b,618,618_b,Eindhoven,50.842326,"50,842326",-69.650476,"-69,650476",ProRail,Zuid,Z,BAAN,De Peel,300,Eindhoven,24,ASSET Rail,162167.461,383854.864,51.44374147,5.49029542
69,ca3f79b5-780d-4de3-bf90-8c15b0c271c3,,60,Bestaand,,2022/02/23 00:00:00+00,fa3fe2a1-f5b1-47c3-8da1-38a8c33b5bdc,2022/12/21 18:01:08+00,,Vl-Ehv,Venlo - Eindhoven ,618,b,618,618_b,Eindhoven,50.681257,"50,681257",-63.293486,"-63,293486",ProRail,Zuid,Z,BAAN,De Peel,300,Eindhoven,24,ASSET Rail,162321.367,383895.33,51.44410322,5.49251003
70,2e7e15d5-779f-496e-8419-77cf9265a634,,60,Bestaand,,2022/02/23 00:00:00+00,fa3fe2a1-f5b1-47c3-8da1-38a8c33b5bdc,2022/12/21 18:01:08+00,,Vl-Ehv,Venlo - Eindhoven ,618,b,618,618_b,Eindhoven,50.247584,"50,247584",-109.687082,"-109,687082",ProRail,Zuid,Z,BAAN,De Peel,300,Eindhoven,24,ASSET Rail,162738.675,383914.578,51.44427065,5.498513
71,b2498d7d-f198-4777-8c13-1ccf606f377c,,60,Bestaand,,2022/02/23 00:00:00+00,fa3fe2a1-f5b1-47c3-8da1-38a8c33b5bdc,2022/12/21 18:01:08+00,,Vl-Ehv,Venlo - Eindhoven ,618,b,618,618_b,Eindhoven,50.277235,"50,277235",-111.488468,"-111,488468",ProRail,Zuid,Z,BAAN,De Peel,300,Eindhoven,24,ASSET Rail,162708.612,383911.784,51.44424595,5.49808052
72,c45da01c-088c-4d92-badf-9b2ec99e7b0e,,60,Bestaand,,2022/02/23 00:00:00+00,fa3fe2a1-f5b1-47c3-8da1-38a8c33b5bdc,2022/12/21 18:01:08+00,,Vl-Ehv,Venlo - Eindhoven ,618,b,618,618_b,Eindhoven,50.315314,"50,315314",-112.138564,"-112,138564",ProRail,Zuid,Z,BAAN,De Peel,300,Eindhoven,24,ASSET Rail,162681.751,383909.303,51.44422402,5.49769409
73,96c10635-3838-449b-9c2a-f75abd87296b,,60,Bestaand,,2022/02/23 00:00:00+00,fa3fe2a1-f5b1-47c3-8da1-38a8c33b5bdc,2022/12/21 18:01:08+00,,Vl-Ehv,Venlo - Eindhoven ,618,b,618,618_b,Eindhoven,50.367321,"50,367321",-91.350471,"-91,350471",ProRail,Zuid,Z,BAAN,De Peel,300,Eindhoven,24,ASSET Rail,162628.282,383923.121,51.44434895,5.49692529
74,0a0a9775-6c99-4980-aee8-15f953dd2faf,,60,Bestaand,,2022/02/23 00:00:00+00,fa3fe2a1-f5b1-47c3-8da1-38a8c33b5bdc,2022/12/21 18:01:08+00,,Vl-Ehv,Venlo - Eindhoven ,618,b,618,618_b,Eindhoven,50.329911,"50,329911",-93.234745,"-93,234745",ProRail,Zuid,Z,BAAN,De Peel,300,Eindhoven,24,ASSET Rail,162665.01,383926.135,51.44437554,5.49745365
75,c3e85fa3-288f-4dda-92aa-1a89861b697f,,60,Bestaand,,2022/02/23 00:00:00+00,fa3fe2a1-f5b1-47c3-8da1-38a8c33b5bdc,2022/12/21 18:01:08+00,,Vl-Ehv,Venlo - Eindhoven ,618,b,618,618_b,Eindhoven,50.282631,"50,282631",-93.467851,"-93,467851",ProRail,Zuid,Z,BAAN,De Peel,300,Eindhoven,24,ASSET Rail,162702.536,383929.614,51.4444063,5.49799351
76,d2d50756-e1eb-44fa-ad2d-b5946ccc9a9e,,60,Bestaand,,2022/02/23 00:00:00+00,fa3fe2a1-f5b1-47c3-8da1-38a8c33b5bdc,2022/12/21 18:01:08+00,,Vl-Ehv,Venlo - Eindhoven ,618,b,618,618_b,Eindhoven,50.245826,"50,245826",-91.19493,"-91,194930",ProRail,Zuid,Z,BAAN,De Peel,300,Eindhoven,24,ASSET Rail,162739.851,383933.119,51.44443729,5.49853033
77,d6142228-58e2-4e09-abbc-ae82f04e1a35,,60,Bestaand,,2022/02/23 00:00:00+00,fa3fe2a1-f5b1-47c3-8da1-38a8c33b5bdc,2022/12/21 18:01:08+00,,Vl-Ehv,Venlo - Eindhoven ,618,b,618,618_b,Eindhoven,50.208745,"50,208745",-88.916281,"-88,916281",ProRail,Zuid,Z,BAAN,De Peel,300,Eindhoven,24,ASSET Rail,162777.447,383936.639,51.44446842,5.49907119
78,ced5fee1-f63c-4c98-9ed0-ea95f9a745e6,,60,Bestaand,,2022/02/23 00:00:00+00,fa3fe2a1-f5b1-47c3-8da1-38a8c33b5bdc,2022/12/21 18:01:08+00,,Vl-Ehv,Venlo - Eindhoven ,618,b,618,618_b,Eindhoven,50.057882,"50,057882",-46.459172,"-46,459172",ProRail,Zuid,Z,BAAN,De Peel,300,Eindhoven,24,ASSET Rail,162922.047,383968.983,51.44475713,5.50115186
79,c3a418dd-52d9-440d-82ee-61ef21944e1b,,60,Bestaand,,2022/02/23 00:00:00+00,fa3fe2a1-f5b1-47c3-8da1-38a8c33b5bdc,2022/12/21 18:01:08+00,,Vl-Ehv,Venlo - Eindhoven ,618,b,618,618_b,Eindhoven,50.026732,"50,026732",-32.390833,"-32,390833",ProRail,Zuid,Z,BAAN,De Peel,300,Eindhoven,24,ASSET Rail,162954.272,383980.901,51.4448638,5.50161566
80,d00e8d5c-c945-4de1-ab50-a63b9c8334f3,,60,Bestaand,,2022/02/23 00:00:00+00,fa3fe2a1-f5b1-47c3-8da1-38a8c33b5bdc,2022/12/21 18:01:08+00,,Vl-Ehv,Venlo - Eindhoven ,618,b,618,618_b,Eindhoven,50.090734,"50,090734",-44.660007,"-44,660007",ProRail,Zuid,Z,BAAN,De Peel,300,Eindhoven,24,ASSET Rail,162889.185,383973.012,51.44479381,5.50067925
81,a47233d6-a1bc-4f5a-b774-383fd473334f,,60,Bestaand,,2022/02/23 00:00:00+00,fa3fe2a1-f5b1-47c3-8da1-38a8c33b5bdc,2022/12/21 18:01:08+00,,Vl-Ehv,Venlo - Eindhoven ,618,b,618,618_b,Eindhoven,50.161734,"50,161734",-67.22869,"-67,228690",ProRail,Zuid,Z,BAAN,De Peel,300,Eindhoven,24,ASSET Rail,162815.972,383956.254,51.44464419,5.49962577
82,befebbf5-25d1-48eb-a52d-b79dd2833ef9,,60,Bestaand,,2022/02/23 00:00:00+00,fa3fe2a1-f5b1-47c3-8da1-38a8c33b5bdc,2022/12/21 18:01:08+00,,Vl-Ehv,Venlo - Eindhoven ,618,b,618,618_b,Eindhoven,50.237961,"50,237961",-76.603551,"-76,603551",ProRail,Zuid,Z,BAAN,De Peel,300,Eindhoven,24,ASSET Rail,162747.36,383947.966,51.44457065,5.49863866
83,8063882f-3d8f-4c2e-959b-f0207fabe745,,60,Bestaand,,2022/02/23 00:00:00+00,fa3fe2a1-f5b1-47c3-8da1-38a8c33b5bdc,2022/12/21 18:01:08+00,,Vl-Ehv,Venlo - Eindhoven ,618,b,618,618_b,Eindhoven,50.398838,"50,398838",-72.439758,"-72,439758",Derden - Overig - NS Onderhoud & Service (vastgesteld op 17-04-2018),Zuid,Z,BAAN,n.v.t.,,n.v.t.,,n.v.t.,162595.042,383937.752,51.44448091,5.49644748
84,b6dc0f80-90ce-4169-9dcf-6f668e640e0a,,60,Bestaand,,2022/02/23 00:00:00+00,fa3fe2a1-f5b1-47c3-8da1-38a8c33b5bdc,2022/12/21 18:01:08+00,,Vl-Ehv,Venlo - Eindhoven ,618,b,618,618_b,Eindhoven,50.426755,"50,426755",-67.530859,"-67,530859",Derden - Overig - NS Onderhoud & Service (vastgesteld op 17-04-2018),Zuid,Z,BAAN,n.v.t.,,n.v.t.,,n.v.t.,162567.491,383938.577,51.4444887,5.4960512
85,501542c4-db1c-4d88-99e7-c67bf8e4c0f6,,60,Bestaand,,2022/02/23 00:00:00+00,fa3fe2a1-f5b1-47c3-8da1-38a8c33b5bdc,2022/12/21 18:01:08+00,,Vl-Ehv,Venlo - Eindhoven ,618,b,618,618_b,Eindhoven,50.773018,"50,773018",-5.956547,"-5,956547",ProRail,Zuid,Z,BAAN,De Peel,300,Eindhoven,24,ASSET Rail,162220.676,383932.129,51.4444353,5.49106244
86,471107de-750d-4a94-af8c-c6ca54a36697,,60,Bestaand,,2022/02/23 00:00:00+00,fa3fe2a1-f5b1-47c3-8da1-38a8c33b5bdc,2022/12/21 18:01:08+00,,Vl-Ehv,Venlo - Eindhoven ,618,b,618,618_b,Eindhoven,50.812656,"50,812656",18.796338,"18,796338",ProRail,Zuid,Z,BAAN,De Peel,300,Eindhoven,24,ASSET Rail,162176.67,383947.701,51.44457583,5.49042977
87,cadfcfa3-68c7-4095-9675-c29db41ca147,,60,Bestaand,,2022/02/23 00:00:00+00,fa3fe2a1-f5b1-47c3-8da1-38a8c33b5bdc,2022/12/21 18:01:08+00,,Vl-Ehv,Venlo - Eindhoven ,618,b,618,618_b,Eindhoven,50.629635,"50,629635",20.089752,"20,089752",ProRail,Zuid,Z,BAAN,De Peel,300,Eindhoven,24,ASSET Rail,162354.235,383987.379,51.44493019,5.49298472
88,b8477ed3-0638-4779-bf6f-51f3af6008f5,,60,Bestaand,,2022/02/23 00:00:00+00,fa3fe2a1-f5b1-47c3-8da1-38a8c33b5bdc,2022/12/21 18:01:08+00,,Vl-Ehv,Venlo - Eindhoven ,618,b,618,618_b,Eindhoven,50.570524,"50,570524",20.733234,"20,733234",ProRail,Zuid,Z,BAAN,De Peel,300,Eindhoven,24,ASSET Rail,162411.225,384000.027,51.44504313,5.49380474
89,3b3a4702-3a8e-4274-af2c-83ad33435c7d,,60,Bestaand,,2022/02/23 00:00:00+00,fa3fe2a1-f5b1-47c3-8da1-38a8c33b5bdc,2022/12/21 18:01:08+00,,Vl-Ehv,Venlo - Eindhoven ,618,b,618,618_b,Eindhoven,50.451457,"50,451457",19.844579,"19,844579",ProRail,Zuid,Z,BAAN,De Peel,300,Eindhoven,24,ASSET Rail,162529.679,384021.244,51.44523227,5.49550907
90,88333092-bdcd-43f0-89d5-2f2bb9431bec,,60,Bestaand,,2022/02/23 00:00:00+00,fa3fe2a1-f5b1-47c3-8da1-38a8c33b5bdc,2022/12/21 18:01:08+00,,Vl-Ehv,Venlo - Eindhoven ,618,b,618,618_b,Eindhoven,50.384981,"50,384981",16.033861,"16,033861",ProRail,Zuid,Z,BAAN,De Peel,300,Eindhoven,24,ASSET Rail,162596.818,384027.252,51.44528537,5.49647495
91,f0c70e12-7e62-40ee-9cf8-6a7faf3ae0dc,,60,Bestaand,,2022/02/23 00:00:00+00,fa3fe2a1-f5b1-47c3-8da1-38a8c33b5bdc,2022/12/21 18:01:08+00,,Vl-Ehv,Venlo - Eindhoven ,618,b,618,618_b,Eindhoven,50.356832,"50,356832",13.527585,"13,527585",ProRail,Zuid,Z,BAAN,De Peel,300,Eindhoven,24,ASSET Rail,162624.598,384028.441,51.44529568,5.49687458
92,d086913e-d06d-43dc-a786-bc9b8b0dd74b,,60,Bestaand,,2022/02/23 00:00:00+00,fa3fe2a1-f5b1-47c3-8da1-38a8c33b5bdc,2022/12/21 18:01:08+00,,Vl-Ehv,Venlo - Eindhoven ,618,b,618,618_b,Eindhoven,50.21146,"50,211460",-3.553913,"-3,553913",ProRail,Zuid,Z,BAAN,De Peel,300,Eindhoven,24,ASSET Rail,162771.875,384021.864,51.44523455,5.49899292
93,ca2a38df-008e-4044-ac3b-0aa769662e7d,,60,Bestaand,,2022/02/23 00:00:00+00,fa3fe2a1-f5b1-47c3-8da1-38a8c33b5bdc,2022/12/21 18:01:08+00,,Vl-Ehv,Venlo - Eindhoven ,618,b,618,618_b,Eindhoven,50.371642,"50,371642",-4.675776,"-4,675776",ProRail,Zuid,Z,BAAN,De Peel,300,Eindhoven,24,ASSET Rail,162612.572,384008.466,51.4451163,5.49670116
94,cb60d7a0-ddd6-4054-93c8-b809a4302a34,,60,Bestaand,,2022/02/23 00:00:00+00,fa3fe2a1-f5b1-47c3-8da1-38a8c33b5bdc,2022/12/21 18:01:08+00,,Vl-Ehv,Venlo - Eindhoven ,618,b,618,618_b,Eindhoven,50.409158,"50,409158",-4.436874,"-4,436874",ProRail,Zuid,Z,BAAN,De Peel,300,Eindhoven,24,ASSET Rail,162575.765,384003.628,51.44507331,5.49617161
95,5d2b7c94-ce68-4ce1-a84b-15b8fb056976,,60,Bestaand,,2022/02/23 00:00:00+00,fa3fe2a1-f5b1-47c3-8da1-38a8c33b5bdc,2022/12/21 18:01:08+00,,Vl-Ehv,Venlo - Eindhoven ,618,b,618,618_b,Eindhoven,50.440065,"50,440065",-5.038019,"-5,038019",ProRail,Zuid,Z,BAAN,De Peel,300,Eindhoven,24,ASSET Rail,162544.822,383998.361,51.44502638,5.49572641
96,e7869e64-3903-4e4a-b52b-9441892d38d4,,60,Bestaand,,2022/02/23 00:00:00+00,fa3fe2a1-f5b1-47c3-8da1-38a8c33b5bdc,2022/12/21 18:01:08+00,,Vl-Ehv,Venlo - Eindhoven ,618,b,618,618_b,Eindhoven,50.472879,"50,472879",-5.672488,"-5,672488",ProRail,Zuid,Z,BAAN,De Peel,300,Eindhoven,24,ASSET Rail,162512.038,383992.74,51.44497629,5.49525471
97,78b7162d-c75f-4b7c-baf6-6c4bf779ce91,,60,Bestaand,,2022/02/23 00:00:00+00,fa3fe2a1-f5b1-47c3-8da1-38a8c33b5bdc,2022/12/21 18:01:08+00,,Vl-Ehv,Venlo - Eindhoven ,618,b,618,618_b,Eindhoven,50.620936,"50,620936",-4.761632,"-4,761632",ProRail,Zuid,Z,BAAN,De Peel,300,Eindhoven,24,ASSET Rail,162367.729,383964.81,51.44472715,5.49317835
98,250c67c8-521d-4efb-9aee-bf8889c2d7f3,,60,Bestaand,,2022/02/23 00:00:00+00,fa3fe2a1-f5b1-47c3-8da1-38a8c33b5bdc,2022/12/21 18:01:08+00,,Vl-Ehv,Venlo - Eindhoven ,618,b,618,618_b,Eindhoven,50.86357,"50,863570",-5.735264,"-5,735264",ProRail,Zuid,Z,BAAN,De Peel,300,Eindhoven,24,ASSET Rail,162132.498,383912.433,51.44425938,5.48979368
99,32a2f9c6-aac4-4b54-9613-012d994d65bb,,60,Bestaand,,2022/02/23 00:00:00+00,fa3fe2a1-f5b1-47c3-8da1-38a8c33b5bdc,2022/12/21 18:01:08+00,,Vl-Ehv,Venlo - Eindhoven ,618,b,618,618_b,Eindhoven,50.911945,"50,911945",9.234344,"9,234344",ProRail,Zuid,Z,BAAN,De Peel,300,Eindhoven,24,ASSET Rail,162081.976,383916.339,51.44429513,5.48906705
100,a51270c0-1aae-4351-9621-eb4ff77cb686,,60,Bestaand,,2022/02/23 00:00:00+00,fa3fe2a1-f5b1-47c3-8da1-38a8c33b5bdc,2022/12/21 18:01:08+00,,Vl-Ehv,Venlo - Eindhoven ,618,b,618,618_b,Eindhoven,50.543626,"50,543626",-70.783525,"-70,783525",ProRail,Zuid,Z,BAAN,De Peel,300,Eindhoven,24,ASSET Rail,162456.226,383916.014,51.44428737,5.49445028
101,605d49f2-bdfa-4489-836c-e0ebac7e45c8,,60,Bestaand,,,fa3fe2a1-f5b1-47c3-8da1-38a8c33b5bdc,2022/12/21 18:01:08+00,,Vl-Ehv,Venlo - Eindhoven ,618,b,618,618_b,Eindhoven,50.121683,"50,121683",-81.624045,"-81,624045",ProRail,Zuid,Z,BAAN,De Peel,300,Eindhoven,24,ASSET Rail,162854.633,383938.627,51.44448521,5.50018148
102,4171475d-38f4-4143-91eb-5e9969fcf21c,,60,Bestaand,,2020/11/04 00:00:00+00,72609a1d-152a-43f9-ac8b-62661482e1c3,2022/12/21 18:01:08+00,,Bd-Rtd,Breda - Rotterdam Centraal ,542,a,542,542_a,Dordrecht,30.135764,"30,135764",-30.500481,"-30,500481",ProRail,Randstad Zuid,RZ,BAAN,Dordrecht,140,Dordrecht,5,ASSET Rail,104700.793,424654.594,51.80825175,4.65785537
103,e19254b9-d9d2-4c1c-b71d-5b8a812b24ed,,60,Bestaand,,2020/11/04 00:00:00+00,72609a1d-152a-43f9-ac8b-62661482e1c3,2022/12/21 18:01:08+00,,Bd-Rtd,Breda - Rotterdam Centraal ,542,a,542,542_a,Dordrecht,30.153541,"30,153541",-31.632796,"-31,632796",ProRail,Randstad Zuid,RZ,BAAN,Dordrecht,140,Dordrecht,5,ASSET Rail,104682.083,424660.605,51.80830409,4.65758322
104,b10c1b0d-9a0c-47fc-b720-ba867f0bc1e8,,60,Bestaand,,2020/11/04 00:00:00+00,72609a1d-152a-43f9-ac8b-62661482e1c3,2022/12/21 18:01:08+00,,Bd-Rtd,Breda - Rotterdam Centraal ,542,a,542,542_a,Dordrecht,30.182318,"30,182318",-33.461367,"-33,461367",ProRail,Randstad Zuid,RZ,BAAN,Dordrecht,140,Dordrecht,5,ASSET Rail,104655.398,424670.614,51.80839164,4.65719486
105,a8be00b1-4f3b-4f73-af1b-6461eb8c00d9,,60,Bestaand,,2020/11/04 00:00:00+00,72609a1d-152a-43f9-ac8b-62661482e1c3,2022/12/21 18:01:08+00,,Bd-Rtd,Breda - Rotterdam Centraal ,542,a,542,542_a,Dordrecht,30.200596,"30,200596",-27.216589,"-27,216589",ProRail,Randstad Zuid,RZ,BAAN,Dordrecht,140,Dordrecht,5,ASSET Rail,104639.524,424684.761,51.80851736,4.65696265
106,b9449f55-234d-41bd-a6e6-fee65c1043e3,,60,Bestaand,,2020/11/04 00:00:00+00,72609a1d-152a-43f9-ac8b-62661482e1c3,2022/12/21 18:01:08+00,,Bd-Rtd,Breda - Rotterdam Centraal ,542,a,542,542_a,Dordrecht,30.219509,"30,219509",-29.719558,"-29,719558",ProRail,Randstad Zuid,RZ,BAAN,Dordrecht,140,Dordrecht,5,ASSET Rail,104621.294,424691.953,51.80858036,4.65669728
107,f595d300-852b-482b-9709-b6c4663d3455,,60,Bestaand,,2020/11/04 00:00:00+00,72609a1d-152a-43f9-ac8b-62661482e1c3,2022/12/21 18:01:08+00,,Bd-Rtd,Breda - Rotterdam Centraal ,542,a,542,542_a,Dordrecht,30.239012,"30,239012",-31.505291,"-31,505291",ProRail,Randstad Zuid,RZ,BAAN,Dordrecht,140,Dordrecht,5,ASSET Rail,104602.879,424700.066,51.80865161,4.6564291
108,63fe916c-23b1-4df9-be1f-e546aea74893,,60,Bestaand,,2020/11/04 00:00:00+00,72609a1d-152a-43f9-ac8b-62661482e1c3,2022/12/21 18:01:08+00,,Bd-Rtd,Breda - Rotterdam Centraal ,542,a,542,542_a,Dordrecht,30.238389,"30,238389",-39.135315,"-39,135315",ProRail,Randstad Zuid,RZ,BAAN,Dordrecht,140,Dordrecht,5,ASSET Rail,104599.756,424693.075,51.8085885,4.65638484
109,80c8513d-09f0-4ba4-a648-963f1e38c736,,60,Bestaand,,2020/11/04 00:00:00+00,72609a1d-152a-43f9-ac8b-62661482e1c3,2022/12/21 18:01:08+00,,Bd-Rtd,Breda - Rotterdam Centraal ,542,a,542,542_a,Dordrecht,30.255614,"30,255614",-32.588541,"-32,588541",ProRail,Randstad Zuid,RZ,BAAN,Dordrecht,140,Dordrecht,5,ASSET Rail,104585.549,424708.602,51.80872677,4.65617659
110,09784b96-797a-4c95-85c0-3ba6b04519f2,,60,Bestaand,,2020/11/04 00:00:00+00,72609a1d-152a-43f9-ac8b-62661482e1c3,2022/12/21 18:01:08+00,,Bd-Rtd,Breda - Rotterdam Centraal ,542,a,542,542_a,Dordrecht,30.255271,"30,255271",-40.292179,"-40,292179",ProRail,Randstad Zuid,RZ,BAAN,Dordrecht,140,Dordrecht,5,ASSET Rail,104581.665,424701.94,51.80866654,4.65612124
111,b9de783a-7243-43f9-ba2c-9733563fde8a,,60,Bestaand,,2020/11/04 00:00:00+00,72609a1d-152a-43f9-ac8b-62661482e1c3,2022/12/21 18:01:08+00,,Bd-Rtd,Breda - Rotterdam Centraal ,542,a,542,542_a,Dordrecht,30.275376,"30,275376",-34.22007,"-34,220070",ProRail,Randstad Zuid,RZ,BAAN,Dordrecht,140,Dordrecht,5,ASSET Rail,104567.752,424718.145,51.80881093,4.65591715
112,32043d72-9c2b-48bb-9457-c1e59b18016d,,60,Bestaand,,2020/11/04 00:00:00+00,72609a1d-152a-43f9-ac8b-62661482e1c3,2022/12/21 18:01:08+00,,Bd-Rtd,Breda - Rotterdam Centraal ,542,a,542,542_a,Dordrecht,30.275228,"30,275228",-41.627295,"-41,627295",ProRail,Randstad Zuid,RZ,BAAN,Dordrecht,140,Dordrecht,5,ASSET Rail,104563.863,424711.839,51.8087539,4.65586169
113,8bd8d7e3-59e9-4b0f-a6e2-8ce4bc791e77,,60,Bestaand,,2020/11/04 00:00:00+00,72609a1d-152a-43f9-ac8b-62661482e1c3,2022/12/21 18:01:08+00,,Bd-Rtd,Breda - Rotterdam Centraal ,542,a,542,542_a,Dordrecht,30.294597,"30,294597",-35.089008,"-35,089008",ProRail,Randstad Zuid,RZ,BAAN,Dordrecht,140,Dordrecht,5,ASSET Rail,104550.833,424728.029,51.80889823,4.6556704
114,5214760e-2b4e-4197-a7cd-af821def3e23,,60,Bestaand,,2020/11/04 00:00:00+00,72609a1d-152a-43f9-ac8b-62661482e1c3,2022/12/21 18:01:08+00,,Ddr-Ddrz,Dordrecht - Dordrecht Zeehaventerrein ,805,a,805,805_a,Dordrecht Zeehaventerrein,100.0156,"100,015600",6.55445,"6,554450",ProRail,Randstad Zuid,RZ,BAAN,Dordrecht,140,Dordrecht,5,ASSET Rail,104546.733,424721.517,51.80883934,4.6556119
115,669bc6b6-c0a7-4b40-a5bf-209c191f3aab,,60,Bestaand,,2020/11/04 00:00:00+00,72609a1d-152a-43f9-ac8b-62661482e1c3,2022/12/21 18:01:08+00,,Bd-Rtd,Breda - Rotterdam Centraal ,542,a,542,542_a,Dordrecht,30.332692,"30,332692",-35.28108,"-35,281080",ProRail,Randstad Zuid,RZ,BAAN,Dordrecht,140,Dordrecht,5,ASSET Rail,104517.571,424750.005,51.80909274,4.65518492
