gebouwnummer;aantal_adressen_in_pand;adressen;bouwjaar;gebouwstatus;max_huisnr;max_postcode;max_straatnaam;max_woonplaats;min_huisnr;min_postcode;min_straatnaam;min_woonplaats;status_id;verdeeld_over_aantal_straten;geometrie
0479100000001968;1;Het Prinsenhofstraat 10;1961;Pand in gebruik;10;1551CS;Het Prinsenhofstraat;Westzaan;10;1551CS;Het Prinsenhofstraat;Westzaan;11;1;MULTIPOLYGON(((113668.32 497733.442,113669.545 497727.961,113673.306 497728.801,113674.056 497725.439,113678.748 497726.486,113686.302 497728.067,113686.176 497728.62,113684.003 497738.195,113683.896 497738.667,113681.132 497738.073,113681.231 497737.613,113676.727 497736.626,113674.711 497745.499,113669.877 497744.4,113671.355 497737.894,113667.918 497737.113,113668.731 497733.534,113668.32 497733.442)))
0479100000001969;1;Dorpsstraat 105;1900;Pand in gebruik;105;1566AD;Dorpsstraat;Assendelft;105;1566AD;Dorpsstraat;Assendelft;11;1;MULTIPOLYGON(((109762.807 495636.037,109775.459 495650.491,109774.576 495651.285,109777.39 495654.42,109765.79 495664.84,109754.18 495651.98,109757.464 495649.016,109753.265 495644.363,109762.807 495636.037)))
0479100000001971;5;Wandelweg 44 t/m Wandelweg 44 D;1895;Pand in gebruik;44;1521AH;Wandelweg;Wormerveer;44;1521AH;Wandelweg;Wormerveer;11;1;MULTIPOLYGON(((115047.761 500109.234,115053.197 500106.073,115059.323 500116.633,115058.865 500116.899,115059.858 500118.621,115060.315 500118.353,115067.463 500130.682,115061.984 500133.814,115047.761 500109.234)))
0479100000001972;;Pand zonder adres;1990;Pand in gebruik;;;;;;;;;11;;MULTIPOLYGON(((113031.13 502724.04,113031.1 502723.29,113035.54 502723.12,113036.04 502736.01,113006.26 502737.17,113005.79 502725.08,113031.13 502724.04)))
0479100000001973;7;Zaanweg 86 t/m Zaanweg 92;2008;Pand in gebruik;92;1521DN;Zaanweg;Wormerveer;86;1521DN;Zaanweg;Wormerveer;11;1;MULTIPOLYGON(((114595.747564 500460.108845,114596.337296 500459.847616,114603.438732 500456.701948,114609.988073 500453.775243,114613.998005 500458.429417,114616.233604 500457.434793,114619.535659 500464.856758,114621.800451 500469.902513,114610.933275 500474.73609,114610.770716 500474.370611,114603.507073 500477.59808,114603.416678 500477.394336,114595.747564 500460.108845)))
0479100000001974;12;Hendrick Rietschoofplein 10 t/m Hendrick Rietschoofplein 9;2006;Pand in gebruik;20;1506GV;Hendrick Rietschoofplein;Zaandam;9;1506GV;Hendrick Rietschoofplein;Zaandam;11;1;MULTIPOLYGON(((116289.144 496161.489,116289.902 496160.851,116292.187 496158.961,116290.155 496156.507,116297.885 496150.124,116299.846 496152.5,116302.971 496150.039,116313.677 496163.037,116310.615 496165.545,116312.658 496167.994,116312.564 496168.074,116309.58 496170.523,116309.402 496170.306,116308.232 496170.369,116307.821 496171.627,116307.998 496171.844,116304.938 496174.372,116304.515 496173.879,116302.998 496171.848,116299.866 496174.445,116289.144 496161.489)))
0479100000001976;1;Musical 23;1989;Pand in gebruik;23;1507TS;Musical;Zaandam;23;1507TS;Musical;Zaandam;11;1;MULTIPOLYGON(((115501.225 494962.494,115499.737802 494960.616808,115498.947036 494958.356211,115498.939838 494955.961309,115499.717 494953.696,115499.333 494953.425,115499.512 494953.172,115499.847 494953.409,115500.713 494952.184,115500.378 494951.947,115500.557 494951.694,115500.949 494951.971,115502.821313 494950.491337,115505.074097 494949.703984,115507.460493 494949.695218,115509.719 494950.466,115509.98 494950.068,115510.107 494950.132,115512.322 494946.97,115511.40952 494945.769224,115510.861996 494944.363984,115510.721554 494942.862399,115510.999 494941.38,115505.729 494937.715,115505.574 494937.936,115505.288 494937.734,115508.805 494932.733,115509.111 494932.93,115508.965 494933.157,115514.888 494937.287,115515.041 494937.69,115517.47279 494937.73396,115519.653361 494938.811292,115521.165818 494940.716025,115521.721 494943.084,115522.166 494943.153,115528.887 494949.465,115529.071 494949.268,115529.334 494949.513,115525.156 494953.991,115524.904 494953.747,115525.099 494953.546,115518.954 494947.775,115517.754628 494948.295161,115516.466626 494948.51902,115515.16208 494948.434048,115513.914 494948.045,115511.658 494951.23,115511.737 494951.291,115511.43 494951.692,115512.917815 494953.550817,115513.719921 494955.792563,115513.749039 494958.173308,115513.002 494960.434,115513.384 494960.707,115513.198 494960.967,115512.864 494960.729,115511.969 494961.961,115512.311 494962.205,115512.13 494962.457,115511.74 494962.178,115509.876219 494963.658185,115507.632426 494964.451925,115505.252471 494964.472958,115502.995 494963.719,115502.727 494964.105,115502.472 494963.929,115502.706 494963.592,115501.446 494962.72,115501.212 494963.057,115500.957 494962.881,115501.225 494962.494)))
0479100000001977;3;Gedempte Gracht 79 t/m Rozengracht 86 C;1890;Pand in gebruik;86;1506SH;Rozengracht;Zaandam;79;1506CC;Gedempte Gracht;Zaandam;11;2;MULTIPOLYGON(((116412.43 494702.44,116413.09 494702.58,116413.06 494702.67,116417.19 494703.73,116417.21 494703.63,116417.84 494703.78,116408.593 494733.239,116408.3 494733.15,116408.23 494733.36,116402.829 494731.6845,116412.43 494702.44)))
0479100000001978;;Pand zonder adres;1920;Pand in gebruik;;;;;;;;;11;;MULTIPOLYGON(((110225.028 496316.764,110235.946 496321.974,110223 496349.106,110212.20708 496343.627384,110225.028 496316.764)))
0479100000001979;1;Oostzijde 124;1970;Pand in gebruik;124;1502BL;Oostzijde;Zaandam;124;1502BL;Oostzijde;Zaandam;11;1;MULTIPOLYGON(((116634.558 495683.387,116634.548 495677.442,116636.477 495677.438,116636.456 495665.57,116646.353 495665.552,116662.601 495672.347,116662.614 495679.55,116646.952 495679.578,116646.958 495683.312,116644.338 495683.317,116634.558 495683.387)))
0479100000001980;1;Ameland 4;1960;Pand in gebruik;4;1506ZW;Ameland;Zaandam;4;1506ZW;Ameland;Zaandam;11;1;MULTIPOLYGON(((115783.556 496575.109,115774.181 496571.513,115769.082 496569.466,115776.307 496550.63,115790.811 496556.193,115790.719 496556.436,115788.643421 496561.847221,115787.362 496565.188,115783.556 496575.109)))
0479100000001981;1;Oude Blaauwweg 32;2001;Pand in gebruik;32;1521RN;Oude Blaauwweg;Wormerveer;32;1521RN;Oude Blaauwweg;Wormerveer;11;1;MULTIPOLYGON(((113936.927 502686.925,113942.085 502685.857,113941.581 502683.397,113951.11 502681.441,113956.138 502705.93,113941.467 502708.951,113936.927 502686.925)))
0479100000001982;2;Krommeniedijk 134 t/m Krommeniedijk 134 A;1930;Pand in gebruik;134;1562GP;Krommeniedijk;Krommenie;134;1562GP;Krommeniedijk;Krommenie;11;1;MULTIPOLYGON(((112346.21 503538.09,112355.19 503553.75,112337.89 503563.71,112328.82 503548.08,112346.21 503538.09)))
0479100000001983;16;Zilverschoonplein 1 t/m Zilverschoonplein 9;1962;Pand in gebruik;16;1508CK;Zilverschoonplein;Zaandam;1;1508CK;Zilverschoonplein;Zaandam;11;1;MULTIPOLYGON(((116458.545 497019.295,116455.591 497018.324,116456.806 497014.628,116449.501 497012.226,116459.741 496981.413,116469.906 496984.756,116458.545 497019.295)))
0479100000001984;;Pand zonder adres;1980;Pand in gebruik;;;;;;;;;11;;MULTIPOLYGON(((118128.26 493120.65,118130.77 493119.66,118143.07 493114.87,118146.96 493113.34,118150.16 493121.82,118152.329 493127.322,118130.619 493135.879,118127.671 493128.399,118126.35 493128.92,118123.78 493122.4,118128.26 493120.65)))
0479100000001985;1;Sluispolderweg 50;1979;Pand in gebruik;50;1505HK;Sluispolderweg;Zaandam;50;1505HK;Sluispolderweg;Zaandam;11;1;MULTIPOLYGON(((118230.255 492536.745,118221.927 492536.345,118223.004 492512.093,118233.518 492512.56,118232.986 492524.536,118239.204 492524.705,118238.698 492537.09,118238.554 492537.12,118238.369 492540.46,118230.117 492540.122,118230.255 492536.745)))
0479100000001986;;Pand zonder adres;1997;Pand in gebruik;;;;;;;;;11;;MULTIPOLYGON(((109708.218 494913.605,109708.274 494917.899,109716.123 494917.774,109716.46 494938.97,109700.982 494939.216,109700.591 494913.724,109708.218 494913.605)))
0479100000001987;1;Lagendijk 33;1882;Pand in gebruik;33;1541KA;Lagendijk;Koog aan de Zaan;33;1541KA;Lagendijk;Koog aan de Zaan;11;1;MULTIPOLYGON(((115949.019 497821.08,115942.25 497820.29,115942.84 497815.92,115945.9 497815.51,115945.13 497810.45,115938.76 497810.78,115937.78 497792.02,115944.174 497791.686,115945.006 497807.611,115947.932 497807.189,115947.477 497804.027,115951.804 497803.404,115951.346 497800.219,115952.37 497800.072,115954.943 497799.701,115955.967 497799.554,115956.389 497802.48,115961.562 497801.735,115962.633 497809.107,115960.64 497809.376,115961.343 497814.264,115949.782 497815.986,115949.763 497816.115,115949.578 497817.351,115949.074 497820.715,115949.019 497821.08)))
0479100000001988;1;Blauwe Ring 90;2001;Pand in gebruik;90;1566MZ;Blauwe Ring;Assendelft;90;1566MZ;Blauwe Ring;Assendelft;11;1;MULTIPOLYGON(((112390.111 499817.68,112383.948 499811.108,112394.429 499801.277,112409.209 499817.037,112398.716 499826.858,112392.573 499820.306,112391.03 499821.753,112391.147808 499822.790562,112390.974882 499823.820373,112390.524637 499824.762548,112389.832 499825.544,112388.07904 499826.378136,112386.143864 499826.22404,112384.545 499825.123,112383.710864 499823.37004,112383.86496 499821.434864,112384.966 499819.836,112385.767024 499819.313296,112386.67426 499819.010342,112387.628633 499818.946866,112388.568 499819.127,112390.111 499817.68)))
0479100000001990;16;Cornelis van Uitgeeststraat 2 B t/m Cornelis van Uitgeeststraat 2 B GA16;1964;Pand in gebruik;2;1508EH;Cornelis van Uitgeeststraat;Zaandam;2;1508EH;Cornelis van Uitgeeststraat;Zaandam;11;1;MULTIPOLYGON(((116150.342 496793.979,116161.105 496792.56,116164.84 496820.49,116153.85 496820.15,116150.342 496793.979)))
0479100000001991;2;Krommenieërpad 9 t/m Krommenieërpad 9  ON;1987;Pand in gebruik;9;1521HA;Krommenieërpad;Wormerveer;9;1521HA;Krommenieërpad;Wormerveer;11;1;MULTIPOLYGON(((114473.27 500860.276,114474.384 500864.325,114464.729 500866.981,114456.966 500838.412,114466.618 500835.776,114473.27 500860.276)))
0479100000001992;7;Ganzenwerfstraat 40 a 9 t/m Prins Hendrikkade 31 A;1910;Pand in gebruik;50;1501BK;Prins Hendrikkade;Zaandam;31;1501AC;Ganzenwerfstraat;Zaandam;11;2;MULTIPOLYGON(((117051.52 494424.8,117051.18 494424.74,117052.65 494416.81,117063.64 494418.88,117067.43 494419.57,117076.33 494421.27,117074.88 494429.12,117074.83 494429.11,117073.59 494436.35,117067.01 494432.78,117054.34 494427.97,117051.14 494426.87,117051.52 494424.8)))
0479100000001993;1;Veenpolderdijk 9;1913;Pand in gebruik;9;1566PH;Veenpolderdijk;Assendelft;9;1566PH;Veenpolderdijk;Assendelft;11;1;MULTIPOLYGON(((110900.04 496751.24,110912.7 496762.98,110900.94 496775.44,110896.13 496770.99,110895.96 496771.18,110893.02 496768.47,110893.19 496768.28,110888.35 496763.86,110900.04 496751.24)))
0479100000001994;2;Oostzijde 207 A t/m Oostzijde 209;1983;Pand in gebruik (niet ingemeten);209;1502BD;Oostzijde;Zaandam;207;1502BD;Oostzijde;Zaandam;10;1;MULTIPOLYGON(((116583.436 495929.043,116583.448 495928.843,116580.833 495928.688,116580.808 495929.117,116570.562 495927.89,116570.751 495923.484,116571.87 495923.532,116572.138 495917.288,116581.058384 495917.677357,116581.145517 495915.028637,116592.485374 495915.523599,116592.398241 495918.172319,116596.469 495918.35,116597.303 495925.356,116597.204 495925.33,116597.912 495931.137,116592.266 495930.771,116592.343 495929.653,116583.436 495929.043)))
0479100000001995;1;Rak 31;2007;Pand in gebruik;31;1551NA;Rak;Westzaan;31;1551NA;Rak;Westzaan;11;1;MULTIPOLYGON(((113493.326 493958.276,113499.419 493984.581,113488.215 493987.176,113482.573 493962.829,113489.883 493961.133,113489.431 493959.175,113493.326 493958.276)))
0479100000001996;1;Rak 39;2007;Pand in gebruik;39;1551NA;Rak;Westzaan;39;1551NA;Rak;Westzaan;11;1;MULTIPOLYGON(((113538.138 493947.908,113544.228 493974.202,113533.021 493976.798,113527.381975 493952.45089,113534.685 493950.765,113534.234 493948.806,113538.138 493947.908)))
0479100000001997;1;Rak 33;2007;Pand in gebruik;33;1551NA;Rak;Westzaan;33;1551NA;Rak;Westzaan;11;1;MULTIPOLYGON(((113504.983975 493957.64289,113510.622 493981.986,113499.419 493984.581,113493.326 493958.276,113497.221 493957.376,113497.674 493959.335,113504.983975 493957.64289)))
0479100000001998;1;Rak 43;2007;Pand in gebruik;43;1551NA;Rak;Westzaan;43;1551NA;Rak;Westzaan;11;1;MULTIPOLYGON(((113560.543 493942.712,113566.635 493969.012,113555.431 493971.607,113549.794 493947.27,113557.096 493945.57,113556.644 493943.611,113560.543 493942.712)))
0479100000001999;7;Valkstraat 69 t/m Valkstraat 69 K;1901;Pand in gebruik;69;1506XB;Valkstraat;Zaandam;69;1506XB;Valkstraat;Zaandam;11;1;MULTIPOLYGON(((116004.23 495461.62,116004.29 495461.41,116012.28 495463.76,116014.776 495464.474,116022.53 495466.69,116018.75 495480.7,116003.005 495476.291,115998.619 495475.062,115998.04 495474.9,116002.23 495465.72,116002.3 495465.75,116004.23 495461.62)))
0479100000002000;1;Rak 45;2007;Pand in gebruik;45;1551NA;Rak;Westzaan;45;1551NA;Rak;Westzaan;11;1;MULTIPOLYGON(((113560.543 493942.712,113564.442 493941.813,113564.894 493943.772,113572.197 493942.07,113577.839 493966.417,113566.635 493969.012,113560.543 493942.712)))
0479100000002001;1;Rak 35;2007;Pand in gebruik;35;1551NA;Rak;Westzaan;35;1551NA;Rak;Westzaan;11;1;MULTIPOLYGON(((113515.732 493953.091,113521.824 493979.391,113510.622 493981.986,113504.983975 493957.64289,113512.293 493955.951,113511.839 493953.993,113515.732 493953.091)))
0479100000002002;1;Rak 37;2007;Pand in gebruik;37;1551NA;Rak;Westzaan;37;1551NA;Rak;Westzaan;11;1;MULTIPOLYGON(((113527.381975 493952.45089,113533.021 493976.798,113521.824 493979.391,113515.732 493953.091,113519.626 493952.189,113520.078 493954.137,113527.381975 493952.45089)))
0479100000002003;1;Rak 41;2007;Pand in gebruik;41;1551NA;Rak;Westzaan;41;1551NA;Rak;Westzaan;11;1;MULTIPOLYGON(((113549.794 493947.27,113555.431 493971.607,113544.228 493974.202,113538.138 493947.908,113542.041 493947.01,113542.492 493948.969,113549.794 493947.27)))
0479100000002004;8;Jacob Rekstraat 51 t/m Jacob Rekstraat 65;1954;Pand in gebruik;65;1505BB;Jacob Rekstraat;Zaandam;51;1505BB;Jacob Rekstraat;Zaandam;11;1;MULTIPOLYGON(((117737.58 494407.79,117736.74 494407.171,117742.543 494399.356,117743.366 494399.962,117767.124 494417.471,117763.65 494422.185,117765.356 494423.442,117763.145 494426.456,117761.436 494425.197,117761.354 494425.309,117737.58 494407.79)))
0479100000002005;1;Symon Claeszstraat 7;1920;Pand in gebruik;7;1502VD;Symon Claeszstraat;Zaandam;7;1502VD;Symon Claeszstraat;Zaandam;11;1;MULTIPOLYGON(((116921.742 495064.561,116926.16 495067,116928.66 495068.38,116934.614 495071.667,116925.382 495088.729,116923.379 495087.785,116917.2 495084.97,116911.63 495082.32,116915.61 495074,116917.07 495074.69,116921.69 495064.67,116921.742 495064.561)))
0479100000002006;1;Industrieweg 7 B;1960;Pand in gebruik;7;1521NA;Industrieweg;Wormerveer;7;1521NA;Industrieweg;Wormerveer;11;1;MULTIPOLYGON(((113519.137 501621.961,113527.478 501644.72,113516.063 501648.904,113507.722 501626.145,113519.137 501621.961)))
0479100000002007;1;Cornelis van Uitgeeststraat 8;1970;Pand in gebruik;8;1508EH;Cornelis van Uitgeeststraat;Zaandam;8;1508EH;Cornelis van Uitgeeststraat;Zaandam;11;1;MULTIPOLYGON(((116217.34 496943.48,116217.37 496937.31,116217.39 496933.03,116217.83 496933.04,116217.83 496933.49,116231.44 496933.523,116234.74 496933.531,116238.64 496933.54,116238.626 496936.83,116238.607 496941.27,116238.58 496947.48,116234.43 496947.47,116234.43 496947.35,116217.77 496947.31,116217.77 496947.77,116217.32 496947.77,116217.34 496943.48)))
0479100000002008;1;Zuideinde 18;1910;Pand in gebruik;18;1521DA;Zuideinde;Wormerveer;18;1521DA;Zuideinde;Wormerveer;11;1;MULTIPOLYGON(((115522.874 500104.182,115539.626 500123.564,115530.699 500130.884,115514.022 500111.502,115522.874 500104.182)))
0479100000002009;2;Czarinastraat 28 t/m Czarinastraat 28 A;1918;Pand in gebruik;28;1506RC;Czarinastraat;Zaandam;28;1506RC;Czarinastraat;Zaandam;11;1;MULTIPOLYGON(((116551.48 494521.15,116551.79 494523.05,116549.67 494523.48,116549.45 494522.68,116546.17 494523.53,116546.66 494520.608,116546.59 494520.6,116547.629 494512.86,116558.25 494514.34,116558.25 494514.43,116559.53 494515.49,116559.61 494515.49,116560.35 494518.59,116560.482 494519.112,116552.36 494521,116551.48 494521.15)))
0479100000002010;5;Dorpsstraat 276 B t/m Dorpsstraat 278 B;1930;Pand in gebruik;278;1566BN;Dorpsstraat;Assendelft;276;1566BN;Dorpsstraat;Assendelft;11;1;MULTIPOLYGON(((110792.597 497238.038,110798.13 497242.41,110799.68 497240.43,110794.78 497236.43,110794.7 497236.52,110792.89 497235.04,110795.43 497231.92,110794.49 497231.19,110795.09 497230.46,110794.49 497229.95,110800.87 497222.09,110803.2 497225.76,110803.88 497224.94,110807.64 497230.96,110806.85 497231.51,110810.73 497237.66,110806 497243.64,110805.37 497243.14,110804.81 497243.83,110805.03 497244.73,110804.07 497245.93,110803.16 497245.94,110799.97 497249.88,110793.8 497245.08,110793.09 497246.01,110788.766 497242.442,110792.597 497238.038)))
0479100000002011;1;Simon de Witstraat 3 B;1929;Pand in gebruik;3;1506ES;Simon de Witstraat;Zaandam;3;1506ES;Simon de Witstraat;Zaandam;11;1;MULTIPOLYGON(((116417.016 495459.298,116418.568 495454.54,116422.562 495455.419,116423.028 495447.623,116423.075 495447.532,116428.842 495450.655,116428.425 495458.914,116442.276 495459.754,116441.859 495465.791,116422.015 495464.573,116421.931 495465.975,116415.85 495463.99,116403.72 495460.03,116405.221 495455.381,116408.752 495456.57,116409.346 495456.157,116410.908 495456.629,116411.222 495457.327,116417.016 495459.298)))
0479100000002012;6;Serooskerkestraat 35 t/m Serooskerkestraat 45;1955;Pand in gebruik;45;1561TM;Serooskerkestraat;Krommenie;35;1561TM;Serooskerkestraat;Krommenie;11;1;MULTIPOLYGON(((113061.878318912 502233.178868821,113048.815 502239.625,113044.345 502230.556,113057.404 502224.1115,113061.878318912 502233.178868821)))
0479100000002013;1;Zuideinde 50;1990;Pand in gebruik;50;1551EK;Zuideinde;Westzaan;50;1551EK;Zuideinde;Westzaan;11;1;MULTIPOLYGON(((113796.837 494033.369,113791.387 494031.84,113791.213 494032.497,113782.794 494030.263,113785.014 494021.841,113789.268 494022.967,113789.689 494021.413,113791.223 494021.829,113792.345 494017.585,113805.427 494021.044,113804.3 494025.307,113805.857 494025.719,113805.445 494027.275,113808.529 494028.092,113806.281 494036.496,113796.683 494033.949,113796.837 494033.369)))
0479100000002014;1;Middel 228;1910;Pand in gebruik;228;1551SV;Middel;Westzaan;228;1551SV;Middel;Westzaan;11;1;MULTIPOLYGON(((113369.27 499408.61,113370.343 499403.861,113374.057 499404.7,113374.616 499402.225,113379.256 499403.273,113379.118 499403.883,113381.858 499405.559,113381.185 499408.539,113387.747 499410.021,113388.214 499407.954,113409.8 499412.83,113407.99 499420.63,113377.213 499413.393,113377.86 499410.599,113369.27 499408.61)))
0479100000002015;1;Kanaaldijk 1 a;1990;Pand in gebruik;1;1566PA;Kanaaldijk;Assendelft;1;1566PA;Kanaaldijk;Assendelft;11;1;MULTIPOLYGON(((110070.818 494308.475,110074.222 494317.451,110050.182 494326.57,110046.778 494317.594,110070.818 494308.475)))
0479100000002016;1;Heiligeweg 61  NA;1978;Pand in gebruik;61;1561DG;Heiligeweg;Krommenie;61;1561DG;Heiligeweg;Krommenie;11;1;MULTIPOLYGON(((112692.373 501657.337,112692.52 501657.62,112703.414 501651.955,112703.306 501651.746,112703.615 501651.586,112712.501 501668.635,112700.97 501674.589,112692.028 501657.517,112692.373 501657.337)))
